candidate_id,file,resolved_path,family,route_public,public_rows,public_mode,alpha_public,route_private,private_rows,private_mode,alpha_private,target_group,row_route_score,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,world_cell_delta_vs_h012,posterior_delta_vs_h012,memory_delta_vs_h012,route_delta_vs_h012,row_route_complete_rate,pre_h024_proxy_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h040_score
h040_transition_exception_world_p140_world_high_a0.7_h012_v0_support_b0_all_7202fd10,submission_h040_transition_exception_world_p140_world_high_a0.7_h012_v0_support_b0_all_7202fd10.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p140_world_high_a0.7_h012_v0_support_b0_all_7202fd10.csv,transition_exception,world,140,world_high,0.7,h012,0,support,0.0,all,0.0028436304950440142,324,128,0.004430849641886991,0.09801523244461341,0.09585064272448802,4.965785154541477,-0.0017289698177486283,-0.0014254442197640278,0.017000464754327815,-0.0006849877377950712,0.2109375,0.021259625962596253,0.5726758645614144,0.5700355787578696,0.5846059528833555,0.004370845826280667,0.0014942748234901936,0.01635604605388539,0.0,12,0.5615309257361377,0.5491144242121326,0.6272393266114004,0.011566559879194471,-0.15371327673397786,0.04135174809068076,0.25,12,-3.7614322766187644,3.7620751337616216,0.011611343005437102,0.5617283950617284,0.025714285714285714,0.4801829268292683
h040_public_route_world_p110_all_a0.7_h012_v0_support_b0_all_8a3bbe18,submission_h040_public_route_world_p110_all_a0.7_h012_v0_support_b0_all_8a3bbe18.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p110_all_a0.7_h012_v0_support_b0_all_8a3bbe18.csv,public_route,world,110,all,0.7,h012,0,support,0.0,all,0.0029839428517880267,770,110,0.006940028842658322,0.09801523244461341,0.10794116892230451,4.965785154541477,-0.0017564104038659293,-0.0014859419429144225,0.01709935546827639,-0.0007266807401108893,1.0,-0.15334158415841584,0.5731703983009127,0.570607344139513,0.5861640137551312,0.004865379565778871,0.0021893610215362623,0.017914106925661102,0.0,12,0.563587389945044,0.5495874388896385,0.6281924677259079,0.012069582024885228,-0.15008444685359007,0.04237226759209018,0.25,12,-1.5854787563924368,1.586121613535294,0.002059898199396484,0.5025974025974026,0.025714285714285714,0.48262195121951224
h040_public_route_posterior_world_p110_all_a0.7_h012_v0_support_b0_all_69626934,submission_h040_public_route_posterior_world_p110_all_a0.7_h012_v0_support_b0_all_69626934.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p110_all_a0.7_h012_v0_support_b0_all_69626934.csv,public_route,posterior_world,110,all,0.7,h012,0,support,0.0,all,0.002737487711409498,770,110,0.004577027126474517,0.08603670206716796,0.08966937949611255,2.595314649748481,-0.0013604101744130624,-0.0017172707991477576,0.015863246715285925,-0.0007234060702015713,1.0,-0.1464108910891089,0.5727685068765893,0.5699850592902406,0.5840772049862152,0.0044634881414556404,0.0017404494953867865,0.01582729815674514,0.0,12,0.5614880457073517,0.5479650792110202,0.6293594991029517,0.01054906816024842,-0.1536516064351781,0.04341884085653287,0.25,12,-1.6551151358191611,1.655715135819161,0.0021502793971677416,0.4987012987012987,0.024,0.4847560975609756
h040_public_route_world_p110_support_a0.45_h012_v0_support_b0_all_85b0266a,submission_h040_public_route_world_p110_support_a0.45_h012_v0_support_b0_all_85b0266a.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p110_support_a0.45_h012_v0_support_b0_all_85b0266a.csv,public_route,world,110,support,0.45,h012,0,support,0.0,all,0.0024072678741433613,607,110,0.003573151200688965,0.06530081712701685,0.06477923019480164,3.192290456492996,-0.001265257016222165,-0.0013943410331361014,0.010825068449966883,-0.0006373022000763758,0.9545454545454546,-0.03986523652365236,0.5728259545593126,0.5696283095671347,0.5852943036989364,0.004520935824178951,0.0014005856703580787,0.01704439686946634,0.0,12,0.5611113183741472,0.5448493212172636,0.6303171066910996,0.007577926813566227,-0.15294537140474362,0.04446038652395392,0.25,12,-2.143453405589208,2.144053405589208,0.003532213188779584,0.514003294892916,0.024,0.4913109756097561
h040_public_route_posterior_world_p110_all_a0.45_h012_v0_support_b0_all_a59013d3,submission_h040_public_route_posterior_world_p110_all_a0.45_h012_v0_support_b0_all_a59013d3.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p110_all_a0.45_h012_v0_support_b0_all_a59013d3.csv,public_route,posterior_world,110,all,0.45,h012,0,support,0.0,all,0.0021213925839433604,770,110,0.0029591734886461746,0.05699698035608014,0.057644601104667736,1.6684165605285113,-0.000992371589487863,-0.0013982124185226658,0.010126779392527423,-0.0005607316896630578,1.0,-0.08802255225522553,0.5727157721075273,0.5695035735802595,0.5840732211222404,0.00441075337239355,0.0013716084383335937,0.01582331429277022,0.0,12,0.5607409567753456,0.5439974901522795,0.6318804737134434,0.006795297345450424,-0.1536504566271898,0.04593944647303995,0.25,12,-1.5207644190843148,1.5213358476557435,0.001975760841111357,0.5,0.022857142857142857,0.49146341463414633
h040_transition_exception_world_p80_all_a0.45_h012_v0_support_b0_all_4f7eb7f5,submission_h040_transition_exception_world_p80_all_a0.45_h012_v0_support_b0_all_4f7eb7f5.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p80_all_a0.45_h012_v0_support_b0_all_4f7eb7f5.csv,transition_exception,world,80,all,0.45,h012,0,support,0.0,all,0.002047750451175806,560,80,0.0032531850236356525,0.06530081712701685,0.05431129814559285,3.192290456492996,-0.001070311094478132,-0.0011863186454546177,0.009242092799027312,-0.0005053289486086888,1.0,-0.08158690869086908,0.572989790121095,0.5694453361007193,0.5860222996513449,0.004684771385961239,0.0012324947425656596,0.017772392821874775,0.0,12,0.5611255109478452,0.5440074166726933,0.6262936063409059,0.006755962629248546,-0.15251885715367267,0.040445487653559174,0.25,12,-1.3779060948334367,1.378391809119151,0.002461413944855629,0.4982142857142857,0.019428571428571427,0.5089939024390244
h040_public_route_posterior_world_p140_all_a0.45_h012_v0_support_b0_all_af7044d2,submission_h040_public_route_posterior_world_p140_all_a0.45_h012_v0_support_b0_all_af7044d2.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p140_all_a0.45_h012_v0_support_b0_all_af7044d2.csv,public_route,posterior_world,140,all,0.45,h012,0,support,0.0,all,0.0025327101441293153,979,140,0.003736873900740228,0.05699698035608014,0.0628234045669642,1.6684165605285113,-0.0011299082662151842,-0.0017802712395218346,0.010141972662129965,-0.000662502288899754,1.0,-0.1277915291529153,0.5729082243374223,0.5697848831655499,0.5849458242854249,0.0046032056022885515,0.0016605516584240697,0.016695917455954737,0.0,12,0.5619358147934662,0.5442578198982789,0.6328296582447271,0.007073277574775105,-0.15165598671106162,0.046941213878105646,0.25,12,0.6204353547256166,-0.6198496404399023,-0.0006331457001429024,0.47191011235955055,0.023428571428571427,0.518140243902439
h040_transition_exception_world_p110_all_a0.45_h012_v0_support_b0_all_6501b78d,submission_h040_transition_exception_world_p110_all_a0.45_h012_v0_support_b0_all_6501b78d.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p110_all_a0.45_h012_v0_support_b0_all_6501b78d.csv,transition_exception,world,110,all,0.45,h012,0,support,0.0,all,0.0023409008644860673,770,110,0.004494779817113568,0.06530081712701685,0.06568445729402685,3.192290456492996,-0.0012855412583232205,-0.0012637690040196358,0.010245426450840313,-0.0006156390142003334,1.0,-0.11519526952695269,0.5730526302617748,0.5698403030797237,0.5861619623140697,0.004747611526641049,0.0016133889211682796,0.017912055484599645,0.0,12,0.5621042716575411,0.5447439853874493,0.6291387240145646,0.0074896708247459975,-0.15110724328083674,0.043302654177617556,0.25,12,-0.313164454008853,0.3137215968659959,0.0004074306452805124,0.4779220779220779,0.022285714285714287,0.5189024390243901
h040_public_route_posterior_world_p140_support_a0.45_h012_v0_support_b0_all_816e57de,submission_h040_public_route_posterior_world_p140_support_a0.45_h012_v0_support_b0_all_816e57de.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p140_support_a0.45_h012_v0_support_b0_all_816e57de.csv,public_route,posterior_world,140,support,0.45,h012,0,support,0.0,all,0.0024405539228150334,757,140,0.0030730242691851257,0.05699698035608014,0.05952931819593654,1.6684165605285113,-0.0010475879229582537,-0.0017802712395218346,0.010126352039455538,-0.0006345873480989193,0.9642857142857143,-0.0411853685368537,0.5727086824385268,0.5696451463612364,0.584196790765053,0.004403663703393013,0.001451035975793391,0.015946883935582957,0.0,12,0.5608013472301259,0.5441294479045269,0.6324607818530502,0.006936803736995789,-0.15359067721209038,0.04654062211667407,0.25,12,-0.3850919643195584,0.3856776786052727,0.0005094817418827889,0.4795244385733157,0.023428571428571427,0.5189024390243903
h040_transition_exception_world_p110_world_high_a0.7_h012_v0_support_b0_all_c9477c20,submission_h040_transition_exception_world_p110_world_high_a0.7_h012_v0_support_b0_all_c9477c20.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_transition_exception_world_p110_world_high_a0.7_h012_v0_support_b0_all_c9477c20.csv,transition_exception,world,110,world_high,0.7,h012,0,support,0.0,all,0.002518318932615911,278,103,0.003748187584167898,0.09801523244461341,0.08596036858178474,4.965785154541477,-0.0014980169086825253,-0.0013083001334519711,0.01567089775017014,-0.0005988510497292928,0.2524271844660194,0.0367986798679868,0.5726418633696533,0.5698183749842728,0.5842751876284822,0.00433684463451961,0.001285752639690063,0.01602528079901209,0.0,12,0.5610836814763542,0.5484691427933179,0.6256946060387425,0.010937521421901797,-0.15562780823744093,0.03976678760014602,0.25,12,-3.7027322376444998,3.703317951930214,0.013321287596871267,0.5683453237410072,0.023428571428571427,0.5221036585365855
h040_public_route_world_p140_support_a0.7_h012_v0_support_b0_all_d24ab400,submission_h040_public_route_world_p140_support_a0.7_h012_v0_support_b0_all_d24ab400.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p140_support_a0.7_h012_v0_support_b0_all_d24ab400.csv,public_route,world,140,support,0.7,h012,0,support,0.0,all,0.0033704328127854956,758,140,0.006865284319426576,0.09801523244461341,0.10987576817150706,4.965785154541477,-0.0018293333479514338,-0.0019353516847761124,0.0170653788326617,-0.0008239120503469254,0.9642857142857143,-0.09242299229922993,0.573100968565966,0.5707282380940121,0.5860940135863856,0.004795949830832258,0.002243809679069131,0.017844106756915515,0.0,12,0.5633029071213359,0.549764546302963,0.6286205870078269,0.01225425208130787,-0.15068574642343802,0.04281408655301738,0.25,12,-0.4196404072593301,0.42029755011647296,0.000554482256090335,0.48021108179419525,0.026285714285714287,0.5243902439024392
h040_public_route_posterior_world_p140_support_a0.7_h012_v0_support_b0_all_074da088,submission_h040_public_route_posterior_world_p140_support_a0.7_h012_v0_support_b0_all_074da088.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p140_support_a0.7_h012_v0_support_b0_all_074da088.csv,public_route,posterior_world,140,support,0.7,h012,0,support,0.0,all,0.0031486650520232812,757,140,0.004753007021269722,0.08603670206716796,0.0926011616380491,2.595314649748481,-0.0014336242974034704,-0.0022045682465027224,0.015884811096086828,-0.0008197141490007367,0.9642857142857143,-0.08397964796479648,0.5727562834630431,0.5701034998279498,0.5842014929116314,0.004451264727909354,0.0018314767769915697,0.015951586082161264,0.0,12,0.5615659036067103,0.5481811710643743,0.6298755210735689,0.0107716939931492,-0.1535908749707815,0.043955775064898076,0.25,12,-0.5022191735700643,0.50283345928435,0.0006642449924496027,0.47820343461030385,0.02457142857142857,0.5304878048780488
h040_public_route_world_p110_support_a0.7_h012_v0_support_b0_all_b098fba6,submission_h040_public_route_world_p110_support_a0.7_h012_v0_support_b0_all_b098fba6.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p110_support_a0.7_h012_v0_support_b0_all_b098fba6.csv,public_route,world,110,support,0.7,h012,0,support,0.0,all,0.002830021625866159,607,110,0.005515797088116808,0.09801523244461341,0.100767691414097,4.965785154541477,-0.0016123251704457159,-0.0014859419429144225,0.017058696987308636,-0.0007018822246497293,0.9545454545454546,-0.0686881188118812,0.5729081923665846,0.5703249796444682,0.5852946979772072,0.0046031736314509075,0.0018642937939021386,0.017044791147737194,0.0,12,0.561939337212674,0.5492940466827195,0.6277692497704496,0.011773823940759098,-0.15294539594980408,0.04191268973652013,0.25,12,-2.158296121886634,2.1589389790294913,0.003556736374018926,0.5107084019769358,0.025714285714285714,0.5333841463414635
h040_public_route_world_p110_all_a0.25_h012_v0_support_b0_all_847880ba,submission_h040_public_route_world_p110_all_a0.25_h012_v0_support_b0_all_847880ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p110_all_a0.25_h012_v0_support_b0_all_847880ba.csv,public_route,world,110,all,0.25,h012,0,support,0.0,all,0.0017224504003013142,770,110,0.00250655581264352,0.03723934544830465,0.038550417472267604,1.7734946980516995,-0.0008865519873852422,-0.0009841657932427238,0.005956983769929834,-0.0004647625892332051,1.0,-0.023638613861386132,0.5729339935934771,0.5692432342790715,0.5861678237649078,0.004628974858343349,0.0011189027719457289,0.017917916935437796,0.0,12,0.5620408806884694,0.5414011037011216,0.6327210730996432,0.004333638186809874,-0.1500816444611111,0.046901162790353876,0.25,12,-1.428212087103637,1.4282263728179228,0.001854839445218084,0.5025974025974026,0.0005714285714285715,0.5361280487804877
h040_public_route_world_p140_all_a0.7_h012_v0_support_b0_all_557feb76,submission_h040_public_route_world_p140_all_a0.7_h012_v0_support_b0_all_557feb76.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_world_p140_all_a0.7_h012_v0_support_b0_all_557feb76.csv,public_route,world,140,all,0.7,h012,0,support,0.0,all,0.003565527519459674,980,140,0.008784282971764945,0.09801523244461341,0.11943866927051691,4.965785154541477,-0.002013543293267532,-0.0019353516847761124,0.017131158617531745,-0.0008560225243506751,1.0,-0.16995324532453246,0.5734299590752803,0.5710617074791201,0.5870211451821782,0.005124940340146544,0.0026722628507344194,0.018771238352708088,0.0,12,0.5649889126503931,0.5501443531156727,0.629065639632673,0.01263798899035068,-0.14784596443403902,0.04329733799943662,0.25,12,0.5811228866037133,-0.5804657437465703,-0.000592311983414867,0.4744897959183674,0.026285714285714287,0.536280487804878
h040_public_route_posterior_world_p140_all_a0.7_h012_v0_support_b0_all_de0bcb56,submission_h040_public_route_posterior_world_p140_all_a0.7_h012_v0_support_b0_all_de0bcb56.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_route_posterior_world_p140_all_a0.7_h012_v0_support_b0_all_de0bcb56.csv,public_route,posterior_world,140,all,0.7,h012,0,support,0.0,all,0.003278835314183476,979,140,0.0057860706639214785,0.08603670206716796,0.097725295992981,2.595314649748481,-0.001551831046611596,-0.0022045682465027224,0.015913606348192222,-0.0008561396293804418,1.0,-0.16409515951595158,0.5729912322535959,0.5703569036823787,0.5849476100579442,0.004686213518462268,0.002108066040740586,0.016697703228474015,0.0,12,0.5627212457567117,0.5483784017198382,0.6302665654105344,0.010976331209076817,-0.1516572426004903,0.04437826290537966,0.25,12,0.4860009886225117,-0.48538670290822594,-0.000495798470794921,0.47191011235955055,0.02457142857142857,0.5368902439024389
