q_source,row_prior,subset_size,label_mode,best_mae,median_mae,best_spearman,n_particles
h020vector,uniform,190,map,0.008167610206884798,0.009401508073328835,0.8962406015025249,8
h018hard,h013_calendar_pay_weekend,230,map,0.008174340132946616,0.008759831669140768,0.8766917293221008,8
h020vector,h019_row_weight,190,map,0.0081748638930573,0.008857042839775968,0.7744360902244973,8
h015feedback,h019_row_weight,230,map,0.008177132934440865,0.00862881845958759,0.8751879699236067,8
h020vector,h019_mean_abs_logit_move_to_proxy,230,map,0.008180792635417423,0.00902295742136041,0.8706766917281241,8
h012posterior,h030_score_memory_public_combo,70,map,0.008185058286511674,0.011207998946920664,0.7353383458636488,8
posterior_vector_mid,h013_calendar_pay_weekend,70,map,0.008192675757382525,0.00875525816970842,0.8842105263145718,8
h018hard,h019_row_weight,190,map,0.00820614192787325,0.008627117181370167,0.7864661654124505,8
h015feedback,h019_row_score,230,map,0.008213276102546225,0.008702464831063274,0.8962406015025249,8
posterior_vector_mid,h013_body_calendar,230,map,0.008225827731105384,0.008925814563716349,0.7939849624049214,8
h020vector,h013_calendar_pay_weekend,155,map,0.008236817677814449,0.00921059747176782,0.8766917293221008,8
h017joint,h013_calendar_pay_weekend,230,map,0.008241439950137494,0.009002155760058373,0.8766917293221008,8
h012posterior,h019_mean_abs_logit_move_to_proxy,190,map,0.00824909360612761,0.008458394388680249,0.8796992481190891,8
h018hard,h013_calendar_pay_weekend,155,map,0.008252339923890894,0.009173782403260911,0.9037593984949958,8
h017joint,h013_calendar_pay_weekend,155,map,0.00825695945935669,0.009074599485899913,0.8932330827055367,8
h015feedback,h013_late_social_phone,155,map,0.008257982084998904,0.008898145765297804,0.9127819548859609,8
h018hard,h035_private_safe_score,230,map,0.008267795377642244,0.008844315143436053,0.8661654135326416,8
h018hard,h013_body_calendar,230,map,0.008278907426947939,0.008932532101469002,0.8466165413522175,8
joint_hard_mid,h013_calendar_pay_weekend,230,map,0.00830289478563744,0.008861884381844931,0.8827067669160775,8
joint_hard_mid,h013_late_social_phone,155,map,0.008311132381705305,0.00943736370607565,0.8857142857130659,8
h015feedback,h030_score_joint_vector_row,70,map,0.008314272085761437,0.012159772357232885,0.8842105263145716,8
h012posterior,h013_calendar_pay_weekend,230,map,0.008317775230271331,0.008847119995500644,0.8932330827055366,8
h012,h035_route_translator_score,95,map,0.008332935880061215,0.009119144767854734,0.8481203007507113,8
h015feedback,h013_late_social_phone,230,map,0.0083334729181332,0.008798028669994037,0.8842105263145716,8
joint_hard_mid,h013_calendar_pay_weekend,190,map,0.008350210783375434,0.009119093291259019,0.8766917293221008,8
h017joint,h013_late_social_phone,125,map,0.008364137001227425,0.010543331247838504,0.9052631578934899,8
h012posterior,h019_inclusion_prob,190,map,0.008374539292116009,0.009163250452572382,0.8586466165401707,8
posterior_vector_mid,h013_calendar_pay_weekend,230,map,0.008374912619538152,0.008982521283467541,0.8736842105251125,8
h020vector,h013_body_calendar,230,map,0.00837832105384556,0.009055009459720792,0.8406015037582407,8
h017joint,h019_row_weight,155,map,0.008404168972177746,0.009209110930496556,0.8781954887205949,8
h018hard,h019_inclusion_prob,190,map,0.008441617678180116,0.009151463365767283,0.8781954887205949,8
h020vector,h019_inclusion_prob,230,map,0.008442817771580733,0.008937030271072878,0.8526315789461942,8
joint_hard_mid,h013_calendar_pay_weekend,125,map,0.008450650931596535,0.009320725604987479,0.9067669172919842,8
h018hard,h013_calendar_pay_weekend,95,map,0.008456305002406957,0.00914708228929655,0.8902255639085485,8
h012posterior,uniform,230,map,0.008480688563266387,0.009031994241087273,0.8616541353371588,8
h018hard,h019_row_weight,230,map,0.008489507199803542,0.008998434351145418,0.7849624060139564,8
h018hard,h013_late_social_phone,125,map,0.008490958352113682,0.009541497122128524,0.9067669172919842,8
h018hard,uniform,230,map,0.008491214889034194,0.008793167941521277,0.8631578947356533,8
h020vector,h013_calendar_pay_weekend,70,map,0.00849403586308042,0.010108482277653187,0.88721804511156,8
h012posterior,h019_mean_abs_logit_move_to_proxy,230,map,0.00850369598219722,0.008973591580383451,0.8706766917281241,8
h017joint,h035_private_safe_score,230,map,0.008508736122509974,0.00898647038621626,0.8706766917281241,8
h020vector,h013_calendar_pay_weekend,190,map,0.008509808947821999,0.008920411908439903,0.8962406015025249,8
h017joint,h019_inclusion_prob,190,map,0.008510012548043172,0.0092357820860362,0.780451127818474,8
joint_hard_mid,h013_body_calendar,230,map,0.008526551006142528,0.008933647874235435,0.7819548872169682,8
joint_hard_mid,h013_late_social_phone,190,map,0.008527148816974065,0.009780647312481693,0.8947368421040308,8
joint_hard_mid,h035_private_safe_score,230,map,0.008531880479878812,0.009067128343872358,0.8706766917281241,8
joint_hard_mid,h019_mean_abs_logit_move_to_proxy,230,map,0.00853383967122411,0.009006337447267915,0.8586466165401707,8
h012posterior,h035_route_translator_score,95,map,0.008537376083000132,0.012858710893660981,0.8796992481190891,8
posterior_vector_mid,h035_private_safe_score,230,map,0.00855144661926362,0.008865569643020935,0.8586466165401707,8
joint_hard_mid,h013_calendar_pay_weekend,70,map,0.008551626623386554,0.009823380935947076,0.9067669172919841,8
posterior_vector_mid,h019_row_score,230,map,0.008554685991611428,0.009139162984109366,0.7744360902244973,8
h018hard,h035_route_translator_score,70,map,0.008557635722335668,0.011931799195528822,0.8616541353371592,8
posterior_vector_mid,h013_calendar_pay_weekend,190,map,0.008607009235977892,0.009265440170794273,0.8992481202995134,8
posterior_vector_mid,h019_mean_abs_logit_move_to_proxy,230,map,0.008614680895761938,0.008805159520155044,0.8300751879687814,8
h017joint,h019_row_score,190,map,0.00862251051341004,0.00895056832660553,0.8842105263145718,8
h012posterior,h035_score_identity_combo,95,map,0.008623334106983429,0.012520939530511808,0.8631578947356533,8
posterior_vector_mid,h013_late_social_phone,155,map,0.008627844800332057,0.010071921012237875,0.8977443609010193,8
posterior_vector_mid,h019_row_weight,230,map,0.008636406324904092,0.008948295942649401,0.8030075187958865,8
h012posterior,h035_private_safe_score,230,map,0.008637256149048726,0.0087945050120154,0.8796992481190891,8
h018hard,h019_inclusion_prob,230,map,0.008647887009445077,0.009025948652530019,0.8706766917281241,8
h017joint,h019_mean_abs_logit_move_to_proxy,230,map,0.008652589302078455,0.008817774857001089,0.8706766917281241,8
h017joint,h035_route_translator_score,95,map,0.0086564441058567,0.01258575660011713,0.8796992481190892,8
h017joint,h019_row_weight,190,map,0.008658316304241385,0.009277512728820162,0.7834586466154623,8
h018hard,h019_inclusion_prob,155,map,0.00866765728861343,0.009069619769415897,0.8721804511266182,8
h015feedback,h030_score_joint_vector_row,95,map,0.008673696258692305,0.011051054381785233,0.8962406015025249,8
h020vector,h035_private_safe_score,230,map,0.008687603821658427,0.008933096350521114,0.8706766917281241,8
h020vector,h019_row_score,230,map,0.008691895159693496,0.009079844983165376,0.8541353383446884,8
joint_hard_mid,uniform,230,map,0.008702093566853402,0.009009393970078827,0.8646616541341475,8
h017joint,h013_body_calendar,230,map,0.008706364810903502,0.008811800201693334,0.842105263156735,8
joint_hard_mid,h019_row_score,230,map,0.008711268099875321,0.009038296560508162,0.8135338345853457,8
h012posterior,h013_calendar_pay_weekend,155,map,0.008717179653888782,0.00917050821337886,0.9052631578934901,8
h012posterior,h013_late_social_phone,155,map,0.008726157061731415,0.00978862726923661,0.8932330827055367,8
h018hard,h013_late_social_phone,95,map,0.008729644827876307,0.009738216087794266,0.8992481202995134,8
h017joint,h013_late_social_phone,155,map,0.008734605994276947,0.010222428426646578,0.8977443609010193,8
h012posterior,h019_row_weight,230,map,0.008738664804826022,0.009078067857013466,0.8345864661642639,8
h020vector,h013_late_social_phone,155,map,0.008743520031761653,0.009929923468324473,0.8736842105251125,8
h015feedback,h030_score_memory_public_combo,230,map,0.00874637748305355,0.009293571536626504,0.8932330827055367,8
h020vector,h013_late_social_phone,190,map,0.008746818986360292,0.010292514748468859,0.8646616541341474,8
h012posterior,h013_body_calendar,230,map,0.008761889064157336,0.009135717779339749,0.7819548872169682,8
h015feedback,h035_route_translator_score,70,map,0.008789513876424765,0.01183196230672157,0.8917293233070427,8
posterior_vector_mid,h030_score_no_h012_combo,70,map,0.0088005841996979,0.012020858267954203,0.8992481202995134,8
h020vector,h013_calendar_pay_weekend,230,map,0.008809255536385889,0.009060320062693111,0.8616541353371592,8
h018hard,h013_late_social_phone,190,map,0.008816023691450204,0.009558741932512252,0.8781954887205949,8
joint_hard_mid,uniform,190,map,0.00881994719524236,0.009197088331936769,0.8932330827055367,8
h020vector,h019_row_weight,230,map,0.008826351127841268,0.009154496963340147,0.8496240601492058,8
h017joint,uniform,230,map,0.008840872487895739,0.009185570261757365,0.8857142857130659,8
h012posterior,h019_row_weight,190,map,0.008851571923281305,0.009024793964973613,0.8255639097732991,8
h017joint,h019_row_weight,230,map,0.008859676432264218,0.009160647789833443,0.86917293232963,8
h017joint,h019_row_score,230,map,0.00890354122296965,0.00948258507644725,0.8270676691717932,8
h015feedback,h035_score_identity_combo,230,map,0.008922900818233593,0.00926741250445183,0.8827067669160775,8
h018hard,h019_row_score,230,map,0.008922992719710036,0.009182063354204933,0.8120300751868516,8
posterior_vector_mid,h019_inclusion_prob,230,map,0.008923175623410783,0.00910464630621502,0.8030075187958865,8
h020vector,uniform,230,map,0.008938674252677501,0.00933426453420166,0.86917293232963,8
h015feedback,h030_score_joint_vector_row,230,map,0.008948218430040733,0.009189429585229145,0.8917293233070425,8
posterior_vector_mid,uniform,230,map,0.008953373194943295,0.009258148423243639,0.8421052631567348,8
h015feedback,h030_score_memory_public_combo,70,map,0.00895432883770445,0.011222394429396518,0.8466165413522174,8
posterior_vector_mid,h013_late_social_phone,230,map,0.008954493036987362,0.009491270062468454,0.8601503759386651,8
h015feedback,h035_score_public_row_subset,230,map,0.008954809325708477,0.009346801476466927,0.8932330827055367,8
joint_hard_mid,h019_row_weight,230,map,0.008983709547699802,0.009135437249654745,0.7849624060139564,8
h017joint,h019_inclusion_prob,230,map,0.009009122806284292,0.009236932876371944,0.8706766917281241,8
h012posterior,h019_row_score,230,map,0.009011366539428845,0.009190942138812561,0.8556390977431825,8
h015feedback,h030_score_no_h012_combo,230,map,0.009019565253693351,0.009437177402799798,0.8932330827055367,8
h015feedback,h030_score_identity_combo,230,map,0.009019953045729912,0.009385493887585167,0.8932330827055367,8
posterior_vector_mid,h030_score_memory_public_combo,70,map,0.009022515000705148,0.012635256099467713,0.8796992481190891,8
h018hard,h013_late_social_phone,230,map,0.009032688387275178,0.009180566986050302,0.8721804511266182,8
h017joint,h013_late_social_phone,230,map,0.009040538396030232,0.009382079318450308,0.8721804511266182,8
posterior_vector_mid,h035_score_public_row_subset,95,map,0.009061172164761922,0.013315546923747253,0.8646616541341475,8
h012posterior,h019_inclusion_prob,230,map,0.009063803618917846,0.009209750223046893,0.8706766917281241,8
h015feedback,h030_score_public_row_subset,230,map,0.009086032901184824,0.009292828240068158,0.8932330827055367,8
h012posterior,h013_late_social_phone,190,map,0.009088631964087601,0.009662080279065715,0.8827067669160775,8
h015feedback,h035_route_translator_score,230,map,0.009090954106290763,0.009330737366212411,0.8842105263145716,8
h017joint,h030_score_memory_public_combo,95,map,0.009093726973406605,0.013056913334603132,0.9127819548859609,8
h020vector,h030_score_joint_vector_row,70,map,0.0090973397227323,0.013294239563674957,0.8842105263145716,8
posterior_vector_mid,h035_route_translator_score,230,map,0.009121598861784555,0.009976887889801445,0.8706766917281241,8
h012posterior,h013_late_social_phone,230,map,0.009133384904137325,0.009467358220482485,0.8721804511266182,8
h020vector,h013_late_social_phone,230,map,0.009224979839690905,0.009528215825697055,0.86917293232963,8
h017joint,h030_score_joint_vector_row,230,map,0.00923926906659291,0.009821704766819272,0.8812030075175831,8
joint_hard_mid,h013_late_social_phone,230,map,0.009243137417086445,0.009523561280650322,0.8721804511266182,8
h015feedback,h030_score_joint_vector_row,155,map,0.009243291366564871,0.0107574632589571,0.8827067669160775,8
h018hard,h035_score_public_row_subset,230,map,0.009261699919267407,0.009604120116170987,0.8751879699236067,8
h015feedback,h035_score_identity_combo,95,map,0.009262284188263867,0.011760139329404179,0.8721804511266184,8
h018hard,h030_score_memory_public_combo,230,map,0.009271691830053082,0.009536896986288585,0.8721804511266182,8
h020vector,uniform,125,map,0.00928445935621423,0.010343076816732903,0.8917293233070426,8
joint_hard_mid,h030_score_memory_public_combo,155,map,0.009287387763642425,0.011359316755451902,0.86917293232963,8
joint_hard_mid,h030_score_memory_public_combo,70,map,0.009308520190363623,0.012238430453465805,0.8496240601492056,8
h015feedback,h030_score_joint_vector_row,125,map,0.00936373543921945,0.01112918667169694,0.8631578947356533,8
h015feedback,h030_score_joint_vector_row,190,map,0.009369386964442608,0.009950464353101486,0.8842105263145716,8
posterior_vector_mid,h013_late_social_phone,190,map,0.009370077657883339,0.009988187162007986,0.8721804511266182,8
posterior_vector_mid,h030_score_joint_vector_row,230,map,0.009373930736192625,0.00979583070518342,0.8436090225552291,8
h017joint,h030_score_memory_public_combo,230,map,0.00938409899581733,0.009787975438084885,0.8721804511266182,8
h018hard,h030_score_joint_vector_row,230,map,0.00939687998285499,0.009555926752102723,0.8721804511266182,8
h015feedback,h030_score_no_h012_combo,95,map,0.00939964781596984,0.012155953719389087,0.8857142857130659,8
joint_hard_mid,h035_route_translator_score,230,map,0.009410597431607966,0.009946203365641698,0.8571428571416767,8
h015feedback,h030_score_identity_combo,95,map,0.009413546377683104,0.012205394876631182,0.7684210526305206,8
h015feedback,h035_score_identity_combo,70,map,0.009417844103506708,0.013573671455370827,0.9142857142844552,8
h018hard,h030_score_public_row_subset,230,map,0.009419975211558993,0.009669745739753065,0.8721804511266182,8
h012posterior,h030_score_public_row_subset,230,map,0.009459374597083589,0.010102145023263972,0.8781954887205949,8
h015feedback,h035_score_public_row_subset,95,map,0.009468130782904701,0.012233750506441324,0.9052631578934899,8
h015feedback,h035_score_identity_combo,190,map,0.009472156996359157,0.010524608234506096,0.8827067669160775,8
h012posterior,h030_score_no_h012_combo,230,map,0.009478448470481286,0.009998422870409748,0.8676691729311359,8
joint_hard_mid,h030_score_joint_vector_row,70,map,0.009480999222759832,0.010564866049424734,0.8812030075175833,8
h018hard,h035_score_identity_combo,230,map,0.00948509297102481,0.00980309406506589,0.7819548872169682,8
h015feedback,h030_score_memory_public_combo,125,map,0.00948586965574833,0.010911940919848342,0.8962406015025249,8
joint_hard_mid,h030_score_no_h012_combo,230,map,0.009487523571227226,0.009762699415901313,0.8796992481190891,8
h012posterior,h030_score_public_row_subset,95,map,0.009487655082171828,0.013313169129950446,0.825563909773299,8
h020vector,h035_score_public_row_subset,230,map,0.009502020965469765,0.010008778193919888,0.8751879699236067,8
h017joint,h030_score_memory_public_combo,70,map,0.009525045635308337,0.011897580194614399,0.8150375939838398,8
h012posterior,h030_score_joint_vector_row,230,map,0.00952635742480231,0.009747682481502616,0.8721804511266182,8
h017joint,h035_score_public_row_subset,230,map,0.009535604053959295,0.009974448471286479,0.8721804511266182,8
h017joint,h035_score_identity_combo,155,map,0.009536990523782297,0.011989811130662909,0.8781954887205949,8
posterior_vector_mid,h030_score_memory_public_combo,230,map,0.009541647546506334,0.009806636523818019,0.8556390977431825,8
joint_hard_mid,h030_score_joint_vector_row,230,map,0.009583534183247025,0.009814959997340562,0.824060150374805,8
h018hard,h030_score_no_h012_combo,230,map,0.00958944217893504,0.00971886007298296,0.8360902255627581,8
h015feedback,h030_score_public_row_subset,125,map,0.009591263370981415,0.012032868168994546,0.8766917293221008,8
h018hard,h030_score_identity_combo,230,map,0.009595164821383246,0.009919203643961347,0.8150375939838398,8
h012posterior,h035_route_translator_score,230,map,0.009601284837219903,0.010065232595116408,0.8676691729311359,8
h018hard,h035_route_translator_score,230,map,0.009603298584432752,0.009843254412792126,0.8541353383446884,8
posterior_vector_mid,h035_score_identity_combo,230,map,0.009609969387952968,0.009811574907095293,0.8436090225552291,8
joint_hard_mid,h030_score_identity_combo,230,map,0.009610544393287937,0.00986928717034298,0.8556390977431825,8
h018hard,h030_score_joint_vector_row,70,map,0.009617634082710077,0.013010177846418135,0.8736842105251124,8
h012posterior,h030_score_identity_combo,230,map,0.009623259519191903,0.009994360546422453,0.8721804511266182,8
h018hard,h035_score_public_row_subset,95,map,0.009625317059138267,0.013057452809416864,0.86917293232963,8
posterior_vector_mid,h035_score_public_row_subset,70,map,0.009631840092673673,0.012438380740057313,0.8962406015025252,8
h012posterior,h030_score_memory_public_combo,230,map,0.00963352079434091,0.009890966810519024,0.8721804511266182,8
h015feedback,h030_score_public_row_subset,95,map,0.009642070874777774,0.011798097253415511,0.8857142857130659,8
h017joint,h030_score_identity_combo,230,map,0.00964775032892715,0.009974544036093274,0.8721804511266182,8
posterior_vector_mid,h030_score_identity_combo,230,map,0.009649321757987698,0.010037124002481822,0.8466165413522174,8
h015feedback,h035_score_public_row_subset,190,map,0.009649502922123122,0.010413160987792705,0.8962406015025249,8
posterior_vector_mid,h030_score_no_h012_combo,230,map,0.009657970402635914,0.009918011426551104,0.8676691729311359,8
h018hard,h030_score_no_h012_combo,155,map,0.009659178566960814,0.011828680030191083,0.88721804511156,8
joint_hard_mid,h030_score_memory_public_combo,230,map,0.009671561010939658,0.009889243144339033,0.8661654135326416,8
h015feedback,h030_score_public_row_subset,70,map,0.00971178184272894,0.014329639997237065,0.8992481202995134,8
posterior_vector_mid,h035_route_translator_score,70,map,0.009711804050634295,0.01326007834781288,0.7338345864651546,8
h020vector,h030_score_memory_public_combo,230,map,0.009721964223286967,0.009896455701835262,0.8706766917281241,8
posterior_vector_mid,h030_score_public_row_subset,230,map,0.009734249161210618,0.009899376823330308,0.8661654135326415,8
h017joint,h030_score_no_h012_combo,230,map,0.00973494322565096,0.01018186959353581,0.8556390977431825,8
h020vector,h030_score_joint_vector_row,230,map,0.009735295915535602,0.009926270593459456,0.8676691729311359,8
h020vector,h035_route_translator_score,70,map,0.009740222853275426,0.011755325916089649,0.745864661653108,8
posterior_vector_mid,h035_score_public_row_subset,230,map,0.00974782457594466,0.009897330156559487,0.8556390977431825,8
h017joint,h035_score_identity_combo,230,map,0.009754066990148197,0.01007530913986205,0.8706766917281241,8
joint_hard_mid,h035_score_identity_combo,230,map,0.009758662853877357,0.00997797254144157,0.8556390977431825,8
h020vector,h030_score_identity_combo,230,map,0.009760478995384892,0.010122239666178699,0.8706766917281241,8
h018hard,h035_score_identity_combo,95,map,0.009779232396890271,0.01258331973442208,0.8706766917281242,8
h018hard,h030_score_memory_public_combo,190,map,0.009782523194679992,0.010236139210423077,0.8721804511266184,8
h012posterior,h035_score_public_row_subset,230,map,0.009787867652806806,0.009913976526580975,0.8676691729311359,8
h017joint,h035_route_translator_score,230,map,0.00978853467763025,0.009943215077313692,0.8721804511266182,8
h012posterior,h030_score_joint_vector_row,125,map,0.009789751631815613,0.012298151353431121,0.8902255639085485,8
joint_hard_mid,h030_score_public_row_subset,230,map,0.009791398101420419,0.009943789293046491,0.8586466165401707,8
h020vector,h030_score_public_row_subset,230,map,0.009796955911880633,0.010120362459591577,0.86917293232963,8
h020vector,h035_route_translator_score,230,map,0.009799717694663186,0.009935104578109873,0.8706766917281241,8
h015feedback,h030_score_memory_public_combo,190,map,0.009805317811201699,0.010089044335880959,0.8827067669160775,8
h020vector,h035_score_identity_combo,230,map,0.00981163786570207,0.010135341798281577,0.8571428571416766,8
h017joint,h030_score_public_row_subset,230,map,0.009812545026640728,0.010039499301274214,0.8721804511266182,8
h012posterior,h030_score_no_h012_combo,155,map,0.009814014627909831,0.012105645227588956,0.8857142857130659,8
h015feedback,h030_score_no_h012_combo,190,map,0.009819282058204417,0.010494730557250701,0.8917293233070426,8
h017joint,h030_score_identity_combo,190,map,0.009839502503632497,0.010835003573809555,0.8887218045100541,8
posterior_vector_mid,h030_score_joint_vector_row,70,map,0.009856254345665448,0.012381426603672155,0.8496240601492058,8
h015feedback,h035_score_identity_combo,155,map,0.009856349809839023,0.01155427524606205,0.8917293233070425,8
h018hard,h030_score_memory_public_combo,70,map,0.009868520938144835,0.012025470824545761,0.8691729323296299,8
h015feedback,h030_score_memory_public_combo,95,map,0.009884100830620503,0.011915403526570069,0.9127819548859609,8
joint_hard_mid,h035_score_public_row_subset,230,map,0.009889782068293745,0.01000454095289308,0.8751879699236067,8
h018hard,h030_score_memory_public_combo,125,map,0.009891745131934006,0.012084549242543432,0.8721804511266184,8
h015feedback,h030_score_identity_combo,70,map,0.009902911340663503,0.012871662675103375,0.8796992481190891,8
h012posterior,h035_score_identity_combo,230,map,0.009908437521281763,0.010114686567613558,0.8721804511266182,8
h012posterior,h035_score_identity_combo,190,map,0.009911034830680373,0.010883873360916807,0.8060150375928747,8
h020vector,h030_score_no_h012_combo,230,map,0.009924124697542142,0.010175607708183609,0.8706766917281241,8
h015feedback,h035_route_translator_score,95,map,0.0099353020130877,0.01185169196639662,0.8646616541341474,8
h017joint,h030_score_memory_public_combo,155,map,0.009936353434749528,0.011239152508349308,0.8706766917281241,8
joint_hard_mid,h030_score_public_row_subset,70,map,0.009944889378544213,0.01410110793517725,0.8135338345853457,8
h017joint,h035_route_translator_score,70,map,0.009955171537815841,0.012984867084317508,0.8857142857130658,8
h020vector,h035_score_identity_combo,95,map,0.009959283557139457,0.013985987965899196,0.8947368421040308,8
h018hard,h035_route_translator_score,190,map,0.009971532400044347,0.01095102158076116,0.7969924812019098,8
h020vector,h030_score_memory_public_combo,155,map,0.009980963946800226,0.012170113886860397,0.8947368421040308,8
h015feedback,h030_score_no_h012_combo,155,map,0.010013172613069058,0.011326513399582941,0.8917293233070426,8
posterior_vector_mid,h035_score_public_row_subset,125,map,0.010034763375473117,0.011473310137028188,0.8511278195476999,8
h015feedback,h030_score_no_h012_combo,70,map,0.010043100258897573,0.011466654961767724,0.8977443609010191,8
h018hard,h035_route_translator_score,155,map,0.010046613321346431,0.011291362133596657,0.8706766917281241,8
posterior_vector_mid,h030_score_joint_vector_row,155,map,0.010053883645153893,0.012256322514322966,0.7759398496229913,8
h015feedback,h030_score_memory_public_combo,155,map,0.010060055167164031,0.011236825578800767,0.9067669172919841,8
h018hard,h030_score_joint_vector_row,190,map,0.010068883745170443,0.010701756860828363,0.86917293232963,8
h017joint,h030_score_no_h012_combo,190,map,0.010070369795220975,0.011523114571446893,0.8541353383446884,8
h012posterior,h030_score_identity_combo,125,map,0.010080335394190024,0.01230344908130922,0.7578947368410613,8
h018hard,h035_score_identity_combo,190,map,0.010085935126508759,0.011053098756044908,0.8781954887205949,8
h017joint,h035_score_public_row_subset,190,map,0.01010275889154821,0.011183803082378992,0.8977443609010191,8
h017joint,h030_score_memory_public_combo,125,map,0.01010834926582362,0.011810225946821473,0.8646616541341474,8
h015feedback,h030_score_identity_combo,190,map,0.010120834636474476,0.010568022956791162,0.9022556390965016,8
h020vector,h035_score_public_row_subset,190,map,0.010141335785219554,0.011048616377287466,0.8917293233070426,8
h018hard,h035_score_identity_combo,125,map,0.010142069109118747,0.012091666657541762,0.8646616541341474,8
h017joint,h035_route_translator_score,190,map,0.010148288433269242,0.01101730572577785,0.7834586466154623,8
h012posterior,h030_score_memory_public_combo,95,map,0.010154046958404035,0.011869647399048522,0.8676691729311359,8
h018hard,h030_score_identity_combo,190,map,0.010166335279954784,0.010783289738071092,0.8721804511266182,8
joint_hard_mid,h030_score_joint_vector_row,190,map,0.010171633493405581,0.011163511009561346,0.8736842105251125,8
h012posterior,h030_score_joint_vector_row,190,map,0.010172995275178386,0.010617258129647571,0.86917293232963,8
h015feedback,h030_score_identity_combo,125,map,0.010186696161953633,0.011618447976240866,0.86917293232963,8
h018hard,h030_score_memory_public_combo,95,map,0.010197841863825946,0.013293654156125451,0.8827067669160774,8
joint_hard_mid,h030_score_public_row_subset,190,map,0.01020551126502894,0.011098904590855763,0.8917293233070425,8
posterior_vector_mid,h030_score_joint_vector_row,190,map,0.010206490076766949,0.010677350590926067,0.8646616541341474,8
joint_hard_mid,h030_score_joint_vector_row,125,map,0.010217289283888473,0.012640866345313523,0.8195488721793224,8
h012posterior,h030_score_joint_vector_row,95,map,0.01021847917963827,0.013278235303190562,0.824060150374805,8
joint_hard_mid,h035_route_translator_score,190,map,0.01022874614099773,0.011098049388977299,0.8616541353371592,8
h012posterior,h035_score_identity_combo,70,map,0.01023005114566778,0.012759441417849012,0.8842105263145716,8
h015feedback,h035_score_public_row_subset,125,map,0.010230537559321429,0.011661522898794425,0.8857142857130658,8
h012posterior,h030_score_joint_vector_row,155,map,0.0102311956573813,0.011636959464855209,0.8661654135326415,8
posterior_vector_mid,h035_route_translator_score,95,map,0.010235771981561292,0.013109857685359175,0.8436090225552291,8
h012posterior,h035_score_identity_combo,125,map,0.010237565760259252,0.013315604478129697,0.8977443609010193,8
h018hard,h030_score_public_row_subset,95,map,0.010238114086268398,0.012718064945619884,0.8616541353371588,8
posterior_vector_mid,h030_score_public_row_subset,190,map,0.010240545086457666,0.0110213171588975,0.8150375939838398,8
h020vector,h030_score_memory_public_combo,70,map,0.010242402829408026,0.012754178699558418,0.8857142857130658,8
posterior_vector_mid,h030_score_memory_public_combo,95,map,0.010246350172313979,0.011937840491654386,0.8586466165401707,8
posterior_vector_mid,h035_score_identity_combo,125,map,0.010250765570211732,0.011996830655792774,0.8436090225552291,8
joint_hard_mid,h030_score_memory_public_combo,125,map,0.010263376849012035,0.011204150714623811,0.8541353383446884,8
h017joint,h030_score_no_h012_combo,70,map,0.010268237540382497,0.013348325191083331,0.8195488721793224,8
h012posterior,h030_score_memory_public_combo,190,map,0.010272563068256895,0.010867910258022181,0.8796992481190891,8
h018hard,h030_score_no_h012_combo,95,map,0.010275566836298659,0.012334701668611666,0.8285714285702873,8
posterior_vector_mid,h030_score_no_h012_combo,95,map,0.010291797688048951,0.013434554079426746,0.86917293232963,8
h012posterior,h030_score_memory_public_combo,125,map,0.010292151250755027,0.012138587755402535,0.8766917293221008,8
h020vector,h030_score_memory_public_combo,190,map,0.010294226377043095,0.011040778274025234,0.852631578946194,8
h020vector,h035_score_public_row_subset,125,map,0.01029723515748774,0.013627295351117053,0.8511278195476999,8
posterior_vector_mid,h035_route_translator_score,155,map,0.010298124220889987,0.012197741385529322,0.8646616541341474,8
h018hard,h030_score_joint_vector_row,155,map,0.01032741816223028,0.010946888999640698,0.8466165413522175,8
joint_hard_mid,h030_score_memory_public_combo,95,map,0.010336400648410196,0.012779041103398031,0.8436090225552292,8
h017joint,h030_score_public_row_subset,70,map,0.010342019911529691,0.013431899554128943,0.9067669172919842,8
joint_hard_mid,h030_score_identity_combo,95,map,0.01034569539179316,0.012156382738103492,0.8045112781943806,8
joint_hard_mid,h035_score_public_row_subset,125,map,0.010355786387661886,0.012516210209954727,0.8766917293221008,8
h018hard,h035_score_public_row_subset,155,map,0.010366542548217278,0.01159506047983003,0.8616541353371592,8
h015feedback,h035_route_translator_score,190,map,0.010373799138172098,0.01098001531710794,0.8721804511266184,8
h017joint,h030_score_public_row_subset,190,map,0.010393633315298157,0.010894060656471043,0.8857142857130659,8
h018hard,h030_score_public_row_subset,70,map,0.0104109372176242,0.012804948535883952,0.745864661653108,8
h017joint,h030_score_identity_combo,155,map,0.010416961827698624,0.012126342356334755,0.8827067669160775,8
h017joint,h035_score_identity_combo,125,map,0.010419511893933125,0.012034768965984141,0.8706766917281241,8
h017joint,h030_score_joint_vector_row,190,map,0.010424711563458195,0.01102937773288818,0.8360902255627581,8
h018hard,h030_score_no_h012_combo,190,map,0.010427481518337202,0.01118123143890267,0.8751879699236067,8
h017joint,h030_score_memory_public_combo,190,map,0.010429201782443739,0.011222519708824829,0.8706766917281241,8
h012posterior,h035_route_translator_score,155,map,0.01043740371537455,0.011668322336673871,0.8721804511266182,8
