trial,keep_prob,n_features,h012_public_equation_top_all_k1200_a0.7_pred_delta,h042_target_Q2_phase_k45_s0.5_c45_50fc6607_pred_delta,h050_target_route_phase_b140216b_pred_delta,h071_rowtarget_assignment_a52b6b57_pred_delta,h073_humanaction_bridge_7a2cbf07_pred_delta,h074_antishortcut_inversion_816703df_pred_delta,h075_antibad_transport_f6863945_pred_delta,h088_dual_state_gate_c31cc15b_pred_delta,h126_coeffeq_3fe3eee4_pred_delta,h141_commoncore_0999d3ae_pred_delta,h144_targetxor_def80b88_pred_delta,h145_q3repair_2d818e46_pred_delta,h149_bundle_listener_route_d8e1d789_pred_delta
10,0.47209053554490665,149,0.00040745505126641725,0.000200385069180956,0.00011775304001629897,-0.0005347025166655938,-0.0004802200955656524,0.0003696699585027397,-0.0011191145919096713,0.0007221292804717692,6.179201885898315e-05,7.241075261776524e-05,7.333384658786341e-05,7.257221490892842e-05,-0.004489940674294838
11,0.5341136497839734,177,0.000389799451240844,0.00019910012958816899,0.00013261958950349512,-0.001100846783300552,-0.0008089992598191684,1.0180113478122948e-05,-0.0007016741766488489,0.0007247813023539801,9.965254750761824e-05,0.00011498604592847669,0.0001118430421291267,0.00011096786206448644,-0.0054104842078879925
12,0.6189460124477889,186,0.00039556520367435224,0.0002089610575888056,0.00012455135662934404,-0.0005955901869714047,-0.0007473827879830719,0.00014446788197443507,-0.0007108937382641453,0.0007269977896891805,0.00011177232867183495,0.00011400636446144187,0.00011259822578066135,0.00011187170449483705,-0.005206284620400916
13,0.6341835092963711,207,0.0003925734018091003,0.0002016707912148431,0.00012891153615902148,8.413778862403775e-05,-0.0014577600709153448,-0.00015600533831621185,-0.0009240809714279172,0.0007296622340410502,-0.00012495553030470027,0.00014562306531365035,0.0001424232778980192,0.00014167005251249863,-0.004835108330606021
14,0.5281992346911889,163,0.0003904844449587721,0.00022268572446328014,0.0001273233405902784,0.00017056729361507745,-0.0017750736364521972,-0.00024620767152315986,-0.0010958502083464627,0.0007299388028040461,-0.00014018527458646321,0.0001388235708793428,0.00013440243614802944,0.00013337483470348067,-0.004954973826243143
15,0.6215325831210183,198,0.00039193738221554537,0.00021249778198264871,0.00011786752796561761,-0.0003799072994192751,-0.0005988673874622151,0.0004295434471973772,-0.00019155363584601664,0.0007278671339197179,9.759274667726404e-05,0.00012457667481164146,0.00012295798755307885,0.00012216639929038813,-0.004997214670572508
16,0.6516228128112459,212,0.00038763391813994154,0.0002198358533153604,0.00011180857873326512,-1.7881014160680234e-05,-0.0005793213962482474,0.0003028019966220937,0.0005048926636593016,0.0007229822097652944,0.0001167866954318279,0.0001223845669255555,0.0001180399780482366,0.00011684065512767594,-0.004457826230426234
17,0.7114382611906335,220,0.00038972607238440296,0.0002000166242255667,0.0001327429914988348,0.0003285777704197708,-0.0009860508193158385,0.00018224439405986194,-0.0008329073068668154,0.0007300015460952931,-8.656808839242211e-05,0.00015285837680405976,0.0001499135751360233,0.0001488781156244726,-0.005089354180484839
18,0.6020468898281325,185,0.0004186246302870236,0.00021965977522551928,0.000101495769604895,0.00039076923678630363,-0.0005936596585995607,0.0007225531098739103,-0.00036219306019595637,0.0007133547587522406,0.000109490160765882,0.00010039367309141163,9.95482943523675e-05,9.880333743017612e-05,-0.004713668151465829
19,0.6329632169634034,203,0.0003890444685910222,0.00022679441979461083,0.00010424754119411535,-0.001091481839918181,-0.0009988647068893408,-0.00026753027185079164,-0.0003103711253856483,0.0007228292018202506,8.930026421501227e-05,0.00010502146114650702,0.00010448446130093582,0.00010380238386409895,-0.004431373882693286
20,0.5524803764547819,193,0.00038806392332630844,0.00022185367949380225,0.00012132797248004036,-0.00013486109410299534,-0.0008091246436035059,-0.0006059674825213661,-0.0012587201842674618,0.0007296150722119676,-0.0001264358074818354,0.0001354486835743581,0.00013508473388084877,0.00013421150576042033,-0.004216610325746042
21,0.7653946704989616,240,0.000392800261198731,0.0002153716436144347,0.0001102860879098013,-0.00029421032476232835,-0.0014214037191862088,0.00030397770719824493,-0.00016087398905309652,0.0007256815126029858,8.198558346635895e-05,0.00010825323004329445,0.00010548395045553259,0.00010435958170445622,-0.0044269550517054
22,0.7608660842303477,254,0.00038737365065421133,0.00019245866876167175,0.00013476915185430728,0.00017139276066465846,-0.000909228058601856,0.0002419892080071472,-0.0005975278471258963,0.0007324132838147981,-6.55396537260423e-05,0.0001516810071396832,0.0001485986949945459,0.0001478238576550916,-0.004897431778196654
23,0.7270424064236416,221,0.0003907034082234087,0.00019677656850690384,0.0001349468928105146,0.0002622252465383344,-0.0010033482678554596,-9.798199912232015e-05,-0.0012472173494113138,0.000729840749860282,-7.903511525251272e-05,0.0001518357441785983,0.00014965392236609358,0.00014888614069743098,-0.005433684986767335
24,0.7697216251079543,244,0.00038771311706875045,0.00019970967347613777,0.00013119983302942336,-0.00012189804485847104,-0.0008412902989671191,-0.0001248742592973686,-0.0009513195756630141,0.0007343914319617886,-6.694118988214055e-05,0.00014722157717490182,0.00014368524069581832,0.0001424467995051816,-0.004895751223045467
25,0.4945908145064796,166,0.0004027486470987975,0.00021168468622364598,0.00013517196155390435,-0.00012454031575235988,-0.00015436232753579613,-0.0001397773289150539,-0.0011015895237754636,0.0007255124931754884,-4.520114881760876e-05,0.0001543214444233063,0.00015136472722397708,0.0001507925783171126,-0.004112890642221927
26,0.530521964771487,159,0.0003959379620361784,0.00020597617863422663,0.00012390432546924824,-1.350613456225538e-05,-0.0021032203751116725,0.00022899829162676433,-0.0005316397071952747,0.0007251104243343342,-8.207277298641958e-05,0.00014493389601415057,0.00014459401608357827,0.00014393081018458277,-0.00562847378654636
27,0.7420569835985592,237,0.0004022250458115485,0.0001912725842608018,0.00012897098187434017,4.510049274516504e-05,-0.0012162909493211105,-6.555866406334568e-05,-0.0012755579849967249,0.0007300654309418678,-8.086085358705215e-05,0.00014986900496642374,0.00014913023302288344,0.00014861332686194975,-0.004961589621402728
28,0.6595136305116235,219,0.0003906148704706809,0.00022725226062214783,0.00011169057154504517,-0.0003380883703823181,-0.0010875325177056928,-5.191487648475549e-05,-0.0008284588926180894,0.0007178577253503059,7.162002682069654e-05,9.00943144973732e-05,9.070595214305204e-05,9.021799945631982e-05,-0.003949079403478811
29,0.6741006427911266,214,0.0003888363862653681,0.00021185191643461704,0.0001243556326784315,-0.0006845439127794079,-0.0005378412686929942,-0.00024363949201186937,-0.0009411168194332194,0.0007250607966636867,8.130741402016444e-05,9.256059574303162e-05,9.290248847637488e-05,9.267641960041823e-05,-0.004657508739250982
30,0.5738668369347982,182,0.0003901021009771312,0.0002089623801749894,0.00012630088074616958,-0.0010312975027169857,-0.000623454690461977,-0.0006937415596039292,-0.0016040941946540348,0.0007243946001842702,8.722906900142223e-05,9.612270532326603e-05,9.286848674483829e-05,9.181090253926005e-05,-0.00464890054288271
31,0.4712320747417527,150,0.00039536904867645237,0.00020750430112842055,0.00012457219225506643,-0.00042394411808897734,-0.0009268634768610564,-0.0006676771183168104,-0.0015657374670535078,0.0007314672809518689,-0.00013976524931599247,0.0001394292231201595,0.00013445297295304663,0.0001335377965631361,-0.004832189299833646
32,0.6977243030923447,228,0.0003863058445846098,0.00020898277568484066,0.000129355855711262,-0.00031806084952252,-0.0009341187506415921,-0.00011504004190817774,-0.0010179373294345068,0.0007272568375313951,9.575815478623555e-05,0.00012005662239741223,0.00011982035604071716,0.00011947966528174969,-0.004642353140483222
33,0.7571871026351054,251,0.00038818744910543835,0.0001869593647737347,0.00013881007496349627,-8.379712504234982e-05,-0.0011330775454730022,-0.00041632675417976515,-0.0011022606346459364,0.0007331764153151973,-8.610529340943668e-05,0.00015105559170514347,0.00014865771420254927,0.00014774273106886646,-0.005054562225304991
34,0.5601804200496505,173,0.00041058627289268154,0.00019868586481192198,0.00011946635301263514,-0.00039199535092774467,-0.00034111817859831713,0.00011652880405946656,-0.0009721293433828202,0.0007179444692857029,9.922148989074484e-05,0.00010736379897813976,0.00010467994645056719,0.00010350917398612453,-0.00437811066761683
35,0.6946485916465864,212,0.0003910727419525401,0.00019720187998955796,0.00013125758353570488,4.5037933752513586e-05,-0.0006906619182244422,-0.0004712116723553497,-0.0011904652806495211,0.0007301891463265891,-0.00010811073515165409,0.0001525000656735844,0.0001498738136860281,0.00014916503773667946,-0.004664978246267759
36,0.7623772998597538,254,0.0003903563397265713,0.00018941413487677083,0.00013618656978769253,-0.00010389681903663692,-0.0010648397245592808,-0.00013874756488932078,-0.0007239778981033829,0.0007333533989487306,-5.5987457280693764e-05,0.00014684133805821265,0.00014634549292140577,0.00014574282752836072,-0.004726707343465261
37,0.7453308414636902,242,0.00038762083459306955,0.00019248911126285955,0.00013823591179421476,7.415880981282498e-05,-0.0011740525864934617,-2.188814911234584e-05,-0.001107169065303674,0.0007349065451958368,-7.694698585000737e-05,0.0001532773644233624,0.00014980608703410258,0.00014869532755465745,-0.005044981457499975
38,0.695344459746684,213,0.00039032084456311583,0.00019069786460290867,0.00013816881016280464,-0.00023632721858384608,-0.0016103879343552989,-0.00012148633942790495,-0.0010471564499141828,0.0007324668226890035,-6.67816071444975e-05,0.0001442894025322041,0.000141110578673848,0.00014012395443453073,-0.005094111440358792
39,0.4906520090247488,166,0.0004057212186555485,0.00019569485631204834,0.00012987182773905052,-0.0008555309186873453,-0.0011672547548008253,-0.0001690951205602756,-0.0018713107274643784,0.0007216890857973576,7.042307865342852e-05,9.910859404789548e-05,9.945270957531725e-05,9.916366429675417e-05,-0.004622489968954401
40,0.5596909804063048,165,0.00039315751953773753,0.00020998414281384563,0.00013183013019163847,-0.00018928645958878634,-0.0010711688346103177,-0.00034794345436717846,-0.0007299881874102479,0.0007283784260086687,-0.00010384151047735278,0.000137469824901132,0.00013825438305323207,0.0001377296074441349,-0.004897709994711475
41,0.4916276271515925,153,0.0003993348179828843,0.00022002872532320865,0.00012355200378495813,-0.00019345792061956652,-0.0010815082380494338,-0.0002698838175055239,-0.0011255261251083386,0.0007268178222902758,-0.00014910939063604605,0.00013094318180522412,0.0001317706254786074,0.00013125415693346956,-0.0043349960889623096
42,0.7632991050324951,244,0.00038199994086709197,0.00019602970765733973,0.0001340556591539695,-0.0003071747593010586,-0.001241560323382088,0.00032827684999585236,-0.0006963711667575552,0.0007305179224965091,0.00012005776237374578,0.00012633387529705016,0.0001231106101880208,0.00012206056137639426,-0.005170933666893154
43,0.5541451094668406,170,0.0003782366330849303,0.00026783956015326743,7.912656364750055e-05,-0.0005976780476032073,-0.0007732804191698784,0.0004503521374968645,-0.00025649482491760565,0.0007181088291301387,5.902850663173028e-05,6.249361671126323e-05,5.811067797964068e-05,5.71663298045591e-05,-0.004545320147362424
44,0.7602095869842,231,0.0003883361065832841,0.00022060221297306293,0.00011151596121320779,-0.0004574125257354798,-0.0006486736785799203,0.0001894075141958806,-0.000408148619350533,0.000727284985276817,0.0001088286871497033,0.00011567638413404057,0.00011516815258759231,0.0001146414456401407,-0.004403910463773034
45,0.5492216427555694,179,0.00041608515738983024,0.00018526535083811021,0.00012755769381911863,0.0004278770689130033,-0.0010857694577034083,-5.262513195492472e-06,-0.0010377327114973324,0.0007238758598909462,-9.958523093723535e-05,0.00015278754380141225,0.0001499340074670227,0.00014934744672241102,-0.004768238453972984
46,0.766652119913648,247,0.00038674139053092185,0.00019045305730683683,0.00014030669007153245,-0.00011049023455144316,-0.000695423788940446,5.0123245729323765e-05,-0.0008163550018918806,0.0007322961930008916,-5.3751060536882135e-05,0.00014838201803939015,0.000144860960720536,0.00014376749071635725,-0.004946516531980074
47,0.6237164633916618,179,0.00039225928527414664,0.00019769423948319653,0.00012337494250614308,-0.0008202321037313069,-0.001562567985162202,0.0004301654598107499,-0.0011381306356660782,0.000726334123526318,0.00013042141613856195,0.00011327751191486436,0.00010965048053329388,0.00010877753533885009,-0.005531592123080901
48,0.5578958750394605,175,0.0003839208209937325,0.0002201412017479847,0.0001195872262756925,-0.0011127778400884865,-0.0012902557442371731,-0.0001462878036711239,-0.0007968549467571805,0.0007260286834486354,9.497443786576707e-05,0.0001089814319220889,0.00010344595270498363,0.0001024246417057768,-0.004890405423743411
49,0.6075668269144269,205,0.00039472598913714785,0.00019132423209212356,0.00013126263775600056,-0.0005168634422794583,-0.0010242560311494201,0.0004760654451393188,-0.0006880674024040968,0.0007272906636967354,6.628199737261757e-05,8.201168893221889e-05,7.8616839916692e-05,7.754977885170101e-05,-0.004729020745830314
50,0.7225850793852165,234,0.00040334898545019745,0.00019183848892685625,0.00013193919734479719,0.0002486292210245063,-0.0005684345852241091,0.0001942762417728307,-0.0006259773037943166,0.0007291253774097077,-0.00010916171007597834,0.00014024937239484722,0.00013998093069854237,0.00013947869532276888,-0.004853583897273935
51,0.7254245834013167,237,0.00038860901407057456,0.00019978679623913466,0.00013105179123681332,-0.00027164593723618037,-0.0013731426611225475,-0.00016259216016460646,-0.0010614507003044935,0.0007325120543569744,-6.090792684803771e-05,0.00015383818798407354,0.00015027880519211803,0.0001496070542165205,-0.005190513388736034
52,0.7242853960620413,220,0.00038950223097738794,0.0001940958658771786,0.0001366570701446032,-0.00037326385678359387,-0.0015089300649297828,-0.0007942121775167891,-0.0015231722457879219,0.0007288333058752811,-0.00010621947069972747,0.00015286108929439055,0.0001493754018878356,0.0001485522267770815,-0.004759446547324384
53,0.5712571012420513,182,0.00039983573538743386,0.0001949515009127943,0.00013070352577820605,0.00014310317156089253,-0.0004950318402265055,-4.557133534589995e-05,-0.0009491258110667882,0.0007280220006141487,-9.04771841071216e-05,0.00014355923342634658,0.00014279758608545714,0.0001424242992186475,-0.004964955524846397
54,0.6397929473089542,211,0.00038995172512382376,0.00020832983739172868,0.00012894668838180897,-0.00012220297159239795,6.276362767083329e-05,0.0004297830124834439,-0.0002185431595195993,0.0007229059916032465,0.000126498334884259,0.0001293690350662939,0.00012677176534257783,0.0001260705064302092,-0.0042683198865382296
55,0.520742229702768,166,0.00039797801731736516,0.00022952856841594414,9.638807513628119e-05,-0.0011921887438287625,-0.0018151408147467467,-0.0010173128213843338,-0.0015372659234327486,0.0007204061438329828,4.777933344446407e-05,7.099888703684364e-05,7.225960698815894e-05,7.142588950337515e-05,-0.0045337463363011995
56,0.5486976249096285,147,0.00039656041928198414,0.00023676662206542873,0.0001148566626273929,-0.0011089563278685328,-0.0008232602824375606,-6.375420090428552e-05,-0.0012176647493436213,0.000720429100483516,7.290219329348864e-05,9.780029603870385e-05,9.809666630670692e-05,9.797885491464005e-05,-0.005285645678104186
57,0.5516326226466461,188,0.00038312932045600126,0.0002056455906590548,0.0001368794379060713,-0.00041014879627518033,-0.0008576036473314639,-0.0009659136536710898,-0.0016849262663692513,0.0007322922249292643,-9.46532058050776e-05,0.00013261518576470263,0.00013181608978480788,0.00013130944497701005,-0.004353148037750579
58,0.4959385262063516,153,0.0003846258078662653,0.00024954767183219207,9.589612012461031e-05,1.993073199538846e-05,-0.0014944925102689873,-0.0006022720121495488,-0.0014459095314067758,0.0007096745247831277,4.720815441760288e-05,5.783517214439591e-05,5.7019750350807805e-05,5.6466263689052674e-05,-0.004043528166863035
59,0.6850495853797604,221,0.00038929445583586676,0.00019344081316146903,0.00013598528356204744,-0.000508836979648878,-0.0012405577377633554,-0.0005000994665396265,-0.0015638253863248899,0.0007332883640499674,-8.283103722737509e-05,0.000152065748728835,0.00015195542441658521,0.00015155583490117328,-0.005179467368108529
60,0.47446445823335004,150,0.00039730425386907145,0.0002446872727029695,0.00010355063577747188,-0.00022056518003495324,-0.0008836449918656345,-0.00018479368413392919,-0.0009671569755053816,0.0007228253277680668,-0.00013937727769869378,0.00013310028334832197,0.0001337545916358218,0.00013332846336508244,-0.00424660141041197
61,0.6726042709208558,218,0.0004037709558381173,0.0002016450472344766,0.0001193114235693104,-0.0005304054322219437,-0.0006828315721900684,-0.00025176538373040876,-0.0008938247138730761,0.000725001872892659,7.677654182176001e-05,0.00011110826248496475,0.00011060264593033146,0.00011027158759674867,-0.0043537927801670945
62,0.49770423025336524,176,0.0003836644870015333,0.00019824941860972217,0.00012817935018708595,-0.001072107537934991,-0.0010392703009327535,2.4243659321285283e-05,-0.0010733855712179784,0.0007217821152530278,0.00010428702727069774,9.855988338086886e-05,9.536943469939463e-05,9.436786054398045e-05,-0.004661644719370441
63,0.7397365678227105,245,0.0003844342284547714,0.00019183786249738911,0.00013792408198576837,-0.00012061610202609555,-0.0006792246314342068,-0.00044386354366633186,-0.0012865276206952933,0.0007322196660492622,-6.25989501870681e-05,0.00015211230807849957,0.00014924517954786952,0.0001483622868754507,-0.004904190412712561
64,0.639523743729433,193,0.0004075364716233826,0.00018516450823524323,0.00013205337772172123,0.0001635125188450075,-0.0013354074418439005,-5.5695708909652416e-06,-0.0009531616542391752,0.0007258808552822778,-0.00011744166879680699,0.0001541023511590721,0.00015010922743347138,0.00014892576785678288,-0.004860850753899563
65,0.7753623043400673,234,0.00039104896211929587,0.00019063279722372368,0.00013729349867471003,-0.0003379116281746036,-0.0010929511522564423,-0.00034054763005464134,-0.0013003956182572082,0.0007330845857826981,-6.873883967726303e-05,0.000142576017575654,0.00014207506040507135,0.00014135703924618328,-0.00511086637511419
66,0.7643808413607598,232,0.00039058828941095433,0.00019033795626056496,0.00013693717683748,0.00010745142848726215,-0.0008606224098533218,-0.00040494159559769337,-0.001137499788802306,0.0007328268631737427,-5.610150525192826e-05,0.00015541342654535725,0.00015179052625878274,0.00015097899924382938,-0.004704167206194783
67,0.6668310191789248,228,0.00039007188266507403,0.00020530594825857605,0.0001263702619091313,-0.0010354109835046946,-0.0011411716048216637,-0.0003433412370439609,-0.001136600381428231,0.0007281498542782742,0.00011300686813323667,0.000118515733657057,0.00011446507815541202,0.00011337558749086497,-0.004604237847800838
68,0.550860769807124,174,0.0004027369069344567,0.000204768474870816,0.00012849386340775713,9.250313371749663e-05,-0.0009063667129704233,-0.00027273796865694226,-0.0011260989640297554,0.0007263986616727673,-8.499859226252479e-05,0.00016013744373007816,0.00015664910686491264,0.00015604324262830346,-0.0049583214522395756
69,0.488824219354239,157,0.00041636269724478847,0.00024329733660421443,8.539908391677411e-05,-0.00046171880137868364,-0.000553944830093485,-0.00047641910515326756,-8.556344141443481e-05,0.0007087771871818646,4.340960788816317e-05,8.312740971525764e-05,8.143360937587497e-05,8.067812253010956e-05,-0.0040807197671271535
70,0.4701725455552379,164,0.00039581225491912476,0.00022365912658732997,0.00010865218922863263,-0.0011966572676455226,-0.0011446828117815913,-0.0005750267568631805,-0.0009909770371980004,0.000721338386858817,8.467599963145794e-05,0.00010413417150347225,0.00010324542780174732,0.00010267287529532801,-0.004633470915034071
71,0.5129694624613086,153,0.00041241526800273325,0.00019759527448094194,0.00012828658938128756,0.00011771244070729939,-0.00022722267807017327,-0.00038966017734106453,-0.0014005967244581816,0.0007222351615804666,-0.00010749920019538902,0.00012180620059320533,0.00012184865899290602,0.00012139128796514685,-0.0038008557053222963
72,0.766991206362183,258,0.00038930157880227737,0.00019777696856910782,0.0001348658425515189,-0.0005050151733581483,-0.000987993473814356,-0.0006339165235177832,-0.001419904346628678,0.0007335769083660295,-7.018380608172931e-05,0.00013927075404968309,0.00013973226057740028,0.00013928992269256486,-0.004822631109293251
73,0.5936778126877694,172,0.00039621010068233766,0.00021112178351160083,0.00012180484227776553,-0.00020557506104876966,-0.0003844384707399661,0.0005190197483207471,-6.918261133846981e-05,0.0007249660394383509,7.530690306737145e-05,9.555174197078845e-05,9.217094419081052e-05,9.10637828035993e-05,-0.0042963226037978485
74,0.6013350700782532,189,0.000402883679661972,0.00021155533865467203,0.00012049620793204533,-0.0005263742363102131,-0.0020338535354057887,0.00043446785199113597,-0.000504930906309642,0.0007225833478727643,9.338952407851017e-05,9.568217579414787e-05,9.57799771238552e-05,9.520633542419067e-05,-0.004758341911165224
75,0.6293446705951563,199,0.00039332990413419377,0.00019210653323452725,0.0001365329177117463,-0.0006167240291041401,-0.001072212972879098,-0.0013355944757662303,-0.001679067431115956,0.0007264858849862779,-0.00010811300907966513,0.00016180033006779878,0.00015867062187787225,0.00015783623453510673,-0.004334268044344788
76,0.5646239769916952,176,0.0003948626581767157,0.0001957164755376473,0.00013404924315122346,-0.0007684072636802627,-0.0011693344413162149,4.065253666361707e-05,-0.001179026884783747,0.0007292114530690514,9.883042173835996e-05,0.00011662967673538611,0.00011551955378867143,0.00011499273267248557,-0.005364603733912826
77,0.7777757162727339,238,0.000388043500168785,0.00019379982875441398,0.00012932014523481592,-0.00025677782655741694,-0.0011652652716454828,0.00035311643973950793,-0.0007461670438817156,0.0007316798214090432,0.00010774955163158614,0.0001256319678849539,0.00012165592334100062,0.00012057716938148806,-0.004653508726143446
78,0.4512052094010552,140,0.00039149518398025817,0.00020620416980147177,0.00012318287600939987,-0.00015324988800222524,-0.001423744475496897,-7.807221228500039e-05,-0.0005142582018730092,0.0007276553510464984,-9.780748157887005e-05,0.00013252058784157946,0.00012553222875701634,0.00012434353734307456,-0.005223401573650733
79,0.6649085095949301,195,0.00039058263529272185,0.00022863138053181382,9.8729786325527e-05,-0.00036673078792547764,-0.0008312935552391599,0.00026158027230214717,-0.0001357680140941041,0.0007239341861718842,9.86347394375095e-05,0.00011365598457942998,0.00010937250349086533,0.00010811585216749628,-0.0054462024216060554
80,0.7348553647790127,229,0.00038650203686895135,0.00019975763918287336,0.00013513609116898285,-0.00031090700881992854,-0.0011703184888597,-0.00046610642660391906,-0.0009890474369894891,0.0007318108209775862,-7.396105353538657e-05,0.00015397207145066816,0.00015244728211053518,0.0001515780989358634,-0.004882674785933147
81,0.6435882017410902,202,0.0003962427932565521,0.0002079632648787631,0.00011341933133681986,-0.000578414169627455,-0.000950615565178094,0.0002645447666283597,-0.0008079055757245555,0.0007275296505403731,9.496906517596267e-05,9.242309211667359e-05,9.127815986111271e-05,9.016566480280295e-05,-0.004388988286549793
82,0.7130709960270694,223,0.00040283120463919695,0.00017907184910704509,0.0001411843680840572,0.00036489367526735953,-0.0005353175743580233,0.0001311880520882819,-0.0011890318884756476,0.0007302414201081934,-7.522710252885786e-05,0.00014301954002769837,0.0001423582246940235,0.00014157374720807372,-0.004540573830374416
83,0.6607102000841362,208,0.0003873813668813833,0.00018683122473440907,0.00014068019159641572,-5.713221851244061e-05,-0.0007032392980908896,-0.0003361956850220462,-0.001210516259221676,0.0007322367472956664,-0.00010550902585984803,0.00014280260578724928,0.00014024776892084345,0.00013923492919656243,-0.004845824768537778
84,0.760283986602127,234,0.00038768054775401717,0.00019394056152988577,0.0001356052668458141,-0.0002497046332800646,-0.0011376768323448875,-0.00037963093106655875,-0.001130991887694465,0.0007342376998877907,-4.416859230047903e-05,0.00015054339347833864,0.0001470079932131421,0.00014594150210216677,-0.005256254342293493
85,0.5627324242010079,163,0.0003894716122994837,0.00022193031851028166,0.00012976691796345668,0.00043892185356349977,-0.0008736852624877794,-5.974272445853328e-05,-0.0007474006396971385,0.0007302012529212124,-6.312956229361415e-05,0.00016012228462782138,0.0001559495296423794,0.0001545637229497001,-0.0043803013035762246
86,0.7200892753605651,223,0.00038806444490201484,0.00019232692395595552,0.0001444315723086088,-0.0006114955237805201,-0.0010490957444185894,-0.0005502185951356059,-0.0014325922372337163,0.0007302452404397749,-7.577125928724085e-05,0.00015337512999518202,0.00015004568851737825,0.0001490122790114908,-0.00431043727637208
87,0.6948229880928865,218,0.00038687137101968693,0.00019392464947958298,0.00013560551907821963,-0.00039712928432697974,-0.0017189772257213826,-0.0006227191797099906,-0.001214551552991174,0.0007329216016185207,-8.975867698643843e-05,0.00015269678908511235,0.00014944196844203956,0.00014854542113790995,-0.004551528900041207
88,0.49674938426399773,136,0.000390265701115154,0.00024011646878619356,9.926609808120067e-05,-0.0009759293793362821,-0.0015709686603274547,-0.00054149205483288,-0.0015609182382108626,0.0007280583993990058,7.619599916122759e-05,8.244026659624407e-05,8.136235510635458e-05,8.064393367524875e-05,-0.005155552916024301
89,0.6722525979341392,210,0.0003928312272832164,0.00020500170803669504,0.00013216940550923523,7.243255348346204e-05,-0.0013984976136746834,0.0001181473337231063,-0.0012165367777919852,0.000728458873084369,-0.0001235833286691796,0.00015287155240449357,0.0001505394983562909,0.00014960210523513363,-0.005390640058164617
