candidate_id,file,resolved_path,high_n,low_n,alpha_high,alpha_mid,alpha_low,changed_cells_vs_h057,changed_rows_vs_h057,changed_cells_vs_h042,changed_rows_vs_h042,q2_changed_vs_h057,posterior_delta_vs_h057,route_energy,route_split_score,high_route_score_mean,low_route_score_mean,high_rows,low_rows,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057
h060_routecore_hi12_lo18_ah2p15_am0p85_al0p0_777a3f86,submission_h060_routecore_hi12_lo18_ah2p15_am0p85_al0p0_777a3f86.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi12_lo18_ah2p15_am0p85_al0p0_777a3f86.csv,12,18,2.15,0.85,0.0,270,45,162,27,0,0.00011662806894452427,0.2974911816578482,0.2726759892539218,0.7373677248677248,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi18_lo15_ah2p15_am0p85_al0p0_88e148e2,submission_h060_routecore_hi18_lo15_ah2p15_am0p85_al0p0_88e148e2.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo15_ah2p15_am0p85_al0p0_88e148e2.csv,18,15,2.15,0.85,0.0,270,45,180,30,0,0.00012420001262491986,0.30099963256907714,0.2726256266353648,0.6938051146384481,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi22_lo15_ah2p15_am0p85_al0p0_a241ad0a,submission_h060_routecore_hi22_lo15_ah2p15_am0p85_al0p0_a241ad0a.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo15_ah2p15_am0p85_al0p0_a241ad0a.csv,22,15,2.15,0.85,0.0,270,45,180,30,0,0.00015035871267798928,0.31299520335631464,0.27232660839765965,0.6683982683982685,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi8_lo18_ah2p15_am0p85_al0p0_6a94607f,submission_h060_routecore_hi8_lo18_ah2p15_am0p85_al0p0_6a94607f.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi8_lo18_ah2p15_am0p85_al0p0_6a94607f.csv,8,18,2.15,0.85,0.0,270,45,162,27,0,9.660271691058764e-05,0.2875061728395062,0.27210289589153003,0.7787698412698414,0.32797619047619053,"150,148,146,151,149,35,70,158","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo18_ah2p15_am0p85_al0p0_94f92511,submission_h060_routecore_hi26_lo18_ah2p15_am0p85_al0p0_94f92511.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo18_ah2p15_am0p85_al0p0_94f92511.csv,26,18,2.15,0.85,0.0,270,45,162,27,0,0.00017650243856048853,0.32474905033238377,0.2717929042089542,0.6409035409035411,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo18_ah2p15_am1p15_al0p0_4935b1ea,submission_h060_routecore_hi26_lo18_ah2p15_am1p15_al0p0_4935b1ea.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo18_ah2p15_am1p15_al0p0_4935b1ea.csv,26,18,2.15,1.15,0.0,264,44,162,27,0,0.00017650187780249293,0.32474905033238377,0.2711265010985454,0.6409035409035411,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",44,0,44,44,44,44,44
h060_routecore_hi26_lo15_ah2p15_am0p85_al0p0_45b84ce0,submission_h060_routecore_hi26_lo15_ah2p15_am0p85_al0p0_45b84ce0.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo15_ah2p15_am0p85_al0p0_45b84ce0.csv,26,15,2.15,0.85,0.0,270,45,180,30,0,0.00016652773892233963,0.31846731560620467,0.27019927831270507,0.6409035409035411,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi10_lo18_ah2p15_am0p85_al0p0_39bafad3,submission_h060_routecore_hi10_lo18_ah2p15_am0p85_al0p0_39bafad3.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo18_ah2p15_am0p85_al0p0_39bafad3.csv,10,18,2.15,0.85,0.0,270,45,162,27,0,0.00011191275461808203,0.2919207231040564,0.26932172843355784,0.7558730158730159,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi15_lo22_ah1p85_am0p85_al0p0_0a284bcc,submission_h060_routecore_hi15_lo22_ah1p85_am0p85_al0p0_0a284bcc.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi15_lo22_ah1p85_am0p85_al0p0_0a284bcc.csv,15,22,1.85,0.85,0.0,270,45,138,23,0,0.00010310145246605895,0.2872533376088932,0.2687956549498455,0.7143915343915345,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi18_lo22_ah1p85_am0p85_al0p0_04ec118c,submission_h060_routecore_hi18_lo22_ah1p85_am0p85_al0p0_04ec118c.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo22_ah1p85_am0p85_al0p0_04ec118c.csv,18,22,1.85,0.85,0.0,270,45,138,23,0,0.00010359168582230183,0.2867650535335721,0.26807696119709024,0.6938051146384481,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi15_lo18_ah2p15_am1p15_al0p0_316a5a41,submission_h060_routecore_hi15_lo18_ah2p15_am1p15_al0p0_316a5a41.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi15_lo18_ah2p15_am1p15_al0p0_316a5a41.csv,15,18,2.15,1.15,0.0,198,33,162,27,0,0.00012969680489738344,0.30655617283950615,0.26759867453773595,0.7143915343915345,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",33,0,33,33,33,33,33
h060_routecore_hi26_lo15_ah2p15_am1p15_al0p0_3126050d,submission_h060_routecore_hi26_lo15_ah2p15_am1p15_al0p0_3126050d.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo15_ah2p15_am1p15_al0p0_3126050d.csv,26,15,2.15,1.15,0.0,246,41,180,30,0,0.00016652708295805674,0.31846731560620467,0.2675329199492513,0.6409035409035411,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",41,0,41,41,41,41,41
h060_routecore_hi10_lo22_ah1p85_am1p15_al0p0_9d9a0490,submission_h060_routecore_hi10_lo22_ah1p85_am1p15_al0p0_9d9a0490.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo22_ah1p85_am1p15_al0p0_9d9a0490.csv,10,22,1.85,1.15,0.0,192,32,138,23,0,9.127202640724086e-05,0.2889443963443964,0.2673798772663265,0.7558730158730159,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",32,0,32,32,32,32,32
h060_routecore_hi22_lo15_ah2p15_am1p15_al0p0_d5ce0954,submission_h060_routecore_hi22_lo15_ah2p15_am1p15_al0p0_d5ce0954.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo15_ah2p15_am1p15_al0p0_d5ce0954.csv,22,15,2.15,1.15,0.0,222,37,180,30,0,0.00015010525659941987,0.31299520335631464,0.267112399421254,0.6683982683982685,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",37,0,37,37,37,37,37
h060_routecore_hi26_lo12_ah2p15_am0p85_al0p0_80aa0e8c,submission_h060_routecore_hi26_lo12_ah2p15_am0p85_al0p0_80aa0e8c.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo12_ah2p15_am0p85_al0p0_80aa0e8c.csv,26,12,2.15,0.85,0.0,270,45,198,33,0,0.0001566276577948944,0.3104014832903723,0.26678648412677197,0.6409035409035411,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi12_lo22_ah1p85_am1p15_al0p0_05ca7cbd,submission_h060_routecore_hi12_lo22_ah1p85_am1p15_al0p0_05ca7cbd.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi12_lo22_ah1p85_am1p15_al0p0_05ca7cbd.csv,12,22,1.85,1.15,0.0,204,34,138,23,0,9.381572019651063e-05,0.28760989524878416,0.26618317342309084,0.7373677248677248,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",34,0,34,34,34,34,34
h060_routecore_hi22_lo12_ah2p15_am0p85_al0p0_f7b7f8ba,submission_h060_routecore_hi22_lo12_ah2p15_am0p85_al0p0_f7b7f8ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo12_ah2p15_am0p85_al0p0_f7b7f8ba.csv,22,12,2.15,0.85,0.0,270,45,198,33,0,0.00014045863155043303,0.3010789375233821,0.2650633806946786,0.6683982683982685,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi18_lo22_ah1p85_am1p15_al0p0_94d11423,submission_h060_routecore_hi18_lo22_ah1p85_am1p15_al0p0_94d11423.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo22_ah1p85_am1p15_al0p0_94d11423.csv,18,22,1.85,1.15,0.0,240,40,138,23,0,0.00010333884482949252,0.2867650535335721,0.2648624631303773,0.6938051146384481,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",40,0,40,40,40,40,40
h060_routecore_hi10_lo22_ah1p65_am0p85_al0p0_88d9a4da,submission_h060_routecore_hi10_lo22_ah1p65_am0p85_al0p0_88d9a4da.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo22_ah1p65_am0p85_al0p0_88d9a4da.csv,10,22,1.65,0.85,0.0,270,45,138,23,0,7.706672895901878e-05,0.2710531024531025,0.26483173984236363,0.7558730158730159,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi18_lo15_ah2p15_am1p15_al0p0_53c0e50a,submission_h060_routecore_hi18_lo15_ah2p15_am1p15_al0p0_53c0e50a.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo15_ah2p15_am1p15_al0p0_53c0e50a.csv,18,15,2.15,1.15,0.0,198,33,180,30,0,0.00012394467292797806,0.30099963256907714,0.26474563629292747,0.6938051146384481,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",33,0,33,33,33,33,33
