feature_set,null_family,selection_policy,decoder_action,release_fraction,decisive_only,support_auc,support_ap,base_positive_rate,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,all_gain_sum,all_mean_gain,all_positive_gain_rate,uses_public_score_ledger,uses_prior_submission_probabilities,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,robust_score
tail_weighted_preference__world_residual_energy_action_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5441574561525508,0.5289937569950548,0.4980952380952381,195,-15.79842331656269,-0.08101755546955226,0.5897435897435898,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.266922169571128,2.4631521855278518,-9.531501146991562,-3.869635503235854,-18.34343354613355
tail_weighted_preference__world_residual_energy_action_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5441574561525508,0.5289937569950548,0.4980952380952381,244,-17.517603023040813,-0.07179345501246234,0.610655737704918,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.229741458684702,3.1710851300490033,-9.287861564356112,-2.928922177567836,-19.921218253909036
tail_weighted_preference__world_residual_energy_action_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5441574561525508,0.5289937569950548,0.4980952380952381,439,-26.958334332791814,-0.061408506452828734,0.6082004555808656,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-17.134707229178947,3.5452816790325348,-9.823627103612868,-2.770901720365875,-29.483863132429082
tail_weighted_preference__world_residual_energy_action_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5441574561525508,0.5289937569950548,0.4980952380952381,610,-33.187112361000395,-0.05440510223114819,0.5885245901639344,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-24.63816333772942,4.926035424100767,-8.548949023270975,-1.7354623520255257,-35.3160554574392
binary_preference__world_predicted_action_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5742305557268859,0.5579711506378009,0.4980952380952381,158,-6.829319200146548,-0.04322353924143385,0.5949367088607594,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.1178334849641662,2.79465661306837,-4.711485715182382,-1.6858907434818784,-7.993327711205505
binary_preference__world_predicted_action_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5742305557268859,0.5579711506378009,0.4980952380952381,315,-8.955102627552545,-0.02842889723032554,0.5904761904761905,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.1206437550158315,4.440433993056012,-4.834458872536714,-1.0887356686524068,-10.103197151559868
binary_preference__world_predicted_action_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5742305557268859,0.5579711506378009,0.4980952380952381,567,-18.300227188311787,-0.03227553295998552,0.5749559082892416,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.498191619956371,6.101648065322167,-9.802035568355416,-1.6064570528188713,-20.735513667553843
binary_preference__world_predicted_action_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5742305557268859,0.5579711506378009,0.4980952380952381,788,-16.29433852865761,-0.020678094579514736,0.5812182741116751,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-11.205124197187986,6.140192996945024,-5.089214331469625,-0.828836216386309,-17.487644440308003
binary_preference__world_predicted_action_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5742305557268859,0.5579711506378009,0.4980952380952381,439,-18.37873236572745,-0.04186499399937916,0.5899772209567198,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.351587502602316,6.214064441682089,-10.027144863125136,-1.6136209975336018,-20.86711395607224
binary_preference__world_predicted_action_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5742305557268859,0.5579711506378009,0.4980952380952381,122,-11.690845556452162,-0.09582660292173903,0.5573770491803278,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.349108545124553,2.0942567506649,-7.341737011327609,-3.5056527854078543,-13.667387769821612
binary_preference__world_predicted_action_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5742305557268859,0.5579711506378009,0.4980952380952381,195,-13.193028058162447,-0.0676565541444228,0.5897435897435898,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.5790914095433015,2.8557901129121777,-6.613936648619146,-2.3159743493455185,-14.884354270828977
binary_preference__world_predicted_action_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5742305557268859,0.5579711506378009,0.4980952380952381,244,-13.297989377181795,-0.054499956463859814,0.6024590163934426,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.391525448047497,2.973125529752854,-4.906463929134297,-1.6502713659527706,-14.50601231464323
binary_preference__world_predicted_action_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5742305557268859,0.5579711506378009,0.4980952380952381,439,-29.93526129842011,-0.06818966127202758,0.5854214123006833,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-15.942838929437373,4.3833530068429845,-13.992422368982735,-3.19217328541387,-33.54238540042373
binary_preference__world_predicted_action_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5742305557268859,0.5579711506378009,0.4980952380952381,610,-36.856220711417556,-0.060420033953143534,0.5901639344262295,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-22.429602828700197,5.472467733452778,-14.426617882717359,-2.636217988920893,-40.526231637604006
tail_weighted_preference__world_predicted_action_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5425247793971513,0.528832588590999,0.4980952380952381,158,-6.585877581267293,-0.041682769501691724,0.5759493670886076,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-1.9691732491179874,2.6534150392148277,-4.616704332149306,-1.7399103660448971,-7.735259151816059
tail_weighted_preference__world_predicted_action_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5425247793971513,0.528832588590999,0.4980952380952381,315,-9.908472259306,-0.03145546748986032,0.5428571428571428,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.406009665140909,3.562875635594006,-5.502462594165092,-1.544388060923074,-11.271924667006832
tail_weighted_preference__world_predicted_action_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5425247793971513,0.528832588590999,0.4980952380952381,567,-12.976001927434975,-0.022885364951384435,0.5343915343915344,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.678080410665678,5.49425954260826,-5.297921516769297,-0.9642648796773521,-14.244025613403606
tail_weighted_preference__world_predicted_action_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5425247793971513,0.528832588590999,0.4980952380952381,788,-18.24446887717133,-0.023152879285750418,0.5241116751269036,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-11.63867919665661,6.765672736529631,-6.605789680514718,-0.9763684910220881,-19.84299785780005
tail_weighted_preference__world_predicted_action_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5425247793971513,0.528832588590999,0.4980952380952381,439,-12.25385960008216,-0.027913119817954808,0.5558086560364465,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.897844307261425,5.417122506245376,-4.356015292820735,-0.8041197679762095,-13.268240840716329
tail_weighted_preference__world_predicted_action_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5425247793971513,0.528832588590999,0.4980952380952381,122,-14.847478426810861,-0.12170064284271198,0.5409836065573771,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.58701495218972,1.9027948756592334,-9.26046347462114,-4.866769189407662,-17.416689928979416
tail_weighted_preference__world_predicted_action_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5425247793971513,0.528832588590999,0.4980952380952381,195,-18.585714585472168,-0.09531135684857522,0.5743589743589743,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.466142507350881,2.5453733237134664,-10.119572078121287,-3.9756730314741255,-21.290071703930675
tail_weighted_preference__world_predicted_action_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5425247793971513,0.528832588590999,0.4980952380952381,244,-18.13041066235455,-0.07430496173096127,0.5901639344262295,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.168926012167292,2.6151432250287807,-7.961484650187257,-3.044378056999015,-20.216791085854727
tail_weighted_preference__world_predicted_action_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5425247793971513,0.528832588590999,0.4980952380952381,439,-20.000470228509357,-0.04555915769592109,0.6082004555808656,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-16.45764229564504,4.0968329774985595,-3.5428279328643164,-0.8647723625353878,-20.803308886833047
tail_weighted_preference__world_predicted_action_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5425247793971513,0.528832588590999,0.4980952380952381,610,-18.210042422850854,-0.02985252856205058,0.6065573770491803,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-22.290431067710944,3.7172487233337828,4.08038864486009,1.0976905094477047,-16.95049067661772
binary_preference__world_full_action_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5733771293833844,0.5593214971150423,0.4980952380952381,158,-12.82008326342197,-0.08113976749001248,0.5949367088607594,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.5664032957045873,4.070319090568923,-10.253679967717384,-2.519134185689651,-15.4362998129913
binary_preference__world_full_action_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5733771293833844,0.5593214971150423,0.4980952380952381,315,-16.305866904218075,-0.05176465683878754,0.6063492063492063,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.184814928045205,4.341056288611509,-11.121051976172868,-2.5618308625364423,-19.139489065676905
binary_preference__world_full_action_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5733771293833844,0.5593214971150423,0.4980952380952381,567,-23.618523193046315,-0.04165524372671308,0.5855379188712522,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.065455744487101,5.040794778470087,-14.553067448559213,-2.8870581105022017,-27.34137022430848
binary_preference__world_full_action_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5733771293833844,0.5593214971150423,0.4980952380952381,788,-21.386772986837673,-0.027140574856392985,0.5888324873096447,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-11.962495423254106,5.752098217178141,-9.424277563583567,-1.6384069269608057,-23.72670681006302
binary_preference__world_full_action_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5733771293833844,0.5593214971150423,0.4980952380952381,439,-20.295547424051158,-0.046231315316745236,0.6036446469248291,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.464416659643918,5.684058354524205,-10.83113076440724,-1.9055277213658868,-23.00486117113103
binary_preference__world_full_action_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5733771293833844,0.5593214971150423,0.4980952380952381,122,-11.850489015919091,-0.09713515586818927,0.5573770491803278,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.702939464062271,2.3099083582509534,-7.14754955185682,-3.0943000514829495,-13.74557614570685
binary_preference__world_full_action_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5733771293833844,0.5593214971150423,0.4980952380952381,195,-16.77239367652175,-0.08601227526421411,0.5692307692307692,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.665022098889455,2.6797743841728954,-9.107371577632296,-3.398559084459366,-19.17881360537888
binary_preference__world_full_action_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5733771293833844,0.5593214971150423,0.4980952380952381,244,-20.108165215254964,-0.08241051317727444,0.569672131147541,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.639231990563038,2.9095819872859545,-10.468933224691925,-3.598088409413512,-22.87082756139414
binary_preference__world_full_action_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5733771293833844,0.5593214971150423,0.4980952380952381,439,-26.362635419426798,-0.060051561319878814,0.6013667425968109,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-14.620528828168567,3.0158115453409993,-11.742106591258231,-3.893514702335469,-29.459301557778993
binary_preference__world_full_action_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5733771293833844,0.5593214971150423,0.4980952380952381,610,-32.5088408448215,-0.05329318171282213,0.6081967213114754,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-20.728316109671827,3.4014847868694793,-11.780524735149672,-3.463347765253936,-35.57899066950136
tail_weighted_preference__world_full_action_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5465935711236324,0.5386137849061308,0.4980952380952381,158,-5.060345407021169,-0.03202750257608335,0.6139240506329114,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.5065101911373198,3.8790522812430495,-2.553835215883849,-0.6583657632645951,-5.597992459395071
tail_weighted_preference__world_full_action_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5465935711236324,0.5386137849061308,0.4980952380952381,315,-10.533575456586142,-0.03343992208440045,0.5587301587301587,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.321395819090212,4.314986400933664,-4.21217963749593,-0.9761744872671002,-11.525031785258953
tail_weighted_preference__world_full_action_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5465935711236324,0.5386137849061308,0.4980952380952381,567,-10.858879070935101,-0.019151462206234746,0.5679012345679012,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.797560294053381,3.989265972274899,-2.06131877688172,-0.5167163060091083,-11.273570760994286
tail_weighted_preference__world_full_action_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5465935711236324,0.5386137849061308,0.4980952380952381,788,-11.538914847316043,-0.014643292953446756,0.5520304568527918,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-11.480957166049928,3.777885801825378,-0.05795768126611556,-0.015341300480314117,-11.4166239574578
tail_weighted_preference__world_full_action_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5465935711236324,0.5386137849061308,0.4980952380952381,439,-10.399260122303941,-0.023688519640783466,0.5763097949886105,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.908127470315096,3.8903465542555926,-1.4911326519888455,-0.3832904424305638,-10.658629071948445
tail_weighted_preference__world_full_action_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5465935711236324,0.5386137849061308,0.4980952380952381,122,-4.7244541162687925,-0.038725033739908134,0.639344262295082,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.720187262840704,1.73304329485479,-0.004266853428088524,-0.002462058184441399,-4.565881728706799
tail_weighted_preference__world_full_action_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5465935711236324,0.5386137849061308,0.4980952380952381,195,-5.426214081343086,-0.02782673887868249,0.6410256410256411,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.648285040965281,2.6005005078098686,2.2220709596221955,0.8544781871600613,-4.6420816762083215
tail_weighted_preference__world_full_action_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5465935711236324,0.5386137849061308,0.4980952380952381,244,-6.183481206507235,-0.025342136092242767,0.6352459016393442,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.23161167720806,2.92803960717715,3.0481304707008245,1.0410140843823663,-5.179355986671603
tail_weighted_preference__world_full_action_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5465935711236324,0.5386137849061308,0.4980952380952381,439,-17.234749107592528,-0.03925910958449323,0.5808656036446469,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-15.946521046034436,3.8568841442468136,-1.288228061558092,-0.3340074561170574,-17.43831031856025
tail_weighted_preference__world_full_action_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5465935711236324,0.5386137849061308,0.4980952380952381,610,-21.034420256822777,-0.034482656158725866,0.5819672131147541,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-21.575411031402954,4.266254638536157,0.5409907745801767,0.12680695842520132,-20.743536203225027
