feature_set,C,split,mode,rep,base_loss,null_loss,null_delta
mobility_jepa,0.8,dateblock5,row,0,0.6747054199964759,0.6868653128137943,0.01215989281731833
mobility_jepa,0.8,dateblock5,row,1,0.6747054199964759,0.6854808370772801,0.010775417080804206
mobility_jepa,0.8,dateblock5,row,2,0.6747054199964759,0.6772034039640576,0.0024979839675817184
mobility_jepa,0.8,dateblock5,row,3,0.6747054199964759,0.6716529489414194,-0.0030524710550565715
mobility_jepa,0.8,dateblock5,subject,0,0.6747054199964759,0.684874034658405,0.010168614661929087
mobility_jepa,0.8,dateblock5,subject,1,0.6747054199964759,0.6818966804534494,0.007191260456973492
mobility_jepa,0.8,dateblock5,subject,2,0.6747054199964759,0.6789135856365763,0.004208165640100403
mobility_jepa,0.8,dateblock5,subject,3,0.6747054199964759,0.6842003789445931,0.009494958948117138
mobility_jepa,0.8,dateblock5,dateblock,0,0.6747054199964759,0.6799687055229098,0.005263285526433847
mobility_jepa,0.8,dateblock5,dateblock,1,0.6747054199964759,0.666733986442238,-0.007971433554237906
mobility_jepa,0.8,dateblock5,dateblock,2,0.6747054199964759,0.6829702330952616,0.008264813098785684
mobility_jepa,0.8,dateblock5,dateblock,3,0.6747054199964759,0.6540000474312435,-0.020705372565232416
mobility_interactions,0.05,subject5,row,0,0.7055693968723641,0.7062562787682425,0.0006868818958783995
mobility_interactions,0.05,subject5,row,1,0.7055693968723641,0.7020551023947733,-0.0035142944775907736
mobility_interactions,0.05,subject5,row,2,0.7055693968723641,0.7149410620431514,0.009371665170787358
mobility_interactions,0.05,subject5,row,3,0.7055693968723641,0.7126672465559222,0.007097849683558088
mobility_interactions,0.05,subject5,subject,0,0.7055693968723641,0.7103418459888884,0.004772449116524302
mobility_interactions,0.05,subject5,subject,1,0.7055693968723641,0.7107259768367263,0.005156579964362251
mobility_interactions,0.05,subject5,subject,2,0.7055693968723641,0.6981894493178488,-0.00737994755451532
mobility_interactions,0.05,subject5,subject,3,0.7055693968723641,0.7154941727811507,0.009924775908786598
mobility_interactions,0.05,subject5,dateblock,0,0.7055693968723641,0.7092720035304856,0.003702606658121499
mobility_interactions,0.05,subject5,dateblock,1,0.7055693968723641,0.7148046584824799,0.009235261610115786
mobility_interactions,0.05,subject5,dateblock,2,0.7055693968723641,0.7198438673820945,0.014274470509730408
mobility_interactions,0.05,subject5,dateblock,3,0.7055693968723641,0.7111113977828797,0.005542000910515599
mobility_interactions,0.05,dateblock5,row,0,0.6574191987513781,0.665706150404501,0.008286951653122876
mobility_interactions,0.05,dateblock5,row,1,0.6574191987513781,0.6689208613582893,0.011501662606911212
mobility_interactions,0.05,dateblock5,row,2,0.6574191987513781,0.6676953417157885,0.010276142964410373
mobility_interactions,0.05,dateblock5,row,3,0.6574191987513781,0.6657839509587901,0.008364752207411952
mobility_interactions,0.05,dateblock5,subject,0,0.6574191987513781,0.6707725321745551,0.013353333423177016
mobility_interactions,0.05,dateblock5,subject,1,0.6574191987513781,0.6588091540752498,0.00138995532387165
mobility_interactions,0.05,dateblock5,subject,2,0.6574191987513781,0.663521692517748,0.006102493766369843
mobility_interactions,0.05,dateblock5,subject,3,0.6574191987513781,0.6693265972961214,0.01190739854474332
mobility_interactions,0.05,dateblock5,dateblock,0,0.6574191987513781,0.6558390568244231,-0.0015801419269549921
mobility_interactions,0.05,dateblock5,dateblock,1,0.6574191987513781,0.6599096137888288,0.0024904150374507328
mobility_interactions,0.05,dateblock5,dateblock,2,0.6574191987513781,0.6546239054018177,-0.0027952933495604126
mobility_interactions,0.05,dateblock5,dateblock,3,0.6574191987513781,0.6443863036539698,-0.013032895097408348
mobility_interactions,0.12,subject5,row,0,0.7116089121643729,0.7295135744242943,0.017904662259921378
mobility_interactions,0.12,subject5,row,1,0.7116089121643729,0.7189426703064234,0.007333758142050506
mobility_interactions,0.12,subject5,row,2,0.7116089121643729,0.7238984657331442,0.012289553568771261
mobility_interactions,0.12,subject5,row,3,0.7116089121643729,0.7249078730034252,0.013298960839052243
mobility_interactions,0.12,subject5,subject,0,0.7116089121643729,0.7132564496435425,0.0016475374791695696
mobility_interactions,0.12,subject5,subject,1,0.7116089121643729,0.7301575129272672,0.01854860076289422
mobility_interactions,0.12,subject5,subject,2,0.7116089121643729,0.7259918299075814,0.014382917743208434
mobility_interactions,0.12,subject5,subject,3,0.7116089121643729,0.718627010066439,0.007018097902066089
mobility_interactions,0.12,subject5,dateblock,0,0.7116089121643729,0.717336907156976,0.005727994992603014
mobility_interactions,0.12,subject5,dateblock,1,0.7116089121643729,0.7016853822892654,-0.009923529875107584
mobility_interactions,0.12,subject5,dateblock,2,0.7116089121643729,0.721435024999908,0.009826112835535028
mobility_interactions,0.12,subject5,dateblock,3,0.7116089121643729,0.7326153226375962,0.02100641047322327
mobility_interactions,0.12,dateblock5,row,0,0.6638428837377442,0.6849718705777541,0.021128986840009856
mobility_interactions,0.12,dateblock5,row,1,0.6638428837377442,0.6605955731980013,-0.0032473105397429203
mobility_interactions,0.12,dateblock5,row,2,0.6638428837377442,0.6761774030652075,0.012334519327463211
mobility_interactions,0.12,dateblock5,row,3,0.6638428837377442,0.6554784548376051,-0.00836442890013911
mobility_interactions,0.12,dateblock5,subject,0,0.6638428837377442,0.6719059035512949,0.00806301981355062
mobility_interactions,0.12,dateblock5,subject,1,0.6638428837377442,0.6719082832749856,0.008065399537241391
mobility_interactions,0.12,dateblock5,subject,2,0.6638428837377442,0.6690367146673545,0.0051938309296102325
mobility_interactions,0.12,dateblock5,subject,3,0.6638428837377442,0.6783346073606312,0.014491723622886976
mobility_interactions,0.12,dateblock5,dateblock,0,0.6638428837377442,0.6803086695878159,0.016465785850071635
mobility_interactions,0.12,dateblock5,dateblock,1,0.6638428837377442,0.678752452937652,0.014909569199907713
mobility_interactions,0.12,dateblock5,dateblock,2,0.6638428837377442,0.6587031060619757,-0.005139777675768564
mobility_interactions,0.12,dateblock5,dateblock,3,0.6638428837377442,0.6699440460249775,0.0061011622872332305
mobility_interactions,0.35,subject5,row,0,0.7226843518383355,0.7444092562752447,0.02172490443690922
mobility_interactions,0.35,subject5,row,1,0.7226843518383355,0.7424640397498982,0.019779687911562704
mobility_interactions,0.35,subject5,row,2,0.7226843518383355,0.7325053891893946,0.009821037351059103
mobility_interactions,0.35,subject5,row,3,0.7226843518383355,0.7482165986692451,0.0255322468309096
mobility_interactions,0.35,subject5,subject,0,0.7226843518383355,0.7350035398082324,0.01231918796989695
mobility_interactions,0.35,subject5,subject,1,0.7226843518383355,0.7382460863705356,0.015561734532200111
mobility_interactions,0.35,subject5,subject,2,0.7226843518383355,0.7340946298479571,0.011410278009621688
mobility_interactions,0.35,subject5,subject,3,0.7226843518383355,0.736158787268787,0.01347443543045157
mobility_interactions,0.35,subject5,dateblock,0,0.7226843518383355,0.7369815386365063,0.014297186798170824
mobility_interactions,0.35,subject5,dateblock,1,0.7226843518383355,0.736041588156171,0.013357236317835586
mobility_interactions,0.35,subject5,dateblock,2,0.7226843518383355,0.7405768297017415,0.017892477863406087
mobility_interactions,0.35,subject5,dateblock,3,0.7226843518383355,0.7434335205082848,0.02074916866994936
mobility_interactions,0.35,dateblock5,row,0,0.670939855156744,0.6827650302200126,0.011825175063268523
mobility_interactions,0.35,dateblock5,row,1,0.670939855156744,0.6851138415120892,0.01417398635534517
mobility_interactions,0.35,dateblock5,row,2,0.670939855156744,0.6811444429869989,0.010204587830254908
mobility_interactions,0.35,dateblock5,row,3,0.670939855156744,0.679312476574065,0.00837262141732098
mobility_interactions,0.35,dateblock5,subject,0,0.670939855156744,0.6786936237252421,0.007753768568498076
mobility_interactions,0.35,dateblock5,subject,1,0.670939855156744,0.6926430872923084,0.021703232135564354
mobility_interactions,0.35,dateblock5,subject,2,0.670939855156744,0.688978020696147,0.01803816553940296
mobility_interactions,0.35,dateblock5,subject,3,0.670939855156744,0.6817592606656618,0.010819405508917801
mobility_interactions,0.35,dateblock5,dateblock,0,0.670939855156744,0.6809778718324884,0.010038016675744332
mobility_interactions,0.35,dateblock5,dateblock,1,0.670939855156744,0.6832023354654242,0.012262480308680157
mobility_interactions,0.35,dateblock5,dateblock,2,0.670939855156744,0.6668580907338486,-0.004081764422895429
mobility_interactions,0.35,dateblock5,dateblock,3,0.670939855156744,0.6812308340077139,0.010290978850969856
mobility_interactions,0.8,subject5,row,0,0.7387100102694526,0.7745205275220636,0.035810517252610974
mobility_interactions,0.8,subject5,row,1,0.7387100102694526,0.7543170864585284,0.015607076189075753
mobility_interactions,0.8,subject5,row,2,0.7387100102694526,0.7540246928153838,0.015314682545931158
mobility_interactions,0.8,subject5,row,3,0.7387100102694526,0.7466035251284155,0.007893514858962947
mobility_interactions,0.8,subject5,subject,0,0.7387100102694526,0.7422466111503028,0.0035366008808501714
mobility_interactions,0.8,subject5,subject,1,0.7387100102694526,0.757873936891769,0.019163926622316363
mobility_interactions,0.8,subject5,subject,2,0.7387100102694526,0.7598133891710531,0.021103378901600522
mobility_interactions,0.8,subject5,subject,3,0.7387100102694526,0.7617791688178867,0.023069158548434054
mobility_interactions,0.8,subject5,dateblock,0,0.7387100102694526,0.7589904516549855,0.020280441385532866
mobility_interactions,0.8,subject5,dateblock,1,0.7387100102694526,0.7510165526234944,0.012306542354041827
mobility_interactions,0.8,subject5,dateblock,2,0.7387100102694526,0.7543900470702996,0.015680036800846953
mobility_interactions,0.8,subject5,dateblock,3,0.7387100102694526,0.7312712124325662,-0.0074387978368863905
mobility_interactions,0.8,dateblock5,row,0,0.6747054199964759,0.7029995294705443,0.028294109474068407
mobility_interactions,0.8,dateblock5,row,1,0.6747054199964759,0.7039643880489824,0.029258968052506495
mobility_interactions,0.8,dateblock5,row,2,0.6747054199964759,0.7047450182923843,0.03003959829590841
mobility_interactions,0.8,dateblock5,row,3,0.6747054199964759,0.6889458631696596,0.014240443173183626
mobility_interactions,0.8,dateblock5,subject,0,0.6747054199964759,0.683746315955086,0.009040895958610018
mobility_interactions,0.8,dateblock5,subject,1,0.6747054199964759,0.6880754714390979,0.013370051442621933
mobility_interactions,0.8,dateblock5,subject,2,0.6747054199964759,0.6834437663216156,0.008738346325139701
mobility_interactions,0.8,dateblock5,subject,3,0.6747054199964759,0.6846884232440453,0.0099830032475694
mobility_interactions,0.8,dateblock5,dateblock,0,0.6747054199964759,0.6822899828503288,0.007584562853852894
mobility_interactions,0.8,dateblock5,dateblock,1,0.6747054199964759,0.6853823525032544,0.01067693250677848
mobility_interactions,0.8,dateblock5,dateblock,2,0.6747054199964759,0.679176477162381,0.0044710571659051235
mobility_interactions,0.8,dateblock5,dateblock,3,0.6747054199964759,0.6869627278734146,0.012257307876938683
mobility_routebook,0.05,subject5,row,0,0.7055693968723641,0.7103962628735293,0.00482686600116522
mobility_routebook,0.05,subject5,row,1,0.7055693968723641,0.7075639366958533,0.001994539823489183
mobility_routebook,0.05,subject5,row,2,0.7055693968723641,0.7074059148700914,0.0018365179977273272
mobility_routebook,0.05,subject5,row,3,0.7055693968723641,0.7161256904997916,0.010556293627427493
mobility_routebook,0.05,subject5,subject,0,0.7055693968723641,0.7090869215893035,0.0035175247169394463
mobility_routebook,0.05,subject5,subject,1,0.7055693968723641,0.7165830378275801,0.011013640955216064
mobility_routebook,0.05,subject5,subject,2,0.7055693968723641,0.711272995826925,0.005703598954560962
mobility_routebook,0.05,subject5,subject,3,0.7055693968723641,0.7182303136349721,0.012660916762608054
mobility_routebook,0.05,subject5,dateblock,0,0.7055693968723641,0.7152531045986075,0.009683707726243385
mobility_routebook,0.05,subject5,dateblock,1,0.7055693968723641,0.7118064373345213,0.006237040462157228
mobility_routebook,0.05,subject5,dateblock,2,0.7055693968723641,0.7172402328606282,0.011670835988264128
mobility_routebook,0.05,subject5,dateblock,3,0.7055693968723641,0.7076912138432375,0.002121816970873436
mobility_routebook,0.05,dateblock5,row,0,0.6574191987513781,0.6602377621504062,0.0028185633990280845
mobility_routebook,0.05,dateblock5,row,1,0.6574191987513781,0.6717471772942375,0.014327978542859388
mobility_routebook,0.05,dateblock5,row,2,0.6574191987513781,0.666388631404617,0.008969432653238907
mobility_routebook,0.05,dateblock5,row,3,0.6574191987513781,0.6592285767351654,0.0018093779837873303
mobility_routebook,0.05,dateblock5,subject,0,0.6574191987513781,0.6644615198758157,0.007042321124437589
mobility_routebook,0.05,dateblock5,subject,1,0.6574191987513781,0.6682314419271154,0.010812243175737257
mobility_routebook,0.05,dateblock5,subject,2,0.6574191987513781,0.6699932450220725,0.012574046270694361
mobility_routebook,0.05,dateblock5,subject,3,0.6574191987513781,0.6603570810145182,0.002937882263140068
mobility_routebook,0.05,dateblock5,dateblock,0,0.6574191987513781,0.6627426875959735,0.0053234888445954365
mobility_routebook,0.05,dateblock5,dateblock,1,0.6574191987513781,0.6608979797566915,0.0034787810053134027
mobility_routebook,0.05,dateblock5,dateblock,2,0.6574191987513781,0.6657347813271343,0.008315582575756153
mobility_routebook,0.05,dateblock5,dateblock,3,0.6574191987513781,0.6562545403457726,-0.0011646584056055342
mobility_routebook,0.12,subject5,row,0,0.7116089121643729,0.7178158463354012,0.006206934171028244
mobility_routebook,0.12,subject5,row,1,0.7116089121643729,0.7245763459037415,0.012967433739368595
mobility_routebook,0.12,subject5,row,2,0.7116089121643729,0.7064930576459063,-0.005115854518466634
mobility_routebook,0.12,subject5,row,3,0.7116089121643729,0.7163140689382729,0.004705156773899932
mobility_routebook,0.12,subject5,subject,0,0.7116089121643729,0.7168819504115841,0.005273038247211148
mobility_routebook,0.12,subject5,subject,1,0.7116089121643729,0.7214978644592788,0.009888952294905828
mobility_routebook,0.12,subject5,subject,2,0.7116089121643729,0.7138096542282459,0.0022007420638729958
mobility_routebook,0.12,subject5,subject,3,0.7116089121643729,0.7113559378676386,-0.0002529742967343207
mobility_routebook,0.12,subject5,dateblock,0,0.7116089121643729,0.7129619208485939,0.0013530086842209466
mobility_routebook,0.12,subject5,dateblock,1,0.7116089121643729,0.723704167126289,0.012095254961916102
mobility_routebook,0.12,subject5,dateblock,2,0.7116089121643729,0.7288060598353913,0.01719714767101832
mobility_routebook,0.12,subject5,dateblock,3,0.7116089121643729,0.7149399328162661,0.0033310206518931684
mobility_routebook,0.12,dateblock5,row,0,0.6638428837377442,0.6761699553068605,0.012327071569116277
mobility_routebook,0.12,dateblock5,row,1,0.6638428837377442,0.6561855373962003,-0.007657346341543914
mobility_routebook,0.12,dateblock5,row,2,0.6638428837377442,0.6705172389369138,0.00667435519916959
mobility_routebook,0.12,dateblock5,row,3,0.6638428837377442,0.6509246774099479,-0.012918206327796389
mobility_routebook,0.12,dateblock5,subject,0,0.6638428837377442,0.6808758151293889,0.017032931391644635
mobility_routebook,0.12,dateblock5,subject,1,0.6638428837377442,0.6732617394475927,0.009418855709848462
mobility_routebook,0.12,dateblock5,subject,2,0.6638428837377442,0.669359697526204,0.005516813788459696
mobility_routebook,0.12,dateblock5,subject,3,0.6638428837377442,0.6752598592621454,0.01141697552440113
mobility_routebook,0.12,dateblock5,dateblock,0,0.6638428837377442,0.6787278823586717,0.014884998620927403
mobility_routebook,0.12,dateblock5,dateblock,1,0.6638428837377442,0.671962530971377,0.008119647233632787
mobility_routebook,0.12,dateblock5,dateblock,2,0.6638428837377442,0.6710714520907695,0.007228568353025211
mobility_routebook,0.12,dateblock5,dateblock,3,0.6638428837377442,0.6651536777188635,0.0013107939811192182
mobility_routebook,0.35,subject5,row,0,0.7226843518383355,0.7240241153785276,0.0013397635401921626
mobility_routebook,0.35,subject5,row,1,0.7226843518383355,0.7255486070089225,0.0028642551705870822
mobility_routebook,0.35,subject5,row,2,0.7226843518383355,0.719109171268999,-0.003575180569336478
mobility_routebook,0.35,subject5,row,3,0.7226843518383355,0.7351606319817372,0.012476280143401741
mobility_routebook,0.35,subject5,subject,0,0.7226843518383355,0.736362151285746,0.013677799447410544
mobility_routebook,0.35,subject5,subject,1,0.7226843518383355,0.7506939918360551,0.02800963999771966
mobility_routebook,0.35,subject5,subject,2,0.7226843518383355,0.7358238872251884,0.013139535386852974
mobility_routebook,0.35,subject5,subject,3,0.7226843518383355,0.7345883184803389,0.011903966642003438
mobility_routebook,0.35,subject5,dateblock,0,0.7226843518383355,0.7314512115901006,0.008766859751765166
mobility_routebook,0.35,subject5,dateblock,1,0.7226843518383355,0.7363924363026462,0.01370808446431071
mobility_routebook,0.35,subject5,dateblock,2,0.7226843518383355,0.7404661808982672,0.017781829059931753
mobility_routebook,0.35,subject5,dateblock,3,0.7226843518383355,0.7268827212379289,0.0041983693995933935
mobility_routebook,0.35,dateblock5,row,0,0.670939855156744,0.6841228410314747,0.013182985874730657
mobility_routebook,0.35,dateblock5,row,1,0.670939855156744,0.6934105682266068,0.022470713069862813
mobility_routebook,0.35,dateblock5,row,2,0.670939855156744,0.6780735610805285,0.0071337059237844835
mobility_routebook,0.35,dateblock5,row,3,0.670939855156744,0.6852157550227401,0.014275899865996089
mobility_routebook,0.35,dateblock5,subject,0,0.670939855156744,0.6948961739986892,0.023956318841945157
mobility_routebook,0.35,dateblock5,subject,1,0.670939855156744,0.6977966104893262,0.02685675533258214
mobility_routebook,0.35,dateblock5,subject,2,0.670939855156744,0.6808264734164992,0.00988661825975512
mobility_routebook,0.35,dateblock5,subject,3,0.670939855156744,0.6656762536303609,-0.005263601526383166
mobility_routebook,0.35,dateblock5,dateblock,0,0.670939855156744,0.6822084348762074,0.011268579719463379
mobility_routebook,0.35,dateblock5,dateblock,1,0.670939855156744,0.6704997592705458,-0.0004400958861981996
mobility_routebook,0.35,dateblock5,dateblock,2,0.670939855156744,0.6848916331927846,0.01395177803604053
mobility_routebook,0.35,dateblock5,dateblock,3,0.670939855156744,0.6824121703213507,0.011472315164606672
mobility_routebook,0.8,subject5,row,0,0.7387100102694526,0.7560849704189304,0.017374960149477814
mobility_routebook,0.8,subject5,row,1,0.7387100102694526,0.7394385158248916,0.0007285055554390185
mobility_routebook,0.8,subject5,row,2,0.7387100102694526,0.7574068080354578,0.01869679776600519
mobility_routebook,0.8,subject5,row,3,0.7387100102694526,0.7697021970340105,0.03099218676455795
mobility_routebook,0.8,subject5,subject,0,0.7387100102694526,0.7593760790788164,0.020666068809363836
mobility_routebook,0.8,subject5,subject,1,0.7387100102694526,0.7446664070632283,0.005956396793775687
mobility_routebook,0.8,subject5,subject,2,0.7387100102694526,0.7550970324011016,0.016387022131649
mobility_routebook,0.8,subject5,subject,3,0.7387100102694526,0.7503550915483839,0.011645081278931269
mobility_routebook,0.8,subject5,dateblock,0,0.7387100102694526,0.7494246006386341,0.010714590369181543
mobility_routebook,0.8,subject5,dateblock,1,0.7387100102694526,0.754721042992537,0.01601103272308435
mobility_routebook,0.8,subject5,dateblock,2,0.7387100102694526,0.7534349766521353,0.014724966382682725
mobility_routebook,0.8,subject5,dateblock,3,0.7387100102694526,0.7576085980659936,0.018898587796540967
mobility_routebook,0.8,dateblock5,row,0,0.6747054199964759,0.6899657996996307,0.015260379703154747
mobility_routebook,0.8,dateblock5,row,1,0.6747054199964759,0.6769873865926133,0.0022819665961373303
mobility_routebook,0.8,dateblock5,row,2,0.6747054199964759,0.697956117797932,0.023250697801456055
mobility_routebook,0.8,dateblock5,row,3,0.6747054199964759,0.6928894297141606,0.018184009717684635
mobility_routebook,0.8,dateblock5,subject,0,0.6747054199964759,0.6880903995708703,0.013384979574394329
mobility_routebook,0.8,dateblock5,subject,1,0.6747054199964759,0.687645126941145,0.01293970694466906
mobility_routebook,0.8,dateblock5,subject,2,0.6747054199964759,0.6875247849731823,0.012819364976706327
mobility_routebook,0.8,dateblock5,subject,3,0.6747054199964759,0.6856802020828342,0.01097478208635827
mobility_routebook,0.8,dateblock5,dateblock,0,0.6747054199964759,0.676282303661159,0.0015768836646831152
mobility_routebook,0.8,dateblock5,dateblock,1,0.6747054199964759,0.6920795547820785,0.01737413478560257
mobility_routebook,0.8,dateblock5,dateblock,2,0.6747054199964759,0.6871799414009763,0.012474521404500338
mobility_routebook,0.8,dateblock5,dateblock,3,0.6747054199964759,0.6946518755801865,0.019946455583710554
