candidate_id,file,resolved_path,family,parameter,effective_h042_factor,changed_cells_vs_h042,q2_changed_cells_vs_h042,support_overlap_cells,same_direction_rate,mean_abs_prob_move_vs_h042,max_abs_prob_move_vs_h042,max_abs_extra_logit,curvature_risk,edge_rate,linear_expected_lb,linear_expected_gain_vs_h042,h050_neutral_guard,h051_sensor_priority
h051_fullsupport_logitline_f1p5_6deee3e8,submission_h051_fullsupport_logitline_f1p5_6deee3e8.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_logitline_f1p5_6deee3e8.csv,fullsupport_logitline,f1p5,1.5,45,45,45,1.0,0.00908032086236077,0.01695121422928847,0.11191992709916887,0.002068071818383489,0.0,0.56779549565,-0.00010932915000005927,0.0,3.124934544908805e-06
h051_top25_logitline_f3p0_3cb04031,submission_h051_top25_logitline_f3p0_3cb04031.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_top25_logitline_f3p0_3cb04031.csv,top25_logitline,f3p0,1.6666666666666667,25,25,25,1.0,0.02644066312861734,0.06594757144192925,0.4476797083966759,0.027959492777777074,0.0,0.5677590526,-0.00014577220000000501,0.0,-4.772944999992864e-06
h051_top25_logitline_f2p5_a6932b86,submission_h051_top25_logitline_f2p5_a6932b86.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_top25_logitline_f2p5_a6932b86.csv,top25_logitline,f2p5,1.3888888888888888,25,25,25,1.0,0.019933201085451994,0.04971146383118602,0.3357597812975066,0.015727214687499606,0.0,0.5678197910166667,-8.503378333335476e-05,0.0,-8.43700829513663e-05
h051_fullsupport_logitline_f1p25_14f957ae,submission_h051_fullsupport_logitline_f1p25_14f957ae.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_logitline_f1p25_14f957ae.csv,fullsupport_logitline,f1p25,1.25,45,45,45,1.0,0.004548692799972764,0.008624461141918505,0.05595996354958488,0.0005170179545958718,0.0,0.567850160225,-5.4664575000029636e-05,0.0,-9.6886478863758e-05
h051_top25_logitline_f2p0_b9697f81,submission_h051_top25_logitline_f2p0_b9697f81.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_top25_logitline_f2p0_b9697f81.csv,top25_logitline,f2p0,1.1111111111111112,25,25,25,1.0,0.013353089670887478,0.03328494090128031,0.22383985419833818,0.00698987319444428,0.0,0.5678805294333333,-2.429536666670451e-05,0.0,-0.00017445203069440613
h051_top15_logitline_f3p0_ed72f7aa,submission_h051_top15_logitline_f3p0_ed72f7aa.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_top15_logitline_f3p0_ed72f7aa.csv,top15_logitline,f3p0,1.0,15,15,15,1.0,0.01797048976979704,0.06594757144192925,0.4476797083966759,0.02175690055457974,0.0,0.5679048248,0.0,0.0,-0.0002652707016637392
h051_top15_logitline_f2p5_6ec61e1c,submission_h051_top15_logitline_f2p5_6ec61e1c.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_top15_logitline_f2p5_6ec61e1c.csv,top15_logitline,f2p5,0.8333333333333333,15,15,15,1.0,0.013581853402697526,0.04971146383118602,0.3357597812975066,0.012238256561951101,0.0,0.5679412678500001,3.6443050000056765e-05,0.0,-0.0003064911530192434
h051_top15_logitline_f2p0_48d2d45c,submission_h051_top15_logitline_f2p0_48d2d45c.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_top15_logitline_f2p0_48d2d45c.csv,top15_logitline,f2p0,0.6666666666666666,15,15,15,1.0,0.009120651669146076,0.03328494090128031,0.22383985419833818,0.005439225138644944,0.0,0.5679777109,7.288610000000251e-05,0.0,-0.0003558704420826041
h051_fullsupport_edgepush_edge0p82_mix0p35_0fca88cf,submission_h051_fullsupport_edgepush_edge0p82_mix0p35_0fca88cf.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p82_mix0p35_0fca88cf.csv,fullsupport_edgepush,edge0p82_mix0p35,4.8052349803495416,45,45,45,1.0,0.09600989088803831,0.2109287319821539,0.9923056043642543,0.22806752301059519,0.0,0.5670727785880962,-0.000832046211903803,0.0,-0.00041320335319789086
h051_fullsupport_edgepush_edge0p88_mix0p35_582a0694,submission_h051_fullsupport_edgepush_edge0p88_mix0p35_582a0694.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p88_mix0p35_582a0694.csv,fullsupport_edgepush,edge0p88_mix0p35,5.825830500241281,45,45,45,1.0,0.1167098180935023,0.2319287319821539,1.0775977697028631,0.31353659316635923,0.0,0.5668496169067291,-0.0010552078932709597,0.0,-0.0006505679862763744
h051_fullsupport_edgepush_edge0p93_mix0p35_aa04c835,submission_h051_fullsupport_edgepush_edge0p93_mix0p35_aa04c835.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p93_mix0p35_aa04c835.csv,fullsupport_edgepush,edge0p93_mix0p35,6.7132332476347365,45,45,45,1.0,0.13420981809350233,0.24942873198215398,1.148102053156672,0.4034878068418312,0.0,0.5666555789305687,-0.0012492458694313147,0.0,-0.0009038642006211264
h051_fullsupport_edgepush_edge0p97_mix0p35_856a668c,submission_h051_fullsupport_edgepush_edge0p97_mix0p35_856a668c.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p97_mix0p35_856a668c.csv,fullsupport_edgepush,edge0p97_mix0p35,7.452632127378292,45,45,45,1.0,0.1482098180935023,0.2634287319821539,1.2042602516911924,0.4896044236860039,0.022222222222222223,0.5664939032285021,-0.001410921571497914,0.0,-0.0011706403472579784
h051_fullsupport_edgepush_edge0p82_mix0p55_21c0d5ad,submission_h051_fullsupport_edgepush_edge0p82_mix0p55_21c0d5ad.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p82_mix0p55_21c0d5ad.csv,fullsupport_edgepush,edge0p82_mix0p55,7.053039202086407,45,45,45,0.9777777777777777,0.15087268568120307,0.33145943597195615,1.4770446002720408,0.5602530780034082,0.0,0.5665812775382384,-0.0013235472617616484,0.0,-0.0013678198126658577
h051_fullsupport_edgepush_edge0p88_mix0p55_bd97f70d,submission_h051_fullsupport_edgepush_edge0p88_mix0p55_bd97f70d.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p88_mix0p55_bd97f70d.csv,fullsupport_edgepush,edge0p88_mix0p55,8.789774435715875,45,45,45,1.0,0.18340114271836083,0.3644594359719562,1.6113886063316474,0.7919832320239814,0.0,0.5662015259645029,-0.0017032988354971357,0.0,-0.0020306057477179834
h051_fullsupport_edgepush_edge0p93_mix0p55_d7cc23ff,submission_h051_fullsupport_edgepush_edge0p93_mix0p55_d7cc23ff.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p93_mix0p55_d7cc23ff.csv,fullsupport_edgepush,edge0p93_mix0p55,10.375374072245288,45,45,45,1.0,0.21090114271836077,0.3919594359719562,1.7255929392509348,1.0509559556293513,0.022222222222222223,0.5658548214434987,-0.0020500033565012954,0.0,-0.0028001615470580384
h051_fullsupport_edgepush_edge0p82_mix0p75_f9cb7800,submission_h051_fullsupport_edgepush_edge0p82_mix0p75_f9cb7800.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p82_mix0p75_f9cb7800.csv,fullsupport_edgepush,edge0p82_mix0p75,9.511746361127317,45,45,45,0.9777777777777777,0.20573548047436777,0.4519901399617584,1.9863835558345637,1.0896417004946677,0.0,0.5660436608106447,-0.001861163989355319,0.0,-0.002910110384354148
h051_fullsupport_edgepush_edge0p97_mix0p55_d649c865,submission_h051_fullsupport_edgepush_edge0p97_mix0p55_d649c865.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p97_mix0p55_d649c865.csv,fullsupport_edgepush,edge0p97_mix0p55,11.768878840120504,45,45,45,1.0,0.23290114271836074,0.41395943597195617,1.8190206293594875,1.315991025249115,0.08888888888888889,0.5655501200599132,-0.0023547047400868104,0.0,-0.003635932992573524
h051_fullsupport_edgepush_edge0p88_mix0p75_b6b666d7,submission_h051_fullsupport_edgepush_edge0p88_mix0p75_b6b666d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p88_mix0p75_b6b666d7.csv,fullsupport_edgepush,edge0p88_mix0p75,12.202190264122109,45,45,45,1.0,0.25009246734321927,0.49699013996175845,2.1977375156095253,1.6098863244415977,0.0,0.5654553729205705,-0.002449451879429576,0.0,-0.004420645146719639
h051_fullsupport_edgepush_edge0p82_mix1p0_33051775,submission_h051_fullsupport_edgepush_edge0p82_mix1p0_33051775.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p82_mix1p0_33051775.csv,fullsupport_edgepush,edge0p82_mix1p0,13.220086139398864,45,45,45,0.9777777777777777,0.27431397396582374,0.6026535199490112,2.7975448217062735,2.247526657429862,0.0,0.5652328015389054,-0.0026720232610946137,0.0,-0.0063145739390747455
h051_fullsupport_edgepush_edge0p93_mix0p75_c27271c8,submission_h051_fullsupport_edgepush_edge0p93_mix0p75_c27271c8.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p93_mix0p75_c27271c8.csv,fullsupport_edgepush,edge0p93_mix0p75,14.863421790720187,45,45,45,1.0,0.2875924673432192,0.5344901399617584,2.38962905253306,2.2515044671925346,0.17777777777777778,0.5648734725590581,-0.0030313522409419758,0.0,-0.006473623296557443
h051_fullsupport_edgepush_edge0p97_mix0p75_56e880e1,submission_h051_fullsupport_edgepush_edge0p97_mix0p75_56e880e1.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p97_mix0p75_56e880e1.csv,fullsupport_edgepush,edge0p97_mix0p75,17.449203054637056,45,45,45,1.0,0.3175924673432192,0.5644901399617583,2.5575988936656833,2.994257314412024,0.37777777777777777,0.5643080700237182,-0.003596754776281852,0.0,-0.008853635555659411
h051_fullsupport_edgepush_edge0p88_mix1p0_663c3c2f,submission_h051_fullsupport_edgepush_edge0p88_mix1p0_663c3c2f.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p88_mix1p0_663c3c2f.csv,fullsupport_edgepush,edge0p88_mix1p0,17.978759046710156,45,45,45,1.0,0.33345662312429225,0.6626535199490112,3.273627497028392,3.720546279334634,0.022222222222222223,0.5641922782107367,-0.0037125465892633436,0.0,-0.010667066280304812
h051_fullsupport_edgepush_edge0p93_mix1p0_9a907879,submission_h051_fullsupport_edgepush_edge0p93_mix1p0_9a907879.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p93_mix1p0_9a907879.csv,fullsupport_edgepush,edge0p93_mix1p0,23.918662352486365,45,45,45,1.0,0.38345662312429235,0.7126535199490113,3.867886676436129,6.1952693981206775,1.0,0.5628934690517312,-0.005011355748268831,0.0,-0.018958184916590477
h051_fullsupport_edgepush_edge0p97_mix1p0_cfe1078b,submission_h051_fullsupport_edgepush_edge0p97_mix1p0_cfe1078b.csv,/Users/kbsoo/Downloads/cl2/hitl/h051_q2_phase_amplifier_jepa/submission_h051_fullsupport_edgepush_edge0p97_mix1p0_cfe1078b.csv,fullsupport_edgepush,edge0p97_mix1p0,32.808732032518385,45,45,45,1.0,0.42345662312429233,0.7526535199490112,4.757296022173458,11.2186996505096,1.0,0.5609495815286137,-0.006955243271386302,0.0,-0.03386260208664618
