split,fold,target_view,rows,cross_entropy,prior_cross_entropy,cross_entropy_lift_vs_prior,accuracy,prior_accuracy,prototype_count,transport_rows,train_rows
row_block_holdout,1,body_activity_sleep,90,0.977683179358285,1.0915244986314458,0.11384131927316088,0.4888888888888889,0.4222222222222222,3,90,360
row_block_holdout,1,app_social_context,90,0.7524077549027597,1.0039252697645724,0.25151751486181273,0.6111111111111112,0.4444444444444444,3,90,360
row_block_holdout,1,mobility_environment,90,0.8266504729456939,0.9958862422021846,0.16923576925649064,0.5555555555555556,0.3888888888888889,3,90,360
row_block_holdout,2,calendar_rhythm,90,0.7979625587222929,0.8598865338251377,0.06192397510284475,0.7222222222222222,0.6,3,90,360
row_block_holdout,2,phone_behavior,90,0.6176026626042155,0.7596727902511716,0.14207012764695615,0.7444444444444445,0.7222222222222222,3,90,360
row_block_holdout,2,body_activity_sleep,90,0.9341590787203063,1.063222371712789,0.12906329299248276,0.6,0.4777777777777778,3,90,360
row_block_holdout,2,app_social_context,90,0.8877566784957135,0.9697103149063218,0.08195363641060827,0.6111111111111112,0.5777777777777777,3,90,360
row_block_holdout,2,mobility_environment,90,0.9488671735576618,1.0909663856786387,0.14209921212097687,0.6555555555555556,0.5333333333333333,3,90,360
row_block_holdout,3,calendar_rhythm,90,0.8879410634131809,0.8260688558894473,-0.06187220752373357,0.7444444444444445,0.6888888888888889,3,90,360
row_block_holdout,3,phone_behavior,90,0.849794327128725,0.8582790306918036,0.00848470356307851,0.6333333333333333,0.6111111111111112,3,90,360
row_block_holdout,3,body_activity_sleep,90,0.9451794087593158,0.9698491767178404,0.024669767958524602,0.5333333333333333,0.6111111111111112,3,90,360
row_block_holdout,3,app_social_context,90,0.9579460255931942,0.9759007512017445,0.01795472560855027,0.5666666666666667,0.4888888888888889,3,90,360
row_block_holdout,3,mobility_environment,90,1.2037433384951008,1.1042737812863765,-0.0994695572087243,0.5,0.45555555555555555,3,90,360
row_block_holdout,4,calendar_rhythm,90,0.7731465920324441,0.6892926394827336,-0.08385395254971051,0.7222222222222222,0.6888888888888889,3,90,360
row_block_holdout,4,phone_behavior,90,0.5265193587497466,0.7588857029573101,0.2323663442075634,0.7888888888888889,0.7555555555555555,3,90,360
row_block_holdout,4,body_activity_sleep,90,1.0323041163801865,0.9793136640483995,-0.05299045233178701,0.5888888888888889,0.5888888888888889,3,90,360
row_block_holdout,4,app_social_context,90,0.8918979909378641,1.0088878811021882,0.11698989016432404,0.5444444444444444,0.4666666666666667,3,90,360
row_block_holdout,4,mobility_environment,90,0.8550019565509459,0.9383835515175576,0.08338159496661168,0.6444444444444445,0.6,3,90,360
