split,feature_set,target,neighbor_match_rate,random_match_rate,lift
chronological_holdout,transported_prototype_probabilities,S3,0.5502222222222223,0.5408888888888889,0.009333333333333416
chronological_holdout,transported_prototype_probabilities,S4,0.49733333333333335,0.5097777777777778,-0.012444444444444425
chronological_holdout,transported_prototype_probabilities,all,0.5420952380952381,0.5313015873015873,0.0107936507936508
chronological_holdout,transported_prototype_stats_probabilities,Q1,0.5071111111111111,0.4924444444444444,0.014666666666666661
chronological_holdout,transported_prototype_stats_probabilities,Q2,0.5057777777777778,0.5097777777777778,-0.0040000000000000036
chronological_holdout,transported_prototype_stats_probabilities,Q3,0.5244444444444445,0.5324444444444445,-0.008000000000000007
chronological_holdout,transported_prototype_stats_probabilities,S1,0.596,0.5804444444444444,0.015555555555555545
chronological_holdout,transported_prototype_stats_probabilities,S2,0.5524444444444444,0.5408888888888889,0.011555555555555541
chronological_holdout,transported_prototype_stats_probabilities,S3,0.5493333333333333,0.5457777777777778,0.003555555555555534
chronological_holdout,transported_prototype_stats_probabilities,S4,0.5017777777777778,0.4986666666666667,0.0031111111111110645
chronological_holdout,transported_prototype_stats_probabilities,all,0.5338412698412698,0.5286349206349207,0.0052063492063491035
chronological_holdout,transported_observed_upper_bound,Q1,0.4915555555555555,0.49333333333333335,-0.0017777777777778225
chronological_holdout,transported_observed_upper_bound,Q2,0.5146666666666666,0.5142222222222222,0.0004444444444443585
chronological_holdout,transported_observed_upper_bound,Q3,0.5315555555555556,0.5191111111111112,0.01244444444444437
chronological_holdout,transported_observed_upper_bound,S1,0.5608888888888889,0.5577777777777778,0.0031111111111110645
chronological_holdout,transported_observed_upper_bound,S2,0.536888888888889,0.5768888888888889,-0.039999999999999925
chronological_holdout,transported_observed_upper_bound,S3,0.5622222222222222,0.5693333333333335,-0.00711111111111129
chronological_holdout,transported_observed_upper_bound,S4,0.5262222222222223,0.4955555555555556,0.030666666666666675
chronological_holdout,transported_observed_upper_bound,all,0.532,0.5323174603174604,-0.00031746031746038295
row_block_holdout,calendar_rhythm,Q1,0.5542222222222223,0.4902222222222223,0.064
row_block_holdout,calendar_rhythm,Q2,0.5493333333333333,0.5266666666666666,0.022666666666666724
row_block_holdout,calendar_rhythm,Q3,0.568,0.520888888888889,0.04711111111111099
row_block_holdout,calendar_rhythm,S1,0.6342222222222222,0.5702222222222222,0.06400000000000006
row_block_holdout,calendar_rhythm,S2,0.6213333333333334,0.5524444444444444,0.068888888888889
row_block_holdout,calendar_rhythm,S3,0.5982222222222222,0.5426666666666666,0.05555555555555558
row_block_holdout,calendar_rhythm,S4,0.5777777777777777,0.5124444444444445,0.06533333333333324
row_block_holdout,calendar_rhythm,all,0.5861587301587302,0.5307936507936508,0.055365079365079395
row_block_holdout,raw_lifelog_pca,Q1,0.54,0.5053333333333333,0.034666666666666734
row_block_holdout,raw_lifelog_pca,Q2,0.5551111111111111,0.5044444444444445,0.05066666666666664
row_block_holdout,raw_lifelog_pca,Q3,0.5635555555555556,0.5244444444444445,0.039111111111111097
row_block_holdout,raw_lifelog_pca,S1,0.6111111111111112,0.5737777777777777,0.03733333333333344
row_block_holdout,raw_lifelog_pca,S2,0.6164444444444444,0.5351111111111111,0.08133333333333326
row_block_holdout,raw_lifelog_pca,S3,0.6275555555555555,0.5528888888888889,0.07466666666666666
row_block_holdout,raw_lifelog_pca,S4,0.5502222222222222,0.5008888888888889,0.04933333333333323
row_block_holdout,raw_lifelog_pca,all,0.5805714285714285,0.5281269841269841,0.052444444444444405
row_block_holdout,transported_prototype_stats,Q1,0.508,0.4951111111111111,0.012888888888888894
row_block_holdout,transported_prototype_stats,Q2,0.5053333333333333,0.4982222222222222,0.007111111111111124
row_block_holdout,transported_prototype_stats,Q3,0.5471111111111111,0.5262222222222223,0.020888888888888846
row_block_holdout,transported_prototype_stats,S1,0.5924444444444443,0.5648888888888889,0.027555555555555444
row_block_holdout,transported_prototype_stats,S2,0.5573333333333333,0.5551111111111111,0.0022222222222222365
row_block_holdout,transported_prototype_stats,S3,0.5680000000000001,0.5404444444444445,0.027555555555555555
row_block_holdout,transported_prototype_stats,S4,0.5048888888888888,0.5164444444444444,-0.011555555555555541
row_block_holdout,transported_prototype_stats,all,0.5404444444444445,0.5280634920634921,0.012380952380952381
row_block_holdout,transported_prototype_probabilities,Q1,0.5177777777777778,0.5004444444444445,0.01733333333333331
row_block_holdout,transported_prototype_probabilities,Q2,0.5151111111111112,0.5057777777777779,0.009333333333333305
row_block_holdout,transported_prototype_probabilities,Q3,0.5382222222222222,0.5342222222222222,0.0040000000000000036
row_block_holdout,transported_prototype_probabilities,S1,0.5724444444444445,0.5657777777777777,0.006666666666666821
row_block_holdout,transported_prototype_probabilities,S2,0.5706666666666667,0.5622222222222222,0.008444444444444477
row_block_holdout,transported_prototype_probabilities,S3,0.588,0.5408888888888889,0.047111111111111104
row_block_holdout,transported_prototype_probabilities,S4,0.5271111111111112,0.5097777777777778,0.017333333333333423
row_block_holdout,transported_prototype_probabilities,all,0.5470476190476191,0.5313015873015873,0.01574603174603184
row_block_holdout,transported_prototype_stats_probabilities,Q1,0.5284444444444445,0.4924444444444444,0.03600000000000009
row_block_holdout,transported_prototype_stats_probabilities,Q2,0.5124444444444445,0.5097777777777778,0.002666666666666706
row_block_holdout,transported_prototype_stats_probabilities,Q3,0.5537777777777777,0.5324444444444445,0.021333333333333204
row_block_holdout,transported_prototype_stats_probabilities,S1,0.5902222222222223,0.5804444444444444,0.009777777777777885
row_block_holdout,transported_prototype_stats_probabilities,S2,0.5688888888888889,0.5408888888888889,0.028000000000000025
row_block_holdout,transported_prototype_stats_probabilities,S3,0.5942222222222222,0.5457777777777778,0.0484444444444444
row_block_holdout,transported_prototype_stats_probabilities,S4,0.5164444444444444,0.4986666666666667,0.01777777777777767
row_block_holdout,transported_prototype_stats_probabilities,all,0.552063492063492,0.5286349206349207,0.023428571428571354
row_block_holdout,transported_observed_upper_bound,Q1,0.5368888888888889,0.49333333333333335,0.043555555555555514
row_block_holdout,transported_observed_upper_bound,Q2,0.5128888888888888,0.5142222222222222,-0.0013333333333334085
row_block_holdout,transported_observed_upper_bound,Q3,0.5235555555555556,0.5191111111111112,0.004444444444444362
row_block_holdout,transported_observed_upper_bound,S1,0.5773333333333333,0.5577777777777778,0.019555555555555437
row_block_holdout,transported_observed_upper_bound,S2,0.5302222222222223,0.5768888888888889,-0.046666666666666634
row_block_holdout,transported_observed_upper_bound,S3,0.6017777777777779,0.5693333333333335,0.03244444444444439
row_block_holdout,transported_observed_upper_bound,S4,0.5044444444444445,0.4955555555555556,0.00888888888888889
row_block_holdout,transported_observed_upper_bound,all,0.5410158730158731,0.5323174603174604,0.00869841269841265
