candidate_id,step,row,target_index,target,subject_id,sleep_date,old_move,new_move,state,h130_active_toxic_rank,h129_toxicity_field,h112_residual_toxicity,h112_residual_safety,h112_residual_gap,h130_step_score,after_route,after_h098,after_curv_marg,after_badw,after_badmax,after_h088,after_margin,delta_route,delta_h098,delta_curv_marg,delta_badw,delta_badmax,delta_h088,delta_margin
h130_h122_full_lattice_69da8d10,4,188,2,Q3,id08,2024-08-10,0.16999999999999993,0.08499999999999996,h122_half,0.1875,-0.03974571428571428,0.3709808571428571,0.6152545199999999,0.2442736628571428,0.0041802737050986374,-0.0006825071358550866,-2.132253773844898e-05,4.770248026104312e-05,0.0,0.0,-0.07859491016202004,0.1806476661228672,-1.8817338480424644e-06,1.0663743315361142e-05,2.395384169910815e-06,0.0,0.0,-0.010008256942284036,0.023003630322299712
h130_h122_full_lattice_69da8d10,5,131,0,Q1,id06,2024-07-10,0.0901350428933605,0.0,off,0.3125,0.04775714285714285,0.3519642857142857,0.589577222857143,0.2376129371428572,0.005065808098545088,-0.0006839806901668769,-2.1611739753097693e-05,4.896256205935007e-05,0.0,0.0,-0.09070152801979207,0.19228405091414946,-1.473554311790361e-06,-2.892020146487125e-07,1.2600817983069498e-06,0.0,0.0,-0.012106617857772034,0.011636384791282262
h130_h122_full_lattice_69da8d10,6,143,6,S4,id06,2024-08-13,0.0,0.03999989988313146,h128,0.96875,0.22802571428571425,0.5064902857142857,0.7079142171428572,0.2014239314285715,0.0024594168545583007,-0.0006826646104146724,-2.064150978566058e-05,5.1639020606569644e-05,0.0,0.0,-0.09033891453892073,0.20790923646875714,1.3160797522045273e-06,9.702299674371143e-07,2.6764585472195766e-06,0.0,0.0,0.0003626134808713405,0.01562518555460768
h130_h122_full_lattice_69da8d10,7,103,3,S1,id04,2024-10-26,0.0,0.015144614268537637,h124,0.46875,0.08171714285714289,0.3735197142857143,0.6712597828571428,0.2977400685714285,0.002022604395784999,-0.0006814263029749833,-2.0836176773990508e-05,5.319464607465244e-05,0.0,0.0,-0.08755629489835717,0.2203122397216275,1.238307439689135e-06,-1.9466698832992877e-07,1.555625468082798e-06,0.0,0.0,0.0027826196405635606,0.01240300325287036
h130_h122_full_lattice_69da8d10,8,97,3,S1,id04,2024-10-18,0.0,0.01501362401215367,h124,0.59375,0.08592285714285712,0.3741831428571429,0.6696093942857142,0.2954262514285713,0.0018900240520541183,-0.0006801884048808707,-2.102941060863747e-05,5.469242902370508e-05,0.0,0.0,-0.08441958696092668,0.23256776379725638,1.2378980941126026e-06,-1.9323383464696104e-07,1.4977829490526399e-06,0.0,0.0,0.003136707937430497,0.012255524075628882
h130_h122_full_lattice_69da8d10,9,144,4,S2,id06,2024-08-14,0.0,0.015893375359269157,h127,0.5625,0.08511142857142853,0.3736328571428571,0.7125683085714286,0.3389354514285715,0.0014533947127049536,-0.0006791290961836405,-2.1389045998095654e-05,5.534793652847963e-05,0.0,0.0,-0.07622279914868153,0.24546758426466586,1.0593086972301904e-06,-3.5963538945818496e-07,6.555075047745464e-07,0.0,0.0,0.008196787812245143,0.012899820467409479
h130_h122_full_lattice_69da8d10,10,164,3,S1,id07,2024-07-26,0.07643484474678175,0.038217422373390875,h122_half,0.78125,0.12338571428571443,0.4909685714285714,0.7107931428571429,0.2198245714285714,0.0014369135854194644,-0.000660398426225646,-2.2652984734603606e-05,5.571719544865709e-05,0.0,0.0,-0.07895066085527971,0.2531684683429625,1.873066995799447e-05,-1.2639387365079519e-06,3.692589201774628e-07,0.0,0.0,-0.002727861706598181,0.007700884078296666
h130_h122_full_lattice_69da8d10,11,135,2,Q3,id06,2024-07-14,0.05442561738969953,0.0,off,0.75,0.12197428571428562,0.473472,0.6821922685714287,0.2087202685714286,0.001342728644472393,-0.0006616299511742401,-2.0088976804249277e-05,5.4778399303745786e-05,0.0,0.0,-0.08042563180886105,0.257046388870057,-1.2315249485941177e-06,2.5640079303543284e-06,-9.387961449113056e-07,0.0,0.0,-0.001474970953581331,0.0038779205270944583
h130_h122_full_lattice_69da8d10,12,164,6,S4,id07,2024-07-26,-0.0757476466117527,-0.03787382330587635,h122_half,0.71875,0.1178571428571428,0.4747514285714285,0.6938241485714287,0.2190727200000001,0.001432656545813084,-0.0006399941991278233,-2.2180900756305923e-05,5.6193244547539725e-05,0.0,0.0,-0.08340298872801723,0.2656095434858683,2.1635752046416778e-05,-2.091923952056646e-06,1.4148452437939395e-06,0.0,0.0,-0.002977356919156182,0.008563154615811308
h130_h122_full_lattice_69da8d10,13,135,0,Q1,id06,2024-07-14,-0.060458895239622,-0.015114723809905528,h129_half,0.84375,0.14479142857142852,0.4885834285714285,0.8901125942857142,0.4015291657142856,0.0015577868905619233,-0.0006396275219030496,-2.0623031840148786e-05,5.619844678054001e-05,0.0,0.0,-0.08559075542494901,0.2701395761751038,3.6667722477378047e-07,1.5578689161571376e-06,5.202233000281553e-09,0.0,0.0,-0.002187766696931784,0.004530032689235519
h130_h122_full_lattice_69da8d10,14,196,0,Q1,id08,2024-09-11,-0.03235929349068031,-0.016179646745340157,h122_half,0.6875,0.09844857142857144,0.4416234285714286,0.7624737657142858,0.3208503371428572,0.000780982474627492,-0.0006396781310009594,-2.013006060215452e-05,5.6189221964093915e-05,0.0,0.0,-0.08615903526358501,0.27154235901528556,-5.060909790983309e-08,4.929712379942667e-07,-9.224816446091674e-09,0.0,0.0,-0.0005682798386359988,0.0014027828401817488
h130_h129_core_conservative_refit_41d50885,1,131,0,Q1,id06,2024-07-10,0.0901350428933605,0.0,off,0.375,0.04775714285714285,0.3519642857142857,0.589577222857143,0.2376129371428572,0.003956233284760391,-0.0006117940579597562,-2.3375557283145045e-05,3.829922044650425e-05,0.0,0.0,-0.08812896913279811,0.1382194788056189,-1.473554311790361e-06,-2.892020146483872e-07,6.214463867248044e-07,0.0,0.0,-0.010797631121010176,0.0072511558084836225
h130_h129_core_conservative_refit_41d50885,2,135,0,Q1,id06,2024-07-14,-0.030229447619811056,-0.015114723809905528,h129_half,0.8333333333333334,0.14479142857142852,0.4885834285714285,0.8901125942857142,0.4015291657142856,0.00035906874079983314,-0.0006116717591244661,-2.285625864319543e-05,3.801796469667714e-05,0.0,0.0,-0.08835703922228033,0.13758548393078862,1.2229883529003317e-07,5.192986399496155e-07,-2.812557498271112e-07,0.0,0.0,-0.00022807008948222407,-0.0006339948748302904
