target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,masked_view_policy_score
Q1,masked_view_consensus_pessimistic_utility,top_decisive,0.25,84,-1.2471822271514188,-0.014847407466088319,0.4523809523809524,10,3,7,11,73,-1.6307083489314518,2.435036075898326,0.383526121780033,0.15750326066054018,-5.58886442512902,-6.882741447144496
Q1,masked_view_consensus_health_score,top_all,0.02,9,-0.3664523563657638,-0.04071692848508487,0.1111111111111111,4,0,4,3,6,-0.09779544701887331,0.5112100350970816,-0.26865690934689046,-0.5255313685222768,-3.474146522600514,-4.357559350231855
Q1,masked_view_consensus_health_score,top_all,0.04,18,-0.6485086055826919,-0.0360282558657051,0.16666666666666666,7,1,6,5,13,0.13221523537223728,0.5640350086819625,-0.7807238409549291,-1.3841762105854478,-5.3018462376421285,-6.705762911940137
Q1,masked_view_consensus_health_score,top_all,0.06,27,-0.5855073472847301,-0.021685457306841856,0.37037037037037035,8,2,6,10,17,0.038000550239060404,0.7654492217342008,-0.6235078975237904,-0.8145646762971053,-4.855561949418138,-6.212297096411588
Q1,masked_view_consensus_health_score,top_all,0.08,36,-0.6315666065928286,-0.017543516849800794,0.4166666666666667,8,2,6,14,22,-0.9742289624728319,1.2498642364886325,0.34266235588000327,0.27415966140664894,-4.438385482560829,-5.555756614146961
Q1,masked_view_consensus_health_score,top_all,0.1,45,-0.595555571331685,-0.013234568251815222,0.4,9,3,6,19,26,-0.02947659221407307,1.2863324000662837,-0.566078979117612,-0.4400720833032289,-4.597690422353172,-5.916690029216287
Q1,masked_view_consensus_health_score,top_all,0.14,63,-0.4698400835025389,-0.007457779103214903,0.4603174603174603,9,3,6,28,35,0.3047314044025793,0.990832527287901,-0.7745714879051182,-0.7817380501478581,-4.558002798173005,-5.937820747425885
Q1,masked_view_consensus_health_score,top_all,0.18,81,-0.6438514515721683,-0.007948783352742819,0.4567901234567901,10,3,7,37,44,-1.2071345340735549,1.6693468402152962,0.5632830825013866,0.33742723137675795,-4.903083106349131,-6.1524584650919545
Q1,masked_view_consensus_health_score,top_all,0.25,112,-0.8947173696925271,-0.007988547943683278,0.45535714285714285,10,5,5,49,63,-1.5233654509645411,1.6078483835447626,0.628648081272014,0.39098716502488706,-3.2262168247448333,-4.019343737037487
Q1,masked_view_consensus_health_score,top_decisive,0.02,7,-0.33237454079796447,-0.047482077256852065,0.14285714285714285,6,1,5,0,7,0.052868505452262106,0.5502178354335939,-0.3852430462502266,-0.7001645919868074,-4.037226066184225,-5.134120972947227
Q1,masked_view_consensus_health_score,top_decisive,0.04,13,-0.5280191810019257,-0.04061686007707121,0.23076923076923078,7,1,6,0,13,0.19791656944358044,1.2238925755807344,-0.7259357504455062,-0.5931368201176082,-5.060641144900383,-6.442546026982124
Q1,masked_view_consensus_health_score,top_decisive,0.06,20,-0.44749706455989036,-0.02237485322799452,0.35,7,2,5,0,20,-0.9506057529322716,1.0146717006640447,0.5031086883723812,0.49583396091871423,-3.4493256275376853,-4.318693949993663
Q1,masked_view_consensus_health_score,top_decisive,0.08,27,-0.3585374530139681,-0.013279164926443264,0.4074074074074074,8,3,5,1,26,-0.24642723727239724,1.1718910451873952,-0.11211021574157087,-0.09566607424979812,-3.4147500433559053,-4.423189455202203
Q1,masked_view_consensus_health_score,top_decisive,0.1,34,-0.2963680287437428,-0.00871670672775714,0.4411764705882353,8,3,5,1,33,-0.9083463828831124,1.3849654204261852,0.6119783541393696,0.4418726598611033,-3.0335765741029705,-3.868101746512517
Q1,masked_view_consensus_health_score,top_decisive,0.14,47,-0.4193129175956871,-0.008921551438206108,0.44680851063829785,8,3,5,2,45,-0.2953817737526175,1.6678297995301024,-0.12393114384306964,-0.07430682907691555,-3.463736522125049,-4.478407672854322
Q1,masked_view_consensus_health_score,top_decisive,0.18,61,-0.29463807584985646,-0.0048301323909812535,0.47540983606557374,9,3,6,4,57,-1.7782014388325407,1.9401467657013207,1.483563362982684,0.7646655341800435,-3.4325309027649618,-4.263559002201901
Q1,masked_view_consensus_health_score,top_decisive,0.25,84,-0.7751085050778371,-0.009227482203307585,0.4642857142857143,10,3,7,17,67,-2.0413216244861028,2.0829789734044253,1.2662131194082655,0.607885694275043,-4.75864534385744,-5.8416871839366085
Q2,masked_view_gain_mean,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q2,masked_view_gain_mean,top_all,0.02,9,-2.3503251753212946,-0.2611472417023661,0.1111111111111111,5,1,4,6,3,-0.48728400084506596,0.6548769781981576,-1.8630411744762285,-2.844871993518904,-6.047987896850977,-7.324495917961998
Q2,masked_view_gain_mean,top_all,0.04,18,-2.2108569268807337,-0.12282538482670742,0.3333333333333333,7,1,6,10,8,-0.3310452758093991,0.7483914385881486,-1.8798116510713345,-2.511802720001216,-7.303304610089155,-8.999230677568919
Q2,masked_view_gain_mean,top_all,0.06,27,-2.3736032991497193,-0.08791123330184146,0.37037037037037035,8,3,5,11,16,-0.6183964327141165,0.8481508069508081,-1.7552068664356029,-2.0694513900726657,-6.2152412117798175,-7.637364855898496
Q2,masked_view_gain_mean,top_all,0.08,36,-4.166275218298644,-0.11572986717496232,0.3333333333333333,8,2,6,14,22,-1.1089306409211743,1.2911272984906172,-3.0573445773774695,-2.3679652509490237,-9.456475678808994,-11.400357569958123
Q2,masked_view_gain_mean,top_all,0.1,45,-5.659794541856347,-0.12577321204125216,0.3111111111111111,8,1,7,20,25,-1.9208669335872242,1.515689657694459,-3.738927608269123,-2.466816072332689,-12.156211923094919,-14.476612705554583
Q2,masked_view_gain_mean,top_all,0.14,63,-5.664090337664225,-0.08990619583594009,0.3492063492063492,9,1,8,20,43,-1.1010234867294186,2.6248798158776445,-4.563066850934806,-1.7383907725349006,-13.112780590522675,-15.811974416609011
Q2,masked_view_gain_mean,top_all,0.18,81,-5.770406540298462,-0.07123958691726497,0.37037037037037035,9,2,7,28,53,-1.629682910564228,2.4277378401585072,-4.140723629734234,-1.7055892779032047,-12.110589108866135,-14.494104366300109
Q2,masked_view_gain_mean,top_all,0.25,112,-7.464415653321499,-0.06664656833322767,0.375,9,1,8,34,78,-3.0513477926563417,2.6042181674096025,-4.413067860665157,-1.6945845459079967,-14.847197859145105,-17.513595158016248
Q2,masked_view_gain_mean,top_decisive,0.02,7,-1.599453520721829,-0.22849336010311844,0.14285714285714285,5,1,4,4,3,-0.15918883863991623,0.6838534821649194,-1.4402646820819127,-2.1061012623966953,-5.064156285690167,-6.231824902102656
Q2,masked_view_gain_mean,top_decisive,0.04,15,-2.400144860400987,-0.1600096573600658,0.26666666666666666,6,1,5,10,5,-0.7933669058474083,1.0837524848238334,-1.6067779545535785,-1.48260601664481,-6.567444412825887,-7.973322129372773
Q2,masked_view_gain_mean,top_decisive,0.06,22,-1.7813366655174652,-0.08096984843261205,0.4090909090909091,8,3,5,11,11,-0.5715212598896171,1.1699174474564635,-1.209815405627848,-1.0341032251960405,-5.3150005618249985,-6.594849260532414
Q2,masked_view_gain_mean,top_decisive,0.08,30,-2.7938682719017094,-0.09312894239672365,0.4,8,3,5,13,17,-0.11621460001075752,1.8109514650983065,-2.677653671890952,-1.4785894174947405,-6.888905998813017,-8.51433813169783
Q2,masked_view_gain_mean,top_decisive,0.1,37,-4.6661695636857745,-0.12611269091042634,0.3783783783783784,8,1,7,17,20,-1.2095385413165074,1.6013190209949681,-3.456631022369267,-2.158614852536701,-11.009419474336255,-13.265454744369757
Q2,masked_view_gain_mean,top_decisive,0.14,52,-5.5639565624614,-0.10699916466271923,0.36538461538461536,9,2,7,20,32,-1.1559697394481936,1.8445321664555747,-4.407986823013207,-2.3897587166959133,-12.067843206800998,-14.526013811966417
Q2,masked_view_gain_mean,top_decisive,0.18,67,-5.936583950652793,-0.0886057306067581,0.3582089552238806,9,1,8,22,45,-2.071254065007445,2.496528373017193,-3.8653298856453477,-1.5482819772538303,-13.11890447402569,-15.654716882791583
Q2,masked_view_gain_mean,top_decisive,0.25,93,-6.07002205414741,-0.06526905434567107,0.3870967741935484,9,1,8,24,69,-2.890663158026617,2.475799971750189,-3.179358896120793,-1.2841743809671526,-12.97573123491866,-15.351376946065141
Q2,masked_view_consensus_utility,top_all,0.02,9,-0.24856627899959072,-0.02761847544439897,0.4444444444444444,4,2,2,2,7,-0.2033210098613672,0.43077555624236674,-0.04524526913822352,-0.1050321181937427,-1.2193497794617878,-1.6363012781718982
Q2,masked_view_consensus_utility,top_all,0.04,18,-0.33540818536590633,-0.018633788075883687,0.3888888888888889,5,2,3,2,16,-0.6359000001938342,0.8826895996882858,0.30049181482792786,0.34042750128022803,-1.9100821889369977,-2.433049410389858
Q2,masked_view_consensus_utility,top_all,0.06,27,-0.3375851582918815,-0.012503154010810426,0.4074074074074074,5,2,3,2,25,-0.6724677094821019,1.6162645853175688,0.33488255119022037,0.2071953776828078,-1.907064135014431,-2.4266379814277648
Q2,masked_view_consensus_utility,top_all,0.08,36,-0.35459113621059934,-0.00984975378362776,0.4166666666666667,6,3,3,2,34,-1.0506849647916947,1.0975730380181683,0.6960938285810954,0.6342118514846142,-1.5517037777254212,-1.9605846267887432
Q2,masked_view_consensus_utility,top_all,0.1,45,-0.10070719127285965,-0.0022379375838413257,0.4666666666666667,6,4,2,2,43,-1.3869226157819134,1.7287384067354195,1.2862154245090538,0.7440196963853924,-0.1127964897228182,-0.16875321482469466
Q2,masked_view_consensus_utility,top_all,0.14,63,-0.07841176700485974,-0.001244631222299361,0.47619047619047616,7,4,3,6,57,-1.1958583797188334,2.230779526477279,1.1174466127139735,0.5009220317162324,-0.9205465827166792,-1.221134468777188
Q2,masked_view_consensus_utility,top_all,0.18,81,0.00924999848609176,0.00011419751217397233,0.4691358024691358,7,4,3,13,68,-1.077769594391871,2.4164360352911087,1.087019592877963,0.44984414112455884,-0.8511111990299678,-1.1590133900924584
Q2,masked_view_consensus_utility,top_all,0.25,112,-0.123490066181843,-0.001102589876623598,0.44642857142857145,8,3,5,25,87,-3.8911495535376885,2.9093339626311576,3.7676594873558455,1.2950247499081993,-1.6690567706164767,-1.7612374506693258
Q2,masked_view_consensus_utility,top_decisive,0.02,7,-0.23522231393278192,-0.03360318770468313,0.5714285714285714,4,2,2,2,5,-0.13284872377200646,0.6843459288244429,-0.10237359016077546,-0.149593335546879,-1.1860124040437414,-1.6296930536345142
Q2,masked_view_consensus_utility,top_decisive,0.04,15,-0.3083347058281143,-0.02055564705520762,0.4666666666666667,5,2,3,2,13,0.43872000959077884,0.8204857301388222,-0.7470547154188931,-0.9105029959418004,-2.3475208224855737,-3.1442201336174214
Q2,masked_view_consensus_utility,top_decisive,0.06,22,-0.3242446710829967,-0.014738394140136214,0.45454545454545453,5,2,3,2,20,-0.7894739837788887,1.7181147191563244,0.46522931269589196,0.27077895760321613,-1.825245606788204,-2.3182818311706295
Q2,masked_view_consensus_utility,top_decisive,0.08,30,-0.28410194456484217,-0.009470064818828072,0.4666666666666667,6,3,3,2,28,-1.006361789596319,1.1020861331672487,0.7222598450314769,0.6553569846267808,-1.4524419670078137,-1.8598817296247048
Q2,masked_view_consensus_utility,top_decisive,0.1,37,-0.1720036850139145,-0.004648748243619311,0.4864864864864865,6,4,2,2,35,-0.44821421319472404,1.8492538094222188,0.27621052818080954,0.14936323330711906,-0.5901234065496489,-0.8922563690505688
Q2,masked_view_consensus_utility,top_decisive,0.14,52,0.07540914815369348,0.001450175926032567,0.5,7,4,3,2,50,-1.3321293774767378,1.9408971890337345,1.4075385256304314,0.7251999403075889,-0.6344323738448967,-0.8661945141437455
Q2,masked_view_consensus_utility,top_decisive,0.18,67,0.09897417555835042,0.0014772265008709017,0.4925373134328358,8,3,5,2,65,-1.5932687024660777,1.705845900025458,1.692242878024428,0.9920256442854382,-2.1871501930030632,-2.7673475495150197
Q2,masked_view_consensus_utility,top_decisive,0.25,93,0.4019275015756866,0.004321801092211684,0.5161290322580645,10,5,5,5,88,-3.404422324361092,2.8606533868077855,3.8063498259367785,1.3305875655856019,-0.7021461414975585,-0.7516868334461936
Q2,masked_view_consensus_pessimistic_utility,top_all,0.02,9,0.1550032951664071,0.017222588351823012,0.4444444444444444,3,2,1,2,7,-0.15880655841101737,0.9002732746011199,0.31380985357742447,0.34857177529396594,0.10524947700345777,-0.02004726561229969
Q2,masked_view_consensus_pessimistic_utility,top_all,0.04,18,0.03033237945181344,0.0016851321917674134,0.3888888888888889,3,2,1,2,16,-0.0984226046150553,1.0196722346720775,0.12875498406686875,0.1262709522617097,-0.1258651697875004,-0.2926149932957752
Q2,masked_view_consensus_pessimistic_utility,top_all,0.06,27,0.028183724343139316,0.0010438416423384932,0.4074074074074074,3,2,1,2,25,-1.0788685014030204,1.5012245056970694,1.1070522257461597,0.7374328233684927,0.28198787828373706,0.3506178059319829
Q2,masked_view_consensus_pessimistic_utility,top_all,0.08,36,0.2821120445257439,0.007836445681270664,0.4722222222222222,3,3,0,2,34,-1.6451970906453641,1.6436889620089896,1.927309135171108,1.172550999439374,1.839203119557347,2.3187130184132667
Q2,masked_view_consensus_pessimistic_utility,top_all,0.1,45,0.18660439897658676,0.004146764421701928,0.4444444444444444,3,3,0,3,42,-0.5399193839544895,1.5981173011502465,0.7265237829310762,0.45461230061658175,1.2419045086196774,1.433652780261712
Q2,masked_view_consensus_pessimistic_utility,top_all,0.14,63,0.5949213053636607,0.00944319532323271,0.5079365079365079,6,4,2,5,58,-1.2162593030272975,1.8922806053852124,1.8111806083909583,0.9571416645272097,0.8023264625309947,0.8672471849578085
Q2,masked_view_consensus_pessimistic_utility,top_all,0.18,81,0.447754425114821,0.00552783240882495,0.4567901234567901,6,4,2,10,71,-2.248405393879957,1.8578927350927652,2.696159818994778,1.4511924009758066,0.9964061450704507,1.2798677391130864
Q2,masked_view_consensus_pessimistic_utility,top_all,0.25,112,0.5184261662001883,0.004628805055358824,0.4732142857142857,10,8,2,22,90,-2.0545690273691486,2.5114582444890283,2.572995193569337,1.0245024774810974,1.7870497316975662,2.112007247196707
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.02,7,0.1683472602332159,0.024049608604745126,0.5714285714285714,2,2,0,2,5,-0.6370368024107639,0.6774854237382968,0.8053840626439798,1.1887843404806424,1.169110116206673,1.360981280281544
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.04,15,0.1008225540380846,0.006721503602538973,0.4666666666666667,3,2,1,2,13,-1.131384561115678,1.0684252961068048,1.2322071151537628,1.153292719335415,0.4607576496087764,0.5605644738141835
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.06,22,0.0849191316850888,0.0038599605311404,0.45454545454545453,3,2,1,2,20,-0.619781898525467,1.3071387406833153,0.7047010302105557,0.5391172400277637,0.19456712535246878,0.16197616164690654
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.08,30,0.1399468082710652,0.004664893609035507,0.4666666666666667,3,2,1,2,28,-0.8289528271725544,1.980562481189751,0.9688996354436196,0.4892042763839433,0.3413154416480597,0.36727977666110445
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.1,37,0.38008129769682353,0.010272467505319554,0.5135135135135135,3,3,0,2,35,-0.9256529829266718,1.6275935633746241,1.3057342806234953,0.8022483683925418,1.6970428624840308,2.0220553630439344
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.14,52,0.3735044545845132,0.0071827779727791,0.5,6,4,2,2,50,-2.2463355867255177,1.4921215446420257,2.619840041310031,1.7557819272280233,0.9410266617658265,1.208705509811694
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.18,67,0.4478903788037304,0.0066849310269213496,0.5074626865671642,9,5,4,2,65,-3.9190978279624233,2.4661852032651117,4.366988206766154,1.7707462525460251,0.33102281672499423,0.6200987606754134
