target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,masked_view_policy_score
S1,masked_view_consensus_pessimistic_utility,top_all,0.02,9,-0.2142528929661729,-0.023805876996241433,0.2222222222222222,4,1,3,4,5,-0.18815056646834044,0.9806700429580248,-0.02610232649783245,-0.02661682865227453,-2.1982726123278638,-2.807030706217633
S1,masked_view_consensus_pessimistic_utility,top_all,0.04,18,-0.3703013950652862,-0.020572299725849234,0.16666666666666666,5,1,4,7,11,0.2286332391164453,0.7154847232810114,-0.5989346341817315,-0.8371033156867221,-3.405305515264231,-4.35646921410643
S1,masked_view_consensus_pessimistic_utility,top_all,0.06,27,-0.5472689554438966,-0.020269220571996174,0.14814814814814814,5,1,4,10,17,-0.14741615181177686,1.522795974925978,-0.3998528036321198,-0.2625780539323768,-3.4616233902565243,-4.353655910985374
S1,masked_view_consensus_pessimistic_utility,top_all,0.08,36,-0.7760726352487634,-0.021557573201354537,0.16666666666666666,6,1,5,13,23,-1.9253958374639144,1.380336424903885,1.1493232022151512,0.8326399140667322,-3.7822121897334537,-4.497881721609301
S1,masked_view_consensus_pessimistic_utility,top_all,0.1,45,-0.8894614025200513,-0.01976580894489003,0.17777777777777778,7,1,6,15,30,-1.6390595483135442,1.6786905394617773,0.7495981457934928,0.4465374219800091,-4.820226087072106,-5.836665542877779
S1,masked_view_consensus_pessimistic_utility,top_all,0.14,63,-1.0979777982819117,-0.017428219020347805,0.20634920634920634,7,3,4,22,41,-1.3668246062950171,2.2634885864877483,0.26884680801310545,0.11877542021551547,-3.319781651233551,-4.016206297621147
S1,masked_view_consensus_pessimistic_utility,top_all,0.18,81,-1.005989781043223,-0.012419626926459544,0.2345679012345679,9,3,6,28,53,-2.253520562249107,3.1767369558031455,1.2475307812058838,0.3927082407395868,-4.347984418115106,-5.216654963746418
S1,masked_view_consensus_pessimistic_utility,top_all,0.25,112,-2.149540560093351,-0.019192326429404917,0.2767857142857143,10,2,8,34,78,-2.1607154641485273,3.612274116438245,0.011174904055176516,0.0030935924835613347,-7.648444984425684,-9.233491456071892
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.02,7,-0.4313847540131863,-0.06162639343045519,0.14285714285714285,5,1,4,3,4,-0.7775531681577251,1.2454464279946855,0.3461684141445388,0.2779472535819228,-3.0324310837044055,-3.7415391176652375
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.04,14,-0.4329550269875297,-0.030925359070537835,0.21428571428571427,6,3,3,4,10,-0.07852493955466308,1.0154035567881716,-0.35443008743286664,-0.34905342320640115,-2.166910899909673,-2.816839459911932
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.06,21,-0.6441523055646644,-0.030673919312603066,0.23809523809523808,6,3,3,7,14,-0.6202852946671162,1.5401635100592295,-0.02386701089754817,-0.015496413687031401,-2.220722067414176,-2.7903309320038763
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.08,28,-0.3675140949975766,-0.013125503392770592,0.35714285714285715,8,5,3,7,21,-0.6329967831192657,0.7776634213992406,0.26548268812168907,0.3413850784495035,-1.365456646310035,-1.8332822121873418
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.1,35,-0.33680566290753633,-0.009623018940215325,0.37142857142857144,8,5,3,7,28,-1.0677074788034957,1.3153631415548286,0.7309018158959594,0.5556654225782812,-1.1454234850861225,-1.5033456161213428
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.14,49,-1.338292773505091,-0.027312097418471244,0.3673469387755102,9,4,5,10,39,-1.3111657043615652,2.4356479891128164,-0.027127069143525695,-0.011137516285104366,-4.170329570762407,-5.133526240868671
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.18,63,-1.6702598554493915,-0.026512061197609387,0.38095238095238093,10,3,7,15,48,-2.309968769767461,1.523253586660745,0.6397089143180694,0.4199621914040132,-5.921032182964332,-7.143595126938334
S1,masked_view_consensus_pessimistic_utility,top_decisive,0.25,87,-2.6874623385987495,-0.030890371708031602,0.39080459770114945,10,3,7,20,67,-2.3352547336355705,3.3160260839875133,-0.35220760496317904,-0.10621376190734008,-7.334574767331194,-8.796787251480986
S1,masked_view_consensus_health_score,top_all,0.02,9,0.09738794542054591,0.0108208828245051,0.6666666666666666,5,4,1,3,6,-0.7088272151717847,0.6814780510640748,0.8062151605923307,1.1830390712268555,0.7812004920838804,0.8036240937779869
S1,masked_view_consensus_health_score,top_all,0.04,18,-0.15351660077558998,-0.008528700043088332,0.5,6,3,3,10,8,-0.6785039811156652,1.013474488528125,0.5249873803400753,0.5180074943006385,-1.3929702682264997,-1.8518630208622693
S1,masked_view_consensus_health_score,top_all,0.06,27,-0.23677678391155116,-0.008769510515242636,0.5185185185185185,7,4,3,16,11,-0.63040516474789,0.9536581956617288,0.39362838083633883,0.41275625022359935,-1.3262497441149912,-1.7993119433700129
S1,masked_view_consensus_health_score,top_all,0.08,36,-0.16120329807821115,-0.004477869391061421,0.5555555555555556,8,5,3,19,17,-0.42766696250950326,1.375737632688536,0.2664636644312921,0.19368785013938694,-1.1041277860688758,-1.594522941802446
S1,masked_view_consensus_health_score,top_all,0.1,45,-0.09865824969137349,-0.0021924055486971885,0.5777777777777777,8,5,3,26,19,-1.2044763680747193,1.6571484388339819,1.1058181183833458,0.6673017893082841,-0.692669507104152,-0.9827630818675941
S1,masked_view_consensus_health_score,top_all,0.14,63,-0.09973994847141737,-0.0015831737852605933,0.5396825396825397,9,6,3,37,26,-1.3205025909776071,1.485088346663562,1.2207626425061897,0.8220134817223411,-0.4513827865331277,-0.6881353630905109
S1,masked_view_consensus_health_score,top_all,0.18,81,-0.37703928634100115,-0.00465480600420989,0.5061728395061729,9,6,3,44,37,-1.920547601572526,3.0515381214892456,1.543508315231525,0.5058132173941988,-0.6590695604433869,-0.8245636675428692
S1,masked_view_consensus_health_score,top_all,0.25,112,-0.5159108405951531,-0.004606346791028153,0.49107142857142855,9,4,5,54,58,-2.947084184434185,2.620852179281914,2.431173343839032,0.9276270378992333,-2.3503624664615685,-2.7417471994777496
S1,masked_view_consensus_health_score,top_decisive,0.02,7,-0.33977714436627876,-0.04853959205232554,0.2857142857142857,3,0,3,4,3,-0.35491838427133177,0.9595093722219671,0.015141239905053006,0.015780189692144377,-2.482899691430296,-3.107673031029719
S1,masked_view_consensus_health_score,top_decisive,0.04,14,-0.14774361409473408,-0.010553115292481005,0.5,6,3,3,6,8,-0.25513502949880806,1.5130289509435642,0.10739141540407399,0.07097776637856262,-1.578058842065452,-2.1419392611949433
S1,masked_view_consensus_health_score,top_decisive,0.06,21,-0.2800364523205537,-0.013335069158121604,0.42857142857142855,8,4,4,6,15,-0.4222393344045293,0.9187644761310536,0.14220288208397563,0.15477620846073248,-2.264787822745089,-2.9918427785537025
S1,masked_view_consensus_health_score,top_decisive,0.08,28,-0.40070403643653724,-0.014310858444162045,0.42857142857142855,9,5,4,7,21,-0.8659940252588296,1.980289714667093,0.4652899888222924,0.23496056429324655,-2.0643564839194104,-2.6954977180615605
S1,masked_view_consensus_health_score,top_decisive,0.1,35,-0.5349953187627579,-0.015285580536078796,0.42857142857142855,9,5,4,9,26,-1.9811521220228698,3.041581859838702,1.446156803260112,0.4754620687199927,-1.8312942307497195,-2.232026067482636
S1,masked_view_consensus_health_score,top_decisive,0.14,49,-1.0656571642434254,-0.021748105392722965,0.42857142857142855,9,4,5,14,35,-1.1263896668178128,2.412389920994058,0.06073250257438745,0.025175243042535097,-3.8418832640381364,-4.79026842644232
S1,masked_view_consensus_health_score,top_decisive,0.18,63,-1.9854034884938239,-0.03151434108720355,0.38095238095238093,9,2,7,22,41,-2.5790670612768762,1.945947829508827,0.5936635727830524,0.30507681849461393,-6.463780222836961,-7.719231302822204
S1,masked_view_consensus_health_score,top_decisive,0.25,87,-2.3655906176826296,-0.027190696754972755,0.40229885057471265,9,2,7,32,55,-2.256385409607192,3.030328538839996,-0.10920520807543754,-0.03603741530852001,-7.1166115843387345,-8.542679415559729
S2,masked_view_gain_mean,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
S2,masked_view_gain_mean,top_all,0.02,9,0.7259091515934333,0.08065657239927036,0.7777777777777778,5,3,2,0,9,-0.4623365730668489,0.8646010668815728,1.1882457246602822,1.3743283118375333,0.6514502086305076,0.5344555137613456
S2,masked_view_gain_mean,top_all,0.04,18,0.6838702835519695,0.037992793530664974,0.6666666666666666,7,4,3,2,16,-0.698027209982136,0.9813713039702474,1.3818974935341055,1.4081291025562748,0.09168064987786728,-0.14898701122482935
S2,masked_view_gain_mean,top_all,0.06,27,1.0241828260211685,0.03793269726004328,0.7037037037037037,7,4,3,2,25,-0.2547314499417503,1.1176107615118123,1.2789142759629188,1.1443288844435502,0.3825320073488414,0.10919849813881377
S2,masked_view_gain_mean,top_all,0.08,36,-0.895413312884211,-0.024872592024561418,0.6111111111111112,8,3,5,2,34,-1.3694148231257723,1.2715876666966741,0.47400151024156134,0.3727635322800203,-3.6283475421827736,-4.512983035292725
S2,masked_view_gain_mean,top_all,0.1,45,-1.0801985832561352,-0.02400441296124745,0.6222222222222222,8,3,5,3,42,-1.9611659655797724,1.984376524275488,0.8809673823236372,0.4439517256662193,-3.659687049098462,-4.450407738872923
S2,masked_view_gain_mean,top_all,0.14,63,-3.2872225066674785,-0.05217813502646791,0.5555555555555556,9,5,4,6,57,-0.9893881390309811,2.0865767082804716,-2.297834367636497,-1.1012460546107221,-6.00714469635688,-7.313227077561043
S2,masked_view_gain_mean,top_all,0.18,81,-3.247902362399386,-0.040097560029622045,0.5308641975308642,10,4,6,14,67,-1.8392485103852156,1.9155038581817923,-1.4086538520141703,-0.7353959878479561,-7.328668340253339,-8.84045306572664
S2,masked_view_gain_mean,top_all,0.25,112,-2.455058273283881,-0.021920163154320365,0.5267857142857143,10,4,6,26,86,-1.8638280088129406,3.5085485663778466,-0.5912302644709404,-0.16851135256802627,-6.194465001105512,-7.506496760413761
S2,masked_view_gain_mean,top_decisive,0.02,7,1.0912738750359772,0.15589626786228244,0.8571428571428571,4,3,1,0,7,-0.2545848043662967,0.8674936195769354,1.3458586794022738,1.551433519544075,1.8674677647811806,1.9823296457202995
S2,masked_view_gain_mean,top_decisive,0.04,15,0.4784854009777173,0.03189902673184782,0.6666666666666666,5,3,2,0,15,-0.6279620009811028,1.2825529867651255,1.1064474019588202,0.8626913767902241,0.28534446267566027,0.1504145259953266
S2,masked_view_gain_mean,top_decisive,0.06,22,0.916843974742184,0.04167472612464473,0.6818181818181818,7,4,3,2,20,-1.1200634577769948,0.7120623158781917,2.036907432519179,2.860574681595172,0.7044554079197773,0.6419737928492739
S2,masked_view_gain_mean,top_decisive,0.08,29,0.4032244301851327,0.01390429069603906,0.6551724137931034,7,4,3,2,27,-0.7284269815513608,1.3567764145099375,1.1316514117364935,0.8340736171664966,-0.3379798691628586,-0.6465358134994457
S2,masked_view_gain_mean,top_decisive,0.1,36,-0.7536020353349232,-0.020933389870414532,0.6111111111111112,8,3,5,2,34,-1.6414607429195773,2.90023334049978,0.8878587075846541,0.30613354283819616,-3.3483492445075855,-4.139130182017462
S2,masked_view_gain_mean,top_decisive,0.14,51,-2.148963317945777,-0.04213653564599563,0.5882352941176471,8,3,5,3,48,-2.392370883980474,2.3331792888749137,0.24340756603469682,0.1043244156997771,-4.997455875322479,-5.9382091762322675
S2,masked_view_gain_mean,top_decisive,0.18,66,-3.199120714634385,-0.048471525979308865,0.5454545454545454,9,4,5,6,60,-3.7173030512204774,2.1578492831739173,0.5181823365860923,0.2401383361788424,-5.752833972302278,-6.603394722709354
S2,masked_view_gain_mean,top_decisive,0.25,91,-3.6280766600849605,-0.039868974286647915,0.5274725274725275,10,4,6,15,76,-4.457796087973729,2.844845040302691,0.8297194278887683,0.2916571609821273,-6.823893759610295,-7.799972400723487
S2,masked_view_consensus_utility,top_all,0.02,9,-0.6364013242603013,-0.07071125825114459,0.5555555555555556,3,1,2,0,9,-0.25419634795149104,0.47594124193947923,-0.38220497630881023,-0.8030507605336111,-1.9560336975773016,-2.4955574128945557
S2,masked_view_consensus_utility,top_all,0.04,18,0.24310441315891096,0.013505800731050609,0.7222222222222222,3,2,1,0,18,-1.0844526695015708,0.7512108189920569,1.3275570826604817,1.7672230605540826,0.7872494759232653,0.8957098439240359
S2,masked_view_consensus_utility,top_all,0.06,27,0.44764032889235916,0.016579271440457746,0.7037037037037037,6,4,2,0,27,0.3952914385233165,1.1458418433292041,0.05234889036904267,0.04568596501672933,0.016827333319493265,-0.36058907296566256
S2,masked_view_consensus_utility,top_all,0.08,36,0.17704651971186325,0.004917958880885091,0.6388888888888888,6,3,3,0,36,-1.7882934177605179,1.9154472937535385,1.9653399374723812,1.0260475158369262,-0.4588686394779995,-0.5902083924315021
S2,masked_view_consensus_utility,top_all,0.1,45,-0.8213791634282184,-0.018252870298404854,0.5777777777777777,7,3,4,2,43,-1.9448023398125307,0.9631726329544539,1.1234231763843123,1.1663777997286975,-2.509321049498617,-3.025383940713429
S2,masked_view_consensus_utility,top_all,0.14,63,-1.837575526437435,-0.029167865499006903,0.47619047619047616,7,3,4,6,57,-1.949691527444351,2.4975268622026725,0.11211600100691599,0.044890808865229274,-4.027179178531824,-4.788113729741977
S2,masked_view_consensus_utility,top_all,0.18,81,-2.0015580521233134,-0.02471059323609029,0.48148148148148145,9,4,5,12,69,-2.765228896202218,1.9614873053795,0.7636708440789044,0.38933254474015205,-4.476821483703163,-5.26153868681836
S2,masked_view_consensus_utility,top_all,0.25,112,-2.2590789657260735,-0.020170347908268514,0.45535714285714285,10,5,5,24,88,-3.735712467903904,2.0650628610363184,1.4766335021778305,0.7150549893850717,-4.261376741025326,-4.852985650022437
S2,masked_view_consensus_utility,top_decisive,0.02,7,-0.8097454823480346,-0.11567792604971923,0.42857142857142855,2,0,2,0,7,-0.5566896877091911,0.6933546155158221,-0.2530557946388434,-0.3649731161745887,-2.2848123220890884,-2.7931717600366572
S2,masked_view_consensus_utility,top_decisive,0.04,15,-0.08790871251124305,-0.00586058083408287,0.6666666666666666,2,1,1,0,15,-1.1139948552534042,1.0016140552965325,1.0260861427421613,1.0244326517945914,0.056998035961305815,0.06681983516122805
S2,masked_view_consensus_utility,top_decisive,0.06,22,1.293124363693836,0.05877838016790164,0.7727272727272727,4,3,1,0,22,-1.1639954049425218,1.663895270243187,2.4571197686363577,1.4767274194350206,2.421243570114609,2.798642938016944
S2,masked_view_consensus_utility,top_decisive,0.08,29,-0.17354236567929893,-0.005984219506182721,0.6551724137931034,5,2,3,0,29,-0.8864055226864856,1.3021988986574575,0.7128631570071867,0.5474303178586122,-1.4899868841133361,-1.9405969930238212
S2,masked_view_consensus_utility,top_decisive,0.1,36,0.43554343549556307,0.01209842876376564,0.6666666666666666,6,3,3,0,36,-1.548496106717927,2.0202868753183605,1.9840395422134902,0.982058323722388,-0.18850355902414329,-0.31919996450725907
S2,masked_view_consensus_utility,top_decisive,0.14,51,-1.2165568850471913,-0.02385405656955277,0.5686274509803921,7,3,4,1,50,-2.150613689261055,1.8597125525335076,0.9340568042138635,0.5022586974214844,-3.0403915259870535,-3.6123760321674743
S2,masked_view_consensus_utility,top_decisive,0.18,66,-2.1699063506099887,-0.032877368948636194,0.5151515151515151,8,3,5,3,63,-2.1527918562319606,2.851900123835695,-0.017114494378028144,-0.0060010847627475165,-5.146193501815542,-6.141765008732896
S2,masked_view_consensus_utility,top_decisive,0.25,91,-2.252235895104654,-0.024749845001150045,0.5054945054945055,9,4,5,9,82,-3.2806335613688384,3.443248346094486,1.0283976662641843,0.2986707791294366,-4.635506557076169,-5.363551128802268
S2,masked_view_consensus_pessimistic_utility,top_all,0.02,9,-0.3400320442322372,-0.037781338248026354,0.6666666666666666,2,1,1,0,9,-0.5122573580056744,0.7935079849273768,0.1722253137734372,0.2170429498440391,-0.574715556093797,-0.7774295415956923
S2,masked_view_consensus_pessimistic_utility,top_all,0.04,18,0.2431455434990215,0.01350808574994564,0.7222222222222222,3,2,1,0,18,0.07027742661347744,1.6305435595065785,0.17286811688554407,0.10601870515980326,0.21702903270272011,0.026686851467369016
S2,masked_view_consensus_pessimistic_utility,top_all,0.06,27,0.18680349437503668,0.006918647939816174,0.5185185185185185,4,1,3,3,24,-0.6143839711730095,0.9823448845301532,0.8011874655480462,0.815586743683454,-1.3197407368333203,-1.7510077367354522
S2,masked_view_consensus_pessimistic_utility,top_all,0.08,36,0.2910258825744932,0.008084052293735922,0.4722222222222222,5,2,3,5,31,-0.292589068143776,0.9002168631847122,0.5836149507182692,0.6483048414063306,-1.1246006227557017,-1.584625309484595
S2,masked_view_consensus_pessimistic_utility,top_all,0.1,45,0.24311222397982823,0.0054024938662184056,0.4666666666666667,5,2,3,9,36,-0.8630707650320717,2.094663442925793,1.1061829890119,0.5280958106887095,-1.0035808154638026,-1.3452634784439577
S2,masked_view_consensus_pessimistic_utility,top_all,0.14,63,0.36612054184460013,0.00581143717213651,0.47619047619047616,6,3,3,20,43,-2.2403714088031395,2.201651014746665,2.6064919506477398,1.1838806119541423,-0.08655254756661002,-0.051000834297594305
S2,masked_view_consensus_pessimistic_utility,top_all,0.18,81,0.3438172811117252,0.004244657791502781,0.48148148148148145,9,5,4,28,53,-1.3578283354511282,3.3369899940061845,1.7016456165628535,0.5099342879718866,-0.8410948057755689,-1.1876657763548228
S2,masked_view_consensus_pessimistic_utility,top_all,0.25,112,0.18689485151434626,0.0016687040313780916,0.4642857142857143,10,5,5,38,74,-3.38203712666454,2.3750771976766756,3.5689319781788864,1.502659358470559,-1.0012130202759875,-1.0967340495540039
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.02,7,0.0254411232928774,0.0036344461846967713,0.7142857142857143,1,1,0,0,7,0.24923003398020532,0.7445181133218547,-0.22378891068732792,-0.30058222450604655,0.367056782101708,0.25814511672493023
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.04,15,-0.08790871251124299,-0.005860580834082866,0.6666666666666666,2,1,1,0,15,-0.33320967585488026,1.213296092934664,0.24530096334363727,0.2021773289900858,-0.29850230910862807,-0.48470620762645644
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.06,22,0.3977127044676675,0.018077850203075795,0.6363636363636364,3,1,2,0,22,-0.7323629923733244,2.0078252989353187,1.1300756968409917,0.56283566973692,-0.22774996193702068,-0.4002122019052178
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.08,29,0.10411896638275592,0.003590309185612273,0.5172413793103449,4,1,3,0,29,-1.6744371254876014,1.4170709482398203,1.7785560918703573,1.255093186462927,-1.0168426000577058,-1.214396973129299
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.1,36,0.06388688739504012,0.0017746357609733365,0.5,5,2,3,1,35,-0.9762314008693806,1.0311710506005003,1.0401182882644209,1.0086767735175557,-1.146204034360657,-1.4968032925894887
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.14,51,0.6066531379389544,0.011895159567430478,0.5294117647058824,7,4,3,3,48,-0.8926438190649222,2.1799194823847317,1.4992969570038766,0.6877763005098311,-0.06452117941164692,-0.2788685297611466
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.18,66,0.31189555736526176,0.004725690263110026,0.48484848484848486,7,4,3,10,56,-2.4661100209421765,2.207394140289473,2.778005578307438,1.2585000238983768,0.1297444818596727,0.2253709168635024
S2,masked_view_consensus_pessimistic_utility,top_decisive,0.25,91,-0.5129769157142168,-0.005637108963892492,0.43956043956043955,9,4,5,23,68,-3.686502104934391,3.2771757850935126,3.1735251892201743,0.9683719755452848,-2.1015597480864736,-2.316237559010972
S2,masked_view_consensus_health_score,top_all,0.02,9,-0.15995778284798717,-0.017773086983109684,0.3333333333333333,4,1,3,7,2,-0.32584402877242996,0.8220205988554188,0.1658862459244428,0.20180302799640634,-2.015050627308125,-2.586194063518908
S2,masked_view_consensus_health_score,top_all,0.04,18,-0.26200867435090075,-0.01455603746393893,0.3333333333333333,5,2,3,13,5,-0.3083045601455277,0.9349247788070658,0.046295885794626956,0.04951830012859326,-1.9741866176432552,-2.555881531241252
S2,masked_view_consensus_health_score,top_all,0.06,27,-0.06920073194529097,-0.0025629900720478137,0.48148148148148145,8,4,4,17,10,-1.797771977696613,1.2028453313129936,1.728571245751322,1.4370685912414525,-1.3519754182896646,-1.6938108080901795
S2,masked_view_consensus_health_score,top_all,0.08,36,-0.3427603905332386,-0.009521121959256628,0.4444444444444444,8,3,5,19,17,-0.9264750076861041,1.5694464765935612,0.5837146171528655,0.3719238762571894,-3.0957123313484614,-3.9384639363226026
S2,masked_view_consensus_health_score,top_all,0.1,45,-0.301364987605166,-0.0066969997245592446,0.4444444444444444,8,4,4,25,20,-0.6389098016635515,2.270526155411642,0.3375448140583855,0.1486636977309734,-2.2128023773560783,-2.896638240612474
S2,masked_view_consensus_health_score,top_all,0.14,63,-0.9811018100144531,-0.015573044603404017,0.42857142857142855,8,3,5,34,29,-2.0840576749470254,1.415869434684938,1.1029558649325724,0.778995462373269,-3.5171677110507256,-4.230765095725912
S2,masked_view_consensus_health_score,top_all,0.18,81,-0.7891356818950108,-0.00974241582586433,0.48148148148148145,9,4,5,45,36,-2.4068912288813413,2.190164074198444,1.6177555469863305,0.7386458238652264,-2.930538139544754,-3.5118295954087415
S2,masked_view_consensus_health_score,top_all,0.25,112,-1.5600895937188912,-0.0139293713724901,0.44642857142857145,9,4,5,53,59,-4.200087536619835,2.534152768669998,2.6399979429009433,1.0417674796640204,-3.325663565737159,-3.662271546419519
S2,masked_view_consensus_health_score,top_decisive,0.02,7,-0.20260741302140634,-0.02894391614591519,0.42857142857142855,4,2,2,2,5,-0.47078249708754,0.7510514276688418,0.26817508406613366,0.3570662063695311,-1.0230395129613066,-1.3570750623558478
S2,masked_view_consensus_health_score,top_decisive,0.04,15,-0.8670961793742691,-0.057806411958284606,0.3333333333333333,6,3,3,5,10,-1.305708922322439,0.7605570428544061,0.4386127429481699,0.576699337767008,-2.1892451188990423,-2.650163534598956
S2,masked_view_consensus_health_score,top_decisive,0.06,22,-1.0967429922917438,-0.04985195419507926,0.3181818181818182,6,1,5,7,15,-1.2702242314309182,0.8856849202202987,0.17348123913917446,0.1958724092265498,-4.455073681306741,-5.423073729938382
S2,masked_view_consensus_health_score,top_decisive,0.08,29,-1.5281445502424982,-0.05269463966353442,0.3103448275862069,6,2,4,8,21,-0.7942234241684109,1.5249006679499408,-0.7339211260740873,-0.4812911040695933,-4.324525365120215,-5.293987528957269
S2,masked_view_consensus_health_score,top_decisive,0.1,36,-1.6997452923981284,-0.047215147011059125,0.3333333333333333,6,1,5,10,26,-0.7984822737148869,1.527851436781249,-0.9012630186832415,-0.589889171804523,-5.507509599451049,-6.739931210517618
S2,masked_view_consensus_health_score,top_decisive,0.14,51,-1.4283038761358884,-0.028005958355605653,0.4117647058823529,9,5,4,18,33,-1.579787311336442,2.234228787258084,0.15148343520055363,0.06780121895504662,-3.2243869048613663,-3.929366160974373
S2,masked_view_consensus_health_score,top_decisive,0.18,66,-1.2882257487367235,-0.019518571950556417,0.45454545454545453,9,5,4,24,42,-0.8074943612911044,1.5440044081973037,-0.48073138744561905,-0.31135363661745963,-3.3285261889135267,-4.190776026212914
S2,masked_view_consensus_health_score,top_decisive,0.25,91,-1.9593291448405559,-0.02153108950374237,0.45054945054945056,10,5,5,33,58,-3.0196359748963073,2.4117841897971775,1.0603068300557514,0.43963586565550855,-4.136565860063184,-4.8289575168921965
S3,masked_view_gain_mean,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
S3,masked_view_gain_mean,top_all,0.02,9,-0.772417840349635,-0.08582420448329278,0.4444444444444444,5,1,4,3,6,-0.597373818570589,0.7466341400036516,-0.175044021779046,-0.23444417071283385,-3.5015721094880288,-4.370965562355911
S3,masked_view_gain_mean,top_all,0.04,18,-1.0572588702915597,-0.05873660390508665,0.3888888888888889,7,3,4,9,9,-0.9737843258673159,1.101303134991796,-0.08347454442424385,-0.07579615618261694,-3.3579434653471956,-4.157547422577313
S3,masked_view_gain_mean,top_all,0.06,27,-3.6135431401667293,-0.13383493111728628,0.25925925925925924,9,2,7,14,13,-0.22747843743366225,0.9037094486591684,-3.386064702733067,-3.7468510567826456,-9.932610151060826,-12.17226797975101
S3,masked_view_gain_mean,top_all,0.08,36,-4.1070758652119315,-0.11408544070033143,0.3055555555555556,9,2,7,21,15,-0.5271604325532329,1.4792443356006255,-3.579915432658699,-2.420097441985557,-10.345111566396586,-12.607449620303353
S3,masked_view_gain_mean,top_all,0.1,45,-3.990606767091809,-0.08868015037981797,0.3333333333333333,9,2,7,28,17,-0.7622771079630117,1.4781003176550698,-3.2283296591287973,-2.1841072764603533,-10.072266208766257,-12.25179750922842
S3,masked_view_gain_mean,top_all,0.14,63,-7.5170164000233255,-0.11931772063529088,0.2857142857142857,9,1,8,40,23,-2.1853147672368425,1.9445625768433348,-5.3317016327864835,-2.7418514046699336,-15.35729711196559,-18.246996944171304
S3,masked_view_gain_mean,top_all,0.18,81,-6.424940314531873,-0.07932025079668979,0.3333333333333333,9,1,8,58,23,-2.4386760771968135,1.6197563822151149,-3.9862642373350594,-2.461027029190403,-13.749568833851518,-16.32896348235572
S3,masked_view_gain_mean,top_all,0.25,112,-7.032978490467279,-0.06279445080774357,0.3482142857142857,9,1,8,78,34,-2.778367085056365,2.984094959140907,-4.254611405410914,-1.4257627400154107,-14.342793756362642,-16.964691062978883
S3,masked_view_gain_mean,top_decisive,0.02,7,-0.08626571483014456,-0.012323673547163507,0.5714285714285714,4,1,3,3,4,-0.6311816831474297,0.5839651104730375,0.5449159683172852,0.9331310356467688,-1.6522320223544178,-2.145381586071364
S3,masked_view_gain_mean,top_decisive,0.04,14,-0.6786292723950809,-0.04847351945679149,0.42857142857142855,5,3,2,7,7,-0.6612306626632434,0.6936252224658777,-0.01739860973183749,-0.025083588612859878,-1.43722714466251,-1.8245876395302325
S3,masked_view_gain_mean,top_decisive,0.06,21,-2.3603493253410566,-0.1123975869210027,0.3333333333333333,7,3,4,11,10,-0.5916107420126774,0.919242812032145,-1.7687385833283793,-1.9241255522230054,-5.455153718061624,-6.673779436604944
S3,masked_view_gain_mean,top_decisive,0.08,28,-3.6430526054489007,-0.13010902162317503,0.32142857142857145,9,2,7,15,13,-1.828199646540277,1.507288420258437,-1.8148529589086237,-1.2040515501322915,-9.136156296080149,-10.969796364774634
S3,masked_view_gain_mean,top_decisive,0.1,35,-3.1038035480967574,-0.08868010137419306,0.37142857142857144,9,3,6,21,14,-3.055627609314942,1.881039092139452,-0.048175938781815475,-0.025611343742474396,-6.89322626104464,-8.081961810982163
S3,masked_view_gain_mean,top_decisive,0.14,49,-5.056914935723677,-0.10320234562701382,0.32653061224489793,9,2,7,32,17,-1.523927728678739,1.476269778331261,-3.532987207044938,-2.3931853506061334,-11.268493278964304,-13.521597104821252
S3,masked_view_gain_mean,top_decisive,0.18,64,-7.471420220417997,-0.1167409409440312,0.296875,9,1,8,45,19,-0.8401759774552403,2.8334006397472296,-6.631244242962756,-2.3403835482843456,-15.722487810283397,-18.904169157130518
S3,masked_view_gain_mean,top_decisive,0.25,88,-7.1853313995235615,-0.0816514931764041,0.3409090909090909,9,1,8,67,21,-3.7556880253898486,2.746173389522213,-3.429643374133713,-1.2488808562559162,-14.191276484277772,-16.619162986544552
S3,masked_view_consensus_utility,top_all,0.02,9,-0.6596585751303414,-0.0732953972367046,0.3333333333333333,4,1,3,5,4,-0.4719787103671541,0.8382599456610016,-0.18767986476318732,-0.22389220161914597,-2.681069081292705,-3.342046627553954
