candidate_id,family,alpha,target_subset,cell_mode,k,agree_threshold,file,basename,changed_rows,changed_cells,h010_axis_coeff,h010_axis_cos,h010_axis_public_delta_linear,mean_abs_logit_delta,l1_logit_delta,max_abs_logit_delta,max_abs_prob_delta,mean_agreement_on_changed,max_agreement_on_changed,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,h011_big_bet_gate,h011_selector_survival_gate,h011_score,h011_decision,decision_rank
rowtop_all_k20_a1,row_top,1.0,all,row_top_abs,20,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k20_a1_258c5fcc.csv,submission_h011_rowtop_all_k20_a1_258c5fcc.csv,20,40,-0.2877763305773009,-0.5364478824426354,-0.0005792557957541063,0.005430351263947686,9.50311471190845,0.42299504049083847,0.09899599878567311,0.1,1.0,0,0,0,20,0,0,20,below_selector_resolution,0.00010443981460076523,-8.699120808484893e-05,0.00032982050831379604,0.3875,-0.006259381072810294,False,False,True,True,0.1933008837496145,0.04907813232067747,0.051790613578350415,True,True,-0.0005713422149649825,public_inversion_jackpot,0
rowtop_all_k50_a0.5,row_top,0.5,all,row_top_abs,50,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k50_a0.5_17d445b6.csv,submission_h011_rowtop_all_k50_a0.5_17d445b6.csv,50,100,-0.27294616222611545,-0.738845264214313,-0.0005494046229623753,0.005760537728264386,10.080941024462675,0.2114975202454188,0.05060331569952098,0.09,1.0,0,0,0,50,0,0,50,below_selector_resolution,6.027740765506373e-05,-5.6360951737921365e-05,0.0002373004453272901,0.40625,-0.0010061277746233888,False,False,True,True,0.1985541370478014,0.04819937109634166,0.050740077327108876,True,True,-0.0005569491996905638,public_inversion_jackpot,0
mirror_S4_a0.5,mirror,0.5,S4,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S4_a0.5_7c930c9d.csv,submission_h011_mirror_S4_a0.5_7c930c9d.csv,250,250,-0.2738213014950544,-0.7400287852440572,-0.0005511661628798799,0.008364626691117618,14.63809670945583,0.2082550057077899,0.05060331569952098,0.016,1.0,0,0,0,0,0,0,250,below_selector_resolution,9.442095833683229e-05,-0.00011443358167924657,0.00042158733897720943,0.39791666666666664,0.0015781607560573507,False,False,True,True,0.20113842557848213,0.04926440630111701,0.05119152122198096,True,True,-0.0005546354488739389,public_inversion_jackpot,0
mirror_all_a0.25,mirror,0.25,all,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_all_a0.25_1ec78ee1.csv,submission_h011_mirror_all_a0.25_1ec78ee1.csv,250,500,-0.24999999999999944,-0.9999999999995762,-0.0005032170250000012,0.007500573385066928,13.126003423867123,0.10574876012270851,0.0255188941413807,0.094,1.0,0,0,0,250,0,0,250,below_selector_resolution,4.628095250554772e-05,-6.005802744736429e-05,0.0002378018140593493,0.39791666666666664,0.0013610611766894931,False,False,True,False,0.20092132599911428,0.047788054051987154,0.049864926084468436,True,True,-0.0005221079387009757,public_inversion_jackpot,0
mirror_S1_a0.5,mirror,0.5,S1,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S1_a0.5_df341751.csv,submission_h011_mirror_S1_a0.5_df341751.csv,248,250,-0.22617869850494532,-0.6725751980333546,-0.00045526788712012424,0.006636520079016264,11.613910138278461,0.2114975202454188,0.04174314644526511,0.172,1.0,0,0,0,250,0,0,0,below_selector_resolution,4.0882138321185254e-05,-1.9883141370558586e-05,0.00016349798137540542,0.29583333333333334,0.0011439615973216632,False,False,True,False,0.20070422641974645,0.04860381223108313,0.05155132425743287,True,True,-0.000472121878118095,public_inversion_jackpot,0
rowtop_all_k35_a0.5,row_top,0.5,all,row_top_abs,35,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k35_a0.5_bf19446c.csv,submission_h011_rowtop_all_k35_a0.5_bf19446c.csv,35,70,-0.219112006723627,-0.6619849042440269,-0.00044104356866097634,0.004337900012599682,7.591325022049444,0.2114975202454188,0.05060331569952098,0.12857142857142856,1.0,0,0,0,35,0,0,35,below_selector_resolution,4.761069264900314e-05,-5.350792746980271e-05,0.0002038662656400264,0.39166666666666666,-0.004488408906876573,False,False,True,False,0.1950718559155482,0.04730407326081045,0.049865424269697624,True,True,-0.00045002787736867774,public_inversion_jackpot,0
rowbottom_all_k120_a1.5,row_bottom,1.5,all,row_bottom_abs,120,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k120_a1.5_39d485a2.csv,submission_h011_rowbottom_all_k120_a1.5_39d485a2.csv,120,240,-0.20624438629997582,-0.37080487797932865,-0.00041514274598730027,0.011115727607526866,19.452523313172016,0.27805010747018183,0.06917019810152775,0.0875,1.0,0,0,0,120,0,0,120,below_selector_resolution,0.0001534709340313329,-8.450823269495621e-05,0.0006218716197497452,0.25625,0.010974405958727396,False,False,True,True,0.21053467078115218,0.052287712181724025,0.05509959898505853,True,True,-0.000403650325056236,public_inversion_jackpot,0
rowtop_all_k180_a1.5,row_top,1.5,all,row_top_abs,180,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k180_a1.5_10a8893c.csv,submission_h011_rowtop_all_k180_a1.5_10a8893c.csv,180,360,-1.4478110839370881,-0.9824496879185486,-0.0029142527456834004,0.04065146891124136,71.14007059467238,0.6344925607362604,0.1443537663260704,0.09166666666666666,1.0,0,0,0,180,0,0,180,below_selector_resolution,0.0007508079728994318,-0.0002814299093161298,0.002409902494142715,0.25,0.009044971600825819,False,False,True,True,0.2086052364232506,0.07891752536447665,0.08062502308887344,True,False,-0.002755406047882564,public_inversion_high_risk,1
mirror_all_a1.25,mirror,1.25,all,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_all_a1.25_af23b4cc.csv,submission_h011_mirror_all_a1.25_af23b4cc.csv,250,500,-1.2500000000000009,-0.9999999999999152,-0.0025160851250000133,0.037502866925334735,65.63001711933579,0.5287438006135496,0.12209746411078831,0.094,1.0,0,0,0,250,0,0,250,below_selector_resolution,0.0005892940013079597,-0.00023989578314890798,0.002075646372752818,0.25,0.0068053058834474656,False,False,True,True,0.20636557070587225,0.07412625200752593,0.07570189382058254,True,False,-0.0023992227765003847,public_inversion_high_risk,1
rowtop_all_k120_a1.5,row_top,1.5,all,row_top_abs,120,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k120_a1.5_b072a4db.csv,submission_h011_rowtop_all_k120_a1.5_b072a4db.csv,120,240,-1.2518687617181037,-0.9135530496247096,-0.002519846695848884,0.032232776775584476,56.40735935727284,0.6344925607362604,0.1443537663260704,0.1,1.0,0,0,0,120,0,0,120,below_selector_resolution,0.0006320550363538766,-0.0002087925122729364,0.0018274251074432873,0.24583333333333332,0.0009189421456518021,False,False,True,True,0.20047920696807658,0.07214583111310702,0.07403933802952473,True,False,-0.002388708249337184,public_inversion_high_risk,1
rowtop_all_k80_a1.5,row_top,1.5,all,row_top_abs,80,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k80_a1.5_cae0d304.csv,submission_h011_rowtop_all_k80_a1.5_cae0d304.csv,80,160,-1.0489330185754189,-0.8362348229116994,-0.002111363812127178,0.024545660653623038,42.95490614384032,0.6344925607362604,0.1443537663260704,0.0875,1.0,0,0,0,80,0,0,80,below_selector_resolution,0.0005219164165737426,-0.00015942331501514443,0.001360609457801936,0.2520833333333333,0.0012226614736280117,False,False,True,True,0.2007829262960528,0.06568760785732565,0.06795883862379906,True,False,-0.002005783411125155,public_inversion_high_risk,1
mirror_all_a1,mirror,1.0,all,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_all_a1_7df70546.csv,submission_h011_mirror_all_a1_7df70546.csv,250,500,-0.9999999999999997,-0.9999999999998941,-0.0020128681000000084,0.03000229354026775,52.504013695468565,0.42299504049083847,0.09899599878567311,0.094,1.0,0,0,0,250,0,0,250,below_selector_resolution,0.00041156358245345373,-0.00019117550164217121,0.0015784289954750706,0.25,0.0054442447067580835,False,False,True,True,0.20500450952918287,0.06699332622854443,0.06860923986566272,True,False,-0.0019404383562140063,public_inversion_high_risk,1
rowtop_all_k180_a1,row_top,1.0,all,row_top_abs,180,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k180_a1_19240868.csv,submission_h011_rowtop_all_k180_a1_19240868.csv,180,360,-0.9652073892913919,-0.9824496879185133,-0.0019428351637889333,0.0271009792741609,47.426713729781575,0.42299504049083847,0.09899599878567311,0.09166666666666666,1.0,0,0,0,180,0,0,180,below_selector_resolution,0.0003892832413935468,-0.00017818959355038008,0.001462764283933814,0.2520833333333333,0.0015620164615006704,False,False,True,True,0.20112228128392545,0.06562964910035872,0.06737176059092807,True,False,-0.0018743696488645685,public_inversion_high_risk,1
rowtop_all_k120_a1,row_top,1.0,all,row_top_abs,120,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k120_a1_872b5596.csv,submission_h011_rowtop_all_k120_a1_872b5596.csv,120,240,-0.8345791744787355,-0.9135530496246741,-0.0016798977972325886,0.021488517850389646,37.60490623818188,0.42299504049083847,0.09899599878567311,0.1,1.0,0,0,0,120,0,0,120,below_selector_resolution,0.0003244360649717531,-0.0001343235484770991,0.0011155795363169576,0.2520833333333333,0.0003066336084666388,False,False,True,True,0.19986689843089142,0.06158488705023917,0.06348875290202902,True,False,-0.0016256640935664193,public_inversion_high_risk,1
rowtop_all_k50_a1.5,row_top,1.5,all,row_top_abs,50,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k50_a1.5_201837bd.csv,submission_h011_rowtop_all_k50_a1.5_201837bd.csv,50,100,-0.8188384866783461,-0.738845264214454,-0.0016482138688871254,0.017281613184793154,30.242823073388017,0.6344925607362604,0.1443537663260704,0.09,1.0,0,0,0,50,0,0,50,below_selector_resolution,0.00040866490721819785,-0.0001264246680060319,0.0010148069291924672,0.24791666666666667,-0.0030183833238702773,False,False,True,True,0.1965418814985545,0.05931021864405135,0.0618101805820296,True,False,-0.0015686615707245304,public_inversion_high_risk,1
mirror_all_a0.75,mirror,0.75,all,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_all_a0.75_4978281d.csv,submission_h011_mirror_all_a0.75_4978281d.csv,250,500,-0.7500000000000011,-0.9999999999998589,-0.0015096510750000091,0.02250172015520087,39.37801027160152,0.31724628036813085,0.07513229181487707,0.094,1.0,0,0,0,250,0,0,250,below_selector_resolution,0.00025743716816299656,-0.00014390912583212996,0.001099364702926682,0.32083333333333336,0.004083183530068479,False,False,True,True,0.20364344835249326,0.06008466874209874,0.061784529296182895,True,False,-0.0014757529347866213,public_inversion_high_risk,1
rowtop_all_k80_a1,row_top,1.0,all,row_top_abs,80,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k80_a1_28e5258a.csv,submission_h011_rowtop_all_k80_a1_28e5258a.csv,80,160,-0.6992886790502789,-0.8362348229116641,-0.0014075758747514513,0.016363773769082022,28.63660409589354,0.42299504049083847,0.09899599878567311,0.0875,1.0,0,0,0,80,0,0,80,below_selector_resolution,0.00026238856863325535,-0.0001006113646109634,0.0008347875660769344,0.25833333333333336,0.0008151076490853226,False,False,True,True,0.2003753724715101,0.05765301049067727,0.05993109176853487,True,False,-0.0013668774357345503,public_inversion_high_risk,1
mirror_S4_a1.25,mirror,1.25,S4,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S4_a1.25_f93d1b7d.csv,submission_h011_mirror_S4_a1.25_f93d1b7d.csv,250,250,-0.684553253737636,-0.7400287852441845,-0.0013779154071996995,0.020911566727794036,36.595241773639565,0.5206375142694739,0.12209746411078831,0.016,1.0,0,0,0,0,0,0,250,below_selector_resolution,0.0003995567596488507,-0.00022919089917389183,0.001371699755705751,0.25416666666666665,0.003945401890143252,False,False,True,True,0.20350566671256803,0.06072522562533113,0.06245478558642398,True,False,-0.001305100742865754,public_inversion_high_risk,1
rowtop_all_k35_a1.5,row_top,1.5,all,row_top_abs,35,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k35_a1.5_48d796ff.csv,submission_h011_rowtop_all_k35_a1.5_48d796ff.csv,35,70,-0.6573360201708804,-0.661984904244168,-0.001323130705982928,0.013013700037799038,22.773975066148317,0.6344925607362604,0.1443537663260704,0.12857142857142856,1.0,0,0,0,35,0,0,35,below_selector_resolution,0.0003272879418810781,-9.225678834190566e-05,0.0008521153555097322,0.21666666666666667,-0.01346522672062972,False,False,True,True,0.18609503810179506,0.05568405618582161,0.058246178344842324,True,False,-0.0012621957023826107,public_inversion_high_risk,1
mirror_S1_a1.25,mirror,1.25,S1,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S1_a1.25_70b9b8ad.csv,submission_h011_mirror_S1_a1.25_70b9b8ad.csv,250,250,-0.5654467462623649,-0.6725751980334818,-0.0011381697178003138,0.0165913001975407,29.03477534569622,0.5287438006135496,0.10783387902262442,0.172,1.0,0,0,0,250,0,0,0,below_selector_resolution,0.0002312980307255526,-3.188366243693228e-05,0.0006690684369877031,0.1625,0.0028599039933042414,False,False,True,True,0.20242016881572902,0.05774814761697661,0.060727416988008646,True,False,-0.0011074197356971927,public_inversion_high_risk,1
mirror_S4_a1,mirror,1.0,S4,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S4_a1_4cef4f0d.csv,submission_h011_mirror_S4_a1_4cef4f0d.csv,250,250,-0.5476426029901089,-0.7400287852441634,-0.00110233232575976,0.01672925338223523,29.27619341891165,0.4165100114155793,0.09899599878567311,0.016,1.0,0,0,0,0,0,0,250,below_selector_resolution,0.0002802619746518951,-0.0001835728871732284,0.0010430063703229125,0.31875,0.0031563215121145904,False,False,True,True,0.20271658633453937,0.05676790019517305,0.05852018739830166,True,False,-0.0010593413576750533,public_inversion_high_risk,1
rowbottom_all_k180_a1.5,row_bottom,1.5,all,row_bottom_abs,180,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k180_a1.5_caff8d61.csv,submission_h011_rowbottom_all_k180_a1.5_caff8d61.csv,180,360,-0.5141097167704941,-0.5854398442028409,-0.0010348350487873674,0.02267284613797427,39.67748074145497,0.35739657840481603,0.08870332440086864,0.09722222222222222,1.0,0,0,0,180,0,0,180,below_selector_resolution,0.00034675691340006255,-0.00012654942237440232,0.0013180059937873128,0.25,0.012590796635741835,False,False,True,True,0.21215106145816662,0.06189057998167582,0.06424453546931382,True,False,-0.0009770011158613736,public_inversion_high_risk,1
mirror_S1_a1,mirror,1.0,S1,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S1_a1_1e164e2c.csv,submission_h011_mirror_S1_a1_1e164e2c.csv,249,250,-0.4523573970098905,-0.6725751980334604,-0.0009105357742402483,0.013273040158032523,23.227820276556916,0.42299504049083847,0.0854434537603066,0.172,1.0,0,0,0,250,0,0,0,below_selector_resolution,0.00015387009716682563,-2.769681962167403e-05,0.0004628019739094096,0.22291666666666668,0.0022879231946434653,False,False,True,True,0.20184818801706825,0.054572547268153214,0.05756936122121114,True,False,-0.0008991427755268089,public_inversion_high_risk,1
rowbottom_all_k180_a0.5,row_bottom,0.5,all,row_bottom_abs,180,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k180_a0.5_b6ec518f.csv,submission_h011_rowbottom_all_k180_a0.5_b6ec518f.csv,180,360,-0.17136990559016457,-0.5854398442026998,-0.0003449450162624555,0.007557615379324754,13.22582691381832,0.11913219280160531,0.02977207565075285,0.09722222222222222,1.0,0,0,0,180,0,0,180,below_selector_resolution,6.174829288391136e-05,-5.040654751900249e-05,0.00032303327890558783,0.3875,0.004196932211913917,False,False,True,True,0.2037571970343387,0.048424313705314755,0.050880085551012845,False,True,-0.0003583632384654994,reject,3
rowtop_all_k20_a0.5,row_top,0.5,all,row_top_abs,20,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowtop_all_k20_a0.5_178859bb.csv,submission_h011_rowtop_all_k20_a0.5_178859bb.csv,20,40,-0.14388816528865067,-0.5364478824425295,-0.00028962789787705356,0.0027151756319738454,4.75155735595423,0.2114975202454188,0.05060331569952098,0.1,1.0,0,0,0,20,0,0,20,below_selector_resolution,3.065830757643979e-05,-5.9268340189032206e-05,0.00014356900255424468,0.43333333333333335,-0.0031296905364051053,False,False,True,False,0.19643057428601968,0.046368068299436176,0.04910776770211992,False,True,-0.00030015969384401125,reject,3
mirror_S4_a0.25,mirror,0.25,S4,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S4_a0.25_c5ed9cb5.csv,submission_h011_mirror_S4_a0.25_c5ed9cb5.csv,249,250,-0.13691065074752728,-0.7400287852438455,-0.0002755830814399401,0.004182313345558805,7.319048354727908,0.10412750285389524,0.0255188941413807,0.016,1.0,0,0,0,0,0,0,250,below_selector_resolution,3.316815835571731e-05,-6.029351237959843e-05,0.00015299225737285476,0.4,0.000789080378028606,False,False,True,False,0.2003493452004534,0.04603418352615682,0.04829505238834765,False,True,-0.00029436556742927787,reject,3
rowbottom_all_k120_a1,row_bottom,1.0,all,row_bottom_abs,120,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_rowbottom_all_k120_a1_befdeab2.csv,submission_h011_rowbottom_all_k120_a1_befdeab2.csv,120,240,-0.1374962575333171,-0.3708048779792934,-0.00027676183065819993,0.007410485071684565,12.968348875447989,0.1853667383134548,0.04625302860321129,0.0875,1.0,0,0,0,120,0,0,120,below_selector_resolution,7.688672379719668e-05,-5.651530743271257e-05,0.0003787595910054543,0.2833333333333333,0.007316270639151634,False,False,True,True,0.20687653546157642,0.049056909504956336,0.051899388531928596,False,True,-0.00028441546228566975,reject,3
mirror_all_a0.125,mirror,0.125,all,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_all_a0.125_d40b1d96.csv,submission_h011_mirror_all_a0.125_d40b1d96.csv,250,499,-0.12500000000000072,-0.9999999999991526,-0.0002516085125000026,0.003750286692533494,6.563001711933614,0.05287438006135847,0.012805816085406596,0.094,1.0,0,0,0,249,0,0,250,below_selector_resolution,1.679819971822248e-05,-3.187443455277301e-05,9.037036836550449e-05,0.39791666666666664,0.0006805305883447188,False,False,True,False,0.2002407954107695,0.045685407294621276,0.04818610742334009,False,True,-0.0002778603242548478,reject,3
mirror_S1_a0.25,mirror,0.25,S1,all,0,0.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_mirror_S1_a0.25_0129632a.csv,submission_h011_mirror_S1_a0.25_0129632a.csv,246,250,-0.1130893492524722,-0.6725751980331428,-0.0002276339435600612,0.003318260039508124,5.806955069139217,0.10574876012270851,0.02059170791723708,0.172,1.0,0,0,0,250,0,0,0,below_selector_resolution,1.2345250794660456e-05,-9.413710104587073e-06,7.042233504854937e-05,0.41458333333333336,0.0005719807986609149,False,False,True,False,0.2001322456210857,0.046100991760612164,0.049050182449970864,False,True,-0.00025162215643966316,reject,3
badagree_all_ge1_a1.5,bad_agree,1.5,all,bad_agree,0,1.0,hitl/h011_h010_public_inversion_jackpot/submission_h011_badagree_all_ge1_a1.5_401854da.csv,submission_h011_badagree_all_ge1_a1.5_401854da.csv,47,47,-0.11731881257732443,-0.27966505272946907,-0.00023614729536677623,0.0036408726933137925,6.371527213299137,0.5093361216588298,0.1130384670983815,1.0,1.0,0,0,0,43,0,0,4,below_selector_resolution,0.00010142383679702491,-0.00011160434265820853,0.00040348906688961953,0.40208333333333335,0.01184587025245501,False,False,True,True,0.2114061350748798,0.04741136886486866,0.05052109578681242,False,True,-0.00022976008532583027,reject,3
