joint_delta_mean_vs_h012,joint_delta_p10_vs_h012,joint_delta_p90_vs_h012,joint_delta_max_vs_h012,joint_beats_h012_rate,uniform_joint_q_delta_vs_h012,candidate_id,mode,target_subset,k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,h015_joint_delta_mean,h016_joint_delta_mean,gain_vs_h015_under_joint,gain_vs_h016_under_joint,h017_decision,decision_rank,file
-0.0002937793355193029,-0.00029378473469527316,-0.00029377433053395335,-0.00029377433053395335,1.0,-0.0002832972839444652,oracle_gain_S_k500_a0.75,oracle_gain,S,500,0.75,229,500,0.0035747844182134024,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.00045843339192233156,2.509618529015806e-06,diagnostic_only,2,not_materialized
-0.00029375982589782804,-0.0002937653473220267,-0.00029375472666644655,-0.00029375472666644655,1.0,-0.0002765904777253174,h016_gain_all_k300_a0.75,h016_gain,all,300,0.75,178,300,0.0027802173505905806,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0004584138823008567,2.5291281504906827e-06,diagnostic_only,2,not_materialized
-0.0002915936287385846,-0.0002915990963569374,-0.0002915879751606456,-0.0002915879751606456,1.0,-0.000271220327675081,weight_shift_all_k500_a0.55,weight_shift,all,500,0.55,220,500,0.0024197417313959013,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.00045624768514161327,4.695325309734101e-06,diagnostic_only,2,not_materialized
-0.00028961010264633396,-0.0002896197366413448,-0.00028960119789582804,-0.00028960119789582804,1.0,-0.0002728984778724089,h015_gain_all_k300_a1.25,h015_gain,all,300,1.25,180,300,0.004671145846658188,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.00045426415904936256,6.6788514019847545e-06,diagnostic_only,2,not_materialized
-0.00028936933249426177,-0.0002893743699350877,-0.00028936468898587255,-0.00028936468898587255,1.0,-0.0002755764093731814,h015_gain_all_k500_a0.55,h015_gain,all,500,0.55,219,500,0.002956476454531865,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.00045402338889729036,6.919621554056954e-06,diagnostic_only,2,not_materialized
-0.00028926089152328397,-0.00028926667022637065,-0.0002892555501996444,-0.0002892555501996444,1.0,-0.00027258040989861393,h015_gain_all_k300_a0.75,h015_gain,all,300,0.75,180,300,0.002846583492752457,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.00045391494792631256,7.028062525034752e-06,diagnostic_only,2,not_materialized
-0.00028901235171169336,-0.00028902012109745495,-0.00028900440259080297,-0.00028900440259080297,1.0,-0.00027753611313223215,weight_shift_S_k800_a1.25,weight_shift,S,800,1.25,249,800,0.006508995230973661,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.00045366640811472195,7.2766023366253635e-06,diagnostic_only,2,not_materialized
-0.0002887003591726134,-0.0002887052942396149,-0.0002886952347056886,-0.0002886952347056886,1.0,-0.0002772559747677861,weight_shift_S_k800_a0.75,weight_shift,S,800,0.75,249,800,0.003939519473249338,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.00045335441557564204,7.588594875705332e-06,diagnostic_only,2,not_materialized
-0.00028739659560988545,-0.0002874031803340629,-0.00028739051525456384,-0.00028739051525456384,1.0,-0.00027626059536657046,consensus_S_k500_a1,consensus,S,500,1.0,228,500,0.0044550313881548615,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.0004520506520129141,8.892358438433268e-06,diagnostic_only,2,not_materialized
-0.0002862081072660738,-0.0002862208112373765,-0.00028619541148941274,-0.00028619541148941274,1.0,-0.0002769123268507354,conflict_all_k1100_a1,conflict,all,1100,1.0,248,1100,0.006137530553286449,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0004508621636691025,1.0080846782244894e-05,diagnostic_only,2,not_materialized
-0.00028505721173113015,-0.0002850637889261922,-0.0002850510423804431,-0.0002850510423804431,1.0,-0.0002764410078960913,h015_gain_S_k800_a1,h015_gain,S,800,1.0,247,800,0.005526580598636179,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.00044971126813415875,1.1231742317188568e-05,diagnostic_only,2,not_materialized
-0.00028306482811652037,-0.0002830729567205665,-0.00028305731322882425,-0.00028305731322882425,1.0,-0.0002612016578810477,consensus_all_k180_a1,consensus,all,180,1.0,133,180,0.002552883622815994,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.000447718884519549,1.322412593179835e-05,diagnostic_only,2,not_materialized
-0.0002823908472369579,-0.0002823999477013307,-0.0002823823700572112,-0.0002823823700572112,1.0,-0.0002731761847293487,h016_gain_S_k800_a1.25,h016_gain,S,800,1.25,246,800,0.006899722911429472,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.00044704490363998647,1.3898106811360844e-05,diagnostic_only,2,not_materialized
-0.00028209343186594494,-0.00028209891544262675,-0.00028208831075036966,-0.00028208831075036966,1.0,-0.00027290522918731424,h016_gain_S_k800_a0.75,h016_gain,S,800,0.75,246,800,0.004177998468118255,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.0004467474882689736,1.419552218237378e-05,diagnostic_only,2,not_materialized
-0.00028033782251898697,-0.0002803483470191155,-0.00028032808434486816,-0.00028032808434486816,1.0,-0.0002589642254364639,oracle_gain_all_k180_a1.25,oracle_gain,all,180,1.25,123,180,0.003181099102363904,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0004449918789220156,1.5951131529331748e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,oracle_gain_S_k1100_a0.55,oracle_gain,S,1100,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,oracle_gain_S_k1400_a0.55,oracle_gain,S,1400,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,oracle_gain_S_k1650_a0.55,oracle_gain,S,1650,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,consensus_S_k1100_a0.55,consensus,S,1100,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,consensus_S_k1400_a0.55,consensus,S,1400,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,consensus_S_k1650_a0.55,consensus,S,1650,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,conflict_S_k1100_a0.55,conflict,S,1100,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,conflict_S_k1400_a0.55,conflict,S,1400,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,conflict_S_k1650_a0.55,conflict,S,1650,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,weight_shift_S_k1100_a0.55,weight_shift,S,1100,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,weight_shift_S_k1400_a0.55,weight_shift,S,1400,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,weight_shift_S_k1650_a0.55,weight_shift,S,1650,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,h015_gain_S_k1100_a0.55,h015_gain,S,1100,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,h015_gain_S_k1400_a0.55,h015_gain,S,1400,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,h015_gain_S_k1650_a0.55,h015_gain,S,1650,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,h016_gain_S_k1100_a0.55,h016_gain,S,1100,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,h016_gain_S_k1400_a0.55,h016_gain,S,1400,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.00028009845223938553,-0.0002801039338362985,-0.00028009297882576574,-0.00028009297882576574,1.0,-0.000271444049318099,h016_gain_S_k1650_a0.55,h016_gain,S,1650,0.55,250,1000,0.0036211393960650564,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004447525086424142,1.6190501808933185e-05,diagnostic_only,2,not_materialized
-0.0002799125637146498,-0.00027991887668820016,-0.00027990672231638445,-0.00027990672231638445,1.0,-0.0002585938013121727,oracle_gain_all_k180_a0.75,oracle_gain,all,180,0.75,123,180,0.0019460423336540463,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0004445666201176784,1.6376390333668945e-05,diagnostic_only,2,not_materialized
-0.00027929821869678256,-0.0002793078591021503,-0.00027928815358860964,-0.00027928815358860964,1.0,-0.0002556384732115776,weight_shift_all_k300_a1.25,weight_shift,all,300,1.25,173,300,0.003577147321047686,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.00044395227509981116,1.6990735351536158e-05,diagnostic_only,2,not_materialized
-0.0002788470720629986,-0.0002788533994670717,-0.0002788403961286107,-0.0002788403961286107,1.0,-0.000255247081051878,weight_shift_all_k300_a0.75,weight_shift,all,300,0.75,173,300,0.0021869562888958654,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0004435011284660272,1.7441881985320103e-05,diagnostic_only,2,not_materialized
-0.0002776915043287973,-0.00027769573493557204,-0.000277687567751174,-0.000277687567751174,1.0,-0.00026807305108685775,h015_gain_all_k1400_a0.35,h015_gain,all,1400,0.35,250,1400,0.003330742236327218,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.0004423455607318259,1.8597449719521414e-05,diagnostic_only,2,not_materialized
-0.00027622737879707247,-0.0002762314661214895,-0.0002762236074764138,-0.0002762236074764138,1.0,-0.00026339068178584855,consensus_all_k800_a0.35,consensus,all,800,0.35,245,800,0.0025960080983698543,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.00044088143520010106,2.006157525124625e-05,diagnostic_only,2,not_materialized
-0.0002759692899648632,-0.0002759736886924447,-0.00027596520857347623,-0.00027596520857347623,1.0,-0.0002673589799488807,oracle_gain_S_k800_a0.55,oracle_gain,S,800,0.55,249,800,0.003426931035937276,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.00044062334636789185,2.0319664083455523e-05,diagnostic_only,2,not_materialized
-0.0002739469040059254,-0.00027395180686926675,-0.0002739423742939374,-0.0002739423742939374,1.0,-0.000256191603382967,consensus_all_k300_a0.55,consensus,all,300,0.55,187,300,0.0020979797011852343,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.000438600960408954,2.234205004239331e-05,diagnostic_only,2,not_materialized
-0.00027303468062819754,-0.0002730389625149822,-0.00027303067160215443,-0.00027303067160215443,1.0,-0.00026429910573331545,consensus_S_k800_a0.55,consensus,S,800,0.55,250,800,0.0033387220470338765,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004376887370312262,2.3254273420121184e-05,diagnostic_only,2,not_materialized
-0.00027102681839789427,-0.0002710310583279649,-0.0002710225338484395,-0.0002710225338484395,1.0,-0.0002568220299748976,weight_shift_all_k1100_a0.35,weight_shift,all,1100,0.35,250,1100,0.002657388448446508,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.0004356808748009229,2.526213565042445e-05,diagnostic_only,2,not_materialized
-0.0002702891532483864,-0.00027029738826380047,-0.0002702815490916713,-0.0002702815490916713,1.0,-0.00025976617818713587,consensus_S_k500_a1.25,consensus,S,500,1.25,228,500,0.005535558081974218,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.00043494320965141507,2.59998007999323e-05,diagnostic_only,2,not_materialized
-0.00026997421554342537,-0.00026997915147992946,-0.0002699696576340501,-0.0002699696576340501,1.0,-0.0002594800463396208,consensus_S_k500_a0.75,consensus,S,500,0.75,228,500,0.0033618984415193062,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.000434628271946454,2.6314738504893353e-05,diagnostic_only,2,not_materialized
-0.00026888803022389875,-0.0002689030384416861,-0.00026887317449144515,-0.00026887317449144515,1.0,-0.00026006896527619287,conflict_all_k1100_a1.25,conflict,all,1100,1.25,248,1100,0.007663520223158379,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0004335420866269274,2.7400923824419973e-05,diagnostic_only,2,not_materialized
-0.00026868983920625154,-0.00026869936855361206,-0.0002686803160265625,-0.0002686803160265625,1.0,-0.0002599042185965144,conflict_all_k1100_a0.75,conflict,all,1100,0.75,248,1100,0.004608626550077168,0.08065632842834858,0.00016465405640302862,-0.0002962889540483187,-0.0004333438956092802,2.7599114842067176e-05,diagnostic_only,2,not_materialized
-0.0002679510074967576,-0.00026795918647937086,-0.0002679433571289422,-0.0002679433571289422,1.0,-0.000259806401746023,h015_gain_S_k800_a1.25,h015_gain,S,800,1.25,247,800,0.006878246188545849,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.00043260506389978626,2.8337946551561114e-05,diagnostic_only,2,not_materialized
-0.0002676878900392631,-0.0002676928206493011,-0.00026768326508498104,-0.00026768326508498104,1.0,-0.0002595661624819417,h015_gain_S_k800_a0.75,h015_gain,S,800,0.75,247,800,0.0041633746060958056,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.00043234194644229177,2.8601064009055603e-05,diagnostic_only,2,not_materialized
-0.00026659261867011623,-0.00026660278181006044,-0.0002665832229126715,-0.0002665832229126715,1.0,-0.0002459398184135309,consensus_all_k180_a1.25,consensus,all,180,1.25,133,180,0.0031541294130429916,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0004312466750731449,2.9696335378202486e-05,diagnostic_only,2,not_materialized
-0.0002661376398888928,-0.0002661437346535083,-0.00026613200525018286,-0.00026613200525018286,1.0,-0.0002455393342072724,consensus_all_k180_a0.75,consensus,all,180,0.75,133,180,0.0019374453551874236,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0004307916962919214,3.015131415942592e-05,diagnostic_only,2,not_materialized
-0.00026583313902330067,-0.0002658372849907806,-0.0002658292880236296,-0.0002658292880236296,1.0,-0.00025449408671831435,h016_gain_all_k1100_a0.35,h016_gain,all,1100,0.35,248,1100,0.0028746616225884267,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.0004304871954263293,3.0455815025018048e-05,diagnostic_only,2,not_materialized
-0.00026372321150318345,-0.00026373108981260675,-0.0002637152539444939,-0.0002637152539444939,1.0,-0.00025539477722481954,conflict_S_k800_a1,conflict,S,800,1.0,248,800,0.004881446790631235,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.00042837726790621205,3.256574254513527e-05,diagnostic_only,2,not_materialized
-0.0002611282737372867,-0.0002611345229150991,-0.0002611224780590386,-0.0002611224780590386,1.0,-0.00024949709412419466,oracle_gain_S_k300_a1,oracle_gain,S,300,1.0,189,300,0.0032596551761277007,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.00042578233014031535,3.516068031103202e-05,diagnostic_only,2,not_materialized
-0.0002596443575893301,-0.0002596491955179415,-0.0002596391129471854,-0.0002596391129471854,1.0,-0.000246700646680264,weight_shift_S_k500_a1,weight_shift,S,500,1.0,233,500,0.0037200925111998133,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.00042429841399235877,3.66445964589886e-05,diagnostic_only,2,not_materialized
-0.0002578960582932433,-0.0002578997922123695,-0.000257892599560605,-0.000257892599560605,1.0,-0.00024457373215924886,oracle_gain_all_k500_a0.35,oracle_gain,all,500,0.35,221,500,0.0020026421476120066,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.00042255011469627196,3.8392895755075414e-05,diagnostic_only,2,not_materialized
-0.00025639062270293203,-0.00025639700619163824,-0.0002563847003150306,-0.0002563847003150306,1.0,-0.0002384628102109396,h015_gain_all_k180_a1,h015_gain,all,180,1.0,132,180,0.002593100215015254,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0004210446791059607,3.989833134538669e-05,diagnostic_only,2,not_materialized
-0.00025577723833035,-0.00025578404239446625,-0.00025577095366704973,-0.00025577095366704973,1.0,-0.00023790484150471006,h016_gain_all_k180_a1,h016_gain,all,180,1.0,129,180,0.002521002763584998,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0004204312947333786,4.051171571796874e-05,diagnostic_only,2,not_materialized
-0.00025284113205651255,-0.00025284509158658627,-0.00025283745193053787,-0.00025283745193053787,1.0,-0.0002430559709549457,h015_gain_all_k1100_a0.35,h015_gain,all,1100,0.35,250,1100,0.002848031407981808,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.0004174951884595412,4.344782199180617e-05,diagnostic_only,2,not_materialized
-0.0002508193993482071,-0.00025082344753400005,-0.0002508156606882305,-0.0002508156606882305,1.0,-0.00023612686289255436,h016_gain_all_k300_a0.55,h016_gain,all,300,0.55,178,300,0.002053331915131608,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.00041547345575123577,4.54695547001116e-05,diagnostic_only,2,not_materialized
-0.0002507277647814755,-0.0002507317229796884,-0.0002507240955328258,-0.0002507240955328258,1.0,-0.00024172223809134136,oracle_gain_S_k500_a0.55,oracle_gain,S,500,0.55,229,500,0.0026317281116273634,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.0004153818211845041,4.55611892668432e-05,diagnostic_only,2,not_materialized
-0.00024791480964433867,-0.0002479242335857139,-0.00024790540829791423,-0.00024790540829791423,1.0,-0.00024002932302806805,conflict_S_k800_a1.25,conflict,S,800,1.25,248,800,0.006084195250442476,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.00041256886604736727,4.837414440398005e-05,diagnostic_only,2,not_materialized
-0.0002476747322400418,-0.00024768064008695947,-0.000247668764847177,-0.000247668764847177,1.0,-0.00023981511124751372,conflict_S_k800_a0.75,conflict,S,800,0.75,248,800,0.003672335823934478,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.00041232878864307044,4.8614221808276925e-05,diagnostic_only,2,not_materialized
-0.0002469195853983399,-0.00024692382245976486,-0.000246915669022113,-0.000246915669022113,1.0,-0.00023264708105754026,h015_gain_all_k300_a0.55,h015_gain,all,300,0.55,180,300,0.0021005514013388016,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0004115736418013685,4.9369368649978824e-05,diagnostic_only,2,not_materialized
-0.00024646101530300193,-0.000246464633472052,-0.0002464572581445449,-0.0002464572581445449,1.0,-0.0002366278093771887,weight_shift_S_k800_a0.55,weight_shift,S,800,0.55,249,800,0.0028996570623454447,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.00041111507170603053,4.982793874531679e-05,diagnostic_only,2,not_materialized
-0.0002459823266439747,-0.0002459862235501906,-0.0002459783518007015,-0.0002459783518007015,1.0,-0.0002313625408582821,weight_shift_all_k800_a0.35,weight_shift,all,800,0.35,244,800,0.0021406713345589906,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.0004106363830470033,5.030662740434404e-05,diagnostic_only,2,not_materialized
-0.0002456051437506731,-0.00024561295785427504,-0.00024559789680636974,-0.00024559789680636974,1.0,-0.00023461501569491916,oracle_gain_S_k300_a1.25,oracle_gain,S,300,1.25,189,300,0.004050383893644238,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.0004102592001537017,5.0683810297645594e-05,diagnostic_only,2,not_materialized
-0.0002453149537761114,-0.0002453196389383947,-0.00024531060855675457,-0.00024531060855675457,1.0,-0.00023435456197800624,oracle_gain_S_k300_a0.75,oracle_gain,S,300,0.75,189,300,0.0024599731869421556,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.00040996901017914,5.0974000272207296e-05,diagnostic_only,2,not_materialized
-0.00024427480238216185,-0.00024428039132720343,-0.0002442688406641359,-0.0002442688406641359,1.0,-0.00023204684221190787,weight_shift_S_k500_a1.25,weight_shift,S,500,1.25,233,500,0.0046226271621662785,0.05525387979095353,0.00016465405640302862,-0.0002962889540483187,-0.00040892885878519045,5.201415166615687e-05,diagnostic_only,2,not_materialized
-0.00024396309829848343,-0.000243966725642583,-0.00024395916579812184,-0.00024395916579812184,1.0,-0.00023176743247918028,weight_shift_S_k500_a0.75,weight_shift,S,500,0.75,233,500,0.002807331044183531,0.033200247611076594,0.00016465405640302862,-0.0002962889540483187,-0.000408617154701512,5.232585574983529e-05,diagnostic_only,2,not_materialized
-0.0002411948375684464,-0.00024120281745834192,-0.0002411874341049493,-0.0002411874341049493,1.0,-0.00022430587708464702,h015_gain_all_k180_a1.25,h015_gain,all,180,1.25,132,180,0.0032103045451483234,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.000405848893971475,5.509411647987232e-05,diagnostic_only,2,not_materialized
-0.00024087363774714533,-0.0002408784248693965,-0.00024086919640858707,-0.00024086919640858707,1.0,-0.00022401489239434318,h015_gain_all_k180_a0.75,h015_gain,all,180,0.75,132,180,0.0019636774082079467,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.00040552769415017395,5.541531630117339e-05,diagnostic_only,2,not_materialized
-0.00024076307908454662,-0.00024076709897780254,-0.0002407593248573465,-0.0002407593248573465,1.0,-0.00023286755032380496,h016_gain_S_k800_a0.55,h016_gain,S,800,0.55,246,800,0.003075559516671379,0.02435203129542496,0.00016465405640302862,-0.0002962889540483187,-0.00040541713548757525,5.55258749637721e-05,diagnostic_only,2,not_materialized
-0.00024072630210208407,-0.0002407348095971385,-0.0002407184440888841,-0.0002407184440888841,1.0,-0.00022388386476499678,h016_gain_all_k180_a1.25,h016_gain,all,180,1.25,129,180,0.0031149770614098335,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0004053803585051127,5.556265194623465e-05,diagnostic_only,2,not_materialized
-0.00024036446729780916,-0.00024036956870547447,-0.00024035975528882198,-0.00024035975528882198,1.0,-0.00022355413941773587,h016_gain_all_k180_a0.75,h016_gain,all,180,0.75,129,180,0.0019127992951754227,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0004050185237008378,5.5924486750509556e-05,diagnostic_only,2,not_materialized
-0.00023925231270132164,-0.00023925694148769705,-0.00023924802965607876,-0.00023924802965607876,1.0,-0.00022095407212134051,oracle_gain_all_k180_a0.55,oracle_gain,all,180,0.55,123,180,0.0014386373631036474,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.00040390636910435027,5.7036641346997077e-05,diagnostic_only,2,not_materialized
-0.00023844458716586618,-0.00023844922729298912,-0.00023843969144861553,-0.00023843969144861553,1.0,-0.00021818675118823362,weight_shift_all_k300_a0.55,weight_shift,all,300,0.55,173,300,0.0016163623598536144,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0004030986435688948,5.784436688245254e-05,diagnostic_only,2,not_materialized
-0.00023682881256343618,-0.00023683404698950238,-0.0002368239779924166,-0.0002368239779924166,1.0,-0.00022544655861797438,consensus_S_k300_a1,consensus,S,300,1.0,185,300,0.003131021908039197,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.0004014828689664648,5.946014148488254e-05,diagnostic_only,2,not_materialized
-0.00023634948344835772,-0.00023635290276777368,-0.0002363463274682748,-0.0002363463274682748,1.0,-0.00022338167043647455,consensus_all_k500_a0.35,consensus,all,500,0.35,223,500,0.0019317762308662572,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.00040100353985138634,5.9939470599961e-05,diagnostic_only,2,not_materialized
-0.00023617879013992376,-0.0002361846102888533,-0.0002361733461913647,-0.0002361733461913647,1.0,-0.00022751529752472268,h015_gain_S_k500_a1,h015_gain,S,500,1.0,227,500,0.004085856717949704,0.04424223181137732,0.00016465405640302862,-0.0002962889540483187,-0.0004008328465429524,6.011016390839496e-05,diagnostic_only,2,not_materialized
-0.00023545328706669013,-0.00023545676398313095,-0.0002354500827671489,-0.0002354500827671489,1.0,-0.00022547951125382497,h016_gain_all_k800_a0.35,h016_gain,all,800,0.35,245,800,0.0024407616481436447,0.039584177967330825,0.00016465405640302862,-0.0002962889540483187,-0.00040010734346971873,6.083566698162859e-05,diagnostic_only,2,not_materialized
