candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,h048_world_delta_vs_h012,h048_world_iqr
h048_h042core_world_tail40_a0.92_0.06_c85_ade618fb,submission_h048_h042core_world_tail40_a0.92_0.06_c85_ade618fb.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.06_c85_ade618fb.csv,h042core_world_tail40_a0.92_0.06,h042core_world_tail40_a0.92_0.06,2,85,85,0.006142555493980663,0.06530560317851364,0.027852524583789923,0.411865331724943,-0.0002192516456373434,0.0010716663215887745,1.26557655961347e-05,-1.0071013744204778e-05,-5.066753247739222e-05,0.0012329291748676987
h048_h042core_world_tail40_a0.92_0.1_c85_c66e3789,submission_h048_h042core_world_tail40_a0.92_0.1_c85_c66e3789.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.1_c85_c66e3789.csv,h042core_world_tail40_a0.92_0.1,h042core_world_tail40_a0.92_0.1,2,85,85,0.006210324698750826,0.06530560317851364,0.028163927371213735,0.411865331724943,-0.00021996571771773352,0.0010746893096295743,1.2433011935644099e-05,-1.079832554193316e-05,-5.0244527136433484e-05,0.001238245542868546
h048_h042core_world_tail40_a0.92_0.16_c85_bb9ecc73,submission_h048_h042core_world_tail40_a0.92_0.16_c85_bb9ecc73.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.16_c85_bb9ecc73.csv,h042core_world_tail40_a0.92_0.16,h042core_world_tail40_a0.92_0.16,2,85,85,0.006311894139783579,0.06530560317851364,0.02863103155234939,0.411865331724943,-0.00022098002100145528,0.0010760640333152575,1.211584177216881e-05,-1.1861515461729656e-05,-4.9560388794763663e-05,0.0012417562220206906
h048_h042core_world_tail40_a0.92_0.24_c85_bb21eb1a,submission_h048_h042core_world_tail40_a0.92_0.24_c85_bb21eb1a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.24_c85_bb21eb1a.csv,h042core_world_tail40_a0.92_0.24,h042core_world_tail40_a0.92_0.24,2,85,85,0.006447161576401578,0.06530560317851364,0.029253837127196952,0.411865331724943,-0.00022222653331842359,0.0010789097605860337,1.1724563289464192e-05,-1.3227339360667384e-05,-4.855568965150023e-05,0.001248524406903625
h048_h042core_world_tail40_a0.92_0.34_c85_1ac5f8b2,submission_h048_h042core_world_tail40_a0.92_0.34_c85_1ac5f8b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.34_c85_1ac5f8b2.csv,h042core_world_tail40_a0.92_0.34,h042core_world_tail40_a0.92_0.34,2,85,85,0.006615989036644142,0.06530560317851364,0.030032344095756423,0.411865331724943,-0.00022361479988662587,0.0010774030267069754,1.1286179831132895e-05,-1.4851621288454073e-05,-4.715140878308399e-05,0.0012396915385361061
h048_h042core_world_tail40_a0.92_0.46_c85_2a0a236f,submission_h048_h042core_world_tail40_a0.92_0.46_c85_2a0a236f.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.46_c85_2a0a236f.csv,h042core_world_tail40_a0.92_0.46,h042core_world_tail40_a0.92_0.46,2,85,85,0.006818201437904983,0.06530560317851364,0.03096655245802777,0.411865331724943,-0.0002250321443179344,0.0010830694575617035,1.0834325180492029e-05,-1.6679383507272442e-05,-4.5249120996502294e-05,0.001253541576832099
h048_world_support_top45_a0.5_c45_9cfb164a,submission_h048_world_support_top45_a0.5_c45_9cfb164a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top45_a0.5_c45_9cfb164a.csv,world_support_top45_a0.5,world_support_top45_a0.5,1,45,45,0.002917297810267601,0.03750264228826794,0.013344006740209986,0.22383985419833818,-0.00011767310928701024,0.000548089954099279,-3.0303564919866804e-06,-1.75996378094522e-05,-5.710438941944282e-05,0.0006479081451583594
h048_world_support_top45_a0.58_c45_c04547e3,submission_h048_world_support_top45_a0.58_c45_c04547e3.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top45_a0.58_c45_c04547e3.csv,world_support_top45_a0.58,world_support_top45_a0.58,1,45,45,0.003380315218398029,0.04305671614590323,0.015479047818643586,0.25965423087007267,-0.00013221468471102073,0.0006352977832388054,-1.8511632937307983e-06,-1.8263266123492273e-05,-6.112751305097024e-05,0.0007511936573386271
h048_world_support_top45_a0.66_c45_5101265a,submission_h048_world_support_top45_a0.66_c45_5101265a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top45_a0.66_c45_5101265a.csv,world_support_top45_a0.66,world_support_top45_a0.66,1,45,45,0.0038422069077936128,0.048488496918805524,0.017614088897077187,0.2954686075418076,-0.00014558725326582647,0.0007218926276249277,-2.2300117409658282e-07,-1.834534533073204e-05,-6.3755200996023e-05,0.0008542016616074758
h048_world_support_top45_a0.78_c45_a5522129,submission_h048_world_support_top45_a0.78_c45_a5522129.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top45_a0.78_c45_a5522129.csv,world_support_top45_a0.78,world_support_top45_a0.78,1,45,45,0.00453286532218828,0.05640827282238181,0.020816650514727572,0.3491901725494082,-0.00016346531036698519,0.0008513232783055116,3.052951505356083e-06,-1.7387888063104833e-05,-6.509293799576298e-05,0.0010080774692090887
h048_world_support_top45_a0.92_c45_4ca82a56,submission_h048_world_support_top45_a0.92_c45_4ca82a56.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top45_a0.92_c45_4ca82a56.csv,world_support_top45_a0.92,world_support_top45_a0.92,1,45,45,0.00533520641869897,0.06530560317851364,0.024552972401986367,0.411865331724943,-0.00018103633298969385,0.0010006217405244462,8.124377611574686e-06,-1.4650156194211552e-05,-6.272832237088175e-05,0.0011863263963305902
h048_world_support_top53_a0.5_c53_da30e1e7,submission_h048_world_support_top53_a0.5_c53_da30e1e7.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top53_a0.5_c53_da30e1e7.csv,world_support_top53_a0.5,world_support_top53_a0.5,1,53,53,0.0033047560888747095,0.03750264228826794,0.014972127626576971,0.22383985419833818,-0.00013379234000753483,0.0005714854242090163,-2.7539765158195017e-06,-1.8011994430477536e-05,-5.970414152783428e-05,0.0006907288688758871
h048_world_support_top53_a0.58_c53_6bc631a2,submission_h048_world_support_top53_a0.58_c53_6bc631a2.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top53_a0.58_c53_6bc631a2.csv,world_support_top53_a0.58,world_support_top53_a0.58,1,53,53,0.0038293173532845284,0.04305671614590323,0.017367668046829286,0.25965423087007267,-0.00015042740200468615,0.0006625716524916428,-1.3904156939705286e-06,-1.8704427569394782e-05,-6.355422372054211e-05,0.0008001607974965957
h048_world_support_top53_a0.66_c53_39c01d65,submission_h048_world_support_top53_a0.66_c53_39c01d65.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top53_a0.66_c53_39c01d65.csv,world_support_top53_a0.66,world_support_top53_a0.66,1,53,53,0.004352608284549698,0.048488496918805524,0.019763208467081603,0.2954686075418076,-0.0001657603858922486,0.0007530976006056856,4.6056183153637066e-07,-1.8805101256290303e-05,-6.584746264793354e-05,0.0009098494124402127
h048_world_support_top53_a0.78_c53_52f192bc,submission_h048_world_support_top53_a0.78_c53_52f192bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top53_a0.78_c53_52f192bc.csv,world_support_top53_a0.78,world_support_top53_a0.78,1,53,53,0.005135078448112072,0.05640827282238181,0.02335651909746007,0.3491901725494082,-0.0001863303762492132,0.0008886608690172807,4.142618518132836e-06,-1.785643037949037e-05,-6.638188609128444e-05,0.0010742377851802164
h048_world_support_top53_a0.92_c53_d744534a,submission_h048_world_support_top53_a0.92_c53_d744534a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top53_a0.92_c53_d744534a.csv,world_support_top53_a0.92,world_support_top53_a0.92,1,53,53,0.006044068903486171,0.06530560317851364,0.027548714832901618,0.411865331724943,-0.00020666642741313648,0.0010473699594206489,9.796429868529696e-06,-1.5100048715532182e-05,-6.262456278852409e-05,0.0012669991824326356
h048_world_support_top59_a0.5_c59_3feb72de,submission_h048_world_support_top59_a0.5_c59_3feb72de.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top59_a0.5_c59_3feb72de.csv,world_support_top59_a0.5,world_support_top59_a0.5,1,59,59,0.003512911159910791,0.03750264228826794,0.01588751083491767,0.22383985419833818,-0.00013961213570077506,0.0005963828846989579,-2.6583692273007785e-06,-1.9027071978791657e-05,-5.2970119619637176e-05,0.0006928879415806861
h048_world_support_top59_a0.58_c59_e2e01007,submission_h048_world_support_top59_a0.58_c59_e2e01007.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top59_a0.58_c59_e2e01007.csv,world_support_top59_a0.58,world_support_top59_a0.58,1,59,59,0.0040706286135017275,0.04305671614590323,0.018429512568504506,0.25965423087007267,-0.00015697846469785138,0.0006918465972097095,-1.2365331828713695e-06,-1.978926730905816e-05,-5.546398359924948e-05,0.0008036654565094247
h048_world_support_top59_a0.66_c59_a7889560,submission_h048_world_support_top59_a0.66_c59_a7889560.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top59_a0.66_c59_a7889560.csv,world_support_top59_a0.66,world_support_top59_a0.66,1,59,59,0.004627025123592444,0.048488496918805524,0.020971514302091324,0.2954686075418076,-0.0001729877739414844,0.0007873194991010995,6.845294887568886e-07,-1.993428132719147e-05,-5.632433345829975e-05,0.0009144195680565869
h048_world_support_top59_a0.78_c59_945e4cb0,submission_h048_world_support_top59_a0.78_c59_945e4cb0.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top59_a0.78_c59_945e4cb0.csv,world_support_top59_a0.78,world_support_top59_a0.78,1,59,59,0.005459051175083327,0.05640827282238181,0.024784516902471562,0.3491901725494082,-0.00019446943645077798,0.000930645651210001,4.493812489393908e-06,-1.90045802512577e-05,-5.456590873122056e-05,0.0010805069111743315
h048_world_support_top59_a0.92_c59_0223b05a,submission_h048_world_support_top59_a0.92_c59_0223b05a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top59_a0.92_c59_0223b05a.csv,world_support_top59_a0.92,world_support_top59_a0.92,1,59,59,0.006425687521741547,0.06530560317851364,0.029233019936248505,0.411865331724943,-0.00021571357286640487,0.0010980799826291977,1.032947963631319e-05,-1.6198473540969352e-05,-4.791643758715874e-05,0.0012742092349270536
h048_world_support_top68_a0.5_c68_83ff19f1,submission_h048_world_support_top68_a0.5_c68_83ff19f1.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top68_a0.5_c68_83ff19f1.csv,world_support_top68_a0.5,world_support_top68_a0.5,1,68,68,0.0036849339691056152,0.03750264228826794,0.016668077194418263,0.22383985419833818,-0.00014116617096670387,0.00058556249705858,-3.2945155377474836e-06,-1.9850430176120184e-05,-4.799576825973794e-05,0.0006956025890404327
h048_world_support_top68_a0.58_c68_7a9f6290,submission_h048_world_support_top68_a0.58_c68_7a9f6290.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top68_a0.58_c68_7a9f6290.csv,world_support_top68_a0.58,world_support_top68_a0.58,1,68,68,0.004270031198237007,0.04305671614590323,0.0193349695455252,0.25965423087007267,-0.0001586956049784031,0.0006791343676609922,-1.9470278427082938e-06,-2.071376131815091e-05,-4.961761863729396e-05,0.0008073319513012523
h048_world_support_top68_a0.66_c68_e372d861,submission_h048_world_support_top68_a0.66_c68_e372d861.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top68_a0.66_c68_e372d861.csv,world_support_top68_a0.66,world_support_top68_a0.66,1,68,68,0.004853767061675848,0.048488496918805524,0.022001861896632103,0.2954686075418076,-0.00017484453657014596,0.0007721080806725929,-9.278734086547808e-08,-2.095150981038248e-05,-4.958505870044731e-05,0.0009191815368332012
h048_world_support_top68_a0.78_c68_920ee614,submission_h048_world_support_top68_a0.78_c68_920ee614.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top68_a0.78_c68_920ee614.csv,world_support_top68_a0.78,world_support_top68_a0.78,1,68,68,0.005726725782290514,0.05640827282238181,0.026002200423292484,0.3491901725494082,-0.00019649169539275567,0.00091128905678404,3.6303401215754072e-06,-2.0145190681631757e-05,-4.644817117898201e-05,0.0010871818320065596
h048_world_support_top68_a0.92_c68_97bff703,submission_h048_world_support_top68_a0.92_c68_97bff703.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top68_a0.92_c68_97bff703.csv,world_support_top68_a0.92,world_support_top68_a0.92,1,68,68,0.006741000060770002,0.06530560317851364,0.03066926203772959,0.411865331724943,-0.00021786244509598251,0.001074240193080497,9.386780941574033e-06,-1.7459248783558763e-05,-3.8131347474368693e-05,0.0012835256044950824
h048_world_support_top75_a0.5_c75_d7e90a68,submission_h048_world_support_top75_a0.5_c75_d7e90a68.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top75_a0.5_c75_d7e90a68.csv,world_support_top75_a0.5,world_support_top75_a0.5,1,75,75,0.003948634181563204,0.03750264228826794,0.01788186149584933,0.22383985419833818,-0.00014722753389224125,0.0005900373523501458,-2.976310226030159e-06,-2.159185962678042e-05,-5.0654842618391e-05,0.0006929268619638336
h048_world_support_top75_a0.58_c75_5dcce38e,submission_h048_world_support_top75_a0.58_c75_5dcce38e.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top75_a0.58_c75_5dcce38e.csv,world_support_top75_a0.58,world_support_top75_a0.58,1,75,75,0.004575875085950459,0.04305671614590323,0.020742959335185225,0.25965423087007267,-0.00016551049984215072,0.0006848555378464443,-1.502265451148298e-06,-2.264639697789414e-05,-5.249376238527992e-05,0.0008034031662581425
h048_world_support_top75_a0.66_c75_741e5e6e,submission_h048_world_support_top75_a0.66_c75_741e5e6e.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top75_a0.66_c75_741e5e6e.csv,world_support_top75_a0.66,world_support_top75_a0.66,1,75,75,0.005201732100657436,0.048488496918805524,0.023604057174521104,0.2954686075418076,-0.00018235333909370606,0.0007797917832209676,4.993997850883864e-07,-2.305137952840082e-05,-5.262079675879492e-05,0.0009139216740814264
h048_world_support_top75_a0.78_c75_fe08a333,submission_h048_world_support_top75_a0.78_c75_fe08a333.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top75_a0.78_c75_fe08a333.csv,world_support_top75_a0.78,world_support_top75_a0.78,1,75,75,0.006137822940760151,0.05640827282238181,0.027895703933524942,0.3491901725494082,-0.00020492962845408233,0.0009219421887230121,4.4827787033670575e-06,-2.2451085289196298e-05,-4.9615576278694576e-05,0.0010795973961469406
h048_world_support_top75_a0.92_c75_90658a45,submission_h048_world_support_top75_a0.92_c75_90658a45.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top75_a0.92_c75_90658a45.csv,world_support_top75_a0.92,world_support_top75_a0.92,1,75,75,0.007225662494163501,0.06530560317851364,0.032902625152362745,0.411865331724943,-0.0002272150561706237,0.0010883202864717626,1.0602133906773862e-05,-1.9937749940568232e-05,-4.128909185904033e-05,0.0012732533923764866
h048_world_support_top90_a0.5_c90_d7f4af57,submission_h048_world_support_top90_a0.5_c90_d7f4af57.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top90_a0.5_c90_d7f4af57.csv,world_support_top90_a0.5,world_support_top90_a0.5,1,90,90,0.004337618425171912,0.03750264228826794,0.019592600936724217,0.22383985419833818,-0.00015139146169118036,0.0006091733115990634,-3.55965408703269e-06,-2.300387769124475e-05,-4.9098270421218583e-05,0.0006992635331102143
h048_world_support_top90_a0.58_c90_0cb280d9,submission_h048_world_support_top90_a0.58_c90_0cb280d9.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top90_a0.58_c90_0cb280d9.csv,world_support_top90_a0.58,world_support_top90_a0.58,1,90,90,0.005026722387880433,0.04305671614590323,0.022727417086600112,0.25965423087007267,-0.00017013543939852708,0.000705920275996428,-2.1061874835399927e-06,-2.419760927645809e-05,-5.059727179989668e-05,0.0008110997736271176
h048_world_support_top90_a0.66_c90_fd16729d,submission_h048_world_support_top90_a0.66_c90_fd16729d.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top90_a0.66_c90_fd16729d.csv,world_support_top90_a0.66,world_support_top90_a0.66,1,90,90,0.005714334734339609,0.048488496918805524,0.025862233236475966,0.2954686075418076,-0.00018738302924071424,0.0008033232417530363,-1.0515663581815224e-07,-2.471798369384422e-05,-5.035947996294885e-05,0.000922925029007042
h048_world_support_top90_a0.78_c90_062de373,submission_h048_world_support_top90_a0.78_c90_062de373.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top90_a0.78_c90_062de373.csv,world_support_top90_a0.78,world_support_top90_a0.78,1,90,90,0.006742853165734287,0.05640827282238181,0.03056445746128978,0.3491901725494082,-0.00021046124408952396,0.0009496999652735608,3.914560313462343e-06,-2.4246249556761376e-05,-4.676044887112474e-05,0.001090643605790411
h048_world_support_top90_a0.92_c90_06f4fa44,submission_h048_world_support_top90_a0.92_c90_06f4fa44.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top90_a0.92_c90_06f4fa44.csv,world_support_top90_a0.92,world_support_top90_a0.92,1,90,90,0.007938207192414396,0.06530560317851364,0.036050385723572546,0.411865331724943,-0.00023317324056657324,0.0011192269358782623,1.013266872065503e-05,-2.1815558614054055e-05,-3.767079758748276e-05,0.0012846416232815423
h048_h047_world_sieve_q0.3_a0.5_c41_528b2e19,submission_h048_h047_world_sieve_q0.3_a0.5_c41_528b2e19.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.3_a0.5_c41_528b2e19.csv,h047_world_sieve_q0.3_a0.5,h047_world_sieve_q0.3_a0.5,1,41,41,0.0026282659681038253,0.03750264228826794,0.01213874941559414,0.22383985419833818,-0.00010576095910785163,0.0005030233862871097,-3.167279143897487e-06,-1.608116542528681e-05,-6.293633109615796e-05,0.0006347713736553156
h048_h047_world_sieve_q0.3_a0.58_c41_019f32d6,submission_h048_h047_world_sieve_q0.3_a0.58_c41_019f32d6.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.3_a0.58_c41_019f32d6.csv,h047_world_sieve_q0.3_a0.58,h047_world_sieve_q0.3_a0.58,1,41,41,0.003045223106929008,0.04305671614590323,0.014080949322089208,0.25965423087007267,-0.00011880939046790151,0.0005840169289788972,-2.1375885307280597e-06,-1.6552679061730678e-05,-6.837015993961663e-05,0.0007357263119170175
h048_h047_world_sieve_q0.3_a0.66_c41_699418a2,submission_h048_h047_world_sieve_q0.3_a0.66_c41_699418a2.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.3_a0.66_c41_699418a2.csv,h047_world_sieve_q0.3_a0.66,h047_world_sieve_q0.3_a0.66,1,41,41,0.003461120598872516,0.048488496918805524,0.016023149228584267,0.2954686075418076,-0.00013080231300690136,0.0006651502930850861,-6.940794500127449e-07,-1.645667191124983e-05,-7.253986044346174e-05,0.0008365113667447863
h048_h047_world_sieve_q0.3_a0.78_c41_b9a6028b,submission_h048_h047_world_sieve_q0.3_a0.78_c41_b9a6028b.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.3_a0.78_c41_b9a6028b.csv,h047_world_sieve_q0.3_a0.78,h047_world_sieve_q0.3_a0.78,1,41,41,0.004082923487308475,0.05640827282238181,0.01893644908832685,0.3491901725494082,-0.00014682332526133374,0.0007851966565116701,2.2390530346889817e-06,-1.5258380663450443e-05,-7.643636711888652e-05,0.0009878468517341573
h048_h047_world_sieve_q0.42_a0.5_c34_0912d872,submission_h048_h047_world_sieve_q0.42_a0.5_c34_0912d872.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.42_a0.5_c34_0912d872.csv,h047_world_sieve_q0.42_a0.5,h047_world_sieve_q0.42_a0.5,1,34,34,0.0022769651570700216,0.03750264228826794,0.010512236781671548,0.22383985419833818,-9.679455311816726e-05,0.00046112860802754183,-2.3677629676190223e-06,-1.3733057320703179e-05,-5.654616474029573e-05,0.0005823331033808275
h048_h047_world_sieve_q0.42_a0.58_c34_483c9e20,submission_h048_h047_world_sieve_q0.42_a0.58_c34_483c9e20.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.42_a0.58_c34_483c9e20.csv,h047_world_sieve_q0.42_a0.58,h047_world_sieve_q0.42_a0.58,1,34,34,0.002637270406148184,0.04305671614590323,0.012194194666738998,0.25965423087007267,-0.00010872971641046113,0.0005350312912275879,-1.2792601485040446e-06,-1.4037987115370908e-05,-6.13790249686476e-05,0.0006746662569751242
h048_h047_world_sieve_q0.42_a0.66_c34_9c1aa45b,submission_h048_h047_world_sieve_q0.42_a0.66_c34_9c1aa45b.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.42_a0.66_c34_9c1aa45b.csv,h047_world_sieve_q0.42_a0.66,h047_world_sieve_q0.42_a0.66,1,34,34,0.0029963994022648233,0.048488496918805524,0.013876152551806445,0.2954686075418076,-0.00011969870279846406,0.0006096927103859762,2.0390033991422712e-07,-1.3833542280698035e-05,-6.506490406119076e-05,0.0007667689176079258
h048_h047_world_sieve_q0.42_a0.78_c34_e390619a,submission_h048_h047_world_sieve_q0.42_a0.78_c34_e390619a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.42_a0.78_c34_e390619a.csv,h047_world_sieve_q0.42_a0.78,h047_world_sieve_q0.42_a0.78,1,34,34,0.0035328357395751193,0.05640827282238181,0.0163990893794076,0.3491901725494082,-0.00013435182927975237,0.0007215903970851502,3.1605108294228383e-06,-1.258196797325802e-05,-6.845600476410263e-05,0.0009048918507822332
h048_h047_world_sieve_q0.55_a0.5_c27_71518080,submission_h048_h047_world_sieve_q0.55_a0.5_c27_71518080.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.55_a0.5_c27_71518080.csv,h047_world_sieve_q0.55_a0.5,h047_world_sieve_q0.55_a0.5,1,27,27,0.001814100598265699,0.03750264228826794,0.008325665157820733,0.22383985419833818,-7.812872097297983e-05,0.00043482969065738954,-3.4623218873717883e-06,-1.1055330356537399e-05,-5.3199295519111945e-05,0.0005248467955837209
h048_h047_world_sieve_q0.55_a0.58_c27_fe5a981d,submission_h048_h047_world_sieve_q0.55_a0.58_c27_fe5a981d.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.55_a0.58_c27_fe5a981d.csv,h047_world_sieve_q0.55_a0.58,h047_world_sieve_q0.55_a0.58,1,27,27,0.0021007734190197198,0.04305671614590323,0.009657771583072055,0.25965423087007267,-8.770132904999692e-05,0.0005052051053504427,-2.761398857710693e-06,-1.12709096243235e-05,-5.825513346548311e-05,0.0006085868445269739
h048_h047_world_sieve_q0.55_a0.66_c27_f390e9c1,submission_h048_h047_world_sieve_q0.55_a0.66_c27_f390e9c1.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.55_a0.66_c27_f390e9c1.csv,h047_world_sieve_q0.55_a0.66,h047_world_sieve_q0.55_a0.66,1,27,27,0.002386401559967922,0.048488496918805524,0.010989878008323375,0.2954686075418076,-9.647888189006875e-05,0.0005754522803679057,-1.7240389428007084e-06,-1.107024851760669e-05,-6.23721570428383e-05,0.0006922637291713418
h048_h047_world_sieve_q0.55_a0.78_c27_43e4d728,submission_h048_h047_world_sieve_q0.55_a0.78_c27_43e4d728.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.55_a0.78_c27_43e4d728.csv,h047_world_sieve_q0.55_a0.78,h047_world_sieve_q0.55_a0.78,1,27,27,0.0028128442428869845,0.05640827282238181,0.012988037646200339,0.3491901725494082,-0.00010816483958715521,0.000680387581922969,4.550303665761133e-07,-9.998603597370383e-06,-6.679934918995109e-05,0.0008176936356870401
h048_h047_world_sieve_q0.68_a0.5_c19_2255bd17,submission_h048_h047_world_sieve_q0.68_a0.5_c19_2255bd17.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.68_a0.5_c19_2255bd17.csv,h047_world_sieve_q0.68_a0.5,h047_world_sieve_q0.68_a0.5,1,19,19,0.0013482714390354196,0.03750264228826794,0.0063609704869394814,0.22383985419833818,-6.053752577261278e-05,0.00039063415706043297,-3.6435542159327986e-06,-1.2582330684492285e-05,-4.018744464478659e-05,0.000481083049906122
h048_h047_world_sieve_q0.68_a0.58_c19_6029a1c2,submission_h048_h047_world_sieve_q0.68_a0.58_c19_6029a1c2.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h047_world_sieve_q0.68_a0.58_c19_6029a1c2.csv,h047_world_sieve_q0.68_a0.58,h047_world_sieve_q0.68_a0.58,1,19,19,0.0015609203128978083,0.04305671614590323,0.007378725764849807,0.25965423087007267,-6.789174788299867e-05,0.00045292390105655813,-3.1263786467521077e-06,-1.3295811561920665e-05,-4.3882678604717284e-05,0.0005581756360033505
