split,fold,feature_set,target,logloss,auc,average_precision,positive_rate,evaluated_rows
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,Q2,0.6862295762082129,0.4409237379162191,0.5406784234815604,0.5632183908045977,87
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,Q3,0.6743005130348283,0.4714285714285714,0.5954904071393794,0.5977011494252874,87
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,S1,0.5791932449978765,0.5188811188811189,0.7784216967197659,0.7471264367816092,87
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,S2,0.5590898748013762,0.5422222222222223,0.9107037089465545,0.8620689655172413,87
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,S3,0.5643511828616635,0.5756302521008404,0.8507178745028481,0.8045977011494253,87
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,S4,0.6657606230466937,0.6023002421307506,0.780454611434396,0.6781609195402298,87
subject_heldout,4,rhythm_conditioned_subject_relative_to_next_state,all,0.6316301617455583,0.5317329750758267,0.7215583372579957,,87
chronological_holdout,0,current_episode_identity,Q1,0.6979762404020572,0.44529206625980816,0.5131394468583794,0.5441176470588235,136
chronological_holdout,0,current_episode_identity,Q2,0.6800819447334145,0.4641975308641975,0.5763255431561013,0.5955882352941176,136
chronological_holdout,0,current_episode_identity,Q3,0.6588742033279644,0.5524278676988037,0.6705939469155846,0.6397058823529411,136
chronological_holdout,0,current_episode_identity,S1,0.6211772029776839,0.571392848212053,0.7051840143294875,0.6838235294117647,136
chronological_holdout,0,current_episode_identity,S2,0.6710693349898887,0.543040293040293,0.6739613075828059,0.6176470588235294,136
chronological_holdout,0,current_episode_identity,S3,0.662287179503474,0.5065116279069768,0.6498153043132379,0.6323529411764706,136
chronological_holdout,0,current_episode_identity,S4,0.6890201010768089,0.5429380993897123,0.5935272824196998,0.5441176470588235,136
chronological_holdout,0,current_episode_identity,all,0.6686408867158988,0.5179714761959777,0.626078120796471,,136
chronological_holdout,0,subject_next_center,Q1,0.6884992817047365,0.6548605056669572,0.6677106116202636,0.5441176470588235,136
chronological_holdout,0,subject_next_center,Q2,0.6767582614575274,0.5480359147025814,0.6785613635827304,0.5955882352941176,136
chronological_holdout,0,subject_next_center,Q3,0.6575769211560549,0.5446868402533427,0.669043827098356,0.6397058823529411,136
chronological_holdout,0,subject_next_center,S1,0.6144640306317354,0.6971742935733933,0.8249912695483781,0.6838235294117647,136
chronological_holdout,0,subject_next_center,S2,0.6615920593418105,0.6316391941391941,0.6837376387657705,0.6176470588235294,136
chronological_holdout,0,subject_next_center,S3,0.6437710313671775,0.7608139534883721,0.8330952375629509,0.6323529411764706,136
chronological_holdout,0,subject_next_center,S4,0.6862883279006285,0.6024411508282476,0.6832670530851246,0.5441176470588235,136
chronological_holdout,0,subject_next_center,all,0.6612785590799529,0.6342359789502984,0.7200581430376535,,136
chronological_holdout,0,calendar_to_next_state,Q1,0.6962971253788806,0.5176547515257193,0.5633494037675588,0.5441176470588235,136
chronological_holdout,0,calendar_to_next_state,Q2,0.6801097904610209,0.4148148148148148,0.5658797150343405,0.5955882352941176,136
chronological_holdout,0,calendar_to_next_state,Q3,0.6600994485355979,0.4953084682148722,0.6493952672352317,0.6397058823529411,136
chronological_holdout,0,calendar_to_next_state,S1,0.6218587066467192,0.5520130032508127,0.7211995040305043,0.6838235294117647,136
chronological_holdout,0,calendar_to_next_state,S2,0.6704097462353592,0.5940934065934066,0.6771099171489487,0.6176470588235294,136
chronological_holdout,0,calendar_to_next_state,S3,0.6609009447005775,0.5523255813953488,0.6809517054980057,0.6323529411764706,136
chronological_holdout,0,calendar_to_next_state,S4,0.6905811490315362,0.5294245858761988,0.5534944226351656,0.5441176470588235,136
chronological_holdout,0,calendar_to_next_state,all,0.6686081301413844,0.5222335159530247,0.6301971336213936,,136
chronological_holdout,0,absolute_context_to_next_state,Q1,0.6910624764906265,0.6416739319965126,0.6567443717268666,0.5441176470588235,136
chronological_holdout,0,absolute_context_to_next_state,Q2,0.6798253238477583,0.49719416386083054,0.6268997195430337,0.5955882352941176,136
chronological_holdout,0,absolute_context_to_next_state,Q3,0.6596543880856212,0.5146610368285246,0.6524095063118398,0.6397058823529411,136
chronological_holdout,0,absolute_context_to_next_state,S1,0.6208861340560629,0.5253813453363341,0.7062442455954091,0.6838235294117647,136
chronological_holdout,0,absolute_context_to_next_state,S2,0.6732664395003718,0.4684065934065934,0.5889735137741098,0.6176470588235294,136
chronological_holdout,0,absolute_context_to_next_state,S3,0.6651123413126456,0.446046511627907,0.6034613522406206,0.6323529411764706,136
chronological_holdout,0,absolute_context_to_next_state,S4,0.6893655666269748,0.555797733217088,0.5864262276892245,0.5441176470588235,136
chronological_holdout,0,absolute_context_to_next_state,all,0.6684532385600087,0.5213087594676844,0.6315941338401576,,136
chronological_holdout,0,subject_relative_context_to_next_state,Q1,0.691373907223377,0.6214036617262424,0.6395092391075828,0.5441176470588235,136
chronological_holdout,0,subject_relative_context_to_next_state,Q2,0.6811315972252697,0.48260381593714924,0.595628113822486,0.5955882352941176,136
chronological_holdout,0,subject_relative_context_to_next_state,Q3,0.6594063609322895,0.5334271639690359,0.6631776419999383,0.6397058823529411,136
chronological_holdout,0,subject_relative_context_to_next_state,S1,0.619398822105587,0.6359089772443112,0.7751353541792476,0.6838235294117647,136
chronological_holdout,0,subject_relative_context_to_next_state,S2,0.6718708364415821,0.5075549450549451,0.6199920986817509,0.6176470588235294,136
chronological_holdout,0,subject_relative_context_to_next_state,S3,0.6630782245569232,0.4797674418604651,0.6391115835476996,0.6323529411764706,136
chronological_holdout,0,subject_relative_context_to_next_state,S4,0.6908961453857849,0.513949433304272,0.5434913628156655,0.5441176470588235,136
chronological_holdout,0,subject_relative_context_to_next_state,all,0.6681651276958306,0.5392307770137744,0.6394350563077672,,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,Q1,0.6916324685229697,0.6185701830863121,0.6273700270477112,0.5441176470588235,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,Q2,0.6810773930291849,0.48148148148148145,0.5968453653533856,0.5955882352941176,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,Q3,0.6594165333118027,0.5334271639690359,0.6617934435816042,0.6397058823529411,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,S1,0.6193900980009106,0.6369092273068269,0.7728293607312212,0.6838235294117647,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,S2,0.6720451568136195,0.5013736263736264,0.6150398982605858,0.6176470588235294,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,S3,0.6631632333198835,0.48209302325581394,0.6414121034283424,0.6323529411764706,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,S4,0.6909950228646183,0.5108979947689625,0.541525128816638,0.5441176470588235,136
chronological_holdout,0,rhythm_conditioned_subject_relative_to_next_state,all,0.66824570083757,0.5378218143202942,0.6366879038884984,,136
