posterior_id,proxy_name,subset_size,method,temperature,top_k,weight_power,posterior_mae,posterior_p90_abs,posterior_spearman,best_mask_mae,top100_mask_mae,median_mask_mae,ess,ess_rate,inclusion_prior,inclusion_abs_shift,inclusion_min,inclusion_max,inclusion_top20_mean,inclusion_bottom20_mean,posterior_score
h017_joint_k150_soft_t0.00012_p2,h017_joint,150,soft,0.00012,0,2.0,7.156860377035063e-05,0.00010144450217339721,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,609.426676964456,0.03385703760913644,0.6,0.0483394415592088,0.49845376065120406,0.9376094059993603,0.764418247569,0.5224762442726594,5.130944745441442e-05
h017_joint_k150_soft_t6e-05_p1,h017_joint,150,soft,6e-05,0,1.0,7.156860377035088e-05,0.00010144450217339878,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,609.426676964456,0.03385703760913644,0.6,0.0483394415592088,0.4984537606512041,0.9376094059993603,0.764418247569,0.5224762442726594,5.130944745441507e-05
h012_public_k150_soft_t0.00012_p2,h012_public,150,soft,0.00012,0,2.0,7.156829580367562e-05,0.00010144651288017971,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,609.5336683458023,0.0338629815747668,0.6,0.04833707476222794,0.4984521434345494,0.9376002389793653,0.7644115386686589,0.5224826547416586,5.1309926180072746e-05
h012_public_k150_soft_t6e-05_p1,h012_public,150,soft,6e-05,0,1.0,7.156829580367693e-05,0.00010144651288018006,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,609.5336683458027,0.03386298157476681,0.6,0.048337074762228,0.4984521434345492,0.9376002389793651,0.7644115386686587,0.5224826547416582,5.130992618007413e-05
h018_submission_k150_soft_t6e-05_p1,h018_submission,150,soft,6e-05,0,1.0,7.011472260341601e-05,0.00011456172904356569,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,618.1790272756881,0.03434327929309378,0.6,0.048298117783052825,0.498728296478777,0.9418029286732283,0.7635942824863925,0.5227801347542409,5.313983185816065e-05
h018_hard_k150_soft_t6e-05_p1,h018_hard,150,soft,6e-05,0,1.0,7.011472260341645e-05,0.00011456172904356413,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,618.1790272756891,0.03434327929309384,0.6,0.048298117783052555,0.4987282964787771,0.9418029286732267,0.7635942824863917,0.5227801347542411,5.313983185816072e-05
h018_submission_k150_soft_t0.00012_p2,h018_submission,150,soft,0.00012,0,2.0,7.011472260341637e-05,0.00011456172904356569,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,618.1790272756881,0.03434327929309378,0.6,0.04829811778305283,0.498728296478777,0.9418029286732281,0.7635942824863925,0.5227801347542409,5.3139831858161e-05
h018_hard_k150_soft_t0.00012_p2,h018_hard,150,soft,0.00012,0,2.0,7.011472260341889e-05,0.00011456172904356916,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,618.179027275689,0.03434327929309383,0.6,0.04829811778305255,0.49872829647877714,0.9418029286732268,0.7635942824863917,0.5227801347542413,5.313983185816442e-05
h012_public_k150_top1000_t0.00015,h012_public,150,topk,0.00015,1000,1.0,8.533368037031323e-05,0.00011679867555635702,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,879.3622950681219,0.04885346083711788,0.6,0.04590687455116399,0.5095452948614249,0.9346055829009877,0.7621322496641396,0.5286242919551317,6.920497544108236e-05
h017_joint_k150_top1000_t0.00015,h017_joint,150,topk,0.00015,1000,1.0,8.535286939695112e-05,0.00011681410818536263,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,879.329002431124,0.04885161124617356,0.6,0.04590776376728788,0.5095466470728042,0.9346089029157458,0.7621345062469711,0.5286223265909549,6.922791591903679e-05
h018_submission_k150_top1000_t0.00015,h018_submission,150,topk,0.00015,1000,1.0,8.385211261653751e-05,0.00012817244957694034,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,880.8469831570586,0.04893594350872548,0.6,0.04583306797614313,0.5131579246357065,0.9391341608996402,0.7611599911333555,0.5284928815547515,7.057570798145498e-05
h018_hard_k150_top1000_t0.00015,h018_hard,150,topk,0.00015,1000,1.0,8.385211261653838e-05,0.00012817244957694156,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,880.846983157059,0.048935943508725495,0.6,0.04583306797614312,0.5131579246357068,0.9391341608996403,0.7611599911333556,0.5284928815547516,7.057570798145614e-05
h012_public_k125_top2500_t0.00015,h012_public,125,topk,0.00015,2500,1.0,8.608230703222039e-05,0.00011886458567910281,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1912.3489199239223,0.10624160666244013,0.5,0.03543840131080442,0.43636772619777775,0.8032135451842993,0.6406423247955113,0.4504540735470551,7.18465971743988e-05
h017_joint_k125_top2500_t0.00015,h017_joint,125,topk,0.00015,2500,1.0,8.609569533142691e-05,0.0001188707123824917,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1912.2543310766353,0.10623635172647973,0.5,0.03543921683110804,0.4363670740363828,0.8032207030232916,0.6406457449973371,0.45045239163768025,7.186141928701613e-05
h018_submission_k125_top2500_t0.00015,h018_submission,125,topk,0.00015,2500,1.0,8.463256898138226e-05,0.00013453206759272737,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1915.3334957791362,0.10640741643217423,0.5,0.0353019247070586,0.4367504530325093,0.8098155822713672,0.6400646415082222,0.4510143235842293,7.43301067944163e-05
h018_hard_k125_top2500_t0.00015,h018_hard,125,topk,0.00015,2500,1.0,8.463256898138295e-05,0.00013453206759272737,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1915.3334957791394,0.10640741643217441,0.5,0.03530192470705855,0.4367504530325092,0.809815582271367,0.6400646415082221,0.4510143235842293,7.433010679441702e-05
h012_public_k125_soft_t0.0002_p2,h012_public,125,soft,0.0002,0,2.0,9.178108574288464e-05,0.000123145528418312,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1722.5197136059141,0.09569553964477301,0.5,0.03543474187520781,0.4349650738668588,0.7954756976358915,0.6401269078779603,0.4495613619102371,7.861605070213695e-05
h017_joint_k125_soft_t0.0002_p2,h017_joint,125,soft,0.0002,0,2.0,9.17839924858505e-05,0.00012314226809928734,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1722.3410063927813,0.09568561146626563,0.5,0.035436007928593014,0.43495818570336087,0.7954872217423935,0.6401321701283954,0.4495586639678817,7.861799043894041e-05
h012_public_k150_top2500_t8e-05,h012_public,150,topk,8e-05,2500,1.0,9.507794616337882e-05,0.0001258518253794266,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,858.9771267869772,0.0477209514881654,0.6,0.04584966992084523,0.5086879193721425,0.9307255628367733,0.7595511981276066,0.5286776273956166,8.12193932455536e-05
h017_joint_k150_top2500_t8e-05,h017_joint,150,topk,8e-05,2500,1.0,9.508368496828788e-05,0.00012585391346298092,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,858.8498226491542,0.047713879036064125,0.6,0.04585167759559859,0.5086884127527599,0.930733016516532,0.7595564271836512,0.5286722830687041,8.122541315038083e-05
h018_submission_k125_soft_t0.0002_p2,h018_submission,125,soft,0.0002,0,2.0,9.054027605785034e-05,0.00013880714766590214,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1725.458535019052,0.09585880750105845,0.5,0.03539257069058033,0.4364393193912788,0.8020098551180525,0.6394067488676537,0.45008391453193247,8.129570637115547e-05
h018_hard_k125_soft_t0.0002_p2,h018_hard,125,soft,0.0002,0,2.0,9.054027605785199e-05,0.00013880714766590073,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1725.4585350190582,0.0958588075010588,0.5,0.035392570690580126,0.4364393193912799,0.8020098551180521,0.6394067488676538,0.4500839145319329,8.129570637115678e-05
h018_hard_k150_top2500_t8e-05,h018_hard,150,topk,8e-05,2500,1.0,9.348995502757151e-05,0.0001386955854308795,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,864.943862074576,0.04805243678192089,0.6,0.04579889432453144,0.5096516899598869,0.9350091624426543,0.7589121679179078,0.5289652794813933,8.284843519416717e-05
h018_submission_k150_top2500_t8e-05,h018_submission,150,topk,8e-05,2500,1.0,9.348995502757263e-05,0.00013869558543088106,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,864.9438620745743,0.048052436781920796,0.6,0.04579889432453161,0.5096516899598871,0.9350091624426545,0.758912167917908,0.5289652794813928,8.284843519416866e-05
h012_public_k150_top1000_t0.0003,h012_public,150,topk,0.0003,1000,1.0,9.681943578809118e-05,0.0001286328402585594,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,967.4594094532453,0.053747744969624735,0.6,0.04474230062537315,0.5136603159610132,0.9305485974092464,0.760141570207038,0.5307097704187131,8.378902090550581e-05
h017_joint_k150_top1000_t0.0003,h017_joint,150,topk,0.0003,1000,1.0,9.684495435742062e-05,0.00012865443506393558,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,967.4496542734654,0.05374720301519252,0.6,0.04474274987612229,0.5136611166598665,0.9305502735148116,0.7601427418920225,0.5307088998261834,8.38198842660894e-05
h018_submission_k150_top1000_t0.0003,h018_submission,150,topk,0.0003,1000,1.0,9.521964827472309e-05,0.00013879188415876772,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,967.722315480982,0.053762350860054556,0.6,0.0446977654972122,0.5173020589629578,0.93530887251942,0.7590965756701106,0.5305293134952944,8.473433858256912e-05
h018_hard_k150_top1000_t0.0003,h018_hard,150,topk,0.0003,1000,1.0,9.521964827472447e-05,0.00013879188415876945,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,967.7223154809825,0.053762350860054584,0.6,0.044697765497212216,0.5173020589629577,0.9353088725194191,0.7590965756701102,0.5305293134952943,8.473433858257091e-05
h012_public_k150_top5000_t8e-05,h012_public,150,topk,8e-05,5000,1.0,0.00010266532933002112,0.00013336287438716002,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,891.2104064531768,0.04951168924739871,0.6,0.04535391404233921,0.5101045451786306,0.9281176652783836,0.7580107920191238,0.5296354790920809,9.074402936954997e-05
h017_joint_k150_top5000_t8e-05,h017_joint,150,topk,8e-05,5000,1.0,0.00010266978280342714,0.00013336368213155033,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,891.0708410084925,0.049503935611582915,0.6,0.04535600097935961,0.5101046972262262,0.9281255515864112,0.7580162810850984,0.5296300490825302,9.074843434661112e-05
h018_hard_k150_top5000_t8e-05,h018_hard,150,topk,8e-05,5000,1.0,0.00010099423314632923,0.00014609608205239834,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,896.8811276521137,0.04982672931400632,0.6,0.04531644601089208,0.5110174033662285,0.9324756706171822,0.7573867995620516,0.5299180730420346,9.226073126594133e-05
h018_submission_k150_top5000_t8e-05,h018_submission,150,topk,8e-05,5000,1.0,0.00010099423314632941,0.00014609608205239834,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,896.8811276521124,0.049826729314006245,0.6,0.0453164460108921,0.511017403366229,0.9324756706171821,0.7573867995620517,0.5299180730420346,9.226073126594149e-05
h012_public_k150_soft_t8e-05_p1,h012_public,150,soft,8e-05,0,1.0,0.00010406592784191083,0.00013474438006054058,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,895.2295912087532,0.049734977289375176,0.6,0.04526893849893642,0.5103253134500159,0.927596148899632,0.7577289194219035,0.529766096614484,9.250020136499316e-05
h012_public_k150_soft_t0.00012_p1.5,h012_public,150,soft,0.00012,0,1.5,0.00010406592784191109,0.00013474438006054075,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,895.2295912087532,0.049734977289375176,0.6,0.04526893849893645,0.5103253134500157,0.9275961488996319,0.7577289194219035,0.5297660966144838,9.250020136499344e-05
h017_joint_k150_soft_t0.00012_p1.5,h017_joint,150,soft,0.00012,0,1.5,0.00010407012752864246,0.0001347449361578487,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,895.0884980202947,0.04972713877890526,0.6,0.045271039964101416,0.5103254166037489,0.9276041278601154,0.7577344589814508,0.5297606491861859,9.250428790023202e-05
h017_joint_k150_soft_t8e-05_p1,h017_joint,150,soft,8e-05,0,1.0,0.00010407012752864445,0.00013474493615785044,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,895.0884980202947,0.04972713877890526,0.6,0.0452710399641014,0.510325416603749,0.9276041278601156,0.757734458981451,0.5297606491861859,9.250428790023444e-05
h018_hard_k150_soft_t0.00012_p1.5,h018_hard,150,soft,0.00012,0,1.5,0.00010233701152945127,0.0001473642671572318,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,900.7345782529407,0.050040809902941144,0.6,0.045234955442917814,0.5112073097107754,0.9319652474953735,0.7571205339733182,0.5300425408659674,9.393033479342863e-05
h018_hard_k150_soft_t8e-05_p1,h018_hard,150,soft,8e-05,0,1.0,0.00010233701152945222,0.0001473642671572318,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,900.7345782529409,0.05004080990294116,0.6,0.04523495544291785,0.5112073097107754,0.9319652474953734,0.7571205339733182,0.5300425408659674,9.393033479342958e-05
h018_submission_k150_soft_t0.00012_p1.5,h018_submission,150,soft,0.00012,0,1.5,0.000102337011529453,0.00014736426715723338,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,900.7345782529393,0.050040809902941075,0.6,0.04523495544291781,0.5112073097107758,0.931965247495374,0.7571205339733188,0.5300425408659675,9.393033479343078e-05
h018_submission_k150_soft_t8e-05_p1,h018_submission,150,soft,8e-05,0,1.0,0.00010233701152945334,0.00014736426715723354,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,900.7345782529393,0.050040809902941075,0.6,0.04523495544291781,0.5112073097107758,0.9319652474953739,0.7571205339733187,0.5300425408659675,9.393033479343115e-05
h012_public_k150_elite1000,h012_public,150,elite,0.0,1000,1.0,0.00010853919219218624,0.0001405891500656834,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,1000.0,0.05555555555555555,0.6,0.043671999999999905,0.5170000000000003,0.9260000000000007,0.7581500000000005,0.5324500000000003,9.862629083642665e-05
h017_joint_k150_elite1000,h017_joint,150,elite,0.0,1000,1.0,0.00010857164240899719,0.00014061743651954715,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,1000.0,0.05555555555555555,0.6,0.043671999999999905,0.5170000000000003,0.9260000000000007,0.7581500000000005,0.5324500000000003,9.866581266670355e-05
h018_hard_k150_elite1000,h018_hard,150,elite,0.0,1000,1.0,0.00010683553526034256,0.00014940146025383793,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,1000.0,0.05555555555555555,0.6,0.043647999999999895,0.5160000000000003,0.9310000000000007,0.7573000000000005,0.5315500000000004,9.912859145162161e-05
h018_submission_k150_elite1000,h018_submission,150,elite,0.0,1000,1.0,0.00010683553526034422,0.00014940146025383967,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,1000.0,0.05555555555555555,0.6,0.043647999999999895,0.5160000000000003,0.9310000000000007,0.7573000000000005,0.5315500000000004,9.91285914516237e-05
h012_public_k125_top2500_t0.0003,h012_public,125,topk,0.0003,2500,1.0,0.00011017085106218745,0.000142810560270784,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,2316.3901984821277,0.1286883443601182,0.5,0.03418880411169516,0.43779332859096753,0.7992040324333545,0.6358383670594027,0.45294194890889783,0.00010207158651617928
h017_joint_k125_top2500_t0.0003,h017_joint,125,topk,0.0003,2500,1.0,0.00011019260973758137,0.0001428238650367143,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,2316.352932800034,0.12868627404444632,0.5,0.03418924763117855,0.43779275156551356,0.7992078180073545,0.6358403143262354,0.45294122753821864,0.00010209661816071776
h018_hard_k125_top2500_t0.0003,h018_hard,125,topk,0.0003,2500,1.0,0.00010830029689431206,0.00015830025818990072,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,2317.5088715484208,0.12875049286380116,0.5,0.033976367802761344,0.43849377816321217,0.8060546370311817,0.6355134832223663,0.4535128641640286,0.00010409894918515514
h018_submission_k125_top2500_t0.0003,h018_submission,125,topk,0.0003,2500,1.0,0.00010830029689431492,0.00015830025818990262,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,2317.50887154842,0.1287504928638011,0.5,0.033976367802761295,0.43849377816321206,0.8060546370311813,0.6355134832223657,0.45351286416402853,0.00010409894918515846
h012_public_k125_soft_t0.00012_p1,h012_public,125,soft,0.00012,0,1.0,0.00011898595843863247,0.00015015963093368374,0.9954887218045112,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,2125.0148001881475,0.11805637778823042,0.5,0.03405245194003154,0.43957122293754536,0.7883703890661228,0.6349450164707696,0.452146513666123,0.00011262002306706917
h017_joint_k125_soft_t0.00012_p1,h017_joint,125,soft,0.00012,0,1.0,0.00011899015029857946,0.00015016062618112324,0.9954887218045112,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,2124.806165634314,0.1180447869796841,0.5,0.034053647304999136,0.4395655926676545,0.7883808566700246,0.6349500430554349,0.4521440607047348,0.00011262432029507993
h018_submission_k125_soft_t0.00012_p1,h018_submission,125,soft,0.00012,0,1.0,0.00011745145768847689,0.00016522445957467031,0.9954887218045112,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,2126.303796658084,0.1181279887032269,0.5,0.034010959530294066,0.44092625093359095,0.7948998605023655,0.6342867348089487,0.45260866952429124,0.00011485670856632874
h018_hard_k125_soft_t0.00012_p1,h018_hard,125,soft,0.00012,0,1.0,0.00011745145768847827,0.00016522445957467031,0.9954887218045112,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,2126.303796658091,0.11812798870322727,0.5,0.03401095953029394,0.44092625093359145,0.7948998605023652,0.6342867348089486,0.45260866952429135,0.00011485670856633013
h012_public_k125_top5000_t0.00015,h012_public,125,topk,0.00015,5000,1.0,0.00013259888725833104,0.0001639542544749728,0.9954887218045112,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,2514.343359054962,0.13968574216972013,0.5,0.033339625282064404,0.44368911132831884,0.785969021141438,0.6321382996905673,0.4539050980578304,0.00012976714697104604
h017_joint_k125_top5000_t0.00015,h017_joint,125,topk,0.00015,5000,1.0,0.00013260770400351515,0.0001639596827343143,0.9954887218045112,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,2514.1494418805314,0.13967496899336285,0.5,0.03334060050530442,0.4436847452215868,0.785977458187563,0.6321425060251774,0.4539030283944771,0.00012977720375427674
h018_submission_k125_top5000_t0.00015,h018_submission,125,topk,0.00015,5000,1.0,0.00013112128474818165,0.00017893769969143006,0.9954887218045112,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,2516.364127916262,0.139798007106459,0.5,0.033266640818498165,0.4433472450449324,0.7923284328305891,0.6315341189259982,0.45436155299888237,0.00013204416390063894
h018_hard_k125_top5000_t0.00015,h018_hard,125,topk,0.00015,5000,1.0,0.00013112128474818406,0.00017893769969143196,0.9954887218045112,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,2516.364127916268,0.13979800710645934,0.5,0.03326664081849807,0.44334724504493295,0.7923284328305893,0.631534118925998,0.4543615529988826,0.00013204416390064184
h012_public_k125_soft_t0.0002_p1.5,h012_public,125,soft,0.0002,0,1.5,0.0001378051115117981,0.00016883349566224293,0.9954887218045112,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,2405.606600256912,0.13364481112538398,0.5,0.03314525023459912,0.44209244528155306,0.7828181432636215,0.6314337320243072,0.4537371619880964,0.00013621650652702647
h017_joint_k125_soft_t0.0002_p1.5,h017_joint,125,soft,0.0002,0,1.5,0.00013781023305997722,0.0001688353366283173,0.9954887218045112,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,2405.380619699891,0.13363225664999395,0.5,0.03314639217034632,0.44208748164687955,0.7828280293540614,0.6314385815365625,0.4537348756306283,0.00013622195128443456
h012_public_k125_elite2500,h012_public,125,elite,0.0,2500,1.0,0.0001376795033328224,0.0001699781972258234,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,2499.9999999999995,0.13888888888888887,0.5,0.03291839999999514,0.4396000000000085,0.792799999999978,0.6306399999999959,0.45496000000000886,0.00013652459651897808
h017_joint_k125_elite2500,h017_joint,125,elite,0.0,2500,1.0,0.00013771189418645128,0.00017000084288421253,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,2499.9999999999995,0.13888888888888887,0.5,0.03291839999999514,0.4396000000000085,0.792799999999978,0.6306399999999959,0.45496000000000886,0.00013656264878720423
h012_public_k150_soft_t0.0002_p2,h012_public,150,soft,0.0002,0,2.0,0.00013947638553387314,0.00017031977697393893,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,1223.7235814935261,0.067984643416307,0.6,0.042550238368954864,0.5195333233926879,0.91578362888313,0.750647454691965,0.535673182304476,0.00013713075230090284
h017_joint_k150_soft_t0.0002_p2,h017_joint,150,soft,0.0002,0,2.0,0.0001394831464795682,0.00017032284688129503,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,1223.552541391019,0.06797514118838995,0.6,0.042552042895861106,0.5195327717618173,0.9157908284158199,0.7506521086195813,0.5356687065841957,0.00013713806418020816
h018_hard_k150_soft_t0.0002_p2,h018_hard,150,soft,0.0002,0,2.0,0.00013739577317102553,0.00018216745469760612,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,1225.4537971580953,0.06808076650878307,0.6,0.042536686427270716,0.5206493186339453,0.9203858609702391,0.7504082982285901,0.5359009442240601,0.00013801368560197415
h018_submission_k150_soft_t0.0002_p2,h018_submission,150,soft,0.0002,0,2.0,0.00013739577317102951,0.0001821674546976127,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,1225.4537971580926,0.06808076650878292,0.6,0.04253668642727072,0.5206493186339458,0.920385860970239,0.7504082982285899,0.53590094422406,0.00013801368560197976
h018_hard_k125_elite2500,h018_hard,125,elite,0.0,2500,1.0,0.00013538073669084778,0.0001851200088942388,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,2500.0,0.1388888888888889,0.5,0.032636799999995234,0.4408000000000085,0.7999999999999772,0.6305999999999959,0.45542000000000904,0.0001380450747941073
h018_submission_k125_elite2500,h018_submission,125,elite,0.0,2500,1.0,0.00013538073669084927,0.00018512000889424208,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,2500.0,0.1388888888888889,0.5,0.032636799999995234,0.4408000000000085,0.7999999999999772,0.6305999999999959,0.45542000000000904,0.00013804507479410962
h018_hard_k125_soft_t0.0002_p1.5,h018_hard,125,soft,0.0002,0,1.5,0.0001360900063149295,0.00018331341505109917,0.9954887218045112,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,2405.245184902406,0.1336247324945781,0.5,0.033102972229963695,0.44316328738072475,0.7893502018336094,0.6308686962959834,0.4541774678175914,0.0001381264545379282
h018_submission_k125_soft_t0.0002_p1.5,h018_submission,125,soft,0.0002,0,1.5,0.00013609000631493068,0.00018331341505110072,0.9954887218045112,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,2405.2451849023983,0.13362473249457768,0.5,0.03310297222996371,0.44316328738072486,0.7893502018336094,0.6308686962959835,0.4541774678175914,0.00013812645453792978
h012_public_k150_top2500_t0.00015,h012_public,150,topk,0.00015,2500,1.0,0.00015420310292516237,0.000185677773735591,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,1584.45345768769,0.08802519209376056,0.6,0.040971900392314714,0.5256449317047746,0.9115845600510327,0.7484033983983448,0.5386934488772762,0.0001558863694398019
h017_joint_k150_top2500_t0.00015,h017_joint,150,topk,0.00015,2500,1.0,0.000154218959133877,0.00018568981209744092,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,1584.3346782355661,0.08801859323530922,0.6,0.040973051625434735,0.5256447863238223,0.9115889667073233,0.7484063195273094,0.5386911381845257,0.0001559050970910046
h018_hard_k150_top2500_t0.00015,h018_hard,150,topk,0.00015,2500,1.0,0.00015226856535897337,0.00019766050666985408,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,1584.6663495831838,0.08803701942128798,0.6,0.04090274632929932,0.5273602768990135,0.9161652056492474,0.7482175910752477,0.53886992537764,0.00015695581359474053
h018_submission_k150_top2500_t0.00015,h018_submission,150,topk,0.00015,2500,1.0,0.00015226856535897554,0.00019766050666985755,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,1584.666349583182,0.08803701942128789,0.6,0.04090274632929934,0.5273602768990134,0.9161652056492463,0.7482175910752472,0.5388699253776398,0.00015695581359474357
h012_public_k150_soft_t0.00012_p1,h012_public,150,soft,0.00012,0,1.0,0.0001763227869121948,0.00020705907939358385,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,1601.4855364961982,0.08897141869423324,0.6,0.03996174491395776,0.5273028274743495,0.9029454255326047,0.7435610783242964,0.5403572638430238,0.0001834725984987354
h017_joint_k150_soft_t0.00012_p1,h017_joint,150,soft,0.00012,0,1.0,0.0001763320126950489,0.00020706456528460083,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,1601.2882659981053,0.08896045922211696,0.6,0.03996330971046362,0.5273019792843747,0.9029519496980584,0.7435652566465075,0.5403542187297933,0.00018348300797876301
h018_hard_k150_soft_t0.00012_p1,h018_hard,150,soft,0.00012,0,1.0,0.000173954283907792,0.00021799139364863895,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,1598.6670889601457,0.08881483827556365,0.6,0.03997395209687072,0.5285108948656704,0.9077727716350762,0.7434543670099863,0.5405348294975894,0.0001838357091961468
h018_submission_k150_soft_t0.00012_p1,h018_submission,150,soft,0.00012,0,1.0,0.00017395428390779236,0.00021799139364864052,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,1598.667088960143,0.0888148382755635,0.6,0.0399739520968708,0.5285108948656706,0.907772771635076,0.7434543670099865,0.5405348294975891,0.00018383570919614756
h012_public_k125_soft_t0.00035_p2,h012_public,125,soft,0.00035,0,2.0,0.00019747799577127107,0.00022779095637035255,0.9954887218045112,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,3343.645969115028,0.18575810939527934,0.5,0.030403831523720348,0.448269893571647,0.7634549399162384,0.6205257567237059,0.45814399569534175,0.0002109577262088323
