name,mode,base,jepa,weight,mean_expected,p90_expected,mean_regret,p90_regret,max_regret,mean_delta_vs_base,p90_delta_vs_base,win_rate_vs_base,score,min_prob,max_prob,mean_abs_delta_vs_stage2,mean_abs_delta_vs_raw05
minimax_r05__multifeature_raw__logit__w0.075,logit,minimax_r05,multifeature_raw,0.075,0.574667767914456,0.5809035114957609,3.945491410186443e-05,5.365110240080906e-05,9.071799697690786e-05,3.352676386555491e-05,5.192296940086383e-05,0.0012554927809165098,0.5847901394831712,0.08019115305591712,0.9756271105515104,0.016176432863075716,0.018018849415337622
minimax_r01__multifeature_raw__prob__w0.075,prob,minimax_r01,multifeature_raw,0.075,0.5746748057950081,0.5809098597019109,4.6492794654007176e-05,5.9524767343710486e-05,9.93815366853168e-05,4.056464441769766e-05,5.7232735809542585e-05,0.00031387319522912746,0.5848374543117514,0.08132526086949349,0.9745871003219815,0.0162447935126001,0.018065453244349484
minimax_r05__multifeature_raw__prob__w0.075,prob,minimax_r05,multifeature_raw,0.075,0.5746749346751087,0.5809099823504645,4.662167475450757e-05,5.965255023906435e-05,9.894442209013032e-05,4.069352451819805e-05,5.7122684766508504e-05,0.00031387319522912746,0.5848379248690101,0.08139050205774763,0.9745828068158988,0.016250451038630147,0.018070256179610125
u80__multifeature_raw__prob__w0.075,prob,u80,multifeature_raw,0.075,0.5746749232417213,0.5809099906771005,4.661024136725966e-05,5.964617776366144e-05,9.926191321263378e-05,4.068209113095014e-05,5.7398963008659105e-05,0.00031387319522912746,0.5848379553265773,0.08136320067684917,0.9745832485258152,0.016243678305904518,0.018064666698167572
minimax_r01__multifeature_raw__logit__w0.100,logit,minimax_r01,multifeature_raw,0.1,0.5746952588172706,0.5809282578129487,6.694581691650606e-05,8.599938356653737e-05,0.00014299420975316668,6.101766668019654e-05,8.577618969299872e-05,0.00015693659761456373,0.584936316051144,0.08157111942190379,0.9750250873683519,0.016221087631528967,0.01788998469904329
minimax_r05__multifeature_raw__logit__w0.100,logit,minimax_r05,multifeature_raw,0.1,0.5746953919272976,0.580928563934696,6.707892694341404e-05,8.589839912724884e-05,0.00014256350033003962,6.115077670710453e-05,8.566331222267244e-05,0.00015693659761456373,0.5849365702858202,0.0816256104223164,0.9750204888057736,0.01622659049430753,0.01789476632081751
u80__multifeature_raw__logit__w0.100,logit,u80,multifeature_raw,0.1,0.5746953977783941,0.5809283508476125,6.708477803993044e-05,8.617920929072653e-05,0.0001428904865430347,6.115662780362092e-05,8.598617098957151e-05,0.00015693659761456373,0.5849369495703374,0.0816018697013848,0.9750209618950387,0.01622015381860317,0.0178892196292013
u65_maskrank__blockcanvas_noq2__logit__w0.100,logit,u65_maskrank,blockcanvas_noq2,0.1,0.5747352701574177,0.5809667785608573,0.00010695715706356749,0.00017205755812363944,0.0002561402769600818,0.00010102900682725797,0.00017205755812363944,0.010436283741368487,0.5849597348803138,0.07918359724662649,0.9760394970067084,0.014574159013961325,0.016663308051111214
u80__blockcanvas_noq2__logit__w0.100,logit,u80,blockcanvas_noq2,0.1,0.5746986969838136,0.580925205342967,7.038398345944044e-05,0.00011018366627777445,0.00016730234270168065,6.445583322313092e-05,0.00011015784862120626,0.0007846829880728185,0.5849643516441081,0.07996721130090269,0.9760558580042944,0.015813208648958806,0.01781703790118909
minimax_r05__blockcanvas_noq2__logit__w0.100,logit,minimax_r05,blockcanvas_noq2,0.1,0.5746986419275948,0.5809250596941236,7.032892724057941e-05,0.00010978141190944867,0.00016693272490120314,6.44007770042699e-05,0.00010977107797380816,0.0007062146892655367,0.5849652577520399,0.07999368712452433,0.9760554040340473,0.015819370602495976,0.017822163248726295
minimax_r01__blockcanvas_noq2__logit__w0.100,logit,minimax_r01,blockcanvas_noq2,0.1,0.5746985927063908,0.580925027259181,7.027970603664286e-05,0.00011001447597076552,0.00016740834934292348,6.435155580033334e-05,0.00011000715587144995,0.0007062146892655367,0.5849654141492909,0.07993041727599602,0.9760598167535476,0.01581433175213826,0.017818073481046037
minimax_r01__multifeature_raw__prob__w0.100,prob,minimax_r01,multifeature_raw,0.1,0.5747072494521144,0.5809415254956279,7.893645176022254e-05,9.589339441332668e-05,0.00015720279759079414,7.300830152391302e-05,9.546033017514555e-05,0.00015693659761456373,0.5849848292240103,0.08169539018329827,0.973660577169011,0.01632733249061577,0.01796443873349699
u80__multifeature_raw__prob__w0.100,prob,u80,multifeature_raw,0.1,0.5747074061307257,0.5809416062584392,7.909313037150046e-05,9.612846090489846e-05,0.00015710989459805091,7.316498013519092e-05,9.567257048460621e-05,0.00015693659761456373,0.5849855721292482,0.08173230459045513,0.9736568294754437,0.016326407750925816,0.017963695312432998
minimax_r05__multifeature_raw__prob__w0.100,prob,minimax_r05,multifeature_raw,0.1,0.574707408310226,0.580941796316077,7.90953098719437e-05,9.587757148477039e-05,0.00015679303734372763,7.316715963563418e-05,9.543166217600431e-05,7.846829880728186e-05,0.584986833119781,0.08175886809619418,0.9736563997036332,0.016332811962899815,0.017969297534375202
minimax_r01__blockcanvas_noq2__prob__w0.100,prob,minimax_r01,blockcanvas_noq2,0.1,0.574705940760474,0.5809355327571308,7.76277601199624e-05,0.00011356957207824259,0.0001816594325155796,7.169960988365288e-05,0.00011356342415171917,0.00023540489642184556,0.5850018534113198,0.07993453513319533,0.9756783232133505,0.015895763283784562,0.01787936211580664
u80__blockcanvas_noq2__prob__w0.100,prob,u80,blockcanvas_noq2,0.1,0.5747060597429117,0.5809357255074389,7.774674255759909e-05,0.00011376357986938591,0.00018156327173923792,7.181859232128957e-05,0.00011375050747035598,0.00023540489642184556,0.585002436975049,0.07997144954035221,0.9756745755197832,0.015894700941107783,0.017878378545635697
minimax_r05__blockcanvas_noq2__prob__w0.100,prob,minimax_r05,blockcanvas_noq2,0.1,0.574706013378253,0.5809357279685216,7.770037789892028e-05,0.00011339614946261901,0.00018120271580324143,7.177222766261077e-05,0.00011338132181077934,0.00015693659761456373,0.5850034079517134,0.07999801304609125,0.9756741457479726,0.01590094687600478,0.01788345687136945
u65_maskrank__multifeature_raw__logit__w0.100,logit,u65_maskrank,multifeature_raw,0.1,0.5747295380503425,0.5809536624879795,0.00010122504998843454,0.00014636887427222912,0.00022153374793720815,9.529689975212504e-05,0.00014636646280784537,0.0025894538606403015,0.5850669179273372,0.08069386672933922,0.975003911863862,0.014981719328161608,0.016726201723737042
u65_maskrank__blockcanvas_noq2__prob__w0.100,prob,u65_maskrank,blockcanvas_noq2,0.1,0.5747426948711419,0.5809726705608936,0.0001143818707878021,0.00017642151346205506,0.0002647333097739457,0.00010845372055149259,0.00017638891391749125,0.0045511613308223476,0.5851053713478354,0.07937753937741496,0.9756590860562332,0.014656721726314678,0.01672628642609144
u65_maskrank__multifeature_raw__prob__w0.100,prob,u65_maskrank,multifeature_raw,0.1,0.574741856782827,0.5809604992674727,0.00011354378247291847,0.00015773968437174935,0.000235114302969186,0.00010761563223660894,0.00015766772104492955,0.0010200878844946642,0.5851495715338121,0.08113839442751788,0.9736413400118937,0.0150890986476934,0.01680226872390783
minimax_r01__neural_episode_bal__logit__w0.150,logit,minimax_r01,neural_episode_bal,0.15,0.5747380119173493,0.5809680820580561,0.00010969891699510315,0.0001927396227819123,0.0002668112359111019,0.00010377076675879361,0.0001927396227819123,0.0006277463904582549,0.5851894829326642,0.07708246688712221,0.9780360486912556,0.0150921294370566,0.016585864161385907
u80__neural_episode_bal__logit__w0.150,logit,u80,neural_episode_bal,0.15,0.5747381264756158,0.5809681948412724,0.00010981347526164032,0.00019289120349076373,0.00026722609210383386,0.00010388532502533079,0.00019289120349076373,0.0006277463904582549,0.585190029247124,0.07711004462526246,0.9780326115764952,0.0150902782569791,0.016584350020054296
minimax_r05__neural_episode_bal__logit__w0.150,logit,minimax_r05,neural_episode_bal,0.15,0.5747380042744371,0.5809679459883459,0.00010969127408302581,0.0001924538370119855,0.0002666026565798507,0.00010376312384671629,0.0001924538370119855,0.000549278091650973,0.5851906759980134,0.07713133569480776,0.9780322174266018,0.015095863859578583,0.016589325037640858
minimax_r05__neural_episode_bal__prob__w0.150,prob,minimax_r05,neural_episode_bal,0.15,0.5747476252053234,0.580979636997565,0.00011931220496931119,0.00020072095746275222,0.00031104467812792524,0.00011338405473300166,0.00020072095746275222,0.00023540489642184556,0.5852379589001953,0.07717378889243448,0.9779795403636274,0.015119021986199271,0.016623849503919097
minimax_r01__neural_episode_bal__prob__w0.150,prob,minimax_r01,neural_episode_bal,0.15,0.5747476094144767,0.5809797227455311,0.00011929641412257876,0.00020096837159789828,0.000310652710049375,0.00011336826388626924,0.00020096837159789828,0.00023540489642184556,0.5852381888262134,0.07712556587627001,0.9779834857475954,0.015115147200339225,0.016620288316816983
u80__neural_episode_bal__prob__w0.150,prob,u80,neural_episode_bal,0.15,0.5747477422808549,0.5809799160404151,0.0001194292805006809,0.00020116793572879656,0.00031139675353680785,0.00011350113026437136,0.00020116793572879656,0.00023540489642184556,0.5852388641044792,0.07715277856186177,0.9779799462592264,0.015113416363188583,0.01661887438569922
minimax_r01__multifeature_raw__logit__w0.150,logit,minimax_r01,multifeature_raw,0.15,0.5747753449645242,0.5810055587285607,0.00014703196417005515,0.00017816258473187795,0.0002793626027252083,0.00014110381393374563,0.0001781174082155723,0.0,0.5852971630893755,0.08229314436824632,0.9737673583880635,0.016454501583611628,0.01779787066973568
minimax_r05__multifeature_raw__logit__w0.150,logit,minimax_r05,multifeature_raw,0.15,0.5747755300046303,0.5810057301107124,0.00014721700427612944,0.00017810081273372805,0.00027897863650450105,0.00014128885403981992,0.00017803815168127013,0.0,0.5852976213880778,0.08235450623171046,0.9737628024928562,0.01645934663733702,0.01780249493761927
u80__multifeature_raw__logit__w0.150,logit,u80,multifeature_raw,0.15,0.5747755542270501,0.5810058392686552,0.00014724122669596085,0.00017843042346132876,0.0002793061651700235,0.00014131307645965133,0.00017838145576095645,0.0,0.585298108703314,0.08232882914950555,0.973763271190413,0.016453607300947623,0.017797232833321665
minimax_r05__blockcanvas_noq2__logit__w0.150,logit,minimax_r05,blockcanvas_noq2,0.15,0.5747844600190867,0.5810177137815916,0.00015614701873251896,0.00021785424987147417,0.0003190974229226873,0.00015021886849620947,0.00021784333946424096,0.0,0.5853741318454622,0.07984819191086674,0.9753747832865544,0.015917006574023045,0.017713583986581342
minimax_r01__blockcanvas_noq2__logit__w0.150,logit,minimax_r01,blockcanvas_noq2,0.15,0.5747843941519171,0.581017767453294,0.0001560811515629054,0.00021807928213304353,0.0003195451259817572,0.00015015300132659588,0.00021803715800653437,0.0,0.5853742204250763,0.07978853511520165,0.9753790663505227,0.015912499708944993,0.017709784288391695
u80__blockcanvas_noq2__logit__w0.150,logit,u80,blockcanvas_noq2,0.15,0.5747845539577101,0.5810179014418018,0.0001562409573559498,0.000218303034875722,0.00031948549679039484,0.00015031280711964027,0.00021829596332261227,0.0,0.5853749723748017,0.07982322829058623,0.9753752239161221,0.015911545966444163,0.01770887484281506
minimax_r01__multifeature_raw__prob__w0.150,prob,minimax_r01,multifeature_raw,0.15,0.5747996108340656,0.5810260213255213,0.0001712978337115094,0.00020062616523273125,0.0003093310659803006,0.00016536968347519992,0.00020037398797254636,0.0,0.5853983740176149,0.08243564881090784,0.9718075308630698,0.016615519502507916,0.017931643899454536
minimax_r05__multifeature_raw__prob__w0.150,prob,minimax_r05,multifeature_raw,0.15,0.5747998204322786,0.5810262939682862,0.0001715074319245623,0.00020070017725249968,0.00030897162236920295,0.00016557928168825278,0.00020047209304114856,0.0,0.5853990784731069,0.08249560017308732,0.9718035854791018,0.016620442889191744,0.017936276231423746
u80__multifeature_raw__prob__w0.150,prob,u80,multifeature_raw,0.15,0.5747998361999885,0.5810262544481126,0.00017152319963448972,0.00020092898680823534,0.00030928652484130126,0.00016559504939818022,0.00020068528357150006,0.0,0.5853994129690222,0.08247051241766712,0.9718039913747007,0.016614666626911682,0.017931048356539157
u65_maskrank__neural_episode_bal__logit__w0.150,logit,u65_maskrank,neural_episode_bal,0.15,0.5747855911628534,0.581018344333087,0.00015727816249939792,0.00026443244783111994,0.00040280594712271967,0.00015135001226308838,0.00026443244783111994,0.00047080979284369113,0.5854281905267488,0.07629553910064889,0.9780184067301837,0.013930995358707414,0.01548223096977646
minimax_r05__blockcanvas_noq2__prob__w0.150,prob,minimax_r05,blockcanvas_noq2,0.15,0.5747990537469686,0.5810285701634285,0.00017074074661442353,0.00022707930603452776,0.0003488437534485689,0.000164812596378114,0.00022707773931246455,0.0,0.5854304722817669,0.07985431759793293,0.9748302045456111,0.016034313054471547,0.0178197258713657
minimax_r01__blockcanvas_noq2__prob__w0.150,prob,minimax_r01,blockcanvas_noq2,0.15,0.5747989649586212,0.5810288279483781,0.00017065195826697336,0.00022728879306073148,0.00034926934351220407,0.00016472380803066384,0.00022727386723190302,0.0,0.5854304759088379,0.07979436623575345,0.9748341499295791,0.016029736551711467,0.017815909138312377
u80__blockcanvas_noq2__prob__w0.150,prob,u80,blockcanvas_noq2,0.15,0.5747991380649171,0.5810289752217391,0.0001708250645630504,0.00022749313150920435,0.00034922018797534093,0.00016489691432674088,0.00022748922370982027,0.0,0.5854312401796932,0.07982922984251273,0.97483061044121,0.016028865263991252,0.017815019059307633
u65_maskrank__neural_episode_bal__prob__w0.150,prob,u65_maskrank,neural_episode_bal,0.15,0.5747952043465495,0.5810213708578917,0.00016689134619539785,0.0002728490065796341,0.0004260554116932713,0.00016096319595908834,0.0002728490065796341,0.00031387319522912746,0.585471431153516,0.07634973247537256,0.9779653173214291,0.013965329506802201,0.015522920572287165
u65_maskrank__multifeature_raw__logit__w0.150,logit,u65_maskrank,multifeature_raw,0.15,0.5748181925521131,0.5810458001325413,0.00018987955175900356,0.00024608443504986477,0.00035114929195445566,0.00018395140152269404,0.0002460463717484762,0.0,0.5855108028296284,0.08175438944806095,0.9737463797523944,0.015288103435057666,0.016691361395852356
u65_maskrank__blockcanvas_noq2__logit__w0.150,logit,u65_maskrank,blockcanvas_noq2,0.15,0.5748306105615968,0.5810677452592341,0.00020229756124262195,0.00028789989023038094,0.00041047694912776933,0.00019636941100631243,0.00028789989023038094,7.846829880728186e-05,0.5855996400338388,0.07926476105246642,0.975359344006713,0.014754983949197215,0.016623807010845877
minimax_r05__neural_episode_bal__logit__w0.200,logit,minimax_r05,neural_episode_bal,0.2,0.5748241705280442,0.5810586293041068,0.00019585752769003516,0.00030766025786761465,0.00041635282639129745,0.00018992937745372567,0.00030766025786761465,0.0,0.5856058955341851,0.0775034217949358,0.9782512741831493,0.015034704487083057,0.016214433219738453
minimax_r01__neural_episode_bal__logit__w0.200,logit,minimax_r01,neural_episode_bal,0.2,0.5748241809102621,0.5810586159626929,0.0001958679099080142,0.0003079432082115586,0.00041654994375284193,0.0001899397596717047,0.0003079432082115586,0.0,0.5856062760771197,0.07745722357773668,0.9782548449396367,0.015031737653135967,0.016211454528694203
u80__neural_episode_bal__logit__w0.200,logit,u80,neural_episode_bal,0.2,0.5748243339420607,0.581058909404095,0.00019602094170652204,0.0003081274757339769,0.00041702645594687837,0.00019009279147021253,0.0003081274757339769,0.0,0.5856069801191518,0.07748329443996976,0.9782516415310435,0.01502978899335597,0.016209904763236364
u65_maskrank__multifeature_raw__prob__w0.150,prob,u65_maskrank,multifeature_raw,0.15,0.5748422469767381,0.5810637576495931,0.0002139339763840503,0.0002690555371721915,0.00037964690981540095,0.00020800582614774078,0.000269005423996993,0.0,0.5856119538969685,0.08190959726378193,0.9717893624369034,0.015461492123239785,0.01683565629140398
u65_maskrank__blockcanvas_noq2__prob__w0.150,prob,u65_maskrank,blockcanvas_noq2,0.15,0.5748447224910631,0.5810761395722905,0.00021640949070900472,0.0002978065661370933,0.00042788171419250176,0.0002104813404726952,0.0002978065661370933,7.846829880728186e-05,0.5856547340715791,0.07926831468862754,0.9748159815034128,0.014880940547589521,0.016733171191766108
minimax_r05__neural_episode_bal__prob__w0.200,prob,minimax_r05,neural_episode_bal,0.2,0.574839436376314,0.5810722901526361,0.00021112337595985918,0.00032094472155173024,0.0004901540476081601,0.00020519522572354966,0.00032094472155173024,0.0,0.5856713244964762,0.07755675835510847,0.9781853777672715,0.015069786697420666,0.016266397999318196
minimax_r01__neural_episode_bal__prob__w0.200,prob,minimax_r01,neural_episode_bal,0.2,0.5748394286410135,0.5810725474028398,0.00021111564065932667,0.00032120436199772895,0.0004897211623353104,0.00020518749042301718,0.00032120436199772895,0.0,0.5856715912148462,0.07751137198695368,0.9781890910698295,0.015066557406553185,0.01626332400210149
u80__neural_episode_bal__prob__w0.200,prob,u80,neural_episode_bal,0.2,0.5748395946762538,0.5810726930134601,0.00021128167589966768,0.00032143447282124705,0.0004905545914605791,0.0002053535256633581,0.00032143447282124705,0.0,0.5856724071250118,0.07753698392633415,0.9781857597866588,0.015064809350193659,0.016261907389276763
minimax_r01__multifeature_raw__logit__w0.200,logit,minimax_r01,multifeature_raw,0.2,0.5748888642584062,0.5811147450939336,0.00026055125805202276,0.00030466377178725026,0.0004597115156840248,0.00025462310781571327,0.0003045278155470288,0.0,0.5857985216851912,0.08299672492099724,0.9724480803671791,0.01682685925401938,0.01789745987557992
minimax_r05__multifeature_raw__logit__w0.200,logit,minimax_r05,multifeature_raw,0.2,0.5748890961636711,0.5811146646477124,0.000260783163316982,0.0003046928946616401,0.0004593724984703895,0.0002548550130806725,0.00030458366957207826,0.0,0.5857992407438046,0.08305492517891841,0.9724435829457949,0.01683146149488759,0.017901808335838196
u80__multifeature_raw__logit__w0.200,logit,u80,multifeature_raw,0.2,0.5748891360322278,0.5811150160758368,0.0002608230318736223,0.00030501347489794164,0.00045969810637691566,0.00025489488163731277,0.0003048828595795361,0.0,0.5857997570481078,0.08303057137162664,0.9724440456255763,0.016826195492433502,0.017896949238906227
u65_maskrank__neural_episode_bal__logit__w0.200,logit,u65_maskrank,neural_episode_bal,0.2,0.5748803812340668,0.5811223633653975,0.00025206823371272245,0.0003863089187517988,0.0005677877540359866,0.0002461400834764129,0.0003863089187517988,0.0,0.5858764777916962,0.07671307850736912,0.9782384028447834,0.013954984583201302,0.01518123776362158
minimax_r05__blockcanvas_noq2__logit__w0.200,logit,minimax_r05,blockcanvas_noq2,0.2,0.574906273513338,0.5811409547471652,0.00027796051298385673,0.0003612480981641687,0.0005176123654824227,0.00027203236274754724,0.0003611720425203857,0.0,0.5859215576642481,0.07970293840296823,0.9746753179829637,0.016175733742474392,0.01780222250784197
minimax_r01__blockcanvas_noq2__logit__w0.200,logit,minimax_r01,blockcanvas_noq2,0.2,0.5749061915913232,0.581141104811256,0.0002778785909690361,0.00036143845896342565,0.0005180314993310509,0.0002719504407327266,0.0003614044741094724,0.0,0.5859215697020131,0.07964688300354432,0.9746794606518588,0.016171811084983046,0.01779888367508049
u80__blockcanvas_noq2__logit__w0.200,logit,u80,blockcanvas_noq2,0.2,0.5749064008787184,0.5811413768301414,0.000278087878364159,0.0003616649015840468,0.0005180141361813551,0.0002721597281278495,0.0003615899244783116,0.0,0.5859224602287355,0.07967948207343102,0.9746757441671299,0.016170924932072315,0.01779808288489383
u65_maskrank__neural_episode_bal__prob__w0.200,prob,u65_maskrank,neural_episode_bal,0.2,0.574895026039054,0.5811312957664044,0.0002667130386998529,0.0003991876181661414,0.0006015248330795142,0.0002607848884635434,0.0003991876181661414,0.0,0.5859375534999071,0.07678117584493256,0.9781719913746142,0.01399972662180707,0.015239379959962829
minimax_r01__multifeature_raw__prob__w0.200,prob,minimax_r01,multifeature_raw,0.2,0.5749278368085486,0.5811488630521106,0.0002995238081944633,0.0003429932980127171,0.0005092709990524025,0.0002935956579581538,0.0003427622786029483,0.0,0.5859638937286235,0.08317590743851742,0.9699544845571286,0.01703949766138372,0.018088662917623604
minimax_r05__multifeature_raw__prob__w0.200,prob,minimax_r05,multifeature_raw,0.2,0.5749280864116397,0.5811490678056608,0.0002997734112856553,0.0003431251236229005,0.0005089565065594659,0.0002938452610493458,0.00034287335218151637,0.0,0.5859647808535983,0.08323233224998047,0.9699507712545707,0.017044053804996375,0.018092978287461106
u80__multifeature_raw__prob__w0.200,prob,u80,multifeature_raw,0.2,0.5749281190696519,0.5811491215922466,0.00029980606929782026,0.00034332033340717105,0.0005092683667696773,0.00029387791906151077,0.00034305960090802445,0.0,0.5859651268801749,0.0832087202448791,0.969951153273958,0.017038843264563345,0.018088150194886705
minimax_r01__blockcanvas_noq2__prob__w0.200,prob,minimax_r01,blockcanvas_noq2,0.2,0.5749291535322816,0.5811635081161646,0.00030084053192747003,0.0003785140583456248,0.0005668828303447837,0.00029491238169116054,0.00037848088362060225,0.0,0.5860133889727235,0.07965419733831157,0.9739899766458078,0.016324247256558188,0.01793449953692499
minimax_r05__blockcanvas_noq2__prob__w0.200,prob,minimax_r05,blockcanvas_noq2,0.2,0.5749292528778478,0.5811633935288703,0.0003009398774936814,0.00037835386904985226,0.0005664857452344352,0.0002950117272573719,0.000378338968614389,0.0,0.5860134785828697,0.07971062214977462,0.9739862633432497,0.01632823627561097,0.017937969660189356
u80__blockcanvas_noq2__prob__w0.200,prob,u80,blockcanvas_noq2,0.2,0.574929371379063,0.581163729982447,0.00030105837870886444,0.00037878485639450957,0.0005668744003735071,0.00029513022847255495,0.00037877525054144103,0.0,0.5860143717630022,0.07968701014467325,0.9739866453626369,0.016323441694049794,0.017933762172536043
u65_maskrank__multifeature_raw__logit__w0.200,logit,u65_maskrank,multifeature_raw,0.2,0.5749391513138197,0.5811694876810242,0.0003108383134654985,0.0003786483175391209,0.0005185080839578138,0.000304910163229189,0.00037857839732384767,0.0,0.5860411173419524,0.0824856260576621,0.972427371374717,0.015742225837587553,0.01686946502600284
u65_maskrank__blockcanvas_noq2__logit__w0.200,logit,u65_maskrank,blockcanvas_noq2,0.2,0.574960667623582,0.5811927133023964,0.00033235462322778387,0.00043836137901641646,0.0006086875152505611,0.0003264264729914743,0.00043836137901641646,0.0,0.5861818449006199,0.07915463203966515,0.9746603851400447,0.015106351310924184,0.0167968887393617
u65_maskrank__multifeature_raw__prob__w0.200,prob,u65_maskrank,multifeature_raw,0.2,0.5749771778150072,0.5812003788184491,0.0003488648146531543,0.00041686644124546703,0.0005656896035763914,0.0003429366644168447,0.0004167815370022976,0.0,0.5862034146731382,0.08268080010004598,0.9699373848619133,0.01596335658138033,0.017071677867169975
u65_maskrank__blockcanvas_noq2__prob__w0.200,prob,u65_maskrank,blockcanvas_noq2,0.2,0.5749824898168798,0.5812102125261424,0.0003541768165256963,0.00045509765785702874,0.0006368943142961436,0.0003482486662893868,0.00045509765785702874,0.0,0.5862688053550745,0.07915908999984013,0.9739728769505924,0.01526008575229723,0.016936600646015664
minimax_r05__neural_episode_bal__logit__w0.300,logit,minimax_r05,neural_episode_bal,0.3,0.5750745561613217,0.5813204655195299,0.00044624316096759605,0.0006151586798062048,0.0008082136674550933,0.00044031501073128656,0.0006151586798062048,0.0,0.5867456435823972,0.07825253027717877,0.9786829987214519,0.015325192945713809,0.015928733968961203
minimax_r01__neural_episode_bal__logit__w0.300,logit,minimax_r01,neural_episode_bal,0.3,0.5750745663067062,0.5813205708107786,0.00044625330635203963,0.0006154089212745851,0.0008083789944814956,0.00044032515611573,0.0006154089212745851,0.0,0.5867459825746638,0.07821174785841968,0.9786860624940797,0.01532334916335852,0.015926559598765492
u80__neural_episode_bal__logit__w0.300,logit,u80,neural_episode_bal,0.3,0.5750747832119859,0.5813208129286274,0.00044647021163180217,0.0006156763432716872,0.0008089545102136775,0.0004405420613954926,0.0006156763432716872,0.0,0.5867469829726862,0.07823476279048419,0.9786833139096649,0.015321405947326951,0.015925145646751005
minimax_r05__neural_episode_bal__prob__w0.300,prob,minimax_r05,neural_episode_bal,0.3,0.575101805835285,0.581340535540136,0.0004734928349308568,0.0006389019407365027,0.0009523207297969516,0.00046756468469454733,0.0006389019407365027,0.0,0.5868630898705204,0.07832269728045646,0.9785970525745593,0.015362529905848491,0.016005639454611833
minimax_r01__neural_episode_bal__prob__w0.300,prob,minimax_r01,neural_episode_bal,0.3,0.5751018186487139,0.5813402698138083,0.00047350564835977113,0.0006392046062530299,0.000951852536164588,0.00046757749812346164,0.0006392046062530299,0.0,0.5868634680997453,0.07828298420832103,0.9786003017142977,0.015360480864206747,0.01600328488556296
u80__neural_episode_bal__prob__w0.300,prob,u80,neural_episode_bal,0.3,0.5751020296837049,0.5813406269497047,0.0004737166833508457,0.0006394050178506139,0.0009527925046139418,0.0004677885331145361,0.0006394050178506139,0.0,0.586864388697058,0.07830539465527894,0.9785973868415232,0.015358723481674556,0.016002048767050744
u65_maskrank__neural_episode_bal__logit__w0.300,logit,u65_maskrank,neural_episode_bal,0.3,0.5751439731838739,0.5813853134768739,0.0005156601835198258,0.000703467127529045,0.000984608351967342,0.0005097320332835162,0.000703467127529045,0.0,0.5870686845215468,0.0775544484540878,0.9786719553909226,0.014420203985579458,0.015053222768524043
u65_maskrank__neural_episode_bal__prob__w0.300,prob,u65_maskrank,neural_episode_bal,0.3,0.575169113793786,0.5814096200378737,0.0005408007934318952,0.0007262287942292111,0.001074723871377803,0.0005348726431955857,0.0007262287942292111,0.0,0.5871759261272937,0.07764406258405254,0.9785853394809843,0.014470794617890446,0.015138735181686349
minimax_r01__multifeature_raw__logit__w0.300,logit,minimax_r01,multifeature_raw,0.3,0.5752173604866263,0.581440338789046,0.0005890474862721429,0.000663992902063304,0.0009539951441265293,0.0005831193360358334,0.0006637406073910613,0.0,0.5872398962399185,0.08442031925091366,0.969613454840454,0.017849770860455326,0.018546174743619515
minimax_r05__multifeature_raw__logit__w0.300,logit,minimax_r05,multifeature_raw,0.3,0.5752176697694312,0.5814405341686588,0.0005893567690770611,0.0006641284155063598,0.0009537399976358163,0.0005834286188407516,0.0006638905805278595,0.0,0.587240976839079,0.0844720354426337,0.969609127422725,0.017853494081357085,0.01854984914937793
u80__multifeature_raw__logit__w0.300,logit,u80,multifeature_raw,0.3,0.5752177330733396,0.5814406757708857,0.0005894200729854698,0.0006643914134098483,0.0009540545351749419,0.0005834919227491603,0.0006641843605745601,0.0,0.5872415042315939,0.08445039539614287,0.9696095726089697,0.017849269717336455,0.018545924053993294
minimax_r01__blockcanvas_noq2__logit__w0.300,logit,minimax_r01,blockcanvas_noq2,0.3,0.5752585030600605,0.5814964003812149,0.0006301900597064023,0.000757821995011121,0.0010556758420563472,0.0006242619094700926,0.000757821995011121,0.0,0.5874810533655895,0.07936426774516983,0.9732216987688039,0.017107191920210603,0.018488203767575772
minimax_r05__blockcanvas_noq2__logit__w0.300,logit,minimax_r05,blockcanvas_noq2,0.3,0.5752586142751303,0.5814965447013716,0.000630301274776087,0.0007577996390112919,0.0010553151986835152,0.0006243731245397775,0.0007577095707517634,0.0,0.5874813241377783,0.079413155231829,0.9732178710158736,0.017109982998166556,0.018490778652268974
u80__blockcanvas_noq2__logit__w0.300,logit,u80,blockcanvas_noq2,0.3,0.5752587924405786,0.5814966194959528,0.0006304794402245352,0.0007581342638569244,0.001055730166746427,0.0006245512899882257,0.0007581342638569244,0.0,0.5874822989459934,0.0793926987842388,0.973218264798926,0.01710644529902333,0.01848766735679117
u65_maskrank__multifeature_raw__logit__w0.300,logit,u65_maskrank,multifeature_raw,0.3,0.5752790848594502,0.5814982918334072,0.0006507718590960848,0.0007463410816842209,0.0010027007737040128,0.0006448437088597752,0.0007462046940550304,0.0,0.5875263456368228,0.08396597992554229,0.9695935293947685,0.01693243095447873,0.017677136012727638
minimax_r01__multifeature_raw__prob__w0.300,prob,minimax_r01,multifeature_raw,0.3,0.575288917051433,0.5814972870082331,0.000660604051078999,0.0007383855499854541,0.001048938346755457,0.0006546759008426894,0.000737923232518023,0.0,0.5875485422674178,0.08465642469373658,0.9662483919452464,0.01814456929601295,0.01883272071693026
