target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_loose,passes_strict
S3,rtmod_w2m_abserr_09,subject_z,0.1417320093742707,0.5,0.5034376794790675,0.50454018770942,0.45,0.500680926513044,-0.0027567529660235124,-0.0016367419855884639,-0.002080759160050266,-0.0031060435131648884,0.0,0.7307692307692307,0.3486923076923078,0.06923076923076923,True,True
S3,rtwin_context_14,subject_z,0.14787208072426364,0.5,0.5034376794790675,0.5064388017681719,0.45,0.5006958360110506,-0.002741843468016869,-0.0011460402767329884,-0.001670098253207436,-0.0030400123004102886,0.0002453050387359462,0.7307692307692307,0.32988461538461544,0.011538461538461539,True,True
S2,rtday_both_pred_02,subject_z,0.1347048140376244,0.1,0.5389534496173579,0.5375946375257109,0.45,0.536266386781743,-0.0026870628356149284,-0.0013210797971266676,-0.001625654898942841,-0.003109598682221354,0.0,0.7307692307692307,0.35561538461538467,0.09615384615384616,True,True
S3,rtmod_w2m_abserr_09,subject_rank,0.15736953166396708,0.1,0.5034376794790675,0.5031105885113832,0.45,0.5007662107926436,-0.0026714686864238724,-0.0019549005385363144,-0.00223504334782737,-0.003227687806629298,-0.0010125590434462983,0.8615384615384616,0.3764615384615385,0.019230769230769232,True,True
Q3,rtday_prev_pred_00,subject_center,0.14479556547642056,0.1,0.6303484889503163,0.6304048367849611,0.45,0.6277366177747268,-0.0026118711755894752,-0.001122976565980073,-0.0015064636426784794,-0.0028366492727350257,0.0,0.6807692307692308,0.34065384615384625,0.08076923076923077,True,True
S2,rtwin_night_err_10,subject_z,0.12111647604014017,0.5,0.5389534496173579,0.5374759888166496,0.45,0.5363600815969433,-0.0025933680204146548,-0.001670386214394761,-0.0020763743868568996,-0.0030468663394348505,-0.00037250999694549147,0.7730769230769231,0.3555384615384615,0.06538461538461539,True,True
S2,rtwin_night_err_10,subject_center,0.13266816636557255,0.2,0.5389534496173579,0.537004234486298,0.45,0.5364215104812479,-0.0025319391361100507,-0.0018279825552876545,-0.002185793910788214,-0.0030541960743002416,-0.0004554520104689125,0.8384615384615385,0.37100000000000005,0.04230769230769231,True,True
S3,rtwin_context_14,subject_z,0.14787208072426364,0.2,0.5034376794790675,0.5060937379796425,0.45,0.5009161827243911,-0.002521496754676389,-0.0010353737331932284,-0.00160007084562519,-0.0027528585081102452,0.00023519498539180395,0.7269230769230769,0.33011538461538464,0.011538461538461539,True,True
S3,rtmod_w2m_abserr_09,subject_z,0.1417320093742707,0.2,0.5034376794790675,0.5043291571246301,0.45,0.5009947663020443,-0.002442913177023165,-0.0013389883701551766,-0.0016885664644870624,-0.002685621373656577,0.0,0.7269230769230769,0.34007692307692317,0.07307692307692308,True,True
S2,rtwin_night_err_10,subject_z,0.12111647604014017,0.2,0.5389534496173579,0.5376066385906874,0.45,0.5365621311667187,-0.0023913184506392238,-0.001482736042713283,-0.0017398437233558939,-0.0027868213355169424,-0.0001363907643013862,0.7576923076923077,0.3523846153846154,0.07307692307692308,True,True
S2,rtwin_night_err_10,global_z,0.1319368046078647,0.5,0.5389534496173579,0.537798331519537,0.45,0.5365632613987761,-0.0023901882185818346,-0.0015684449900038766,-0.001999893689490384,-0.0026939094298330524,-0.00046663713354999636,0.7769230769230769,0.35684615384615387,0.04230769230769231,True,True
Q3,rtmod_m2w_pred_10,subject_rank,-0.12128786123305468,0.5,0.6303484889503163,0.6293830181934641,0.45,0.6279604822785224,-0.002388006671793841,-0.0014554686563893933,-0.0018428548567013259,-0.0028225471310601435,-0.0005733394841239414,0.8076923076923077,0.36280769230769233,0.04230769230769231,True,True
S4,rtday_next_abserr_10,subject_center,0.15174421348881567,0.05,0.6034040622125061,0.6039824973316017,0.45,0.6010334066554954,-0.002370655557010659,-0.0007824313390186428,-0.0009582400057985274,-0.0025248531094400617,0.0,0.65,0.32426923076923075,0.10384615384615385,True,True
S3,rtwin_context_14,subject_center,0.1301551721927664,0.5,0.5034376794790675,0.5063304046693221,0.45,0.5010910505391363,-0.0023466289399312057,-0.0009677954654937729,-0.001571501039885681,-0.0024773851436795807,0.0001929343080558643,0.7192307692307692,0.32707692307692315,0.011538461538461539,True,True
S2,rtwin_night_target_10,subject_z,0.11165038494076275,0.5,0.5389534496173579,0.5376573318761939,0.45,0.5366157989157301,-0.002337650701627836,-0.0015387929994114613,-0.001875680251627987,-0.0028319366418986802,-0.0003597801165099168,0.7807692307692308,0.3610769230769232,0.07307692307692308,True,True
Q3,rtmod_m2w_pred_10,subject_rank,-0.12128786123305468,0.2,0.6303484889503163,0.6292361226386554,0.45,0.628075954233439,-0.0022725347168772725,-0.001430465099559523,-0.0017944168988568432,-0.0026295171577880305,-0.0005916708047893904,0.8076923076923077,0.36403846153846153,0.04230769230769231,True,True
Q3,rtday_prev_pred_norm,subject_rank,-0.13606959687739698,0.5,0.6303484889503163,0.6308596204779752,0.45,0.6281053570115185,-0.002243131938797771,-0.0011322909800254898,-0.00146484433008498,-0.002555609930336905,0.0,0.7346153846153847,0.3385769230769231,0.08076923076923077,True,True
S3,rtmod_w2m_abserr_09,subject_center,0.13708482871859703,0.5,0.5034376794790675,0.5046400204651008,0.45,0.5012525279350815,-0.002185151543986019,-0.0010806061285790031,-0.001458366845218606,-0.0023708049532609327,0.0,0.6846153846153846,0.32900000000000007,0.08076923076923077,True,True
Q3,rtday_prev_pred_norm,subject_rank,-0.13606959687739698,0.2,0.6303484889503163,0.6302634806066484,0.45,0.6281687131280853,-0.002179775822230945,-0.0010119527988300275,-0.0013506143726492725,-0.002400687719934319,0.0,0.7230769230769231,0.33480769230769236,0.08076923076923077,True,True
S2,rtwin_night_err_10,global_z,0.1319368046078647,0.2,0.5389534496173579,0.5378927647482268,0.45,0.53679050556028,-0.0021629440570779535,-0.0013672317625751731,-0.0015659586688473448,-0.002505119781764764,-0.0002356961410716618,0.7653846153846153,0.352,0.04230769230769231,True,True
S2,rtwin_night_target_10,subject_z,0.11165038494076275,0.2,0.5389534496173579,0.5378001444510079,0.45,0.5368066865428766,-0.0021467630744813615,-0.0013422177343070654,-0.0016470153108075758,-0.0025575423127982694,-1.7987961505316896e-05,0.75,0.35615384615384615,0.08461538461538462,True,True
Q1,rtday_next_pred_09,subject_center,-0.15160623938765316,0.5,0.5746308240745168,0.5772202588322576,0.45,0.5725111830511022,-0.0021196410234146645,-0.0010637341014266418,-0.0013806217396152287,-0.0024061298516767637,0.0,0.7038461538461539,0.33488461538461534,0.06538461538461539,True,True
S3,rtwin_context_14,subject_z,0.14787208072426364,0.1,0.5034376794790675,0.5064351461351811,0.3,0.5013441908911574,-0.0020934885879100307,-0.0007452527964950183,-0.0014163255734678248,-0.0022959883215312726,0.0005262993284818052,0.7153846153846154,0.3186923076923077,0.011538461538461539,True,True
S3,rtwin_context_14,subject_center,0.1301551721927664,0.2,0.5034376794790675,0.5059861956564697,0.3,0.5013999290248868,-0.0020377504541806424,-0.0007891833022400929,-0.0013142997873920592,-0.0022153197457721596,0.0002838859975267116,0.6884615384615385,0.3248461538461539,0.019230769230769232,True,True
S2,rtwin_night_err_10,subject_center,0.13266816636557255,0.1,0.5389534496173579,0.5380183096696121,0.45,0.5369276009819771,-0.0020258486353808003,-0.0012598651801221826,-0.0014534547836838607,-0.0023261231845315145,-0.00018587418442572723,0.7923076923076923,0.3513461538461538,0.04230769230769231,True,True
S2,rtwin_night_err_10,subject_z,0.12111647604014017,0.1,0.5389534496173579,0.5385538399428456,0.45,0.5370275576784285,-0.001925891938929447,-0.0010027533312714032,-0.0012196363706794555,-0.00219573542603399,0.0,0.7076923076923077,0.3360000000000001,0.09230769230769231,True,True
S3,rtmod_w2m_abserr_09,subject_center,0.13708482871859703,0.2,0.5034376794790675,0.5044967991564752,0.45,0.5015268586780356,-0.0019108208010318872,-0.0008660066041032255,-0.0012092985283802538,-0.002068567198812432,0.0,0.6615384615384615,0.32403846153846155,0.10384615384615385,True,True
Q3,rtday_both_pred_10,subject_z,-0.11388682638756786,0.5,0.6303484889503163,0.6298504938980113,0.45,0.6284442442947978,-0.0019042446555184167,-0.0012357877362322647,-0.001349948845048743,-0.002222929810021257,-0.0004677609987889797,0.8346153846153846,0.3761923076923077,0.03076923076923077,True,True
Q1,rtday_next_pred_09,subject_center,-0.15160623938765316,0.2,0.5746308240745168,0.5767696424363971,0.45,0.572732395967691,-0.0018984281068258335,-0.0008799205500110037,-0.0011350829535924922,-0.0021457570796292735,0.0,0.6923076923076923,0.32853846153846156,0.08846153846153847,True,True
Q3,rtday_both_pred_10,subject_z,-0.11388682638756786,0.2,0.6303484889503163,0.6296721133561595,0.45,0.6284896691841739,-0.0018588197661423278,-0.0012220404268336196,-0.001387167754156149,-0.0021523995041957678,-0.0005291097476559647,0.8461538461538461,0.3771538461538462,0.023076923076923078,True,True
S3,rtwin_context_14,global_z,0.12797775814248624,0.5,0.5034376794790675,0.5058752156020822,0.45,0.501580999541452,-0.001856679937615513,-0.0005315249373447053,-0.0010934295733961985,-0.0020308358366613044,0.0005813947912131634,0.65,0.31761538461538463,0.046153846153846156,True,True
S3,rtmod_w2m_abserr_09,subject_z,0.1417320093742707,0.1,0.5034376794790675,0.5048724508730371,0.45,0.5015844132986884,-0.001853266180379065,-0.0007913449632153613,-0.0011275774786485004,-0.0020557288289454467,0.0,0.6692307692307692,0.3239615384615385,0.1,True,True
S4,rtday_next_abserr_10,global_z,0.14940747646426245,0.05,0.6034040622125061,0.6048514943281982,0.45,0.6015660591533882,-0.0018380030591178542,-0.0004160205536126786,-0.0006036273908121004,-0.001938619085739307,0.0003067482536667221,0.6269230769230769,0.3116153846153846,0.1076923076923077,True,True
S1,rtday_prev_pred_09,subject_rank,-0.11673611913673701,0.5,0.47894327588040597,0.4802455249244824,0.45,0.47712532469866104,-0.0018179511817449368,-0.0009385133476145028,-0.0012545089210230786,-0.0020693370543089507,0.0,0.7230769230769231,0.33711538461538465,0.05,True,True
S2,rtwin_night_target_10,subject_center,0.12020976122945733,0.5,0.5389534496173579,0.5381958525869983,0.45,0.5371355783710633,-0.0018178712462946223,-0.000909334231395581,-0.0012941237957677654,-0.0019882910827224987,0.0,0.6730769230769231,0.3360000000000001,0.12307692307692308,True,True
Q3,rtday_both_pred_10,subject_center,-0.1186260550971937,0.5,0.6303484889503163,0.6302577306256901,0.45,0.6285477746641012,-0.0018007142862150882,-0.0012226556183068825,-0.0013276892384654904,-0.0020940778716755093,-0.0006275415920493077,0.8461538461538461,0.3786923076923077,0.026923076923076925,True,True
Q3,rtmod_m2w_pred_10,subject_z,-0.11547460515089622,0.5,0.6303484889503163,0.630947986271112,0.45,0.6285625845025232,-0.0017859044477930297,-0.0006440471229620078,-0.0008699080971377171,-0.001882220690432368,0.0,0.65,0.31980769230769235,0.10384615384615385,True,True
Q3,rtmod_m2w_pred_10,subject_rank,-0.12128786123305468,0.1,0.6303484889503163,0.6304719006943386,0.45,0.6285667272306228,-0.0017817617196934643,-0.0009774986763364717,-0.0011350710348039805,-0.002001224113863165,0.0,0.7384615384615385,0.34442307692307694,0.046153846153846156,True,True
Q3,rtday_both_pred_10,subject_center,-0.1186260550971937,0.2,0.6303484889503163,0.6300765475446299,0.45,0.6285845645596727,-0.0017639243906435453,-0.0012543501107402275,-0.0013727760849905346,-0.0021343872125924035,-0.0006538478933793279,0.8615384615384616,0.3838076923076924,0.015384615384615385,True,True
S4,rtmod_w2m_pred_06,subject_z,0.12070454760820029,0.2,0.6034040622125061,0.6043554720924469,0.45,0.6016473163289139,-0.0017567458835922034,-0.0005828834433933847,-0.0007706639699204265,-0.0018313610025064708,0.0,0.6576923076923077,0.30030769230769233,0.11538461538461539,True,True
S2,rtwin_night_target_10,subject_z,0.11165038494076275,0.1,0.5389534496173579,0.5387499250439763,0.45,0.5372536637330677,-0.0016997858842902058,-0.0008527345819900176,-0.0011409898668678364,-0.0018695118871752126,0.0,0.6923076923076923,0.33311538461538465,0.11923076923076924,True,True
Q3,rtmod_m2w_pred_10,subject_z,-0.11547460515089622,0.2,0.6303484889503163,0.6307409076284879,0.45,0.6286715495900358,-0.0016769393602804605,-0.0006385983292481642,-0.0008898027223825378,-0.0018122182862506941,0.0,0.6461538461538462,0.3226923076923077,0.11538461538461539,True,True
S2,rtwin_night_err_10,global_z,0.1319368046078647,0.1,0.5389534496173579,0.5388254031557669,0.45,0.5372884655987535,-0.0016649840186043763,-0.0008479298980268724,-0.000995492264769804,-0.0018780084440006006,0.0,0.7192307692307692,0.33519230769230773,0.05384615384615385,True,True
S1,rtday_prev_pred_09,subject_center,-0.12155204911676429,0.5,0.47894327588040597,0.48079563518030444,0.45,0.4773107398438786,-0.0016325360365273545,-0.000731991693912192,-0.001047838252133726,-0.0018995346668406743,0.0,0.6730769230769231,0.32688461538461544,0.08461538461538462,True,True
S2,rtwin_night_target_10,subject_center,0.12020976122945733,0.2,0.5389534496173579,0.5383560869984866,0.45,0.537325196526704,-0.0016282530906539527,-0.0007728725346884221,-0.0010523611298516866,-0.001813137379128249,0.0,0.6615384615384615,0.3352307692307693,0.12307692307692308,True,True
S3,rtwin_context_14,global_z,0.12797775814248624,0.2,0.5034376794790675,0.5057570875535139,0.3,0.501834387305096,-0.0016032921739714823,-0.00034304424910558065,-0.0009191179576513164,-0.0016974024283720884,0.0006168391011450725,0.6307692307692307,0.31103846153846154,0.05384615384615385,True,True
Q1,rtday_next_pred_09,subject_z,-0.1463043261420024,0.5,0.5746308240745168,0.5782126030549198,0.3,0.573037047203936,-0.0015937768705808208,-0.0005424041919870559,-0.0010663176555077425,-0.0018432226842900468,0.0004163009247614424,0.6730769230769231,0.3173076923076923,0.04230769230769231,True,True
S3,rtwin_context_14,subject_center,0.1301551721927664,0.1,0.5034376794790675,0.5064358811003424,0.3,0.5018594484656191,-0.001578231013448339,-0.00037290086556146794,-0.000930420792696729,-0.001626248084524995,0.0005802162781266551,0.6461538461538462,0.30396153846153845,0.026923076923076925,True,True
S2,rtwin_night_target_10,global_z,0.12049674196937576,0.5,0.5389534496173579,0.5392412735046066,0.45,0.5374725016365925,-0.001480947980765368,-0.0005648350269512308,-0.0008961075239612981,-0.0016275725270664398,0.0,0.6384615384615384,0.3191538461538462,0.12692307692307692,True,True
Q3,rtday_both_pred_10,subject_z,-0.11388682638756786,0.1,0.6303484889503163,0.6307866931364479,0.45,0.628883224184821,-0.0014652647654952444,-0.0007750958825662005,-0.0009437819281717386,-0.0016609738916375516,-9.910977251337272e-06,0.7576923076923077,0.3515384615384616,0.05,True,True
Q3,rtday_both_pred_10,subject_rank,-0.11342911372706227,0.5,0.6303484889503163,0.6307930699060093,0.45,0.6289013877993004,-0.0014471011510158727,-0.0008112621017534537,-0.0009914363286349093,-0.0016922936988890414,-8.029228941658362e-05,0.7653846153846153,0.3493846153846154,0.05,True,True
S1,rtday_prev_pred_09,subject_z,-0.11312680917485221,0.5,0.47894327588040597,0.4813015673479501,0.45,0.47753105311682464,-0.0014122227635813278,-0.000437411601172785,-0.0006484033653052224,-0.0015966203591523537,0.0002541424944505488,0.6230769230769231,0.3108846153846154,0.07692307692307693,True,True
Q1,rtday_next_pred_09,subject_z,-0.1463043261420024,0.2,0.5746308240745168,0.5777422728302494,0.3,0.5732318111081008,-0.00139901296641598,-0.0003975930614985442,-0.0007095412345832219,-0.0015552689952989807,0.00032123689038057734,0.6346153846153846,0.3103461538461538,0.06923076923076923,True,True
Q3,rtday_both_pred_10,subject_rank,-0.11342911372706227,0.2,0.6303484889503163,0.6306193997944272,0.45,0.6289567798670752,-0.001391709083241044,-0.0008367401152322284,-0.0010192264197158574,-0.0016207382045351215,-0.00021013521073107166,0.7884615384615384,0.3543076923076923,0.038461538461538464,True,True
Q1,rtday_next_pred_09,subject_center,-0.15160623938765316,0.1,0.5746308240745168,0.5770913353100574,0.45,0.5732418048066356,-0.001389019267881264,-0.00045700022611833103,-0.0006980396737720773,-0.0016076749320115269,7.575139176732582e-05,0.6269230769230769,0.3136923076923077,0.1076923076923077,True,True
Q3,rtday_both_pred_10,subject_center,-0.1186260550971937,0.1,0.6303484889503163,0.6311749142359842,0.45,0.6289672644664565,-0.0013812244838597998,-0.0008464431123931616,-0.0010179202903142781,-0.001644855481622437,-0.00031034978388896906,0.8153846153846154,0.3564615384615385,0.015384615384615385,True,True
S1,rtday_prev_pred_09,subject_rank,-0.11673611913673701,0.2,0.47894327588040597,0.4800300241760821,0.45,0.47757069348839637,-0.0013725823920096025,-0.0005985182566920576,-0.000871189163752506,-0.001559517574943367,7.633305340409846e-05,0.6692307692307692,0.3245,0.06923076923076923,True,True
S3,rtmod_w2m_abserr_09,subject_rank,0.15736953166396708,0.05,0.5034376794790675,0.5059135739312866,0.3,0.5020974021904976,-0.001340277288569891,-0.0004302059205066247,-0.0006519703777172481,-0.00159403411281972,0.0003016607380654235,0.6384615384615384,0.3035,0.06923076923076923,True,True
S2,rtmod_m2w_abserr_06,subject_rank,-0.11299888218341106,0.5,0.5389534496173579,0.540192140781158,0.45,0.5376605419198067,-0.0012929076975511933,-0.0008212759214488705,-0.0011532417166330022,-0.0014849755321177105,-0.00022235064220274547,0.8038461538461539,0.3659615384615385,0.026923076923076925,True,True
S1,rtday_prev_pred_09,subject_center,-0.12155204911676429,0.2,0.47894327588040597,0.48054374556634805,0.45,0.47772255927124707,-0.0012207166091589006,-0.0004179295474065699,-0.0003845669692101872,-0.0013543585429492133,1.8744191086939033e-05,0.6461538461538462,0.30992307692307697,0.09615384615384616,True,True
S2,rtmod_m2w_abserr_06,subject_rank,-0.11299888218341106,0.2,0.5389534496173579,0.5402837334401376,0.45,0.5378608734743371,-0.0010925761430208292,-0.0006471481263574894,-0.0008925345240306526,-0.0012985906417359444,-4.9488805018316206e-05,0.7807692307692308,0.3580769230769231,0.026923076923076925,True,True
Q3,rtday_both_pred_10,subject_rank,-0.11342911372706227,0.1,0.6303484889503163,0.6317411703464989,0.45,0.6293569817770736,-0.0009915071732427005,-0.00044621148388376787,-0.0006765934599270995,-0.001151722656844878,3.7080226428731766e-05,0.6961538461538461,0.3230769230769231,0.038461538461538464,True,True
S2,rtmod_m2w_abserr_06,subject_rank,-0.11299888218341106,0.1,0.5389534496173579,0.5411759636650657,0.3,0.5382177908018331,-0.0007356588155248422,-0.00023885212113012075,-0.0005419569558675341,-0.0008520062385006244,0.0001879485088061017,0.6538461538461539,0.3146538461538462,0.038461538461538464,True,True
Q3,rtday_both_err_13,subject_rank,-0.14624843249698252,0.5,0.6303484889503163,0.6276243621325582,0.45,0.6261882076966502,-0.004160281253666076,-0.0015089028275564657,-0.0014010008965891219,-0.004297902635137629,0.0,0.5923076923076923,0.31996153846153846,0.16538461538461538,True,False
Q3,rtday_both_err_13,subject_z,-0.15114160708785643,0.1,0.6303484889503163,0.62818660078089,0.45,0.6264295421050706,-0.00391894684524563,-0.0014357509520196389,-0.0013361808408942077,-0.004112462906035175,0.0,0.6,0.31700000000000006,0.1576923076923077,True,False
Q3,rtday_both_err_13,subject_rank,-0.14624843249698252,0.2,0.6303484889503163,0.627540361244804,0.45,0.6264516534017837,-0.0038968355485325956,-0.0013817937723208764,-0.0010768842697053138,-0.003936429514163897,0.0,0.6192307692307693,0.3188461538461539,0.15384615384615385,True,False
Q3,rtday_both_err_13,subject_center,-0.1419931734092802,0.5,0.6303484889503163,0.6284439630045181,0.45,0.626739419009267,-0.003609069941049259,-0.0011201830589368672,-0.0011174983600562016,-0.0036030642958739256,0.0,0.5769230769230769,0.30576923076923085,0.18461538461538463,True,False
Q3,rtday_both_err_13,subject_center,-0.1419931734092802,0.2,0.6303484889503163,0.6283217482157091,0.45,0.6269512939640172,-0.0033971949862990902,-0.0010791049217761875,-0.001040502365189322,-0.003452560777907232,0.0,0.5769230769230769,0.3058076923076924,0.17692307692307693,True,False
Q3,rtday_prev_cos,subject_rank,-0.1262187554331476,0.2,0.6303484889503163,0.6291038990489909,0.45,0.6277719201735537,-0.0025765687767626,-0.0008546176659093224,-0.0012585971169295496,-0.0027584568817203836,9.433282082693673e-07,0.6038461538461538,0.3280769230769231,0.14615384615384616,True,False
Q3,rtday_prev_pred_00,subject_z,0.13053192479482698,0.5,0.6303484889503163,0.6307222669766642,0.45,0.6278074509750556,-0.0025410379752606183,-0.0009223678856633013,-0.0012008900965070346,-0.002681463480332269,0.0003840981799889953,0.6192307692307693,0.33096153846153853,0.09230769230769231,True,False
S4,rtwin_night_pred_03,subject_center,0.16301630092073827,0.05,0.6034040622125061,0.6045658151072165,0.45,0.600922726474334,-0.002481335738172108,-0.0005825222598560584,-0.0009810997662509924,-0.0025573199118445467,0.0005540767822597714,0.6,0.3068461538461538,0.11538461538461539,True,False
S4,rtday_next_abserr_10,subject_rank,0.13374533908181088,0.2,0.6034040622125061,0.6022019657815195,0.45,0.6010557117075694,-0.002348350504936647,-0.0005540794872181159,-0.000296825326384198,-0.0021489455452931017,0.0,0.5615384615384615,0.3321153846153847,0.19615384615384615,True,False
Q3,rtday_prev_pred_00,subject_z,0.13053192479482698,0.2,0.6303484889503163,0.6304999922517226,0.45,0.6280053736794123,-0.002343115270903917,-0.0008250309604179807,-0.0009376459690518812,-0.0025488892901224247,0.00034101939775588175,0.6115384615384616,0.33511538461538465,0.1,True,False
