config,graph,smooth_weight,prior_weight,label_weight,group,scale,covered_rows,base_loss,oof_loss,oof_delta_vs_stage2
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5678919260387146,0.0003610013488974939
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5678966604498407,0.00036573576002352226
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5678993248892209,0.00036840019940376223
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5679023795616296,0.00037145487181244885
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5679030287709265,0.0003721040811093257
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.5679061349215252,0.00037521023170805634
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5679068790110093,0.00037595432119219563
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5679079439638862,0.0003770192740690792
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,all,0.5,287,0.5675309246898171,0.5679099129903175,0.00037898830050031584
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,stage,0.5,287,0.5675309246898171,0.5679128131914942,0.00038188850167708566
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,all,0.5,287,0.5675309246898171,0.5679152076720955,0.0003842829822783278
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,all,0.15,287,0.5675309246898171,0.5679154208757812,0.0003844961859640339
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,stage,0.5,287,0.5675309246898171,0.5679179528456122,0.000387028155795055
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5679205285231509,0.0003896038333337515
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,no_q2,0.25,287,0.5675309246898171,0.5679241402660097,0.00039321557619254044
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,stage,0.5,287,0.5675309246898171,0.5679244450343742,0.0003935203445570856
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,no_q2,0.25,287,0.5675309246898171,0.5679251475478448,0.00039422285802770407
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5679258405180677,0.0003949158282505749
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,all,0.15,287,0.5675309246898171,0.5679263685968896,0.000395443907072468
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5679277695898736,0.0003968449000564256
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5679287330670252,0.0003978083772080421
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,no_q2,0.25,287,0.5675309246898171,0.567928988179044,0.0003980634892268853
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.5679301306416117,0.00039920595179454565
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,stage,0.5,287,0.5675309246898171,0.5679347668937038,0.0004038422038866729
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5679357596049233,0.00040483491510612257
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5679379857845959,0.00040706109477872676
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,stage,0.25,287,0.5675309246898171,0.5679384894225569,0.00040756473273972915
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,stage,0.25,287,0.5675309246898171,0.5679392934466402,0.00040836875682304097
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5679430546203539,0.00041212993053674207
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5679468504936686,0.00041592580385141353
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,stage,0.75,287,0.5675309246898171,0.5679477719767462,0.00041684728692903406
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,all,0.35,287,0.5675309246898171,0.5679480392154719,0.00041711452565473817
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,s23,0.75,287,0.5675309246898171,0.5679496984792843,0.00041877378946719723
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,all,0.5,287,0.5675309246898171,0.5679514971097547,0.00042057241993753713
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5679516315134981,0.0004207068236810052
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,all,0.35,287,0.5675309246898171,0.5679518764205868,0.00042095173076961423
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5679524518029085,0.00042152711309140223
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5679535889814771,0.00042266429165993546
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,stage,0.75,287,0.5675309246898171,0.5679566278131236,0.00042570312330647564
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,core_q_s23,0.5,287,0.5675309246898171,0.567960096183159,0.0004291714933418733
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5679608874383664,0.00042996274854922856
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,all,0.5,287,0.5675309246898171,0.5679619942564103,0.0004310695665931119
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5679627536621595,0.00043182897234239626
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5679636557075002,0.00043273101768304123
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,s23,0.75,287,0.5675309246898171,0.5679671117125286,0.0004361870227114206
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5679674285135808,0.0004365038237637009
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5679708668394458,0.0004399421496286138
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5679710796221145,0.00044015493229732083
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,core_q_s23,0.5,287,0.5675309246898171,0.567971317030726,0.00044039234090886836
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,s23,0.75,287,0.5675309246898171,0.5679735244248831,0.00044259973506599604
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5679735881521825,0.0004426634623653225
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5679741875419304,0.00044326285211326866
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5679789356112717,0.0004480109214545225
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,no_q2,0.5,287,0.5675309246898171,0.5679831048071621,0.0004521801173449358
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5679831338218516,0.00045220913203447566
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,s23,0.5,287,0.5675309246898171,0.567985559300416,0.0004546346105989141
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,no_q2,0.5,287,0.5675309246898171,0.567987912291927,0.00045698760210988176
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5679976052430177,0.00046668055320053803
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5679981212867867,0.00046719659696958793
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5679984208699019,0.0004674961800847921
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,all,0.35,287,0.5675309246898171,0.5680028798431157,0.0004719551532985644
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,all,0.15,287,0.5675309246898171,0.5680053917661546,0.0004744670763374703
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5680070241629367,0.00047609947311955114
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,all,0.15,287,0.5675309246898171,0.5680075576410644,0.0004766329512472245
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5680086653673697,0.0004777406775525739
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5680121081706787,0.0004811834808615689
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,stage,0.25,287,0.5675309246898171,0.5680122785500827,0.0004813538602655987
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,stage,0.25,287,0.5675309246898171,0.5680164511176565,0.00048552642783938893
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,stage,0.5,287,0.5675309246898171,0.5680192457973247,0.0004883211075075167
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5680210039545855,0.000490079264768406
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,all,0.25,287,0.5675309246898171,0.5680212856900124,0.000490361000195283
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,no_q2,0.5,287,0.5675309246898171,0.5680227737631354,0.000491849073318229
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5680244475898761,0.0004935229000589958
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,stage,0.5,287,0.5675309246898171,0.5680248770301067,0.000493952340289594
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,all,0.25,287,0.5675309246898171,0.5680275491459501,0.0004966244561329658
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,all,0.35,287,0.5675309246898171,0.5680275525791304,0.0004966278893132614
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5680324327023256,0.0005015080125084781
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,stage,0.35,287,0.5675309246898171,0.5680363538938146,0.0005054292039974317
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,all,0.5,287,0.5675309246898171,0.5680424282102594,0.0005115035204422691
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5680428132822826,0.000511888592465426
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,all,0.5,287,0.5675309246898171,0.5680455780827574,0.000514653392940212
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,stage,0.35,287,0.5675309246898171,0.5680465107978809,0.0005155861080637925
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,all,0.25,287,0.5675309246898171,0.5680469258531691,0.0005160011633519312
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,no_q2,0.5,287,0.5675309246898171,0.5680480160067478,0.0005170913169306735
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5680524673484383,0.0005215426586211436
gk20_t2_sw1_pw0p25_lw8,gk20_t2,1.0,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5680607070342178,0.0005297823444007088
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,stage,0.35,287,0.5675309246898171,0.5680615550297357,0.0005306303399185142
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,stage,0.35,287,0.5675309246898171,0.5680639853139244,0.0005330606241072955
gk20_t2_sw1_pw0p25_lw20,gk20_t2,1.0,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5680646620436557,0.0005337373538385481
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5680655232586321,0.0005345985688149923
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5680658541353686,0.0005349294455514464
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,s23,0.75,287,0.5675309246898171,0.5680706411617852,0.0005397164719680436
gk20_t2_sw1_pw0p25_lw20,gk20_t2,1.0,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5680740541852419,0.0005431294954247878
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,no_q2,0.75,287,0.5675309246898171,0.5680820654368116,0.0005511407469944718
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,all,0.15,287,0.5675309246898171,0.5680825043126704,0.0005515796228532377
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5680908362330898,0.0005599115432726176
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,all,0.15,287,0.5675309246898171,0.5680914829789646,0.0005605582891474725
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.5680944953439019,0.000563570654084744
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5680967834698302,0.0005658587800130288
gk20_t2_sw1_pw0p25_lw8,gk20_t2,1.0,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5680967948154088,0.0005658701255916165
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,all,0.25,287,0.5675309246898171,0.5680974438857465,0.0005665191959293159
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.5680979916737193,0.0005670669839021869
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5680995442511306,0.0005686195613134881
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5681003549807365,0.0005694302909193816
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5681031105436739,0.0005721858538567659
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5681082984680931,0.0005773737782759358
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,all,0.25,287,0.5675309246898171,0.5681097477467524,0.0005788230569352404
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,all,0.25,287,0.5675309246898171,0.5681112665097628,0.0005803418199457067
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,no_q2,0.75,287,0.5675309246898171,0.5681114236632036,0.0005804989733864119
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,no_q2,0.5,287,0.5675309246898171,0.5681152572618827,0.0005843325720655823
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,all,0.35,287,0.5675309246898171,0.5681171331235341,0.0005862084337169282
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5681176618173246,0.0005867371275074529
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,no_q2,0.5,287,0.5675309246898171,0.5681180894179713,0.0005871647281541215
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,all,0.35,287,0.5675309246898171,0.5681209553245987,0.0005900306347815798
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5681231716352085,0.0005922469453913948
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5681233588174458,0.0005924341276286604
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5681246319501883,0.0005937072603711124
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5681298933219578,0.0005989686321407062
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5681300855788682,0.000599160889051098
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5681316790215316,0.0006007543317144703
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,s23,0.5,287,0.5675309246898171,0.568134087362578,0.0006031626727608375
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5681343444679229,0.0006034197781057404
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5681346634237302,0.0006037387339130618
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,all,0.5,287,0.5675309246898171,0.5681385189773781,0.0006075942875609641
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5681418210628724,0.0006108963730552253
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5681430039980581,0.0006120793082409204
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,no_q2,0.25,287,0.5675309246898171,0.5681465006944916,0.0006155760046744341
gk20_t2_sw1_pw0p25_lw20,gk20_t2,1.0,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5681472472243365,0.0006163225345193757
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,no_q2,0.25,287,0.5675309246898171,0.5681474980445845,0.0006165733547673913
gk20_t2_sw1_pw0p25_lw8,gk20_t2,1.0,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5681491923072035,0.0006182676173863699
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5681598438162888,0.000628919126471672
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5681658316196667,0.0006349069298495769
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5681698090861004,0.0006388843962832347
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5681718101246016,0.0006408854347844661
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,all,0.75,287,0.5675309246898171,0.5681745407612078,0.0006436160713906292
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5681754491028805,0.0006445244130633965
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5681788642343784,0.0006479395445612157
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5681823085739263,0.0006513838841091246
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,stage,0.5,287,0.5675309246898171,0.5681829740373151,0.0006520493474979627
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5681853848973673,0.0006544602075501116
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.5681893549859524,0.0006584302961352151
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,all,0.5,287,0.5675309246898171,0.5681967471173358,0.0006658224275186697
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5681971751715219,0.0006662504817047665
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,stage,0.75,287,0.5675309246898171,0.5682102932804634,0.0006793685906462121
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,all,0.25,287,0.5675309246898171,0.568210734988134,0.0006798102983168741
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,stage,0.5,287,0.5675309246898171,0.5682147988653371,0.0006838741755199607
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5682153897052482,0.0006844650154310683
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5682195380489741,0.000688613359156931
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,all,0.75,287,0.5675309246898171,0.5682235418685845,0.0006926171787673407
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,s23,0.5,287,0.5675309246898171,0.5682243095770005,0.0006933848871834014
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5682281299000458,0.0006972052102286463
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5682301397828592,0.0006992150930420493
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5682307958194898,0.0006998711296726245
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,all,0.25,287,0.5675309246898171,0.5682313870449388,0.0007004623551216671
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,core_q_s23,0.35,287,0.5675309246898171,0.568231456456558,0.0007005317667408972
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,stage,0.75,287,0.5675309246898171,0.568233955811177,0.0007030311213598317
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,s23,0.75,287,0.5675309246898171,0.568235442081969,0.0007045173921518266
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5682428284007168,0.0007119037108996862
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5682449998594229,0.0007140751696057546
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,stage,0.75,287,0.5675309246898171,0.5682450177934435,0.0007140931036263565
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,stage,0.25,287,0.5675309246898171,0.568248603069593,0.0007176783797758768
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.568253429296116,0.0007225046062988572
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,stage,0.25,287,0.5675309246898171,0.568254733369464,0.0007238086796468313
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5682597147229881,0.0007287900331709452
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,no_q2,0.35,287,0.5675309246898171,0.5682597163615246,0.0007287916717074738
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5682672217576986,0.0007362970678814751
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,no_q2,0.35,287,0.5675309246898171,0.568268041062568,0.0007371163727508678
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,stage,0.5,287,0.5675309246898171,0.5682688400823446,0.0007379153925274329
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5682758852005714,0.0007449605107542334
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,stage,0.5,287,0.5675309246898171,0.5682834021120318,0.0007524774222146258
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,all,0.75,287,0.5675309246898171,0.5682874629362707,0.0007565382464536086
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,stage,0.75,287,0.5675309246898171,0.5682889689528753,0.0007580442630581441
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,stage,0.35,287,0.5675309246898171,0.5682966690238506,0.0007657443340334247
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,stage,0.35,287,0.5675309246898171,0.5683051625585982,0.000774237868781058
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,all,0.75,287,0.5675309246898171,0.568307193289437,0.0007762685996198782
