config,graph,smooth_weight,prior_weight,label_weight,group,scale,covered_rows,base_loss,oof_loss,oof_delta_vs_stage2
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.567570303688565,3.937899874784101e-05
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5675703735277057,3.9448837888533816e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,s23,0.5,287,0.5675309246898171,0.567571137057292,4.021236747486778e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5675726568202177,4.173213040059576e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,all,0.35,287,0.5675309246898171,0.5675740893817846,4.316469196741224e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,all,0.35,287,0.5675309246898171,0.5675747036017358,4.3778911918646024e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5675764590034645,4.553431364739957e-05
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675770406129341,4.611592311698498e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5675776153903396,4.669070052243374e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,s23,0.25,287,0.5675309246898171,0.567578001842494,4.707715267682211e-05
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675780709702817,4.714628046453839e-05
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,stage,0.25,287,0.5675309246898171,0.5675781342079714,4.7209518154289754e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5675781502095717,4.72255197545568e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.5675784222225821,4.7497532765006234e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675803826743412,4.945798452404837e-05
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5675805860947049,4.966140488771309e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675811928865455,5.026819672837579e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675816068242466,5.0682134429491654e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5675821046135019,5.1179923684752104e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.5675826366671494,5.171197733222499e-05
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,stage,0.15,287,0.5675309246898171,0.567582676886093,5.175219627584493e-05
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5675831305288843,5.220583906717646e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5675835739425014,5.26492526842226e-05
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,stage,0.75,287,0.5675309246898171,0.5675836582369511,5.2733547133976266e-05
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5675844105256218,5.348583580466748e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5675850456704695,5.4120980652383466e-05
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5675853745645237,5.44498747065969e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,stage,0.35,287,0.5675309246898171,0.5675864709174585,5.554622764136763e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,stage,0.35,287,0.5675309246898171,0.5675866225072078,5.569781739067636e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5675876115510861,5.668686126891753e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5675878184253261,5.689373550898935e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5675885259643907,5.76012745735488e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,all,0.25,287,0.5675309246898171,0.5675890636479571,5.813895813999714e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5675892108637426,5.8286173925448104e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5675892769332443,5.8352243427206574e-05
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5675896944968947,5.876980707752999e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5675902067113017,5.928202148453021e-05
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5675902405866081,5.931589679097904e-05
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5675905490873588,5.962439754170212e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,all,0.15,287,0.5675309246898171,0.5675905755434244,5.965085360726263e-05
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,s23,0.15,287,0.5675309246898171,0.567591068257415,6.0143567597870096e-05
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5675918932767614,6.0968586944265546e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,all,0.15,287,0.5675309246898171,0.5675923036565147,6.137896669755616e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,all,0.25,287,0.5675309246898171,0.5675926906917067,6.176600188956272e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,no_q2,0.75,287,0.5675309246898171,0.5675935996388869,6.267494906975202e-05
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,core_q_s23,0.75,287,0.5675309246898171,0.567594987290601,6.406260078384296e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5675950300947777,6.410540496060158e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,no_q2,0.75,287,0.5675309246898171,0.5675971035056171,6.617881579995544e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5675976025508274,6.667786101022255e-05
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5675984305657801,6.750587596293656e-05
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5675985295698046,6.760487998747067e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675989315357237,6.800684590657635e-05
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5675990473248419,6.812263502475879e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5675993699113292,6.844522151205901e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5675995620464285,6.863735661133408e-05
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5676007876361883,6.986294637112422e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5676014699775075,7.054528769034896e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,s23,0.75,287,0.5675309246898171,0.5676017579211602,7.08332313430482e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,all,0.75,287,0.5675309246898171,0.5676027910204398,7.186633062261638e-05
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5676030429807447,7.211829092756972e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5676037316704317,7.280698061451485e-05
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,no_q2,0.5,287,0.5675309246898171,0.567604817276791,7.389258697387824e-05
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5676048683948697,7.394370505253711e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,s23,0.75,287,0.5675309246898171,0.567604873864542,7.394917472480778e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,no_q2,0.25,287,0.5675309246898171,0.5676060630387021,7.513834888495108e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,no_q2,0.25,287,0.5675309246898171,0.5676062227756021,7.529808578499164e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5676067116933446,7.578700352750545e-05
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,stage,0.25,287,0.5675309246898171,0.5676086385973862,7.771390756905472e-05
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5676087998391853,7.787514936818951e-05
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5676090694378529,7.814474803580218e-05
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,no_q2,0.5,287,0.5675309246898171,0.5676093353059084,7.841061609126232e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5676095486526924,7.86239628752794e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5676095845485253,7.865985870814107e-05
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,all,0.15,287,0.5675309246898171,0.5676095937523576,7.866906254050399e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,all,0.5,287,0.5675309246898171,0.5676096135939634,7.86889041463068e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,all,0.5,287,0.5675309246898171,0.5676096511573071,7.872646748996459e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5676099750287239,7.905033890676094e-05
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5676099864730523,7.90617832351348e-05
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,all,0.15,287,0.5675309246898171,0.5676104382437372,7.95135539201075e-05
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5676106075451725,7.968285535531194e-05
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5676108335697698,7.99088799526837e-05
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5676111513039186,8.022661410145293e-05
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5676115383852333,8.061369541612073e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5676118790281433,8.095433832611132e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,all,0.75,287,0.5675309246898171,0.567612537924969,8.161323515187835e-05
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5676141469588591,8.32222690420048e-05
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5676144670292972,8.354233948004719e-05
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5676146986495171,8.377395969993984e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5676148287059058,8.390401608870945e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5676158363673658,8.491167754864914e-05
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,s23,0.15,287,0.5675309246898171,0.56761592648746,8.500179764281413e-05
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5676168521203928,8.592743057567187e-05
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,s23,0.5,287,0.5675309246898171,0.5676168703837763,8.594569395914409e-05
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5676169594897637,8.603479994651053e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,stage,0.35,287,0.5675309246898171,0.5676170027865066,8.607809668947919e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5676175726867384,8.664799692126302e-05
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,stage,0.75,287,0.5675309246898171,0.5676183659648375,8.744127502036125e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5676186703559425,8.774566612534951e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5676189207876957,8.799609787857321e-05
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5676191734280142,8.824873819701651e-05
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,stage,0.15,287,0.5675309246898171,0.567619658292286,8.873360246886008e-05
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5676197348878024,8.881019798523404e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5676202358311367,8.931114131960349e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5676211048414309,9.018015161377235e-05
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5676215379478202,9.061325800308051e-05
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5676217971966853,9.087250686812265e-05
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5676220381626534,9.111347283630167e-05
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,core_q_s23,0.5,287,0.5675309246898171,0.567624378568005,9.345387818782136e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5676247477052467,9.382301542959492e-05
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5676248608618265,9.393617200936788e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5676262420800233,9.531739020618435e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,stage,0.5,287,0.5675309246898171,0.5676267152114046,9.579052158747992e-05
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5676274726232365,9.654793341939971e-05
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5676284044312815,9.747974146434579e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,all,0.25,287,0.5675309246898171,0.5676288650994973,9.794040968014173e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,stage,0.5,287,0.5675309246898171,0.567629934480739,9.900979092181128e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5676299656389489,9.904094913171235e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,all,0.25,287,0.5675309246898171,0.5676306917063065,9.976701648939379e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5676344406066669,0.00010351591684976125
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,all,0.15,287,0.5675309246898171,0.5676349367023934,0.00010401201257626003
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5676354385800069,0.00010451389018972801
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5676356683576863,0.00010474366786916711
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,all,0.15,287,0.5675309246898171,0.5676360517462331,0.00010512705641596565
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5676364132265249,0.00010548853670777625
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5676364793409666,0.00010555465114947538
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5676368444726344,0.00010591978281726533
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5676372818246721,0.0001063571348549619
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5676379253531969,0.00010700066337976377
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5676390045520568,0.00010807986223970723
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5676403380883118,0.00010941339849468434
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.567640975652233,0.0001100509624158974
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5676445984940917,0.00011367380427451668
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5676449801826051,0.00011405549278797888
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5676543875919684,0.0001234629021512612
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5676546559772557,0.00012373128743858874
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5676555943459508,0.0001246696561336691
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,all,0.35,287,0.5675309246898171,0.5676559842064504,0.00012505951663321913
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,all,0.25,287,0.5675309246898171,0.567656765764668,0.00012584107485080764
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,s23,0.75,287,0.5675309246898171,0.5676574036756914,0.00012647898587425654
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,all,0.25,287,0.5675309246898171,0.5676580677175569,0.00012714302773975117
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,no_q2,0.5,287,0.5675309246898171,0.5676581329479814,0.00012720825816425751
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,no_q2,0.5,287,0.5675309246898171,0.5676583358196039,0.00012741112978675861
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,all,0.5,287,0.5675309246898171,0.5676598658182083,0.0001289411283911246
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,stage,0.5,287,0.5675309246898171,0.567659909528281,0.00012898483846390807
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,core_q_s23,0.75,287,0.5675309246898171,0.567660280966333,0.00012935627651589066
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5676603986967413,0.00012947400692420175
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5676604745631654,0.00012954987334823365
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,s23,0.35,287,0.5675309246898171,0.567661227724027,0.00013030303420991096
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5676614658883403,0.0001305411985231819
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,stage,0.5,287,0.5675309246898171,0.5676635008955758,0.00013257620575868323
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,all,0.35,287,0.5675309246898171,0.5676646278538401,0.0001337031640229469
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5676651888429409,0.00013426415312378648
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5676657916091027,0.00013486691928554784
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5676661728062327,0.0001352481164155206
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5676706170876111,0.000139692397793989
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,s23,0.35,287,0.5675309246898171,0.567671475127221,0.00014055043740390794
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.567671549307212,0.00014062461739483556
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5676725279297384,0.0001416032399212952
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,all,0.5,287,0.5675309246898171,0.5676727615639805,0.0001418368741633591
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5676746198328005,0.00014369514298340214
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5676746605200663,0.0001437358302491809
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5676747322283567,0.0001438075385395976
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5676753886440207,0.00014446395420353308
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,s23,0.75,287,0.5675309246898171,0.567676497330623,0.00014557264080583554
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5676769121541153,0.00014598746429816956
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5676769971061083,0.0001460724162911653
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5676784402421778,0.0001475155523606997
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5676795051093139,0.0001485804194967244
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.567680728685643,0.00014980399582587012
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,s23,0.15,287,0.5675309246898171,0.567681294625832,0.00015036993601480475
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5676842446690278,0.0001533199792106421
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,stage,0.5,287,0.5675309246898171,0.5676846477395248,0.0001537230497076214
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5676847276215752,0.00015380293175804027
