target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_blend_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_loose,passes_strict
S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,-0.15768051821565032,0.2,0.5389534496173579,0.5346397243625404,0.45,0.5339901059022932,-0.004963343715064683,-0.004568487870003422,-0.004808693882375037,-0.006539834470608352,-0.0028980006929568147,0.9653846153846154,0.43019230769230776,0.0,True,True
Q3,jepa_prefix__prectx__resid_pc0,subject_z,-0.1858493584325919,0.05,0.6303484889503163,0.6289298189472137,0.45,0.6254803552881222,-0.004868133662194074,-0.003559699447874614,-0.0038997021013946753,-0.005986733959486595,-0.0014745048433105756,0.85,0.3738076923076923,0.03076923076923077,True,True
S4,jepa_grid__phone_activity__evening__pred,subject_rank,-0.16977998436660788,0.2,0.6034040622125061,0.60102854112625,0.45,0.5987379064628037,-0.004666155749702416,-0.004468373342992633,-0.004727306724601976,-0.005808612195336821,-0.003147308580133401,0.9884615384615385,0.4378846153846155,0.0,True,True
S4,jepa_grid__prectx_mlight__pre3h__pred,subject_z,0.16946432369127254,0.05,0.6034040622125061,0.6014751412295953,0.45,0.5987545366123105,-0.004649525600195603,-0.0025786748354083744,-0.0027893199811591662,-0.005151138282336237,-7.34340637976727e-05,0.7576923076923077,0.3571538461538462,0.026923076923076925,True,True
Q3,jepa_grid__prectx_hr__pre6h__pred,subject_center,-0.16628538090416758,0.05,0.6303484889503163,0.6275996030563296,0.45,0.6257856369416279,-0.004562852008688334,-0.003989701347164473,-0.004442279274488592,-0.005632825379323414,-0.0024597802281967063,0.95,0.414423076923077,0.0,True,True
Q3,jepa_grid__prectx_other__pre3h__pred,subject_z,-0.16686735989793514,0.05,0.6303484889503163,0.6289524863972055,0.45,0.6257949996137467,-0.004553489336569516,-0.0034324108656273605,-0.003940492517648719,-0.005458716094370181,-0.0017149864148684746,0.8692307692307693,0.37723076923076926,0.03076923076923077,True,True
S4,jepa_grid__presleep_mlight__pre3h__value,subject_rank,0.1643319317038609,0.05,0.6034040622125061,0.6006938072004987,0.45,0.5988710243970683,-0.00453303781543779,-0.003317448540402271,-0.0031788983741138366,-0.0054936976691782324,-0.0013689384076393252,0.9115384615384615,0.38230769230769235,0.0,True,True
S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,-0.15234995313238567,0.2,0.5389534496173579,0.5368874701519716,0.45,0.5345735029564076,-0.004379946660950318,-0.003316812577979628,-0.003804451020609584,-0.005355279035700322,-0.0016963670682541565,0.8576923076923076,0.3965769230769231,0.03076923076923077,True,True
S4,jepa_grid__prectx_mlight__pre3h__value,subject_center,0.15704598794607028,0.2,0.6034040622125061,0.6003667624068253,0.45,0.5990257105202275,-0.004378351692278626,-0.0016397250048291836,-0.0007846569126771508,-0.004212460151657993,0.00028882810740904485,0.65,0.3162307692307692,0.05,True,True
Q3,jepa_modality__phone_charge__resid_pc1,subject_center,0.15988433601732008,0.2,0.6303484889503163,0.6272116814310496,0.45,0.625986161893236,-0.004362327057080284,-0.003994156436151944,-0.004309795188658816,-0.005555882329938533,-0.0027984225449142475,0.95,0.4176923076923078,0.0038461538461538464,True,True
Q3,jepa_prefix__prectx__resid_pc0,subject_rank,-0.18670824958134466,0.05,0.6303484889503163,0.6294132607778812,0.45,0.6260886149080822,-0.004259874042234046,-0.002899639037085272,-0.003348413596195976,-0.00512890860814777,-0.0009370660444230072,0.8192307692307692,0.36900000000000005,0.038461538461538464,True,True
S1,jepa_grid__presleep_ambience__pre6h__resid,subject_z,0.1551713054574319,0.2,0.47894327588040597,0.4757672985201034,0.45,0.4747841153206237,-0.004159160559782271,-0.0024302681906097547,-0.0030563085669012002,-0.004737627341878714,0.0,0.7384615384615385,0.3641153846153847,0.07692307692307693,True,True
S4,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.15672216880676623,0.2,0.6034040622125061,0.6005593831830417,0.45,0.5992506282939214,-0.0041534339185846925,-0.001843461979697418,-0.002198632660888711,-0.0048640718282939865,0.0,0.676923076923077,0.3595769230769231,0.10384615384615385,True,True
S2,jepa_modality__presleep_mlight__pred_pc1,subject_center,-0.14283590406617172,0.2,0.5389534496173579,0.534883561753031,0.45,0.5348522078906237,-0.004101241726734206,-0.003308659412453737,-0.003727934787180698,-0.005345563973045531,-0.0014581208636457038,0.8807692307692307,0.41111538461538466,0.03461538461538462,True,True
S4,jepa_sensor_time__prectx_usage__pre3h__cos,subject_center,0.16841976985259596,0.05,0.6034040622125061,0.6020011510461357,0.45,0.5993116672876779,-0.004092394924828158,-0.0032329535283506703,-0.003884829830884229,-0.00503709539922037,-0.0018047247456272064,0.8807692307692307,0.37776923076923075,0.038461538461538464,True,True
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,subject_z,0.14898149325355686,0.2,0.5034376794790675,0.5025923596852895,0.45,0.49934710238662616,-0.0040905770924413165,-0.002136573222561178,-0.0024792517375150647,-0.0042866155833393565,0.0,0.7153846153846154,0.3365769230769231,0.1,True,True
S4,jepa_sensor_time__prectx_usage__pre3h__cos,global_z,0.16339371492562746,0.2,0.6034040622125061,0.6013880339038065,0.45,0.5994004978124086,-0.004003564400097526,-0.0031042571025788803,-0.0037059612157863686,-0.004715307586588641,-0.001697049138624812,0.8576923076923076,0.38296153846153846,0.03076923076923077,True,True
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_z,0.15167057058282093,0.2,0.5034376794790675,0.5027639999479246,0.45,0.4994480888985234,-0.0039895905805441,-0.002362292463665448,-0.0032913093921760617,-0.004531084266821167,-0.00047636919565058333,0.7846153846153846,0.37723076923076926,0.026923076923076925,True,True
Q3,jepa_grid__prectx_wlight__pre6h__pred,subject_rank,-0.16145870176103175,0.05,0.6303484889503163,0.6289940728576797,0.45,0.6265392587145322,-0.0038092302357840557,-0.0028669877515642085,-0.0035169510445401952,-0.00458591139447706,-0.001514133574531673,0.8807692307692307,0.38296153846153846,0.011538461538461539,True,True
S4,jepa_grid__phone_activity__evening__pred,subject_rank,-0.16977998436660788,0.05,0.6034040622125061,0.6030509398911305,0.45,0.5996710153962509,-0.003733046816255192,-0.0032970926002790905,-0.003568699118385421,-0.004592928446473521,-0.0023409613721359634,0.9461538461538461,0.4101923076923077,0.0,True,True
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,global_z,0.1669909949583695,0.2,0.5034376794790675,0.5030247800177965,0.45,0.4998113774458748,-0.0036263020331926965,-0.001519224190709631,-0.0018335842140457803,-0.0036063638261957798,0.0,0.6538461538461539,0.3229615384615385,0.11923076923076924,True,True
S2,jepa_modality__presleep_mlight__pred_pc1,global_z,-0.14035510361760767,0.2,0.5389534496173579,0.5356294429039398,0.45,0.5353716237927535,-0.0035818258246044232,-0.0026124738651938976,-0.0029437353088735962,-0.004407922335987385,-0.0008081975732833757,0.8307692307692308,0.39819230769230773,0.046153846153846156,True,True
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_rank,0.15207972168496428,0.2,0.5034376794790675,0.5026988204125615,0.45,0.49988857979125384,-0.0035490996878136394,-0.0019604412781021045,-0.002412417736990774,-0.00406068075409069,-0.0003113323737761464,0.7692307692307693,0.3692692307692308,0.026923076923076925,True,True
S2,jepa_grid__prectx_wlight__pre1h__value,subject_rank,0.14549684386727332,0.2,0.5389534496173579,0.5361698387417847,0.45,0.535424936109729,-0.0035285135076289498,-0.0024623906530844768,-0.0028729182871694015,-0.004378708131865916,-0.000555588677194907,0.823076923076923,0.38711538461538464,0.03461538461538462,True,True
S2,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.14124872536654126,0.2,0.5389534496173579,0.5359771465382989,0.45,0.5354679632168649,-0.0034854864004930652,-0.0025855868033055687,-0.002982206739967075,-0.004175851372401507,-0.0012822641788886868,0.8615384615384616,0.40369230769230774,0.026923076923076925,True,True
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_center,0.14447288267935968,0.2,0.5034376794790675,0.5033726135567737,0.45,0.5000212146576156,-0.003416464821451859,-0.0020699858582386944,-0.0025025647154612862,-0.003940805672558473,-0.00040720211233141734,0.8115384615384615,0.381923076923077,0.019230769230769232,True,True
Q1,jepa_modality__ambience__resid_norm,subject_rank,-0.1780315295252265,0.05,0.5746308240745168,0.5744167291776293,0.45,0.5712839378934472,-0.003346886181069597,-0.0018725254688171707,-0.0023411045251068296,-0.003681830686932175,-0.0004019409089358328,0.7615384615384615,0.3633846153846155,0.05384615384615385,True,True
Q3,jepa_grid__prectx_other__pre3h__value,subject_rank,-0.16057419131879708,0.05,0.6303484889503163,0.6304721210285604,0.45,0.6271084886012608,-0.003240000349055472,-0.0027278443414444796,-0.0032336216025977693,-0.003988199739800413,-0.0019264089479873459,0.9384615384615385,0.39119230769230773,0.0,True,True
S1,jepa_grid__presleep_activity__pre1h__resid,subject_z,-0.1383302507043055,0.2,0.47894327588040597,0.4773282484449991,0.45,0.4758673972242589,-0.0030758786561470575,-0.002704436210614284,-0.0030759713171281122,-0.003919929367099728,-0.001598092801099446,0.9576923076923077,0.4043076923076923,0.0,True,True
S2,jepa_modality__presleep_usage__target_pc2,subject_center,0.1370506997112406,0.2,0.5389534496173579,0.5373685792858233,0.45,0.5358919006889573,-0.0030615489284006037,-0.001996794366238127,-0.0024815472575484,-0.003609636765573229,-0.0004153407116156693,0.7576923076923077,0.3731923076923077,0.06153846153846154,True,True
S2,jepa_time__late__pred_pc2,subject_z,0.14521594938170168,0.2,0.5389534496173579,0.5404540659255124,0.45,0.5360253574467241,-0.0029280921706338336,-0.0016218855652231374,-0.002196549209573573,-0.0032762741163333,-0.00036276203944995977,0.7769230769230769,0.3651153846153846,0.03076923076923077,True,True
S2,jepa_sensor_time__quiet__other__resid_pc0,subject_center,0.1364398090874982,0.2,0.5389534496173579,0.5380023094816926,0.45,0.5360307460657582,-0.002922703551599737,-0.0024767529191247447,-0.0027615794561559603,-0.003673480657102546,-0.0012667398089739046,0.926923076923077,0.3862692307692308,0.0,True,True
S4,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.15672216880676623,0.05,0.6034040622125061,0.6029315159245842,0.45,0.600524220644714,-0.0028798415677920852,-0.001114570913560316,-0.001629521750499685,-0.0031410018597196887,0.0,0.676923076923077,0.34788461538461546,0.08846153846153847,True,True
S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,-0.15768051821565032,0.05,0.5389534496173579,0.5389102976131022,0.45,0.5360821517588769,-0.002871297858481059,-0.001946852542202978,-0.0023998241803101505,-0.0033149535835819005,-0.0006979846083842167,0.8653846153846154,0.37703846153846154,0.007692307692307693,True,True
Q3,jepa_modality__prectx_wlight__pred_pc2,subject_rank,-0.16888700134904755,0.05,0.6303484889503163,0.631100963814017,0.45,0.6275038586594885,-0.00284463029082771,-0.002411144930908487,-0.0029377669994590794,-0.0034777884644838775,-0.0015207619712556686,0.9384615384615385,0.3905769230769231,0.0,True,True
S1,jepa_time__other__resid_pc1,subject_rank,-0.14875503548518781,0.2,0.47894327588040597,0.47822376131943745,0.45,0.47610958858538033,-0.002833687295025644,-0.0014411277146559086,-0.0018839849189133118,-0.0032091676881464692,0.0,0.7269230769230769,0.349423076923077,0.06923076923076923,True,True
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,global_z,0.1365970356670246,0.2,0.5034376794790675,0.5040744821699015,0.45,0.5007719624518806,-0.0026657170271868758,-0.0013088408777125137,-0.001725474950442174,-0.002905998768499396,0.0,0.7269230769230769,0.3648461538461539,0.05384615384615385,True,True
S4,jepa_sensor_time__prectx_usage__pre3h__cos,global_z,0.16339371492562746,0.05,0.6034040622125061,0.6040043735401402,0.45,0.6007803913901373,-0.0026236708223688066,-0.0018568090702725535,-0.0021782456656763705,-0.0031522279363725147,-0.0007237960283010825,0.8423076923076923,0.3515384615384616,0.046153846153846156,True,True
S2,jepa_modality__presleep_usage__target_pc2,global_z,0.13657243142807743,0.2,0.5389534496173579,0.5384148058719702,0.45,0.5363757978933643,-0.0025776517239936014,-0.0014191953459751195,-0.001747387304811887,-0.0027857592542467335,0.0,0.7153846153846154,0.3583461538461539,0.08461538461538462,True,True
S1,jepa_grid__presleep_activity__pre1h__resid,global_z,-0.14290223414622633,0.2,0.47894327588040597,0.4774288955937688,0.45,0.4763747467542544,-0.0025685291261515752,-0.0022005472445604923,-0.0023197711878337746,-0.00332718472897367,-0.0011855013006452225,0.9384615384615385,0.398923076923077,0.0038461538461538464,True,True
S1,jepa_modality__presleep_charge__cos,subject_center,0.1454404367595837,0.2,0.47894327588040597,0.4772975837899498,0.45,0.4763871588780569,-0.00255611700234909,-0.0012853886088783721,-0.0014408217544575885,-0.0030783763214278226,0.0,0.6923076923076923,0.3409615384615385,0.13076923076923078,True,True
S1,jepa_grid__presleep_activity__pre1h__value,global_z,-0.14579637237178927,0.2,0.47894327588040597,0.4776981908262378,0.45,0.4764107629166507,-0.0025325129637552846,-0.0014654352825787605,-0.0016557121805263753,-0.0030804064493081956,0.0,0.7269230769230769,0.3489615384615385,0.11923076923076924,True,True
S1,jepa_grid__presleep_activity__pre1h__resid,subject_center,-0.13874745805849237,0.2,0.47894327588040597,0.47739787091803926,0.45,0.4764510852575885,-0.0024921906228174695,-0.002112665371272599,-0.0024212486618429563,-0.0031687086892319277,-0.0010678081241070059,0.9461538461538461,0.3966538461538462,0.0038461538461538464,True,True
S1,jepa_grid__presleep_activity__pre1h__value,subject_center,-0.1410364400677917,0.2,0.47894327588040597,0.4775537835265345,0.45,0.4764581757626824,-0.002485100117723571,-0.0013759001048028554,-0.0015916402817242048,-0.0031120485656696006,0.0,0.7038461538461539,0.34565384615384614,0.12307692307692308,True,True
S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,-0.15234995313238567,0.05,0.5389534496173579,0.540182540811362,0.45,0.5364846312704954,-0.0024688183468625224,-0.0009209020048889412,-0.001500207081318372,-0.0026278660404188137,0.0,0.6807692307692308,0.33753846153846156,0.07307692307692308,True,True
Q3,jepa_modality__phone_charge__resid_pc1,subject_center,0.15988433601732008,0.05,0.6303484889503163,0.6323108152131336,0.45,0.6281184912156568,-0.0022299977346594835,-0.0015752258199223674,-0.001933587672261372,-0.0026562348368518174,-0.0008066720685542261,0.8461538461538461,0.3453846153846154,0.011538461538461539,True,True
S1,jepa_grid__presleep_ambience__pre1h__pred,subject_rank,-0.1407958526204051,0.2,0.47894327588040597,0.47886560204762807,0.45,0.476789040955829,-0.0021542349245769477,-0.001104116253011314,-0.0012021651224077001,-0.0023989757113225263,0.0,0.6884615384615385,0.3454615384615385,0.08461538461538462,True,True
Q1,jepa_sensor_time__prectx_mlight__other__target_norm,subject_rank,-0.15312338039075346,0.2,0.5746308240745168,0.5758412116187818,0.45,0.5724906256082084,-0.0021401984663084184,-0.0008212684616928367,-0.001114586117723415,-0.002291595613618136,0.0,0.6538461538461539,0.3158076923076923,0.1076923076923077,True,True
S3,jepa_grid__deep__early__resid,subject_rank,0.13810343896186267,0.2,0.5034376794790675,0.5033140529378333,0.45,0.5013556071038682,-0.0020820723751993064,-0.0010264633816218277,-0.0017346694710311805,-0.002256253524316243,2.5395307908654408e-06,0.6653846153846154,0.34384615384615386,0.08461538461538462,True,True
S2,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.14124872536654126,0.05,0.5389534496173579,0.5403318558721226,0.45,0.5372441136801697,-0.00170933593718825,-0.0006431688312815561,-0.0011117489769318922,-0.001856715235259987,0.00019736950107240858,0.6884615384615385,0.3392307692307693,0.046153846153846156,True,True
S2,jepa_grid__prectx_wlight__pre1h__value,subject_rank,0.14549684386727332,0.05,0.5389534496173579,0.5404854649496091,0.45,0.537293990371017,-0.001659459246340922,-0.00043999181801326935,-0.0008373641425126199,-0.0017764667887554542,0.00038985739121477625,0.6615384615384615,0.3169615384615385,0.06153846153846154,True,True
S2,jepa_sensor_time__quiet__other__resid_pc0,subject_center,0.1364398090874982,0.05,0.5389534496173579,0.5419018707188833,0.3,0.5377253635781736,-0.0012280860391843396,-0.0006066885559704418,-0.001025721575661942,-0.0015400235055494094,0.0001445332144662942,0.6884615384615385,0.30126923076923084,0.05,True,True
S4,jepa_grid__prectx_mlight__pre3h__pred,global_z,0.1634410926649195,0.2,0.6034040622125061,0.5998954545823735,0.45,0.5988082687009336,-0.004595793511572466,-0.0014299274649045815,-0.0007634599105485473,-0.003922480662993583,0.0008246683538581101,0.5807692307692308,0.31584615384615394,0.057692307692307696,True,False
S4,jepa_grid__presleep_mlight__pre3h__value,subject_center,0.16325853497794196,0.05,0.6034040622125061,0.6014346836660229,0.45,0.5989783951636569,-0.004425667048849169,-0.0017530070639802736,-0.001459110491716209,-0.004321721345395407,0.00038879305110717244,0.6423076923076924,0.3239230769230769,0.03461538461538462,True,False
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,subject_center,0.16584485663237156,0.2,0.5034376794790675,0.5035905134272358,0.45,0.49996992801140877,-0.0034677514676587085,-0.0012433618571945177,-0.0015498408833368726,-0.0032421969401263545,0.0,0.6346153846153846,0.3136923076923077,0.13846153846153847,True,False
S4,jepa_grid__prectx_mlight__pre3h__value,subject_center,0.15704598794607028,0.05,0.6034040622125061,0.6028592808076265,0.45,0.6000410869140275,-0.003362975298478621,-0.0008864374976019948,-0.0006702541841150378,-0.003198314462709906,0.0006876458647485928,0.5807692307692308,0.3054230769230769,0.08076923076923077,True,False
S3,jepa_grid__presleep_activity__pre1h__value,subject_rank,0.1455379324719238,0.2,0.5034376794790675,0.5019726218668327,0.45,0.5004006483488165,-0.003037031130251,-0.0012458411393157904,-0.0011603652951347188,-0.0034333604141084384,0.00025661549826258567,0.6230769230769231,0.3386153846153847,0.1076923076923077,True,False
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,subject_z,0.14898149325355686,0.05,0.5034376794790675,0.5056064359197355,0.45,0.5011166617469497,-0.0023210177321177916,-0.0009022128422495518,-0.0012470048192499694,-0.0024081740177228084,0.0,0.6153846153846154,0.30338461538461536,0.13846153846153847,True,False
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_z,0.15167057058282093,0.05,0.5034376794790675,0.5054148567894569,0.45,0.5011975597952721,-0.0022401196837953385,-0.0007038569165812977,-0.0013636267485859777,-0.0024003396927989307,0.0005392362135049622,0.6384615384615384,0.33476923076923076,0.057692307692307696,True,False
S3,jepa_sensor_time__prectx_usage__pre3h__resid_norm,subject_rank,0.13973724554048955,0.2,0.5034376794790675,0.5046341452569771,0.45,0.5012706353317047,-0.0021670441473627955,-0.0006634443450479547,-0.0014313599578792968,-0.0022577177111077207,0.0005984891166871398,0.5884615384615385,0.3428846153846154,0.06153846153846154,True,False
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,global_z,0.1669909949583695,0.05,0.5034376794790675,0.5058879220143506,0.45,0.5013793561167287,-0.0020583233623387986,-0.0004881562520100774,-0.00047351671446949073,-0.0020186447109624694,0.0005573426870874865,0.5807692307692308,0.2845,0.13846153846153847,True,False
S2,jepa_time__late__pred_pc2,subject_rank,0.1405191315556937,0.2,0.5389534496173579,0.5404279083983862,0.45,0.536915463036702,-0.002037986580655904,-0.0003954025826854087,-0.0009662003827117793,-0.0021313580447555047,0.00036841991629361914,0.6115384615384616,0.3282307692307693,0.11923076923076924,True,False
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_rank,0.15207972168496428,0.05,0.5034376794790675,0.5056381227150687,0.45,0.5014995977060297,-0.0019380817730377808,-0.0005603984217563106,-0.0009531503115922657,-0.0021771659079055927,0.0005375566601077408,0.6346153846153846,0.32876923076923076,0.04230769230769231,True,False
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_center,0.14447288267935968,0.05,0.5034376794790675,0.5062597042202356,0.3,0.501782632684084,-0.0016550467949835168,-0.00029749011433452354,-0.0006835953484000123,-0.0017544342651798495,0.000553148136227477,0.6076923076923076,0.3178461538461539,0.05384615384615385,True,False
S2,jepa_time__late__pred_pc2,subject_z,0.14521594938170168,0.05,0.5389534496173579,0.5430305856786647,0.3,0.5374405359064534,-0.001512913710904562,-5.3528322268455845e-05,-0.0005745930842384062,-0.0016375288326058168,0.0007320481366369647,0.5923076923076923,0.2995769230769231,0.08846153846153847,True,False
