fold,target,feature,mode,c_value,weight,base_loss,best_loss,inner_delta,corr
geom_r00,Q3,jepa_grid__prectx_wlight__pre6h__pred,subject_z,0.2,0.45,0.6454001299883209,0.6369929657168786,-0.00840716427144228,-0.19304092720127478
geom_r00,Q3,jepa_sensor_time__prectx_usage__pre6h__resid_pc2,subject_center,0.2,0.45,0.6454001299883209,0.6372305443370976,-0.008169585651223277,0.19386912008127077
geom_r00,Q3,jepa_grid__prectx_wlight__pre6h__pred,subject_rank,0.2,0.45,0.6454001299883209,0.6373230687612221,-0.008077061227098725,-0.19529491527924916
geom_r00,Q3,jepa_sensor_time__prectx_usage__pre6h__resid_pc2,global_z,0.05,0.45,0.6454001299883209,0.637508798026372,-0.00789133196194891,0.1944566536752112
geom_r00,Q3,jepa_grid__prectx_wlight__pre6h__pred,subject_z,0.05,0.45,0.6454001299883209,0.6384839042684567,-0.006916225719864166,-0.19304092720127478
geom_r00,Q3,jepa_grid__prectx_wlight__pre6h__pred,subject_rank,0.05,0.45,0.6454001299883209,0.6386070100096177,-0.006793119978703133,-0.19529491527924916
geom_r00,Q3,jepa_modality__prectx_ambience__resid_pc1,subject_rank,0.2,0.45,0.6454001299883209,0.6389041346606316,-0.006495995327689297,-0.18315794294709983
geom_r00,Q3,jepa_sensor_time__prectx_usage__pre6h__resid_pc2,subject_center,0.05,0.45,0.6454001299883209,0.63924089616248,-0.006159233825840826,0.19386912008127077
geom_r00,Q3,jepa_modality__prectx_ambience__resid_pc1,subject_rank,0.05,0.45,0.6454001299883209,0.6404917152277579,-0.004908414760562918,-0.18315794294709983
geom_r00,S1,jepa_grid__presleep_ambience__pre6h__resid,subject_z,0.2,0.45,0.4900463391145932,0.48243722173642095,-0.00760911737817227,0.20219594376509786
geom_r00,S1,jepa_grid__presleep_other__pre1h__pred,subject_rank,0.2,0.45,0.4900463391145932,0.48491427574890217,-0.005132063365691053,-0.1878065224335899
geom_r00,S1,jepa_grid__presleep_ambience__pre6h__resid,subject_z,0.05,0.45,0.4900463391145932,0.48551437805294734,-0.004531961061645884,0.20219594376509786
geom_r00,S1,jepa_grid__presleep_ambience__pre6h__resid,subject_center,0.2,0.45,0.4900463391145932,0.4859435029724518,-0.004102836142141408,0.17752786763163428
geom_r00,S1,jepa_grid__presleep_ambience__pre6h__resid,global_z,0.2,0.45,0.4900463391145932,0.48625903481491206,-0.00378730429968116,0.17504367904397075
geom_r00,S1,jepa_time__all__pred_pc1,global_z,0.2,0.45,0.4900463391145932,0.4871248036855682,-0.002921535429025013,-0.1758551514216864
geom_r00,S1,jepa_grid__presleep_other__pre1h__pred,subject_rank,0.05,0.3,0.4900463391145932,0.48775279755306244,-0.0022935415615307764,-0.1878065224335899
geom_r00,S1,jepa_grid__presleep_ambience__pre6h__resid,global_z,0.05,0.3,0.4900463391145932,0.4880850587438209,-0.0019612803707723114,0.17504367904397075
geom_r00,S1,jepa_grid__presleep_ambience__pre6h__resid,subject_center,0.05,0.3,0.4900463391145932,0.4881814453466397,-0.0018648937679535127,0.17752786763163428
geom_r00,S1,jepa_time__all__pred_pc1,global_z,0.05,0.2,0.4900463391145932,0.48916913004921503,-0.0008772090653781928,-0.1758551514216864
geom_r00,S2,jepa_grid__prectx_wlight__pre1h__value,subject_rank,0.2,0.45,0.5513022107602283,0.5387949038310137,-0.012507306929214645,0.20405793371598868
geom_r00,S2,jepa_grid__prectx_wlight__pre1h__value,subject_rank,0.05,0.45,0.5513022107602283,0.5425150020511631,-0.008787208709065242,0.20405793371598868
geom_r00,S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,0.2,0.45,0.5513022107602283,0.5435960086853625,-0.007706202074865831,-0.18857177656570576
geom_r00,S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,0.2,0.45,0.5513022107602283,0.5435970136282224,-0.007705197132005903,-0.1817550230691265
geom_r00,S2,jepa_sensor_time__prectx_screen__other__resid_pc0,subject_center,0.2,0.45,0.5513022107602283,0.5438053970828848,-0.007496813677343561,0.17715419475765773
geom_r00,S2,jepa_sensor_time__prectx_screen__other__resid_pc0,global_z,0.2,0.45,0.5513022107602283,0.543866736199223,-0.007435474561005351,0.1748736769925904
geom_r00,S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,0.05,0.45,0.5513022107602283,0.5459123164623233,-0.00538989429790504,-0.18857177656570576
geom_r00,S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,0.05,0.45,0.5513022107602283,0.5461571611434369,-0.005145049616791408,-0.1817550230691265
geom_r00,S2,jepa_sensor_time__prectx_screen__other__resid_pc0,global_z,0.05,0.45,0.5513022107602283,0.5464728746151296,-0.004829336145098728,0.1748736769925904
geom_r00,S2,jepa_sensor_time__prectx_screen__other__resid_pc0,subject_center,0.05,0.45,0.5513022107602283,0.546522331934332,-0.0047798788258963665,0.17715419475765773
geom_r00,S3,jepa_grid__presleep_mlight__other__resid,subject_rank,0.2,0.45,0.4922174671151981,0.48286993296096087,-0.009347534154237225,-0.2131902908300064
geom_r00,S3,jepa_modality__ble__resid_pc2,subject_rank,0.2,0.45,0.4922174671151981,0.48357888496546986,-0.008638582149728236,-0.21513468601176566
geom_r00,S3,jepa_modality__deep__cos,subject_rank,0.2,0.45,0.4922174671151981,0.4841577927967693,-0.0080596743184288,-0.2016580097900689
geom_r00,S3,jepa_modality__ble__resid_pc2,subject_z,0.2,0.45,0.4922174671151981,0.4842433354001426,-0.00797413171505551,-0.2078087767543739
geom_r00,S3,jepa_grid__presleep_mlight__other__resid,subject_z,0.2,0.45,0.4922174671151981,0.4849310841813282,-0.007286382933869906,-0.1900055160184879
geom_r00,S3,jepa_grid__presleep_mlight__other__resid,subject_rank,0.05,0.45,0.4922174671151981,0.48820881541440564,-0.004008651700792454,-0.2131902908300064
geom_r00,S3,jepa_modality__ble__resid_pc2,subject_rank,0.05,0.45,0.4922174671151981,0.48866206125305706,-0.0035554058621410367,-0.21513468601176566
geom_r00,S3,jepa_grid__presleep_mlight__other__resid,subject_z,0.05,0.45,0.4922174671151981,0.48898389552612254,-0.0032335715890755568,-0.1900055160184879
geom_r00,S3,jepa_modality__ble__resid_pc2,subject_z,0.05,0.45,0.4922174671151981,0.4890226121646381,-0.003194854950559989,-0.2078087767543739
geom_r00,S3,jepa_modality__deep__cos,subject_rank,0.05,0.45,0.4922174671151981,0.48936855382156097,-0.002848913293637123,-0.2016580097900689
geom_r00,S4,jepa_time__late__target_pc2,subject_z,0.2,0.45,0.6067835961813075,0.594803846957692,-0.011979749223615554,0.2052636112997194
geom_r00,S4,jepa_sensor_time__prectx_usage__pre3h__cos,subject_center,0.2,0.45,0.6067835961813075,0.5954207719839907,-0.011362824197316823,0.20058565059301053
geom_r00,S4,jepa_grid__prectx_wlight__pre3h__value,subject_rank,0.2,0.45,0.6067835961813075,0.5959443554756919,-0.010839240705615594,0.20093245649387775
geom_r00,S4,jepa_time__late__target_pc2,subject_center,0.2,0.45,0.6067835961813075,0.5959609506306229,-0.010822645550684573,0.20009977726588868
geom_r00,S4,jepa_sensor_time__prectx_usage__pre3h__cos,global_z,0.2,0.45,0.6067835961813075,0.5964034368435912,-0.0103801593377163,0.20160075848143832
geom_r00,S4,jepa_time__late__target_pc2,subject_z,0.05,0.45,0.6067835961813075,0.5970094542061037,-0.009774141975203765,0.2052636112997194
geom_r00,S4,jepa_time__late__target_pc2,subject_center,0.05,0.45,0.6067835961813075,0.5980742574634555,-0.008709338717851955,0.20009977726588868
geom_r00,S4,jepa_sensor_time__prectx_usage__pre3h__cos,subject_center,0.05,0.45,0.6067835961813075,0.5982819653025746,-0.008501630878732902,0.20058565059301053
geom_r00,S4,jepa_grid__prectx_wlight__pre3h__value,subject_rank,0.05,0.45,0.6067835961813075,0.5987800088912855,-0.00800358729002204,0.20093245649387775
geom_r00,S4,jepa_sensor_time__prectx_usage__pre3h__cos,global_z,0.05,0.45,0.6067835961813075,0.5994985660002083,-0.007285030181099161,0.20160075848143832
geom_r01,Q1,jepa_modality__prectx_wlight__resid_pc0,subject_rank,0.2,0.45,0.5544880852012802,0.5445470538433838,-0.00994103135789648,0.20252299605747864
geom_r01,Q1,jepa_modality__ambience__resid_norm,subject_rank,0.2,0.45,0.5544880852012802,0.5455955539744173,-0.008892531226862954,-0.19490903140949192
geom_r01,Q1,jepa_grid__phone_screen__late__resid,subject_rank,0.2,0.45,0.5544880852012802,0.5457309614129717,-0.008757123788308507,0.18783721482359608
geom_r01,Q1,jepa_modality__presleep_usage__resid_abs_mean,subject_z,0.2,0.45,0.5544880852012802,0.5475453285129123,-0.006942756688367968,-0.1766142172854461
geom_r01,Q1,jepa_modality__presleep_usage__resid_abs_mean,global_z,0.2,0.45,0.5544880852012802,0.549170872920738,-0.005317212280542272,-0.17652237397190151
geom_r01,Q1,jepa_modality__prectx_wlight__resid_pc0,subject_rank,0.05,0.45,0.5544880852012802,0.5508405875663892,-0.003647497634891028,0.20252299605747864
geom_r01,Q1,jepa_modality__ambience__resid_norm,subject_rank,0.05,0.45,0.5544880852012802,0.5508532868919561,-0.0036347983093241165,-0.19490903140949192
geom_r01,Q1,jepa_grid__phone_screen__late__resid,subject_rank,0.05,0.45,0.5544880852012802,0.5518966835040431,-0.00259140169723715,0.18783721482359608
geom_r01,Q1,jepa_modality__presleep_usage__resid_abs_mean,subject_z,0.05,0.3,0.5544880852012802,0.5528677391207951,-0.0016203460804851133,-0.1766142172854461
geom_r01,Q1,jepa_modality__presleep_usage__resid_abs_mean,global_z,0.05,0.3,0.5544880852012802,0.5537753496137966,-0.0007127355874836372,-0.17652237397190151
geom_r01,Q2,jepa_temporal__target_pc5,global_z,0.2,0.45,0.6415241100258644,0.6274602440325218,-0.014063865993342639,0.24420058440466658
geom_r01,Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,global_z,0.2,0.45,0.6415241100258644,0.6284782896177311,-0.01304582040813329,0.2305999191771332
geom_r01,Q2,jepa_temporal__resid_pc5,global_z,0.2,0.45,0.6415241100258644,0.6294109143854145,-0.01211319564044988,0.2233177493408935
geom_r01,Q2,jepa_modality__phone_screen__target_pc0,global_z,0.2,0.45,0.6415241100258644,0.6303347082031094,-0.011189401822754963,0.2248081920285351
geom_r01,Q2,jepa_modality__ble__pred_pc1,global_z,0.2,0.45,0.6415241100258644,0.6304848787845017,-0.011039231241362746,-0.22207347657961815
geom_r01,Q2,jepa_temporal__target_pc5,global_z,0.05,0.45,0.6415241100258644,0.6317338879230439,-0.009790222102820545,0.24420058440466658
geom_r01,Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,global_z,0.05,0.45,0.6415241100258644,0.6331282363318156,-0.008395873694048817,0.2305999191771332
geom_r01,Q2,jepa_temporal__resid_pc5,global_z,0.05,0.45,0.6415241100258644,0.6337639349506334,-0.007760175075230968,0.2233177493408935
geom_r01,Q2,jepa_modality__ble__pred_pc1,global_z,0.05,0.45,0.6415241100258644,0.6357863364031107,-0.005737773622753739,-0.22207347657961815
geom_r01,Q2,jepa_modality__phone_screen__target_pc0,global_z,0.05,0.45,0.6415241100258644,0.6367478952573853,-0.0047762147684791145,0.2248081920285351
geom_r01,Q3,jepa_grid__prectx_other__pre3h__pred,subject_rank,0.2,0.45,0.6423986299823352,0.6287410024170258,-0.013657627565309416,-0.2440558712228719
geom_r01,Q3,jepa_grid__prectx_other__pre1h__value,subject_rank,0.2,0.45,0.6423986299823352,0.6297993790272,-0.012599250955135255,-0.23625792292893205
geom_r01,Q3,jepa_temporal__target_pc5,subject_rank,0.2,0.45,0.6423986299823352,0.6302692737459086,-0.012129356236426636,0.22917028841034764
geom_r01,Q3,jepa_temporal__resid_pc5,subject_rank,0.2,0.45,0.6423986299823352,0.6302692737459086,-0.012129356236426636,0.22917028841034764
geom_r01,Q3,jepa_grid__presleep_other__pre1h__pred,subject_rank,0.2,0.45,0.6423986299823352,0.6315349677959022,-0.010863662186432976,-0.21886603702429314
geom_r01,Q3,jepa_grid__prectx_other__pre3h__pred,subject_rank,0.05,0.45,0.6423986299823352,0.6327055367024874,-0.009693093279847798,-0.2440558712228719
geom_r01,Q3,jepa_grid__prectx_other__pre1h__value,subject_rank,0.05,0.45,0.6423986299823352,0.6337267923753342,-0.008671837607000965,-0.23625792292893205
geom_r01,Q3,jepa_temporal__target_pc5,subject_rank,0.05,0.45,0.6423986299823352,0.6341879169643571,-0.008210713017978155,0.22917028841034764
geom_r01,Q3,jepa_temporal__resid_pc5,subject_rank,0.05,0.45,0.6423986299823352,0.6341879169643571,-0.008210713017978155,0.22917028841034764
geom_r01,Q3,jepa_grid__presleep_other__pre1h__pred,subject_rank,0.05,0.45,0.6423986299823352,0.6352416705936731,-0.007156959388662121,-0.21886603702429314
geom_r01,S1,jepa_sensor_time__prectx_other__other__target_pc1,subject_z,0.2,0.45,0.4506213858668286,0.4447809973350989,-0.00584038853172969,-0.18949310577676326
geom_r01,S1,jepa_modality__presleep_mlight__pred_pc1,subject_center,0.2,0.45,0.4506213858668286,0.4458592846974526,-0.004762101169375976,-0.19655600896823852
geom_r01,S1,jepa_time__other__resid_pc1,subject_center,0.2,0.45,0.4506213858668286,0.446671938336173,-0.00394944753065557,-0.1898052295480115
geom_r01,S1,jepa_modality__presleep_mlight__target_pc1,subject_center,0.2,0.45,0.4506213858668286,0.44675918806100023,-0.00386219780582836,-0.18974742695046798
geom_r01,S1,jepa_modality__presleep_mlight__pred_pc1,global_z,0.2,0.45,0.4506213858668286,0.4469407170628187,-0.0036806688040099123,-0.19304240286604013
geom_r01,S1,jepa_sensor_time__prectx_other__other__target_pc1,subject_z,0.05,0.3,0.4506213858668286,0.44762553889275647,-0.002995846974072125,-0.18949310577676326
geom_r01,S1,jepa_modality__presleep_mlight__pred_pc1,subject_center,0.05,0.45,0.4506213858668286,0.44947390601138637,-0.0011474798554422239,-0.19655600896823852
geom_r01,S1,jepa_modality__presleep_mlight__pred_pc1,global_z,0.05,0.3,0.4506213858668286,0.4496774064632682,-0.000943979403560391,-0.19304240286604013
geom_r01,S1,jepa_time__other__resid_pc1,subject_center,0.05,0.3,0.4506213858668286,0.4498840522305388,-0.0007373336362898053,-0.1898052295480115
geom_r01,S1,jepa_modality__presleep_mlight__target_pc1,subject_center,0.05,0.2,0.4506213858668286,0.45014175458215344,-0.0004796312846751527,-0.18974742695046798
geom_r01,S2,jepa_modality__deep__cos,subject_z,0.2,0.45,0.5587303176145804,0.5457253443026117,-0.013004973311968704,0.19752926138659546
geom_r01,S2,jepa_grid__prectx_wlight__pre3h__value,subject_rank,0.2,0.45,0.5587303176145804,0.5464225314926888,-0.01230778612189154,0.19670995072537967
geom_r01,S2,jepa_modality__presleep_other__target_norm,subject_rank,0.2,0.45,0.5587303176145804,0.5466972256225553,-0.012033091992025069,-0.19391431398836956
geom_r01,S2,jepa_sensor_time__quiet__other__resid_pc0,global_z,0.2,0.45,0.5587303176145804,0.5468724112506113,-0.011857906363969106,0.20145501160707927
geom_r01,S2,jepa_modality__presleep_usage__target_pc2,global_z,0.2,0.45,0.5587303176145804,0.5485932181724837,-0.01013709944209662,0.2061991874167639
geom_r01,S2,jepa_modality__deep__cos,subject_z,0.05,0.45,0.5587303176145804,0.549039812896806,-0.009690504717774329,0.19752926138659546
geom_r01,S2,jepa_grid__prectx_wlight__pre3h__value,subject_rank,0.05,0.45,0.5587303176145804,0.5496601182627184,-0.00907019935186193,0.19670995072537967
geom_r01,S2,jepa_modality__presleep_other__target_norm,subject_rank,0.05,0.45,0.5587303176145804,0.5501021720558754,-0.008628145558704947,-0.19391431398836956
geom_r01,S2,jepa_sensor_time__quiet__other__resid_pc0,global_z,0.05,0.45,0.5587303176145804,0.5504706320949171,-0.008259685519663273,0.20145501160707927
geom_r01,S2,jepa_modality__presleep_usage__target_pc2,global_z,0.05,0.45,0.5587303176145804,0.550734427835933,-0.007995889778647403,0.2061991874167639
geom_r01,S3,jepa_grid__deep__early__resid,subject_rank,0.2,0.45,0.5038584211297805,0.4983072810779548,-0.00555114005182572,0.18331736110972818
geom_r01,S3,jepa_prefix__deep__resid_pc1,subject_z,0.2,0.45,0.5038584211297805,0.4983122133546478,-0.0055462077751327055,0.16659855635542595
geom_r01,S3,jepa_grid__phone_light__evening__pred,subject_center,0.2,0.45,0.5038584211297805,0.4988639550608375,-0.004994466068942993,0.16461384353888942
geom_r01,S3,jepa_prefix__deep__resid_pc1,subject_rank,0.2,0.45,0.5038584211297805,0.49896222909951643,-0.0048961920302640904,0.1634620531178798
geom_r01,S3,jepa_grid__presleep_activity__pre1h__value,subject_rank,0.2,0.45,0.5038584211297805,0.4994546792089607,-0.004403741920819826,0.1653634594302591
geom_r01,S3,jepa_grid__deep__early__resid,subject_rank,0.05,0.45,0.5038584211297805,0.5015458512906535,-0.0023125698391269767,0.18331736110972818
geom_r01,S3,jepa_prefix__deep__resid_pc1,subject_z,0.05,0.45,0.5038584211297805,0.5019036383416517,-0.0019547827881287727,0.16659855635542595
geom_r01,S3,jepa_grid__phone_light__evening__pred,subject_center,0.05,0.45,0.5038584211297805,0.5021832575157306,-0.001675163614049957,0.16461384353888942
geom_r01,S3,jepa_grid__presleep_activity__pre1h__value,subject_rank,0.05,0.3,0.5038584211297805,0.5023491118042905,-0.0015093093254899825,0.1653634594302591
geom_r01,S3,jepa_prefix__deep__resid_pc1,subject_rank,0.05,0.3,0.5038584211297805,0.5024553604125702,-0.0014030607172103027,0.1634620531178798
geom_r01,S4,jepa_sensor_time__prectx_usage__pre3h__cos,subject_center,0.2,0.45,0.6002875169278128,0.5866140383946441,-0.013673478533168693,0.22030306065986252
geom_r01,S4,jepa_sensor_time__prectx_ambience__pre3h__cos,subject_center,0.2,0.45,0.6002875169278128,0.5872333039219761,-0.013054213005836646,0.22286188461630635
geom_r01,S4,jepa_grid__presleep_wlight__pre6h__pred,subject_rank,0.2,0.45,0.6002875169278128,0.58868087955909,-0.011606637368722805,0.21249742825648657
geom_r01,S4,jepa_sensor_time__prectx_usage__pre3h__cos,global_z,0.2,0.45,0.6002875169278128,0.58933527143448,-0.010952245493332846,0.2081131829843732
geom_r01,S4,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.2,0.45,0.6002875169278128,0.5899897520541293,-0.010297764873683501,0.20310969984927402
geom_r01,S4,jepa_sensor_time__prectx_ambience__pre3h__cos,subject_center,0.05,0.45,0.6002875169278128,0.5906527878241422,-0.00963472910367058,0.22286188461630635
geom_r01,S4,jepa_sensor_time__prectx_usage__pre3h__cos,subject_center,0.05,0.45,0.6002875169278128,0.5907010741658499,-0.009586442761962854,0.22030306065986252
geom_r01,S4,jepa_grid__presleep_wlight__pre6h__pred,subject_rank,0.05,0.45,0.6002875169278128,0.5923674237078889,-0.00792009321992393,0.21249742825648657
geom_r01,S4,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.05,0.45,0.6002875169278128,0.5937198065387863,-0.006567710389026482,0.20310969984927402
geom_r01,S4,jepa_sensor_time__prectx_usage__pre3h__cos,global_z,0.05,0.45,0.6002875169278128,0.5942370504038902,-0.006050466523922604,0.2081131829843732
geom_r02,Q1,jepa_sensor_time__prectx_mlight__other__target_norm,subject_rank,0.2,0.45,0.5781195278454918,0.5617612383874422,-0.016358289458049624,-0.2295420333424201
geom_r02,Q1,jepa_modality__phone_charge__pred_pc0,subject_rank,0.2,0.45,0.5781195278454918,0.5652400664872194,-0.012879461358272448,0.20913148259439673
geom_r02,Q1,jepa_modality__phone_screen__cos,global_z,0.2,0.45,0.5781195278454918,0.566119543100573,-0.011999984744918812,-0.21456888991938441
geom_r02,Q1,jepa_modality__phone_screen__cos,subject_z,0.2,0.45,0.5781195278454918,0.5661355973245366,-0.011983930520955255,-0.20673713153717557
geom_r02,Q1,jepa_modality__phone_screen__cos,subject_center,0.2,0.45,0.5781195278454918,0.5662960366659947,-0.011823491179497103,-0.21336794698476683
geom_r02,Q1,jepa_sensor_time__prectx_mlight__other__target_norm,subject_rank,0.05,0.45,0.5781195278454918,0.5671430296408015,-0.010976498204690266,-0.2295420333424201
geom_r02,Q1,jepa_modality__phone_charge__pred_pc0,subject_rank,0.05,0.45,0.5781195278454918,0.570014859953784,-0.008104667891707829,0.20913148259439673
geom_r02,Q1,jepa_modality__phone_screen__cos,subject_z,0.05,0.45,0.5781195278454918,0.5708165122721824,-0.007303015573309368,-0.20673713153717557
geom_r02,Q1,jepa_modality__phone_screen__cos,global_z,0.05,0.45,0.5781195278454918,0.5708231456575754,-0.007296382187916395,-0.21456888991938441
geom_r02,Q1,jepa_modality__phone_screen__cos,subject_center,0.05,0.45,0.5781195278454918,0.5709921880668348,-0.0071273397786569825,-0.21336794698476683
geom_r02,Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_center,0.2,0.45,0.6362204372908844,0.6281040000715501,-0.008116437219334305,0.2005397730544713
geom_r02,Q2,jepa_sensor_time__prectx_screen__pre1h__resid_norm,global_z,0.2,0.45,0.6362204372908844,0.6283378871284853,-0.007882550162399138,-0.20825147220592818
geom_r02,Q2,jepa_sensor_time__prectx_screen__pre1h__resid_abs_mean,global_z,0.2,0.45,0.6362204372908844,0.6287449306267164,-0.0074755066641679635,-0.2033710227291894
geom_r02,Q2,jepa_sensor_time__prectx_screen__pre1h__resid_norm,subject_center,0.2,0.45,0.6362204372908844,0.6290633494056266,-0.007157087885257818,-0.20301637834746483
geom_r02,Q2,jepa_prefix__prectx__resid_pc0,subject_z,0.2,0.45,0.6362204372908844,0.6303042266214154,-0.005916210669469013,-0.1986422010611181
geom_r02,Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_center,0.05,0.45,0.6362204372908844,0.6327894473323304,-0.003430989958553954,0.2005397730544713
geom_r02,Q2,jepa_sensor_time__prectx_screen__pre1h__resid_norm,global_z,0.05,0.45,0.6362204372908844,0.6329776608098158,-0.003242776481068632,-0.20825147220592818
geom_r02,Q2,jepa_sensor_time__prectx_screen__pre1h__resid_abs_mean,global_z,0.05,0.45,0.6362204372908844,0.6332804023827134,-0.002940034908170963,-0.2033710227291894
geom_r02,Q2,jepa_sensor_time__prectx_screen__pre1h__resid_norm,subject_center,0.05,0.3,0.6362204372908844,0.6337746464489311,-0.002445790841953288,-0.20301637834746483
geom_r02,Q2,jepa_prefix__prectx__resid_pc0,subject_z,0.05,0.3,0.6362204372908844,0.634081560557787,-0.002138876733097428,-0.1986422010611181
geom_r02,Q3,jepa_sensor_time__prectx_ambience__pre3h__cos,subject_center,0.2,0.45,0.633798568365917,0.6237060479787195,-0.010092520387197434,0.2012218837886713
geom_r02,Q3,jepa_grid__phone_light__all__value,subject_center,0.2,0.45,0.633798568365917,0.6242216672009132,-0.00957690116500376,-0.19752930400145385
geom_r02,Q3,jepa_sensor_time__prectx_ambience__pre3h__cos,global_z,0.2,0.45,0.633798568365917,0.6246141427459415,-0.009184425619975456,0.2032187762564973
geom_r02,Q3,jepa_grid__watch_light__evening__pred,subject_center,0.2,0.45,0.633798568365917,0.6254319411914376,-0.008366627174479335,-0.19904198535552692
geom_r02,Q3,jepa_sensor_time__prectx_ambience__pre3h__cos,subject_center,0.05,0.45,0.633798568365917,0.6256435962564157,-0.008154972109501224,0.2012218837886713
geom_r02,Q3,jepa_grid__phone_light__all__value,subject_center,0.05,0.45,0.633798568365917,0.6258410221557071,-0.007957546210209832,-0.19752930400145385
geom_r02,Q3,jepa_sensor_time__prectx_ambience__pre3h__cos,global_z,0.05,0.45,0.633798568365917,0.62640119261598,-0.00739737574993693,0.2032187762564973
geom_r02,Q3,jepa_grid__watch_light__evening__pred,subject_center,0.05,0.45,0.633798568365917,0.6269522001105634,-0.006846368255353563,-0.19904198535552692
geom_r02,Q3,jepa_modality__prectx_wlight__pred_pc2,subject_rank,0.2,0.45,0.633798568365917,0.6274988092939832,-0.006299759071933808,-0.1964865718249412
geom_r02,Q3,jepa_modality__prectx_wlight__pred_pc2,subject_rank,0.05,0.45,0.633798568365917,0.628925092569018,-0.004873475796899007,-0.1964865718249412
geom_r02,S1,jepa_modality__presleep_activity__resid_pc0,global_z,0.2,0.45,0.4774230395458161,0.4736467544557586,-0.0037762850900575073,-0.1731548332378923
geom_r02,S1,jepa_modality__presleep_activity__resid_pc0,subject_center,0.2,0.45,0.4774230395458161,0.4746390657503713,-0.0027839737954448163,-0.15989885677742743
geom_r02,S1,jepa_modality__wifi__resid_pc0,subject_z,0.2,0.45,0.4774230395458161,0.4752604987158775,-0.0021625408299386084,-0.15370556045398553
