target,surprise_score,low_rate,high_rate,shift,abs_shift,direction
S3,surprise_mobility_environment_rank,0.6283185840707964,0.7522123893805309,0.12389380530973448,0.12389380530973448,1
S3,surprise_phone_device_rank,0.6194690265486725,0.7256637168141593,0.10619469026548678,0.10619469026548678,1
S4,masked_surprise_energy_disagreement_rank,0.5575221238938053,0.6548672566371682,0.09734513274336287,0.09734513274336287,1
S4,masked_surprise_energy_max_rank,0.5398230088495575,0.5752212389380531,0.03539823008849563,0.03539823008849563,1
S4,masked_surprise_energy_mean_rank,0.5309734513274337,0.6106194690265486,0.07964601769911495,0.07964601769911495,1
S4,surprise_app_social_context_rank,0.5309734513274337,0.584070796460177,0.053097345132743334,0.053097345132743334,1
S4,surprise_body_sleep_activity_rank,0.5486725663716814,0.5398230088495575,-0.008849557522123908,0.008849557522123908,-1
S4,surprise_calendar_rhythm_rank,0.5575221238938053,0.5752212389380531,0.017699115044247815,0.017699115044247815,1
S4,surprise_mobility_environment_rank,0.5486725663716814,0.6017699115044248,0.053097345132743445,0.053097345132743445,1
S4,surprise_phone_device_rank,0.5221238938053098,0.5752212389380531,0.053097345132743334,0.053097345132743334,1
