model,fold,n_test,mae,rmse,spearman,pair_acc,pred_min,pred_max
ridge_10,target_group=S12,385,0.0007919910888483887,0.0009127925396619791,0.98308470997914,0.946590909090909,0.013437671980959437,0.024006247330433515
ridge_10,target_group=S124,497,0.0005506677094925109,0.0006902794151641327,0.9675794760791723,0.9326929317842539,0.012442781484057096,0.023577173138384065
ridge_10,target_group=S2S4,385,0.0012855867852886139,0.0014253806637760929,0.7678497829890317,0.7826704545454546,0.012320919824046976,0.017051932059159235
ridge_10,target_group=all,1056,0.0018958444224281834,0.004413277471002843,0.8061775337433664,0.8592855757976146,-0.006478188982725223,0.02786529847231916
ridge_10,curve=consistency,1029,0.0005126113871306939,0.0009240635005646055,0.9790624494399669,0.9427629862395208,0.010846350242066517,0.03433119479238931
ridge_10,curve=score_soft,1176,0.0006688228745665521,0.001278430549714296,0.9670472594757455,0.921295411781734,0.010140154026928434,0.027362911597901794
ridge_10,curve=target_route,1029,0.0004694185910172277,0.0006264039676772323,0.9846601369032151,0.9469697829103848,0.010770608915126849,0.02903517009730943
ridge_10,curve=uniform,1028,0.000715749507017251,0.0017226216022148714,0.9628646083598452,0.9300003409904636,-0.001213666936160266,0.050266423860716
ridge_10,random5=0,879,0.0004973347190384676,0.0008040902558178385,0.9772477254528067,0.9392636590036825,0.010935107391122034,0.03307701770799968
ridge_10,random5=1,825,0.0005273297604757644,0.0009199090391409404,0.9784794701760311,0.9387731685789938,0.010292967092335143,0.034244704064087236
ridge_10,random5=2,881,0.00048283880153769193,0.0007614500693823138,0.9810471634737891,0.9428051800639768,0.010245654804554007,0.03173882605226776
ridge_10,random5=3,822,0.0004892875512167329,0.0008543976577574886,0.9818706934559894,0.9442167435712783,0.00881173161089637,0.031631520078132386
ridge_10,random5=4,855,0.0005202518935815245,0.001009408696062494,0.9794329165951496,0.939824807441575,0.010782693922268705,0.03493869750497701
ridge_10,__all_oof__,4262,0.0005031898148039379,0.0008730410371418189,0.9798176378640011,0.940727211895526,0.00881173161089637,0.03493869750497701
ridge_100,score_name=cell_score,1175,0.0006321277373166148,0.0011996583906391087,0.9753180171630071,0.934663436374998,0.011303731086889444,0.034374503156221356
ridge_100,score_name=identity_phase_score,1029,0.0005447236046959979,0.0007946110294278981,0.975441665465249,0.9336120217959335,0.01067888646330168,0.03256032866331246
ridge_100,score_name=memory_conflict_phase_score,1029,0.0005648921089763553,0.001010349934833657,0.9829327390896884,0.9461359863567439,0.011667144975880419,0.032873126174515994
ridge_100,score_name=route_translator_score,1029,0.0005079257228109725,0.0007402068389513486,0.9750522299941417,0.9328311647060158,0.011461164449334798,0.034294642478542955
ridge_100,target_group=Q,497,0.001786638842429474,0.002253306802767426,0.48551491615843534,0.6755452067242163,0.008927586222063575,0.024102737597595233
ridge_100,target_group=Q3S,833,0.0006271457526272378,0.0011537795461185848,0.9055993731194747,0.9000311663126789,0.010987221554629573,0.025067173084712586
ridge_100,target_group=S,609,0.00036554863489820404,0.0004883991377467371,0.9816004114299314,0.9464177685593294,0.012073213438415047,0.024604555427253184
ridge_100,target_group=S12,385,0.0004739452930447089,0.0005418460193762867,0.9927219315658434,0.9660308441558442,0.013764015252877257,0.02309490231305023
ridge_100,target_group=S124,497,0.00038860236685149817,0.00048679774777422223,0.9772607663079137,0.9404004673200493,0.012683912505522562,0.023287414146919268
ridge_100,target_group=S2S4,385,0.0012502614415946215,0.0014065487564070885,0.7394686595787632,0.7704951298701299,0.01185616559572485,0.016953516130872558
ridge_100,target_group=all,1056,0.00211917454565276,0.004011514784249432,0.8163199665592873,0.8481013794440575,0.005992105991797659,0.02628274242698668
ridge_100,curve=consistency,1029,0.0006001128560120077,0.0010513991449325056,0.9762721689052313,0.9386412708496406,0.01084901847833689,0.030983129365990084
ridge_100,curve=score_soft,1176,0.0006713685652011547,0.001330256644291936,0.9732350216610081,0.9280836589955131,0.010584936863300969,0.026357559567681085
ridge_100,curve=target_route,1029,0.00046561726612039686,0.0006226829746818117,0.9839801695083447,0.9449486298132371,0.010740295257630412,0.02790485041137959
ridge_100,curve=uniform,1028,0.0006431841364023122,0.001215231686942419,0.9679814590077174,0.9325956572970064,0.004513467849127421,0.04078501915740419
ridge_100,random5=0,879,0.0005235384494925706,0.0008438750949914095,0.9764161808244699,0.9383773754084809,0.01109378964928279,0.03497355797480445
ridge_100,random5=1,825,0.0005622194041556232,0.0009870935836677939,0.9774267677361309,0.9372844954398353,0.010588614870621859,0.03249980203970243
ridge_100,random5=2,881,0.0005241972768526797,0.0008450287093761566,0.9789637555569126,0.9395624806521515,0.010626481608704667,0.03176468117017664
ridge_100,random5=3,822,0.0005213466845084587,0.0009300766907543766,0.9803004196748375,0.9421215003956365,0.010579748971695765,0.031092457653538068
ridge_100,random5=4,855,0.0005703200710169781,0.00108274262094834,0.978216262273579,0.9381758718541486,0.010800180664818013,0.034686280277286895
ridge_100,__all_oof__,4262,0.0005401242941870105,0.0009407989058034538,0.9783076030371327,0.938675602165462,0.010579748971695765,0.03497355797480445
et_route,score_name=cell_score,1175,0.0005658895178822041,0.0010732396013484603,0.9708976063229998,0.9366236492726769,0.012244328907063515,0.03135182511608409
et_route,score_name=identity_phase_score,1029,0.0004254369422340138,0.0007291865994545508,0.980813468218651,0.9477941259883609,0.012071267922262029,0.030897519356393233
et_route,score_name=memory_conflict_phase_score,1029,0.0004593673525383422,0.000730441766381529,0.9868692925809005,0.9564648538681731,0.012127846954601975,0.03168932961906073
et_route,score_name=route_translator_score,1029,0.0003077226135891281,0.0004609922938730907,0.9897383685302807,0.9603483416712989,0.012154674269478695,0.030807098457986487
et_route,target_group=Q,497,0.0015908106095603412,0.0016346803177448453,0.8182953163496337,0.8157980138897903,0.01070970460346842,0.013281697551072948
et_route,target_group=Q3S,833,0.0007597690412489181,0.001262481354530108,0.895423983401551,0.8908313325330132,0.01174023273244253,0.025694300402445518
et_route,target_group=S,609,0.00042083591837381443,0.0005586812498326072,0.9744932276097195,0.9363224872526142,0.013160045244258518,0.024483371640916383
et_route,target_group=S12,385,0.00044692555829139216,0.0005373220575929941,0.9254915592007871,0.8906791125541126,0.014362058436186233,0.022612551581140932
et_route,target_group=S124,497,0.0003695467993823861,0.0005145224131692875,0.9488685341062021,0.9144301291620692,0.013783028640373103,0.023157324968944907
et_route,target_group=S2S4,385,0.0012982716595407021,0.0014382357813191144,0.6582831030624128,0.7428436147186147,0.013361753018241185,0.015537527883777982
et_route,target_group=all,1056,0.0019660529212518203,0.003328185166886244,0.8867816582497282,0.8602029312288614,0.012099965801102121,0.025367526727614522
et_route,curve=consistency,1029,0.00037380540818232654,0.0007624026935241608,0.9906221704967193,0.9639501158996117,0.01077418759601009,0.030749468350537143
et_route,curve=score_soft,1176,0.000845395603283226,0.0015537013338009348,0.9338453444972775,0.9014676508901432,0.010952453155593775,0.026149357435541597
et_route,curve=target_route,1029,0.00041139494703848196,0.0005989968677051469,0.9830895528837683,0.9512465353011689,0.010837456028123232,0.026576962447990706
et_route,curve=uniform,1028,0.00042325242782424597,0.0008568670747082718,0.9846030688274292,0.9577626479046136,0.010821622293129099,0.030415973161125553
et_route,random5=0,879,0.0003921551250389127,0.0006462179425863281,0.9859856670307597,0.9571422277852498,0.010761537587548773,0.030998510187965223
et_route,random5=1,825,0.00037938756511223605,0.0006797648951111068,0.9881360844943592,0.9589290967931745,0.0107888647560474,0.03095087526967299
et_route,random5=2,881,0.00037912006993092443,0.0006339875883666197,0.9839160588012797,0.9552290785264679,0.011040290500205252,0.03109872545826629
et_route,random5=3,822,0.0003692109776782685,0.0006749865940599303,0.9873196270902787,0.9585544896586266,0.010836019312607668,0.03091184084869654
et_route,random5=4,855,0.00042404923173927964,0.0008034135993958388,0.9821250160139465,0.9515782669193938,0.010819888546933675,0.03141464159066278
et_route,__all_oof__,4262,0.0003889623168757777,0.0006899395347632191,0.9854799835625095,0.9560221612176049,0.010761537587548773,0.03141464159066278
