target,modality,offset_day,window,mean_auc_absdir,max_auc_absdir,mean_abs_diff
Q1,screen,-1,morning06_11,0.5127302639632304,0.5285326086956521,0.7095084361230164
Q1,ac,0,day12_17,0.520187907279611,0.5281928050031168,0.818252422826415
Q1,activity,1,day12_17,0.5149178708408204,0.5280954339777869,1.4921613727393606
Q1,screen,1,morning06_11,0.5194209497904175,0.5280773000980254,0.9895029007235235
Q1,ac,1,morning06_11,0.5106122198613775,0.5280534877309071,0.8233619916544382
Q1,pedo,1,night00_05,0.5147411548660253,0.528052668052668,1.3666678092259126
Q1,ambience,1,day12_17,0.5136425216883739,0.5277937748525984,0.7523525837533427
Q1,gps,1,evening18_21,0.5194712746600914,0.5276368676368676,1.3281518261429959
Q1,gps,1,late22_23,0.5272838062123173,0.5274705474705474,2.7299299936954142
Q1,m_light,1,late22_23,0.5195317010045758,0.52742099036674,0.17084547138628547
Q1,hr,0,day12_17,0.5109129726695599,0.5273502201753322,1.148876589594077
Q1,hr,0,night00_05,0.5118962557790433,0.5272592120632897,0.8019835607582894
Q1,wifi,-1,day12_17,0.5083788629613029,0.5270414799826565,0.1566411730252836
Q1,w_light,0,day12_17,0.5130354124962905,0.5267543328081445,1.0835017977618868
Q1,hr,-1,morning06_11,0.5162543036872572,0.5263290763290763,1.7457821355870171
Q1,wifi,0,evening18_21,0.511018783187901,0.526010101010101,0.17277058367131892
Q1,screen,1,evening18_21,0.5136374957430664,0.5257103257103257,1.0257346150233406
Q1,usage,0,night00_05,0.5153722218938579,0.5255677057147645,0.08151136172697614
Q1,screen,-1,day12_17,0.5138280060117948,0.5254075615678114,0.9297690293024227
Q1,screen,0,morning06_11,0.5100859646922826,0.5245371518307298,0.7237688329904456
Q1,ambience,0,day12_17,0.5122127212105562,0.5244544544544545,0.5474314224538445
Q1,pedo,-1,evening18_21,0.517357732907467,0.5240345704705747,2.633570005549423
Q1,pedo,0,night00_05,0.5105919366400028,0.5232524190857524,1.143591484790053
Q1,m_light,1,day12_17,0.5109943783237528,0.523076923076923,0.14470137684617837
Q1,m_light,1,morning06_11,0.5107768243671685,0.522925282602702,0.10490698139979641
Q1,wifi,1,evening18_21,0.5086912520352111,0.5227165627165627,0.09797709565427759
Q1,gps,-1,night00_05,0.5126114132577964,0.5221956161355683,1.1012085370218958
Q1,gps,1,night00_05,0.5072716420799459,0.5219632451815329,0.6638899758372219
Q1,m_light,1,evening18_21,0.5101727079500509,0.5219051557761235,0.06687832445791853
Q1,ble,0,late22_23,0.5202291434223847,0.5218265190691661,0.1789274258175345
Q1,ble,0,evening18_21,0.5109520930541152,0.5216262626262627,0.07823466643319588
Q1,hr,-1,night00_05,0.5125522185977391,0.5211403831982313,0.6110484807847191
Q1,activity,1,late22_23,0.5109146537497053,0.520970200970201,1.3134339595637528
Q1,ambience,0,evening18_21,0.5098269380677469,0.5208771008403361,0.5744067297743767
Q1,ac,0,late22_23,0.5134945969958057,0.5201296864899806,0.5144976523275275
Q1,screen,0,evening18_21,0.5123542087126646,0.5194848484848484,0.5609526987651972
Q1,pedo,1,morning06_11,0.5087889330004595,0.5193713849176034,1.0792045828778047
Q1,w_light,1,day12_17,0.5101167800189016,0.5189557698703027,0.41026405455675413
Q1,ambience,-1,day12_17,0.5108945295713839,0.5187304890738813,0.554488762425739
Q1,pedo,0,day12_17,0.5088022852630023,0.5186447433981066,0.8442115658259178
Q1,m_light,0,morning06_11,0.5065813955613022,0.518202201386058,0.06596877144003226
Q1,pedo,1,late22_23,0.5176150574984444,0.5181961579629317,1.315086608689782
Q1,activity,0,night00_05,0.5093643083156371,0.5180312201338005,0.851583724659091
Q1,ambience,0,night00_05,0.5095133220443107,0.5179993628544122,0.4623972147295892
Q1,activity,1,morning06_11,0.5075341199553253,0.5178797904604356,0.9919108400334279
Q1,ambience,1,morning06_11,0.5078016285535278,0.5177005789909016,0.42979866793525784
Q1,ambience,1,night00_05,0.5077104937357039,0.517089397089397,0.42568021578389664
Q1,pedo,0,late22_23,0.5166415683765604,0.5170723255055447,1.2780842579392129
Q1,activity,1,night00_05,0.5097055876448571,0.517006237006237,0.65177882770422
Q1,activity,-1,night00_05,0.5060942981493582,0.5168692822496469,0.41309591073966107
Q1,ac,0,morning06_11,0.507892679192325,0.5164579717332012,0.48542733277206435
Q1,ambience,-1,late22_23,0.511061877627651,0.5164231408885721,0.5565751960085521
Q1,m_light,-1,day12_17,0.5065856139962162,0.5163896516837694,0.07750756338649427
Q1,ambience,1,late22_23,0.5088335312080453,0.5162023562023562,0.5784141234876401
Q1,ac,1,late22_23,0.5152942693867149,0.5157865557865557,0.8462504352482405
Q1,m_light,0,day12_17,0.5099252543044227,0.5156649037784793,0.05629481499436695
Q1,hr,-1,evening18_21,0.5094325780087594,0.5152618799861255,0.6096144317660706
Q1,w_light,-1,morning06_11,0.5063638118392113,0.5152361152361152,0.8236372613149463
Q1,m_light,1,night00_05,0.5123267148296403,0.5148648648648649,0.10079154266196388
Q1,hr,1,night00_05,0.5087448470355175,0.5144608526051825,0.6691199567695808
Q1,activity,1,evening18_21,0.5092114361856509,0.5141891142888815,0.7459318304471054
Q1,activity,-1,day12_17,0.51086688646985,0.5141494435612083,0.8392987829140518
Q1,ambience,-1,night00_05,0.5048383801671261,0.5141216921471111,0.2336268360585141
Q1,pedo,-1,late22_23,0.5078631000340884,0.5134097353497165,0.34700938465193687
Q1,ble,-1,late22_23,0.5125083364968441,0.5133939177952007,0.16433535281539569
Q1,activity,-1,evening18_21,0.5061257512880313,0.5131662619956064,0.6595346136462776
Q1,m_light,-1,evening18_21,0.508014773370729,0.5130638223668915,0.060780119395332566
Q1,ac,1,evening18_21,0.5070905446786358,0.5127096327096328,0.5228749107675839
Q1,gps,0,night00_05,0.5086804481164936,0.5123978144811477,1.1225498386971846
Q1,ambience,1,evening18_21,0.5053665796517344,0.5122828784119107,0.3573483022514736
Q1,w_light,-1,night00_05,0.5080856176066353,0.511882829771555,0.4652627602154589
Q1,activity,0,morning06_11,0.5084327279769955,0.5118250506787886,0.6905061322803429
Q1,activity,-1,late22_23,0.5065819184692223,0.5118199097172725,1.2954977429318149
Q1,ambience,0,morning06_11,0.5079608353143273,0.5115793353400087,0.38506344771314954
Q1,screen,1,late22_23,0.5085670035163021,0.5115345614331586,0.8474935381813893
Q1,ble,0,night00_05,0.5082827830188771,0.5114057239057239,0.04347906367205009
Q1,m_light,-1,morning06_11,0.5065746130939776,0.511382850241546,0.06172223096031108
Q1,m_light,-1,night00_05,0.5051941810128092,0.5112206053908025,0.028025945140640534
Q1,m_light,-1,late22_23,0.5058872372994722,0.511032017958412,0.10389938227607498
Q1,m_light,0,night00_05,0.5051509352304958,0.5108858858858859,0.040142294044029914
Q1,activity,-1,morning06_11,0.506252296658836,0.5103950103950103,0.5787751041459342
Q1,ambience,-1,morning06_11,0.5048254088588544,0.51002376002376,0.2492340100576508
Q1,activity,0,evening18_21,0.5066492916741079,0.5096860859728507,0.7964191232941218
Q1,activity,0,late22_23,0.508523341502038,0.5095042824822237,0.33289095406339797
Q1,m_light,0,evening18_21,0.5062665698355037,0.509179938867439,0.07329041343747211
Q1,screen,0,late22_23,0.5045839891541442,0.5083831609566903,0.4567090468958952
Q1,gps,0,evening18_21,0.5040693089994561,0.5078878878878879,1.0833101800381222
Q1,ambience,-1,evening18_21,0.5066970621659848,0.5077032026823911,0.27941393281814886
Q1,m_light,0,late22_23,0.5054099682549522,0.5071812378797673,0.04634849856697132
Q1,ambience,0,late22_23,0.5045238030670645,0.5059389140271493,0.2512935166163395
Q2,wifi,0,night00_05,0.5614382171498957,0.5944545357409979,0.6373322275063205
Q2,usage,0,day12_17,0.5651404216201426,0.5935009071820275,0.45947610792797194
Q2,usage,1,day12_17,0.5547327387870651,0.5893701558521504,0.4009705556631223
Q2,wifi,0,morning06_11,0.540748116724287,0.5856929159098194,0.37870229060598265
Q2,wifi,-1,morning06_11,0.5486938279768591,0.5854476202467892,0.48174358062840317
Q2,usage,-1,night00_05,0.54658206357797,0.5853383458646616,0.2543742672819233
Q2,usage,0,night00_05,0.5541659658392829,0.5850059281842819,0.28396377053455485
Q2,usage,0,evening18_21,0.5477757132310788,0.575279187817259,0.32353926488056295
Q2,hr,0,morning06_11,0.5522493561860409,0.5739023725115898,4.12722329005276
Q2,wifi,-1,night00_05,0.5250658995793703,0.5732655502392344,0.29998777571613894
Q2,gps,-1,evening18_21,0.5480718286588753,0.5703172023594558,4.276628627595278
Q2,usage,1,morning06_11,0.5219615373802652,0.5689698846045596,0.1621045545586183
Q2,ble,1,morning06_11,0.5285044943639671,0.5680729601782233,0.1761050458877701
Q2,usage,-1,morning06_11,0.5233204586735659,0.5667277167277167,0.16901594328477113
Q2,ble,0,morning06_11,0.5368933077771257,0.5643472970988651,0.24404342627121003
Q2,ble,-1,evening18_21,0.539522775112824,0.5626429517274588,0.23078115524302073
Q2,usage,0,late22_23,0.5398839130097669,0.5607941971969511,0.2502280918363846
Q2,hr,-1,day12_17,0.5291287137233976,0.5606019766397125,2.9959088448407365
Q2,w_light,0,morning06_11,0.5448432886031905,0.559881110741603,3.107087802642264
Q2,usage,0,morning06_11,0.5373973682817135,0.5582849111619224,0.2523534615693194
Q2,gps,0,night00_05,0.5434969611044659,0.5577151084010841,4.48733882076487
Q2,usage,1,late22_23,0.5510764448018626,0.5572229176149295,0.3405418676346279
Q2,usage,1,evening18_21,0.5424065967502053,0.5571148459383753,0.31540573075094114
Q2,usage,-1,day12_17,0.5380012679145928,0.555306603773585,0.29834423706240126
Q2,pedo,0,night00_05,0.541049559612329,0.5542942176870749,4.254361210260025
Q2,pedo,0,morning06_11,0.5384253882940585,0.5534819691135676,4.037943521871452
Q2,gps,-1,day12_17,0.5143202467392994,0.5532229013493962,1.7308040445149342
Q2,usage,1,night00_05,0.5235070987674669,0.5530932594644506,0.149947718006008
Q2,screen,0,night00_05,0.5266377253382306,0.5518399657680788,1.5802780329806982
Q2,gps,-1,late22_23,0.5310018122727345,0.5498155539429125,3.995496043822275
Q2,w_light,-1,day12_17,0.5229795023863862,0.5497753818508535,1.790588106065363
Q2,wifi,1,morning06_11,0.5336038159601938,0.5494443058673539,0.2792565343922493
Q2,wifi,1,evening18_21,0.5192369765561405,0.5492270367862785,0.1595608185423567
Q2,wifi,0,evening18_21,0.52368869066665,0.5474256410256411,0.2746809144212823
Q2,gps,-1,morning06_11,0.5246523895136033,0.5459525258673159,2.8532608621406403
Q2,wifi,-1,day12_17,0.522398123681257,0.5458263206070806,0.1868486734963987
Q2,pedo,1,evening18_21,0.5302152777020672,0.5451224328593997,2.8750242541346687
Q2,wifi,1,night00_05,0.5256507737326764,0.5451216063348416,0.2461689432577104
Q2,ble,-1,day12_17,0.5272241369506117,0.5450881388962707,0.1817229367697882
Q2,hr,1,evening18_21,0.5305566473844523,0.5449108553373956,2.842415458588097
Q2,gps,0,evening18_21,0.5293298515804757,0.5446256410256411,2.6558355525454065
Q2,wifi,-1,evening18_21,0.5327294945334483,0.5445888216447133,0.34117708184277395
Q2,w_light,-1,night00_05,0.5270765602441329,0.544110275689223,2.020295855551094
Q2,wifi,-1,late22_23,0.5385570290431825,0.5439440048691419,0.37261770994272503
Q2,pedo,-1,day12_17,0.5169695219930972,0.5438627572563262,1.8806295866213911
Q2,screen,-1,evening18_21,0.5297279461839177,0.5433576599026937,2.10268206967981
Q2,pedo,-1,morning06_11,0.5170235443562211,0.5418441874619598,1.938525789905248
Q2,wifi,0,day12_17,0.5119955658158496,0.540760814609582,0.12072699759342657
Q2,hr,1,day12_17,0.5205800231933592,0.5404879823162372,1.908711926128986
Q2,ble,1,evening18_21,0.5231823158080608,0.5403689911983751,0.18675226650235377
Q2,activity,-1,evening18_21,0.5223022412803812,0.53907848802215,2.0293537957303567
Q2,gps,0,morning06_11,0.5241877634758112,0.5390426327599103,2.1020718425582055
Q2,ble,0,day12_17,0.5269044883068655,0.5382552808252825,0.181837212250917
Q2,screen,1,night00_05,0.5188122910687102,0.5379410684521286,0.8077521387121038
Q2,pedo,1,night00_05,0.5206358342908098,0.5378298217633397,2.4269590856068555
Q2,screen,-1,night00_05,0.5201776055020698,0.5372229916897506,0.7194269888876393
Q2,ac,-1,morning06_11,0.5216240228583323,0.5371119902617163,0.5179131712094515
Q2,screen,0,evening18_21,0.5216142824282399,0.5363673511083868,1.4489059166237777
Q2,ac,0,night00_05,0.5172115049783781,0.535671768707483,1.4573120151239216
Q2,ble,-1,morning06_11,0.522110301247041,0.535314091680815,0.1254170649516134
Q2,ac,0,evening18_21,0.5228371036941827,0.5350871794871794,1.5069920113690323
Q2,screen,1,late22_23,0.5212098964528916,0.534464610832954,0.2855124890192755
Q2,w_light,0,night00_05,0.5218431736588859,0.533408215661104,1.7147886752122865
Q2,gps,1,evening18_21,0.516293415658879,0.5332599864590386,1.6384777505289243
Q2,ac,-1,day12_17,0.5204290588482015,0.53270144978888,0.5074514796066248
Q2,hr,-1,morning06_11,0.5204538784678405,0.5322820037105752,1.7276603243652442
Q2,gps,-1,night00_05,0.5108501264183444,0.5318087383530596,1.166225993629875
Q2,usage,-1,late22_23,0.5242532421929866,0.5316342057212416,0.16448998860745667
Q2,hr,0,day12_17,0.5144261956428845,0.5314579246465913,1.2056678488791317
Q2,screen,-1,day12_17,0.5155895870482331,0.5309150500487201,0.46851201403567444
Q2,gps,0,late22_23,0.5173542272675331,0.5305815097123185,1.271960516553861
Q2,pedo,0,day12_17,0.5188652194884001,0.5305276356502923,2.0446780461765037
Q2,ble,1,day12_17,0.5122622015496819,0.5302929519691805,0.0606036287580937
Q2,ambience,-1,evening18_21,0.5202706237899015,0.5295082460575418,1.1725773727999345
Q2,screen,0,day12_17,0.5186485457879001,0.5292333205250066,0.6430060298542427
Q2,pedo,0,evening18_21,0.5183138103099066,0.5289935251208917,1.1134995480378098
Q2,w_light,1,evening18_21,0.5143566393308088,0.5287524366471734,1.1943292605670486
Q2,screen,0,morning06_11,0.5106513894733007,0.5286757147951584,0.5073197242542188
Q2,pedo,-1,evening18_21,0.5200856873080273,0.5284052322319663,2.129348174192714
Q2,gps,0,day12_17,0.516070355708738,0.5282041873076061,1.069753810307348
Q2,wifi,1,day12_17,0.5121408774526294,0.5280562517404622,0.07784453970223486
Q2,ac,0,day12_17,0.5117786428644864,0.527959553951848,0.5903038191437334
Q2,pedo,1,morning06_11,0.5187073657492408,0.5279232837227349,1.7424325058471506
Q2,w_light,1,day12_17,0.5120553516302199,0.5276793747188485,1.088777584039806
Q2,ble,1,night00_05,0.5106808894304682,0.5275106837606838,0.09727390767960753
Q2,screen,1,evening18_21,0.5195165840456837,0.5274649859943977,0.6819337014124436
Q2,gps,1,day12_17,0.5142124630641285,0.5273790536948432,0.9964242819069457
Q2,m_light,-1,evening18_21,0.5205642773492467,0.5268845779076978,0.18563381985186367
Q2,pedo,1,late22_23,0.5151105618624328,0.5267647058823529,2.244137743854939
Q2,w_light,-1,morning06_11,0.5201532121791901,0.5267246642246642,1.8512722744575587
Q2,hr,1,morning06_11,0.516558026973508,0.5264812975835816,1.943622727754298
Q2,screen,1,day12_17,0.5132216718834877,0.5263017991549848,0.5423646215115419
Q2,pedo,0,late22_23,0.5172972972205061,0.5262478485370051,1.658798653211587
Q2,ble,0,night00_05,0.5140220883664313,0.5261993802756704,0.07943755611239513
Q2,w_light,1,night00_05,0.5102843405463996,0.5259784075573549,0.6720891050310526
Q2,ble,-1,night00_05,0.5124648858260263,0.5257518796992482,0.07481229422198855
Q2,ambience,0,evening18_21,0.5154256674375324,0.5256921033813464,0.8206272061783233
Q2,screen,0,late22_23,0.5248723846070662,0.5255664231769221,0.9596572726057673
Q2,gps,1,night00_05,0.5121676668307054,0.525000699515935,0.9569231249457282
Q2,screen,-1,morning06_11,0.5162695556840676,0.5249694749694749,0.4662946730421969
Q2,ac,1,morning06_11,0.512326795803753,0.5246390066794158,0.4538316387285472
Q2,w_light,0,late22_23,0.5209969499016195,0.5245369232030161,2.169392137253805
Q2,ble,0,late22_23,0.5141577318108306,0.5241988361609704,0.0978810028287177
Q2,w_light,-1,late22_23,0.5236140697910328,0.5239779874213837,2.8097890038547355
Q2,ac,-1,evening18_21,0.5130057934836276,0.5238137419907285,1.8751486300483116
Q2,gps,1,late22_23,0.5197159984840545,0.523515406162465,2.299384665108647
Q2,activity,0,evening18_21,0.517282538568038,0.522678516702421,1.385005405186659
Q2,pedo,1,day12_17,0.5104225897638772,0.5224633463595798,0.8111468039988216
Q2,ac,1,late22_23,0.5142056243298412,0.5224229691876752,0.416807965789868
Q2,usage,-1,evening18_21,0.5101550916024578,0.5217752462323484,0.0806337176420886
Q2,ac,1,night00_05,0.5114402153202638,0.5217477375565611,0.48554699924465555
Q2,w_light,1,morning06_11,0.5132684500951873,0.5213763017168589,1.022992524292239
Q2,ac,-1,night00_05,0.5108644736128903,0.5209239987385683,0.5072252540880827
Q2,activity,0,night00_05,0.5137486376430372,0.5206461275139067,1.3686448696803204
Q2,hr,-1,night00_05,0.5101989529062186,0.5204042715484364,1.0760268109603965
Q2,ambience,0,night00_05,0.5125451321888227,0.5204000855798032,0.6637525278491706
Q2,pedo,-1,night00_05,0.5120731287102699,0.5203883803712179,0.892875240056501
Q2,ac,1,day12_17,0.5114144950751074,0.5200201460589273,0.6558165132794093
Q2,ble,0,evening18_21,0.5129683524075545,0.5197538461538461,0.11104796378282422
Q2,activity,1,day12_17,0.5073426246107204,0.5196563977727412,0.7983901836732971
Q2,pedo,-1,late22_23,0.5139215806763737,0.5192156507014998,1.8408407072740616
Q2,ac,-1,late22_23,0.5114873999250902,0.519094702467344,0.8556549151801747
Q2,w_light,-1,evening18_21,0.5132360989455765,0.5187342000722281,0.6573630218660771
Q2,m_light,1,evening18_21,0.5109496582113193,0.5186834733893557,0.09756684422477413
Q2,w_light,0,evening18_21,0.5115683912358849,0.5181849848373083,0.9467354245249489
Q2,gps,1,morning06_11,0.5115895186270993,0.5174658488988011,1.030751506658594
Q2,hr,1,late22_23,0.5137682958936876,0.5174385525716887,1.068819302869076
Q2,m_light,-1,night00_05,0.5082714538077705,0.5173762220119835,0.07887371665748451
Q2,m_light,0,evening18_21,0.5095207669966585,0.5170564102564101,0.11630016882434435
Q2,hr,0,night00_05,0.5093851521645478,0.5163049346722817,0.5378713168257733
Q2,ambience,1,day12_17,0.5071715264174227,0.5162707406474719,0.34448000621921854
Q2,ble,-1,late22_23,0.510735960250948,0.5161919448476052,0.038353855517580415
Q2,m_light,1,day12_17,0.5063988867276454,0.5161588180978762,0.08407541382566326
Q2,w_light,1,late22_23,0.5135077754360734,0.5161484593837535,1.9906172824159256
Q2,m_light,0,morning06_11,0.5058265593032787,0.5156803926915735,0.045188889781509665
Q2,ambience,-1,day12_17,0.5045004970468859,0.5154132341217115,0.2103640987949079
Q2,activity,-1,late22_23,0.5103972564258626,0.5151704199634815,0.564589478283942
Q2,ambience,1,evening18_21,0.5069300184982419,0.5151207402392236,0.41234562750023773
Q2,ambience,1,night00_05,0.5093221069367647,0.5148741418764302,0.5010774805606744
Q2,activity,1,night00_05,0.5086602015125661,0.5147470124586829,0.604736455776815
Q2,ambience,0,morning06_11,0.5078172037490648,0.5145207821348434,0.27771621994613405
Q2,m_light,0,day12_17,0.5083056074908879,0.5143857868020305,0.0610077904491928
Q2,activity,-1,day12_17,0.504286031534366,0.5143797797265774,0.4121919301745282
Q2,m_light,1,late22_23,0.5119575817354707,0.5141812699135184,0.11950559809722705
Q2,ambience,-1,night00_05,0.5070159470329899,0.5141272565471651,0.4160847221076895
Q2,activity,0,morning06_11,0.5095746810463703,0.5140185917298856,0.4649258459534309
Q2,activity,-1,night00_05,0.5056638695395567,0.5139703563544623,0.5452698088906717
Q2,hr,-1,evening18_21,0.5098148115292456,0.5133499466002136,0.7749668669978282
Q2,ambience,-1,morning06_11,0.5074577845639877,0.5131923311016433,0.4130467491064274
Q2,m_light,-1,morning06_11,0.5065003158848636,0.5127206329884357,0.039735634934164654
Q2,wifi,0,late22_23,0.5098277395523785,0.512473690726755,0.04851377879516905
Q2,ambience,0,day12_17,0.5056785012910406,0.5124577830808745,0.3835442377721557
Q2,hr,1,night00_05,0.504341899494731,0.5124513836425194,0.4690075427210271
