mask,scheme,target,family,n_cols,logloss,prior_logloss,improvement_vs_prior
testpattern0,testpattern,S3,activity_steps,105,0.6427531798216841,0.6410914513287508,-0.0016617284929333342
testpattern0,testpattern,S3,location_context,220,0.6769819674456075,0.6410914513287508,-0.035890516116856674
testpattern0,testpattern,S3,screen_phone,220,0.6432327510742012,0.6410914513287508,-0.002141299745450409
testpattern0,testpattern,S3,routine_axes,92,0.815898385628827,0.6410914513287508,-0.1748069343000762
testpattern0,testpattern,S3,ssl,68,0.6587691435361163,0.6410914513287508,-0.01767769220736548
testpattern0,testpattern,S3,heart_light,34,0.688221342483568,0.6410914513287508,-0.04712989115481725
testpattern0,testpattern,S4,global_prior,0,0.6940767621708135,0.6940767621708135,0.0
testpattern0,testpattern,S4,same_subject_temporal_label,0,0.6503153349248364,0.6940767621708135,0.04376142724597709
testpattern0,testpattern,S4,activity_steps,105,0.6600356031554225,0.6940767621708135,0.034041159015390954
testpattern0,testpattern,S4,location_context,220,0.6976218137152175,0.6940767621708135,-0.0035450515444039876
testpattern0,testpattern,S4,screen_phone,220,0.6597122808932727,0.6940767621708135,0.03436448127754077
testpattern0,testpattern,S4,routine_axes,92,0.6987662090738781,0.6940767621708135,-0.004689446903064609
testpattern0,testpattern,S4,ssl,68,0.7048537235690915,0.6940767621708135,-0.010776961398277995
testpattern0,testpattern,S4,heart_light,34,0.6954223845846093,0.6940767621708135,-0.0013456224137957662
testpattern1,testpattern,Q1,global_prior,0,0.696872737346474,0.696872737346474,0.0
testpattern1,testpattern,Q1,same_subject_temporal_label,0,0.6626910095306084,0.696872737346474,0.03418172781586559
testpattern1,testpattern,Q1,activity_steps,105,0.6776726893152863,0.696872737346474,0.01920004803118769
testpattern1,testpattern,Q1,location_context,220,0.6571642964879512,0.696872737346474,0.039708440858522875
testpattern1,testpattern,Q1,screen_phone,220,0.6829154745656613,0.696872737346474,0.013957262780812774
testpattern1,testpattern,Q1,routine_axes,92,0.7353575179931129,0.696872737346474,-0.03848478064663885
testpattern1,testpattern,Q1,ssl,68,0.7167527328537221,0.696872737346474,-0.01987999550724806
testpattern1,testpattern,Q1,heart_light,34,0.6918342036472628,0.696872737346474,0.005038533699211256
testpattern1,testpattern,Q2,global_prior,0,0.6835300524553924,0.6835300524553924,0.0
testpattern1,testpattern,Q2,same_subject_temporal_label,0,0.6469053573486649,0.6835300524553924,0.0366246951067275
testpattern1,testpattern,Q2,activity_steps,105,0.6925896351571454,0.6835300524553924,-0.009059582701753
testpattern1,testpattern,Q2,location_context,220,0.7562161331064734,0.6835300524553924,-0.07268608065108095
testpattern1,testpattern,Q2,screen_phone,220,0.711350333076167,0.6835300524553924,-0.027820280620774573
testpattern1,testpattern,Q2,routine_axes,92,0.7865093385365204,0.6835300524553924,-0.10297928608112794
testpattern1,testpattern,Q2,ssl,68,0.6876331427168851,0.6835300524553924,-0.004103090261492692
testpattern1,testpattern,Q2,heart_light,34,0.693723059631704,0.6835300524553924,-0.010193007176311553
testpattern1,testpattern,Q3,global_prior,0,0.6712233460724695,0.6712233460724695,0.0
testpattern1,testpattern,Q3,same_subject_temporal_label,0,0.6394450618053156,0.6712233460724695,0.0317782842671539
testpattern1,testpattern,Q3,activity_steps,105,0.6636037624466397,0.6712233460724695,0.007619583625829818
testpattern1,testpattern,Q3,location_context,220,0.7593923893579686,0.6712233460724695,-0.08816904328549913
testpattern1,testpattern,Q3,screen_phone,220,0.7098911210913724,0.6712233460724695,-0.03866777501890295
testpattern1,testpattern,Q3,routine_axes,92,0.7475135478830569,0.6712233460724695,-0.07629020181058743
testpattern1,testpattern,Q3,ssl,68,0.6716277935009269,0.6712233460724695,-0.0004044474284574662
testpattern1,testpattern,Q3,heart_light,34,0.6891452465969335,0.6712233460724695,-0.017921900524464074
testpattern1,testpattern,S1,global_prior,0,0.6210794907749586,0.6210794907749586,0.0
testpattern1,testpattern,S1,same_subject_temporal_label,0,0.6023027370368987,0.6210794907749586,0.01877675373805987
testpattern1,testpattern,S1,activity_steps,105,0.6159905908908357,0.6210794907749586,0.005088899884122866
testpattern1,testpattern,S1,location_context,220,0.672161923615175,0.6210794907749586,-0.05108243284021641
testpattern1,testpattern,S1,screen_phone,220,0.6445499159554209,0.6210794907749586,-0.023470425180462273
testpattern1,testpattern,S1,routine_axes,92,0.6321706422869552,0.6210794907749586,-0.011091151511996578
testpattern1,testpattern,S1,ssl,68,0.6374549669097822,0.6210794907749586,-0.016375476134823597
testpattern1,testpattern,S1,heart_light,34,0.6994409273099648,0.6210794907749586,-0.07836143653500616
testpattern1,testpattern,S2,global_prior,0,0.6801058598969789,0.6801058598969789,0.0
testpattern1,testpattern,S2,same_subject_temporal_label,0,0.6207596426394453,0.6801058598969789,0.05934621725753364
testpattern1,testpattern,S2,activity_steps,105,0.7196493291474114,0.6801058598969789,-0.039543469250432506
testpattern1,testpattern,S2,location_context,220,0.7417364595088467,0.6801058598969789,-0.06163059961186779
testpattern1,testpattern,S2,screen_phone,220,0.6472077110013551,0.6801058598969789,0.03289814889562381
testpattern1,testpattern,S2,routine_axes,92,0.7550805985010731,0.6801058598969789,-0.0749747386040942
testpattern1,testpattern,S2,ssl,68,0.6715785191657231,0.6801058598969789,0.008527340731255828
testpattern1,testpattern,S2,heart_light,34,0.6912604421607536,0.6801058598969789,-0.011154582263774637
testpattern1,testpattern,S3,global_prior,0,0.6684805565612233,0.6684805565612233,0.0
testpattern1,testpattern,S3,same_subject_temporal_label,0,0.5890551941490094,0.6684805565612233,0.07942536241221387
testpattern1,testpattern,S3,activity_steps,105,0.6317629821209017,0.6684805565612233,0.03671757444032164
testpattern1,testpattern,S3,location_context,220,0.6285980881959623,0.6684805565612233,0.03988246836526099
testpattern1,testpattern,S3,screen_phone,220,0.6432327510742011,0.6684805565612233,0.025247805487022212
testpattern1,testpattern,S3,routine_axes,92,0.7297670071907808,0.6684805565612233,-0.06128645062955751
testpattern1,testpattern,S3,ssl,68,0.6779287980475495,0.6684805565612233,-0.00944824148632617
testpattern1,testpattern,S3,heart_light,34,0.6854792685905298,0.6684805565612233,-0.016998712029306473
testpattern1,testpattern,S4,global_prior,0,0.6940767621708135,0.6940767621708135,0.0
testpattern1,testpattern,S4,same_subject_temporal_label,0,0.6564466489679848,0.6940767621708135,0.03763011320282872
testpattern1,testpattern,S4,activity_steps,105,0.6703905690929903,0.6940767621708135,0.02368619307782316
testpattern1,testpattern,S4,location_context,220,0.6970045249401544,0.6940767621708135,-0.0029277627693409247
testpattern1,testpattern,S4,screen_phone,220,0.6597122808932727,0.6940767621708135,0.03436448127754077
testpattern1,testpattern,S4,routine_axes,92,0.7228989562719085,0.6940767621708135,-0.02882219410109499
testpattern1,testpattern,S4,ssl,68,0.6910478490754529,0.6940767621708135,0.0030289130953605747
testpattern1,testpattern,S4,heart_light,34,0.6932183560785051,0.6940767621708135,0.0008584060923083614
testpattern2,testpattern,Q1,global_prior,0,0.6931471805599454,0.6931471805599454,0.0
testpattern2,testpattern,Q1,same_subject_temporal_label,0,0.6617458655376126,0.6931471805599454,0.03140131502233279
testpattern2,testpattern,Q1,activity_steps,105,0.6730126589166535,0.6931471805599454,0.02013452164329188
testpattern2,testpattern,Q1,location_context,220,0.8005732542657509,0.6931471805599454,-0.10742607370580548
testpattern2,testpattern,Q1,screen_phone,220,0.6597122808932724,0.6931471805599454,0.03343489966667301
testpattern2,testpattern,Q1,routine_axes,92,0.7452308747759452,0.6931471805599454,-0.05208369421599979
testpattern2,testpattern,Q1,ssl,68,0.7145168043401796,0.6931471805599454,-0.021369623780234215
testpattern2,testpattern,Q1,heart_light,34,0.6921578679496795,0.6931471805599454,0.0009893126102659133
testpattern2,testpattern,Q2,global_prior,0,0.685980615861109,0.685980615861109,0.0
testpattern2,testpattern,Q2,same_subject_temporal_label,0,0.6511291536330504,0.685980615861109,0.03485146222805868
testpattern2,testpattern,Q2,activity_steps,105,0.7120203236736323,0.685980615861109,-0.026039707812523294
testpattern2,testpattern,Q2,location_context,220,0.8354191010200182,0.685980615861109,-0.14943848515890912
testpattern2,testpattern,Q2,screen_phone,220,0.7023002898655243,0.685980615861109,-0.016319674004415252
testpattern2,testpattern,Q2,routine_axes,92,0.7871493419273813,0.685980615861109,-0.10116872606627225
testpattern2,testpattern,Q2,ssl,68,0.7263121390594085,0.685980615861109,-0.04033152319829947
testpattern2,testpattern,Q2,heart_light,34,0.6929769171778446,0.685980615861109,-0.006996301316735565
testpattern2,testpattern,Q3,global_prior,0,0.6730116670092564,0.6730116670092564,0.0
testpattern2,testpattern,Q3,same_subject_temporal_label,0,0.6621817667630037,0.6730116670092564,0.010829900246252744
testpattern2,testpattern,Q3,activity_steps,105,0.7063221592950713,0.6730116670092564,-0.03331049228581484
testpattern2,testpattern,Q3,location_context,220,0.776818909391393,0.6730116670092564,-0.10380724238213657
testpattern2,testpattern,Q3,screen_phone,220,0.6999656803732127,0.6730116670092564,-0.02695401336395631
testpattern2,testpattern,Q3,routine_axes,92,0.7204473555093353,0.6730116670092564,-0.04743568850007884
testpattern2,testpattern,Q3,ssl,68,0.6758709885650886,0.6730116670092564,-0.0028593215558322393
testpattern2,testpattern,Q3,heart_light,34,0.6929665661982067,0.6730116670092564,-0.019954899188950326
testpattern2,testpattern,S1,global_prior,0,0.6238543703629209,0.6238543703629209,0.0
testpattern2,testpattern,S1,same_subject_temporal_label,0,0.5901004019568076,0.6238543703629209,0.03375396840611333
testpattern2,testpattern,S1,activity_steps,105,0.6242117443846205,0.6238543703629209,-0.00035737402169955246
testpattern2,testpattern,S1,location_context,220,0.7197656319779187,0.6238543703629209,-0.09591126161499774
testpattern2,testpattern,S1,screen_phone,220,0.6557747005629494,0.6238543703629209,-0.03192033020002849
testpattern2,testpattern,S1,routine_axes,92,0.6410263898756361,0.6238543703629209,-0.017172019512715186
testpattern2,testpattern,S1,ssl,68,0.6495729498064124,0.6238543703629209,-0.02571857944349154
testpattern2,testpattern,S1,heart_light,34,0.693134745656637,0.6238543703629209,-0.06928037529371611
testpattern2,testpattern,S2,global_prior,0,0.6387314417606649,0.6387314417606649,0.0
testpattern2,testpattern,S2,same_subject_temporal_label,0,0.5917342106271896,0.6387314417606649,0.046997231133475315
testpattern2,testpattern,S2,activity_steps,105,0.6282931903063237,0.6387314417606649,0.010438251454341185
testpattern2,testpattern,S2,location_context,220,0.5973942465949711,0.6387314417606649,0.041337195165693785
testpattern2,testpattern,S2,screen_phone,220,0.6541413056079809,0.6387314417606649,-0.015409863847316019
testpattern2,testpattern,S2,routine_axes,92,0.6987118628836175,0.6387314417606649,-0.059980421122952654
testpattern2,testpattern,S2,ssl,68,0.6697948744519422,0.6387314417606649,-0.031063432691277315
testpattern2,testpattern,S2,heart_light,34,0.7057981061367183,0.6387314417606649,-0.06706666437605346
testpattern2,testpattern,S3,global_prior,0,0.6338277764496956,0.6338277764496956,0.0
testpattern2,testpattern,S3,same_subject_temporal_label,0,0.5716083801673532,0.6338277764496956,0.06221939628234241
testpattern2,testpattern,S3,activity_steps,105,0.6023415208184831,0.6338277764496956,0.031486255631212434
testpattern2,testpattern,S3,location_context,220,0.6160233760387922,0.6338277764496956,0.017804400410903365
testpattern2,testpattern,S3,screen_phone,220,0.6349585263028608,0.6338277764496956,-0.0011307498531651916
testpattern2,testpattern,S3,routine_axes,92,0.6942201471332528,0.6338277764496956,-0.060392370683557184
testpattern2,testpattern,S3,ssl,68,0.636889113036085,0.6338277764496956,-0.003061336586389407
testpattern2,testpattern,S3,heart_light,34,0.7043413589209583,0.6338277764496956,-0.07051358247126271
testpattern2,testpattern,S4,global_prior,0,0.6850968758046672,0.6850968758046672,0.0
testpattern2,testpattern,S4,same_subject_temporal_label,0,0.6549000559028273,0.6850968758046672,0.030196819901839866
testpattern2,testpattern,S4,activity_steps,105,0.6604313066563355,0.6850968758046672,0.024665569148331623
testpattern2,testpattern,S4,location_context,220,0.7312015064993663,0.6850968758046672,-0.04610463069469917
testpattern2,testpattern,S4,screen_phone,220,0.6705586245595394,0.6850968758046672,0.014538251245127753
testpattern2,testpattern,S4,routine_axes,92,0.6872604391487436,0.6850968758046672,-0.0021635633440764135
testpattern2,testpattern,S4,ssl,68,0.6902487676983924,0.6850968758046672,-0.0051518918937252245
testpattern2,testpattern,S4,heart_light,34,0.6927828378625276,0.6850968758046672,-0.007685962057860429
tail,testpattern,Q1,global_prior,0,0.6955289942742948,0.6955289942742948,0.0
tail,testpattern,Q1,same_subject_temporal_label,0,0.6730268288179003,0.6955289942742948,0.022502165456394496
tail,testpattern,Q1,activity_steps,105,0.6879517960800052,0.6955289942742948,0.007577198194289592
tail,testpattern,Q1,location_context,220,0.664880128900426,0.6955289942742948,0.030648865373868794
tail,testpattern,Q1,screen_phone,220,0.659429122418158,0.6955289942742948,0.036099871856136834
tail,testpattern,Q1,routine_axes,92,0.7585981361866638,0.6955289942742948,-0.06306914191236901
tail,testpattern,Q1,ssl,68,0.7075382039122066,0.6955289942742948,-0.012009209637911744
tail,testpattern,Q1,heart_light,34,0.6911267429002631,0.6955289942742948,0.004402251374031718
tail,testpattern,Q2,global_prior,0,0.6823835457034533,0.6823835457034533,0.0
tail,testpattern,Q2,same_subject_temporal_label,0,0.6728866204255365,0.6823835457034533,0.00949692527791679
tail,testpattern,Q2,activity_steps,105,0.7083695096310743,0.6823835457034533,-0.02598596392762098
tail,testpattern,Q2,location_context,220,0.711227588409159,0.6823835457034533,-0.02884404270570573
tail,testpattern,Q2,screen_phone,220,0.7114584509044742,0.6823835457034533,-0.029074905201020962
tail,testpattern,Q2,routine_axes,92,0.7707317571507011,0.6823835457034533,-0.0883482114472478
tail,testpattern,Q2,ssl,68,0.7077503184068373,0.6823835457034533,-0.025366772703384055
tail,testpattern,Q2,heart_light,34,0.6963737721930422,0.6823835457034533,-0.01399022648958892
tail,testpattern,Q3,global_prior,0,0.6631456068893846,0.6631456068893846,0.0
tail,testpattern,Q3,same_subject_temporal_label,0,0.6536457600246741,0.6631456068893846,0.009499846864710504
tail,testpattern,Q3,activity_steps,105,0.7598609544671492,0.6631456068893846,-0.09671534757776457
tail,testpattern,Q3,location_context,220,0.7276273705153905,0.6631456068893846,-0.06448176362600588
tail,testpattern,Q3,screen_phone,220,0.714243577887213,0.6631456068893846,-0.051097970997828424
tail,testpattern,Q3,routine_axes,92,0.7112985163101505,0.6631456068893846,-0.04815290942076589
tail,testpattern,Q3,ssl,68,0.6609544995737563,0.6631456068893846,0.0021911073156283267
tail,testpattern,Q3,heart_light,34,0.6880554350093282,0.6631456068893846,-0.024909828119943578
tail,testpattern,S1,global_prior,0,0.6261360715052431,0.6261360715052431,0.0
tail,testpattern,S1,same_subject_temporal_label,0,0.6030051077167292,0.6261360715052431,0.02313096378851387
tail,testpattern,S1,activity_steps,105,0.6548312992906216,0.6261360715052431,-0.028695227785378474
tail,testpattern,S1,location_context,220,0.6677399009829972,0.6261360715052431,-0.041603829477754095
tail,testpattern,S1,screen_phone,220,0.6442171189098995,0.6261360715052431,-0.018081047404656436
tail,testpattern,S1,routine_axes,92,0.7207716815972437,0.6261360715052431,-0.09463561009200061
tail,testpattern,S1,ssl,68,0.6239984151940295,0.6261360715052431,0.0021376563112135427
tail,testpattern,S1,heart_light,34,0.693377628460262,0.6261360715052431,-0.06724155695501888
tail,testpattern,S2,global_prior,0,0.6748405582534935,0.6748405582534935,0.0
tail,testpattern,S2,same_subject_temporal_label,0,0.646121987686438,0.6748405582534935,0.028718570567055512
tail,testpattern,S2,activity_steps,105,0.6545136317872445,0.6748405582534935,0.020326926466249007
tail,testpattern,S2,location_context,220,0.6909759735804019,0.6748405582534935,-0.01613541532690832
tail,testpattern,S2,screen_phone,220,0.6451741978568846,0.6748405582534935,0.02966636039660897
tail,testpattern,S2,routine_axes,92,0.6710894469826735,0.6748405582534935,0.0037511112708200622
tail,testpattern,S2,ssl,68,0.655652157123467,0.6748405582534935,0.01918840113002651
tail,testpattern,S2,heart_light,34,0.7028588113598188,0.6748405582534935,-0.02801825310632522
tail,testpattern,S3,global_prior,0,0.6527732144916872,0.6527732144916872,0.0
tail,testpattern,S3,same_subject_temporal_label,0,0.6020598975155793,0.6527732144916872,0.050713316976107925
tail,testpattern,S3,activity_steps,105,0.6333179745878642,0.6527732144916872,0.01945523990382303
tail,testpattern,S3,location_context,220,0.6169434021171899,0.6527732144916872,0.03582981237449734
tail,testpattern,S3,screen_phone,220,0.6278112992700365,0.6527732144916872,0.0249619152216507
tail,testpattern,S3,routine_axes,92,0.724996691105134,0.6527732144916872,-0.07222347661344675
tail,testpattern,S3,ssl,68,0.6678545050653791,0.6527732144916872,-0.015081290573691897
tail,testpattern,S3,heart_light,34,0.6827872460002893,0.6527732144916872,-0.030014031508602046
tail,testpattern,S4,global_prior,0,0.6996427679533403,0.6996427679533403,0.0
tail,testpattern,S4,same_subject_temporal_label,0,0.676321215105106,0.6996427679533403,0.02332155284823434
tail,testpattern,S4,activity_steps,105,0.6472982002003365,0.6996427679533403,0.05234456775300389
tail,testpattern,S4,location_context,220,0.7000252449412283,0.6996427679533403,-0.0003824769878879586
tail,testpattern,S4,screen_phone,220,0.6704090261675028,0.6996427679533403,0.029233741785837597
tail,testpattern,S4,routine_axes,92,0.7377657298470977,0.6996427679533403,-0.0381229618937573
tail,testpattern,S4,ssl,68,0.7049672267293222,0.6996427679533403,-0.005324458775981866
tail,testpattern,S4,heart_light,34,0.6941980360551087,0.6996427679533403,0.005444731898231692
adv_interleaved_rank0,interleaved_rank,Q1,global_prior,0,0.696872737346474,0.696872737346474,0.0
adv_interleaved_rank0,interleaved_rank,Q1,same_subject_temporal_label,0,0.6741674484508876,0.696872737346474,0.02270528889558643
adv_interleaved_rank0,interleaved_rank,Q1,activity_steps,105,0.6771343367506515,0.696872737346474,0.019738400595822547
adv_interleaved_rank0,interleaved_rank,Q1,location_context,220,0.699092715699938,0.696872737346474,-0.0022199783534639916
adv_interleaved_rank0,interleaved_rank,Q1,screen_phone,220,0.6829154745656622,0.696872737346474,0.013957262780811885
adv_interleaved_rank0,interleaved_rank,Q1,routine_axes,92,0.7328414542017703,0.696872737346474,-0.035968716855296234
adv_interleaved_rank0,interleaved_rank,Q1,ssl,68,0.720582188547191,0.696872737346474,-0.02370945120071699
adv_interleaved_rank0,interleaved_rank,Q1,heart_light,34,0.6905450769323115,0.696872737346474,0.00632766041416255
adv_interleaved_rank0,interleaved_rank,Q2,global_prior,0,0.6862637213067726,0.6862637213067726,0.0
adv_interleaved_rank0,interleaved_rank,Q2,same_subject_temporal_label,0,0.6786042703532847,0.6862637213067726,0.007659450953487856
adv_interleaved_rank0,interleaved_rank,Q2,activity_steps,105,0.7637567908382616,0.6862637213067726,-0.07749306953148904
adv_interleaved_rank0,interleaved_rank,Q2,location_context,220,0.8254140351031812,0.6862637213067726,-0.13915031379640863
adv_interleaved_rank0,interleaved_rank,Q2,screen_phone,220,0.7237915504256285,0.6862637213067726,-0.03752782911885588
adv_interleaved_rank0,interleaved_rank,Q2,routine_axes,92,0.7375396493100352,0.6862637213067726,-0.05127592800326264
adv_interleaved_rank0,interleaved_rank,Q2,ssl,68,0.7121192852759841,0.6862637213067726,-0.025855563969211515
adv_interleaved_rank0,interleaved_rank,Q2,heart_light,34,0.6946098361087089,0.6862637213067726,-0.008346114801936255
adv_interleaved_rank0,interleaved_rank,Q3,global_prior,0,0.6681999962571817,0.6681999962571817,0.0
adv_interleaved_rank0,interleaved_rank,Q3,same_subject_temporal_label,0,0.6420401836989543,0.6681999962571817,0.026159812558227413
adv_interleaved_rank0,interleaved_rank,Q3,activity_steps,105,0.6575389544097716,0.6681999962571817,0.010661041847410124
adv_interleaved_rank0,interleaved_rank,Q3,location_context,220,0.7874635543512469,0.6681999962571817,-0.11926355809406519
adv_interleaved_rank0,interleaved_rank,Q3,screen_phone,220,0.7333225530522787,0.6681999962571817,-0.06512255679509693
adv_interleaved_rank0,interleaved_rank,Q3,routine_axes,92,0.6642855414968956,0.6681999962571817,0.003914454760286179
adv_interleaved_rank0,interleaved_rank,Q3,ssl,68,0.6715805405710765,0.6681999962571817,-0.0033805443138947844
adv_interleaved_rank0,interleaved_rank,Q3,heart_light,34,0.6919833663157947,0.6681999962571817,-0.023783370058612974
adv_interleaved_rank0,interleaved_rank,S1,global_prior,0,0.6469208849454221,0.6469208849454221,0.0
adv_interleaved_rank0,interleaved_rank,S1,same_subject_temporal_label,0,0.6183108829459384,0.6469208849454221,0.028610001999483714
adv_interleaved_rank0,interleaved_rank,S1,activity_steps,105,0.6462463870857441,0.6469208849454221,0.0006744978596779916
adv_interleaved_rank0,interleaved_rank,S1,location_context,220,0.7378849645953208,0.6469208849454221,-0.09096407964989872
adv_interleaved_rank0,interleaved_rank,S1,screen_phone,220,0.6557747005629491,0.6469208849454221,-0.008853815617526961
adv_interleaved_rank0,interleaved_rank,S1,routine_axes,92,0.6726985050141042,0.6469208849454221,-0.025777620068682117
adv_interleaved_rank0,interleaved_rank,S1,ssl,68,0.6605236467817653,0.6469208849454221,-0.013602761836343236
adv_interleaved_rank0,interleaved_rank,S1,heart_light,34,0.7043801544495547,0.6469208849454221,-0.057459269504132604
adv_interleaved_rank0,interleaved_rank,S2,global_prior,0,0.6401827689136727,0.6401827689136727,0.0
adv_interleaved_rank0,interleaved_rank,S2,same_subject_temporal_label,0,0.5721638130203632,0.6401827689136727,0.06801895589330942
adv_interleaved_rank0,interleaved_rank,S2,activity_steps,105,0.627896994536017,0.6401827689136727,0.012285774377655656
adv_interleaved_rank0,interleaved_rank,S2,location_context,220,0.6692805239711012,0.6401827689136727,-0.02909775505742851
adv_interleaved_rank0,interleaved_rank,S2,screen_phone,220,0.6441079208154629,0.6401827689136727,-0.003925151901790214
adv_interleaved_rank0,interleaved_rank,S2,routine_axes,92,0.6787562535191259,0.6401827689136727,-0.03857348460545329
adv_interleaved_rank0,interleaved_rank,S2,ssl,68,0.6616753230216428,0.6401827689136727,-0.02149255410797013
adv_interleaved_rank0,interleaved_rank,S2,heart_light,34,0.6984073994679907,0.6401827689136727,-0.058224630554318035
adv_interleaved_rank0,interleaved_rank,S3,global_prior,0,0.6280871054857188,0.6280871054857188,0.0
adv_interleaved_rank0,interleaved_rank,S3,same_subject_temporal_label,0,0.5668128603961096,0.6280871054857188,0.061274245089609214
adv_interleaved_rank0,interleaved_rank,S3,activity_steps,105,0.583563044551006,0.6280871054857188,0.04452406093471273
adv_interleaved_rank0,interleaved_rank,S3,location_context,220,0.5873014014465031,0.6280871054857188,0.040785704039215664
adv_interleaved_rank0,interleaved_rank,S3,screen_phone,220,0.6432327510742016,0.6280871054857188,-0.015145645588482859
adv_interleaved_rank0,interleaved_rank,S3,routine_axes,92,0.7109522079033579,0.6280871054857188,-0.08286510241763911
adv_interleaved_rank0,interleaved_rank,S3,ssl,68,0.6444112897915288,0.6280871054857188,-0.016324184305810063
adv_interleaved_rank0,interleaved_rank,S3,heart_light,34,0.6986279110024541,0.6280871054857188,-0.07054080551673536
adv_interleaved_rank0,interleaved_rank,S4,global_prior,0,0.685929800252373,0.685929800252373,0.0
adv_interleaved_rank0,interleaved_rank,S4,same_subject_temporal_label,0,0.6538226556252218,0.685929800252373,0.03210714462715125
adv_interleaved_rank0,interleaved_rank,S4,activity_steps,105,0.658433481629797,0.685929800252373,0.027496318622576066
adv_interleaved_rank0,interleaved_rank,S4,location_context,220,0.7629517540359815,0.685929800252373,-0.07702195378360843
adv_interleaved_rank0,interleaved_rank,S4,screen_phone,220,0.6586170051335004,0.685929800252373,0.027312795118872635
