family,target,candidate,mode,mean_delta,std_delta,mean_coverage,mean_move
hole_v1,Q2,nn_identity_token,blend_all_w025,-0.008850618587646242,0.0014407710327578014,1.0,0.029361924143956372
chrono_tail,Q2,near_date_peer_w7,blend_all_w025,-0.008560058313059985,0.005694067758703653,1.0,0.03803430434756604
chrono_tail,Q3,nn_identity_token,top50_w050,-0.00841673010361769,0.0010709211009540726,0.5033330033330033,0.09130036049163914
chrono_tail,Q3,nn_identity_token,blend_all_w025,-0.00825871930105826,0.003463457376211308,1.0,0.03883441405545276
chrono_tail,S3,near_date_peer_w7,blend_all_w025,-0.008201197824056372,0.004281935065450548,1.0,0.07386790210830925
chrono_tail,Q2,same_date_peer_w0,blend_all_w025,-0.008007963341769009,0.005671292629159784,1.0,0.06087099320110121
chrono_tail,S1,nn_semantic_app,top50_w050,-0.007942193698199632,0.004874894242214265,0.5033330033330033,0.0755644858672913
chrono_tail,Q1,nn_semantic_app,blend_all_w025,-0.007735329069884574,0.0034267480419263863,1.0,0.037197837517745753
mirror_v1,Q3,near_date_peer_w7,blend_all_w025,-0.00765898428841764,0.007798202928911076,1.0,0.033975405253547385
chrono_tail,Q3,nn_rest_boundary,blend_all_w025,-0.007579614477381831,0.008410692722750813,1.0,0.03735152135487851
mirror_v1,S2,nn_identity_token,blend_all_w025,-0.007576940612972538,0.001760195217850154,1.0,0.03322410051037706
mirror_v1,Q3,near_date_peer_w3,blend_all_w025,-0.007528779034247572,0.007788945691322115,1.0,0.04361299958694092
hole_v1,Q2,nn_hour_transition,blend_all_w025,-0.007303839041370404,0.0155738688324586,1.0,0.04037293456318942
hole_v1,Q1,near_date_peer_w7,top20_w075,-0.006743250737615392,0.01894687256754097,0.2072072072072072,0.13944902288627056
mirror_v1,Q3,nn_rest_boundary,blend_all_w025,-0.006572901758088112,0.006487780541770251,1.0,0.034943045706368504
mirror_v1,Q2,near_date_peer_w3,blend_all_w025,-0.006548514784446513,0.005607445283447701,1.0,0.04837554656581063
mirror_v1,Q2,nn_hour_transition,blend_all_w025,-0.00639615520201416,0.0040848966225284465,1.0,0.03465514889166353
chrono_tail,S3,near_date_peer_w7,top50_w050,-0.006198388040815739,0.01275701850876829,0.5113111307141157,0.18512421348318828
hole_v1,Q2,nn_identity_token,top30_w060,-0.006005591249338156,0.00941518100830719,0.3063063063063063,0.1116057918955588
chrono_tail,Q1,near_date_peer_w7,top30_w060,-0.005711862895052026,0.003132538637965777,0.3121468196095062,0.16641820740773583
chrono_tail,S2,nn_hour_transition,blend_all_w025,-0.005559759335149257,0.010021793471318223,1.0,0.03242080962507305
hole_v1,Q1,nn_identity_token,blend_all_w025,-0.005482833255742725,0.009030796827084986,1.0,0.030032782591913443
chrono_tail,S1,nn_hour_transition,blend_all_w025,-0.005397079587626734,0.0032653745805516104,1.0,0.030469189264975258
chrono_tail,Q2,nn_rest_boundary,blend_all_w025,-0.005193398726134853,0.0026253264337795634,1.0,0.03540257029667098
mirror_v1,S1,nn_rest_boundary,blend_all_w025,-0.004958783786811989,0.0032079494819492304,1.0,0.03815998557339196
chrono_tail,S4,same_date_peer_w0,top30_w060,-0.0049532084793481035,0.021043303485438213,0.32365127141246547,0.26622721318088777
chrono_tail,Q2,near_date_peer_w7,top50_w050,-0.004931981403166826,0.012672551925571644,0.50999900999901,0.11048226174126347
mirror_v1,S3,nn_identity_token,blend_all_w025,-0.004917859601499708,0.005063336484287669,1.0,0.032916908328287794
hole_v1,Q3,nn_hour_transition,blend_all_w025,-0.0048610174749086354,0.010973044014071544,1.0,0.038744950291257824
mirror_v1,S3,near_date_peer_w7,top30_w060,-0.004728931538788765,0.018681188541968718,0.30118443316412863,0.16969802881735482
chrono_tail,S4,nn_rest_boundary,top10_w090,-0.004678694991475256,0.012171843871534473,0.10749194331283884,0.2239216939337896
hole_v1,Q1,near_date_peer_w7,blend_all_w025,-0.004534877711207382,0.00302767445874356,1.0,0.025879729095997745
chrono_tail,Q1,near_date_peer_w7,top50_w050,-0.004505091953296995,0.00237569908469842,0.524779823287286,0.12429449009644929
mirror_v1,Q2,nn_rest_boundary,top50_w050,-0.004228591635747662,0.0014108321508284232,0.5025380710659898,0.08725556703384922
hole_v1,S3,nn_hour_transition,blend_all_w025,-0.004068453025371177,0.004453892731358997,1.0,0.031301895978470405
mirror_v1,Q3,nn_hour_transition,top50_w050,-0.004008158020329722,0.009820582206660246,0.5025380710659898,0.10931524350306392
chrono_tail,Q3,nn_hour_transition,blend_all_w025,-0.003922501228335003,0.002666661991428764,1.0,0.03709690448101551
chrono_tail,S3,nn_semantic_app,blend_all_w025,-0.0036538902378703644,0.0039224841049504775,1.0,0.03536567603178684
hole_v1,Q1,nn_rest_boundary,blend_all_w025,-0.003484420778009293,0.013308441278854312,1.0,0.04405986539368529
hole_v1,Q3,nn_identity_token,top50_w050,-0.00334766429678209,0.013717812208646853,0.5045045045045045,0.08317313762354488
hole_v1,Q2,nn_hour_transition,top50_w050,-0.002519285295763618,0.032305008802733744,0.5045045045045045,0.10834458661052487
hole_v1,Q1,nn_identity_token,top50_w050,-0.0023552188160479806,0.017983015327770635,0.5045045045045045,0.07901121561892344
hole_v1,Q2,nn_rest_boundary,blend_all_w025,-0.002280326726187202,0.009017650138924882,1.0,0.03711759923117234
hole_v1,Q2,nn_rest_boundary,top50_w050,-0.0022312593822524005,0.006102797407693279,0.5045045045045045,0.09714211381490394
mirror_v1,Q1,nn_semantic_app,blend_all_w025,-0.002028437092790806,0.014007833954363925,1.0,0.04491600690658768
chrono_tail,S4,nn_rest_boundary,top30_w060,-0.001923739740287626,0.0029666326235849847,0.3041686922283937,0.11267255578284308
hole_v1,S3,nn_identity_token,blend_all_w025,-0.0017536024004879043,0.0065354896356856615,1.0,0.03822746155239729
mirror_v1,S4,nn_identity_token,blend_all_w025,-0.001619324722284099,0.006114540892229043,1.0,0.04261296119312208
mirror_v1,Q1,nn_identity_token,blend_all_w025,-0.0015948695793691996,0.006165824199001756,1.0,0.031689345990306546
chrono_tail,Q1,near_date_peer_w3,top20_w075,-0.0015702255305510466,0.006364402000978956,0.2192990103437865,0.2672603926103901
mirror_v1,Q3,near_date_peer_w7,top50_w050,-0.0015179500454116275,0.011028408236559614,0.5042301184433163,0.09190242897369028
chrono_tail,S3,nn_rest_boundary,blend_all_w025,-0.0014675093728717299,0.0063248634006121416,1.0,0.03850031356125985
mirror_v1,Q1,nn_hour_transition,blend_all_w025,-0.0014595839231466383,0.003090117593280798,1.0,0.041146647626224955
hole_v1,Q2,nn_identity_token,top10_w090,-0.0014495009333668207,0.007937226238043932,0.10810810810810811,0.20656628646813377
hole_v1,Q1,nn_rest_boundary,top50_w050,-0.0011795972360127231,0.026233702491470837,0.5045045045045045,0.11924671748871422
hole_v1,S3,nn_rest_boundary,top10_w090,-0.001079029922563109,0.010216553098279547,0.10810810810810811,0.09882002848907111
chrono_tail,Q3,nn_identity_token,top30_w060,-0.0009741187745295014,0.0032244182262082064,0.3041686922283937,0.1217460441449995
mirror_v1,Q2,near_date_peer_w7,blend_all_w025,-0.00094823013650569,0.0018503604545718317,1.0,0.04639241210551492
chrono_tail,Q1,nn_hour_transition,top20_w075,-0.000939615824435395,0.025167271674747645,0.2058303177706163,0.17238187952342576
chrono_tail,S4,near_date_peer_w7,top20_w075,-0.0008316215435531701,0.010417142700117604,0.2118363237766223,0.19629646297740463
hole_v1,Q1,nn_identity_token,top20_w075,-0.0008156073667856534,0.03290348639645705,0.2072072072072072,0.16209296558982667
chrono_tail,S3,near_date_peer_w3,blend_all_w025,-0.0006585749715750285,0.0013117961111356118,1.0,0.07498741016670979
mirror_v1,S2,nn_semantic_app,top20_w075,-0.0006480786707897904,0.012963769658003546,0.20304568527918784,0.11396661650250982
mirror_v1,S2,nn_semantic_app,blend_all_w025,-0.00047558857446146813,0.011553493286846782,1.0,0.03513785186571817
hole_v1,Q2,nn_semantic_app,blend_all_w025,-0.0002997625558987342,0.011157590804251924,1.0,0.0372917485499886
mirror_v1,S4,nn_semantic_app,blend_all_w025,-0.0001838249266556217,0.004521965603310576,1.0,0.034628701449756376
mirror_v1,S3,near_date_peer_w7,blend_all_w025,-0.00018144320134727554,0.0033746663181912734,1.0,0.04785869487557146
mirror_v1,Q1,nn_rest_boundary,blend_all_w025,-0.00015972127138326928,0.005807019810580139,1.0,0.03984845142203632
mirror_v1,S2,nn_hour_transition,blend_all_w025,-0.00011525576679904947,0.0033844983009646856,1.0,0.031008477006823947
mirror_v1,S3,nn_semantic_app,blend_all_w025,3.073535849788348e-05,0.006558110816575332,1.0,0.03789712122382787
hole_v1,S2,nn_semantic_app,blend_all_w025,5.931882529082907e-05,0.0066277205766005765,1.0,0.034322838273734724
chrono_tail,S1,nn_hour_transition,top50_w050,0.00013692241875421876,0.005510662588459449,0.5033330033330033,0.07020161880131487
chrono_tail,S1,nn_semantic_app,blend_all_w025,0.00023300316369726884,0.002596426941020506,1.0,0.033959654060621104
hole_v1,S2,nn_identity_token,blend_all_w025,0.00030983986516256817,0.0053322493964615475,1.0,0.0317114779204559
hole_v1,Q3,nn_identity_token,top30_w060,0.00041876203981191146,0.017941863551901114,0.3063063063063063,0.09619052888615011
hole_v1,S4,nn_identity_token,blend_all_w025,0.0005031714856475281,0.007155497097372818,1.0,0.04055816614710588
mirror_v1,S3,near_date_peer_w3,top30_w060,0.0005245464937123634,0.006698282071427013,0.3147208121827411,0.16048969636822594
hole_v1,S1,nn_rest_boundary,top50_w050,0.0007116776556183776,0.007526732663753001,0.5045045045045045,0.08302232328180777
mirror_v1,S4,nn_hour_transition,blend_all_w025,0.000750864890177172,0.010356774501778509,1.0,0.03785226217044463
chrono_tail,S1,nn_semantic_app,top10_w090,0.000866808910913397,0.012783288797816867,0.10749194331283884,0.20352756319963508
hole_v1,Q3,nn_identity_token,top20_w075,0.0009039895608284887,0.019855929359748777,0.2072072072072072,0.12488738879419371
chrono_tail,Q1,near_date_peer_w7,blend_all_w025,0.0009147839800497012,0.0018260750852741225,1.0,0.04513453612012378
hole_v1,S1,nn_identity_token,blend_all_w025,0.0009795961227490417,0.00354836219230444,1.0,0.02908491965629707
hole_v1,Q2,nn_rest_boundary,top20_w075,0.0010208890483170603,0.006373366544006032,0.2072072072072072,0.17370953972064082
mirror_v1,S3,near_date_peer_w7,top50_w050,0.0011183803185440915,0.009153967971062979,0.5109983079526227,0.12808267104973423
mirror_v1,S2,nn_semantic_app,top30_w060,0.0013691488823890374,0.012762824710626607,0.29949238578680204,0.08581676264584075
chrono_tail,S4,nn_hour_transition,blend_all_w025,0.001406884804827054,0.004547535042129056,1.0,0.03513461951175063
hole_v1,Q3,nn_rest_boundary,blend_all_w025,0.0014092698368368684,0.0069501933830393645,1.0,0.03347074081377762
hole_v1,Q2,nn_identity_token,top20_w075,0.0014446093328737142,0.013753795095207955,0.2072072072072072,0.15079585051549707
chrono_tail,Q2,nn_rest_boundary,top50_w050,0.0015235214357014841,0.013071880152015635,0.5033330033330033,0.09283543360780301
hole_v1,Q3,nn_hour_transition,top10_w090,0.001600612991893476,0.013106515168566178,0.10810810810810811,0.20880254992439826
hole_v1,Q1,near_date_peer_w3,blend_all_w025,0.001762203954132772,0.00586664606646078,1.0,0.03305912103710799
chrono_tail,S4,nn_rest_boundary,top20_w075,0.001779962880597637,0.006719069450717267,0.2058303177706163,0.1591687806431438
hole_v1,S1,nn_rest_boundary,blend_all_w025,0.0017967635660847507,0.005636064650039895,1.0,0.040197207392275565
mirror_v1,S4,nn_hour_transition,top30_w060,0.0018052789299957868,0.01745155012834102,0.29949238578680204,0.13623024849081836
mirror_v1,S1,nn_rest_boundary,top50_w050,0.0019631715978447595,0.00277216413509324,0.5025380710659898,0.07886195632777902
chrono_tail,Q1,nn_hour_transition,top10_w090,0.0020098886497990076,0.004583465232091218,0.10749194331283884,0.20982148259155994
mirror_v1,Q3,nn_hour_transition,top30_w060,0.002248427188902835,0.00672161554038746,0.29949238578680204,0.13249445779820168
chrono_tail,Q2,near_date_peer_w7,top30_w060,0.0023778262402258297,0.006265908688373556,0.3138377018974034,0.17094912979795773
hole_v1,S1,nn_identity_token,top10_w090,0.002403047581810388,0.008033954014756695,0.12312312312312312,0.1122714548336201
chrono_tail,S4,nn_rest_boundary,blend_all_w025,0.0024368935731324814,0.004910029658342909,1.0,0.03375233695470431
chrono_tail,S3,nn_semantic_app,top50_w050,0.0026634620693042343,0.010109168577260292,0.5033330033330033,0.07109220410422402
mirror_v1,Q3,nn_rest_boundary,top50_w050,0.0026987286935644303,0.014312015433469948,0.5025380710659898,0.08291198989828584
chrono_tail,Q1,near_date_peer_w3,top30_w060,0.0027093570305630754,0.0032222809689323225,0.3152943824585615,0.18291088624745208
hole_v1,S3,nn_semantic_app,top50_w050,0.002737089078103679,0.020922320118144065,0.5045045045045045,0.0753504231410202
chrono_tail,S4,same_date_peer_w0,blend_all_w025,0.002757360190470459,0.003410402056252076,1.0,0.0717530381725377
mirror_v1,Q2,nn_rest_boundary,top30_w060,0.002860380114033815,0.0023558758419777123,0.29949238578680204,0.11436327314359057
chrono_tail,Q3,near_date_peer_w3,blend_all_w025,0.002878916057584169,0.006452726264889141,1.0,0.044414227308012755
chrono_tail,S4,nn_hour_transition,top30_w060,0.002919697949746521,0.011469252583500435,0.3041686922283937,0.11915371141060645
chrono_tail,Q3,nn_rest_boundary,top50_w050,0.002936157104523921,0.012917348633717893,0.5033330033330033,0.09841348533963505
chrono_tail,S4,nn_semantic_app,blend_all_w025,0.003065923830880594,0.0025295055186041995,1.0,0.03739988640488252
mirror_v1,Q3,nn_identity_token,blend_all_w025,0.003084708454568985,0.008733588126113028,1.0,0.0364296499088984
hole_v1,Q1,nn_identity_token,top30_w060,0.0032472051069174133,0.025268816793374935,0.3183183183183183,0.11420336767337502
mirror_v1,Q1,nn_hour_transition,top50_w050,0.0032679268618814503,0.010202419452253338,0.5025380710659898,0.10478440692670506
chrono_tail,S1,nn_hour_transition,top30_w060,0.00331077917080147,0.0027256752784001843,0.3041686922283937,0.09127478042177413
chrono_tail,S2,nn_hour_transition,top30_w060,0.0033215024796952783,0.005657909343108377,0.3041686922283937,0.0725911209671114
mirror_v1,Q2,nn_hour_transition,top50_w050,0.003368026408789785,0.0055692870624861595,0.5025380710659898,0.08906241905194556
mirror_v1,Q2,nn_semantic_app,blend_all_w025,0.0034598528200068626,0.007089033617395924,1.0,0.04352973506787791
chrono_tail,Q2,nn_identity_token,blend_all_w025,0.0035051192069079917,0.010304383216929433,1.0,0.03256338082907835
hole_v1,Q1,nn_semantic_app,blend_all_w025,0.0035123404192443455,0.012552242267540304,1.0,0.0456370450825009
mirror_v1,Q2,nn_identity_token,blend_all_w025,0.0035965470931106727,0.0022804541689595173,1.0,0.030220882127494252
chrono_tail,Q1,near_date_peer_w3,top10_w090,0.0035975654284791845,0.009459782867399007,0.11992975425811248,0.40197517192850074
chrono_tail,S4,near_date_peer_w3,top30_w060,0.0036786545177699783,0.010983734626110457,0.3176373848015639,0.12961658624801184
hole_v1,S3,nn_semantic_app,blend_all_w025,0.003685465908056962,0.014385004460046856,1.0,0.03503797901795908
mirror_v1,S1,same_date_peer_w0,blend_all_w025,0.0037190909559221552,0.005100940777031216,1.0,0.06381556999105291
mirror_v1,S1,nn_rest_boundary,top30_w060,0.0037636457274377775,0.011728287789496895,0.29949238578680204,0.10642347332193297
mirror_v1,S2,nn_semantic_app,top10_w090,0.003804910205820707,0.005083701702139971,0.10152284263959392,0.143954370930054
hole_v1,Q3,nn_rest_boundary,top20_w075,0.0038117845913574477,0.011102852093048734,0.2072072072072072,0.14423567624630032
hole_v1,Q2,nn_rest_boundary,top10_w090,0.0038150626919489414,0.0023425568487015886,0.10810810810810811,0.23476426931750724
hole_v1,Q3,nn_semantic_app,blend_all_w025,0.0038238023996383097,0.006559481161771271,1.0,0.035829085299060266
mirror_v1,S4,nn_hour_transition,top20_w075,0.0038261247941036394,0.027927630608181767,0.20304568527918784,0.18489125711042145
mirror_v1,Q3,nn_rest_boundary,top20_w075,0.0038427509221301928,0.011050021763175464,0.20304568527918784,0.14129422238602127
mirror_v1,S4,nn_hour_transition,top50_w050,0.003921245483221443,0.016126141864448593,0.5025380710659898,0.10162385079663215
hole_v1,S4,near_date_peer_w7,blend_all_w025,0.003932785633168012,0.0054650383962788224,1.0,0.031761796402410926
hole_v1,Q3,near_date_peer_w7,blend_all_w025,0.0040040969753856554,0.002008695984368848,1.0,0.022248310977176982
mirror_v1,Q2,nn_hour_transition,top30_w060,0.0040109669679107745,0.006697016688236924,0.29949238578680204,0.11902387458995604
hole_v1,S1,nn_rest_boundary,top30_w060,0.004035265311196801,0.007191434316171106,0.3063063063063063,0.10157670418591797
hole_v1,S3,nn_identity_token,top30_w060,0.004119030163466782,0.0055152070694675405,0.3063063063063063,0.09440106875029476
chrono_tail,Q1,nn_identity_token,top30_w060,0.004288076935976215,0.0073063362724379655,0.3041686922283937,0.11541535027079582
mirror_v1,S3,near_date_peer_w7,top20_w075,0.00431151196969722,0.014975455321796281,0.20304568527918784,0.25130367626813427
chrono_tail,S2,nn_semantic_app,blend_all_w025,0.0044479158544016295,0.002767562647918526,1.0,0.03913751098151149
hole_v1,S2,nn_rest_boundary,top10_w090,0.004606283963156876,0.0028026604859770154,0.10810810810810811,0.175386642002322
mirror_v1,Q1,nn_semantic_app,top30_w060,0.00493123533920244,0.025636367737761314,0.29949238578680204,0.16944934728339248
mirror_v1,Q3,nn_rest_boundary,top10_w090,0.005059637522216202,0.00989215388920577,0.10152284263959392,0.17172091702782874
mirror_v1,Q3,nn_semantic_app,blend_all_w025,0.00508841238597187,0.00923865531102087,1.0,0.03885158437498092
chrono_tail,S3,near_date_peer_w3,top50_w050,0.0051255017769278695,0.006137974442359452,0.5123420123420123,0.20481313734807438
mirror_v1,S3,near_date_peer_w3,blend_all_w025,0.005182823189957923,0.006417753234824405,1.0,0.05078642931530219
chrono_tail,S2,nn_hour_transition,top20_w075,0.005195787998744057,0.00875357719531862,0.2058303177706163,0.0926604889365162
chrono_tail,S1,nn_rest_boundary,top10_w090,0.005217061035505492,0.009106551718998051,0.10749194331283884,0.16783943977236807
mirror_v1,S4,nn_semantic_app,top10_w090,0.005239328438801298,0.01365468264277574,0.10152284263959392,0.18805622410318543
chrono_tail,S4,nn_rest_boundary,top50_w050,0.005272128247468107,6.587912023503197e-05,0.5033330033330033,0.08152405725113426
hole_v1,Q2,near_date_peer_w3,blend_all_w025,0.005347765632909803,0.00426302448772544,1.0,0.03535672807620685
hole_v1,S1,nn_rest_boundary,top20_w075,0.0053664029838896106,0.009356905049486558,0.2072072072072072,0.1343362630542665
mirror_v1,Q1,nn_hour_transition,top30_w060,0.005610031334335612,0.004734850518733278,0.29949238578680204,0.13353787994807995
hole_v1,Q1,nn_hour_transition,blend_all_w025,0.005905151626074079,0.0034427196450861797,1.0,0.03754625145796834
hole_v1,Q3,near_date_peer_w3,blend_all_w025,0.005915321172092776,0.007610848179434615,1.0,0.032084669960984344
hole_v1,S2,nn_identity_token,top50_w050,0.005975626419416957,0.002179943887622671,0.5045045045045045,0.06400048155717297
hole_v1,S2,nn_hour_transition,top30_w060,0.006070891704554844,0.0020378736517794502,0.3063063063063063,0.07658263217696813
mirror_v1,S3,nn_hour_transition,top10_w090,0.00609370992786092,0.017430018542730675,0.10152284263959392,0.18267376403689997
mirror_v1,Q1,nn_identity_token,top50_w050,0.006110803002176997,0.014338941096762191,0.5025380710659898,0.08299320475982713
mirror_v1,Q1,nn_rest_boundary,top50_w050,0.006491885443286123,0.007549577678148219,0.5025380710659898,0.1086979296295701
hole_v1,Q2,nn_rest_boundary,top30_w060,0.006498689193191483,0.010677703190062057,0.3063063063063063,0.12952992917267844
hole_v1,Q2,nn_hour_transition,top30_w060,0.006524362529718959,0.03297285738754984,0.3063063063063063,0.14436375885983724
hole_v1,Q3,near_date_peer_w7,top30_w060,0.006562533255901097,0.0073823602450343775,0.3123123123123123,0.07232213089442431
hole_v1,S3,nn_identity_token,top20_w075,0.006586427924224629,0.005397374091951433,0.2072072072072072,0.13075307944431916
mirror_v1,Q2,nn_rest_boundary,top10_w090,0.006594893156338692,0.007032664227341776,0.10152284263959392,0.2246765541370246
mirror_v1,S4,nn_rest_boundary,blend_all_w025,0.006609269115961862,0.004910896524815631,1.0,0.03604959659508824
chrono_tail,S2,nn_hour_transition,top50_w050,0.006707879468552003,0.01224145948543132,0.5033330033330033,0.06184882492765271
hole_v1,S1,nn_semantic_app,blend_all_w025,0.0067642019328216785,0.004647126146306542,1.0,0.03405769301138872
hole_v1,S2,nn_hour_transition,top20_w075,0.006857515106561074,0.004646044408614075,0.2072072072072072,0.10864942572895413
hole_v1,S2,nn_semantic_app,top50_w050,0.006888019683486586,0.015255977780373768,0.5045045045045045,0.07455485526056217
hole_v1,S2,nn_hour_transition,blend_all_w025,0.006901303579208262,0.007596772100216569,1.0,0.030590625004433214
mirror_v1,Q3,nn_rest_boundary,top30_w060,0.006917507052198883,0.008465023040943882,0.29949238578680204,0.10973832695156045
hole_v1,Q3,nn_rest_boundary,top10_w090,0.006929758712289365,0.011987326553991054,0.10810810810810811,0.19801397072757332
chrono_tail,Q3,nn_identity_token,top20_w075,0.006962270033379052,0.009834153952288552,0.2058303177706163,0.1505029549121449
hole_v1,Q3,near_date_peer_w7,top20_w075,0.006994378544531887,0.005644304084714695,0.2132132132132132,0.0956920225586446
chrono_tail,S1,nn_identity_token,blend_all_w025,0.007015400222852519,0.003961532094068997,1.0,0.03367301044705219
mirror_v1,S1,nn_identity_token,blend_all_w025,0.007048527375954332,0.0030109501378764872,1.0,0.03462213845899872
hole_v1,Q3,nn_hour_transition,top50_w050,0.007087408217013554,0.0190857123713555,0.5045045045045045,0.09988824524458324
hole_v1,S4,nn_hour_transition,blend_all_w025,0.007109839758521752,0.00460225287574924,1.0,0.03624902083377773
mirror_v1,Q2,same_date_peer_w0,blend_all_w025,0.007165957395669202,0.003516432222535941,1.0,0.06705572955646408
mirror_v1,S1,nn_hour_transition,blend_all_w025,0.007191014348326363,0.004923648251158995,1.0,0.03707678660561617
chrono_tail,S4,near_date_peer_w7,top50_w050,0.007244984808934281,0.0017881516225936342,0.5033330033330033,0.12066771879659098
mirror_v1,Q2,nn_rest_boundary,top20_w075,0.007270759693287536,0.009471321557573274,0.20304568527918784,0.1586602303537119
mirror_v1,S3,near_date_peer_w3,top50_w050,0.007275870016296704,0.0026519657127774435,0.5126903553299492,0.12626096675908555
