split,target,model,seed,params,k,ncols,logloss,base_logloss
testpattern_2,S2,micro_moe_z2_e2,1,54,20,595,0.6612463484935672,0.6630365998039301
testpattern_2,S2,micro_moe_z4_e2,0,104,20,595,0.6781050775681977,0.6630365998039301
testpattern_2,S2,micro_moe_z4_e2,1,104,20,595,0.6953594418162115,0.6630365998039301
testpattern_2,S2,micro_moe_z4_e3,0,114,20,595,0.6731524401363206,0.6630365998039301
testpattern_2,S2,micro_moe_z4_e3,1,114,20,595,0.712372958172656,0.6630365998039301
testpattern_2,S3,sk_logistic_sameK,-1,21,20,257,0.5836818458409168,0.5836818458409168
testpattern_2,S3,torch_linear,0,21,20,257,0.5787371213389129,0.5836818458409168
testpattern_2,S3,torch_linear,1,21,20,257,0.5905606936697565,0.5836818458409168
testpattern_2,S3,bottleneck_z2,0,45,20,257,0.5732849917785673,0.5836818458409168
testpattern_2,S3,bottleneck_z2,1,45,20,257,0.5827945250954298,0.5836818458409168
testpattern_2,S3,bottleneck_z4,0,89,20,257,0.5684297521559399,0.5836818458409168
testpattern_2,S3,bottleneck_z4,1,89,20,257,0.5738100605641109,0.5836818458409168
testpattern_2,S3,bottleneck_z8,0,177,20,257,0.5830059493084297,0.5836818458409168
testpattern_2,S3,bottleneck_z8,1,177,20,257,0.5805071155469891,0.5836818458409168
testpattern_2,S3,micro_moe_z2_e2,0,54,20,257,0.5830186022282103,0.5836818458409168
testpattern_2,S3,micro_moe_z2_e2,1,54,20,257,0.5810171562816423,0.5836818458409168
testpattern_2,S3,micro_moe_z4_e2,0,104,20,257,0.5786294353499902,0.5836818458409168
testpattern_2,S3,micro_moe_z4_e2,1,104,20,257,0.5765540443838671,0.5836818458409168
testpattern_2,S3,micro_moe_z4_e3,0,114,20,257,0.5906313728372667,0.5836818458409168
testpattern_2,S3,micro_moe_z4_e3,1,114,20,257,0.5727221457159767,0.5836818458409168
testpattern_2,S4,sk_logistic_sameK,-1,61,60,789,0.6547075960074688,0.6547075960074688
testpattern_2,S4,torch_linear,0,61,60,789,0.6506264052389752,0.6547075960074688
testpattern_2,S4,torch_linear,1,61,60,789,0.6448326772937885,0.6547075960074688
testpattern_2,S4,bottleneck_z2,0,125,60,789,0.6821506419676534,0.6547075960074688
testpattern_2,S4,bottleneck_z2,1,125,60,789,0.6364708088302463,0.6547075960074688
testpattern_2,S4,bottleneck_z4,0,249,60,789,0.6671932190586335,0.6547075960074688
testpattern_2,S4,bottleneck_z4,1,249,60,789,0.6330823997468896,0.6547075960074688
testpattern_2,S4,bottleneck_z8,0,497,60,789,0.677755720878751,0.6547075960074688
testpattern_2,S4,bottleneck_z8,1,497,60,789,0.6410073101635514,0.6547075960074688
testpattern_2,S4,micro_moe_z2_e2,0,134,60,789,0.6559046645692779,0.6547075960074688
testpattern_2,S4,micro_moe_z2_e2,1,134,60,789,0.648644449766599,0.6547075960074688
testpattern_2,S4,micro_moe_z4_e2,0,264,60,789,0.6716472834674239,0.6547075960074688
testpattern_2,S4,micro_moe_z4_e2,1,264,60,789,0.645269920648564,0.6547075960074688
testpattern_2,S4,micro_moe_z4_e3,0,274,60,789,0.6698941183390439,0.6547075960074688
testpattern_2,S4,micro_moe_z4_e3,1,274,60,789,0.6399809269495099,0.6547075960074688
tail,Q1,sk_logistic_sameK,-1,51,50,257,0.650012316139941,0.650012316139941
tail,Q1,torch_linear,0,51,50,257,0.6727649536596959,0.650012316139941
tail,Q1,torch_linear,1,51,50,257,0.666592855420681,0.650012316139941
tail,Q1,bottleneck_z2,0,105,50,257,0.6740197302445191,0.650012316139941
tail,Q1,bottleneck_z2,1,105,50,257,0.6550910056065259,0.650012316139941
tail,Q1,bottleneck_z4,0,209,50,257,0.6657218083796561,0.650012316139941
tail,Q1,bottleneck_z4,1,209,50,257,0.658379674571837,0.650012316139941
tail,Q1,bottleneck_z8,0,417,50,257,0.664135786887838,0.650012316139941
tail,Q1,bottleneck_z8,1,417,50,257,0.6461151225631572,0.650012316139941
tail,Q1,micro_moe_z2_e2,0,114,50,257,0.6745319748247411,0.650012316139941
tail,Q1,micro_moe_z2_e2,1,114,50,257,0.6529396149593416,0.650012316139941
tail,Q1,micro_moe_z4_e2,0,224,50,257,0.6651295914366889,0.650012316139941
tail,Q1,micro_moe_z4_e2,1,224,50,257,0.6716729462918296,0.650012316139941
tail,Q1,micro_moe_z4_e3,0,234,50,257,0.6812237276736532,0.650012316139941
tail,Q1,micro_moe_z4_e3,1,234,50,257,0.6659418550229755,0.650012316139941
tail,Q2,sk_logistic_sameK,-1,21,20,576,0.6797028108105452,0.6797028108105452
tail,Q2,torch_linear,0,21,20,576,0.7010042720357704,0.6797028108105452
tail,Q2,torch_linear,1,21,20,576,0.7260287809929267,0.6797028108105452
tail,Q2,bottleneck_z2,0,45,20,576,0.7222124883171641,0.6797028108105452
tail,Q2,bottleneck_z2,1,45,20,576,0.7034333887421718,0.6797028108105452
tail,Q2,bottleneck_z4,0,89,20,576,0.706091020344581,0.6797028108105452
tail,Q2,bottleneck_z4,1,89,20,576,0.6816302721049715,0.6797028108105452
tail,Q2,bottleneck_z8,0,177,20,576,0.6987650964594425,0.6797028108105452
tail,Q2,bottleneck_z8,1,177,20,576,0.6989400272293537,0.6797028108105452
tail,Q2,micro_moe_z2_e2,0,54,20,576,0.6968069766917615,0.6797028108105452
tail,Q2,micro_moe_z2_e2,1,54,20,576,0.723629259388121,0.6797028108105452
tail,Q2,micro_moe_z4_e2,0,104,20,576,0.7057859023311422,0.6797028108105452
tail,Q2,micro_moe_z4_e2,1,104,20,576,0.7249820813979437,0.6797028108105452
tail,Q2,micro_moe_z4_e3,0,114,20,576,0.7044734165553127,0.6797028108105452
tail,Q2,micro_moe_z4_e3,1,114,20,576,0.6964662802758562,0.6797028108105452
tail,Q3,sk_logistic_sameK,-1,11,10,11,0.6605011160945543,0.6605011160945543
tail,Q3,torch_linear,0,11,10,11,0.6706280707619275,0.6605011160945543
tail,Q3,torch_linear,1,11,10,11,0.6661008092253914,0.6605011160945543
tail,Q3,bottleneck_z2,0,25,10,11,0.7002081356648466,0.6605011160945543
tail,Q3,bottleneck_z2,1,25,10,11,0.7659072485609484,0.6605011160945543
tail,Q3,bottleneck_z4,0,49,10,11,0.6653556306230738,0.6605011160945543
tail,Q3,bottleneck_z4,1,49,10,11,0.7435787218751606,0.6605011160945543
tail,Q3,bottleneck_z8,0,97,10,11,0.6675199508031238,0.6605011160945543
tail,Q3,bottleneck_z8,1,97,10,11,0.7106481391867648,0.6605011160945543
tail,Q3,micro_moe_z2_e2,0,34,10,11,0.6592703487578797,0.6605011160945543
tail,Q3,micro_moe_z2_e2,1,34,10,11,0.6739672987671673,0.6605011160945543
tail,Q3,micro_moe_z4_e2,0,64,10,11,0.6865422830625173,0.6605011160945543
tail,Q3,micro_moe_z4_e2,1,64,10,11,0.6853619020479833,0.6605011160945543
tail,Q3,micro_moe_z4_e3,0,74,10,11,0.6934694626004534,0.6605011160945543
tail,Q3,micro_moe_z4_e3,1,74,10,11,0.6793606756184799,0.6605011160945543
tail,S1,sk_logistic_sameK,-1,21,20,595,0.5968881844469553,0.5968881844469553
tail,S1,torch_linear,0,21,20,595,0.6492873548719067,0.5968881844469553
tail,S1,torch_linear,1,21,20,595,0.6646853202910732,0.5968881844469553
tail,S1,bottleneck_z2,0,45,20,595,0.6278752288511296,0.5968881844469553
tail,S1,bottleneck_z2,1,45,20,595,0.6242179666527098,0.5968881844469553
tail,S1,bottleneck_z4,0,89,20,595,0.6471896984906695,0.5968881844469553
tail,S1,bottleneck_z4,1,89,20,595,0.6319783449380605,0.5968881844469553
tail,S1,bottleneck_z8,0,177,20,595,0.6560901055069753,0.5968881844469553
tail,S1,bottleneck_z8,1,177,20,595,0.6649964671681896,0.5968881844469553
tail,S1,micro_moe_z2_e2,0,54,20,595,0.6568482836322579,0.5968881844469553
tail,S1,micro_moe_z2_e2,1,54,20,595,0.6551490458460371,0.5968881844469553
tail,S1,micro_moe_z4_e2,0,104,20,595,0.6306300694009687,0.5968881844469553
tail,S1,micro_moe_z4_e2,1,104,20,595,0.6434215257163972,0.5968881844469553
tail,S1,micro_moe_z4_e3,0,114,20,595,0.6361194500605527,0.5968881844469553
tail,S1,micro_moe_z4_e3,1,114,20,595,0.6287585556757709,0.5968881844469553
tail,S2,sk_logistic_sameK,-1,21,20,595,0.6693714789189755,0.6693714789189755
tail,S2,torch_linear,0,21,20,595,0.7057238330807682,0.6693714789189755
tail,S2,torch_linear,1,21,20,595,0.7126186457854079,0.6693714789189755
tail,S2,bottleneck_z2,0,45,20,595,0.6383751889297634,0.6693714789189755
tail,S2,bottleneck_z2,1,45,20,595,0.6788091672201957,0.6693714789189755
tail,S2,bottleneck_z4,0,89,20,595,0.6767859009546932,0.6693714789189755
tail,S2,bottleneck_z4,1,89,20,595,0.6921026711523202,0.6693714789189755
tail,S2,bottleneck_z8,0,177,20,595,0.7037485043131656,0.6693714789189755
tail,S2,bottleneck_z8,1,177,20,595,0.7035223787589185,0.6693714789189755
tail,S2,micro_moe_z2_e2,0,54,20,595,0.7122730456786325,0.6693714789189755
tail,S2,micro_moe_z2_e2,1,54,20,595,0.6990812727404714,0.6693714789189755
tail,S2,micro_moe_z4_e2,0,104,20,595,0.6760532614071871,0.6693714789189755
tail,S2,micro_moe_z4_e2,1,104,20,595,0.7061930825791439,0.6693714789189755
tail,S2,micro_moe_z4_e3,0,114,20,595,0.701996026890409,0.6693714789189755
tail,S2,micro_moe_z4_e3,1,114,20,595,0.6910594418237189,0.6693714789189755
tail,S3,sk_logistic_sameK,-1,21,20,257,0.5806149396143209,0.5806149396143209
tail,S3,torch_linear,0,21,20,257,0.5825955907114829,0.5806149396143209
tail,S3,torch_linear,1,21,20,257,0.579024635558976,0.5806149396143209
tail,S3,bottleneck_z2,0,45,20,257,0.6297317782751096,0.5806149396143209
tail,S3,bottleneck_z2,1,45,20,257,0.5930602348656899,0.5806149396143209
tail,S3,bottleneck_z4,0,89,20,257,0.577983709190863,0.5806149396143209
tail,S3,bottleneck_z4,1,89,20,257,0.5881678583554959,0.5806149396143209
tail,S3,bottleneck_z8,0,177,20,257,0.5797364459052537,0.5806149396143209
tail,S3,bottleneck_z8,1,177,20,257,0.5834069305377666,0.5806149396143209
tail,S3,micro_moe_z2_e2,0,54,20,257,0.583445988411384,0.5806149396143209
tail,S3,micro_moe_z2_e2,1,54,20,257,0.5892665771776903,0.5806149396143209
tail,S3,micro_moe_z4_e2,0,104,20,257,0.5738577056845857,0.5806149396143209
tail,S3,micro_moe_z4_e2,1,104,20,257,0.5846210102720887,0.5806149396143209
tail,S3,micro_moe_z4_e3,0,114,20,257,0.5930982873746731,0.5806149396143209
tail,S3,micro_moe_z4_e3,1,114,20,257,0.5920497125104504,0.5806149396143209
tail,S4,sk_logistic_sameK,-1,61,60,789,0.6717366208813885,0.6717366208813885
tail,S4,torch_linear,0,61,60,789,0.7065270271950773,0.6717366208813885
tail,S4,torch_linear,1,61,60,789,0.6563572745360464,0.6717366208813885
tail,S4,bottleneck_z2,0,125,60,789,0.6673232388370517,0.6717366208813885
tail,S4,bottleneck_z2,1,125,60,789,0.6660861984099447,0.6717366208813885
tail,S4,bottleneck_z4,0,249,60,789,0.6786996257343079,0.6717366208813885
tail,S4,bottleneck_z4,1,249,60,789,0.6645997743180478,0.6717366208813885
tail,S4,bottleneck_z8,0,497,60,789,0.6785045899014687,0.6717366208813885
tail,S4,bottleneck_z8,1,497,60,789,0.6654055357198345,0.6717366208813885
tail,S4,micro_moe_z2_e2,0,134,60,789,0.6963661773876955,0.6717366208813885
tail,S4,micro_moe_z2_e2,1,134,60,789,0.6892975990470179,0.6717366208813885
tail,S4,micro_moe_z4_e2,0,264,60,789,0.6709501831280282,0.6717366208813885
tail,S4,micro_moe_z4_e2,1,264,60,789,0.6829158652902522,0.6717366208813885
tail,S4,micro_moe_z4_e3,0,274,60,789,0.6927645542032294,0.6717366208813885
tail,S4,micro_moe_z4_e3,1,274,60,789,0.6658439410870413,0.6717366208813885
