split,target,model,seed,params,k,ncols,logloss,base_logloss
chrono_last_20,S1,micro_moe_z2_e2,1,54,20,604,0.6297113476843788,0.5332210678841163
chrono_last_20,S1,micro_moe_z4_e2,0,104,20,604,0.6386208212004715,0.5332210678841163
chrono_last_20,S1,micro_moe_z4_e2,1,104,20,604,0.620493922519863,0.5332210678841163
chrono_last_20,S1,micro_moe_z4_e3,0,114,20,604,0.6455809869685089,0.5332210678841163
chrono_last_20,S1,micro_moe_z4_e3,1,114,20,604,0.6290003604513975,0.5332210678841163
chrono_last_20,S2,sk_logistic_sameK,-1,21,20,604,0.6434196410018197,0.6434196410018197
chrono_last_20,S2,torch_linear,0,21,20,604,0.5995617233053135,0.6434196410018197
chrono_last_20,S2,torch_linear,1,21,20,604,0.6022784744128006,0.6434196410018197
chrono_last_20,S2,bottleneck_z2,0,45,20,604,0.6065840535392059,0.6434196410018197
chrono_last_20,S2,bottleneck_z2,1,45,20,604,0.6222610312642494,0.6434196410018197
chrono_last_20,S2,bottleneck_z4,0,89,20,604,0.5923468638568898,0.6434196410018197
chrono_last_20,S2,bottleneck_z4,1,89,20,604,0.5917503749616403,0.6434196410018197
chrono_last_20,S2,bottleneck_z8,0,177,20,604,0.5859330034710709,0.6434196410018197
chrono_last_20,S2,bottleneck_z8,1,177,20,604,0.6112588075769191,0.6434196410018197
chrono_last_20,S2,micro_moe_z2_e2,0,54,20,604,0.5962075014337443,0.6434196410018197
chrono_last_20,S2,micro_moe_z2_e2,1,54,20,604,0.6100467885013721,0.6434196410018197
chrono_last_20,S2,micro_moe_z4_e2,0,104,20,604,0.589924228751971,0.6434196410018197
chrono_last_20,S2,micro_moe_z4_e2,1,104,20,604,0.613017516767779,0.6434196410018197
chrono_last_20,S2,micro_moe_z4_e3,0,114,20,604,0.6103394900217781,0.6434196410018197
chrono_last_20,S2,micro_moe_z4_e3,1,114,20,604,0.6078483582434301,0.6434196410018197
chrono_last_20,S3,sk_logistic_sameK,-1,21,20,260,0.5969012239941445,0.5969012239941445
chrono_last_20,S3,torch_linear,0,21,20,260,0.6358685179417076,0.5969012239941445
chrono_last_20,S3,torch_linear,1,21,20,260,0.6237091619307645,0.5969012239941445
chrono_last_20,S3,bottleneck_z2,0,45,20,260,0.6201627783613252,0.5969012239941445
chrono_last_20,S3,bottleneck_z2,1,45,20,260,0.6273634772071573,0.5969012239941445
chrono_last_20,S3,bottleneck_z4,0,89,20,260,0.6165533431229945,0.5969012239941445
chrono_last_20,S3,bottleneck_z4,1,89,20,260,0.6256469597654795,0.5969012239941445
chrono_last_20,S3,bottleneck_z8,0,177,20,260,0.6205761480485397,0.5969012239941445
chrono_last_20,S3,bottleneck_z8,1,177,20,260,0.6229051251292971,0.5969012239941445
chrono_last_20,S3,micro_moe_z2_e2,0,54,20,260,0.6308739552205268,0.5969012239941445
chrono_last_20,S3,micro_moe_z2_e2,1,54,20,260,0.6086825625277461,0.5969012239941445
chrono_last_20,S3,micro_moe_z4_e2,0,104,20,260,0.6181667121393718,0.5969012239941445
chrono_last_20,S3,micro_moe_z4_e2,1,104,20,260,0.6242614649837104,0.5969012239941445
chrono_last_20,S3,micro_moe_z4_e3,0,114,20,260,0.6084833995208596,0.5969012239941445
chrono_last_20,S3,micro_moe_z4_e3,1,114,20,260,0.6177224855921933,0.5969012239941445
chrono_last_20,S4,sk_logistic_sameK,-1,61,60,800,0.6378110035062886,0.6378110035062886
chrono_last_20,S4,torch_linear,0,61,60,800,0.7229471136500195,0.6378110035062886
chrono_last_20,S4,torch_linear,1,61,60,800,0.6462017518901498,0.6378110035062886
chrono_last_20,S4,bottleneck_z2,0,125,60,800,0.6352687150138508,0.6378110035062886
chrono_last_20,S4,bottleneck_z2,1,125,60,800,0.641778906814119,0.6378110035062886
chrono_last_20,S4,bottleneck_z4,0,249,60,800,0.6322820241663927,0.6378110035062886
chrono_last_20,S4,bottleneck_z4,1,249,60,800,0.6386206656202353,0.6378110035062886
chrono_last_20,S4,bottleneck_z8,0,497,60,800,0.6716252416761493,0.6378110035062886
chrono_last_20,S4,bottleneck_z8,1,497,60,800,0.6160462251566118,0.6378110035062886
chrono_last_20,S4,micro_moe_z2_e2,0,134,60,800,0.7012715098055722,0.6378110035062886
chrono_last_20,S4,micro_moe_z2_e2,1,134,60,800,0.6263030081809569,0.6378110035062886
chrono_last_20,S4,micro_moe_z4_e2,0,264,60,800,0.6581415045954259,0.6378110035062886
chrono_last_20,S4,micro_moe_z4_e2,1,264,60,800,0.6331503611618792,0.6378110035062886
chrono_last_20,S4,micro_moe_z4_e3,0,274,60,800,0.6343857624548954,0.6378110035062886
chrono_last_20,S4,micro_moe_z4_e3,1,274,60,800,0.6198239984111404,0.6378110035062886
chrono_last_25,Q1,sk_logistic_sameK,-1,51,50,259,0.6656751547567814,0.6656751547567814
chrono_last_25,Q1,torch_linear,0,51,50,259,0.716561031995545,0.6656751547567814
chrono_last_25,Q1,torch_linear,1,51,50,259,0.666517215143219,0.6656751547567814
chrono_last_25,Q1,bottleneck_z2,0,105,50,259,0.6598609652394751,0.6656751547567814
chrono_last_25,Q1,bottleneck_z2,1,105,50,259,0.6563212235576118,0.6656751547567814
chrono_last_25,Q1,bottleneck_z4,0,209,50,259,0.6460968939262525,0.6656751547567814
chrono_last_25,Q1,bottleneck_z4,1,209,50,259,0.6620186879424541,0.6656751547567814
chrono_last_25,Q1,bottleneck_z8,0,417,50,259,0.6339281731580302,0.6656751547567814
chrono_last_25,Q1,bottleneck_z8,1,417,50,259,0.644655359535561,0.6656751547567814
chrono_last_25,Q1,micro_moe_z2_e2,0,114,50,259,0.652071188152649,0.6656751547567814
chrono_last_25,Q1,micro_moe_z2_e2,1,114,50,259,0.6771890621496032,0.6656751547567814
chrono_last_25,Q1,micro_moe_z4_e2,0,224,50,259,0.6424115032247438,0.6656751547567814
chrono_last_25,Q1,micro_moe_z4_e2,1,224,50,259,0.6483397203807361,0.6656751547567814
chrono_last_25,Q1,micro_moe_z4_e3,0,234,50,259,0.6526985576363308,0.6656751547567814
chrono_last_25,Q1,micro_moe_z4_e3,1,234,50,259,0.6454399788515106,0.6656751547567814
chrono_last_25,Q2,sk_logistic_sameK,-1,21,20,576,0.6452318228499481,0.6452318228499481
chrono_last_25,Q2,torch_linear,0,21,20,576,0.6968561357078529,0.6452318228499481
chrono_last_25,Q2,torch_linear,1,21,20,576,0.6584996008487013,0.6452318228499481
chrono_last_25,Q2,bottleneck_z2,0,45,20,576,0.6484591573005254,0.6452318228499481
chrono_last_25,Q2,bottleneck_z2,1,45,20,576,0.6606379434563918,0.6452318228499481
chrono_last_25,Q2,bottleneck_z4,0,89,20,576,0.6631078040288378,0.6452318228499481
chrono_last_25,Q2,bottleneck_z4,1,89,20,576,0.6405492983193456,0.6452318228499481
chrono_last_25,Q2,bottleneck_z8,0,177,20,576,0.672080745443614,0.6452318228499481
chrono_last_25,Q2,bottleneck_z8,1,177,20,576,0.6598034522957287,0.6452318228499481
chrono_last_25,Q2,micro_moe_z2_e2,0,54,20,576,0.6598710712966719,0.6452318228499481
chrono_last_25,Q2,micro_moe_z2_e2,1,54,20,576,0.6673940902404711,0.6452318228499481
chrono_last_25,Q2,micro_moe_z4_e2,0,104,20,576,0.6528715248446842,0.6452318228499481
chrono_last_25,Q2,micro_moe_z4_e2,1,104,20,576,0.6591136397270853,0.6452318228499481
chrono_last_25,Q2,micro_moe_z4_e3,0,114,20,576,0.683635043166678,0.6452318228499481
chrono_last_25,Q2,micro_moe_z4_e3,1,114,20,576,0.6714761215906319,0.6452318228499481
chrono_last_25,Q3,sk_logistic_sameK,-1,11,10,11,0.6407320276391436,0.6407320276391436
chrono_last_25,Q3,torch_linear,0,11,10,11,0.658637791200815,0.6407320276391436
chrono_last_25,Q3,torch_linear,1,11,10,11,0.6520969715484913,0.6407320276391436
chrono_last_25,Q3,bottleneck_z2,0,25,10,11,0.6762372302516624,0.6407320276391436
chrono_last_25,Q3,bottleneck_z2,1,25,10,11,0.6829971990380406,0.6407320276391436
chrono_last_25,Q3,bottleneck_z4,0,49,10,11,0.65953751753854,0.6407320276391436
chrono_last_25,Q3,bottleneck_z4,1,49,10,11,0.6853406228536364,0.6407320276391436
chrono_last_25,Q3,bottleneck_z8,0,97,10,11,0.6695276676293319,0.6407320276391436
chrono_last_25,Q3,bottleneck_z8,1,97,10,11,0.6931164609742091,0.6407320276391436
chrono_last_25,Q3,micro_moe_z2_e2,0,34,10,11,0.6476960638683923,0.6407320276391436
chrono_last_25,Q3,micro_moe_z2_e2,1,34,10,11,0.6725853802141917,0.6407320276391436
chrono_last_25,Q3,micro_moe_z4_e2,0,64,10,11,0.6820872052214068,0.6407320276391436
chrono_last_25,Q3,micro_moe_z4_e2,1,64,10,11,0.6761779046674327,0.6407320276391436
chrono_last_25,Q3,micro_moe_z4_e3,0,74,10,11,0.6846663495930657,0.6407320276391436
chrono_last_25,Q3,micro_moe_z4_e3,1,74,10,11,0.6818538839944527,0.6407320276391436
chrono_last_25,S1,sk_logistic_sameK,-1,21,20,603,0.5448041658417321,0.5448041658417321
chrono_last_25,S1,torch_linear,0,21,20,603,0.6683888480340379,0.5448041658417321
chrono_last_25,S1,torch_linear,1,21,20,603,0.6516738025192748,0.5448041658417321
chrono_last_25,S1,bottleneck_z2,0,45,20,603,0.6084609469803992,0.5448041658417321
chrono_last_25,S1,bottleneck_z2,1,45,20,603,0.6212070141792475,0.5448041658417321
chrono_last_25,S1,bottleneck_z4,0,89,20,603,0.6259659741247251,0.5448041658417321
chrono_last_25,S1,bottleneck_z4,1,89,20,603,0.5954088330037502,0.5448041658417321
chrono_last_25,S1,bottleneck_z8,0,177,20,603,0.6319444243667577,0.5448041658417321
chrono_last_25,S1,bottleneck_z8,1,177,20,603,0.6505651565916124,0.5448041658417321
chrono_last_25,S1,micro_moe_z2_e2,0,54,20,603,0.6191868873180869,0.5448041658417321
chrono_last_25,S1,micro_moe_z2_e2,1,54,20,603,0.6470997971291932,0.5448041658417321
chrono_last_25,S1,micro_moe_z4_e2,0,104,20,603,0.6264357692476278,0.5448041658417321
chrono_last_25,S1,micro_moe_z4_e2,1,104,20,603,0.6259819086939497,0.5448041658417321
chrono_last_25,S1,micro_moe_z4_e3,0,114,20,603,0.6306191598785712,0.5448041658417321
chrono_last_25,S1,micro_moe_z4_e3,1,114,20,603,0.6302719549186157,0.5448041658417321
chrono_last_25,S2,sk_logistic_sameK,-1,21,20,603,0.6520011017324536,0.6520011017324536
chrono_last_25,S2,torch_linear,0,21,20,603,0.6330847840997499,0.6520011017324536
chrono_last_25,S2,torch_linear,1,21,20,603,0.6465237728133723,0.6520011017324536
chrono_last_25,S2,bottleneck_z2,0,45,20,603,0.6177811068759597,0.6520011017324536
chrono_last_25,S2,bottleneck_z2,1,45,20,603,0.6415544960299867,0.6520011017324536
chrono_last_25,S2,bottleneck_z4,0,89,20,603,0.6230943316894266,0.6520011017324536
chrono_last_25,S2,bottleneck_z4,1,89,20,603,0.6036858473389796,0.6520011017324536
chrono_last_25,S2,bottleneck_z8,0,177,20,603,0.6278525033412263,0.6520011017324536
chrono_last_25,S2,bottleneck_z8,1,177,20,603,0.6464183558243429,0.6520011017324536
chrono_last_25,S2,micro_moe_z2_e2,0,54,20,603,0.6305007744657685,0.6520011017324536
chrono_last_25,S2,micro_moe_z2_e2,1,54,20,603,0.6692673002639947,0.6520011017324536
chrono_last_25,S2,micro_moe_z4_e2,0,104,20,603,0.6271636980421017,0.6520011017324536
chrono_last_25,S2,micro_moe_z4_e2,1,104,20,603,0.6296081297295646,0.6520011017324536
chrono_last_25,S2,micro_moe_z4_e3,0,114,20,603,0.6296842251462953,0.6520011017324536
chrono_last_25,S2,micro_moe_z4_e3,1,114,20,603,0.6320965690795028,0.6520011017324536
chrono_last_25,S3,sk_logistic_sameK,-1,21,20,259,0.5855574717831465,0.5855574717831465
chrono_last_25,S3,torch_linear,0,21,20,259,0.6293954507535928,0.5855574717831465
chrono_last_25,S3,torch_linear,1,21,20,259,0.6035827959476661,0.5855574717831465
chrono_last_25,S3,bottleneck_z2,0,45,20,259,0.6245506196202466,0.5855574717831465
chrono_last_25,S3,bottleneck_z2,1,45,20,259,0.6180082887962748,0.5855574717831465
chrono_last_25,S3,bottleneck_z4,0,89,20,259,0.6202926877307213,0.5855574717831465
chrono_last_25,S3,bottleneck_z4,1,89,20,259,0.6168170925369778,0.5855574717831465
chrono_last_25,S3,bottleneck_z8,0,177,20,259,0.6203364817272282,0.5855574717831465
chrono_last_25,S3,bottleneck_z8,1,177,20,259,0.6177191296364953,0.5855574717831465
chrono_last_25,S3,micro_moe_z2_e2,0,54,20,259,0.629824221336097,0.5855574717831465
chrono_last_25,S3,micro_moe_z2_e2,1,54,20,259,0.5981668052781516,0.5855574717831465
chrono_last_25,S3,micro_moe_z4_e2,0,104,20,259,0.6136402690986816,0.5855574717831465
chrono_last_25,S3,micro_moe_z4_e2,1,104,20,259,0.6086944869616449,0.5855574717831465
chrono_last_25,S3,micro_moe_z4_e3,0,114,20,259,0.6156606561781198,0.5855574717831465
chrono_last_25,S3,micro_moe_z4_e3,1,114,20,259,0.6165792478915848,0.5855574717831465
chrono_last_25,S4,sk_logistic_sameK,-1,61,60,800,0.6571510513942832,0.6571510513942832
chrono_last_25,S4,torch_linear,0,61,60,800,0.6676791070556767,0.6571510513942832
chrono_last_25,S4,torch_linear,1,61,60,800,0.6760687497005952,0.6571510513942832
chrono_last_25,S4,bottleneck_z2,0,125,60,800,0.6635121311115809,0.6571510513942832
chrono_last_25,S4,bottleneck_z2,1,125,60,800,0.6771049417273408,0.6571510513942832
chrono_last_25,S4,bottleneck_z4,0,249,60,800,0.6508058184104997,0.6571510513942832
chrono_last_25,S4,bottleneck_z4,1,249,60,800,0.6884960927490469,0.6571510513942832
chrono_last_25,S4,bottleneck_z8,0,497,60,800,0.6638525987457495,0.6571510513942832
chrono_last_25,S4,bottleneck_z8,1,497,60,800,0.6736632080418593,0.6571510513942832
chrono_last_25,S4,micro_moe_z2_e2,0,134,60,800,0.6735922724315213,0.6571510513942832
chrono_last_25,S4,micro_moe_z2_e2,1,134,60,800,0.662972684389615,0.6571510513942832
chrono_last_25,S4,micro_moe_z4_e2,0,264,60,800,0.6679871984800428,0.6571510513942832
chrono_last_25,S4,micro_moe_z4_e2,1,264,60,800,0.673189436640406,0.6571510513942832
chrono_last_25,S4,micro_moe_z4_e3,0,274,60,800,0.653657731368591,0.6571510513942832
chrono_last_25,S4,micro_moe_z4_e3,1,274,60,800,0.6652849234272943,0.6571510513942832
chrono_last_30,Q1,sk_logistic_sameK,-1,51,50,257,0.6540117133546808,0.6540117133546808
chrono_last_30,Q1,torch_linear,0,51,50,257,0.6874410801991947,0.6540117133546808
chrono_last_30,Q1,torch_linear,1,51,50,257,0.6595469909865563,0.6540117133546808
chrono_last_30,Q1,bottleneck_z2,0,105,50,257,0.6514495599038621,0.6540117133546808
chrono_last_30,Q1,bottleneck_z2,1,105,50,257,0.6370016298207325,0.6540117133546808
chrono_last_30,Q1,bottleneck_z4,0,209,50,257,0.6495523108248593,0.6540117133546808
chrono_last_30,Q1,bottleneck_z4,1,209,50,257,0.673540102977807,0.6540117133546808
chrono_last_30,Q1,bottleneck_z8,0,417,50,257,0.6468146994970395,0.6540117133546808
chrono_last_30,Q1,bottleneck_z8,1,417,50,257,0.6379741549547867,0.6540117133546808
chrono_last_30,Q1,micro_moe_z2_e2,0,114,50,257,0.6589770519376454,0.6540117133546808
chrono_last_30,Q1,micro_moe_z2_e2,1,114,50,257,0.6320455163380038,0.6540117133546808
chrono_last_30,Q1,micro_moe_z4_e2,0,224,50,257,0.6549752050397729,0.6540117133546808
chrono_last_30,Q1,micro_moe_z4_e2,1,224,50,257,0.6472921830593191,0.6540117133546808
chrono_last_30,Q1,micro_moe_z4_e3,0,234,50,257,0.6743581943270905,0.6540117133546808
chrono_last_30,Q1,micro_moe_z4_e3,1,234,50,257,0.6589993078131093,0.6540117133546808
chrono_last_30,Q2,sk_logistic_sameK,-1,21,20,576,0.6503456728336875,0.6503456728336875
chrono_last_30,Q2,torch_linear,0,21,20,576,0.661215785632595,0.6503456728336875
chrono_last_30,Q2,torch_linear,1,21,20,576,0.6682426314972442,0.6503456728336875
chrono_last_30,Q2,bottleneck_z2,0,45,20,576,0.6711044115726286,0.6503456728336875
chrono_last_30,Q2,bottleneck_z2,1,45,20,576,0.6731125807421549,0.6503456728336875
chrono_last_30,Q2,bottleneck_z4,0,89,20,576,0.6585761932428479,0.6503456728336875
chrono_last_30,Q2,bottleneck_z4,1,89,20,576,0.6444936170241151,0.6503456728336875
chrono_last_30,Q2,bottleneck_z8,0,177,20,576,0.6637689029311672,0.6503456728336875
chrono_last_30,Q2,bottleneck_z8,1,177,20,576,0.651240815140001,0.6503456728336875
chrono_last_30,Q2,micro_moe_z2_e2,0,54,20,576,0.6700694250130003,0.6503456728336875
chrono_last_30,Q2,micro_moe_z2_e2,1,54,20,576,0.6747138575290351,0.6503456728336875
chrono_last_30,Q2,micro_moe_z4_e2,0,104,20,576,0.6734701889886576,0.6503456728336875
chrono_last_30,Q2,micro_moe_z4_e2,1,104,20,576,0.6679917232309657,0.6503456728336875
chrono_last_30,Q2,micro_moe_z4_e3,0,114,20,576,0.6762599387350146,0.6503456728336875
chrono_last_30,Q2,micro_moe_z4_e3,1,114,20,576,0.6812883828789004,0.6503456728336875
chrono_last_30,Q3,sk_logistic_sameK,-1,11,10,11,0.6546763157305551,0.6546763157305551
chrono_last_30,Q3,torch_linear,0,11,10,11,0.6685689818588375,0.6546763157305551
chrono_last_30,Q3,torch_linear,1,11,10,11,0.6575334039828853,0.6546763157305551
chrono_last_30,Q3,bottleneck_z2,0,25,10,11,0.6943994675395648,0.6546763157305551
chrono_last_30,Q3,bottleneck_z2,1,25,10,11,0.6923170563346756,0.6546763157305551
chrono_last_30,Q3,bottleneck_z4,0,49,10,11,0.662790858784659,0.6546763157305551
chrono_last_30,Q3,bottleneck_z4,1,49,10,11,0.704577064554839,0.6546763157305551
chrono_last_30,Q3,bottleneck_z8,0,97,10,11,0.668137339524487,0.6546763157305551
chrono_last_30,Q3,bottleneck_z8,1,97,10,11,0.6879519631562796,0.6546763157305551
chrono_last_30,Q3,micro_moe_z2_e2,0,34,10,11,0.6595357488247517,0.6546763157305551
chrono_last_30,Q3,micro_moe_z2_e2,1,34,10,11,0.6741873619615731,0.6546763157305551
chrono_last_30,Q3,micro_moe_z4_e2,0,64,10,11,0.6868274240630933,0.6546763157305551
chrono_last_30,Q3,micro_moe_z4_e2,1,64,10,11,0.6807693652056255,0.6546763157305551
chrono_last_30,Q3,micro_moe_z4_e3,0,74,10,11,0.6950536801667317,0.6546763157305551
chrono_last_30,Q3,micro_moe_z4_e3,1,74,10,11,0.679994174388747,0.6546763157305551
chrono_last_30,S1,sk_logistic_sameK,-1,21,20,599,0.5741365153311064,0.5741365153311064
chrono_last_30,S1,torch_linear,0,21,20,599,0.6076162182705511,0.5741365153311064
chrono_last_30,S1,torch_linear,1,21,20,599,0.6381291173808598,0.5741365153311064
chrono_last_30,S1,bottleneck_z2,0,45,20,599,0.6298533552917256,0.5741365153311064
chrono_last_30,S1,bottleneck_z2,1,45,20,599,0.6237720783865084,0.5741365153311064
chrono_last_30,S1,bottleneck_z4,0,89,20,599,0.6206342272671468,0.5741365153311064
chrono_last_30,S1,bottleneck_z4,1,89,20,599,0.6030363556274693,0.5741365153311064
chrono_last_30,S1,bottleneck_z8,0,177,20,599,0.6180458607591931,0.5741365153311064
chrono_last_30,S1,bottleneck_z8,1,177,20,599,0.6290040091332232,0.5741365153311064
chrono_last_30,S1,micro_moe_z2_e2,0,54,20,599,0.6244230504964673,0.5741365153311064
chrono_last_30,S1,micro_moe_z2_e2,1,54,20,599,0.6562905583139258,0.5741365153311064
chrono_last_30,S1,micro_moe_z4_e2,0,104,20,599,0.637132771550645,0.5741365153311064
chrono_last_30,S1,micro_moe_z4_e2,1,104,20,599,0.6302307602161739,0.5741365153311064
chrono_last_30,S1,micro_moe_z4_e3,0,114,20,599,0.6257288193578834,0.5741365153311064
chrono_last_30,S1,micro_moe_z4_e3,1,114,20,599,0.6295793507044738,0.5741365153311064
chrono_last_30,S2,sk_logistic_sameK,-1,21,20,599,0.6689191154740158,0.6689191154740158
chrono_last_30,S2,torch_linear,0,21,20,599,0.6774622942676621,0.6689191154740158
chrono_last_30,S2,torch_linear,1,21,20,599,0.693631367098038,0.6689191154740158
chrono_last_30,S2,bottleneck_z2,0,45,20,599,0.661428894719955,0.6689191154740158
chrono_last_30,S2,bottleneck_z2,1,45,20,599,0.6706669084057566,0.6689191154740158
chrono_last_30,S2,bottleneck_z4,0,89,20,599,0.667314709340892,0.6689191154740158
chrono_last_30,S2,bottleneck_z4,1,89,20,599,0.6696863157036487,0.6689191154740158
chrono_last_30,S2,bottleneck_z8,0,177,20,599,0.6661457235676047,0.6689191154740158
chrono_last_30,S2,bottleneck_z8,1,177,20,599,0.6874694271648927,0.6689191154740158
chrono_last_30,S2,micro_moe_z2_e2,0,54,20,599,0.6791904803081822,0.6689191154740158
chrono_last_30,S2,micro_moe_z2_e2,1,54,20,599,0.6708750753541447,0.6689191154740158
chrono_last_30,S2,micro_moe_z4_e2,0,104,20,599,0.6606389506388674,0.6689191154740158
chrono_last_30,S2,micro_moe_z4_e2,1,104,20,599,0.669443609156896,0.6689191154740158
chrono_last_30,S2,micro_moe_z4_e3,0,114,20,599,0.6925484195828785,0.6689191154740158
chrono_last_30,S2,micro_moe_z4_e3,1,114,20,599,0.6718545685020318,0.6689191154740158
chrono_last_30,S3,sk_logistic_sameK,-1,21,20,257,0.5939828505014791,0.5939828505014791
chrono_last_30,S3,torch_linear,0,21,20,257,0.5997709665529937,0.5939828505014791
chrono_last_30,S3,torch_linear,1,21,20,257,0.5908462033253635,0.5939828505014791
chrono_last_30,S3,bottleneck_z2,0,45,20,257,0.6109778555370973,0.5939828505014791
chrono_last_30,S3,bottleneck_z2,1,45,20,257,0.6137572554402282,0.5939828505014791
chrono_last_30,S3,bottleneck_z4,0,89,20,257,0.5892684247165267,0.5939828505014791
chrono_last_30,S3,bottleneck_z4,1,89,20,257,0.6218598556399029,0.5939828505014791
chrono_last_30,S3,bottleneck_z8,0,177,20,257,0.5983787933126171,0.5939828505014791
chrono_last_30,S3,bottleneck_z8,1,177,20,257,0.5982054383106258,0.5939828505014791
