family,fold,model,n_train,n_valid,ll_Q1,ll_Q2,ll_Q3,ll_S1,ll_S2,ll_S3,ll_S4,ll_mean,ll_mean_Q,ll_mean_Q2Q3,ll_mean_S
hole_v1,hole_v1_seed1,event_capped_q1q2q3s4,339,111,0.6723446592234522,0.6133337775838529,0.6301660609549221,0.5729643161217631,0.558428988540589,0.5148604317800201,0.6331708519994889,0.5993241551720125,0.6386148325874091,0.6217499192693875,0.5698561471104653
hole_v1,hole_v1_seed2,anchor_subject_prior,339,111,0.6784865229498492,0.7039210219362514,0.6639195568190907,0.5966687500346756,0.5987561062400717,0.5644156452647123,0.6329380534357704,0.6341579509543458,0.6821090339017304,0.683920289377671,0.5981946387438074
hole_v1,hole_v1_seed2,neighbor_k3_canary,339,111,1.0568681999689065,0.9448639811712326,0.8545469267641351,0.6957054193642223,0.7437995142813644,0.7756071038345899,0.9697907169859413,0.8630259803386274,0.9520930359680914,0.8997054539676839,0.7962256886165294
hole_v1,hole_v1_seed2,event_raw_q1q2q3s4,339,111,0.8859419937220838,0.7763428006750475,0.8125751260817649,0.5966687500346756,0.5987561062400717,0.5644156452647123,0.8552052693633522,0.727129384483101,0.8249533068262987,0.7944589633784062,0.6537614427257029
hole_v1,hole_v1_seed2,event_capped_q1q2q3s4,339,111,0.67124380270634,0.675877529771385,0.6650489776080116,0.5966687500346756,0.5987561062400717,0.5644156452647123,0.6349816544892856,0.6295703523020687,0.6707234366952455,0.6704632536896984,0.5987055390071863
mirror_v1,mirror_v1_seed0,anchor_subject_prior,253,197,0.6679278991613022,0.6891981172085311,0.6693751855100669,0.6065336901183848,0.5999394943699511,0.5744985797718853,0.6436846730709345,0.6358796627444365,0.6755004006266333,0.679286651359299,0.606164109332789
mirror_v1,mirror_v1_seed0,neighbor_k3_canary,253,197,1.126707549009432,1.05075737107294,1.008966485710819,0.8064536969007025,0.7730959789705503,0.8469591267180102,0.8521396949461996,0.9235828433326647,1.0621438019310636,1.0298619283918795,0.8196621243838657
mirror_v1,mirror_v1_seed0,event_raw_q1q2q3s4,253,197,0.9457459997904989,0.9296113072600896,0.8589793076487964,0.6065336901183848,0.5999394943699511,0.5744985797718853,0.7545203956621312,0.7528326820888196,0.9114455382331282,0.894295307454443,0.6338730399805881
mirror_v1,mirror_v1_seed0,event_capped_q1q2q3s4,253,197,0.6593125822039897,0.6863110528621696,0.665685947740044,0.6065336901183848,0.5999394943699511,0.5744985797718853,0.6415424498981018,0.6334033995663609,0.6704365276020678,0.6759985003011069,0.6056285535395808
mirror_v1,mirror_v1_seed1,anchor_subject_prior,253,197,0.6845718567404147,0.7155480787639893,0.6956783238047812,0.5755867432139979,0.5906095270956655,0.5610685540867164,0.6374311761413028,0.6372134656924097,0.6985994197697284,0.7056132012843852,0.5911740001344207
mirror_v1,mirror_v1_seed1,neighbor_k3_canary,253,197,0.8610823812762713,1.0866367999620705,1.067023661649337,0.9400651160547031,0.7410064568050443,0.7553165611496696,0.8115581000158767,0.8946698681304246,1.0049142809625595,1.0768302308057036,0.8119865585063234
mirror_v1,mirror_v1_seed1,event_raw_q1q2q3s4,253,197,0.8720786754785277,1.0087819720166995,0.9488919301925217,0.5755867432139979,0.5906095270956655,0.5610685540867164,0.7534271763365773,0.7586349397743867,0.9432508592292496,0.9788369511046107,0.6201730001832393
mirror_v1,mirror_v1_seed1,event_capped_q1q2q3s4,253,197,0.6781672174683346,0.7340007209773688,0.6967958078188106,0.5755867432139979,0.5906095270956655,0.5610685540867164,0.6281960966246245,0.6377749524693598,0.7029879154215047,0.7153982643980896,0.5888652302552511
mirror_v1,mirror_v1_seed2,anchor_subject_prior,253,197,0.7058661524535926,0.7170705182414648,0.7058654970353704,0.581111110431608,0.6211025974811887,0.5956744638051317,0.6497095281946499,0.6537714096632866,0.7096007225768094,0.7114680076384177,0.6118994249781446
mirror_v1,mirror_v1_seed2,neighbor_k3_canary,253,197,1.1673791659837094,1.1134468502926076,1.0854821883745178,0.8273931126715554,0.77271390118048,0.8932771094015292,0.8268275879443486,0.9552171308355355,1.1221027348836117,1.0994645193335626,0.8300529277994783
mirror_v1,mirror_v1_seed2,event_raw_q1q2q3s4,253,197,1.139260703833749,0.8799921423585092,0.9569882156174729,0.581111110431608,0.6211025974811887,0.5956744638051317,0.7737504138084542,0.7925542353337305,0.9920803539365771,0.9184901789879911,0.6429096463815956
mirror_v1,mirror_v1_seed2,event_capped_q1q2q3s4,253,197,0.711325076816147,0.7251809738378159,0.7159387195559106,0.581111110431608,0.6211025974811887,0.5956744638051317,0.6441229551511999,0.6563508424398574,0.7174815900699579,0.7205598466968632,0.6105027817172821
