scheme,target,modality,normalized,masks,mean_logloss,mean_auc
interleaved_rank,Q2,raw_act,True,3,0.6979822130627561,0.5351497633434377
interleaved_rank,Q2,raw_pedo,True,3,0.6916149399576877,0.5346556205407742
interleaved_rank,Q2,raw_mlight,True,3,0.7003538011412939,0.5324333381937872
interleaved_rank,Q2,raw_wifi,True,3,0.6910952268086942,0.5261773532003765
interleaved_rank,Q2,raw_hr,True,3,0.6931074810199775,0.5253772050881796
interleaved_rank,Q2,raw_wifi,False,3,0.7198341261080525,0.5233325860409542
interleaved_rank,Q2,raw_gps,True,3,0.6940449103262182,0.5225201670763759
interleaved_rank,Q2,raw_ble,True,3,0.6920342292658491,0.5116412354644793
interleaved_rank,Q2,raw_amb,True,3,0.6948088613192981,0.5089221850439233
interleaved_rank,Q2,raw_pedo,False,3,0.7136069950341571,0.505185381250471
interleaved_rank,Q2,raw_hr,False,3,0.7059614404250595,0.5048414626578229
interleaved_rank,Q2,raw_amb,False,3,0.7025762954748642,0.49481306019105387
interleaved_rank,Q2,raw_gps,False,3,0.7557086150171525,0.4931613778956281
interleaved_rank,Q2,raw_wlight,False,3,0.6915002982476103,0.4919462486056623
interleaved_rank,Q2,raw_act,False,3,0.7042427155393685,0.48962270200152
interleaved_rank,Q2,raw_wlight,True,3,0.6917245897996085,0.4867304541963393
interleaved_rank,Q2,raw_usage,True,3,0.6963480189720693,0.48621759930186775
interleaved_rank,Q2,raw_screen,False,3,0.7271878956285667,0.47695545700594383
interleaved_rank,Q2,raw_usage,False,3,0.7078354965493511,0.4698623504594537
interleaved_rank,Q2,raw_ble,False,3,0.7133521023449592,0.4461916369424224
interleaved_rank,Q3,raw_mlight,False,3,0.6708532353576783,0.5902220695024017
interleaved_rank,Q3,raw_mlight,True,3,0.6687455865740305,0.5840101486641134
interleaved_rank,Q3,raw_hr,False,3,0.6663882725845532,0.5788349721282202
interleaved_rank,Q3,raw_wifi,False,3,0.6708957653430413,0.5731996299173795
interleaved_rank,Q3,raw_ble,True,3,0.6719019235361054,0.5542368769429379
interleaved_rank,Q3,raw_ac,True,3,0.6737922147899758,0.5385612910820766
interleaved_rank,Q3,raw_gps,True,3,0.6694777160445068,0.5322901951753057
interleaved_rank,Q3,raw_hr,True,3,0.6736177313628634,0.5287879836816564
interleaved_rank,Q3,raw_amb,False,3,0.673307229110196,0.526159351560163
interleaved_rank,Q3,raw_usage,False,3,0.6765127276328915,0.5243732337520776
interleaved_rank,Q3,raw_usage,True,3,0.6740166232793792,0.5209190930995805
interleaved_rank,Q3,raw_wlight,False,3,0.6729515842199514,0.5181577218833592
interleaved_rank,Q3,raw_act,True,3,0.6802024382082174,0.5129878229376971
interleaved_rank,Q3,raw_pedo,True,3,0.678015173858956,0.5115737551684894
interleaved_rank,Q3,raw_act,False,3,0.6810122068998218,0.5108599339121905
interleaved_rank,Q3,raw_ble,False,3,0.6772007292189318,0.5046516109911019
interleaved_rank,Q3,raw_amb,True,3,0.6738351642740378,0.5032362647955765
interleaved_rank,Q3,raw_screen,True,3,0.6775832470205847,0.4957435492224554
interleaved_rank,Q3,raw_ac,False,3,0.6746463057133872,0.4937634804369748
interleaved_rank,Q3,raw_pedo,False,3,0.6810053671063457,0.48374070907577266
interleaved_rank,Q3,raw_wlight,True,3,0.6760010956398789,0.47980040221659653
interleaved_rank,Q3,raw_wifi,True,3,0.6816102416391852,0.4771215255039109
interleaved_rank,Q3,raw_gps,False,3,0.6894622191661807,0.45983008844906365
interleaved_rank,Q3,raw_screen,False,3,0.6879494210327465,0.40813173268274894
interleaved_rank,S1,raw_screen,False,3,0.6078669421236956,0.6770591587978286
interleaved_rank,S1,raw_usage,False,3,0.6192617690554675,0.6103910693899134
interleaved_rank,S1,raw_ble,False,3,0.6295955551695774,0.5728237327256784
interleaved_rank,S1,raw_hr,False,3,0.6270691356900863,0.5725523817394195
interleaved_rank,S1,raw_pedo,False,3,0.6264458711706512,0.5672625502852645
interleaved_rank,S1,raw_wifi,False,3,0.6269864687817148,0.5511705031768579
interleaved_rank,S1,raw_amb,False,3,0.6314922089209194,0.5424315462324311
interleaved_rank,S1,raw_usage,True,3,0.6309184603780401,0.5386246589091416
interleaved_rank,S1,raw_screen,True,3,0.63260900649051,0.5382489708608479
interleaved_rank,S1,raw_hr,True,3,0.6418789875280247,0.5258363402734392
interleaved_rank,S1,raw_mlight,False,3,0.6365147708711253,0.5253236018480841
interleaved_rank,S1,raw_gps,False,3,0.6318551295260323,0.5126884671831915
interleaved_rank,S1,raw_gps,True,3,0.6409670847952511,0.5075957510943874
interleaved_rank,S1,raw_pedo,True,3,0.6393918383234664,0.5042356158791356
interleaved_rank,S1,raw_act,False,3,0.6390636687938945,0.5014145243906599
interleaved_rank,S1,raw_ble,True,3,0.634315331006482,0.49593084646923397
interleaved_rank,S1,raw_amb,True,3,0.6321623035690159,0.49342453445416146
interleaved_rank,S1,raw_ac,False,3,0.6358805659391819,0.48633070116468646
interleaved_rank,S1,raw_wlight,False,3,0.6445072808338294,0.4762204211972742
interleaved_rank,S1,raw_act,True,3,0.6586246766047665,0.47457849343771547
interleaved_rank,S1,raw_mlight,True,3,0.6437970831294134,0.46928454949887954
interleaved_rank,S1,raw_ac,True,3,0.6381155964777196,0.46199560436223175
interleaved_rank,S1,raw_wlight,True,3,0.643909065732216,0.4611871401646879
interleaved_rank,S1,raw_wifi,True,3,0.6409428534514436,0.4603474389286697
interleaved_rank,S2,raw_screen,False,3,0.6391793051562987,0.6304074402618669
interleaved_rank,S2,raw_wifi,False,3,0.6397990740924,0.6095984059967926
interleaved_rank,S2,raw_hr,False,3,0.6367268720216318,0.6068280320966206
interleaved_rank,S2,raw_ble,False,3,0.6460001682111259,0.5804186484702227
interleaved_rank,S2,raw_gps,False,3,0.6518551466810206,0.5508652177404821
interleaved_rank,S2,raw_ble,True,3,0.6495471559965034,0.5439703984188388
interleaved_rank,S2,raw_usage,True,3,0.6526391318194171,0.5366723609944734
interleaved_rank,S2,raw_pedo,False,3,0.6508478243978697,0.5325779080292382
interleaved_rank,S2,raw_pedo,True,3,0.6509853460698541,0.5275215499434084
interleaved_rank,S2,raw_gps,True,3,0.6620257533433239,0.5253621988004847
interleaved_rank,S2,raw_wifi,True,3,0.6530727274437512,0.5217744125501939
interleaved_rank,S2,raw_usage,False,3,0.6498153159635317,0.5205925815223907
interleaved_rank,S2,raw_hr,True,3,0.6545083192319918,0.5146322148284354
interleaved_rank,S2,raw_amb,False,3,0.6528314089591268,0.5101918472900185
interleaved_rank,S2,raw_ac,False,3,0.6548155749966003,0.48346069165235955
interleaved_rank,S2,raw_wlight,True,3,0.6673778564249745,0.483258030115658
interleaved_rank,S2,raw_wlight,False,3,0.6619971702229651,0.4624012671799837
interleaved_rank,S2,raw_mlight,True,3,0.663488279519453,0.45531352992943325
interleaved_rank,S2,raw_ac,True,3,0.6572016016515364,0.455060611679797
interleaved_rank,S2,raw_act,True,3,0.6623931012993034,0.45053967970888786
interleaved_rank,S2,raw_act,False,3,0.6597265715499078,0.4468723259873097
interleaved_rank,S2,raw_mlight,False,3,0.6586839156909563,0.4405292873219735
interleaved_rank,S2,raw_amb,True,3,0.65427736776647,0.431132528761156
interleaved_rank,S2,raw_screen,True,3,0.661545759057882,0.4242214930530576
interleaved_rank,S3,raw_ble,False,3,0.637333221478769,0.5768648159308606
interleaved_rank,S3,raw_amb,True,3,0.6463938226498668,0.5711183055575595
interleaved_rank,S3,raw_gps,False,3,0.6368099580820069,0.5621890608193104
interleaved_rank,S3,raw_hr,False,3,0.6426363376801039,0.559296087587647
interleaved_rank,S3,raw_wifi,False,3,0.6439859691716917,0.554184099651899
interleaved_rank,S3,raw_usage,False,3,0.6400301427531829,0.5469924787424326
interleaved_rank,S3,raw_amb,False,3,0.6434867394080439,0.539459034245816
interleaved_rank,S3,raw_usage,True,3,0.6466688514292067,0.5334400854019247
interleaved_rank,S3,raw_mlight,False,3,0.6408220051960394,0.5288864180688965
interleaved_rank,S3,raw_pedo,True,3,0.6523968250647605,0.5286116508481017
interleaved_rank,S3,raw_gps,True,3,0.6482886697771915,0.5263704316246821
interleaved_rank,S3,raw_screen,False,3,0.6423343678117703,0.5248024523141459
interleaved_rank,S3,raw_pedo,False,3,0.6548030949296316,0.5222074123493172
interleaved_rank,S3,raw_act,True,3,0.656642359096299,0.5114604958406311
interleaved_rank,S3,raw_act,False,3,0.6482084626513313,0.5095685242026595
interleaved_rank,S3,raw_hr,True,3,0.6478762154597412,0.507667255276204
interleaved_rank,S3,raw_screen,True,3,0.6488055169210692,0.5021401779487014
interleaved_rank,S3,raw_wlight,True,3,0.6457783308146073,0.49932903991754163
interleaved_rank,S3,raw_mlight,True,3,0.6499771409561266,0.4986414825346399
interleaved_rank,S3,raw_ac,True,3,0.648511396606962,0.49715500104681576
interleaved_rank,S3,raw_wlight,False,3,0.6457778235680728,0.4962526149815227
interleaved_rank,S3,raw_ac,False,3,0.6447427831161404,0.4777557839508737
interleaved_rank,S3,raw_wifi,True,3,0.6514933881812629,0.46064309591572333
interleaved_rank,S3,raw_ble,True,3,0.6582314378692646,0.44645136322624723
interleaved_rank,S4,raw_usage,False,3,0.680021610248025,0.6028302954331624
interleaved_rank,S4,raw_wifi,False,3,0.6809211436002583,0.5906280009163088
interleaved_rank,S4,raw_screen,False,3,0.684824797456891,0.5648726274974332
interleaved_rank,S4,raw_gps,False,3,0.7262935628544142,0.5481069531075468
interleaved_rank,S4,raw_ble,False,3,0.6895797898855166,0.5480984984609073
interleaved_rank,S4,raw_act,True,3,0.6991319109933621,0.5361274711488972
interleaved_rank,S4,raw_usage,True,3,0.6882012643664095,0.5288980936904709
interleaved_rank,S4,raw_hr,False,3,0.6870663295401188,0.5217857990298731
interleaved_rank,S4,raw_ac,False,3,0.6885702981178818,0.5181718629047922
interleaved_rank,S4,raw_wifi,True,3,0.6975989486381055,0.5108092448610992
interleaved_rank,S4,raw_ble,True,3,0.6911106758015414,0.5100236826535886
interleaved_rank,S4,raw_gps,True,3,0.7183666650380154,0.5074098651637402
interleaved_rank,S4,raw_amb,True,3,0.6891958867661018,0.5071511829599239
interleaved_rank,S4,raw_pedo,False,3,0.7029872490680824,0.49947920974714394
interleaved_rank,S4,raw_screen,True,3,0.6898815956572983,0.49584745164869076
interleaved_rank,S4,raw_act,False,3,0.6940397742365333,0.49571673274031225
interleaved_rank,S4,raw_mlight,True,3,0.6900335432960896,0.49061062616716516
interleaved_rank,S4,raw_wlight,True,3,0.7036114364449538,0.49018664535252227
interleaved_rank,S4,raw_ac,True,3,0.6939334399075056,0.48736700504758884
interleaved_rank,S4,raw_pedo,True,3,0.6983277165196992,0.4839154883626193
interleaved_rank,S4,raw_amb,False,3,0.6901482670263223,0.47883923444604654
interleaved_rank,S4,raw_hr,True,3,0.6976531257079072,0.4541219681865596
interleaved_rank,S4,raw_wlight,False,3,0.7050673663224409,0.4537207791135461
interleaved_rank,S4,raw_mlight,False,3,0.6932294083884872,0.42321741430696136
testpattern,Q1,raw_wifi,False,4,0.6827242262227411,0.6000892412188985
testpattern,Q1,raw_usage,False,4,0.6926330220467176,0.556847984896166
testpattern,Q1,raw_ble,True,4,0.6936956302165544,0.5496540902797284
testpattern,Q1,raw_wlight,False,4,0.6928484741955347,0.5425587716595569
testpattern,Q1,raw_amb,True,4,0.6989563501609395,0.5410455919067297
testpattern,Q1,raw_hr,False,4,0.6978564104177387,0.5392555279584472
testpattern,Q1,raw_ble,False,4,0.6951600348150149,0.5306764891200446
testpattern,Q1,raw_screen,True,4,0.6968583620686986,0.5240106263654103
testpattern,Q1,raw_wlight,True,4,0.6986610049849914,0.5195701917640565
testpattern,Q1,raw_mlight,False,4,0.7022243488943982,0.5195225867796074
testpattern,Q1,raw_pedo,False,4,0.6980994122352522,0.5186490654741072
testpattern,Q1,raw_act,False,4,0.6980121561767328,0.5165227962800719
testpattern,Q1,raw_gps,False,4,0.7018598998453914,0.5075547892889134
testpattern,Q1,raw_act,True,4,0.7060958413034674,0.5072683548613541
testpattern,Q1,raw_ac,True,4,0.6982874300903454,0.5047158128937056
testpattern,Q1,raw_mlight,True,4,0.708399315655424,0.49948621731409204
testpattern,Q1,raw_gps,True,4,0.6992494502933178,0.49209418779536407
testpattern,Q1,raw_amb,False,4,0.7017360539310972,0.488605815736438
testpattern,Q1,raw_screen,False,4,0.703544389042881,0.4869955385223449
testpattern,Q1,raw_usage,True,4,0.6977026390394354,0.47674418465213225
testpattern,Q1,raw_hr,True,4,0.705177226582059,0.46896136627401547
testpattern,Q1,raw_wifi,True,4,0.7010715416640521,0.46791025638792927
testpattern,Q1,raw_pedo,True,4,0.7107916445697293,0.46743032409840723
testpattern,Q1,raw_ac,False,4,0.7007691121483025,0.46372223128525525
testpattern,Q2,raw_ac,False,4,0.6813555910560578,0.6024506276289692
testpattern,Q2,raw_ac,True,4,0.6857681379791538,0.5643724186650377
testpattern,Q2,raw_screen,True,4,0.6876979629630074,0.5638205854620747
testpattern,Q2,raw_ble,True,4,0.6830602409316582,0.5543438385969712
testpattern,Q2,raw_pedo,True,4,0.6882825370957323,0.5524710500038038
testpattern,Q2,raw_wifi,False,4,0.6857876780622327,0.5464712009471699
testpattern,Q2,raw_pedo,False,4,0.6855508109035973,0.5455258092491309
testpattern,Q2,raw_mlight,False,4,0.6928076266357424,0.543925083887886
testpattern,Q2,raw_gps,True,4,0.6837404162367788,0.5401473353742026
testpattern,Q2,raw_act,True,4,0.699808324254472,0.5283040674015052
testpattern,Q2,raw_act,False,4,0.6978614017782764,0.5170817978745947
testpattern,Q2,raw_amb,False,4,0.6986864469313273,0.5164542787771944
testpattern,Q2,raw_wifi,True,4,0.6887080421117442,0.5158483609400654
testpattern,Q2,raw_amb,True,4,0.6922942392663506,0.5112472275094135
testpattern,Q2,raw_gps,False,4,0.7049863652275054,0.5102278585608185
testpattern,Q2,raw_mlight,True,4,0.6976811544637094,0.5100411380390895
testpattern,Q2,raw_hr,False,4,0.6913964684981939,0.49609972564340754
testpattern,Q2,raw_hr,True,4,0.6918859349389956,0.4955199582321688
testpattern,Q2,raw_screen,False,4,0.7138315657119401,0.49299642300936647
testpattern,Q2,raw_wlight,True,4,0.6862142521857907,0.48661561557049826
testpattern,Q2,raw_wlight,False,4,0.685670841255303,0.4788985413347945
testpattern,Q2,raw_usage,True,4,0.6920131621227381,0.4718382825801241
testpattern,Q2,raw_usage,False,4,0.6940184444886804,0.4586843328441233
testpattern,Q2,raw_ble,False,4,0.698061966943512,0.43972970514399273
testpattern,Q3,raw_mlight,False,4,0.6708591052425339,0.5820033400371376
testpattern,Q3,raw_ble,True,4,0.6710121291277571,0.5677417879258911
testpattern,Q3,raw_hr,False,4,0.6700312848706034,0.5672688329161959
testpattern,Q3,raw_mlight,True,4,0.6704821853149524,0.5621455552235957
testpattern,Q3,raw_wifi,False,4,0.6692980660333061,0.5565666958371689
testpattern,Q3,raw_gps,True,4,0.6659009861720444,0.5556310845162041
testpattern,Q3,raw_usage,False,4,0.6713026177853516,0.5459913440705841
testpattern,Q3,raw_ble,False,4,0.6707113624387009,0.5384836264868436
testpattern,Q3,raw_pedo,False,4,0.6748666096671551,0.53217213703356
testpattern,Q3,raw_ac,True,4,0.6729412726399712,0.5241392279808685
testpattern,Q3,raw_wlight,False,4,0.6715394237042223,0.5227889100193618
testpattern,Q3,raw_pedo,True,4,0.6764952659575814,0.5207248794553919
testpattern,Q3,raw_hr,True,4,0.6772397541400961,0.5188146981970112
testpattern,Q3,raw_usage,True,4,0.6729473381391443,0.5158247362146179
testpattern,Q3,raw_act,False,4,0.6794807142615258,0.5106893939355032
testpattern,Q3,raw_amb,False,4,0.6741919248105998,0.5063024533168966
testpattern,Q3,raw_screen,True,4,0.6736381502542361,0.5023313568350622
testpattern,Q3,raw_amb,True,4,0.6734628402534706,0.4959926670438395
testpattern,Q3,raw_act,True,4,0.6800117007306071,0.4950517737181118
testpattern,Q3,raw_wlight,True,4,0.6736973065603473,0.49413018535075137
testpattern,Q3,raw_wifi,True,4,0.6755233027291901,0.4912927946547084
testpattern,Q3,raw_screen,False,4,0.6750342712611245,0.4874642926669638
testpattern,Q3,raw_ac,False,4,0.6790488780760068,0.4774163230215862
testpattern,Q3,raw_gps,False,4,0.6856038176762631,0.4731054382824598
testpattern,S1,raw_screen,False,4,0.6073610052987162,0.6667654648150694
testpattern,S1,raw_usage,False,4,0.6218546966423644,0.5978450975255432
testpattern,S1,raw_hr,False,4,0.6203017858812977,0.5806138451942412
testpattern,S1,raw_pedo,False,4,0.6175351853202438,0.579178195685069
testpattern,S1,raw_ble,False,4,0.6277917079825786,0.549312115539524
testpattern,S1,raw_act,False,4,0.6286750390401872,0.5461677427564027
testpattern,S1,raw_amb,False,4,0.6311110503017814,0.5415041343509089
testpattern,S1,raw_usage,True,4,0.6306494704904793,0.531675577518562
testpattern,S1,raw_hr,True,4,0.6307201448223766,0.5309861096468474
testpattern,S1,raw_screen,True,4,0.6315815861695215,0.5302305939996124
testpattern,S1,raw_gps,False,4,0.6312721691122357,0.5205494609595848
testpattern,S1,raw_wifi,False,4,0.6332893286301808,0.5132408565918978
testpattern,S1,raw_pedo,True,4,0.6314861220304882,0.5090317744950605
testpattern,S1,raw_gps,True,4,0.632700106325191,0.5084851980431768
testpattern,S1,raw_wlight,True,4,0.6338643919384309,0.5083185905738312
testpattern,S1,raw_wlight,False,4,0.6313465601062507,0.5017507491061943
testpattern,S1,raw_act,True,4,0.6377161520337713,0.49652564893615436
testpattern,S1,raw_mlight,True,4,0.6337728035460071,0.4948694705489594
testpattern,S1,raw_mlight,False,4,0.6313481953584807,0.49263078868342025
testpattern,S1,raw_wifi,True,4,0.6315627309660732,0.48503986870076143
testpattern,S1,raw_amb,True,4,0.6308752146117018,0.47851608286899483
testpattern,S1,raw_ac,False,4,0.6358370082395499,0.47615678496859454
testpattern,S1,raw_ac,True,4,0.6342445669056299,0.45747387772641285
testpattern,S1,raw_ble,True,4,0.6346268290860408,0.4564457528031715
testpattern,S2,raw_screen,False,4,0.6453860182738795,0.633475389824651
testpattern,S2,raw_ble,False,4,0.6479318520477099,0.6057892728143567
testpattern,S2,raw_hr,False,4,0.6455156704453707,0.5981402551290523
testpattern,S2,raw_wifi,False,4,0.6491974789317055,0.587561085679525
testpattern,S2,raw_gps,False,4,0.6563571712834051,0.541777751250485
testpattern,S2,raw_ac,False,4,0.6605855790695147,0.5356419934003454
testpattern,S2,raw_ble,True,4,0.6575025456672534,0.5337470422589078
testpattern,S2,raw_amb,False,4,0.6581094003511244,0.5230561206025075
testpattern,S2,raw_pedo,False,4,0.6688386382474043,0.5187923232562024
testpattern,S2,raw_wlight,True,4,0.6617903466325679,0.5174902046491172
testpattern,S2,raw_usage,False,4,0.6592054918608989,0.515243063721303
testpattern,S2,raw_usage,True,4,0.6618938695707448,0.5135736659537026
testpattern,S2,raw_pedo,True,4,0.6682309243162996,0.5051195772621164
testpattern,S2,raw_wlight,False,4,0.6582633971389953,0.49808183252425414
testpattern,S2,raw_gps,True,4,0.663741195207235,0.4929423449494377
testpattern,S2,raw_hr,True,4,0.6667516604770845,0.4873821716474213
testpattern,S2,raw_wifi,True,4,0.6630473589034239,0.4832739146212088
testpattern,S2,raw_act,False,4,0.6673458588467573,0.4815422353719385
testpattern,S2,raw_amb,True,4,0.6595694821221667,0.47402622137329675
testpattern,S2,raw_mlight,True,4,0.6662457634306546,0.4649738060388897
testpattern,S2,raw_act,True,4,0.6693921349408327,0.46360599847480755
testpattern,S2,raw_ac,True,4,0.6697166929387368,0.4550192135483375
testpattern,S2,raw_screen,True,4,0.6646866738409696,0.4491231594177472
testpattern,S2,raw_mlight,False,4,0.6659209223927586,0.4463916289038259
testpattern,S3,raw_ble,False,4,0.6394981146560705,0.5914344194126507
testpattern,S3,raw_gps,False,4,0.639019850919791,0.5800530306411986
testpattern,S3,raw_hr,False,4,0.639269148231995,0.578241817699606
testpattern,S3,raw_amb,True,4,0.6524961742010622,0.5589272701972048
testpattern,S3,raw_wifi,False,4,0.64314832340958,0.5561309637925846
testpattern,S3,raw_pedo,False,4,0.6478070232391715,0.5529330142429096
testpattern,S3,raw_amb,False,4,0.648077713459618,0.5447147285692407
testpattern,S3,raw_pedo,True,4,0.6538779812254676,0.538424162826175
testpattern,S3,raw_screen,False,4,0.6469258731915397,0.5361728497478389
testpattern,S3,raw_gps,True,4,0.6521887222521228,0.5311080617343891
testpattern,S3,raw_usage,False,4,0.6465675016606474,0.5307237631807497
testpattern,S3,raw_act,False,4,0.6501735668686544,0.5304175901177155
testpattern,S3,raw_ac,True,4,0.6496646789604176,0.5299907669873051
testpattern,S3,raw_act,True,4,0.655579059583139,0.5284025279219526
testpattern,S3,raw_mlight,False,4,0.6500084256614747,0.5126174364993004
testpattern,S3,raw_hr,True,4,0.6508424129993401,0.5064980819325455
testpattern,S3,raw_ac,False,4,0.6499565400615898,0.4927891053290677
testpattern,S3,raw_wlight,True,4,0.6543169267372537,0.4879799228768311
testpattern,S3,raw_wlight,False,4,0.654498695487965,0.48610666190815455
testpattern,S3,raw_wifi,True,4,0.6534838378777102,0.48463124974010385
testpattern,S3,raw_usage,True,4,0.6522465750196079,0.4839694060629707
testpattern,S3,raw_screen,True,4,0.6557880889757953,0.48324216936558895
testpattern,S3,raw_mlight,True,4,0.6588955108748212,0.47452891373584744
testpattern,S3,raw_ble,True,4,0.6572253470073501,0.45250123051320756
testpattern,S4,raw_wifi,False,4,0.6785642655354581,0.6199716058986573
testpattern,S4,raw_ac,False,4,0.6881357974276392,0.5788472680916342
testpattern,S4,raw_ble,False,4,0.6880900944304943,0.5649006798983947
testpattern,S4,raw_gps,False,4,0.7091176506797983,0.5647274897455131
testpattern,S4,raw_pedo,False,4,0.6871562485752161,0.5626819724613549
testpattern,S4,raw_act,True,4,0.6938695251901472,0.5490433262907631
testpattern,S4,raw_amb,True,4,0.6895297415132937,0.5489640137161782
testpattern,S4,raw_screen,False,4,0.6909352630916318,0.5452479567983441
testpattern,S4,raw_gps,True,4,0.693565354866068,0.5426236670110757
testpattern,S4,raw_usage,False,4,0.6919606559280748,0.5338587819947846
testpattern,S4,raw_hr,False,4,0.6880411093436682,0.5256716450118154
testpattern,S4,raw_ble,True,4,0.6903690577198098,0.5210956031390617
testpattern,S4,raw_act,False,4,0.6946571090607018,0.5190064687823529
testpattern,S4,raw_pedo,True,4,0.6925373354586523,0.5129965754968489
testpattern,S4,raw_wlight,True,4,0.6951476617226682,0.5110312017102303
testpattern,S4,raw_wifi,True,4,0.6946870067217947,0.50898344106139
testpattern,S4,raw_mlight,True,4,0.6934458828391282,0.5081362803763012
testpattern,S4,raw_usage,True,4,0.6933234003175812,0.49848386394941646
testpattern,S4,raw_screen,True,4,0.6945250909928122,0.4948654246947836
testpattern,S4,raw_ac,True,4,0.6996149940421583,0.48007409768001763
testpattern,S4,raw_wlight,False,4,0.6979821746512728,0.47851075756854844
testpattern,S4,raw_hr,True,4,0.6969645135517454,0.47277942164579234
testpattern,S4,raw_amb,False,4,0.6916173453284786,0.4530681825165644
testpattern,S4,raw_mlight,False,4,0.6929219924723304,0.4518875079276793
