model,k,C,scaler,fold_id,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
selectk_logistic_feature_only,200,0.003,standard,chrono_last_25,0.6664699937865374,0.7051833949934531,0.6975610661630405,0.7423113423909571,0.6373410696772859,0.6203458916398424,0.6342596178175992,0.6282875738235822
selectk_logistic_feature_only,30,0.003,standard,chrono_last_25,0.6664865985693688,0.7086399131918539,0.6762269611158247,0.7115088959680756,0.6442943847613624,0.6256294753876191,0.6356467280910686,0.6634598314697774
selectk_logistic_feature_only,80,0.03,robust,chrono_last_20,0.6666093189998404,0.7284128303998314,0.7329424849621198,0.8301280635596731,0.5217498514574437,0.6168264356618932,0.6327759430998479,0.6034296238580742
selectk_logistic_feature_only,50,0.3,standard,chrono_last_20,0.6667270673853365,0.7178457186044604,0.7138295486811914,0.822909331867308,0.5264040324038045,0.6438541133535919,0.6277236869733511,0.6145230398136482
selectk_logistic_feature_only,80,0.01,standard,chrono_last_30,0.6668467524290359,0.681100740944545,0.7264065899520239,0.7264445483867307,0.6016909405728298,0.6511584599810967,0.6114188604022736,0.6697071267637514
selectk_logistic_feature_only,10,0.01,standard,chrono_last_20,0.6671178774424273,0.709949522347624,0.6994536385099538,0.7163942911517505,0.5956358600453292,0.6321139121355008,0.6488426340851708,0.6674352838216628
selectk_logistic_feature_only,80,0.03,standard,chrono_last_20,0.667154638645638,0.726275841937375,0.7309220282615297,0.8163352624827771,0.5470494220573966,0.6152245519133689,0.6234120599823996,0.6108633038846187
selectk_logistic_feature_only,50,0.3,standard,chrono_last_25,0.6674797117025294,0.7294514384615914,0.6996515786926129,0.8430634727230037,0.5397774204079178,0.6186796297002188,0.5954666083922114,0.6462678335401498
selectk_logistic_feature_only,30,0.003,standard,chrono_last_20,0.6675016481398063,0.698996497354952,0.7039805246900709,0.7294302642705282,0.6272284699144317,0.6164477288519142,0.6446543307324465,0.6517737211643
selectk_logistic_feature_only,10,0.003,standard,chrono_last_25,0.6684539608383806,0.7047470297227908,0.683919480377989,0.6975560612538539,0.6407535570563833,0.6410162170159937,0.6404119124287793,0.6707734680128745
selectk_logistic_feature_only,120,0.003,standard,chrono_last_20,0.669183152386173,0.697261063449849,0.7214921614432469,0.7601134735407401,0.608319568578926,0.62655592805701,0.6406767968893576,0.6298630747440808
selectk_logistic_feature_only,10,0.003,robust,chrono_last_30,0.6692024142220961,0.6776897879238611,0.6775286495649215,0.671278992252991,0.6584934473050411,0.6621916292689333,0.6614423184415131,0.6757920747974121
selectk_logistic_feature_only,10,0.003,standard,chrono_last_20,0.6694723301119397,0.6993437409591062,0.6934812248371836,0.7047700727567707,0.632768945038343,0.6387828181168076,0.6502173257007143,0.666942183374653
