fold,target,model,control,logloss
mirror_v1_seed0,S3,subj_tokens,C1_within_subj_perm_seed1,0.6177747723596196
mirror_v1_seed0,S3,subj_tokens,C1_within_subj_perm_seed2,0.5910885733008503
mirror_v1_seed0,S3,subj_tokens,C2_date_shifted_feats,0.6070908773727404
mirror_v1_seed0,S3,subj_tokens,C5_fake_target_seed0,0.6032556985709367
mirror_v1_seed0,S3,subj_tokens,C5_fake_target_seed1,0.6752655900634398
mirror_v1_seed0,S3,subj_cov,C0_real,0.6150343663450302
mirror_v1_seed0,S3,subj_cov,C1_within_subj_perm_seed0,0.6004035713836523
mirror_v1_seed0,S3,subj_cov,C1_within_subj_perm_seed1,0.6099981008761038
mirror_v1_seed0,S3,subj_cov,C1_within_subj_perm_seed2,0.6104259551774
mirror_v1_seed0,S3,subj_cov,C2_date_shifted_feats,0.6192390152805846
mirror_v1_seed0,S3,subj_cov,C5_fake_target_seed0,0.615292801218385
mirror_v1_seed0,S3,subj_cov,C5_fake_target_seed1,0.6404822099543007
mirror_v1_seed0,S3,subject_only,C4_subject_only,0.5915141730358987
mirror_v1_seed0,S3,coverage_only,C3_coverage_only,0.6678803302155906
mirror_v1_seed0,S4,subj_tokens,C0_real,0.6248265425286776
mirror_v1_seed0,S4,subj_tokens,C1_within_subj_perm_seed0,0.6223681172379026
mirror_v1_seed0,S4,subj_tokens,C1_within_subj_perm_seed1,0.6477810368596345
mirror_v1_seed0,S4,subj_tokens,C1_within_subj_perm_seed2,0.6366743285842272
mirror_v1_seed0,S4,subj_tokens,C2_date_shifted_feats,0.6323736029792099
mirror_v1_seed0,S4,subj_tokens,C5_fake_target_seed0,0.6513123792005551
mirror_v1_seed0,S4,subj_tokens,C5_fake_target_seed1,0.6654331834465217
mirror_v1_seed0,S4,subj_cov,C0_real,0.6427527736748829
mirror_v1_seed0,S4,subj_cov,C1_within_subj_perm_seed0,0.633559077331241
mirror_v1_seed0,S4,subj_cov,C1_within_subj_perm_seed1,0.6427799875555884
mirror_v1_seed0,S4,subj_cov,C1_within_subj_perm_seed2,0.6709558080346708
mirror_v1_seed0,S4,subj_cov,C2_date_shifted_feats,0.6315768209636181
mirror_v1_seed0,S4,subj_cov,C5_fake_target_seed0,0.6830509902417367
mirror_v1_seed0,S4,subj_cov,C5_fake_target_seed1,0.6572729824134517
mirror_v1_seed0,S4,subject_only,C4_subject_only,0.6274007491493848
mirror_v1_seed0,S4,coverage_only,C3_coverage_only,0.6714586434781906
mirror_v1_seed1,Q1,subj_tokens,C0_real,0.7063716454696116
mirror_v1_seed1,Q1,subj_tokens,C1_within_subj_perm_seed0,0.7149827781968348
mirror_v1_seed1,Q1,subj_tokens,C1_within_subj_perm_seed1,0.7088310360758269
mirror_v1_seed1,Q1,subj_tokens,C1_within_subj_perm_seed2,0.7294937833893437
mirror_v1_seed1,Q1,subj_tokens,C2_date_shifted_feats,0.7073394356749233
mirror_v1_seed1,Q1,subj_tokens,C5_fake_target_seed0,0.7624685874014844
mirror_v1_seed1,Q1,subj_tokens,C5_fake_target_seed1,0.7035818280728736
mirror_v1_seed1,Q1,subj_cov,C0_real,0.7421326528714567
mirror_v1_seed1,Q1,subj_cov,C1_within_subj_perm_seed0,0.732535934374816
mirror_v1_seed1,Q1,subj_cov,C1_within_subj_perm_seed1,0.7145512935259476
mirror_v1_seed1,Q1,subj_cov,C1_within_subj_perm_seed2,0.7390283441253829
mirror_v1_seed1,Q1,subj_cov,C2_date_shifted_feats,0.7634079407780295
mirror_v1_seed1,Q1,subj_cov,C5_fake_target_seed0,0.7524400526497412
mirror_v1_seed1,Q1,subj_cov,C5_fake_target_seed1,0.6956803261041311
mirror_v1_seed1,Q1,subject_only,C4_subject_only,0.7066275795240655
mirror_v1_seed1,Q1,coverage_only,C3_coverage_only,0.70957974745755
mirror_v1_seed1,Q2,subj_tokens,C0_real,0.7702453864018244
mirror_v1_seed1,Q2,subj_tokens,C1_within_subj_perm_seed0,0.7876150670605025
mirror_v1_seed1,Q2,subj_tokens,C1_within_subj_perm_seed1,0.8103627035110075
mirror_v1_seed1,Q2,subj_tokens,C1_within_subj_perm_seed2,0.8067798388082535
mirror_v1_seed1,Q2,subj_tokens,C2_date_shifted_feats,0.7801605150810933
mirror_v1_seed1,Q2,subj_tokens,C5_fake_target_seed0,0.806215724505164
mirror_v1_seed1,Q2,subj_tokens,C5_fake_target_seed1,0.8081983224144909
mirror_v1_seed1,Q2,subj_cov,C0_real,0.7906676547549905
mirror_v1_seed1,Q2,subj_cov,C1_within_subj_perm_seed0,0.8040766502810642
mirror_v1_seed1,Q2,subj_cov,C1_within_subj_perm_seed1,0.8413498341149421
mirror_v1_seed1,Q2,subj_cov,C1_within_subj_perm_seed2,0.787096719793199
mirror_v1_seed1,Q2,subj_cov,C2_date_shifted_feats,0.7803039895897792
mirror_v1_seed1,Q2,subj_cov,C5_fake_target_seed0,0.8276052995477963
mirror_v1_seed1,Q2,subj_cov,C5_fake_target_seed1,0.7742161800920528
mirror_v1_seed1,Q2,subject_only,C4_subject_only,0.7831624679876689
mirror_v1_seed1,Q2,coverage_only,C3_coverage_only,0.7579266591614778
mirror_v1_seed1,Q3,subj_tokens,C0_real,0.75854393613374
mirror_v1_seed1,Q3,subj_tokens,C1_within_subj_perm_seed0,0.7570050566567216
mirror_v1_seed1,Q3,subj_tokens,C1_within_subj_perm_seed1,0.7720057869573783
mirror_v1_seed1,Q3,subj_tokens,C1_within_subj_perm_seed2,0.7926370080922766
mirror_v1_seed1,Q3,subj_tokens,C2_date_shifted_feats,0.7715757238764211
mirror_v1_seed1,Q3,subj_tokens,C5_fake_target_seed0,0.79895563135949
mirror_v1_seed1,Q3,subj_tokens,C5_fake_target_seed1,0.8239557266430867
mirror_v1_seed1,Q3,subj_cov,C0_real,0.7728898913600178
mirror_v1_seed1,Q3,subj_cov,C1_within_subj_perm_seed0,0.7976734610274103
mirror_v1_seed1,Q3,subj_cov,C1_within_subj_perm_seed1,0.8057360494337559
mirror_v1_seed1,Q3,subj_cov,C1_within_subj_perm_seed2,0.7844413427096257
mirror_v1_seed1,Q3,subj_cov,C2_date_shifted_feats,0.7976279987780728
mirror_v1_seed1,Q3,subj_cov,C5_fake_target_seed0,0.8150704787330714
mirror_v1_seed1,Q3,subj_cov,C5_fake_target_seed1,0.8457978781192231
mirror_v1_seed1,Q3,subject_only,C4_subject_only,0.7713105068721817
mirror_v1_seed1,Q3,coverage_only,C3_coverage_only,0.6780494070764692
mirror_v1_seed1,S1,subj_tokens,C0_real,0.5528577212490239
mirror_v1_seed1,S1,subj_tokens,C1_within_subj_perm_seed0,0.5550656065496327
mirror_v1_seed1,S1,subj_tokens,C1_within_subj_perm_seed1,0.5648622766709813
mirror_v1_seed1,S1,subj_tokens,C1_within_subj_perm_seed2,0.5616765804769392
mirror_v1_seed1,S1,subj_tokens,C2_date_shifted_feats,0.5563088949426284
mirror_v1_seed1,S1,subj_tokens,C5_fake_target_seed0,0.5847441156462369
mirror_v1_seed1,S1,subj_tokens,C5_fake_target_seed1,0.6149182136198617
mirror_v1_seed1,S1,subj_cov,C0_real,0.5956669813335426
mirror_v1_seed1,S1,subj_cov,C1_within_subj_perm_seed0,0.580929191177875
mirror_v1_seed1,S1,subj_cov,C1_within_subj_perm_seed1,0.5744602575215603
mirror_v1_seed1,S1,subj_cov,C1_within_subj_perm_seed2,0.5541352864891046
mirror_v1_seed1,S1,subj_cov,C2_date_shifted_feats,0.590558125663015
mirror_v1_seed1,S1,subj_cov,C5_fake_target_seed0,0.5586392431716171
mirror_v1_seed1,S1,subj_cov,C5_fake_target_seed1,0.623645814894431
mirror_v1_seed1,S1,subject_only,C4_subject_only,0.5556030382377075
mirror_v1_seed1,S1,coverage_only,C3_coverage_only,0.6422603052440501
mirror_v1_seed1,S2,subj_tokens,C0_real,0.5524804599290567
mirror_v1_seed1,S2,subj_tokens,C1_within_subj_perm_seed0,0.5888012324162257
mirror_v1_seed1,S2,subj_tokens,C1_within_subj_perm_seed1,0.5839921743630615
mirror_v1_seed1,S2,subj_tokens,C1_within_subj_perm_seed2,0.5498256788243338
mirror_v1_seed1,S2,subj_tokens,C2_date_shifted_feats,0.5528982288160756
mirror_v1_seed1,S2,subj_tokens,C5_fake_target_seed0,0.5919549395418345
mirror_v1_seed1,S2,subj_tokens,C5_fake_target_seed1,0.589592846475354
mirror_v1_seed1,S2,subj_cov,C0_real,0.5712069811601717
mirror_v1_seed1,S2,subj_cov,C1_within_subj_perm_seed0,0.5628153930564297
mirror_v1_seed1,S2,subj_cov,C1_within_subj_perm_seed1,0.5802737674519768
mirror_v1_seed1,S2,subj_cov,C1_within_subj_perm_seed2,0.5609838171844558
mirror_v1_seed1,S2,subj_cov,C2_date_shifted_feats,0.5795976613877842
mirror_v1_seed1,S2,subj_cov,C5_fake_target_seed0,0.5799867644240417
mirror_v1_seed1,S2,subj_cov,C5_fake_target_seed1,0.5947120660319999
mirror_v1_seed1,S2,subject_only,C4_subject_only,0.560079792896024
mirror_v1_seed1,S2,coverage_only,C3_coverage_only,0.6828889897371484
mirror_v1_seed1,S3,subj_tokens,C0_real,0.5514932285322854
mirror_v1_seed1,S3,subj_tokens,C1_within_subj_perm_seed0,0.5688223658898189
mirror_v1_seed1,S3,subj_tokens,C1_within_subj_perm_seed1,0.5707862881618261
mirror_v1_seed1,S3,subj_tokens,C1_within_subj_perm_seed2,0.5440995700779225
mirror_v1_seed1,S3,subj_tokens,C2_date_shifted_feats,0.5527790883209666
mirror_v1_seed1,S3,subj_tokens,C5_fake_target_seed0,0.5486269553365942
mirror_v1_seed1,S3,subj_tokens,C5_fake_target_seed1,0.646065213634241
mirror_v1_seed1,S3,subj_cov,C0_real,0.5821922075589909
mirror_v1_seed1,S3,subj_cov,C1_within_subj_perm_seed0,0.5528136604802936
mirror_v1_seed1,S3,subj_cov,C1_within_subj_perm_seed1,0.5577992945590474
mirror_v1_seed1,S3,subj_cov,C1_within_subj_perm_seed2,0.5866829925644229
mirror_v1_seed1,S3,subj_cov,C2_date_shifted_feats,0.5795685286420572
mirror_v1_seed1,S3,subj_cov,C5_fake_target_seed0,0.5466056694256669
mirror_v1_seed1,S3,subj_cov,C5_fake_target_seed1,0.5932564683563669
mirror_v1_seed1,S3,subject_only,C4_subject_only,0.5464427494842976
mirror_v1_seed1,S3,coverage_only,C3_coverage_only,0.6945106331768749
mirror_v1_seed1,S4,subj_tokens,C0_real,0.6169390595643746
mirror_v1_seed1,S4,subj_tokens,C1_within_subj_perm_seed0,0.611632285680294
mirror_v1_seed1,S4,subj_tokens,C1_within_subj_perm_seed1,0.6361935309191459
mirror_v1_seed1,S4,subj_tokens,C1_within_subj_perm_seed2,0.623552797623035
mirror_v1_seed1,S4,subj_tokens,C2_date_shifted_feats,0.6346909978236759
mirror_v1_seed1,S4,subj_tokens,C5_fake_target_seed0,0.6559269394878378
mirror_v1_seed1,S4,subj_tokens,C5_fake_target_seed1,0.6378191659904857
mirror_v1_seed1,S4,subj_cov,C0_real,0.6307081740277763
mirror_v1_seed1,S4,subj_cov,C1_within_subj_perm_seed0,0.6233468324992278
mirror_v1_seed1,S4,subj_cov,C1_within_subj_perm_seed1,0.6412401661238889
mirror_v1_seed1,S4,subj_cov,C1_within_subj_perm_seed2,0.6410264285340302
mirror_v1_seed1,S4,subj_cov,C2_date_shifted_feats,0.6407766441088066
mirror_v1_seed1,S4,subj_cov,C5_fake_target_seed0,0.6874848625375953
mirror_v1_seed1,S4,subj_cov,C5_fake_target_seed1,0.6320636151532317
mirror_v1_seed1,S4,subject_only,C4_subject_only,0.6152235180344867
mirror_v1_seed1,S4,coverage_only,C3_coverage_only,0.6762710479823869
mirror_v1_seed2,Q1,subj_tokens,C0_real,0.8032471763472391
mirror_v1_seed2,Q1,subj_tokens,C1_within_subj_perm_seed0,0.7585582641970247
mirror_v1_seed2,Q1,subj_tokens,C1_within_subj_perm_seed1,0.77765589691129
mirror_v1_seed2,Q1,subj_tokens,C1_within_subj_perm_seed2,0.7773937932215057
mirror_v1_seed2,Q1,subj_tokens,C2_date_shifted_feats,0.8040698894312133
mirror_v1_seed2,Q1,subj_tokens,C5_fake_target_seed0,0.7725637547605244
mirror_v1_seed2,Q1,subj_tokens,C5_fake_target_seed1,0.7341927142495756
mirror_v1_seed2,Q1,subj_cov,C0_real,0.851453672118495
mirror_v1_seed2,Q1,subj_cov,C1_within_subj_perm_seed0,0.786858129158053
mirror_v1_seed2,Q1,subj_cov,C1_within_subj_perm_seed1,0.7667011303333888
mirror_v1_seed2,Q1,subj_cov,C1_within_subj_perm_seed2,0.8151029606203645
mirror_v1_seed2,Q1,subj_cov,C2_date_shifted_feats,0.8200902743926306
mirror_v1_seed2,Q1,subj_cov,C5_fake_target_seed0,0.8154764413723496
mirror_v1_seed2,Q1,subj_cov,C5_fake_target_seed1,0.7387631916596742
mirror_v1_seed2,Q1,subject_only,C4_subject_only,0.7597553054457576
mirror_v1_seed2,Q1,coverage_only,C3_coverage_only,0.7509375417621226
mirror_v1_seed2,Q2,subj_tokens,C0_real,0.7933719023401539
mirror_v1_seed2,Q2,subj_tokens,C1_within_subj_perm_seed0,0.7925360088050718
mirror_v1_seed2,Q2,subj_tokens,C1_within_subj_perm_seed1,0.8087642551690285
mirror_v1_seed2,Q2,subj_tokens,C1_within_subj_perm_seed2,0.8276699832558512
mirror_v1_seed2,Q2,subj_tokens,C2_date_shifted_feats,0.7975863846458673
mirror_v1_seed2,Q2,subj_tokens,C5_fake_target_seed0,0.8203842831659908
mirror_v1_seed2,Q2,subj_tokens,C5_fake_target_seed1,0.8721088209806355
mirror_v1_seed2,Q2,subj_cov,C0_real,0.7555392813177974
mirror_v1_seed2,Q2,subj_cov,C1_within_subj_perm_seed0,0.7864010055966109
mirror_v1_seed2,Q2,subj_cov,C1_within_subj_perm_seed1,0.8098725361991491
mirror_v1_seed2,Q2,subj_cov,C1_within_subj_perm_seed2,0.7853432382037713
mirror_v1_seed2,Q2,subj_cov,C2_date_shifted_feats,0.7792220975220026
mirror_v1_seed2,Q2,subj_cov,C5_fake_target_seed0,0.8098750044184604
mirror_v1_seed2,Q2,subj_cov,C5_fake_target_seed1,0.8379381387089344
mirror_v1_seed2,Q2,subject_only,C4_subject_only,0.7920424755707076
mirror_v1_seed2,Q2,coverage_only,C3_coverage_only,0.7158002760648101
mirror_v1_seed2,Q3,subj_tokens,C0_real,0.7928571710800394
mirror_v1_seed2,Q3,subj_tokens,C1_within_subj_perm_seed0,0.7885921527347445
mirror_v1_seed2,Q3,subj_tokens,C1_within_subj_perm_seed1,0.7978385551056034
mirror_v1_seed2,Q3,subj_tokens,C1_within_subj_perm_seed2,0.8225734432878244
mirror_v1_seed2,Q3,subj_tokens,C2_date_shifted_feats,0.8029031436380882
mirror_v1_seed2,Q3,subj_tokens,C5_fake_target_seed0,0.8540767921153211
mirror_v1_seed2,Q3,subj_tokens,C5_fake_target_seed1,0.8868925132861766
mirror_v1_seed2,Q3,subj_cov,C0_real,0.7969604985036398
mirror_v1_seed2,Q3,subj_cov,C1_within_subj_perm_seed0,0.7857732851693446
mirror_v1_seed2,Q3,subj_cov,C1_within_subj_perm_seed1,0.7909830226628456
mirror_v1_seed2,Q3,subj_cov,C1_within_subj_perm_seed2,0.7856283292889291
mirror_v1_seed2,Q3,subj_cov,C2_date_shifted_feats,0.8141881818630062
mirror_v1_seed2,Q3,subj_cov,C5_fake_target_seed0,0.8849109130922154
mirror_v1_seed2,Q3,subj_cov,C5_fake_target_seed1,0.869872394577144
mirror_v1_seed2,Q3,subject_only,C4_subject_only,0.7842293232508643
mirror_v1_seed2,Q3,coverage_only,C3_coverage_only,0.6727734921655251
mirror_v1_seed2,S1,subj_tokens,C0_real,0.5824502741121159
mirror_v1_seed2,S1,subj_tokens,C1_within_subj_perm_seed0,0.5758207868312207
mirror_v1_seed2,S1,subj_tokens,C1_within_subj_perm_seed1,0.5955598527784403
mirror_v1_seed2,S1,subj_tokens,C1_within_subj_perm_seed2,0.5774268363443544
mirror_v1_seed2,S1,subj_tokens,C2_date_shifted_feats,0.5814585044440882
mirror_v1_seed2,S1,subj_tokens,C5_fake_target_seed0,0.6045609698707471
mirror_v1_seed2,S1,subj_tokens,C5_fake_target_seed1,0.6424536667380346
mirror_v1_seed2,S1,subj_cov,C0_real,0.6042072740628197
mirror_v1_seed2,S1,subj_cov,C1_within_subj_perm_seed0,0.6036254539151821
mirror_v1_seed2,S1,subj_cov,C1_within_subj_perm_seed1,0.5939338998522171
mirror_v1_seed2,S1,subj_cov,C1_within_subj_perm_seed2,0.5945884046535553
mirror_v1_seed2,S1,subj_cov,C2_date_shifted_feats,0.6021731652397804
mirror_v1_seed2,S1,subj_cov,C5_fake_target_seed0,0.6124928679739156
mirror_v1_seed2,S1,subj_cov,C5_fake_target_seed1,0.63030698170592
mirror_v1_seed2,S1,subject_only,C4_subject_only,0.5809936231408512
mirror_v1_seed2,S1,coverage_only,C3_coverage_only,0.6242102556261652
mirror_v1_seed2,S2,subj_tokens,C0_real,0.6331726379111696
mirror_v1_seed2,S2,subj_tokens,C1_within_subj_perm_seed0,0.6585928270369305
mirror_v1_seed2,S2,subj_tokens,C1_within_subj_perm_seed1,0.6256094634846966
mirror_v1_seed2,S2,subj_tokens,C1_within_subj_perm_seed2,0.6275024321176542
mirror_v1_seed2,S2,subj_tokens,C2_date_shifted_feats,0.6307256729321776
mirror_v1_seed2,S2,subj_tokens,C5_fake_target_seed0,0.6737069692042056
mirror_v1_seed2,S2,subj_tokens,C5_fake_target_seed1,0.7039017823309044
mirror_v1_seed2,S2,subj_cov,C0_real,0.635123558334073
mirror_v1_seed2,S2,subj_cov,C1_within_subj_perm_seed0,0.6373031614052788
mirror_v1_seed2,S2,subj_cov,C1_within_subj_perm_seed1,0.6472849199046027
mirror_v1_seed2,S2,subj_cov,C1_within_subj_perm_seed2,0.6482874500347237
mirror_v1_seed2,S2,subj_cov,C2_date_shifted_feats,0.6295198527466518
mirror_v1_seed2,S2,subj_cov,C5_fake_target_seed0,0.6826146614517871
mirror_v1_seed2,S2,subj_cov,C5_fake_target_seed1,0.6843569285558614
mirror_v1_seed2,S2,subject_only,C4_subject_only,0.6267207673264247
mirror_v1_seed2,S2,coverage_only,C3_coverage_only,0.673598652102583
mirror_v1_seed2,S3,subj_tokens,C0_real,0.6246239237835339
mirror_v1_seed2,S3,subj_tokens,C1_within_subj_perm_seed0,0.627438409142198
mirror_v1_seed2,S3,subj_tokens,C1_within_subj_perm_seed1,0.6288667649759943
mirror_v1_seed2,S3,subj_tokens,C1_within_subj_perm_seed2,0.6160810654206956
mirror_v1_seed2,S3,subj_tokens,C2_date_shifted_feats,0.6225774325232095
mirror_v1_seed2,S3,subj_tokens,C5_fake_target_seed0,0.5953977295281232
mirror_v1_seed2,S3,subj_tokens,C5_fake_target_seed1,0.7197810381188836
mirror_v1_seed2,S3,subj_cov,C0_real,0.6102345145897087
mirror_v1_seed2,S3,subj_cov,C1_within_subj_perm_seed0,0.6136184106527947
mirror_v1_seed2,S3,subj_cov,C1_within_subj_perm_seed1,0.5966617727304891
mirror_v1_seed2,S3,subj_cov,C1_within_subj_perm_seed2,0.6658008022937721
mirror_v1_seed2,S3,subj_cov,C2_date_shifted_feats,0.6073456856398121
mirror_v1_seed2,S3,subj_cov,C5_fake_target_seed0,0.5997736252212033
mirror_v1_seed2,S3,subj_cov,C5_fake_target_seed1,0.6246770033495869
mirror_v1_seed2,S3,subject_only,C4_subject_only,0.6013985549006321
mirror_v1_seed2,S3,coverage_only,C3_coverage_only,0.7112532616438328
mirror_v1_seed2,S4,subj_tokens,C0_real,0.6490026408292056
mirror_v1_seed2,S4,subj_tokens,C1_within_subj_perm_seed0,0.630092642773712
mirror_v1_seed2,S4,subj_tokens,C1_within_subj_perm_seed1,0.6717270680945643
mirror_v1_seed2,S4,subj_tokens,C1_within_subj_perm_seed2,0.6480086928670571
mirror_v1_seed2,S4,subj_tokens,C2_date_shifted_feats,0.6512207577518088
mirror_v1_seed2,S4,subj_tokens,C5_fake_target_seed0,0.6338920886685289
mirror_v1_seed2,S4,subj_tokens,C5_fake_target_seed1,0.6799805342028236
mirror_v1_seed2,S4,subj_cov,C0_real,0.6819152650714806
mirror_v1_seed2,S4,subj_cov,C1_within_subj_perm_seed0,0.6618068893311666
mirror_v1_seed2,S4,subj_cov,C1_within_subj_perm_seed1,0.6515224125259659
mirror_v1_seed2,S4,subj_cov,C1_within_subj_perm_seed2,0.6481245989883266
mirror_v1_seed2,S4,subj_cov,C2_date_shifted_feats,0.6621922328278551
mirror_v1_seed2,S4,subj_cov,C5_fake_target_seed0,0.6559835671011459
mirror_v1_seed2,S4,subj_cov,C5_fake_target_seed1,0.6569005071071661
mirror_v1_seed2,S4,subject_only,C4_subject_only,0.6399666103973288
mirror_v1_seed2,S4,coverage_only,C3_coverage_only,0.7131450381087951
