candidate,fold_family,gamma,base_logloss,new_logloss,delta,mean_abs_move_base,target
sleep_family_rank_g030,chrono_tail,,0.6634450939128866,0.6608579805490121,-0.002587113363874516,0.0050544005289280625,S2
sleep_family_rank_g030,chrono_tail,,0.655181098087363,0.6532548604746069,-0.001926237612756121,0.006046978701245177,S4
sleep_family_rank_g030,hole_v1,0.03,0.6201760034712545,0.6178586112382006,-0.0023173922330538277,0.00544485853112904,
sleep_family_rank_g030,hole_v1,,0.6862519687787517,0.682995554793116,-0.0032564139856356977,0.006165139550758012,Q1
sleep_family_rank_g030,hole_v1,,0.5776643422739894,0.5738903956723971,-0.0037739466015923595,0.004732266099461298,S1
sleep_family_rank_g030,hole_v1,,0.5699144633386339,0.5689378284136415,-0.0009766349249924478,0.0049050011394259786,S2
sleep_family_rank_g030,hole_v1,,0.6468732394936426,0.6456106660736481,-0.0012625734199944727,0.005977027334870871,S4
sleep_family_rank_g030,mirror_v1,0.03,0.6221397880118915,0.6200177750389508,-0.002122012972940679,0.005458612909497116,
sleep_family_rank_g030,mirror_v1,,0.6859529921787803,0.6837979215502437,-0.002155070628536593,0.0061099873923082726,Q1
sleep_family_rank_g030,mirror_v1,,0.5654395838492892,0.5630580862297166,-0.0023814976195725146,0.004715436675751871,S1
sleep_family_rank_g030,mirror_v1,,0.5939371630135425,0.5926425308732787,-0.0012946321402638183,0.004919870006307769,S2
sleep_family_rank_g030,mirror_v1,,0.643229413005954,0.6405725615025643,-0.00265685150338979,0.00608915756362055,S4
sleep_family_rank_g050,chrono_tail,0.05,0.6309788068283206,0.6270865081351897,-0.0038922986931309023,0.009299403224858888,
sleep_family_rank_g050,chrono_tail,,0.6704673467629233,0.6665964647897383,-0.0038708819731849697,0.010340769693068632,Q1
sleep_family_rank_g050,chrono_tail,,0.5348216885501097,0.5304304854647857,-0.004391203085324036,0.008381629375559656,S1
sleep_family_rank_g050,chrono_tail,,0.6634450939128866,0.659231936545452,-0.004213157367434661,0.008409936725113296,S2
sleep_family_rank_g050,chrono_tail,,0.655181098087363,0.652087145740783,-0.0030939523465800534,0.010065277105693968,S4
sleep_family_rank_g050,hole_v1,0.05,0.6201760034712545,0.6164183971964703,-0.0037576062747841643,0.009061210171116113,
sleep_family_rank_g050,hole_v1,,0.6862519687787517,0.6809430476464238,-0.005308921132327948,0.010266353251629294,Q1
sleep_family_rank_g050,hole_v1,,0.5776643422739894,0.5714662479477491,-0.0061980943262403,0.007873726100961539,S1
sleep_family_rank_g050,hole_v1,,0.5699144633386339,0.5683808153473692,-0.0015336479912647638,0.008156976883871733,S2
sleep_family_rank_g050,hole_v1,,0.6468732394936426,0.6448834778443391,-0.001989761649303534,0.009947784448001882,S4
sleep_family_rank_g050,mirror_v1,0.05,0.6221397880118915,0.6187082469445193,-0.0034315410673722013,0.009085017923150134,
sleep_family_rank_g050,mirror_v1,,0.6859529921787803,0.6824781914254894,-0.0034748007532908742,0.010168966258089301,Q1
sleep_family_rank_g050,mirror_v1,,0.5654395838492892,0.5615616441949929,-0.0038779396542962807,0.007847060544363316,S1
sleep_family_rank_g050,mirror_v1,,0.5939371630135425,0.5918747444169891,-0.002062418596553428,0.008187563413202951,S2
sleep_family_rank_g050,mirror_v1,,0.643229413005954,0.638918407740606,-0.004311005265348,0.010136481476944967,S4
