group,target,feature,selected_count
rest_boundary,S4,r4__g4_rest_block_len_h__prev_delta,9
rest_boundary,S4,r4__g4_rest_block_score_min__subj_z,9
rest_boundary,S4,r4__g4_rest_boundary_contrast__prev_delta,9
rest_boundary,S4,r4__g4_rest_fragmentation__prev_delta,9
rest_boundary,S4,r4__g4_rest_high_run_len_h__prev_delta,9
rest_boundary,S4,r4__g4_rest_high_run_start_rel_h__subj_z,9
rest_boundary,S4,r4__g4_rest_high_run_end_rel_h__prev_delta,9
rest_boundary,S4,r4__g4_rest_activity_interrupt_h__subj_z,9
rest_boundary,S4,r4__g4_rest_activity_interrupt_h__prev_delta,9
rest_boundary,S4,r4__g4_rest_activity_interrupt_h__prev_abs_delta,9
rest_boundary,S4,r4__g4_rest_light_interrupt_h__subj_z,9
rest_boundary,S4,r4__g4_pre_rest_active_h__subj_z,9
rest_boundary,S4,r4__g4_pre_rest_active_h__prev_delta,9
rest_boundary,S4,r4__g4_pre_rest_active_h__prev_abs_delta,9
rest_boundary,S4,r4__g4_post_rest_active_h__subj_z,9
rest_boundary,S4,r4__g4_pre_rest_screen_sum__subj_z,9
