group,target,feature,selected_count
hour_transition,Q1,h4__g4_sleep_00_06_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q1,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta,9
hour_transition,Q1,h4__g4_sleep_00_06_screen_use_sum_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q1,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q1,h4__g4_h05_obs,9
hour_transition,Q1,h4__g4_h00_obs,9
hour_transition,Q1,h4__g4_h01_obs,9
hour_transition,Q1,h4__g4_h03_obs,9
hour_transition,Q1,h4__g4_h04_obs,9
hour_transition,Q1,h4__g4_h06_obs,9
hour_transition,Q1,h4__g4_h02_obs,9
hour_transition,Q1,h4__g4_h08_obs,9
hour_transition,Q1,h4__g4_h11_obs,9
hour_transition,Q1,h4__g4_h07_obs,9
hour_transition,Q1,h4__g4_h10_obs,9
hour_transition,Q1,h4__g4_h09_obs,9
hour_transition,Q1,h4__g4_h16_obs,9
hour_transition,Q1,h4__g4_h14_obs,9
hour_transition,Q1,h4__g4_h13_obs,9
hour_transition,Q1,h4__g4_hourly_max_abs_deviation__prev_delta,8
rest_boundary,Q1,r4__g4_rest_block_end_rel_h,9
rest_boundary,Q1,r4__g4_rest_block_len_h,9
rest_boundary,Q1,r4__g4_rest_block_score_min,9
rest_boundary,Q1,r4__g4_rest_high_run_len_h,9
rest_boundary,Q1,r4__g4_rest_high_run_start_rel_h,9
rest_boundary,Q1,r4__g4_rest_activity_interrupt_h,9
rest_boundary,Q1,r4__g4_crossnight_screen_on_h,9
rest_boundary,Q1,r4__g4_crossnight_dark_h,9
rest_boundary,Q1,r4__g4_rest_event_long_confident,9
rest_boundary,Q1,r4__g4_rest_block_len_h__subj_z,9
rest_boundary,Q1,r4__g4_rest_block_len_h__prev_delta,9
rest_boundary,Q1,r4__g4_rest_block_len_h__prev_abs_delta,9
rest_boundary,Q1,r4__g4_rest_boundary_contrast__prev_delta,9
rest_boundary,Q1,r4__g4_rest_boundary_confidence__prev_delta,9
rest_boundary,Q1,r4__g4_rest_fragmentation__subj_z,9
rest_boundary,Q1,r4__g4_rest_high_run_len_h__subj_z,9
rest_boundary,Q1,r4__g4_rest_high_run_len_h__prev_delta,9
rest_boundary,Q1,r4__g4_rest_high_run_len_h__prev_abs_delta,9
rest_boundary,Q1,r4__g4_rest_high_run_start_rel_h__subj_z,9
rest_boundary,Q1,r4__g4_rest_high_run_end_rel_h__subj_z,9
rest_boundary,Q1,r4__g4_rest_screen_interrupt_h__subj_z,9
rest_boundary,Q1,r4__g4_rest_activity_interrupt_h__subj_z,9
rest_boundary,Q1,r4__g4_rest_activity_interrupt_h__prev_delta,9
rest_boundary,Q1,r4__g4_rest_activity_interrupt_h__prev_abs_delta,9
rest_boundary,Q1,r4__g4_post_rest_screen_sum__subj_z,9
rest_boundary,Q1,r4__g4_crossnight_observed_h__prev_delta,9
rest_boundary,Q1,r4__g4_crossnight_screen_on_h__subj_z,9
rest_boundary,Q1,r4__g4_crossnight_screen_on_h__prev_delta,9
rest_boundary,Q1,r4__g4_crossnight_dark_h__subj_z,9
rest_boundary,Q1,r4__g4_crossnight_dark_h__prev_abs_delta,9
semantic_app,Q2,sem__topapp_all_시스템_ui_time,9
semantic_app,Q2,sem__topapp_all_one_ui_홈_time,9
semantic_app,Q2,sem__topapp_all_microsoft_launcher_time,9
semantic_app,Q2,sem__topapp_evening_시스템_ui_time,9
semantic_app,Q2,sem__topapp_21_03_one_ui_홈_time,9
semantic_app,Q2,sem__topapp_21_03_시스템_ui_time,9
semantic_app,Q2,sem__topapp_all_클래시_로얄_time,9
semantic_app,Q2,sem__topapp_all_tiktok_time,9
semantic_app,Q2,sem__topapp_21_03_youtube_time,9
semantic_app,Q2,sem__topapp_00_06_one_ui_홈_time,9
semantic_app,Q2,sem__topapp_evening_microsoft_launcher_time,9
semantic_app,Q2,sem__topapp_00_06_시스템_ui_time,9
semantic_app,Q2,sem__app_hourly_time_std,9
semantic_app,Q2,sem__topapp_all_네이트_time,9
semantic_app,Q2,sem__topapp_00_06_youtube_time,9
semantic_app,Q2,sem__topapp_evening_tiktok_time,9
semantic_app,Q2,sem__topapp_all_카카오버스_time,9
semantic_app,Q2,sem__topapp_all_tmap_time,9
semantic_app,Q2,sem__topapp_21_03_tiktok_time,9
semantic_app,Q2,sem__topapp_evening_클래시_로얄_time,9
semantic_app,Q2,sem__topapp_21_03_클래시_로얄_time,9
semantic_app,Q2,sem__topapp_all_클래시오브클랜_time,9
semantic_app,Q2,sem__topapp_00_06_tiktok_time,9
semantic_app,Q2,sem__topapp_evening_네이트_time,9
semantic_app,Q2,sem__topapp_all_bnkr몰_time,9
semantic_app,Q2,sem__topapp_00_06_클래시_로얄_time,9
semantic_app,Q2,sem__topapp_all_카카오_t_time,9
semantic_app,Q2,sem__topapp_21_03_네이트_time,9
semantic_app,Q2,sem__topapp_evening_discord_time,9
semantic_app,Q2,sem__topapp_21_03_네이버_지도_time,9
identity_token,Q2,tok__wifi_bssid:42:23:aa:dc:6f:96,9
identity_token,Q2,tok__wifi_bssid:00:23:aa:dc:6f:96,9
identity_token,Q2,tok__wifi_bssid:12:23:aa:dc:6f:96,9
identity_token,Q2,tok__wifi_bssid:42:23:aa:d4:b5:02,9
identity_token,Q2,tok__wifi_bssid:12:23:aa:d4:b5:02,9
identity_token,Q2,tok__wifi_bssid:3a:5d:dd:de:5f:fb,9
identity_token,Q2,tok__wifi_bssid:08:5d:dd:de:5f:fb,9
identity_token,Q2,tok__wifi_bssid:0a:5d:dd:de:5f:fb,9
identity_token,Q2,tok__wifi_bssid:00:23:aa:d4:b5:02,9
identity_token,Q2,tok__ble_device_class:1796,9
identity_token,Q2,tok__wifi_bssid:c6:a9:4f:c2:55:61,9
identity_token,Q2,tok__usage_app_name:네이트,9
identity_token,Q2,tok__wifi_bssid:08:5d:dd:d8:9e:53,8
identity_token,Q2,tok__wifi_bssid:3a:5d:dd:d8:9e:53,8
identity_token,Q2,tok__wifi_bssid:42:23:aa:e3:b6:42,8
identity_token,Q2,tok__wifi_bssid:00:23:aa:e3:b6:42,8
identity_token,Q2,tok__wifi_bssid:0a:5d:dd:d8:9e:53,8
identity_token,Q2,tok__wifi_bssid:12:23:aa:e3:b6:42,8
identity_token,Q2,tok__wifi_bssid:0a:5d:dd:73:32:68,8
identity_token,Q2,tok__wifi_bssid:08:5d:dd:9c:42:1b,8
identity_token,Q2,tok__wifi_bssid:08:5d:dd:9c:42:1a,8
identity_token,Q2,tok__wifi_bssid:80:ca:4b:9b:ae:32,8
identity_token,Q2,tok__wifi_bssid:80:ca:4b:9b:ae:33,8
identity_token,Q2,tok__wifi_bssid:1e:39:29:71:5c:9e,8
identity_token,Q2,tok__wifi_bssid:72:5d:cc:4a:60:f0,8
identity_token,Q2,tok__wifi_bssid:00:08:9f:4e:73:fc,8
identity_token,Q2,tok__wifi_bssid:80:ca:4b:71:a2:56,8
identity_token,Q2,tok__wifi_bssid:00:07:89:cc:09:9a,8
identity_token,Q2,tok__wifi_bssid:00:08:52:47:f6:fc,8
identity_token,Q2,tok__wifi_bssid:42:23:aa:dc:6f:97,8
hour_transition,Q2,h4__g4_hourly_max_abs_deviation,9
hour_transition,Q2,h4__g4_evening_18_23_activity_mean_h_rz_maxabs,9
hour_transition,Q2,h4__g4_evening_18_23_activity_mean_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q2,h4__g4_day_10_18_activity_mean_h_rz_maxabs,9
hour_transition,Q2,h4__g4_h11_activity_mean_h_rz,9
hour_transition,Q2,h4__g4_morning_06_10_activity_mean_h_rz_mean__prev_abs_delta,9
hour_transition,Q2,h4__g4_evening_18_23_activity_mean_h_rz_mean__prev_abs_delta,9
hour_transition,Q2,h4__g4_day_10_18_activity_mean_h_rz_mean,9
hour_transition,Q2,h4__g4_h05_mlight_max_h_rz,9
hour_transition,Q2,h4__g4_h08_mlight_max_h_rz,9
hour_transition,Q2,h4__g4_h06_mlight_max_h_rz,9
hour_transition,Q2,h4__g4_h08_screen_use_sum_h_rz,9
hour_transition,Q2,h4__g4_morning_06_10_mlight_max_h_rz_mean,9
hour_transition,Q2,h4__g4_h18_wlight_max_h_rz,9
hour_transition,Q2,h4__g4_hourly_mean_abs_deviation,9
hour_transition,Q2,h4__g4_morning_06_10_screen_use_sum_h_rz_mean,9
hour_transition,Q2,h4__g4_late_21_02_screen_use_sum_h_rz_mean__prev_delta,9
hour_transition,Q2,h4__g4_day_10_18_screen_use_sum_h_rz_mean,9
hour_transition,Q2,h4__g4_late_21_02_screen_use_sum_h_rz_maxabs__prev_delta,9
hour_transition,Q2,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_delta,9
hour_transition,Q2,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q2,h4__g4_h23_obs,9
hour_transition,Q2,h4__g4_h16_obs,9
hour_transition,Q2,h4__g4_h14_obs,9
hour_transition,Q2,h4__g4_h13_obs,9
hour_transition,Q2,h4__g4_day_10_18_activity_mean_h_rz_maxabs__prev_delta,8
hour_transition,Q2,h4__g4_late_21_02_activity_mean_h_rz_maxabs,8
hour_transition,Q2,h4__g4_sleep_00_06_activity_mean_h_rz_mean__prev_abs_delta,8
hour_transition,Q2,h4__g4_h09_mlight_max_h_rz,8
hour_transition,Q2,h4__g4_h22_mlight_max_h_rz,8
rest_boundary,Q2,r4__g4_rest_block_len_h,9
rest_boundary,Q2,r4__g4_rest_block_score_mean,9
rest_boundary,Q2,r4__g4_rest_block_score_min,9
rest_boundary,Q2,r4__g4_rest_boundary_confidence,9
rest_boundary,Q2,r4__g4_rest_fragmentation,9
rest_boundary,Q2,r4__g4_rest_screen_interrupt_h,9
rest_boundary,Q2,r4__g4_pre_rest_active_h,9
rest_boundary,Q2,r4__g4_post_rest_active_h,9
rest_boundary,Q2,r4__g4_crossnight_observed_h,9
rest_boundary,Q2,r4__g4_crossnight_screen_on_h,9
rest_boundary,Q2,r4__g4_rest_event_fragmented,9
rest_boundary,Q2,r4__g4_rest_block_start_rel_h__prev_abs_delta,9
rest_boundary,Q2,r4__g4_rest_block_len_h__subj_z,9
rest_boundary,Q2,r4__g4_rest_block_len_h__prev_abs_delta,9
rest_boundary,Q2,r4__g4_rest_block_score_mean__prev_delta,9
rest_boundary,Q2,r4__g4_rest_block_score_min__subj_z,9
rest_boundary,Q2,r4__g4_rest_block_score_min__prev_delta,9
rest_boundary,Q2,r4__g4_rest_boundary_contrast__prev_delta,9
rest_boundary,Q2,r4__g4_rest_boundary_confidence__prev_delta,9
rest_boundary,Q2,r4__g4_rest_fragmentation__subj_z,9
rest_boundary,Q2,r4__g4_rest_fragmentation__prev_delta,9
rest_boundary,Q2,r4__g4_rest_high_run_len_h__prev_delta,9
rest_boundary,Q2,r4__g4_rest_high_run_len_h__prev_abs_delta,9
rest_boundary,Q2,r4__g4_rest_screen_interrupt_h__subj_z,9
rest_boundary,Q2,r4__g4_rest_screen_interrupt_h__prev_delta,9
rest_boundary,Q2,r4__g4_rest_activity_interrupt_h__subj_z,9
rest_boundary,Q2,r4__g4_rest_light_interrupt_h__prev_delta,9
rest_boundary,Q2,r4__g4_pre_rest_active_h__subj_z,9
rest_boundary,Q2,r4__g4_pre_rest_active_h__prev_delta,9
rest_boundary,Q2,r4__g4_post_rest_active_h__subj_z,9
semantic_app,Q3,sem__app_hourly_time_max,9
semantic_app,Q3,sem__topapp_all_naver_time,9
semantic_app,Q3,sem__topapp_all_당근_time,9
semantic_app,Q3,sem__topapp_all_클래시_로얄_time,9
semantic_app,Q3,sem__topapp_all_갤러리_time,9
semantic_app,Q3,sem__topapp_evening_당근_time,9
semantic_app,Q3,sem__app_hourly_time_std,9
semantic_app,Q3,sem__topapp_all_카메라_time,9
semantic_app,Q3,sem__topapp_21_03_당근_time,9
semantic_app,Q3,sem__topapp_all_facebook_time,9
semantic_app,Q3,sem__topapp_all_tmap_time,9
semantic_app,Q3,sem__topapp_00_06_microsoft_launcher_time,9
semantic_app,Q3,sem__topapp_all_help_cnuh24_time,9
semantic_app,Q3,sem__topapp_all_권한_관리자_time,9
semantic_app,Q3,sem__topapp_evening_facebook_time,9
semantic_app,Q3,sem__topapp_21_03_facebook_time,9
semantic_app,Q3,sem__topapp_21_03_카메라_time,9
semantic_app,Q3,sem__topapp_all_편한가계부_time,9
semantic_app,Q3,sem__topapp_evening_tmap_time,9
semantic_app,Q3,sem__topapp_00_06_help_cnuh24_time,9
semantic_app,Q3,sem__topapp_00_06_카메라_time,9
semantic_app,Q3,sem__topapp_21_03_discord_time,9
semantic_app,Q3,sem__topapp_all_one_ui_홈_time,8
semantic_app,Q3,sem__topapp_all_nonogram_elf_time,8
semantic_app,Q3,sem__topapp_evening_nonogram_elf_time,8
semantic_app,Q3,sem__topapp_21_03_nonogram_elf_time,8
semantic_app,Q3,sem__topapp_21_03_help_cnuh24_time,8
semantic_app,Q3,sem__topapp_evening_권한_관리자_time,8
semantic_app,Q3,sem__topapp_evening_naver_time,7
semantic_app,Q3,sem__topapp_all_모바일뷰어_time,7
identity_token,Q3,tok__usage_app_name:시스템 UI,9
identity_token,Q3,tok__wifi_bssid:50:46:ae:3b:2b:c6,9
identity_token,Q3,tok__usage_app_name:One UI 홈,9
identity_token,Q3,tok__wifi_bssid:50:46:ae:7c:80:fe,9
identity_token,Q3,tok__wifi_bssid:42:23:aa:d4:b5:02,9
identity_token,Q3,tok__wifi_bssid:3a:5d:dd:de:5f:fb,9
identity_token,Q3,tok__wifi_bssid:08:5d:dd:de:5f:fb,9
identity_token,Q3,tok__wifi_bssid:16:7f:67:d7:9e:73,9
identity_token,Q3,tok__wifi_bssid:16:7f:67:44:cb:34,9
identity_token,Q3,tok__wifi_bssid:9e:25:4a:80:6f:61,9
identity_token,Q3,tok__wifi_bssid:70:5d:cc:ca:96:16,9
identity_token,Q3,tok__wifi_bssid:60:29:d5:4a:47:d4,9
identity_token,Q3,tok__usage_app_name:NAVER,9
identity_token,Q3,tok__wifi_bssid:9e:25:4a:80:6f:62,9
identity_token,Q3,tok__wifi_bssid:88:36:6c:2e:3c:86,9
identity_token,Q3,tok__wifi_bssid:9e:7b:ef:5a:2f:35,9
identity_token,Q3,tok__wifi_bssid:c6:a9:4f:c2:55:61,9
identity_token,Q3,tok__ble_address:F8:F0:05:DB:D3:21,9
identity_token,Q3,tok__ble_address:F8:F0:05:78:90:CB,9
identity_token,Q3,tok__wifi_bssid:b4:a9:4f:c2:55:61,9
identity_token,Q3,tok__usage_app_name:갤러리,9
identity_token,Q3,tok__wifi_bssid:32:4e:e9:0c:49:5e,9
identity_token,Q3,tok__usage_app_name:카메라,9
identity_token,Q3,tok__wifi_bssid:70:5d:cc:11:99:ac,9
identity_token,Q3,tok__wifi_bssid:50:46:ae:3b:2b:c7,8
identity_token,Q3,tok__wifi_bssid:3a:4e:e9:0c:49:5e,8
identity_token,Q3,tok__wifi_bssid:3a:4e:e9:0c:49:5f,8
identity_token,Q3,tok__wifi_bssid:98:25:4a:80:6f:61,8
identity_token,Q3,tok__wifi_bssid:98:25:4a:80:73:12,8
identity_token,Q3,tok__wifi_bssid:16:7f:67:bd:b4:bc,8
hour_transition,Q3,h4__g4_h20_activity_mean_h_rz,9
hour_transition,Q3,h4__g4_h21_activity_mean_h_rz,9
hour_transition,Q3,h4__g4_h11_activity_mean_h_rz,9
hour_transition,Q3,h4__g4_h00_mlight_max_h_rz,9
hour_transition,Q3,h4__g4_day_10_18_mlight_max_h_rz_maxabs,9
hour_transition,Q3,h4__g4_h12_mlight_max_h_rz,9
hour_transition,Q3,h4__g4_evening_18_23_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q3,h4__g4_h20_mlight_max_h_rz,9
hour_transition,Q3,h4__g4_h21_mlight_max_h_rz,9
hour_transition,Q3,h4__g4_late_21_02_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q3,h4__g4_h11_mlight_max_h_rz,9
hour_transition,Q3,h4__g4_day_10_18_mlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q3,h4__g4_h21_screen_use_sum_h_rz,9
hour_transition,Q3,h4__g4_h17_wlight_max_h_rz,9
hour_transition,Q3,h4__g4_h18_wlight_max_h_rz,9
hour_transition,Q3,h4__g4_morning_06_10_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,Q3,h4__g4_h19_wlight_max_h_rz,9
hour_transition,Q3,h4__g4_late_21_02_mlight_max_h_rz_mean__prev_delta,9
hour_transition,Q3,h4__g4_day_10_18_mlight_max_h_rz_mean,9
hour_transition,Q3,h4__g4_evening_18_23_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,Q3,h4__g4_sleep_00_06_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,Q3,h4__g4_late_21_02_mlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,Q3,h4__g4_day_10_18_screen_use_sum_h_rz_maxabs,9
hour_transition,Q3,h4__g4_sleep_00_06_wlight_max_h_rz_mean__prev_abs_delta,9
hour_transition,Q3,h4__g4_late_21_02_screen_use_sum_h_rz_mean__prev_abs_delta,9
hour_transition,Q3,h4__g4_day_10_18_screen_use_sum_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q3,h4__g4_sleep_00_06_wlight_max_h_rz_maxabs__prev_abs_delta,9
hour_transition,Q3,h4__g4_h18_activity_mean_h_rz,8
hour_transition,Q3,h4__g4_h05_mlight_max_h_rz,8
hour_transition,Q3,h4__g4_h15_mlight_max_h_rz,8
rest_boundary,Q3,r4__g4_rest_block_end_rel_h,9
rest_boundary,Q3,r4__g4_rest_block_len_h,9
rest_boundary,Q3,r4__g4_rest_block_score_min,9
rest_boundary,Q3,r4__g4_rest_high_run_start_rel_h,9
rest_boundary,Q3,r4__g4_rest_screen_interrupt_h,9
rest_boundary,Q3,r4__g4_rest_activity_interrupt_h,9
rest_boundary,Q3,r4__g4_crossnight_active_h,9
rest_boundary,Q3,r4__g4_crossnight_screen_on_h,9
rest_boundary,Q3,r4__g4_crossnight_dark_h,9
rest_boundary,Q3,r4__g4_rest_event_long_confident,9
rest_boundary,Q3,r4__g4_rest_block_start_rel_h__subj_z,9
rest_boundary,Q3,r4__g4_rest_block_start_rel_h__prev_delta,9
rest_boundary,Q3,r4__g4_rest_block_start_rel_h__prev_abs_delta,9
rest_boundary,Q3,r4__g4_rest_block_end_rel_h__subj_z,9
rest_boundary,Q3,r4__g4_rest_block_end_rel_h__prev_delta,9
rest_boundary,Q3,r4__g4_rest_block_end_rel_h__prev_abs_delta,9
rest_boundary,Q3,r4__g4_rest_high_run_start_rel_h__subj_z,9
rest_boundary,Q3,r4__g4_rest_high_run_start_rel_h__prev_delta,9
rest_boundary,Q3,r4__g4_rest_high_run_end_rel_h__subj_z,9
rest_boundary,Q3,r4__g4_rest_activity_interrupt_h__subj_z,9
rest_boundary,Q3,r4__g4_rest_activity_interrupt_h__prev_abs_delta,9
rest_boundary,Q3,r4__g4_rest_light_interrupt_h__prev_delta,9
rest_boundary,Q3,r4__g4_post_rest_active_h__prev_delta,9
rest_boundary,Q3,r4__g4_pre_rest_screen_sum__subj_z,9
rest_boundary,Q3,r4__g4_pre_rest_screen_sum__prev_abs_delta,9
rest_boundary,Q3,r4__g4_crossnight_observed_h__prev_abs_delta,9
rest_boundary,Q3,r4__g4_crossnight_active_h__subj_z,9
rest_boundary,Q3,r4__g4_crossnight_screen_on_h__subj_z,9
rest_boundary,Q3,r4__g4_crossnight_screen_on_h__prev_delta,9
rest_boundary,Q3,r4__g4_crossnight_screen_on_h__prev_abs_delta,9
semantic_app,S1,sem__app_hourly_time_max,9
semantic_app,S1,sem__topapp_evening_카카오톡_time,9
semantic_app,S1,sem__topapp_21_03_one_ui_홈_time,9
semantic_app,S1,sem__topapp_all_클래시_로얄_time,9
semantic_app,S1,sem__topapp_00_06_one_ui_홈_time,9
semantic_app,S1,sem__topapp_all_네이버_지도_time,9
semantic_app,S1,sem__topapp_00_06_merge_designer_decor_story_time,9
semantic_app,S1,sem__topapp_21_03_쿠팡_time,9
semantic_app,S1,sem__topapp_21_03_클래시_로얄_time,9
semantic_app,S1,sem__topapp_evening_x_time,9
semantic_app,S1,sem__topapp_21_03_withings_time,9
semantic_app,S1,sem__topapp_00_06_x_time,9
semantic_app,S1,sem__topapp_all_신한_슈퍼sol_time,9
semantic_app,S1,sem__topapp_00_06_클래시_로얄_time,9
semantic_app,S1,sem__topapp_all_kb스타뱅킹_time,9
semantic_app,S1,sem__topapp_evening_설정_time,9
semantic_app,S1,sem__topapp_all_꾸다pay_time,9
semantic_app,S1,sem__topapp_21_03_설정_time,9
semantic_app,S1,sem__topapp_evening_bnkr몰_time,9
semantic_app,S1,sem__topapp_all_merge_designer_decor_story_time,8
semantic_app,S1,sem__topapp_evening_캐시워크_time,8
semantic_app,S1,sem__topapp_all_youtube_music_time,8
semantic_app,S1,sem__app_hourly_time_std,8
semantic_app,S1,sem__topapp_all_삼성_인터넷_time,8
semantic_app,S1,sem__topapp_21_03_merge_designer_decor_story_time,8
semantic_app,S1,sem__topapp_evening_tiktok_time,8
semantic_app,S1,sem__topapp_all_google_play_스토어_time,8
semantic_app,S1,sem__topapp_all_네이버_카페_time,8
semantic_app,S1,sem__topapp_evening_youtube_music_time,8
semantic_app,S1,sem__topapp_all_오롤완_time,8
identity_token,S1,tok__wifi_bssid:08:5d:dd:d8:9e:53,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:d8:9e:53,9
identity_token,S1,tok__wifi_bssid:08:5d:dd:d8:9e:52,9
identity_token,S1,tok__wifi_bssid:42:23:aa:e3:b6:42,9
identity_token,S1,tok__wifi_bssid:08:5d:dd:d1:35:67,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:d1:35:67,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:d8:9e:52,9
identity_token,S1,tok__wifi_bssid:00:23:aa:e3:b6:42,9
identity_token,S1,tok__wifi_bssid:0a:5d:dd:d8:9e:53,9
identity_token,S1,tok__wifi_bssid:08:5d:dd:d1:35:66,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:70:c5:30,9
identity_token,S1,tok__wifi_bssid:08:5d:dd:70:c5:30,9
identity_token,S1,tok__wifi_bssid:12:23:aa:e3:b6:42,9
identity_token,S1,tok__wifi_bssid:42:23:aa:dc:6f:96,9
identity_token,S1,tok__wifi_bssid:0a:5d:dd:d1:35:67,9
identity_token,S1,tok__wifi_bssid:00:23:aa:dc:6f:96,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:d1:35:66,9
identity_token,S1,tok__wifi_bssid:12:23:aa:dc:6f:96,9
identity_token,S1,tok__wifi_bssid:0a:5d:dd:70:c5:30,9
identity_token,S1,tok__wifi_bssid:3a:5d:dd:73:32:68,9
