model,subset,n_features,k,C,fold_id,mean_logloss,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
feature_subset_selectk_logistic,semantic_only,1281,80,0.003,chrono_last_30,0.6444830627712603,0.652510678672623,0.6718133221550672,0.6915445122858392,0.6501171983961279,0.613926637645311,0.5789584115712305,0.6525106786726237
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.03,chrono_last_20,0.644604016999378,0.6632772795533193,0.693932307672351,0.7515261125143854,0.5341362032544285,0.6362083988933345,0.6115046876667347,0.6216431294410913
feature_subset_selectk_logistic,semantic_only,1281,80,0.001,chrono_last_25,0.644916930976516,0.6524222295311883,0.6757167004559984,0.6976798134482047,0.638722565020481,0.5838969963609036,0.6243916401581404,0.6415885718606954
feature_subset_selectk_logistic,semantic_only,1281,80,0.001,chrono_last_20,0.6450209247273,0.6393519412024985,0.6953003493474051,0.7004041279009939,0.6335269611360347,0.5842925351739887,0.6229186171276804,0.6393519412024993
feature_subset_selectk_logistic,all,4241,30,0.03,chrono_last_25,0.6451074275939913,0.68635329156882,0.697866179300241,0.7060263561393586,0.5487305007558964,0.6326759570228061,0.5924045770520262,0.6516951313187904
feature_subset_selectk_logistic,daily_windows_only,1204,10,0.01,chrono_last_20,0.6452346896998894,0.6734452491843727,0.6927760940562097,0.6928617623371816,0.5761464186903368,0.6406230668829563,0.5954386294259897,0.6453516073221791
feature_subset_selectk_logistic,no_flat_hourly,3185,10,0.03,chrono_last_30,0.6453473079142622,0.6485128607677236,0.6649607521639554,0.6788335199188756,0.5859174472892081,0.6611417402454006,0.6247395400567729,0.6533252949578987
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.1,chrono_last_25,0.6455100167125751,0.6873188224473197,0.6690568796593387,0.7230046490744806,0.5487939564172746,0.6340075771619225,0.6028266759687441,0.653561556258946
feature_subset_selectk_logistic,all,4241,20,0.1,chrono_last_25,0.6455100167125751,0.6873188224473197,0.6690568796593387,0.7230046490744806,0.5487939564172746,0.6340075771619225,0.6028266759687441,0.653561556258946
feature_subset_selectk_logistic,daily_windows_only,1204,10,0.01,chrono_last_30,0.6455907449422748,0.6732031263898749,0.659725239644707,0.683052420297543,0.6015259078007535,0.657256254970288,0.5878514109295893,0.6565208545631689
feature_subset_selectk_logistic,all,4241,50,0.01,chrono_last_20,0.6456968122355292,0.6624098765791714,0.7211661470062841,0.7346649355341227,0.5489729906600959,0.6326160417496499,0.6039611206200985,0.6160865734992818
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.01,chrono_last_30,0.6458365771753726,0.6514510021252842,0.6776526898389086,0.6862210570835926,0.5848047557603709,0.6584773986562672,0.6077174496668354,0.6545316870963497
feature_subset_selectk_logistic,no_flat_hourly,3185,10,0.01,chrono_last_25,0.6458369851344817,0.6605273776692786,0.6617127121031754,0.710180916754901,0.5978073326722617,0.6471769044645335,0.6009609376511301,0.6424927146260923
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.1,chrono_last_25,0.6458727221304678,0.6848461709266136,0.7168271834182273,0.7123436465405584,0.5392292567358137,0.6233421102617195,0.5990107051281301,0.6455099819022118
feature_subset_selectk_logistic,all,4241,30,0.01,chrono_last_25,0.6461696688257813,0.6838753038399208,0.678177892523098,0.7047217137105725,0.5710019213613892,0.6353721028155965,0.6001520491845204,0.6498866983453715
feature_subset_selectk_logistic,semantic_only,1281,80,0.003,chrono_last_25,0.6462169600437957,0.6524222295311883,0.6757167004559992,0.6976798134482047,0.6387225650204745,0.5929971998318675,0.6243916401581404,0.6415885718606954
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.03,chrono_last_30,0.6464939935577505,0.65246270082682,0.6963665732410085,0.6890424744038202,0.5724267215559958,0.6617705947975397,0.5952000757667266,0.6581888143123431
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.03,chrono_last_25,0.6467707640201988,0.68635329156882,0.697866179300241,0.7176697111228112,0.5487305007558964,0.6326759570228061,0.5924045770520262,0.6516951313187904
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.03,chrono_last_20,0.6468426033548125,0.6647645896013146,0.6908107428484891,0.7541608813974539,0.5332533554049903,0.6353301631561373,0.6200230212608202,0.6295554698144814
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.03,chrono_last_25,0.6468729610274784,0.6821107043931504,0.6945884519370193,0.7085710181651393,0.5589169943201386,0.6353960863141619,0.6039266540818112,0.6446008179809283
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.003,chrono_last_20,0.646908092441903,0.6545277431230493,0.6863493078769516,0.7263703429444203,0.5937595546455469,0.6457861902157102,0.614886045048128,0.6066774632395143
feature_subset_selectk_logistic,all,4241,20,0.03,chrono_last_25,0.6469621982309055,0.6851036573696182,0.6647566025417816,0.7202111998388318,0.5661064809838319,0.6405448331108208,0.6004232008939173,0.6515894128775362
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.03,chrono_last_25,0.6469621982309055,0.6851036573696182,0.6647566025417816,0.7202111998388318,0.5661064809838319,0.6405448331108208,0.6004232008939173,0.6515894128775362
feature_subset_selectk_logistic,all,4241,50,0.03,chrono_last_20,0.6469958911444109,0.665674590942529,0.7211661470062841,0.7407419593815567,0.5302072391580288,0.6342800370569397,0.6136487439149494,0.623252520550588
feature_subset_selectk_logistic,semantic_only,1281,80,0.003,chrono_last_20,0.6470215841379782,0.6393519412024985,0.6953003493474058,0.700404127900994,0.6335269611360349,0.5982971510487336,0.6229186171276804,0.6393519412024994
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.01,chrono_last_30,0.6470624871276234,0.6547248943385853,0.6966754806036465,0.6810310078779089,0.5831431606476155,0.6733997658899544,0.590131840404219,0.6503312601314334
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.01,chrono_last_20,0.647073449737688,0.6596743722206807,0.6874643620127653,0.7373255832636192,0.5590431533121916,0.6343223916924707,0.618866630780846,0.6328176548812428
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.01,chrono_last_30,0.6471240711047869,0.6521936554358416,0.6827460175226769,0.6943614719355103,0.5842386016542437,0.6735609930320238,0.5951017452303236,0.6476660129228873
feature_subset_selectk_logistic,no_flat_hourly,3185,10,0.1,chrono_last_30,0.6471296809465686,0.6509586846553913,0.6675172733684852,0.6820145204827344,0.577804612027221,0.6657419717171913,0.6311270606376416,0.6547436437373161
feature_subset_selectk_logistic,sleep_only,592,10,0.1,chrono_last_20,0.6471693278759985,0.6843253243673475,0.6855772202034474,0.6962395850046496,0.5550508245391363,0.6514215820408297,0.6155715120881529,0.6419992468884258
feature_subset_selectk_logistic,all,4241,50,0.01,chrono_last_30,0.647196266231596,0.6547248943385853,0.7003715174031954,0.6782554529878472,0.5831431606476155,0.6734157377082758,0.590131840404219,0.6503312601314334
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.003,chrono_last_25,0.6473240589905063,0.6675399420306785,0.6660963614328672,0.7095894886459421,0.6083417258289189,0.6483471758053223,0.6128979765625766,0.6184557426272383
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.01,chrono_last_25,0.647380518086239,0.6838753038399208,0.678177892523098,0.7131976585337759,0.5710019213613892,0.6353721028155965,0.6001520491845204,0.6498866983453715
feature_subset_selectk_logistic,semantic_only,1281,50,0.001,chrono_last_25,0.6474149198625014,0.6524222295311883,0.6757168000123577,0.6976798134482047,0.7042500976759735,0.5609837093123696,0.5992632171967216,0.6415885718606947
feature_subset_selectk_logistic,all,4241,30,0.03,chrono_last_20,0.6474547969399486,0.6679666325374145,0.6955426194962145,0.7513110868285162,0.5365592743586516,0.6342657841306915,0.6136712248251442,0.6328669564030066
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.01,chrono_last_20,0.647538395010306,0.6624098765791714,0.7211661470062841,0.7510037367133342,0.5489729906600959,0.6291683199938758,0.6039611206200985,0.6160865734992818
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.03,chrono_last_20,0.6477005388094851,0.6679666325374145,0.6955426194962145,0.7530312799152713,0.5365592743586516,0.6342657841306915,0.6136712248251442,0.6328669564030066
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.1,chrono_last_20,0.6477702694848279,0.6669835632118355,0.6979230240610568,0.7632218614940894,0.5231491584064363,0.6312332176671591,0.6264149601951604,0.6254661013580586
feature_subset_selectk_logistic,all,4241,30,0.01,chrono_last_20,0.6478517363535143,0.6656520529426111,0.6914327838169539,0.7372071934205201,0.5603444768970003,0.6339445900521471,0.6101906746714467,0.6361903826739207
feature_subset_selectk_logistic,semantic_only,1281,50,0.003,chrono_last_25,0.6479602137791066,0.6524222295311883,0.6757168000123575,0.6976798134482047,0.7042500976759736,0.5700365563723214,0.5940274275530057,0.641588571860695
feature_subset_selectk_logistic,semantic_only,1281,80,0.01,chrono_last_30,0.6481197586366866,0.6525106786726231,0.671813322155067,0.6915445122858392,0.6501171983961279,0.6361789527372108,0.5821629675373144,0.6525106786726237
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.03,chrono_last_20,0.648221683760099,0.665674590942529,0.7211661470062841,0.756257698598666,0.5302072391580288,0.627344846149648,0.6136487439149494,0.623252520550588
feature_subset_selectk_logistic,all,4241,30,0.1,chrono_last_25,0.6482540257952545,0.6877828668732459,0.7184930148359158,0.7126366154790483,0.538922112317099,0.6282196306575132,0.5987512659032519,0.6529726745007075
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.01,chrono_last_25,0.6484346662386821,0.6774042400983054,0.6753777132392407,0.7077670811589051,0.5832204434869712,0.6370172303286484,0.6156047950579199,0.6426511603007841
feature_subset_selectk_logistic,semantic_only,1281,80,0.01,chrono_last_25,0.648500047184757,0.6524222295311883,0.6757167004559992,0.6976798134482047,0.6387225650204756,0.6089788098185948,0.6243916401581404,0.6415885718606954
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.01,chrono_last_20,0.6488116108226104,0.6656520529426111,0.6914327838169539,0.7439263147041925,0.5603444768970003,0.6339445900521471,0.6101906746714467,0.6361903826739207
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.1,chrono_last_20,0.6488182187083528,0.6693405565902572,0.6993266028656232,0.7598122554143457,0.5239687850288687,0.6318952548211173,0.6265891494272855,0.6307949268109719
feature_subset_selectk_logistic,sleep_only,592,10,0.1,chrono_last_25,0.6490011794545201,0.7041161695618116,0.6431854718975469,0.6794584683767485,0.5685648869496364,0.6361600748277368,0.6359532226901106,0.6755699618780501
feature_subset_selectk_logistic,semantic_only,1281,50,0.001,chrono_last_20,0.6490073120319598,0.6393519412024985,0.6952995558940319,0.7004041279009939,0.7006599187862811,0.5528020004472785,0.6151816987901361,0.6393519412024993
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.003,chrono_last_30,0.6491422400335116,0.6546930796488545,0.6783885694482535,0.6790345906925401,0.6034886075974241,0.6742134262518524,0.6136456330898039,0.6405317735058527
feature_subset_selectk_logistic,no_flat_hourly,3185,10,0.01,chrono_last_30,0.6492026161723936,0.6473358829935519,0.6649445092535233,0.6794655522725449,0.6078345413792161,0.6585261805451713,0.6333175308839751,0.652994115878772
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.03,chrono_last_30,0.6493179548266167,0.6535740986552864,0.7029867789388048,0.6940386250065261,0.5765145976976014,0.671659121759654,0.5888694804743754,0.6575829812540692
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.1,chrono_last_25,0.6493991873044701,0.6859785187290693,0.7161274984340289,0.7129398624893135,0.5445315105413476,0.6335584823714732,0.6044776607744564,0.6481807777916017
feature_subset_selectk_logistic,semantic_only,1281,50,0.001,chrono_last_30,0.6494933817341983,0.652510678672623,0.6718133453499793,0.699290577912077,0.695510700385366,0.5882692794818887,0.5865484116648304,0.6525106786726237
feature_subset_selectk_logistic,all,4241,30,0.1,chrono_last_20,0.6495064119263033,0.6693405565902572,0.6993266028656232,0.7646296079399996,0.5239687850288687,0.6318952548211173,0.6265891494272855,0.6307949268109719
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.1,chrono_last_25,0.6495319446460247,0.6877828668732459,0.7184930148359158,0.721582047434439,0.538922112317099,0.6282196306575132,0.5987512659032519,0.6529726745007075
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.1,chrono_last_20,0.6495774252259252,0.6682353202264112,0.6953887687861684,0.7685812834007112,0.5197789690491709,0.6357274654984857,0.6310958130899188,0.6282343565306102
feature_subset_selectk_logistic,all,4241,50,0.003,chrono_last_30,0.6496290768517072,0.6546930796488545,0.6813391195784173,0.6796267094475389,0.6034886075974241,0.6740786150940598,0.6136456330898039,0.6405317735058527
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,10,0.03,chrono_last_30,0.6497033403598352,0.6507618168059779,0.6890354348570106,0.6725883257781707,0.5899540406770012,0.6627940575642448,0.6247395400567729,0.6580501667796683
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.03,chrono_last_20,0.649905065786518,0.6650925780963944,0.6952339652796948,0.7561673100153236,0.5450761227060217,0.6381202524191901,0.6135376858834738,0.6361075461055274
feature_subset_selectk_logistic,all,4241,20,0.03,chrono_last_20,0.649905065786518,0.6650925780963944,0.6952339652796948,0.7561673100153236,0.5450761227060217,0.6381202524191901,0.6135376858834738,0.6361075461055274
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.03,chrono_last_20,0.6500419062263337,0.6668144316116896,0.6938828731503978,0.7488834688067897,0.5431113586846524,0.6456770481937465,0.6318759663582085,0.6200481967788517
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,10,0.1,chrono_last_25,0.6500425446541589,0.6857105907221732,0.6626726064345098,0.7247590496758418,0.5534400690608821,0.6387989533471282,0.6383475819109773,0.6465689614275992
feature_subset_selectk_logistic,semantic_only,1281,50,0.01,chrono_last_25,0.6500709538517194,0.6524222295311883,0.6757168000123576,0.6976798134482047,0.7042500976759735,0.5859419575182214,0.5928972069153952,0.6415885718606947
feature_subset_selectk_logistic,sleep_only,592,10,0.03,chrono_last_20,0.6501243343352987,0.6774628953707037,0.6812253732989355,0.6893250075612128,0.5843762695672717,0.6507265300432403,0.6206135079806664,0.6471407565250603
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.01,chrono_last_20,0.6501626667792648,0.6635529144246678,0.6886269353456902,0.7399584276099248,0.570457674280629,0.6448937486457773,0.6310640603006472,0.612584906847517
feature_subset_selectk_logistic,all,4241,50,0.003,chrono_last_20,0.6501663273812505,0.6598560737956675,0.7211661470062841,0.7315994576804377,0.5851090597505465,0.6351783942428072,0.6116193313553585,0.6066358278376521
feature_subset_selectk_logistic,semantic_only,1281,50,0.003,chrono_last_20,0.6502094808041373,0.6393519412024985,0.6952995558940318,0.700404127900994,0.7006599187862811,0.5631966935038255,0.6132021871388308,0.6393519412024994
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.1,chrono_last_20,0.6502195775217121,0.6681397276868755,0.7211661470062841,0.7605967670717378,0.5221259551094305,0.6242493091218242,0.6284617601306031,0.6267973765252298
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.1,chrono_last_20,0.6504335953214779,0.6686255713605218,0.698205126496053,0.7624798028853216,0.5290882330572082,0.6369024105334821,0.6248889378504808,0.6328450850672775
feature_subset_selectk_logistic,all,4241,20,0.1,chrono_last_20,0.6504335953214779,0.6686255713605218,0.698205126496053,0.7624798028853216,0.5290882330572082,0.6369024105334821,0.6248889378504808,0.6328450850672775
feature_subset_selectk_logistic,all,4241,20,0.01,chrono_last_25,0.6504846633854756,0.6821300297804721,0.6610847187623788,0.7156408244690975,0.5922788762873773,0.6437498351979885,0.6102376428622424,0.6482707163387721
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.01,chrono_last_25,0.6504846633854756,0.6821300297804721,0.6610847187623788,0.7156408244690975,0.5922788762873773,0.6437498351979885,0.6102376428622424,0.6482707163387721
feature_subset_selectk_logistic,semantic_only,1281,80,0.01,chrono_last_20,0.6504978794980253,0.6393519412024985,0.6953003493474054,0.700404127900994,0.6335269611360349,0.6226312185690647,0.6229186171276804,0.6393519412024993
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.01,chrono_last_30,0.6504979743417593,0.6556164053862112,0.6819666805030289,0.6733136389937117,0.5998454220852805,0.6735418429928389,0.6054164009739021,0.6637854294573423
feature_subset_selectk_logistic,all,4241,50,0.1,chrono_last_20,0.6505615566937408,0.6681397276868755,0.7211661470062841,0.7507611659591291,0.5221259551094305,0.6364787644386338,0.6284617601306031,0.6267973765252298
feature_subset_selectk_logistic,semantic_only,1281,80,0.03,chrono_last_25,0.6506761757273078,0.6524222295311882,0.6757167004559985,0.6976798134482047,0.6387225650204782,0.6242117096164495,0.6243916401581404,0.6415885718606954
feature_subset_selectk_logistic,subj_norm_only,3178,30,0.03,chrono_last_30,0.6506811682983812,0.6551734783164892,0.7036031614637603,0.6722920639628127,0.5869764358381604,0.6761926053525998,0.5940030952840244,0.6665273378708212
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,10,0.03,chrono_last_25,0.6508547199682555,0.6812893106396666,0.6639586102961181,0.719745499622264,0.5755133595250306,0.6439778784625931,0.6314330587777575,0.6400653224543594
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.01,chrono_last_30,0.6509269460535736,0.6537755001777865,0.6851417760417257,0.6917342976535504,0.5928410999586042,0.6758276590662345,0.616892651973655,0.6402756375034588
feature_subset_selectk_logistic,daily_windows_only,1204,10,0.1,chrono_last_25,0.6509296897986666,0.7003995946909489,0.6670351381689755,0.6777241632802525,0.5421019805362342,0.6302667802461822,0.6854419368124907,0.6535382348555819
feature_subset_selectk_logistic,semantic_only,1281,80,0.03,chrono_last_30,0.6510877206970449,0.652510678672623,0.6718133221550668,0.6915445122858392,0.6501171983961279,0.6521334207049477,0.5869842339920862,0.6525106786726237
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.1,chrono_last_20,0.6510937717733165,0.6687566465026243,0.6977571065434999,0.7561174604529693,0.5263025532490087,0.6445177856083044,0.638256604427741,0.6259482456290677
feature_subset_selectk_logistic,all,4241,50,0.03,chrono_last_30,0.6513257433759637,0.655469942552161,0.7190167735793738,0.6848513103506663,0.5792531888686465,0.6737840207665274,0.5874753434925151,0.6594296240218568
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.03,chrono_last_25,0.6513395398454725,0.6811910041256061,0.6968937696843571,0.7199539279572967,0.5594573510357636,0.6437638666398074,0.6140388425879743,0.6440780168875025
feature_subset_selectk_logistic,all,4241,10,0.1,chrono_last_30,0.6513816667771278,0.6516622364488214,0.6712037657066319,0.6848141065596665,0.6017482668968108,0.6693606099530129,0.6217281375549283,0.6591545443200236
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.01,chrono_last_20,0.6513945390399393,0.6607451877686401,0.6931654817298049,0.7463183054612479,0.5718494521569683,0.6366722457381806,0.611972313360582,0.6390387870641507
feature_subset_selectk_logistic,all,4241,20,0.01,chrono_last_20,0.6513945390399393,0.6607451877686401,0.6931654817298049,0.7463183054612479,0.5718494521569683,0.6366722457381806,0.611972313360582,0.6390387870641507
feature_subset_selectk_logistic,no_flat_hourly,3185,30,0.003,chrono_last_30,0.6515177469751726,0.6517967289851264,0.6712515762605769,0.6974433310357587,0.607142067376254,0.6752452098373857,0.6197208001148478,0.6380245152162587
feature_subset_selectk_logistic,subj_norm_only,3178,10,0.1,chrono_last_30,0.6515704013232796,0.6516622364488214,0.6712037657066319,0.6861352483827278,0.6017482668968108,0.6693606099530129,0.6217281375549283,0.6591545443200236
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.003,chrono_last_20,0.651591309413637,0.6598560737956675,0.7211661470062841,0.7431017293244386,0.5851090597505465,0.6336509968255123,0.6116193313553585,0.6066358278376521
feature_subset_selectk_logistic,subj_norm_only,3178,10,0.03,chrono_last_30,0.6516398977907106,0.6473134953759678,0.6725199739240145,0.681016912745034,0.6170571442896439,0.6641319295529762,0.6252383535256557,0.6542014751216826
feature_subset_selectk_logistic,all,4241,10,0.03,chrono_last_30,0.6516592986411845,0.6473134953759678,0.6725199739240145,0.681152718698351,0.6170571442896439,0.6641319295529762,0.6252383535256557,0.6542014751216826
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.03,chrono_last_30,0.6518504694113799,0.6546516576837633,0.7022923436213643,0.6931763467760027,0.5783988920551499,0.6783355409424048,0.6067565925091604,0.6493419122918144
feature_subset_selectk_logistic,subj_norm_only,3178,50,0.03,chrono_last_30,0.6519630504796649,0.655469942552161,0.7181773102162066,0.6903837645312833,0.5792531888686465,0.6735521796749847,0.5874753434925151,0.6594296240218568
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.1,chrono_last_25,0.6520630489896073,0.684800447091645,0.716936022237232,0.7225694335306392,0.5434290036649364,0.638604707789473,0.610458363331357,0.647643365281969
feature_subset_selectk_logistic,semantic_only,1281,50,0.003,chrono_last_30,0.652148030552059,0.652510678672623,0.6718133453499792,0.7056295130250988,0.695510700385366,0.6069259282654728,0.5801353694932502,0.6525106786726237
feature_subset_selectk_logistic,no_flat_hourly,3185,10,0.03,chrono_last_20,0.6522565020667969,0.6652998713988987,0.6863032832043147,0.7514295354204714,0.5561850760659701,0.6514033389875765,0.6190272675467463,0.6361471418436009
feature_subset_selectk_logistic,daily_windows_only,1204,10,0.03,chrono_last_25,0.6522888499438313,0.6958203156113434,0.6640788611103754,0.6750740898639477,0.5623868541961783,0.6315122963698717,0.6854419368124903,0.6517075956426123
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.1,chrono_last_30,0.652378588125847,0.6539606492263346,0.7197183947546494,0.6968294756941652,0.5728285477807353,0.6663493179003667,0.5939720281079799,0.6629917034166982
feature_subset_selectk_logistic,sleep_only,592,10,0.03,chrono_last_25,0.6523963018399387,0.6988643034083402,0.6475798110107113,0.676515166538058,0.6002722197758599,0.6378572047588535,0.6367549272880187,0.6689304800997296
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,10,0.1,chrono_last_30,0.6525115264774889,0.6529378344204972,0.7064056418588726,0.671505513954464,0.5812140592796959,0.6613978877262413,0.6311270606376416,0.6629926874650094
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,10,0.01,chrono_last_30,0.6525436933726309,0.6501422045458466,0.6774671209552422,0.675598808031105,0.6124772501662924,0.6629696053066646,0.6333175308839751,0.65583333371929
feature_subset_selectk_logistic,semantic_only,1281,80,0.1,chrono_last_25,0.6526096373305375,0.6524222295311883,0.6757167004559992,0.6976798134482047,0.6387225650204756,0.6377459408390579,0.6243916401581404,0.6415885718606954
feature_subset_selectk_logistic,sleep_semantic_behavior_no_flat,2212,20,0.01,chrono_last_25,0.652672501195874,0.6761603630826838,0.6771757332450222,0.7165330710980405,0.5850233457517187,0.646689722614904,0.6249442815456177,0.642180991033131
feature_subset_selectk_logistic,semantic_only,1281,50,0.03,chrono_last_25,0.6526779900954323,0.6524222295311882,0.6757168000123577,0.6976798134482047,0.7042500976759735,0.6015617739146221,0.5955266442249846,0.641588571860695
feature_subset_selectk_logistic,semantic_only,1281,10,0.03,chrono_last_25,0.6527537039690579,0.678866935289266,0.7002268787089257,0.7215201571110941,0.5855493969517332,0.6444986089033543,0.6196817352502971,0.6189322155687351
feature_subset_selectk_logistic,subj_norm_only,3178,20,0.03,chrono_last_30,0.6529138247994133,0.6540875976009327,0.6922927337424262,0.6713332892132131,0.5943024988499145,0.6639701087400388,0.6271782570698904,0.6672322883794768
feature_subset_selectk_logistic,all,4241,20,0.03,chrono_last_30,0.6529492795906361,0.6540875976009327,0.6922927337424262,0.6715814727517725,0.5943024988499145,0.6639701087400388,0.6271782570698904,0.6672322883794768
feature_subset_selectk_logistic,all,4241,30,0.03,chrono_last_30,0.653086703440387,0.6551734783164892,0.7015262093723991,0.6912077620482148,0.5869764358381604,0.6761926053525998,0.5940030952840244,0.6665273378708212
feature_subset_selectk_logistic,no_flat_hourly,3185,20,0.003,chrono_last_30,0.6531277562334881,0.6528875754746655,0.6683136397676777,0.6881590664213623,0.6105596086673005,0.6639017922534445,0.6329777169507005,0.6550948940992659
feature_subset_selectk_logistic,subj_norm_only,3178,10,0.1,chrono_last_25,0.653131199359043,0.6957729114088718,0.6667181145418968,0.7300189736302797,0.5790142447831054,0.640001953563957,0.6191114874696505,0.6412807101155397
feature_subset_selectk_logistic,all,4241,10,0.1,chrono_last_25,0.653131199359043,0.6957729114088718,0.6667181145418968,0.7300189736302797,0.5790142447831054,0.640001953563957,0.6191114874696505,0.6412807101155397
feature_subset_selectk_logistic,semantic_only,1281,80,0.1,chrono_last_30,0.653199267769574,0.6525106786726231,0.6718133221550673,0.6915445122858392,0.6501171983961279,0.6654203584341136,0.5884781257706234,0.6525106786726237
feature_subset_selectk_logistic,all,4241,30,0.01,chrono_last_30,0.6532051761520261,0.6556164053862112,0.6829876809271059,0.6912430512415021,0.5998454220852805,0.6735418429928389,0.6054164009739021,0.6637854294573423
feature_subset_selectk_logistic,no_flat_hourly,3185,10,0.1,chrono_last_20,0.6532901767393569,0.6719171884704187,0.6901246045165625,0.7611670741011223,0.5343290537650479,0.6540738128363908,0.6280961043246243,0.6333233991613318
