split,seed,target,method,C,logloss,base_logloss
testpattern,1,Q1,learned_calibrator,0.01,0.6372955602960694,0.6514838781910703
testpattern,1,Q1,learned_calibrator,0.03,0.6364906515613709,0.6514838781910703
testpattern,1,Q1,learned_calibrator,0.1,0.6567284364230245,0.6514838781910703
testpattern,1,Q1,learned_calibrator,0.3,0.6879528640603768,0.6514838781910703
testpattern,1,Q1,base_plus_calib_w0.15,0.03,0.6476639508004687,0.6514838781910703
testpattern,1,Q1,base_plus_calib_w0.25,0.03,0.6454946829549804,0.6514838781910703
testpattern,1,Q1,base_plus_calib_w0.35,0.03,0.6435881725614708,0.6514838781910703
testpattern,1,Q1,base_plus_calib_w0.5,0.03,0.6411737490639245,0.6514838781910703
testpattern,1,Q2,learned_calibrator,0.01,0.6742476150339589,0.7068116324725102
testpattern,1,Q2,learned_calibrator,0.03,0.696725472584847,0.7068116324725102
testpattern,1,Q2,learned_calibrator,0.1,0.731418311542383,0.7068116324725102
testpattern,1,Q2,learned_calibrator,0.3,0.7561518553390283,0.7068116324725102
testpattern,1,Q2,base_plus_calib_w0.15,0.03,0.6993587323321413,0.7068116324725102
testpattern,1,Q2,base_plus_calib_w0.25,0.03,0.6954777876578175,0.7068116324725102
testpattern,1,Q2,base_plus_calib_w0.35,0.03,0.6924603994966815,0.7068116324725102
testpattern,1,Q2,base_plus_calib_w0.5,0.03,0.6895781394694223,0.7068116324725102
testpattern,1,Q3,learned_calibrator,0.01,0.675544136925019,0.6636381668703838
testpattern,1,Q3,learned_calibrator,0.03,0.6864643837806566,0.6636381668703838
testpattern,1,Q3,learned_calibrator,0.1,0.7056724369242398,0.6636381668703838
testpattern,1,Q3,learned_calibrator,0.3,0.7206535920951584,0.6636381668703838
testpattern,1,Q3,base_plus_calib_w0.15,0.03,0.6610093792487457,0.6636381668703838
testpattern,1,Q3,base_plus_calib_w0.25,0.03,0.6603680788396754,0.6636381668703838
testpattern,1,Q3,base_plus_calib_w0.35,0.03,0.6606147318861151,0.6636381668703838
testpattern,1,Q3,base_plus_calib_w0.5,0.03,0.6626852933446544,0.6636381668703838
testpattern,1,S1,learned_calibrator,0.01,0.6216196895622036,0.6191094206679959
testpattern,1,S1,learned_calibrator,0.03,0.6139474827983368,0.6191094206679959
testpattern,1,S1,learned_calibrator,0.1,0.635367515070096,0.6191094206679959
testpattern,1,S1,learned_calibrator,0.3,0.6565096058766703,0.6191094206679959
testpattern,1,S1,base_plus_calib_w0.15,0.03,0.6142147224026349,0.6191094206679959
testpattern,1,S1,base_plus_calib_w0.25,0.03,0.6121816491487954,0.6191094206679959
testpattern,1,S1,base_plus_calib_w0.35,0.03,0.610865357236859,0.6191094206679959
testpattern,1,S1,base_plus_calib_w0.5,0.03,0.6099704550752402,0.6191094206679959
testpattern,1,S2,learned_calibrator,0.01,0.6078993290885641,0.6610222410604919
testpattern,1,S2,learned_calibrator,0.03,0.6100879581936133,0.6610222410604919
testpattern,1,S2,learned_calibrator,0.1,0.6533144524736595,0.6610222410604919
testpattern,1,S2,learned_calibrator,0.3,0.7221690265941624,0.6610222410604919
testpattern,1,S2,base_plus_calib_w0.15,0.03,0.6482501973213832,0.6610222410604919
testpattern,1,S2,base_plus_calib_w0.25,0.03,0.640745853741576,0.6610222410604919
testpattern,1,S2,base_plus_calib_w0.35,0.03,0.6340354538176121,0.6610222410604919
testpattern,1,S2,base_plus_calib_w0.5,0.03,0.6254489468336967,0.6610222410604919
testpattern,1,S3,learned_calibrator,0.01,0.5899222858604938,0.5701997745251999
testpattern,1,S3,learned_calibrator,0.03,0.5886425464095768,0.5701997745251999
testpattern,1,S3,learned_calibrator,0.1,0.6133163955058997,0.5701997745251999
testpattern,1,S3,learned_calibrator,0.3,0.642928829123955,0.5701997745251999
testpattern,1,S3,base_plus_calib_w0.15,0.03,0.5676177665864286,0.5701997745251999
testpattern,1,S3,base_plus_calib_w0.25,0.03,0.5672941935675453,0.5701997745251999
testpattern,1,S3,base_plus_calib_w0.35,0.03,0.5678080726745552,0.5701997745251999
testpattern,1,S3,base_plus_calib_w0.5,0.03,0.5699584235640817,0.5701997745251999
testpattern,1,S4,learned_calibrator,0.01,0.6519097310919094,0.694073767362753
testpattern,1,S4,learned_calibrator,0.03,0.6574979791919859,0.694073767362753
testpattern,1,S4,learned_calibrator,0.1,0.6686790290020226,0.694073767362753
testpattern,1,S4,learned_calibrator,0.3,0.6765349597090251,0.694073767362753
testpattern,1,S4,base_plus_calib_w0.15,0.03,0.6808032487771896,0.694073767362753
testpattern,1,S4,base_plus_calib_w0.25,0.03,0.6734483429393398,0.694073767362753
testpattern,1,S4,base_plus_calib_w0.35,0.03,0.6672583984154024,0.694073767362753
testpattern,1,S4,base_plus_calib_w0.5,0.03,0.6601542551840897,0.694073767362753
testpattern,2,Q1,learned_calibrator,0.01,0.6843011859974076,0.7816214679416028
testpattern,2,Q1,learned_calibrator,0.03,0.706735682619126,0.7816214679416028
testpattern,2,Q1,learned_calibrator,0.1,0.751661272095929,0.7816214679416028
testpattern,2,Q1,learned_calibrator,0.3,0.7983077583855385,0.7816214679416028
testpattern,2,Q1,base_plus_calib_w0.15,0.03,0.7624194754656247,0.7816214679416028
testpattern,2,Q1,base_plus_calib_w0.25,0.03,0.7524039165934269,0.7816214679416028
testpattern,2,Q1,base_plus_calib_w0.35,0.03,0.7437228753468863,0.7816214679416028
testpattern,2,Q1,base_plus_calib_w0.5,0.03,0.7325706223409847,0.7816214679416028
testpattern,2,Q2,learned_calibrator,0.01,0.6816049976283969,0.7405325504792647
testpattern,2,Q2,learned_calibrator,0.03,0.7088098212395535,0.7405325504792647
testpattern,2,Q2,learned_calibrator,0.1,0.7449767557345714,0.7405325504792647
testpattern,2,Q2,learned_calibrator,0.3,0.774672391768742,0.7405325504792647
testpattern,2,Q2,base_plus_calib_w0.15,0.03,0.7293775934605332,0.7405325504792647
testpattern,2,Q2,base_plus_calib_w0.25,0.03,0.7233349611448782,0.7405325504792647
testpattern,2,Q2,base_plus_calib_w0.35,0.03,0.718293094853302,0.7405325504792647
testpattern,2,Q2,base_plus_calib_w0.5,0.03,0.7125080717601873,0.7405325504792647
testpattern,2,Q3,learned_calibrator,0.01,0.6599101818941231,0.676219127496365
testpattern,2,Q3,learned_calibrator,0.03,0.6602922334883476,0.676219127496365
testpattern,2,Q3,learned_calibrator,0.1,0.678421474450994,0.676219127496365
testpattern,2,Q3,learned_calibrator,0.3,0.7028819691736212,0.676219127496365
testpattern,2,Q3,base_plus_calib_w0.15,0.03,0.6707621061267823,0.676219127496365
testpattern,2,Q3,base_plus_calib_w0.25,0.03,0.6677249396062298,0.676219127496365
testpattern,2,Q3,base_plus_calib_w0.35,0.03,0.6651605196184665,0.676219127496365
testpattern,2,Q3,base_plus_calib_w0.5,0.03,0.6621972733385623,0.676219127496365
testpattern,2,S1,learned_calibrator,0.01,0.6343861179711046,0.6789558177077022
testpattern,2,S1,learned_calibrator,0.03,0.6317488273764468,0.6789558177077022
testpattern,2,S1,learned_calibrator,0.1,0.6564570995286186,0.6789558177077022
testpattern,2,S1,learned_calibrator,0.3,0.7015619601832326,0.6789558177077022
testpattern,2,S1,base_plus_calib_w0.15,0.03,0.6653743839632316,0.6789558177077022
testpattern,2,S1,base_plus_calib_w0.25,0.03,0.658181489672955,0.6789558177077022
testpattern,2,S1,base_plus_calib_w0.35,0.03,0.6521257851953935,0.6789558177077022
testpattern,2,S1,base_plus_calib_w0.5,0.03,0.6447878957609935,0.6789558177077022
testpattern,2,S2,learned_calibrator,0.01,0.6276243552532124,0.666679823302173
testpattern,2,S2,learned_calibrator,0.03,0.6312519175350376,0.666679823302173
testpattern,2,S2,learned_calibrator,0.1,0.6652692557520676,0.666679823302173
testpattern,2,S2,learned_calibrator,0.3,0.7166324008830448,0.666679823302173
testpattern,2,S2,base_plus_calib_w0.15,0.03,0.6533846322836334,0.666679823302173
testpattern,2,S2,base_plus_calib_w0.25,0.03,0.6458705076919309,0.666679823302173
testpattern,2,S2,base_plus_calib_w0.35,0.03,0.6394611279368321,0.666679823302173
testpattern,2,S2,base_plus_calib_w0.5,0.03,0.6320208722225525,0.666679823302173
testpattern,2,S3,learned_calibrator,0.01,0.6167265038933619,0.5562886186099332
testpattern,2,S3,learned_calibrator,0.03,0.59909062183229,0.5562886186099332
testpattern,2,S3,learned_calibrator,0.1,0.6006773317461165,0.5562886186099332
testpattern,2,S3,learned_calibrator,0.3,0.626315319149347,0.5562886186099332
testpattern,2,S3,base_plus_calib_w0.15,0.03,0.557730964674783,0.5562886186099332
testpattern,2,S3,base_plus_calib_w0.25,0.03,0.5597197465916879,0.5562886186099332
testpattern,2,S3,base_plus_calib_w0.35,0.03,0.5624559224473062,0.5562886186099332
testpattern,2,S3,base_plus_calib_w0.5,0.03,0.5679186883864754,0.5562886186099332
testpattern,2,S4,learned_calibrator,0.01,0.6574236872720719,0.6941874379224998
testpattern,2,S4,learned_calibrator,0.03,0.659208178419427,0.6941874379224998
testpattern,2,S4,learned_calibrator,0.1,0.675422715059707,0.6941874379224998
testpattern,2,S4,learned_calibrator,0.3,0.6978271134476819,0.6941874379224998
testpattern,2,S4,base_plus_calib_w0.15,0.03,0.6838403169148478,0.6941874379224998
testpattern,2,S4,base_plus_calib_w0.25,0.03,0.6779439471295381,0.6941874379224998
testpattern,2,S4,base_plus_calib_w0.35,0.03,0.672835113976483,0.6941874379224998
testpattern,2,S4,base_plus_calib_w0.5,0.03,0.6666406806010415,0.6941874379224998
testpattern,3,Q1,learned_calibrator,0.01,0.6674904058832988,0.7196035364523915
testpattern,3,Q1,learned_calibrator,0.03,0.6864200657013731,0.7196035364523915
testpattern,3,Q1,learned_calibrator,0.1,0.7239411864206488,0.7196035364523915
testpattern,3,Q1,learned_calibrator,0.3,0.7634885858776251,0.7196035364523915
testpattern,3,Q1,base_plus_calib_w0.15,0.03,0.7115957682487567,0.7196035364523915
testpattern,3,Q1,base_plus_calib_w0.25,0.03,0.7070310293438585,0.7196035364523915
testpattern,3,Q1,base_plus_calib_w0.35,0.03,0.7029827113329025,0.7196035364523915
testpattern,3,Q1,base_plus_calib_w0.5,0.03,0.6977562351993074,0.7196035364523915
testpattern,3,Q2,learned_calibrator,0.01,0.7062172975484173,0.7458071187795261
testpattern,3,Q2,learned_calibrator,0.03,0.7276351969309582,0.7458071187795261
testpattern,3,Q2,learned_calibrator,0.1,0.7610455497021337,0.7458071187795261
testpattern,3,Q2,learned_calibrator,0.3,0.7894452657302008,0.7458071187795261
testpattern,3,Q2,base_plus_calib_w0.15,0.03,0.7364274235583256,0.7458071187795261
testpattern,3,Q2,base_plus_calib_w0.25,0.03,0.7315009360668502,0.7458071187795261
testpattern,3,Q2,base_plus_calib_w0.35,0.03,0.7275857065005416,0.7458071187795261
testpattern,3,Q2,base_plus_calib_w0.5,0.03,0.7235759517298851,0.7458071187795261
testpattern,3,Q3,learned_calibrator,0.01,0.6833832426762004,0.684075345175511
testpattern,3,Q3,learned_calibrator,0.03,0.690385426678675,0.684075345175511
testpattern,3,Q3,learned_calibrator,0.1,0.7073075499134236,0.684075345175511
testpattern,3,Q3,learned_calibrator,0.3,0.7263519616265453,0.684075345175511
testpattern,3,Q3,base_plus_calib_w0.15,0.03,0.6837773250078213,0.684075345175511
testpattern,3,Q3,base_plus_calib_w0.25,0.03,0.6838129314618487,0.684075345175511
testpattern,3,Q3,base_plus_calib_w0.35,0.03,0.6840374655415389,0.684075345175511
testpattern,3,Q3,base_plus_calib_w0.5,0.03,0.6847340035975603,0.684075345175511
testpattern,3,S1,learned_calibrator,0.01,0.6260490766571866,0.6361791126004077
testpattern,3,S1,learned_calibrator,0.03,0.6248292324395134,0.6361791126004077
testpattern,3,S1,learned_calibrator,0.1,0.6575030628792934,0.6361791126004077
testpattern,3,S1,learned_calibrator,0.3,0.7151575384562506,0.6361791126004077
testpattern,3,S1,base_plus_calib_w0.15,0.03,0.6249270748303134,0.6361791126004077
testpattern,3,S1,base_plus_calib_w0.25,0.03,0.6203478551296305,0.6361791126004077
testpattern,3,S1,base_plus_calib_w0.35,0.03,0.6174423103610172,0.6361791126004077
testpattern,3,S1,base_plus_calib_w0.5,0.03,0.615558020022837,0.6361791126004077
testpattern,3,S2,learned_calibrator,0.01,0.627485450991149,0.5916083096363685
testpattern,3,S2,learned_calibrator,0.03,0.61354178446993,0.5916083096363685
testpattern,3,S2,learned_calibrator,0.1,0.6130088616821855,0.5916083096363685
testpattern,3,S2,learned_calibrator,0.3,0.6191629923713133,0.5916083096363685
testpattern,3,S2,base_plus_calib_w0.15,0.03,0.5914427847348861,0.5916083096363685
testpattern,3,S2,base_plus_calib_w0.25,0.03,0.5921385033805111,0.5916083096363685
testpattern,3,S2,base_plus_calib_w0.35,0.03,0.5933911684893187,0.5916083096363685
testpattern,3,S2,base_plus_calib_w0.5,0.03,0.5962329518965612,0.5916083096363685
testpattern,3,S3,learned_calibrator,0.01,0.5934078538269479,0.609995520757538
testpattern,3,S3,learned_calibrator,0.03,0.5868919404896827,0.609995520757538
testpattern,3,S3,learned_calibrator,0.1,0.5992503585847686,0.609995520757538
testpattern,3,S3,learned_calibrator,0.3,0.6376697428461809,0.609995520757538
testpattern,3,S3,base_plus_calib_w0.15,0.03,0.5952029356553228,0.609995520757538
testpattern,3,S3,base_plus_calib_w0.25,0.03,0.5894795179211314,0.609995520757538
testpattern,3,S3,base_plus_calib_w0.35,0.03,0.5856447198490827,0.609995520757538
testpattern,3,S3,base_plus_calib_w0.5,0.03,0.5824130879133222,0.609995520757538
testpattern,3,S4,learned_calibrator,0.01,0.6782162120175801,0.6959721405466311
testpattern,3,S4,learned_calibrator,0.03,0.6828993860631689,0.6959721405466311
testpattern,3,S4,learned_calibrator,0.1,0.6899189721942821,0.6959721405466311
testpattern,3,S4,learned_calibrator,0.3,0.6957253273543453,0.6959721405466311
testpattern,3,S4,base_plus_calib_w0.15,0.03,0.6894701847799855,0.6959721405466311
testpattern,3,S4,base_plus_calib_w0.25,0.03,0.686018020569045,0.6959721405466311
testpattern,3,S4,base_plus_calib_w0.35,0.03,0.683262566940442,0.6959721405466311
testpattern,3,S4,base_plus_calib_w0.5,0.03,0.6804349746519277,0.6959721405466311
testpattern,4,Q1,learned_calibrator,0.01,0.6438094074137779,0.6866752321054945
testpattern,4,Q1,learned_calibrator,0.03,0.6578938044589671,0.6866752321054945
testpattern,4,Q1,learned_calibrator,0.1,0.6970428528152267,0.6866752321054945
testpattern,4,Q1,learned_calibrator,0.3,0.737626585743782,0.6866752321054945
testpattern,4,Q1,base_plus_calib_w0.15,0.03,0.6799237349179129,0.6866752321054945
testpattern,4,Q1,base_plus_calib_w0.25,0.03,0.676046541944779,0.6866752321054945
testpattern,4,Q1,base_plus_calib_w0.35,0.03,0.6725862450495645,0.6866752321054945
testpattern,4,Q1,base_plus_calib_w0.5,0.03,0.6680785187280042,0.6866752321054945
testpattern,4,Q2,learned_calibrator,0.01,0.665056899994181,0.7263524440666527
testpattern,4,Q2,learned_calibrator,0.03,0.6937790164010887,0.7263524440666527
testpattern,4,Q2,learned_calibrator,0.1,0.7389456676626899,0.7263524440666527
testpattern,4,Q2,learned_calibrator,0.3,0.7778451040017577,0.7263524440666527
testpattern,4,Q2,base_plus_calib_w0.15,0.03,0.7105053840398418,0.7263524440666527
testpattern,4,Q2,base_plus_calib_w0.25,0.03,0.702019623111846,0.7263524440666527
testpattern,4,Q2,base_plus_calib_w0.35,0.03,0.6951309949616605,0.7263524440666527
testpattern,4,Q2,base_plus_calib_w0.5,0.03,0.6877932613372276,0.7263524440666527
testpattern,4,Q3,learned_calibrator,0.01,0.6503780527588753,0.6802357641810572
testpattern,4,Q3,learned_calibrator,0.03,0.6525322364859866,0.6802357641810572
testpattern,4,Q3,learned_calibrator,0.1,0.6648231011624165,0.6802357641810572
testpattern,4,Q3,learned_calibrator,0.3,0.6857631779434846,0.6802357641810572
testpattern,4,Q3,base_plus_calib_w0.15,0.03,0.6701546099004325,0.6802357641810572
testpattern,4,Q3,base_plus_calib_w0.25,0.03,0.6646123216240627,0.6802357641810572
testpattern,4,Q3,base_plus_calib_w0.35,0.03,0.6599834143463635,0.6802357641810572
testpattern,4,Q3,base_plus_calib_w0.5,0.03,0.6547313613724551,0.6802357641810572
testpattern,4,S1,learned_calibrator,0.01,0.6188544443180711,0.6015939996479294
testpattern,4,S1,learned_calibrator,0.03,0.599148111005798,0.6015939996479294
testpattern,4,S1,learned_calibrator,0.1,0.5991756966762227,0.6015939996479294
testpattern,4,S1,learned_calibrator,0.3,0.6281739750442612,0.6015939996479294
testpattern,4,S1,base_plus_calib_w0.15,0.03,0.5993246722847321,0.6015939996479294
testpattern,4,S1,base_plus_calib_w0.25,0.03,0.5982272230741377,0.6015939996479294
testpattern,4,S1,base_plus_calib_w0.35,0.03,0.5974415780895429,0.6015939996479294
testpattern,4,S1,base_plus_calib_w0.5,0.03,0.5968171740421828,0.6015939996479294
testpattern,4,S2,learned_calibrator,0.01,0.611315303451316,0.6697359349964382
testpattern,4,S2,learned_calibrator,0.03,0.6089519457848271,0.6697359349964382
testpattern,4,S2,learned_calibrator,0.1,0.6369662675545511,0.6697359349964382
testpattern,4,S2,learned_calibrator,0.3,0.6799855103277899,0.6697359349964382
testpattern,4,S2,base_plus_calib_w0.15,0.03,0.6550614767769746,0.6697359349964382
testpattern,4,S2,base_plus_calib_w0.25,0.03,0.6463475600494587,0.6697359349964382
testpattern,4,S2,base_plus_calib_w0.35,0.03,0.638478097628357,0.6697359349964382
testpattern,4,S2,base_plus_calib_w0.5,0.03,0.6282601815139248,0.6697359349964382
testpattern,4,S3,learned_calibrator,0.01,0.5683509057937137,0.5290867723342118
testpattern,4,S3,learned_calibrator,0.03,0.5466388782196868,0.5290867723342118
testpattern,4,S3,learned_calibrator,0.1,0.5441208832118858,0.5290867723342118
testpattern,4,S3,learned_calibrator,0.3,0.5530402750820149,0.5290867723342118
testpattern,4,S3,base_plus_calib_w0.15,0.03,0.5295625064391856,0.5290867723342118
testpattern,4,S3,base_plus_calib_w0.25,0.03,0.5303110029556102,0.5290867723342118
testpattern,4,S3,base_plus_calib_w0.35,0.03,0.5313927225705518,0.5290867723342118
testpattern,4,S3,base_plus_calib_w0.5,0.03,0.5336323515956737,0.5290867723342118
testpattern,4,S4,learned_calibrator,0.01,0.6994820507976263,0.7501477111488434
testpattern,4,S4,learned_calibrator,0.03,0.7357684403306192,0.7501477111488434
testpattern,4,S4,learned_calibrator,0.1,0.8070831187853514,0.7501477111488434
testpattern,4,S4,learned_calibrator,0.3,0.8789607229520421,0.7501477111488434
testpattern,4,S4,base_plus_calib_w0.15,0.03,0.7426196206655695,0.7501477111488434
testpattern,4,S4,base_plus_calib_w0.25,0.03,0.7389021847264235,0.7501477111488434
testpattern,4,S4,base_plus_calib_w0.35,0.03,0.7360489869973069,0.7501477111488434
testpattern,4,S4,base_plus_calib_w0.5,0.03,0.7332265556008838,0.7501477111488434
testpattern,5,Q1,learned_calibrator,0.01,0.6825896133416132,0.766329674087
testpattern,5,Q1,learned_calibrator,0.03,0.7067009004934561,0.766329674087
testpattern,5,Q1,learned_calibrator,0.1,0.7604039333818096,0.766329674087
testpattern,5,Q1,learned_calibrator,0.3,0.8324320529471986,0.766329674087
testpattern,5,Q1,base_plus_calib_w0.15,0.03,0.7513409813721953,0.766329674087
testpattern,5,Q1,base_plus_calib_w0.25,0.03,0.7431210830601999,0.766329674087
testpattern,5,Q1,base_plus_calib_w0.35,0.03,0.7359371609053069,0.766329674087
testpattern,5,Q1,base_plus_calib_w0.5,0.03,0.7267464073506524,0.766329674087
testpattern,5,Q2,learned_calibrator,0.01,0.6687789658717145,0.7260850439002168
testpattern,5,Q2,learned_calibrator,0.03,0.6849680106467979,0.7260850439002168
testpattern,5,Q2,learned_calibrator,0.1,0.7185183509784313,0.7260850439002168
testpattern,5,Q2,learned_calibrator,0.3,0.769455667030054,0.7260850439002168
testpattern,5,Q2,base_plus_calib_w0.15,0.03,0.7083215487656173,0.7260850439002168
testpattern,5,Q2,base_plus_calib_w0.25,0.03,0.699040330247187,0.7260850439002168
testpattern,5,Q2,base_plus_calib_w0.35,0.03,0.6915438058013829,0.7260850439002168
testpattern,5,Q2,base_plus_calib_w0.5,0.03,0.6834587472427461,0.7260850439002168
testpattern,5,Q3,learned_calibrator,0.01,0.6747372177274805,0.7177615241289741
testpattern,5,Q3,learned_calibrator,0.03,0.6908678513536475,0.7177615241289741
testpattern,5,Q3,learned_calibrator,0.1,0.7244157723225783,0.7177615241289741
testpattern,5,Q3,learned_calibrator,0.3,0.7621454515789023,0.7177615241289741
testpattern,5,Q3,base_plus_calib_w0.15,0.03,0.7107301682784141,0.7177615241289741
testpattern,5,Q3,base_plus_calib_w0.25,0.03,0.7066838261622115,0.7177615241289741
testpattern,5,Q3,base_plus_calib_w0.35,0.03,0.703120559602548,0.7177615241289741
testpattern,5,Q3,base_plus_calib_w0.5,0.03,0.6986408144192119,0.7177615241289741
testpattern,5,S1,learned_calibrator,0.01,0.605855834199176,0.5781305613651252
testpattern,5,S1,learned_calibrator,0.03,0.5859517178930141,0.5781305613651252
testpattern,5,S1,learned_calibrator,0.1,0.5883256957761457,0.5781305613651252
testpattern,5,S1,learned_calibrator,0.3,0.6127089155648521,0.5781305613651252
testpattern,5,S1,base_plus_calib_w0.15,0.03,0.5748645346779293,0.5781305613651252
testpattern,5,S1,base_plus_calib_w0.25,0.03,0.5741417643219786,0.5781305613651252
testpattern,5,S1,base_plus_calib_w0.35,0.03,0.5741781226769135,0.5781305613651252
testpattern,5,S1,base_plus_calib_w0.5,0.03,0.5753194641416954,0.5781305613651252
testpattern,5,S2,learned_calibrator,0.01,0.6202773116820315,0.6653021785179654
testpattern,5,S2,learned_calibrator,0.03,0.6125159618537147,0.6653021785179654
testpattern,5,S2,learned_calibrator,0.1,0.6205284976401628,0.6653021785179654
testpattern,5,S2,learned_calibrator,0.3,0.6398072628669659,0.6653021785179654
testpattern,5,S2,base_plus_calib_w0.15,0.03,0.6529531150682377,0.6653021785179654
testpattern,5,S2,base_plus_calib_w0.25,0.03,0.6456083989363399,0.6653021785179654
testpattern,5,S2,base_plus_calib_w0.35,0.03,0.6389548211106374,0.6653021785179654
testpattern,5,S2,base_plus_calib_w0.5,0.03,0.6302507833319143,0.6653021785179654
testpattern,5,S3,learned_calibrator,0.01,0.5842661604218133,0.5705931074901284
testpattern,5,S3,learned_calibrator,0.03,0.578182545790527,0.5705931074901284
testpattern,5,S3,learned_calibrator,0.1,0.5918023229449768,0.5705931074901284
testpattern,5,S3,learned_calibrator,0.3,0.6132968261751821,0.5705931074901284
testpattern,5,S3,base_plus_calib_w0.15,0.03,0.5683762570275519,0.5705931074901284
testpattern,5,S3,base_plus_calib_w0.25,0.03,0.5676886681883725,0.5705931074901284
testpattern,5,S3,base_plus_calib_w0.35,0.03,0.5675370437624425,0.5705931074901284
