split,seed,use_future,tau,alpha,mean,logloss_Q1,logloss_Q2,logloss_Q3,logloss_S1,logloss_S2,logloss_S3,logloss_S4
interleaved,6,False,14,10,0.6363834428350875,0.6770380323580929,0.6442901645381583,0.6451720437968703,0.6131819231963913,0.6191980079324809,0.6038021125023819,0.6520018155212379
interleaved,6,False,30,1,0.6414994563752886,0.7000435783620894,0.649345378890734,0.6741762743478484,0.6265300725699037,0.606555840751549,0.5953303278989152,0.6385147218059808
interleaved,6,False,30,5,0.6282391729134085,0.6826262868700537,0.6399007493532983,0.6462008240771591,0.6104177573725924,0.6021558858991392,0.5802452649612281,0.6361274418603884
interleaved,6,False,30,10,0.6321951859503121,0.6799700568636148,0.6453054010255876,0.6432074989224716,0.6111871303178418,0.6107062461549161,0.5903440524320913,0.6446459159356608
interleaved,7,True,3,1,0.6274583216963381,0.6466656732194361,0.6080744757064751,0.6315604728739148,0.6466227231082641,0.6139111858822324,0.5818788646799045,0.6634948564041401
interleaved,7,True,3,5,0.6362012597075016,0.6575196870515052,0.6323877678394157,0.6400934952019574,0.6298498253557806,0.6215140337326985,0.6096768519023401,0.6623671568688133
interleaved,7,True,3,10,0.6480414774389508,0.6692915321557672,0.6502447732851362,0.6512299749968546,0.6339012452882791,0.6320853984867143,0.6290213160776622,0.670516101782242
interleaved,7,True,7,1,0.6227905145829327,0.6535152471659913,0.6101896820326728,0.6490954691535836,0.6235318148905952,0.6034658624463703,0.5611937623678698,0.6585417640234459
interleaved,7,True,7,5,0.625467219425439,0.6555038106418161,0.6251683391866776,0.6442204871441133,0.6145906717376727,0.6039577684814273,0.5823841613075796,0.6524452974787869
interleaved,7,True,7,10,0.6360909393083052,0.6640325625047684,0.6402443169337628,0.6499083719907038,0.6203884498224431,0.6147387532670431,0.6038407319756026,0.659483388663813
interleaved,7,True,14,1,0.6192685038542083,0.6647325082035991,0.6194561192452775,0.659179240149564,0.5974859984047723,0.5961522158008744,0.5530490035184897,0.6448244416568807
interleaved,7,True,14,5,0.6204852544419115,0.6602985192942663,0.6284673633993499,0.6523825652189267,0.5982513089953932,0.5939826354212725,0.5659791052776545,0.6440352834865176
interleaved,7,True,14,10,0.628637454997112,0.6642854090844549,0.6392131269626503,0.6537194870751504,0.6058433521972191,0.6022213352566025,0.5847539690948161,0.6504255053088901
interleaved,7,True,30,1,0.6185850325294434,0.6768991732364742,0.6355817257789996,0.6701483208921953,0.5750285836597291,0.5938655374139232,0.5492532175735901,0.6293186691511926
interleaved,7,True,30,5,0.6188338400565857,0.6676269339040121,0.6390659992909334,0.6633020846265838,0.5811394572697998,0.5901599110795218,0.5560296651677157,0.6345128290575329
interleaved,7,True,30,10,0.6240683876541829,0.6669838036894056,0.6446214048379584,0.661162750044376,0.5897485230879997,0.5946835075981367,0.5698328447379604,0.641445879583444
interleaved,7,False,3,1,0.6452957533192533,0.6634965858194588,0.6788538859891389,0.688280141686026,0.650166244386827,0.6075582141361807,0.5589931121980485,0.6697220890190934
interleaved,7,False,3,5,0.6492843012391566,0.6701008822277048,0.6667195129071163,0.6685231556335698,0.6328081640701384,0.6255558342026025,0.6118492524181601,0.6694333072148042
interleaved,7,False,3,10,0.657957756345216,0.67867401255631,0.6730608295307101,0.6698604315948057,0.6368807975331002,0.6368266339233151,0.6338407713681743,0.6765608179100973
interleaved,7,False,7,1,0.6419422618151274,0.663769700393703,0.6849299096259862,0.70516784004987,0.6396576317431839,0.5950898761885213,0.5327778781646135,0.6722029965400134
interleaved,7,False,7,5,0.6378236127230626,0.6656677649083533,0.6614518114495319,0.6742431989672508,0.620063291284809,0.604058480949045,0.5808527097563198,0.6584280317461292
interleaved,7,False,7,10,0.647397575815495,0.6735212280355519,0.6664543150094768,0.6716680154062213,0.6257683808062424,0.6190114819388591,0.6091731339032689,0.6661864756088444
interleaved,7,False,14,1,0.6365498359203257,0.6633095102364884,0.6837137813934249,0.7110668654713019,0.6203905967803209,0.591284961803382,0.5257304833649412,0.6603526523924202
interleaved,7,False,14,5,0.6298399714065833,0.6630646729597148,0.6619179549613139,0.6791791436371422,0.6045800920313308,0.5900893222936976,0.5616820889113194,0.6483665250515646
interleaved,7,False,14,10,0.638495642658083,0.6694945400602076,0.6641426345043205,0.6738491220583461,0.6119653636721437,0.6041891852056797,0.5898158895660124,0.656012763539871
interleaved,7,False,30,1,0.635793651513634,0.6669037520643296,0.6827432861639773,0.7226407396133455,0.6045127946898285,0.5970759772931566,0.5282062880044449,0.6484727227663548
interleaved,7,False,30,5,0.6256286509191901,0.6619080508745332,0.666580584269281,0.6884370124174067,0.5894984703250283,0.5837024608725817,0.5501526269684036,0.6391213507070961
interleaved,7,False,30,10,0.6315200167781159,0.6657853194151471,0.6656935272538586,0.6791868574949939,0.5966181796509841,0.593171525651246,0.5738548975234504,0.6463298104571312
tail,0,False,3,1,0.6639849421810091,0.6804576185133582,0.6788119287236853,0.6645796991673635,0.6263068885262595,0.6657053630883084,0.6403331849696391,0.6916999122784503
tail,0,False,3,5,0.6673660419854384,0.6896032211911539,0.6803733742766844,0.6626226580221671,0.6247574599549343,0.6704402362313798,0.6478062473645259,0.6959590968572221
tail,0,False,3,10,0.6686417068141782,0.6920633452867053,0.68111793547527,0.6627349083298082,0.6251121771708631,0.6721949444808067,0.6498602485901471,0.6974083883656482
tail,0,False,7,1,0.6517707669455761,0.6703408121338608,0.6727252310647337,0.6634588881915747,0.6151983439753324,0.6527925587307807,0.611092807740055,0.6767867267826952
tail,0,False,7,5,0.6620382660255381,0.6838117923890168,0.6784589139783912,0.6604445484110839,0.6202797139375975,0.6645652201231609,0.6370833597551583,0.6896243135843573
tail,0,False,7,10,0.6652759800303764,0.6883335720129926,0.6799411916605277,0.6610948568901476,0.6222616653985332,0.6683895602682312,0.6435055248482198,0.6934054891339828
tail,0,False,14,1,0.6360110201353858,0.6669284486022383,0.6708446357369354,0.6593485261305242,0.5923434053632707,0.6347064397756406,0.5638255178159897,0.664080167523102
tail,0,False,14,5,0.6467239167559947,0.6730268288179002,0.6728866204255365,0.6536457600246741,0.6030051077167292,0.646121987686438,0.6020598975155793,0.676321215105106
tail,0,False,14,10,0.6543631377521374,0.680057048250447,0.6757074325376022,0.6557620062446136,0.6101360251048122,0.6552781175058527,0.6198903843481479,0.6837109502734866
tail,0,False,30,1,0.6395799065717764,0.6604348858319451,0.6787731007275847,0.6677191719523623,0.5898496929637489,0.6497518188638645,0.5553716409239072,0.6751590347390232
tail,0,False,30,5,0.6364435120726563,0.6622955868269128,0.6737512745700567,0.6560400309541639,0.5883638117925993,0.6366204707577089,0.5660107921196912,0.672022617487461
tail,0,False,30,10,0.6410222705602155,0.667981970060661,0.6734746355564512,0.6540773780391604,0.5935108729334991,0.6399738633015446,0.5828203464357269,0.6753168275944659
tail,0,True,3,1,0.6639849421810091,0.6804576185133582,0.6788119287236853,0.6645796991673635,0.6263068885262595,0.6657053630883084,0.6403331849696391,0.6916999122784503
tail,0,True,3,5,0.6673660419854384,0.6896032211911539,0.6803733742766844,0.6626226580221671,0.6247574599549343,0.6704402362313798,0.6478062473645259,0.6959590968572221
tail,0,True,3,10,0.6686417068141782,0.6920633452867053,0.68111793547527,0.6627349083298082,0.6251121771708631,0.6721949444808067,0.6498602485901471,0.6974083883656482
tail,0,True,7,1,0.6517707669455761,0.6703408121338608,0.6727252310647337,0.6634588881915747,0.6151983439753324,0.6527925587307807,0.611092807740055,0.6767867267826952
tail,0,True,7,5,0.6620382660255381,0.6838117923890168,0.6784589139783912,0.6604445484110839,0.6202797139375975,0.6645652201231609,0.6370833597551583,0.6896243135843573
tail,0,True,7,10,0.6652759800303764,0.6883335720129926,0.6799411916605277,0.6610948568901476,0.6222616653985332,0.6683895602682312,0.6435055248482198,0.6934054891339828
tail,0,True,14,1,0.6360110201353858,0.6669284486022383,0.6708446357369354,0.6593485261305242,0.5923434053632707,0.6347064397756406,0.5638255178159897,0.664080167523102
tail,0,True,14,5,0.6467239167559947,0.6730268288179002,0.6728866204255365,0.6536457600246741,0.6030051077167292,0.646121987686438,0.6020598975155793,0.676321215105106
tail,0,True,14,10,0.6543631377521374,0.680057048250447,0.6757074325376022,0.6557620062446136,0.6101360251048122,0.6552781175058527,0.6198903843481479,0.6837109502734866
tail,0,True,30,1,0.6395799065717764,0.6604348858319451,0.6787731007275847,0.6677191719523623,0.5898496929637489,0.6497518188638645,0.5553716409239072,0.6751590347390232
tail,0,True,30,5,0.6364435120726563,0.6622955868269128,0.6737512745700567,0.6560400309541639,0.5883638117925993,0.6366204707577089,0.5660107921196912,0.672022617487461
tail,0,True,30,10,0.6410222705602155,0.667981970060661,0.6734746355564512,0.6540773780391604,0.5935108729334991,0.6399738633015446,0.5828203464357269,0.6753168275944659
