split,seed,target,tau,alpha,w,logloss,base_logloss,smooth_only_logloss
testpattern,0,Q2,7,10,0.3,0.7138667226165049,0.7937430169835941,0.6538272702407798
testpattern,0,Q2,7,10,0.4,0.6988670549215067,0.7937430169835941,0.6538272702407798
testpattern,0,Q2,14,1,0.0,0.7937430169835941,0.7937430169835941,0.6439345984118682
testpattern,0,Q2,14,1,0.05,0.770882323404234,0.7937430169835941,0.6439345984118682
testpattern,0,Q2,14,1,0.1,0.7536108513992874,0.7937430169835941,0.6439345984118682
testpattern,0,Q2,14,1,0.2,0.7268417795259703,0.7937430169835941,0.6439345984118682
testpattern,0,Q2,14,1,0.3,0.7061642563955208,0.7937430169835941,0.6439345984118682
testpattern,0,Q2,14,1,0.4,0.6895401820595518,0.7937430169835941,0.6439345984118682
testpattern,0,Q2,14,5,0.0,0.7937430169835941,0.7937430169835941,0.6455752856967065
testpattern,0,Q2,14,5,0.05,0.7721086482163275,0.7937430169835941,0.6455752856967065
testpattern,0,Q2,14,5,0.1,0.7557786813032937,0.7937430169835941,0.6455752856967065
testpattern,0,Q2,14,5,0.2,0.7304991655115479,0.7937430169835941,0.6455752856967065
testpattern,0,Q2,14,5,0.3,0.7109067463342726,0.7937430169835941,0.6455752856967065
testpattern,0,Q2,14,5,0.4,0.6950043369977812,0.7937430169835941,0.6455752856967065
testpattern,0,Q2,14,10,0.0,0.7937430169835941,0.7937430169835941,0.6529985386961147
testpattern,0,Q2,14,10,0.05,0.7727433514582974,0.7937430169835941,0.6529985386961147
testpattern,0,Q2,14,10,0.1,0.7569550233681324,0.7937430169835941,0.6529985386961147
testpattern,0,Q2,14,10,0.2,0.7326700951116443,0.7937430169835941,0.6529985386961147
testpattern,0,Q2,14,10,0.3,0.7139877405484569,0.7937430169835941,0.6529985386961147
testpattern,0,Q2,14,10,0.4,0.6989195227217246,0.7937430169835941,0.6529985386961147
testpattern,0,Q2,30,1,0.0,0.7937430169835941,0.7937430169835941,0.6547876785901922
testpattern,0,Q2,30,1,0.05,0.7723354915380047,0.7937430169835941,0.6547876785901922
testpattern,0,Q2,30,1,0.1,0.756363126420936,0.7937430169835941,0.6547876785901922
testpattern,0,Q2,30,1,0.2,0.7317817446631307,0.7937430169835941,0.6547876785901922
testpattern,0,Q2,30,1,0.3,0.7128862296460465,0.7937430169835941,0.6547876785901922
testpattern,0,Q2,30,1,0.4,0.6977227272016642,0.7937430169835941,0.6547876785901922
testpattern,0,Q2,30,5,0.0,0.7937430169835941,0.7937430169835941,0.653626136446388
testpattern,0,Q2,30,5,0.05,0.7728262097485935,0.7937430169835941,0.653626136446388
testpattern,0,Q2,30,5,0.1,0.7571760706639923,0.7937430169835941,0.653626136446388
testpattern,0,Q2,30,5,0.2,0.7330772421308129,0.7937430169835941,0.653626136446388
testpattern,0,Q2,30,5,0.3,0.7144948300450892,0.7937430169835941,0.653626136446388
testpattern,0,Q2,30,5,0.4,0.6994801193504647,0.7937430169835941,0.653626136446388
testpattern,0,Q2,30,10,0.0,0.7937430169835941,0.7937430169835941,0.656928047597482
testpattern,0,Q2,30,10,0.05,0.7731540833247889,0.7937430169835941,0.656928047597482
testpattern,0,Q2,30,10,0.1,0.7577580855560161,0.7937430169835941,0.656928047597482
testpattern,0,Q2,30,10,0.2,0.7341323377274499,0.7937430169835941,0.656928047597482
testpattern,0,Q2,30,10,0.3,0.7159876289869163,0.7937430169835941,0.656928047597482
testpattern,0,Q2,30,10,0.4,0.7013701287295353,0.7937430169835941,0.656928047597482
testpattern,0,Q3,3,1,0.0,0.6658124971835364,0.6658124971835364,0.6200688968028535
testpattern,0,Q3,3,1,0.05,0.6613346411427343,0.6658124971835364,0.6200688968028535
testpattern,0,Q3,3,1,0.1,0.6571043037353531,0.6658124971835364,0.6200688968028535
testpattern,0,Q3,3,1,0.2,0.6493592475204384,0.6658124971835364,0.6200688968028535
testpattern,0,Q3,3,1,0.3,0.642534296859388,0.6658124971835364,0.6200688968028535
testpattern,0,Q3,3,1,0.4,0.6366020791018797,0.6658124971835364,0.6200688968028535
testpattern,0,Q3,3,5,0.0,0.6658124971835364,0.6658124971835364,0.6401064071632843
testpattern,0,Q3,3,5,0.05,0.6638241632311811,0.6658124971835364,0.6401064071632843
testpattern,0,Q3,3,5,0.1,0.661915927310179,0.6658124971835364,0.6401064071632843
testpattern,0,Q3,3,5,0.2,0.6583337494979223,0.6658124971835364,0.6401064071632843
testpattern,0,Q3,3,5,0.3,0.6550553855503457,0.6658124971835364,0.6401064071632843
testpattern,0,Q3,3,5,0.4,0.6520723088926095,0.6658124971835364,0.6401064071632843
testpattern,0,Q3,3,10,0.0,0.6658124971835364,0.6658124971835364,0.6504281800180542
testpattern,0,Q3,3,10,0.05,0.6645257365452415,0.6658124971835364,0.6504281800180542
testpattern,0,Q3,3,10,0.1,0.6632972810028732,0.6658124971835364,0.6504281800180542
testpattern,0,Q3,3,10,0.2,0.6610117056355677,0.6658124971835364,0.6504281800180542
testpattern,0,Q3,3,10,0.3,0.6589493608560822,0.6658124971835364,0.6504281800180542
testpattern,0,Q3,3,10,0.4,0.6571049272341806,0.6658124971835364,0.6504281800180542
testpattern,0,Q3,7,1,0.0,0.6658124971835364,0.6658124971835364,0.6177684606950078
testpattern,0,Q3,7,1,0.05,0.6612306247242571,0.6658124971835364,0.6177684606950078
testpattern,0,Q3,7,1,0.1,0.6568939509610134,0.6658124971835364,0.6177684606950078
testpattern,0,Q3,7,1,0.2,0.6489308013565964,0.6658124971835364,0.6177684606950078
testpattern,0,Q3,7,1,0.3,0.6418822055251889,0.6658124971835364,0.6177684606950078
testpattern,0,Q3,7,1,0.4,0.6357219697593274,0.6658124971835364,0.6177684606950078
testpattern,0,Q3,7,5,0.0,0.6658124971835364,0.6658124971835364,0.6323621638891689
testpattern,0,Q3,7,5,0.05,0.6633078497888248,0.6658124971835364,0.6323621638891689
testpattern,0,Q3,7,5,0.1,0.6608989919909518,0.6658124971835364,0.6323621638891689
testpattern,0,Q3,7,5,0.2,0.6563606192180473,0.6658124971835364,0.6323621638891689
testpattern,0,Q3,7,5,0.3,0.6521831787063058,0.6658124971835364,0.6323621638891689
testpattern,0,Q3,7,5,0.4,0.6483551667316314,0.6658124971835364,0.6323621638891689
testpattern,0,Q3,7,10,0.0,0.6658124971835364,0.6658124971835364,0.6431394749673787
testpattern,0,Q3,7,10,0.05,0.6641011101548745,0.6658124971835364,0.6431394749673787
testpattern,0,Q3,7,10,0.1,0.6624553409794821,0.6658124971835364,0.6431394749673787
testpattern,0,Q3,7,10,0.2,0.6593562672009644,0.6658124971835364,0.6431394749673787
testpattern,0,Q3,7,10,0.3,0.6565073479101804,0.6658124971835364,0.6431394749673787
testpattern,0,Q3,7,10,0.4,0.6539019067721475,0.6658124971835364,0.6431394749673787
testpattern,0,Q3,14,1,0.0,0.6658124971835364,0.6658124971835364,0.6212346379426585
testpattern,0,Q3,14,1,0.05,0.6617688510031917,0.6658124971835364,0.6212346379426585
testpattern,0,Q3,14,1,0.1,0.657930029705224,0.6658124971835364,0.6212346379426585
testpattern,0,Q3,14,1,0.2,0.6508469284069722,0.6658124971835364,0.6212346379426585
testpattern,0,Q3,14,1,0.3,0.6445306989521273,0.6658124971835364,0.6212346379426585
testpattern,0,Q3,14,1,0.4,0.6389596238678944,0.6658124971835364,0.6212346379426585
testpattern,0,Q3,14,5,0.0,0.6658124971835364,0.6658124971835364,0.6311317580429506
testpattern,0,Q3,14,5,0.05,0.6631669100217007,0.6658124971835364,0.6311317580429506
testpattern,0,Q3,14,5,0.1,0.6606263418566666,0.6658124971835364,0.6311317580429506
testpattern,0,Q3,14,5,0.2,0.6558511829931754,0.6658124971835364,0.6311317580429506
testpattern,0,Q3,14,5,0.3,0.6514710803431261,0.6658124971835364,0.6311317580429506
testpattern,0,Q3,14,5,0.4,0.6474732973642296,0.6658124971835364,0.6311317580429506
testpattern,0,Q3,14,10,0.0,0.6658124971835364,0.6658124971835364,0.639986119981829
testpattern,0,Q3,14,10,0.05,0.6638756309002107,0.6658124971835364,0.639986119981829
testpattern,0,Q3,14,10,0.1,0.6620124717645235,0.6658124971835364,0.639986119981829
testpattern,0,Q3,14,10,0.2,0.6585019609203172,0.6658124971835364,0.639986119981829
testpattern,0,Q3,14,10,0.3,0.655271404931491,0.6658124971835364,0.639986119981829
testpattern,0,Q3,14,10,0.4,0.6523128063847049,0.6658124971835364,0.639986119981829
testpattern,0,Q3,30,1,0.0,0.6658124971835364,0.6658124971835364,0.6306663937016169
testpattern,0,Q3,30,1,0.05,0.6626591974962003,0.6658124971835364,0.6306663937016169
testpattern,0,Q3,30,1,0.1,0.6596636440430932,0.6658124971835364,0.6306663937016169
testpattern,0,Q3,30,1,0.2,0.6541318404558868,0.6658124971835364,0.6306663937016169
testpattern,0,Q3,30,1,0.3,0.6491939648851281,0.6658124971835364,0.6306663937016169
testpattern,0,Q3,30,1,0.4,0.6448338087555865,0.6658124971835364,0.6306663937016169
testpattern,0,Q3,30,5,0.0,0.6658124971835364,0.6658124971835364,0.6361072140462889
testpattern,0,Q3,30,5,0.05,0.6633994031573719,0.6658124971835364,0.6361072140462889
testpattern,0,Q3,30,5,0.1,0.6610918960062622,0.6658124971835364,0.6361072140462889
testpattern,0,Q3,30,5,0.2,0.6567853323123827,0.6658124971835364,0.6361072140462889
testpattern,0,Q3,30,5,0.3,0.6528783711303092,0.6658124971835364,0.6361072140462889
testpattern,0,Q3,30,5,0.4,0.6493597544283723,0.6658124971835364,0.6361072140462889
testpattern,0,Q3,30,10,0.0,0.6658124971835364,0.6658124971835364,0.641607845413386
testpattern,0,Q3,30,10,0.05,0.6638977031171731,0.6658124971835364,0.641607845413386
testpattern,0,Q3,30,10,0.1,0.662062808215036,0.6658124971835364,0.641607845413386
testpattern,0,Q3,30,10,0.2,0.6586272034382339,0.6658124971835364,0.641607845413386
testpattern,0,Q3,30,10,0.3,0.6554958709850557,0.6658124971835364,0.641607845413386
testpattern,0,Q3,30,10,0.4,0.6526607770687226,0.6658124971835364,0.641607845413386
testpattern,0,S1,3,1,0.0,0.6242283267825465,0.6242283267825465,0.5703757763683632
testpattern,0,S1,3,1,0.05,0.6170628057401564,0.6242283267825465,0.5703757763683632
testpattern,0,S1,3,1,0.1,0.6106817237965473,0.6242283267825465,0.5703757763683632
testpattern,0,S1,3,1,0.2,0.5998076358403319,0.6242283267825465,0.5703757763683632
testpattern,0,S1,3,1,0.3,0.5909883623609544,0.6242283267825465,0.5703757763683632
testpattern,0,S1,3,1,0.4,0.5838851706821205,0.6242283267825465,0.5703757763683632
testpattern,0,S1,3,5,0.0,0.6242283267825465,0.6242283267825465,0.5845597993761802
testpattern,0,S1,3,5,0.05,0.6179607231071803,0.6242283267825465,0.5845597993761802
testpattern,0,S1,3,5,0.1,0.6124414676928782,0.6242283267825465,0.5845597993761802
testpattern,0,S1,3,5,0.2,0.6032237061482527,0.6242283267825465,0.5845597993761802
testpattern,0,S1,3,5,0.3,0.5960021568437928,0.6242283267825465,0.5845597993761802
testpattern,0,S1,3,5,0.4,0.590451214684776,0.6242283267825465,0.5845597993761802
testpattern,0,S1,3,10,0.0,0.6242283267825465,0.6242283267825465,0.5939415059921402
testpattern,0,S1,3,10,0.05,0.6182797249148347,0.6242283267825465,0.5939415059921402
testpattern,0,S1,3,10,0.1,0.613096140154267,0.6242283267825465,0.5939415059921402
testpattern,0,S1,3,10,0.2,0.6045992264006329,0.6242283267825465,0.5939415059921402
testpattern,0,S1,3,10,0.3,0.5981627961666306,0.6242283267825465,0.5939415059921402
testpattern,0,S1,3,10,0.4,0.5934592699261755,0.6242283267825465,0.5939415059921402
testpattern,0,S1,7,1,0.0,0.6242283267825465,0.6242283267825465,0.5578500468304257
testpattern,0,S1,7,1,0.05,0.6173672967240326,0.6242283267825465,0.5578500468304257
testpattern,0,S1,7,1,0.1,0.6111355698974288,0.6242283267825465,0.5578500468304257
testpattern,0,S1,7,1,0.2,0.6001923652259014,0.6242283267825465,0.5578500468304257
testpattern,0,S1,7,1,0.3,0.5909012933783678,0.6242283267825465,0.5578500468304257
testpattern,0,S1,7,1,0.4,0.582982386502029,0.6242283267825465,0.5578500468304257
testpattern,0,S1,7,5,0.0,0.6242283267825465,0.6242283267825465,0.5716840612851598
testpattern,0,S1,7,5,0.05,0.6178382324305375,0.6242283267825465,0.5716840612851598
testpattern,0,S1,7,5,0.1,0.6121124744264159,0.6242283267825465,0.5716840612851598
testpattern,0,S1,7,5,0.2,0.6022789848264577,0.6242283267825465,0.5716840612851598
testpattern,0,S1,7,5,0.3,0.5942145074926173,0.6242283267825465,0.5716840612851598
testpattern,0,S1,7,5,0.4,0.5876221032179938,0.6242283267825465,0.5716840612851598
testpattern,0,S1,7,10,0.0,0.6242283267825465,0.6242283267825465,0.5833606643717896
testpattern,0,S1,7,10,0.05,0.6181336196212072,0.6242283267825465,0.5833606643717896
testpattern,0,S1,7,10,0.1,0.6127441778406917,0.6242283267825465,0.5833606643717896
testpattern,0,S1,7,10,0.2,0.6036898887244929,0.6242283267825465,0.5833606643717896
testpattern,0,S1,7,10,0.3,0.596531057724175,0.6242283267825465,0.5833606643717896
testpattern,0,S1,7,10,0.4,0.5909591459533805,0.6242283267825465,0.5833606643717896
testpattern,0,S1,14,1,0.0,0.6242283267825465,0.6242283267825465,0.5514489861671337
testpattern,0,S1,14,1,0.05,0.6176387618288206,0.6242283267825465,0.5514489861671337
testpattern,0,S1,14,1,0.1,0.6115640427344592,0.6242283267825465,0.5514489861671337
testpattern,0,S1,14,1,0.2,0.6006813457483805,0.6242283267825465,0.5514489861671337
testpattern,0,S1,14,1,0.3,0.5911901448174595,0.6242283267825465,0.5514489861671337
testpattern,0,S1,14,1,0.4,0.5828591205712873,0.6242283267825465,0.5514489861671337
testpattern,0,S1,14,5,0.0,0.6242283267825465,0.6242283267825465,0.563373797355503
testpattern,0,S1,14,5,0.05,0.6178851421318282,0.6242283267825465,0.563373797355503
testpattern,0,S1,14,5,0.1,0.612121368332237,0.6242283267825465,0.563373797355503
testpattern,0,S1,14,5,0.2,0.6020179296775556,0.6242283267825465,0.563373797355503
testpattern,0,S1,14,5,0.3,0.5934775466960114,0.6242283267825465,0.563373797355503
testpattern,0,S1,14,5,0.4,0.5862376052188883,0.6242283267825465,0.563373797355503
testpattern,0,S1,14,10,0.0,0.6242283267825465,0.6242283267825465,0.574896745671224
testpattern,0,S1,14,10,0.05,0.6181085742850143,0.6242283267825465,0.574896745671224
testpattern,0,S1,14,10,0.1,0.6126245984618661,0.6242283267825465,0.574896745671224
testpattern,0,S1,14,10,0.2,0.6032200029442457,0.6242283267825465,0.574896745671224
testpattern,0,S1,14,10,0.3,0.5955361641014968,0.6242283267825465,0.574896745671224
testpattern,0,S1,14,10,0.4,0.589290501491273,0.6242283267825465,0.574896745671224
testpattern,0,S1,30,1,0.0,0.6242283267825465,0.6242283267825465,0.5497047281785474
testpattern,0,S1,30,1,0.05,0.617858353402811,0.6242283267825465,0.5497047281785474
testpattern,0,S1,30,1,0.1,0.611940730331357,0.6242283267825465,0.5497047281785474
testpattern,0,S1,30,1,0.2,0.6012358968490769,0.6242283267825465,0.5497047281785474
testpattern,0,S1,30,1,0.3,0.5917854725018052,0.6242283267825465,0.5497047281785474
testpattern,0,S1,30,1,0.4,0.5833862006078468,0.6242283267825465,0.5497047281785474
testpattern,0,S1,30,5,0.0,0.6242283267825465,0.6242283267825465,0.5586790308227003
testpattern,0,S1,30,5,0.05,0.6180173288006446,0.6242283267825465,0.5586790308227003
testpattern,0,S1,30,5,0.1,0.612313910361247,0.6242283267825465,0.5586790308227003
testpattern,0,S1,30,5,0.2,0.6021693623848969,0.6242283267825465,0.5586790308227003
testpattern,0,S1,30,5,0.3,0.5934202216907511,0.6242283267825465,0.5586790308227003
testpattern,0,S1,30,5,0.4,0.5858360867468348,0.6242283267825465,0.5586790308227003
testpattern,0,S1,30,10,0.0,0.6242283267825465,0.6242283267825465,0.5680609357744261
testpattern,0,S1,30,10,0.05,0.6181663908922819,0.6242283267825465,0.5680609357744261
testpattern,0,S1,30,10,0.1,0.6126666306278231,0.6242283267825465,0.5680609357744261
testpattern,0,S1,30,10,0.2,0.6030617743594834,0.6242283267825465,0.5680609357744261
testpattern,0,S1,30,10,0.3,0.5949986242145491,0.6242283267825465,0.5680609357744261
testpattern,0,S1,30,10,0.4,0.5882249114197077,0.6242283267825465,0.5680609357744261
testpattern,0,S2,3,1,0.0,0.590564789571288,0.590564789571288,0.5765318907983459
testpattern,0,S2,3,1,0.05,0.5879914714520365,0.590564789571288,0.5765318907983459
testpattern,0,S2,3,1,0.1,0.585619207859043,0.590564789571288,0.5765318907983459
testpattern,0,S2,3,1,0.2,0.5814667962079004,0.590564789571288,0.5765318907983459
testpattern,0,S2,3,1,0.3,0.5780906756529574,0.590564789571288,0.5765318907983459
testpattern,0,S2,3,1,0.4,0.5754820366006151,0.590564789571288,0.5765318907983459
testpattern,0,S2,3,5,0.0,0.590564789571288,0.590564789571288,0.6011933799382924
testpattern,0,S2,3,5,0.05,0.5895220827993403,0.590564789571288,0.6011933799382924
testpattern,0,S2,3,5,0.1,0.5886586021667948,0.590564789571288,0.6011933799382924
testpattern,0,S2,3,5,0.2,0.5874524116876357,0.590564789571288,0.6011933799382924
testpattern,0,S2,3,5,0.3,0.5869188388658035,0.590564789571288,0.6011933799382924
testpattern,0,S2,3,5,0.4,0.5870390354348604,0.590564789571288,0.6011933799382924
testpattern,0,S2,3,10,0.0,0.590564789571288,0.590564789571288,0.6138119542823938
testpattern,0,S2,3,10,0.05,0.5899828407731352,0.590564789571288,0.6138119542823938
testpattern,0,S2,3,10,0.1,0.589603158893784,0.590564789571288,0.6138119542823938
testpattern,0,S2,3,10,0.2,0.5894253758260619,0.590564789571288,0.6138119542823938
testpattern,0,S2,3,10,0.3,0.5899926733662217,0.590564789571288,0.6138119542823938
testpattern,0,S2,3,10,0.4,0.5912804011480958,0.590564789571288,0.6138119542823938
testpattern,0,S2,7,1,0.0,0.590564789571288,0.590564789571288,0.5616379248248456
