target,subset,k,C,avg_logloss,chrono_last_20,chrono_last_25,chrono_last_30,n_cols
Q1,q1x_only,20,0.003,0.6545313707686731,0.6528712505607468,0.6676603661824292,0.6430624955628433,438
Q1,q1x_only,30,0.01,0.6548057806748062,0.6615796041349473,0.6622353157957769,0.6406024220936947,438
Q1,semantic_only,10,0.01,0.655225875700714,0.6336504287983836,0.6681343071555003,0.6638928911482581,260
Q1,q1x_only,50,0.003,0.6552982584360603,0.6556436910427123,0.6618749254513423,0.6483761588141262,438
Q1,qstate_plus_semantic,50,0.001,0.655361893458466,0.651656061142381,0.6594150809372085,0.6550145382958085,1202
Q1,q1x_only,50,0.001,0.6555764462570156,0.6529054276084857,0.6595467173764359,0.6542771937861254,438
Q1,semantic_only,200,0.003,0.6566487260024059,0.6524459763576517,0.6681972926150151,0.6493029090345508,260
Q1,q1x_only,30,0.0005,0.6566666441627736,0.654539902398829,0.6597821548137178,0.6556778752757741,438
Q1,q1x_only,50,0.0005,0.6583886570348855,0.6540668790341914,0.6617190867549171,0.659380005315548,438
Q1,q1x_only,20,0.01,0.6588237299728539,0.6608741633600258,0.6751773604231122,0.6404196661354236,438
Q1,semantic_only,120,0.01,0.6590717967782642,0.6568836056157138,0.6589673991911101,0.6613643855279687,260
Q1,semantic_only,20,0.01,0.6592983041916819,0.6385594157206108,0.6721708328877037,0.6671646639667314,260
Q1,q1x_only,20,0.001,0.6597332255682798,0.6543602003954865,0.6701212086626331,0.6547182676467198,438
Q1,qstate_plus_semantic,20,0.001,0.6600652074080539,0.6511054193523974,0.6543462094312557,0.6747439934405085,1202
Q1,qstate_plus_sleep_semantic,50,0.0005,0.6601141136496793,0.6549607517526116,0.6588874715584025,0.6664941176380237,2002
Q1,semantic_only,30,0.01,0.660227246189514,0.641481360558637,0.6767517032953931,0.6624486747145119,260
Q1,qstate_plus_semantic,20,0.0005,0.6608863010605174,0.6520011865466643,0.6547772266952577,0.6758804899396302,1202
Q1,qstate_plus_semantic,200,0.001,0.6613630226839685,0.6653292485261139,0.6570850888177964,0.661674730707995,1202
Q1,qstate_plus_semantic,30,0.003,0.6637110715645096,0.6577423826016586,0.6659611558272807,0.6674296762645896,1202
Q1,q1x_only,10,0.003,0.6641422696603364,0.6568027190053997,0.6738220678149672,0.6618020221606424,438
Q1,q1x_only,20,0.0005,0.6644350663920591,0.65721140618693,0.6746992588885629,0.6613945341006843,438
Q1,qstate_plus_sleep_semantic,50,0.001,0.6644879714357038,0.6574429274982231,0.6626710296379358,0.6733499571709526,2002
Q1,qstate_all,80,0.0005,0.6648495735818687,0.6688002428084033,0.6661981698843477,0.6595503080528551,942
Q1,q1x_only,10,0.01,0.6650928717541809,0.6581307565085845,0.677594268661974,0.6595535900919841,438
Q1,q1x_only,80,0.0005,0.665225235747661,0.6642589588023508,0.6599159472870428,0.6715008011535895,438
Q1,qstate_plus_semantic,20,0.003,0.6658826184437316,0.6567786902371091,0.6612211763567208,0.6796479887373649,1202
Q1,semantic_only,10,0.03,0.6662375356017435,0.6438334187958992,0.6788507844402293,0.676028403569102,260
Q1,qstate_all,80,0.001,0.6668116400752861,0.6750334462205481,0.6684749409497447,0.6569265330555659,942
Q1,q1x_only,80,0.001,0.6668876011812462,0.6653379470420482,0.6604653633831022,0.6748594931185883,438
Q1,qstate_all,120,0.0005,0.6672384082628778,0.6693169123857969,0.6656996866252299,0.6666986257776063,942
Q1,qstate_all,50,0.0005,0.6673248516223503,0.6678980481031864,0.6692738744483998,0.6648026323154649,942
Q1,q1x_only,50,0.01,0.6673291066386291,0.668045667119966,0.6784135764267469,0.6555280763691743,438
Q1,semantic_only,80,0.1,0.6677415291059251,0.6329055005943793,0.6919922414992793,0.6783268452241166,260
Q1,semantic_only,20,0.03,0.6679768214855607,0.6468310467015083,0.6819293159960036,0.6751701017591701,260
Q1,semantic_only,30,0.03,0.6681456774132153,0.6481474010719592,0.6885368291133093,0.6677528020543774,260
Q1,no_flat_hourly,120,0.001,0.6685813222784844,0.6690333784242777,0.674512776041298,0.6621978123698776,604
Q1,qstate_all,50,0.001,0.6686051005350485,0.6716009824809829,0.6717669469500912,0.6624473721740713,942
Q1,no_flat_hourly,120,0.003,0.6689991458336969,0.6683369381136987,0.6769175505329252,0.661742948854467,604
Q1,no_flat_hourly,120,0.0005,0.6697083581397946,0.6697791203620655,0.6745944697324168,0.6647514843249015,604
Q1,qstate_plus_sleep_semantic,80,0.0005,0.6697114690656031,0.6594836129502256,0.6675939125416627,0.682056881704921,2002
Q1,q1x_only,20,0.03,0.6702878242367621,0.6736436245551827,0.6884271105998727,0.6487927375552309,438
Q1,q1x_only,30,0.03,0.6704317698042942,0.6772971764034561,0.6784824723361393,0.6555156606732871,438
Q1,q1x_plus_sleep,30,0.001,0.6709057086133429,0.6611784794056516,0.6720121225414841,0.6795265238928927,1238
Q1,q1x_only,10,0.001,0.671078361869928,0.6661725398842079,0.6762046797992822,0.6708578659262942,438
Q1,qstate_all,120,0.001,0.6712045342125252,0.6785319554296788,0.670229521105968,0.6648521261019291,942
Q1,no_flat_hourly,200,0.0005,0.6713437514961029,0.6731491143944864,0.6756088884009583,0.6652732516928638,604
Q1,semantic_only,120,0.03,0.6714825376060222,0.6708329297532634,0.666834994961377,0.6767796881034264,260
Q1,no_flat_hourly,20,0.01,0.6716943429300918,0.6586543476715561,0.6808159541334907,0.6756127269852285,604
Q1,qstate_plus_semantic,80,0.003,0.6719075840598016,0.6836952714750062,0.6720281761173168,0.6599993045870819,1202
Q1,q1x_only,10,0.03,0.67205186480046,0.668623659102606,0.6846417186925252,0.662890216606249,438
Q1,qstate_plus_semantic,50,0.003,0.672156024458646,0.6695936460393705,0.6799763923698641,0.6668980349667031,1202
Q1,qstate_plus_sleep_semantic,30,0.001,0.6723871751884998,0.6730065152245492,0.6766411742534685,0.6675138360874814,2002
Q1,qstate_all,10,0.003,0.6729876521633518,0.6749255663716766,0.6763001124835851,0.6677372776347935,942
Q1,qstate_all,30,0.001,0.6731997248210005,0.6740339531332437,0.6757454880089229,0.6698197333208353,942
Q1,q1x_plus_sleep,30,0.003,0.6733955784870816,0.6591313955512068,0.6738572665303415,0.6871980733796968,1238
Q1,qstate_all,200,0.0005,0.6736674632537398,0.6896407788965613,0.6602837090603313,0.6710779018043268,942
Q1,qstate_all,30,0.003,0.6737589433726452,0.6742963043882378,0.6806513518712862,0.6663291738584116,942
Q1,qstate_plus_semantic,120,0.003,0.6737732431984846,0.6780187169386385,0.6804610401636133,0.6628399724932021,1202
Q1,qstate_plus_semantic,10,0.003,0.6739496304197226,0.6749255663716766,0.6763001124835851,0.6706232124039059,1202
Q1,no_flat_hourly,30,0.001,0.6739589907301694,0.6713296798746955,0.6790999838510241,0.6714473084647888,604
Q1,qstate_plus_sleep_semantic,30,0.0005,0.6740133829737077,0.6750801691699544,0.6767017060501821,0.6702582737009865,2002
Q1,qstate_all,20,0.003,0.67410318764137,0.6768143952979357,0.6793624586176671,0.6661327090085074,942
Q1,no_flat_hourly,50,0.001,0.6741464157253952,0.6735821942741058,0.6796085586949705,0.6692484942071092,604
Q1,no_flat_hourly,50,0.0005,0.674166552965476,0.6733016854246839,0.6789924492419145,0.6702055242298295,604
Q1,no_flat_hourly,30,0.0005,0.6744570790967513,0.672485675642296,0.6789117016589046,0.6719738599890537,604
Q1,qstate_all,20,0.001,0.674477180071622,0.6764341028800888,0.6766630191627167,0.670334418172061,942
Q1,q1x_plus_sleep,30,0.0005,0.6745641805056201,0.6677828114120631,0.6752308535346214,0.680678876570176,1238
Q1,no_flat_hourly,80,0.0005,0.674750094823818,0.6750545458610058,0.6798318992740868,0.6693638393363612,604
Q1,qstate_plus_sleep_semantic,120,0.0005,0.6748005668589827,0.6771079240845034,0.6806662798332366,0.6666274966592081,2002
Q1,q1x_only,80,0.003,0.6749413091944819,0.668873951697339,0.6717980222250858,0.6841519536610208,438
Q1,no_flat_hourly,200,0.001,0.6750156712442151,0.6785412611639876,0.6781716821744082,0.6683340703942496,604
Q1,no_flat_hourly,80,0.001,0.6750497933020204,0.6754162171536494,0.6816309968182848,0.6681021659341272,604
Q1,qstate_plus_semantic,10,0.001,0.6750629681313721,0.6768129218394092,0.6762368997240416,0.6721390828306657,1202
Q1,qstate_all,10,0.001,0.6753033747701197,0.6768129218394092,0.6762368997240416,0.6728603027469082,942
Q1,qstate_all,50,0.003,0.6753267541652891,0.6837176976391937,0.6819861889787326,0.6602763758779412,942
Q1,semantic_only,200,0.01,0.6754731305603846,0.6753075117245103,0.6883045920617205,0.6628072878949233,260
Q1,no_flat_hourly,120,0.01,0.675498237323529,0.6716498224288668,0.6848541582961426,0.6699907312455777,604
Q1,semantic_only,20,0.1,0.6764433144420782,0.6551351181949219,0.6910661219625185,0.6831287031687941,260
Q1,qstate_all,30,0.0005,0.676510519160391,0.6774972269574796,0.6773420232789094,0.6746923072447837,942
Q1,qstate_all,80,0.003,0.6765380728391799,0.6926918905994147,0.679951827389383,0.656970500528742,942
Q1,qstate_plus_sleep_semantic,30,0.003,0.6766693418679776,0.6758484299385729,0.6840314651832138,0.6701281304821459,2002
Q1,qstate_plus_sleep_semantic,80,0.001,0.6771072202072227,0.6683903474897088,0.6794186588730542,0.6835126542589051,2002
Q1,semantic_only,10,0.1,0.6771402966208613,0.6548288801012617,0.6882660686500655,0.6883259411112569,260
Q1,q1x_only,10,0.0005,0.6773422626693807,0.6740095793364423,0.6802728268334107,0.677744381838289,438
Q1,no_flat_hourly,30,0.003,0.6775770112528723,0.6731318904962373,0.6840385071171197,0.67556063614526,604
Q1,qstate_all,20,0.0005,0.6777256022302595,0.6791062327462828,0.6787768881592785,0.6752936857852171,942
Q1,semantic_only,30,0.1,0.6780050027609473,0.6576637700862359,0.7050063906858712,0.6713448475107351,260
Q1,qstate_plus_semantic,10,0.0005,0.6780093660235379,0.6798419023676909,0.6788738753928564,0.6753123203100664,1202
Q1,qstate_all,200,0.001,0.6780580720581041,0.6948038214217588,0.6619411819864529,0.677429212766101,942
Q1,qstate_all,10,0.01,0.6780978142076268,0.6805362040333254,0.6855323584477083,0.6682248801418468,942
Q1,qstate_all,10,0.0005,0.6786520438759723,0.6798419023676909,0.6788738753928564,0.6772403538673699,942
Q1,q1x_only,10,0.1,0.6790752347892582,0.6786010276651243,0.6927268169961327,0.6658978597065178,438
Q1,no_flat_hourly,50,0.003,0.6797176707884178,0.6787527178298888,0.6874472683918414,0.6729530261435231,604
Q1,q1x_plus_sleep,20,0.003,0.679910510164012,0.6763992404138036,0.6871155297687377,0.6762167603094951,1238
Q1,qstate_plus_semantic,10,0.01,0.6806400188774301,0.6805362040333255,0.6855323584477083,0.6758514941512563,1202
Q1,q1x_plus_sleep,20,0.001,0.6806603523793542,0.6786278936984209,0.6844948923126214,0.6788582711270204,1238
Q1,qstate_plus_sleep_semantic,50,0.003,0.6809001124586858,0.6704178765417311,0.677825020292796,0.6944574405415302,2002
Q1,q1x_plus_sleep,30,0.01,0.680971168834243,0.6692625064905962,0.6809193776519796,0.6927316223601533,1238
Q1,no_flat_hourly,200,0.003,0.6814737841954671,0.6870692890913318,0.6834430150714416,0.6739090484236278,604
Q1,no_flat_hourly,80,0.003,0.681521165571633,0.6810334709104094,0.6920309705306441,0.6714990552738457,604
Q1,q1x_plus_sleep,10,0.003,0.682449749500261,0.6758843925121806,0.690115864234284,0.6813489917543183,1238
Q1,qstate_plus_semantic,20,0.01,0.6828397133615516,0.6745071973917582,0.6807170468040425,0.693294895888854,1202
Q1,q1x_plus_sleep,50,0.001,0.6828423807585174,0.6726923375591478,0.6833488927235768,0.6924859119928273,1238
Q1,qstate_plus_sleep_semantic,10,0.003,0.683036925527662,0.6779059713644414,0.6901436734945646,0.6810611317239799,2002
Q1,q1x_plus_sleep,20,0.01,0.6833542813734339,0.6778162687281415,0.6942091213530188,0.6780374540391413,1238
Q1,q1x_only,20,0.1,0.6834555082578401,0.6889828946482345,0.7024095933463338,0.6589740367789516,438
Q1,q1x_plus_sleep,20,0.0005,0.6837005651623779,0.6823551358273757,0.6859633881869878,0.6827831714727702,1238
Q1,qstate_all,20,0.01,0.6837085632268436,0.6870171410964249,0.6928351837185585,0.6712733648655475,942
Q1,qstate_plus_sleep_semantic,20,0.001,0.6838111600890496,0.6790488282431638,0.6873571233400596,0.6850275286839258,2002
Q1,qstate_plus_sleep_semantic,120,0.001,0.6840770552459242,0.6891554432260185,0.6918095597423909,0.6712661627693636,2002
Q1,q1x_plus_sleep,10,0.001,0.6841010005100547,0.6809258784952974,0.6877569226467999,0.6836202003880669,1238
Q1,q1x_plus_sleep,50,0.0005,0.6845549974660926,0.67350682361171,0.6808768112245512,0.6992813575620166,1238
Q1,qstate_plus_sleep_semantic,10,0.001,0.6845768885238751,0.6819419657885166,0.687990798140393,0.6837979016427156,2002
Q1,sleep_only,10,0.003,0.6846378503345284,0.6807759353635887,0.6887652115643113,0.6843724040756852,324
Q1,q1x_plus_sleep,20,0.1,0.6848569581940387,0.6787715417508425,0.6999551816934959,0.6758441511377776,1238
Q1,q1x_only,120,0.0005,0.6849483717716843,0.6921686110659039,0.6927820753166306,0.6698944289325186,438
Q1,q1x_plus_sleep,20,0.03,0.6850917481106921,0.6783312653960571,0.6984265061117195,0.6785174728242996,1238
Q1,qstate_plus_sleep_semantic,20,0.0005,0.6852038066372291,0.6825804560174267,0.6880183103617806,0.6850126535324801,2002
Q1,qstate_all,30,0.01,0.6852448266418157,0.6881107397731674,0.6963218065321524,0.6713019336201274,942
Q1,sleep_only,10,0.001,0.6854514229871785,0.6834962590187035,0.6875087596610805,0.6853492502817515,324
Q1,qstate_all,120,0.003,0.6854617562939135,0.7021581345880364,0.6875119506170116,0.6667151836766927,942
Q1,no_flat_hourly,10,0.003,0.6856350166498286,0.6837861317847576,0.6872316260551687,0.6858872921095596,604
Q1,qstate_plus_sleep_semantic,200,0.0005,0.6856699668451883,0.6922452077399617,0.6929283668381291,0.6718363259574741,2002
Q1,qstate_plus_sleep_semantic,20,0.003,0.6858233478733382,0.677361827865645,0.6913167382763445,0.6887914774780249,2002
Q1,qstate_plus_semantic,200,0.003,0.6858322542757341,0.6910724694290108,0.6815250127490416,0.68489928064915,1202
Q1,qstate_plus_semantic,30,0.01,0.6859497172237657,0.6797546262578221,0.6894022930905399,0.6886922323229353,1202
Q1,q1x_only,120,0.001,0.6863358577176001,0.6921686110659039,0.6927820753166306,0.6740568867702659,438
Q1,q1x_plus_sleep,10,0.0005,0.6868989577297308,0.6851346681626633,0.6889412827024621,0.6866209223240665,1238
Q1,no_flat_hourly,120,0.03,0.6870389352674241,0.6786156219471201,0.6984067834537115,0.6840944004014402,604
Q1,qstate_plus_sleep_semantic,10,0.0005,0.6872668370068374,0.6857169247222983,0.6892015356260093,0.6868820506722049,2002
Q1,q1x_plus_sleep,10,0.01,0.6873597982196796,0.6772371440237112,0.6999712364395161,0.6848710141958118,1238
Q1,no_flat_hourly,10,0.001,0.6876319260620148,0.6864698323514727,0.6885365507584146,0.6878893950761574,604
Q1,sleep_only,10,0.0005,0.687734603088265,0.6865684686526259,0.6889145240246147,0.687720816587554,324
Q1,q1x_only,50,0.03,0.6878910605558838,0.6873955848065504,0.701397117511891,0.6748804793492099,438
Q1,q1x_only,30,0.1,0.6879055923870103,0.6957648623288184,0.6948518344021992,0.6731000804300132,438
Q1,qstate_plus_sleep_semantic,30,0.01,0.6880831833061424,0.6862111449441755,0.6973265746118027,0.6807118303624488,2002
Q1,q1x_plus_sleep,80,0.001,0.6883084076115784,0.6887067488043754,0.6998121587483445,0.6764063152820151,1238
Q1,qstate_plus_sleep_semantic,10,0.01,0.6883833106201167,0.6803536719358833,0.7003623117811737,0.684433948143293,2002
Q1,q1x_plus_sleep,80,0.003,0.6885323237306059,0.6918442448127616,0.7048344044847947,0.6689183218942615,1238
Q1,no_flat_hourly,20,0.03,0.6886652889776697,0.6745175055257997,0.6978924436474775,0.6935859177597318,604
Q1,sleep_only,10,0.01,0.6893751282387903,0.6825456297999232,0.6959372347204518,0.689642520195996,324
Q1,q1x_plus_sleep,50,0.003,0.6895194443336198,0.6829165339117347,0.6986641920703875,0.6869776070187372,1238
Q1,no_flat_hourly,10,0.0005,0.6896179277371065,0.6888846422386845,0.6902131815974715,0.6897559593751637,604
Q1,no_flat_hourly,10,0.01,0.6897043879672154,0.6875824500158944,0.6929344010918045,0.6885963127939475,604
Q1,qstate_all,10,0.03,0.6897285405448423,0.6926742551775145,0.700497338287675,0.6760140281693376,942
Q1,q1x_plus_sleep,30,0.03,0.6898144973348739,0.6876109133033785,0.6869700422769974,0.6948625364242454,1238
Q1,semantic_only,120,0.1,0.6902710700261322,0.6864061793764993,0.683980215403063,0.7004268152988347,260
Q1,q1x_plus_sleep,80,0.0005,0.6906400094452705,0.6896388099548612,0.6990186051841465,0.6832626131968039,1238
Q1,q1x_only,120,0.003,0.6906873653115567,0.6921686110659039,0.6927820753166306,0.6871114095521357,438
Q1,no_flat_hourly,30,0.01,0.6910426439483413,0.6853555225553732,0.6971779073447542,0.6905945019448965,604
Q1,qstate_all,200,0.003,0.6913254172315947,0.7118496397192708,0.6755625421195469,0.6865640698559667,942
Q1,q1x_only,200,0.01,0.691749425234932,0.6922559975686193,0.6927857249453998,0.6902065531907768,438
Q1,q1x_only,200,0.0005,0.6917494252349323,0.6922559975686197,0.6927857249453998,0.6902065531907773,438
Q1,q1x_only,200,0.001,0.6917494252349323,0.6922559975686197,0.6927857249453999,0.6902065531907773,438
Q1,q1x_only,200,0.003,0.6917494252349323,0.6922559975686197,0.6927857249453998,0.6902065531907775,438
Q1,q1x_only,200,0.03,0.6917494252349323,0.6922559975686196,0.6927857249453999,0.6902065531907774,438
Q1,q1x_only,200,0.1,0.6917494252349324,0.6922559975686194,0.6927857249453999,0.6902065531907781,438
Q1,qstate_plus_sleep_semantic,20,0.01,0.6918781417146063,0.6796372067210884,0.699552821000909,0.6964443974218214,2002
Q1,q1x_plus_sleep,120,0.003,0.6926417544395208,0.7064204279626695,0.7029518674772843,0.668552967878609,1238
Q1,q1x_plus_sleep,10,0.03,0.6930699531822082,0.6819799078323544,0.7085017497358082,0.688728201978462,1238
Q1,qstate_plus_semantic,10,0.03,0.6932683802229359,0.6926742551775141,0.700497338287675,0.6866335472036186,1202
Q1,sleep_only,10,0.03,0.6932986346742647,0.6832875702809706,0.7012411184801405,0.6953672152616827,324
Q1,q1x_plus_sleep,120,0.001,0.6937446206906531,0.6992312969434111,0.7048513124289852,0.6771512526995629,1238
Q1,qstate_all,50,0.01,0.6939380733645892,0.7107168419024444,0.7034600589085788,0.6676373192827444,942
Q1,sleep_only,10,0.1,0.6939623799424287,0.6806656748026259,0.7022967903794545,0.6989246746452058,324
Q1,sleep_only,20,0.001,0.6946145963173178,0.6832071761701382,0.6870839824847251,0.7135526302970902,324
Q1,qstate_plus_sleep_semantic,10,0.03,0.6948300604834231,0.6854612759327515,0.7102964286216614,0.6887324768958563,2002
Q1,sleep_only,80,0.0005,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,80,0.001,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,80,0.003,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,80,0.01,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,80,0.03,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,80,0.1,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,120,0.0005,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,120,0.001,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,120,0.003,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,120,0.01,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,120,0.03,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,sleep_only,120,0.1,0.6948603637999634,0.6914439194944104,0.6978290491187015,0.6953081227867782,324
Q1,q1x_plus_sleep,80,0.01,0.6951947361373771,0.7034502749938953,0.712800489078717,0.6693334443395191,1238
Q1,qstate_plus_sleep_semantic,20,0.03,0.6953350055111969,0.6806611951648017,0.7033942759821908,0.7019495453865978,2002
Q1,qstate_plus_sleep_semantic,20,0.1,0.6954897834556902,0.6803705999806833,0.7021782452349346,0.7039205051514528,2002
Q1,q1x_only,80,0.01,0.6956096612201965,0.6871191281867004,0.6988726606861265,0.7008371947877627,438
Q1,q1x_plus_sleep,10,0.1,0.6956663884197644,0.6867042404191012,0.7115023676482165,0.6887925571919755,1238
Q1,no_flat_hourly,200,0.01,0.6956888247062175,0.702717211232175,0.6953214457388613,0.6890278171476161,604
Q1,sleep_only,20,0.0005,0.6957113432837492,0.6848384676831485,0.6873882798506447,0.7149072823174545,324
Q1,q1x_plus_sleep,120,0.0005,0.6959225026640826,0.6950811219327876,0.7077159332122768,0.6849704528471834,1238
Q1,semantic_only,200,0.03,0.6963663624615042,0.7026868223801032,0.7122529387124773,0.6741593262919321,260
Q1,sleep_only,20,0.003,0.6967236306157689,0.6859202963594593,0.6918566602785818,0.7123939352092655,324
Q1,q1x_only,120,0.01,0.6967246061036992,0.6921686110659039,0.6927820753166306,0.705223131928563,438
Q1,qstate_plus_sleep_semantic,200,0.001,0.6969601588959352,0.7126883725918334,0.7017771504197121,0.6764149536762599,2002
Q1,no_flat_hourly,10,0.03,0.6970567126031257,0.695945825231747,0.7016806281143696,0.6935436844632606,604
Q1,no_flat_hourly,50,0.01,0.6975382122871051,0.6942976791688354,0.7078677128502716,0.6904492448422084,604
Q1,qstate_all,20,0.03,0.697819852206313,0.7024522555361526,0.7091472464297792,0.6818600546530074,942
Q1,qstate_plus_sleep_semantic,10,0.1,0.6984762702735873,0.6897498502913088,0.7164728731482506,0.6892060873812021,2002
Q1,q1x_plus_sleep,50,0.01,0.6985682577235695,0.6973994567936102,0.7118305793682678,0.6864747370088303,1238
Q1,no_flat_hourly,80,0.01,0.6991712838337399,0.6954144476410381,0.714028691081438,0.688070712778744,604
Q1,qstate_all,80,0.01,0.6993087006424564,0.7226186851407109,0.7036995184357564,0.6716078983509021,942
Q1,qstate_plus_sleep_semantic,80,0.003,0.6993130326001852,0.6946347754158869,0.7104326222600089,0.6928717001246596,2002
Q1,qstate_plus_sleep_semantic,30,0.03,0.7001037552285828,0.7000781722482433,0.7078727657774437,0.6923603276600617,2002
Q1,q1x_plus_sleep,30,0.1,0.7003093732168492,0.7138594216849755,0.6921759864545783,0.6948927115109935,1238
Q1,qstate_plus_semantic,20,0.03,0.7009521170530161,0.697153922003529,0.7038060574065982,0.701896371748921,1202
Q1,qstate_plus_semantic,50,0.01,0.701379547161384,0.704822650552777,0.7149924117489691,0.6843235791824055,1202
Q1,qstate_all,30,0.03,0.7019884678880334,0.7101575879056224,0.7149370163081664,0.6808707994503115,942
Q1,no_flat_hourly,120,0.1,0.7020913941471306,0.6884485116403407,0.7181402651504085,0.6996854056506424,604
Q1,q1x_only,120,0.03,0.7023061185224369,0.6921686110659039,0.6927820753166306,0.721967669184776,438
Q1,qstate_plus_sleep_semantic,50,0.01,0.7028840136226039,0.6961187121914363,0.7027793027107401,0.7097540259656353,2002
