target,target_route_family,policy,decoder_action,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,min_subject_gain,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,conservation_score
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.08,36,-1.4718868882518692,-0.040885746895885255,0.6944444444444444,7,4,3,-3.1983411008067115,0.2710221409274248,1.4940940258070936,-1.7429090291792941,-1.1665323594596353,-3.8308438466753625
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.08,29,-2.3233731002090727,-0.08011631380031285,0.6551724137931034,7,4,3,-3.1983411008067115,-0.07785869509424503,1.6347659788121744,-2.245514405114828,-1.3735999122922933,-4.894161197305428
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.08,29,-2.0409143768512292,-0.07037635782245619,0.6206896551724138,5,2,3,-1.142105740066659,-1.9648976345925786,1.355763257373934,-0.07601674225865063,-0.05606933352500819,-3.7145884386476196
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.1,45,-0.3633299036182556,-0.008073997858183458,0.7333333333333333,7,4,3,-3.1983411008067115,0.06820616183255021,1.5583236710826225,-0.4315360654508058,-0.2769232563546971,-2.1315087078577704
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.1,36,-0.8977547106035233,-0.02493763085009787,0.7222222222222222,7,4,3,-3.1983411008067115,-0.20483751222151275,1.703913246093401,-0.6929171983820106,-0.40666225230109393,-2.775851209467234
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.1,36,-1.0434508018592905,-0.028984744496091404,0.6944444444444444,6,3,3,-1.142105740066659,-2.4846913216432904,1.591090838773024,1.441240519784,0.9058191302863753,-2.0326925976445933
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.14,63,1.1597252019883386,0.018408336539497437,0.7619047619047619,8,5,3,-3.393373597496992,0.043334324697218984,1.9937917624305737,1.1163908772911197,0.5599335388617315,0.03758155390040141
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.14,51,0.9616242296005768,0.018855377050991703,0.7647058823529411,8,5,3,-3.374455671581764,-0.3354335529406015,2.25247021515438,1.2970577825411782,0.5758379284284034,-0.10173790877491862
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.14,51,-3.48067949976465,-0.06824861764244412,0.6274509803921569,6,2,4,-2.1178399599221778,-3.559427736193112,1.9363917344400123,0.07874823642846218,0.040667513204003365,-5.735196035999232
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.18,81,1.5825766616245507,0.019537983476846304,0.7654320987654321,8,4,4,-3.422852054957024,0.499150019562067,2.259544199809587,1.0834266420624836,0.47948902356226736,-0.2137814916615346
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.18,66,1.2072841586930179,0.018292184222621483,0.7727272727272727,8,4,4,-3.386544913475944,-0.4637499545253091,2.3462420703428006,1.6710341132183268,0.7122172662150663,-0.36259851773483476
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.18,66,-6.208259548691952,-0.09406453861654474,0.5757575757575758,7,2,5,-2.1178399599221778,-4.591992210494585,2.037076940428726,-1.6162673381973676,-0.7934247873117674,-9.813945919734728
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.25,112,1.9939292319956894,0.017802939571390085,0.7410714285714286,8,5,3,-4.479466887821326,-0.04728343367443941,2.6612587679039765,2.0412126656701286,0.7670102172280676,1.1802307894280557
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.25,91,2.070093457586718,0.022748279753700196,0.7692307692307693,8,5,3,-4.424843486265949,0.160137203339112,2.4223311150191287,1.9099562542476058,0.7884786032781993,1.235391439132024
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.25,91,-7.937435358068815,-0.08722456437438258,0.5824175824175825,8,2,6,-3.147948236287327,-6.363416306980897,2.010913590057351,-1.5740190510879186,-0.7827382831715946,-12.174979938820718
S3,objective_tail_bridge,hold,none,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,,0.0,,0.0
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.02,9,0.15181519823757283,0.016868355359730317,0.5555555555555556,3,1,2,-0.1951764870785837,-0.34988567790706177,0.7318390219815986,0.5017008761446347,0.6855344701163659,-0.5827898671179859
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.02,7,0.5247836923268265,0.07496909890383237,0.7142857142857143,2,2,0,0.15844404565583586,-0.4250471432172408,0.7857542404870033,0.9498308355440673,1.2088141388271363,1.4086386278983312
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.02,7,0.2552885455402175,0.03646979222003107,0.7142857142857143,7,5,2,-0.4335135559020904,-0.0507368743841668,0.6749141566440348,0.3060254199243843,0.4534286574252274,-0.5050752398545646
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.04,18,0.6913328073715365,0.03840737818730758,0.7222222222222222,5,4,1,-0.4708440843171014,-0.760570128026518,1.2517519930634438,1.4519029353980546,1.1598966436192975,1.0699941278259235
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.04,14,0.7087552352700923,0.05062537394786374,0.7857142857142857,5,4,1,-0.37166292055927325,-0.7736884158148472,0.9914761322100246,1.4824436510849395,1.49518843966575,1.195383161385867
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.04,14,0.9298553163481509,0.06641823688201078,0.8571428571428571,7,5,2,-0.4335135559020904,0.10229975093862989,0.7465374817486294,0.827555565409521,1.1085251385786035,0.5283984422581565
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.06,27,1.4067912714636226,0.05210338042457861,0.7407407407407407,6,4,2,-0.21199812902417778,-1.2915067647303344,1.412286359720586,2.698298036193957,1.9105884706893312,1.668768746830046
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.06,21,1.5915642448014171,0.07578877356197225,0.8571428571428571,5,4,1,-0.11281696526634963,-0.8632682204480595,1.1691397168243425,2.454832465249477,2.099691277204556,2.5265236683885997
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.06,21,1.6044774895808402,0.07640368998004002,0.9047619047619048,7,5,2,-0.4335135559020904,-0.38341912684609275,1.169865532534822,1.987896616426933,1.6992522312539895,1.6930778731406704
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.08,36,0.705346382717472,0.019592955075485332,0.7222222222222222,8,3,5,-0.39376222807794986,-1.5139850412742244,1.3708284122164704,2.2193314239916964,1.6189709844161275,-1.1939488820906825
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.08,28,0.881976452402772,0.031499159014384714,0.7857142857142857,7,3,4,-0.39376222807794986,-1.381091234838042,1.3726165763111864,2.263067687240814,1.6487253077787056,-0.31650103701209975
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.08,28,2.278916745757659,0.08138988377705925,0.9285714285714286,7,5,2,-0.4335135559020904,-0.6169575112182693,1.1989566303254717,2.895874256975928,2.415328614672081,2.795030460070568
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.1,45,-0.4933204790965872,-0.010962677313257493,0.6666666666666666,9,4,5,-0.8130571464777726,-1.772613636774071,1.576613753625881,1.2792931576774837,0.8114182403492154,-2.863915550390166
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.1,35,0.32884308435524057,0.009395516695864017,0.7428571428571429,8,4,4,-0.8130571464777726,-1.8295171219962496,1.7165427795450374,2.15836020635149,1.2573879498206009,-1.0007426923466207
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.1,35,2.9534389523654143,0.08438397006758326,0.9428571428571428,7,5,2,-0.4335135559020904,-0.6202205164458983,1.3666278685974649,3.5736594688113126,2.6149470173463296,3.7199547679066454
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.14,63,-0.8859405755340883,-0.014062548818001402,0.6984126984126984,9,3,6,-1.143895606230596,-2.9529304400248613,1.9058531109102799,2.0669898644907727,1.0845483592927736,-3.599727595121953
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.14,49,-1.4161129794196212,-0.028900264886114718,0.7142857142857143,9,3,6,-0.9916652851091302,-2.2451081921850493,1.9079550096975464,0.8289952127654281,0.4344941094270574,-4.623372736561724
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.14,49,1.4524658523836593,0.029642160252727742,0.8163265306122449,9,5,4,-0.644394945170832,-0.995446689705967,1.8894631670932642,2.447912542089626,1.2955598101737418,0.2541148423514179
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.18,81,-3.740521228643236,-0.046179274427694275,0.654320987654321,9,3,6,-2.403782778522405,-3.014068766044323,2.3082586664864424,-0.726452462598913,-0.31471882815659297,-7.5942402392270685
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.18,64,-4.353461974957046,-0.06802284335870384,0.640625,9,3,6,-2.168362591150201,-3.3515384627017997,1.752366712100426,-1.0019235122552463,-0.5717544765811708,-8.348077423949855
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.18,64,0.1106726297380003,0.0017292598396562546,0.765625,9,5,4,-1.9995082322922546,-1.4819597669173759,1.782371176755468,1.5926323966553761,0.8935469880939827,-1.4500157536465905
S3,objective_tail_bridge,release_high_all,raw_memory_release,0.25,112,-7.035212751477355,-0.06281439956676209,0.5714285714285714,9,3,6,-2.998890096417739,-4.669487687279307,2.3709737693505124,-2.365725064198047,-0.9977862660395846,-11.558773238230401
S3,objective_tail_bridge,release_high_decisive,raw_memory_release,0.25,88,-6.230193318640337,-0.07079765134818565,0.5909090909090909,9,3,6,-2.8997089326599106,-4.3363060557296205,2.0185982781406278,-1.8938872629107166,-0.9382190024729512,-10.590548752553596
S3,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.25,88,-2.956511949466658,-0.03359672669848475,0.6818181818181818,10,4,6,-1.654436043039857,-1.7309440487646326,2.3694628141568286,-1.2255679007020255,-0.517234494409292,-6.986720127650033
S4,objective_tail_bridge,hold,none,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,,0.0,,0.0
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.02,9,0.7822184175600287,0.08691315750666986,0.7777777777777778,5,4,1,-0.056189801963466124,-0.0767587874091481,0.6294065396410183,0.8589772049691768,1.3647414681440933,1.0517487615684895
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.02,6,1.3389384979719345,0.22315641632865577,1.0,5,5,0,0.13051558822402243,-0.002014291533830887,0.616890877792479,1.3409527895057654,2.1737277009255105,2.675969875008766
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.02,6,-0.2595994877947005,-0.04326658129911675,0.6666666666666666,3,1,2,-0.3003533478048573,-0.164285893290221,0.5012570484955396,-0.09531359450447949,-0.19014913563919214,-1.2928900599405495
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.04,18,1.3430988205173646,0.07461660113985359,0.7777777777777778,8,7,1,-0.24326957341853017,0.008961808745955379,0.8113180706774397,1.3341370117714093,1.644406873197614,1.8111101875771993
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.04,13,1.178229007127452,0.09063300054826554,0.7692307692307693,8,7,1,-0.24326957341853017,-0.16539214208821879,0.8806828496481751,1.3436211492156707,1.5256583567540065,1.6210624078583393
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.04,13,-0.7387449281414269,-0.05682653293395591,0.5384615384615384,4,1,3,-0.50038781146615,-0.46577339554795094,0.7149794822685887,-0.27297153259347595,-0.3817893231388305,-2.577763483316467
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.06,27,2.254243189636788,0.08349048850506621,0.8148148148148148,8,6,2,-0.3215616181173444,0.02808829528666025,1.0416666432062005,2.2261548943501275,2.1371087467081873,2.456918814690871
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.06,19,1.8160961021117763,0.09558400537430402,0.7894736842105263,8,6,2,-0.24326957341853017,0.1278802672321102,0.9118952143588073,1.688215834879666,1.8513265650447823,1.7875630076898956
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.06,19,-0.8052553980476898,-0.042381863055141564,0.5263157894736842,6,2,4,-0.9632919659131405,-0.7511989712347433,0.7272642622723088,-0.05405642681294642,-0.07432845200457015,-3.173180121755646
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.08,36,2.2266434707358007,0.061851207520438906,0.75,8,6,2,-0.3215616181173444,0.04590284727583614,1.269843788747859,2.1807406234599647,1.7173298344123915,2.2993316246562685
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.08,25,2.141701193326128,0.08566804773304511,0.8,8,6,2,-0.3756283559428514,-0.18357481810707676,1.2310655988166803,2.3252760114332047,1.8888319303766563,2.31705038283142
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.08,25,-1.0012583310704655,-0.04005033324281862,0.52,6,3,3,-0.9632919659131405,-0.9926156412321159,0.8445088890883539,-0.008642689838349593,-0.01023398326532639,-2.6958979346750356
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.1,45,3.010720723860632,0.06690490497468071,0.7555555555555555,8,6,2,-0.3215616181173444,0.058494616091529325,1.1553548339245407,2.9522261077691025,2.555254906184017,3.4852173152059445
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.1,32,2.232549064590098,0.06976715826844056,0.75,8,6,2,-0.3756283559428514,0.03236186109749664,1.3128257439855717,2.200187203492601,1.6759171684226064,2.3027886593224
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.1,32,-0.9177447243833433,-0.02867952263697948,0.5625,6,2,4,-1.1190991458461337,-1.2412357303645312,0.9639165550892288,0.32349100598118785,0.33560063293159503,-3.072327296002668
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.14,63,4.057420401482583,0.06440349843623147,0.7777777777777778,9,7,2,-0.2614292933782525,0.20928033879779487,1.6536051565659255,3.848140062684788,2.3271214699622105,4.766175603169351
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.14,45,3.097753982381234,0.06883897738624965,0.7555555555555555,9,7,2,-0.3756283559428514,-0.03512055316636021,1.3320820462617382,3.1328745355475944,2.3518630435260905,3.585766729528509
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.14,45,-0.13612820865538244,-0.003025071303452943,0.6222222222222222,7,5,2,-1.3242372154026816,-1.8049901867237976,1.3420063108320448,1.6688619780684153,1.2435574740581659,-0.3756470093121136
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.18,81,4.424902664861031,0.05462842796124729,0.7530864197530864,9,7,2,-0.544303332047988,0.15028938054467383,1.640989514436931,4.274613284316357,2.6048998160619536,5.304809823244872
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.18,57,3.7075097767231493,0.06504403117058156,0.7368421052631579,9,8,1,-0.3756283559428514,-0.2041007887328333,1.6554722200963548,3.9116105654559825,2.362836728983777,5.071981344788278
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.18,57,-0.5245145805585762,-0.009202010185238179,0.6140350877192983,9,4,5,-1.55698350739992,-2.2331398890351446,1.1814809494944194,1.7086253084765683,1.4461725423568828,-2.66567493568458
S4,objective_tail_bridge,release_high_all,raw_memory_release,0.25,112,3.3817155681971167,0.030193889001759972,0.6696428571428571,9,7,2,-0.3852982323176113,0.41614642250871076,1.557035231126904,2.965569145688406,1.904625589969519,3.6871328584689715
S4,objective_tail_bridge,release_high_decisive,raw_memory_release,0.25,80,2.762745138565252,0.03453431423206565,0.6375,9,7,2,-0.4994972948822102,-0.2279678619520103,1.473381250977467,2.990713000517262,2.0298296849733704,3.084674975715105
S4,objective_tail_bridge,inverse_low_decisive,inverse_toxic_memory,0.25,80,-1.1884688084299757,-0.014855860105374697,0.6,9,6,3,-2.027599698393473,-3.073583802912616,1.5632516583687242,1.8851149944826404,1.2058934877125194,-2.03175561254268
