kind,label,beta,changed_cells_vs_h136,route,h098,curv_marg,h088,margin,badw,badmax,delta_route,delta_h098,delta_curv_marg,delta_h088,delta_margin,bundle_row,bundle_targets,bundle_score,h137_counterfield_score
anti_bundle,r207_Q3S4_f0p25_g0.25,0.25,2,-0.0007598672119321408,-2.6645558238463105e-05,4.547774950080445e-05,-0.06249363501777329,0.15936257545816887,0.0,0.0,2.4263856560134515e-06,7.124700030622291e-07,1.1618343017884194e-06,-0.000360970598503034,-7.84749901237003e-05,207,"Q3,S4",0.6841190425423664,0.0038682264887672036
anti_bundle,r207_Q3S4_f0p25_g0.5,0.5,2,-0.0007598228271718884,-2.6035186129332315e-05,4.566209143254938e-05,-0.06279256045348397,0.15912784390806287,0.0,0.0,2.4707704162657985e-06,1.322842112193019e-06,1.3461762335333517e-06,-0.0006598960342137153,-0.0003132065402297046,207,"Q3,S4",0.6841190425423664,0.006496394463584656
anti_bundle,r207_Q3S4_f0p25_g1,1.0,2,-0.0007597339596841316,-2.4814429846750272e-05,4.601395413460132e-05,-0.0632034934454539,0.1581991842786754,0.0,0.0,2.5596379040226415e-06,2.543598394775062e-06,1.6980389355852887e-06,-0.001070829026183641,-0.0012418661696171618,207,"Q3,S4",0.6841190425423664,0.009194755676369008
forward_bundle,r207_Q3S4_f0p35,0.35,2,-0.0007597339596841316,-2.7197347151473872e-05,4.505541034971472e-05,-0.060093948468690116,0.1581991842786754,0.0,0.0,2.5596379040226415e-06,1.6068109005146214e-07,7.394951506986894e-07,0.002038715950580139,-0.0012418661696171618,207,"Q3,S4",0.6841190425423664,
anti_bundle,r207_Q3S4_f0p35_g0.25,0.25,2,-0.0007598672119321408,-2.6645558238463105e-05,4.547774950080445e-05,-0.06249363501777329,0.15936257545816887,0.0,0.0,2.4263856560134515e-06,7.124700030622291e-07,1.1618343017884194e-06,-0.000360970598503034,-7.84749901237003e-05,207,"Q3,S4",0.6841190425423664,0.0038682264887672036
anti_bundle,r207_Q3S4_f0p35_g0.5,0.5,2,-0.0007598228271718884,-2.6035186129332315e-05,4.566209143254938e-05,-0.06279256045348397,0.15912784390806287,0.0,0.0,2.4707704162657985e-06,1.322842112193019e-06,1.3461762335333517e-06,-0.0006598960342137153,-0.0003132065402297046,207,"Q3,S4",0.6841190425423664,0.006496394463584656
anti_bundle,r207_Q3S4_f0p35_g1,1.0,2,-0.0007597339596841316,-2.4814429846750272e-05,4.601395413460132e-05,-0.0632034934454539,0.1581991842786754,0.0,0.0,2.5596379040226415e-06,2.543598394775062e-06,1.6980389355852887e-06,-0.001070829026183641,-0.0012418661696171618,207,"Q3,S4",0.6841190425423664,0.009194755676369008
forward_bundle,r207_Q3S4_f0p5,0.5,2,-0.0007595558328396074,-2.7138703633751426e-05,4.455545633602338e-05,-0.05722243787068963,0.1546407656408667,0.0,0.0,2.7377647485468757e-06,2.193246077739075e-07,2.39541137007351e-07,0.004910226548580622,-0.004800284807425864,207,"Q3,S4",0.6841190425423664,
anti_bundle,r207_Q3S4_f0p5_g0.25,0.25,2,-0.0007598228271718884,-2.6035186129332315e-05,4.566209143254938e-05,-0.06279256045348397,0.15912784390806287,0.0,0.0,2.4707704162657985e-06,1.322842112193019e-06,1.3461762335333517e-06,-0.0006598960342137153,-0.0003132065402297046,207,"Q3,S4",0.6841190425423664,0.006496394463584656
anti_bundle,r207_Q3S4_f0p5_g0.5,0.5,2,-0.0007597339596841316,-2.4814429846750272e-05,4.601395413460132e-05,-0.0632034934454539,0.1581991842786754,0.0,0.0,2.5596379040226415e-06,2.543598394775062e-06,1.6980389355852887e-06,-0.001070829026183641,-0.0012418661696171618,207,"Q3,S4",0.6841190425423664,0.009194755676369008
anti_bundle,r207_Q3S4_f0p5_g1,1.0,2,-0.0007595558328396074,-2.2372869024303793e-05,4.645739224125528e-05,-0.063301640089007,0.1546407656408667,0.0,0.0,2.7377647485468757e-06,4.9851592172215405e-06,2.141477042239253e-06,-0.0011689756697367479,-0.004800284807425864,207,"Q3,S4",0.6841190425423664,0.004802631035227533
forward_bundle,r207_Q3S4_f0p6,0.6,2,-0.0007597339596841316,-2.7197347151473872e-05,4.505541034971472e-05,-0.060093948468690116,0.1581991842786754,0.0,0.0,2.5596379040226415e-06,1.6068109005146214e-07,7.394951506986894e-07,0.002038715950580139,-0.0012418661696171618,207,"Q3,S4",0.6841190425423664,
anti_bundle,r207_Q3S4_f0p6_g0.25,0.25,2,-0.0007598672119321408,-2.6645558238463105e-05,4.547774950080445e-05,-0.06249363501777329,0.15936257545816887,0.0,0.0,2.4263856560134515e-06,7.124700030622291e-07,1.1618343017884194e-06,-0.000360970598503034,-7.84749901237003e-05,207,"Q3,S4",0.6841190425423664,0.0038682264887672036
anti_bundle,r207_Q3S4_f0p6_g0.5,0.5,2,-0.0007598228271718884,-2.6035186129332315e-05,4.566209143254938e-05,-0.06279256045348397,0.15912784390806287,0.0,0.0,2.4707704162657985e-06,1.322842112193019e-06,1.3461762335333517e-06,-0.0006598960342137153,-0.0003132065402297046,207,"Q3,S4",0.6841190425423664,0.006496394463584656
anti_bundle,r207_Q3S4_f0p6_g1,1.0,2,-0.0007597339596841316,-2.4814429846750272e-05,4.601395413460132e-05,-0.0632034934454539,0.1581991842786754,0.0,0.0,2.5596379040226415e-06,2.543598394775062e-06,1.6980389355852887e-06,-0.001070829026183641,-0.0012418661696171618,207,"Q3,S4",0.6841190425423664,0.009194755676369008
forward_bundle,r207_S2S4_f0p25,0.25,2,-0.0007596600053448118,-2.656822839864747e-05,4.380236812293308e-05,-0.0562530553010355,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,7.897998428778655e-07,-5.135470760829486e-07,0.005879609118234756,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,
anti_bundle,r207_S2S4_f0p25_g0.25,0.25,2,-0.0007598487845036631,-2.64644558017012e-05,4.570298352649387e-05,-0.06328548383065269,0.1592647614116347,0.0,0.0,2.4448130844911126e-06,8.935724398241324e-07,1.3870683274778365e-06,-0.0011528194113824344,-0.00017628903665786733,207,"S2,S4",0.6691401893499305,0.011628286527445053
anti_bundle,r207_S2S4_f0p25_g0.5,0.5,2,-0.0007597859315440317,-2.5672976235015916e-05,4.610785304117121e-05,-0.06429420710204238,0.1587393822521738,0.0,0.0,2.5076660441225324e-06,1.6850520065094183e-06,1.7919378421551828e-06,-0.002161542682772126,-0.0007016681961187765,207,"S2,S4",0.6691401893499305,0.020915741258620696
anti_bundle,r207_S2S4_f0p25_g1,1.0,2,-0.0007596600053448118,-2.4089989974948405e-05,4.680716059052639e-05,-0.06586713355574682,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,3.268038266576929e-06,2.491245391510362e-06,-0.0037344691364765634,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,0.033545541569356345
forward_bundle,r207_S2S4_f0p35,0.35,2,-0.0007596600053448118,-2.656822839864747e-05,4.380236812293308e-05,-0.0562530553010355,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,7.897998428778655e-07,-5.135470760829486e-07,0.005879609118234756,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,
anti_bundle,r207_S2S4_f0p35_g0.25,0.25,2,-0.0007598487845036631,-2.64644558017012e-05,4.570298352649387e-05,-0.06328548383065269,0.1592647614116347,0.0,0.0,2.4448130844911126e-06,8.935724398241324e-07,1.3870683274778365e-06,-0.0011528194113824344,-0.00017628903665786733,207,"S2,S4",0.6691401893499305,0.011628286527445053
anti_bundle,r207_S2S4_f0p35_g0.5,0.5,2,-0.0007597859315440317,-2.5672976235015916e-05,4.610785304117121e-05,-0.06429420710204238,0.1587393822521738,0.0,0.0,2.5076660441225324e-06,1.6850520065094183e-06,1.7919378421551828e-06,-0.002161542682772126,-0.0007016681961187765,207,"S2,S4",0.6691401893499305,0.020915741258620696
anti_bundle,r207_S2S4_f0p35_g1,1.0,2,-0.0007596600053448118,-2.4089989974948405e-05,4.680716059052639e-05,-0.06586713355574682,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,3.268038266576929e-06,2.491245391510362e-06,-0.0037344691364765634,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,0.033545541569356345
forward_bundle,r207_S2S4_f0p5,0.5,2,-0.0007594072718265424,-2.5880385795422453e-05,4.174163698200065e-05,-0.04899217378809575,0.14921504026907514,0.0,0.0,2.8863257616118174e-06,1.4776424461028807e-06,-2.574278217015377e-06,0.013140490631174506,-0.010226010179217426,207,"S2,S4",0.6691401893499305,
anti_bundle,r207_S2S4_f0p5_g0.25,0.25,2,-0.0007597859315440317,-2.5672976235015916e-05,4.610785304117121e-05,-0.06429420710204238,0.1587393822521738,0.0,0.0,2.5076660441225324e-06,1.6850520065094183e-06,1.7919378421551828e-06,-0.002161542682772126,-0.0007016681961187765,207,"S2,S4",0.6691401893499305,0.020915741258620696
anti_bundle,r207_S2S4_f0p5_g0.5,0.5,2,-0.0007596600053448118,-2.4089989974948405e-05,4.680716059052639e-05,-0.06586713355574682,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,3.268038266576929e-06,2.491245391510362e-06,-0.0037344691364765634,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,0.033545541569356345
anti_bundle,r207_S2S4_f0p5_g1,1.0,2,-0.0007594072718265424,-2.0923908948024218e-05,4.7651900036510065e-05,-0.06730319678653518,0.14921504026907514,0.0,0.0,2.8863257616118174e-06,6.434119293501116e-06,3.3359848374940344e-06,-0.005170532367264925,-0.010226010179217426,207,"S2,S4",0.6691401893499305,0.03664885158970793
forward_bundle,r207_S2S4_f0p6,0.6,2,-0.0007596600053448118,-2.656822839864747e-05,4.380236812293308e-05,-0.0562530553010355,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,7.897998428778655e-07,-5.135470760829486e-07,0.005879609118234756,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,
anti_bundle,r207_S2S4_f0p6_g0.25,0.25,2,-0.0007598487845036631,-2.64644558017012e-05,4.570298352649387e-05,-0.06328548383065269,0.1592647614116347,0.0,0.0,2.4448130844911126e-06,8.935724398241324e-07,1.3870683274778365e-06,-0.0011528194113824344,-0.00017628903665786733,207,"S2,S4",0.6691401893499305,0.011628286527445053
anti_bundle,r207_S2S4_f0p6_g0.5,0.5,2,-0.0007597859315440317,-2.5672976235015916e-05,4.610785304117121e-05,-0.06429420710204238,0.1587393822521738,0.0,0.0,2.5076660441225324e-06,1.6850520065094183e-06,1.7919378421551828e-06,-0.002161542682772126,-0.0007016681961187765,207,"S2,S4",0.6691401893499305,0.020915741258620696
anti_bundle,r207_S2S4_f0p6_g1,1.0,2,-0.0007596600053448118,-2.4089989974948405e-05,4.680716059052639e-05,-0.06586713355574682,0.15668868681439008,0.0,0.0,2.6335922433424076e-06,3.268038266576929e-06,2.491245391510362e-06,-0.0037344691364765634,-0.0027523636339024937,207,"S2,S4",0.6691401893499305,0.033545541569356345
forward_bundle,r207_S2_f0p25,0.25,1,-0.0007609304868099106,-2.7440583420204178e-05,4.3357444772405915e-05,-0.05711981996898911,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,-8.255517867884407e-08,-9.584704266101148e-07,0.005012844450281141,-0.0022777828622640717,207,S2,0.6545344073566985,
anti_bundle,r207_S2_f0p25_g0.25,0.25,1,-0.0007610596480470518,-2.6705337606158872e-05,4.478492646607505e-05,-0.06312135014038184,0.15929577796634314,0.0,0.0,1.233949541102437e-06,6.526906353664617e-07,4.690112670590208e-07,-0.0009886857211115832,-0.00014527248194942666,207,S2,0.6545344073566985,0.010040191968299557
anti_bundle,r207_S2_f0p25_g0.5,0.5,1,-0.0007610166547915221,-2.6103690479326578e-05,4.507820259545673e-05,-0.06399204866736057,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,1.2543377621987558e-06,7.622873964407018e-07,-0.0018593842480903108,-0.0005787189126356396,207,S2,0.6545344073566985,0.018088154599726562
anti_bundle,r207_S2_f0p25_g1,1.0,1,-0.0007609304868099106,-2.4900373878205097e-05,4.5590356863843464e-05,-0.06537024813458872,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.457654363320237e-06,1.2744416648274338e-06,-0.0032375837153184664,-0.0022777828622640717,207,S2,0.6545344073566985,0.029303845235333654
forward_bundle,r207_S2_f0p35,0.35,1,-0.0007609304868099106,-2.7440583420204178e-05,4.3357444772405915e-05,-0.05711981996898911,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,-8.255517867884407e-08,-9.584704266101148e-07,0.005012844450281141,-0.0022777828622640717,207,S2,0.6545344073566985,
anti_bundle,r207_S2_f0p35_g0.25,0.25,1,-0.0007610596480470518,-2.6705337606158872e-05,4.478492646607505e-05,-0.06312135014038184,0.15929577796634314,0.0,0.0,1.233949541102437e-06,6.526906353664617e-07,4.690112670590208e-07,-0.0009886857211115832,-0.00014527248194942666,207,S2,0.6545344073566985,0.010040191968299557
anti_bundle,r207_S2_f0p35_g0.5,0.5,1,-0.0007610166547915221,-2.6103690479326578e-05,4.507820259545673e-05,-0.06399204866736057,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,1.2543377621987558e-06,7.622873964407018e-07,-0.0018593842480903108,-0.0005787189126356396,207,S2,0.6545344073566985,0.018088154599726562
anti_bundle,r207_S2_f0p35_g1,1.0,1,-0.0007609304868099106,-2.4900373878205097e-05,4.5590356863843464e-05,-0.06537024813458872,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.457654363320237e-06,1.2744416648274338e-06,-0.0032375837153184664,-0.0022777828622640717,207,S2,0.6545344073566985,0.029303845235333654
forward_bundle,r207_S2_f0p5,0.5,1,-0.0007607574249644812,-2.757407037013576e-05,4.1751237867634905e-05,-0.0508740109251594,0.15087433255710017,0.0,0.0,1.536172623673067e-06,-2.1604212861042749e-07,-2.5646773313811252e-06,0.011258653494110857,-0.008566717891192399,207,S2,0.6545344073566985,
anti_bundle,r207_S2_f0p5_g0.25,0.25,1,-0.0007610166547915221,-2.6103690479326578e-05,4.507820259545673e-05,-0.06399204866736057,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,1.2543377621987558e-06,7.622873964407018e-07,-0.0018593842480903108,-0.0005787189126356396,207,S2,0.6545344073566985,0.018088154599726562
anti_bundle,r207_S2_f0p5_g0.5,0.5,1,-0.0007609304868099106,-2.4900373878205097e-05,4.5590356863843464e-05,-0.06537024813458872,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.457654363320237e-06,1.2744416648274338e-06,-0.0032375837153184664,-0.0022777828622640717,207,S2,0.6545344073566985,0.029303845235333654
anti_bundle,r207_S2_f0p5_g1,1.0,1,-0.0007607574249644812,-2.249365128613749e-05,4.614555500560228e-05,-0.06671458056861973,0.15087433255710017,0.0,0.0,1.536172623673067e-06,4.864376955387843e-06,1.8296398065862501e-06,-0.004581916149349476,-0.008566717891192399,207,S2,0.6545344073566985,0.03327834229750802
forward_bundle,r207_S2_f0p6,0.6,1,-0.0007609304868099106,-2.7440583420204178e-05,4.3357444772405915e-05,-0.05711981996898911,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,-8.255517867884407e-08,-9.584704266101148e-07,0.005012844450281141,-0.0022777828622640717,207,S2,0.6545344073566985,
anti_bundle,r207_S2_f0p6_g0.25,0.25,1,-0.0007610596480470518,-2.6705337606158872e-05,4.478492646607505e-05,-0.06312135014038184,0.15929577796634314,0.0,0.0,1.233949541102437e-06,6.526906353664617e-07,4.690112670590208e-07,-0.0009886857211115832,-0.00014527248194942666,207,S2,0.6545344073566985,0.010040191968299557
anti_bundle,r207_S2_f0p6_g0.5,0.5,1,-0.0007610166547915221,-2.6103690479326578e-05,4.507820259545673e-05,-0.06399204866736057,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,1.2543377621987558e-06,7.622873964407018e-07,-0.0018593842480903108,-0.0005787189126356396,207,S2,0.6545344073566985,0.018088154599726562
anti_bundle,r207_S2_f0p6_g1,1.0,1,-0.0007609304868099106,-2.4900373878205097e-05,4.5590356863843464e-05,-0.06537024813458872,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.457654363320237e-06,1.2744416648274338e-06,-0.0032375837153184664,-0.0022777828622640717,207,S2,0.6545344073566985,0.029303845235333654
forward_bundle,r131_S1S2_f0p25,0.25,2,-0.0007597898801902228,-2.6738777625861273e-05,4.4942639421025965e-05,-0.06265462547568207,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,6.192506156640605e-07,6.267242220099351e-07,-0.0005219610564118141,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,
anti_bundle,r131_S1S2_f0p25_g0.25,0.25,2,-0.0007598811660371839,-2.7007949543218692e-05,4.539950203602148e-05,-0.06193011657499713,0.1594042491479221,0.0,0.0,2.4124315509703367e-06,3.5007869830664187e-07,1.083586837005452e-06,0.00020254784427312794,-3.680130037048146e-05,131,"S1,S2",0.6015460740425604,0.0002767002765838177
anti_bundle,r131_S1S2_f0p25_g0.5,0.5,2,-0.0007598507527296279,-2.6759970875145584e-05,4.5519219834903694e-05,-0.061699206349431046,0.15929399795573973,0.0,0.0,2.442844858526307e-06,5.980573663797503e-07,1.2033046358876642e-06,0.0004334580698392085,-0.00014705249255284047,131,"S1,S2",0.6015460740425604,0.00010754765388169596
anti_bundle,r131_S1S2_f0p25_g1,1.0,2,-0.0007597898801902228,-2.6264007883584645e-05,4.574179864442335e-05,-0.061154157049579376,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,1.0940203579406886e-06,1.425883445407318e-06,0.0009785073696908786,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,-0.0005580967734864441
forward_bundle,r131_S1S2_f0p35,0.35,2,-0.0007597898801902228,-2.6738777625861273e-05,4.4942639421025965e-05,-0.06265462547568207,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,6.192506156640605e-07,6.267242220099351e-07,-0.0005219610564118141,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,
anti_bundle,r131_S1S2_f0p35_g0.25,0.25,2,-0.0007598811660371839,-2.7007949543218692e-05,4.539950203602148e-05,-0.06193011657499713,0.1594042491479221,0.0,0.0,2.4124315509703367e-06,3.5007869830664187e-07,1.083586837005452e-06,0.00020254784427312794,-3.680130037048146e-05,131,"S1,S2",0.6015460740425604,0.0002767002765838177
anti_bundle,r131_S1S2_f0p35_g0.5,0.5,2,-0.0007598507527296279,-2.6759970875145584e-05,4.5519219834903694e-05,-0.061699206349431046,0.15929399795573973,0.0,0.0,2.442844858526307e-06,5.980573663797503e-07,1.2033046358876642e-06,0.0004334580698392085,-0.00014705249255284047,131,"S1,S2",0.6015460740425604,0.00010754765388169596
anti_bundle,r131_S1S2_f0p35_g1,1.0,2,-0.0007597898801902228,-2.6264007883584645e-05,4.574179864442335e-05,-0.061154157049579376,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,1.0940203579406886e-06,1.425883445407318e-06,0.0009785073696908786,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,-0.0005580967734864441
forward_bundle,r131_S1S2_f0p5,0.5,2,-0.0007596679514142391,-2.6221598763359632e-05,4.451445298103121e-05,-0.06271860631324369,0.15713592265398382,0.0,0.0,2.6256461739151797e-06,1.136429478165702e-06,1.9853778201518214e-07,-0.0005859418939734365,-0.002305127794308748,131,"S1,S2",0.6015460740425604,
anti_bundle,r131_S1S2_f0p5_g0.25,0.25,2,-0.0007598507527296279,-2.6759970875145584e-05,4.5519219834903694e-05,-0.061699206349431046,0.15929399795573973,0.0,0.0,2.442844858526307e-06,5.980573663797503e-07,1.2033046358876642e-06,0.0004334580698392085,-0.00014705249255284047,131,"S1,S2",0.6015460740425604,0.00010754765388169596
anti_bundle,r131_S1S2_f0p5_g0.5,0.5,2,-0.0007597898801902228,-2.6264007883584645e-05,4.574179864442335e-05,-0.061154157049579376,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,1.0940203579406886e-06,1.425883445407318e-06,0.0009785073696908786,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,-0.0005580967734864441
anti_bundle,r131_S1S2_f0p5_g1,1.0,2,-0.0007596679514142391,-2.5272059278806376e-05,4.611628944205595e-05,-0.059750149669252114,0.15713592265398382,0.0,0.0,2.6256461739151797e-06,2.085968962718958e-06,1.800374243039922e-06,0.00238251475001814,-0.002305127794308748,131,"S1,S2",0.6015460740425604,-0.0031522240742548027
forward_bundle,r131_S1S2_f0p6,0.6,2,-0.0007597898801902228,-2.6738777625861273e-05,4.4942639421025965e-05,-0.06265462547568207,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,6.192506156640605e-07,6.267242220099351e-07,-0.0005219610564118141,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,
anti_bundle,r131_S1S2_f0p6_g0.25,0.25,2,-0.0007598811660371839,-2.7007949543218692e-05,4.539950203602148e-05,-0.06193011657499713,0.1594042491479221,0.0,0.0,2.4124315509703367e-06,3.5007869830664187e-07,1.083586837005452e-06,0.00020254784427312794,-3.680130037048146e-05,131,"S1,S2",0.6015460740425604,0.0002767002765838177
anti_bundle,r131_S1S2_f0p6_g0.5,0.5,2,-0.0007598507527296279,-2.6759970875145584e-05,4.5519219834903694e-05,-0.061699206349431046,0.15929399795573973,0.0,0.0,2.442844858526307e-06,5.980573663797503e-07,1.2033046358876642e-06,0.0004334580698392085,-0.00014705249255284047,131,"S1,S2",0.6015460740425604,0.00010754765388169596
anti_bundle,r131_S1S2_f0p6_g1,1.0,2,-0.0007597898801902228,-2.6264007883584645e-05,4.574179864442335e-05,-0.061154157049579376,0.15885526980901157,0.0,0.0,2.5037173979314785e-06,1.0940203579406886e-06,1.425883445407318e-06,0.0009785073696908786,-0.0005857806392809972,131,"S1,S2",0.6015460740425604,-0.0005580967734864441
