kind,label,beta,changed_cells_vs_h136,route,h098,curv_marg,h088,margin,badw,badmax,delta_route,delta_h098,delta_curv_marg,delta_h088,delta_margin,bundle_row,bundle_targets,bundle_score,h137_counterfield_score
anti_bundle,r59_S1_f0p25_g0.25,0.25,1,-0.0007610596480470518,-2.7205796820727437e-05,4.4952441915215805e-05,-0.06207605311154906,0.15929577796634314,0.0,0.0,1.233949541102437e-06,1.5223142079789746e-07,6.365267161997749e-07,5.6611307721193826e-05,-0.00014527248194942666,59,S1,0.46990598119465143,4.956413049045594e-05
anti_bundle,r59_S1_f0p25_g0.5,0.5,1,-0.0007610166547915221,-2.7104608908462948e-05,4.477666841571086e-05,-0.06190714315049551,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,2.534193330623862e-07,4.6075321669483173e-07,0.00022552126877474488,-0.0005787189126356396,59,S1,0.46990598119465143,-0.0006024520788658633
anti_bundle,r59_S1_f0p25_g1,1.0,1,-0.0007609304868099106,-2.690221073647838e-05,4.432827750903024e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,4.558175050469555e-07,1.236231001421062e-08,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,-0.0031547432575324105
forward_bundle,r59_S1_f0p35,0.35,1,-0.0007609304868099106,-2.7335318292897215e-05,4.596403305266207e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.2709948628118863e-08,1.6481178536460403e-06,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,
anti_bundle,r59_S1_f0p35_g0.25,0.25,1,-0.0007610596480470518,-2.7205796820727437e-05,4.4952441915215805e-05,-0.06207605311154906,0.15929577796634314,0.0,0.0,1.233949541102437e-06,1.5223142079789746e-07,6.365267161997749e-07,5.6611307721193826e-05,-0.00014527248194942666,59,S1,0.46990598119465143,4.956413049045594e-05
anti_bundle,r59_S1_f0p35_g0.5,0.5,1,-0.0007610166547915221,-2.7104608908462948e-05,4.477666841571086e-05,-0.06190714315049551,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,2.534193330623862e-07,4.6075321669483173e-07,0.00022552126877474488,-0.0005787189126356396,59,S1,0.46990598119465143,-0.0006024520788658633
anti_bundle,r59_S1_f0p35_g1,1.0,1,-0.0007609304868099106,-2.690221073647838e-05,4.432827750903024e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,4.558175050469555e-07,1.236231001421062e-08,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,-0.0031547432575324105
forward_bundle,r59_S1_f0p5,0.5,1,-0.0007607574249644812,-2.7363540115522052e-05,4.627527189651347e-05,-0.05879429574688957,0.15087433255710017,0.0,0.0,1.536172623673067e-06,-5.511873996718458e-09,1.959356697497439e-06,0.003338368672380687,-0.008566717891192399,59,S1,0.46990598119465143,
anti_bundle,r59_S1_f0p5_g0.25,0.25,1,-0.0007610166547915221,-2.7104608908462948e-05,4.477666841571086e-05,-0.06190714315049551,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,2.534193330623862e-07,4.6075321669483173e-07,0.00022552126877474488,-0.0005787189126356396,59,S1,0.46990598119465143,-0.0006024520788658633
anti_bundle,r59_S1_f0p5_g0.5,0.5,1,-0.0007609304868099106,-2.690221073647838e-05,4.432827750903024e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,4.558175050469555e-07,1.236231001421062e-08,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,-0.0031547432575324105
anti_bundle,r59_S1_f0p5_g1,1.0,1,-0.0007607574249644812,-2.6497325002684162e-05,4.180668039703464e-05,-0.05879429574688957,0.1418372807957742,0.009037051761325974,0.01546730678522535,1.536172623673067e-06,8.607032388411717e-07,-2.509234801981392e-06,0.003338368672380687,-0.017603769652518364,59,S1,0.46990598119465143,-0.026151122461641262
forward_bundle,r59_S1_f0p6,0.6,1,-0.0007609304868099106,-2.7335318292897215e-05,4.596403305266207e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.2709948628118863e-08,1.6481178536460403e-06,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,
anti_bundle,r59_S1_f0p6_g0.25,0.25,1,-0.0007610596480470518,-2.7205796820727437e-05,4.4952441915215805e-05,-0.06207605311154906,0.15929577796634314,0.0,0.0,1.233949541102437e-06,1.5223142079789746e-07,6.365267161997749e-07,5.6611307721193826e-05,-0.00014527248194942666,59,S1,0.46990598119465143,4.956413049045594e-05
anti_bundle,r59_S1_f0p6_g0.5,0.5,1,-0.0007610166547915221,-2.7104608908462948e-05,4.477666841571086e-05,-0.06190714315049551,0.15886233153565693,0.0,0.0,1.2769427966321384e-06,2.534193330623862e-07,4.6075321669483173e-07,0.00022552126877474488,-0.0005787189126356396,59,S1,0.46990598119465143,-0.0006024520788658633
anti_bundle,r59_S1_f0p6_g1,1.0,1,-0.0007609304868099106,-2.690221073647838e-05,4.432827750903024e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,4.558175050469555e-07,1.236231001421062e-08,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,-0.0031547432575324105
