bundle_id,row,bundle_size,frac,targets,h135_bundle_score,h135_mean_companion_score,h135_mean_safety,h135_mean_toxicity,h135_mean_gap,h135_row_conversion_pressure
r207_Q3_f0p35,207,1,0.35,Q3,0.5644921137415705,0.46939117705357036,0.5291670514285715,0.2717065714285713,0.2574604800000001,0.3763939179428572
r207_Q3_f0p5,207,1,0.5,Q3,0.5644921137415705,0.46939117705357036,0.5291670514285715,0.2717065714285713,0.2574604800000001,0.3763939179428572
r207_Q3_f0p6,207,1,0.6,Q3,0.5644921137415705,0.46939117705357036,0.5291670514285715,0.2717065714285713,0.2574604800000001,0.3763939179428572
r135_S4Q3_f0p25,135,2,0.25,"S4,Q3",0.5522151291348857,0.3078744391744971,0.6871732685714286,0.47618514285714286,0.21098812571428566,0.6628345321074286
r135_S4Q3_f0p35,135,2,0.35,"S4,Q3",0.5522151291348857,0.3078744391744971,0.6871732685714286,0.47618514285714286,0.21098812571428566,0.6628345321074286
r135_S4Q3_f0p5,135,2,0.5,"S4,Q3",0.5522151291348857,0.3078744391744971,0.6871732685714286,0.47618514285714286,0.21098812571428566,0.6628345321074286
r135_S4Q3_f0p6,135,2,0.6,"S4,Q3",0.5522151291348857,0.3078744391744971,0.6871732685714286,0.47618514285714286,0.21098812571428566,0.6628345321074286
r131_S1_f0p25,131,1,0.25,S1,0.5479873421530015,0.4547322376189063,0.4444352742857143,0.3052688571428572,0.1391664171428571,0.3779203269333334
r131_S1_f0p35,131,1,0.35,S1,0.5479873421530015,0.4547322376189063,0.4444352742857143,0.3052688571428572,0.1391664171428571,0.3779203269333334
r131_S1_f0p5,131,1,0.5,S1,0.5479873421530015,0.4547322376189063,0.4444352742857143,0.3052688571428572,0.1391664171428571,0.3779203269333334
r131_S1_f0p6,131,1,0.6,S1,0.5479873421530015,0.4547322376189063,0.4444352742857143,0.3052688571428572,0.1391664171428571,0.3779203269333334
r207_S4_f0p25,207,1,0.25,S4,0.5437459713431625,0.45079742322659105,0.4800186857142857,0.3075797142857143,0.1724389714285714,0.3763939179428572
r207_S4_f0p35,207,1,0.35,S4,0.5437459713431625,0.45079742322659105,0.4800186857142857,0.3075797142857143,0.1724389714285714,0.3763939179428572
r207_S4_f0p5,207,1,0.5,S4,0.5437459713431625,0.45079742322659105,0.4800186857142857,0.3075797142857143,0.1724389714285714,0.3763939179428572
r207_S4_f0p6,207,1,0.6,S4,0.5437459713431625,0.45079742322659105,0.4800186857142857,0.3075797142857143,0.1724389714285714,0.3763939179428572
r164_S4Q3_f0p25,164,2,0.25,"S4,Q3",0.523195053104395,0.3134740911188711,0.6807759314285715,0.5878109999999999,0.09296493142857155,0.40899656350476193
r164_S4Q3_f0p35,164,2,0.35,"S4,Q3",0.523195053104395,0.3134740911188711,0.6807759314285715,0.5878109999999999,0.09296493142857155,0.40899656350476193
r164_S4Q3_f0p5,164,2,0.5,"S4,Q3",0.523195053104395,0.3134740911188711,0.6807759314285715,0.5878109999999999,0.09296493142857155,0.40899656350476193
r164_S4Q3_f0p6,164,2,0.6,"S4,Q3",0.523195053104395,0.3134740911188711,0.6807759314285715,0.5878109999999999,0.09296493142857155,0.40899656350476193
r135_Q3S2_f0p25,135,2,0.25,"Q3,S2",0.5013967321667722,0.27790912792066924,0.6859762600000001,0.5737365714285714,0.11223968857142856,0.6628345321074286
r135_Q3S2_f0p35,135,2,0.35,"Q3,S2",0.5013967321667722,0.27790912792066924,0.6859762600000001,0.5737365714285714,0.11223968857142856,0.6628345321074286
r135_Q3S2_f0p5,135,2,0.5,"Q3,S2",0.5013967321667722,0.27790912792066924,0.6859762600000001,0.5737365714285714,0.11223968857142856,0.6628345321074286
r135_Q3S2_f0p6,135,2,0.6,"Q3,S2",0.5013967321667722,0.27790912792066924,0.6859762600000001,0.5737365714285714,0.11223968857142856,0.6628345321074286
r164_S1Q3_f0p25,164,2,0.25,"S1,Q3",0.47042021864725203,0.3211857709474425,0.6892604285714286,0.5959195714285714,0.0933408571428572,0.40899656350476193
r164_S1Q3_f0p35,164,2,0.35,"S1,Q3",0.47042021864725203,0.3211857709474425,0.6892604285714286,0.5959195714285714,0.0933408571428572,0.40899656350476193
r164_S1Q3_f0p5,164,2,0.5,"S1,Q3",0.47042021864725203,0.3211857709474425,0.6892604285714286,0.5959195714285714,0.0933408571428572,0.40899656350476193
r164_S1Q3_f0p6,164,2,0.6,"S1,Q3",0.47042021864725203,0.3211857709474425,0.6892604285714286,0.5959195714285714,0.0933408571428572,0.40899656350476193
r59_S1_f0p25,59,1,0.25,S1,0.46990598119465143,0.3874841669598248,0.5173568914285716,0.3749665714285713,0.1423903200000001,0.31745280473219045
r59_S1_f0p35,59,1,0.35,S1,0.46990598119465143,0.3874841669598248,0.5173568914285716,0.3749665714285713,0.1423903200000001,0.31745280473219045
r59_S1_f0p5,59,1,0.5,S1,0.46990598119465143,0.3874841669598248,0.5173568914285716,0.3749665714285713,0.1423903200000001,0.31745280473219045
r59_S1_f0p6,59,1,0.6,S1,0.46990598119465143,0.3874841669598248,0.5173568914285716,0.3749665714285713,0.1423903200000001,0.31745280473219045
r164_S1_f0p25,164,1,0.25,S1,0.4639218366689525,0.37839032896914293,0.7107931428571429,0.4909685714285714,0.2198245714285714,0.40899656350476193
r164_S1_f0p35,164,1,0.35,S1,0.4639218366689525,0.37839032896914293,0.7107931428571429,0.4909685714285714,0.2198245714285714,0.40899656350476193
r164_S1_f0p5,164,1,0.5,S1,0.4639218366689525,0.37839032896914293,0.7107931428571429,0.4909685714285714,0.2198245714285714,0.40899656350476193
r164_S1_f0p6,164,1,0.6,S1,0.4639218366689525,0.37839032896914293,0.7107931428571429,0.4909685714285714,0.2198245714285714,0.40899656350476193
r135_S4S2_f0p25,135,2,0.25,"S4,S2",0.4623600477826522,0.28403523210797793,0.69095726,0.5764497142857143,0.1145075457142856,0.6628345321074286
r135_S4S2_f0p35,135,2,0.35,"S4,S2",0.4623600477826522,0.28403523210797793,0.69095726,0.5764497142857143,0.1145075457142856,0.6628345321074286
r135_S4S2_f0p5,135,2,0.5,"S4,S2",0.4623600477826522,0.28403523210797793,0.69095726,0.5764497142857143,0.1145075457142856,0.6628345321074286
r135_S4S2_f0p6,135,2,0.6,"S4,S2",0.4623600477826522,0.28403523210797793,0.69095726,0.5764497142857143,0.1145075457142856,0.6628345321074286
r70_Q3_f0p25,70,1,0.25,Q3,0.4539177690970355,0.349470797464346,0.7986728857142859,0.5918251428571428,0.206847742857143,0.635968001855619
r70_Q3_f0p35,70,1,0.35,Q3,0.4539177690970355,0.349470797464346,0.7986728857142859,0.5918251428571428,0.206847742857143,0.635968001855619
r70_Q3_f0p5,70,1,0.5,Q3,0.4539177690970355,0.349470797464346,0.7986728857142859,0.5918251428571428,0.206847742857143,0.635968001855619
r70_Q3_f0p6,70,1,0.6,Q3,0.4539177690970355,0.349470797464346,0.7986728857142859,0.5918251428571428,0.206847742857143,0.635968001855619
r164_S4_f0p25,164,1,0.25,S4,0.44947150558323823,0.3629669693120001,0.6938241485714287,0.4747514285714285,0.2190727200000001,0.40899656350476193
r164_S4_f0p35,164,1,0.35,S4,0.44947150558323823,0.3629669693120001,0.6938241485714287,0.4747514285714285,0.2190727200000001,0.40899656350476193
r164_S4_f0p5,164,1,0.5,S4,0.44947150558323823,0.3629669693120001,0.6938241485714287,0.4747514285714285,0.2190727200000001,0.40899656350476193
r164_S4_f0p6,164,1,0.6,S4,0.44947150558323823,0.3629669693120001,0.6938241485714287,0.4747514285714285,0.2190727200000001,0.40899656350476193
r131_S2_f0p25,131,1,0.25,S2,0.44510480593211943,0.37441124425516703,0.5937692228571427,0.6812945714285714,-0.0875253485714286,0.3779203269333334
r131_S2_f0p35,131,1,0.35,S2,0.44510480593211943,0.37441124425516703,0.5937692228571427,0.6812945714285714,-0.0875253485714286,0.3779203269333334
r131_S2_f0p5,131,1,0.5,S2,0.44510480593211943,0.37441124425516703,0.5937692228571427,0.6812945714285714,-0.0875253485714286,0.3779203269333334
r131_S2_f0p6,131,1,0.6,S2,0.44510480593211943,0.37441124425516703,0.5937692228571427,0.6812945714285714,-0.0875253485714286,0.3779203269333334
