law_name,feature_view,model_name,model_family,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,episode_route_match_rate,episode_family_match_rate,mean_row_episode_score_switched,target_null_p_ge_observed,target_family_null_p_ge_observed,target_null_z,target_family_null_z,target_null_mean,target_null_std,target_family_null_mean,target_family_null_std
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,topfrac,0.02,0.6358999168007223,15,0.0010971653502725401,0.05376110216335446,0.6,0.0,0.06666666666666667,0.0030647362462952023,0.147,0.144,1.0756880714554113,1.0528735860038538,-0.00041805761554915516,0.0014086081328126942,-0.00040240967375034355,0.0014242688238713158
episode_full_assignment__episode_gbdt_shallow,episode_full_assignment,episode_gbdt_shallow,gbdt,topfrac,0.005,0.6361884886530572,4,0.0008085934979376233,0.1485790552460383,0.75,0.0,0.5,0.024856865808088543,0.031,0.06066666666666667,1.588517351792166,1.3494296811906559,-0.0001417189711650294,0.0005982386456342512,-0.00017893548582903818,0.0007318121110952037
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.03,0.6363045136074623,22,0.0006925685435325362,0.02313808543165519,0.6818181818181818,0.13636363636363635,0.5909090909090909,0.03711164581626263,0.06733333333333333,0.08166666666666667,1.3979100038974577,1.339648818454295,-0.0011765610257626605,0.0013370886280833175,-0.0011311700234599555,0.0013613557089512055
route_law_no_episode__episode_tree_depth3_leaf14,route_law_no_episode,episode_tree_depth3_leaf14,tree,topfrac,0.005,0.6363304553073537,4,0.0006666268436411334,0.12249268251905827,0.75,0.75,1.0,0.005570977222158951,0.08133333333333333,0.07566666666666666,1.4511268096061698,1.4941131169940012,-0.00023725227006618334,0.0006228808590150891,-0.00025904268603901376,0.00061954447702226
episode_route_gate__episode_tree_depth3_leaf14,episode_route_gate,episode_tree_depth3_leaf14,tree,topfrac,0.005,0.6363304553073537,4,0.0006666268436411334,0.12249268251905827,0.75,0.75,1.0,0.005570977222158951,0.07866666666666666,0.07433333333333333,1.4679660451736403,1.464963697601567,-0.0002598199330197659,0.0006311091320585098,-0.00024931837633174105,0.0006252340733578972
episode_full_assignment__episode_tree_depth3_leaf14,episode_full_assignment,episode_tree_depth3_leaf14,tree,topfrac,0.005,0.6363304553073537,4,0.0006666268436411334,0.12249268251905827,0.75,0.75,1.0,0.005570977222158951,0.08066666666666666,0.07566666666666666,1.4607332937216522,1.4669501313036089,-0.0002519383921761457,0.0006288384332481129,-0.0002476593056407156,0.0006232564623511546
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,topfrac,0.01,0.6363925916334253,7,0.0006044905175694365,0.06347150434479083,0.5714285714285714,0.0,0.0,0.0060995182955325,0.196,0.18533333333333332,0.8087230188908717,0.8569998353889082,-0.0002071578537558451,0.0010036172488801195,-0.00021155154344184313,0.0009522079553737115
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,topfrac,0.01,0.6363925916334253,7,0.0006044905175694365,0.06347150434479083,0.5714285714285714,0.0,0.0,0.0060995182955325,0.204,0.19833333333333333,0.792314389400918,0.7866704774328148,-0.00019810590445794857,0.001012977213040699,-0.000185845400741221,0.0010046594361718063
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,topfrac,0.01,0.6363925916334253,7,0.0006044905175694365,0.06347150434479083,0.5714285714285714,0.0,0.0,0.0060995182955325,0.193,0.197,0.8204127128609277,0.805348044274223,-0.0002000073933261332,0.000980601468363575,-0.0001989559936669504,0.0009976388680007912
episode_full_assignment__episode_gbdt_shallow,episode_full_assignment,episode_gbdt_shallow,gbdt,topfrac,0.03,0.6364697427030342,22,0.000527339447960563,0.017617931556864266,0.6363636363636364,0.5,0.7272727272727273,0.02240122617654288,0.139,0.14566666666666667,1.0659933342954164,1.0648002833860915,-0.0008818382045940888,0.0013219385217695268,-0.0010735434553770275,0.0015034583746040553
route_law_no_episode__episode_gbdt_shallow,route_law_no_episode,episode_gbdt_shallow,gbdt,topfrac,0.005,0.6365463221003228,4,0.00045076005067210256,0.08282715931099885,0.5,0.0,0.25,0.006194817685041034,0.141,0.4126666666666667,0.9532335974206662,0.29332813257296414,-9.82021499318834e-05,0.0005758947251643361,0.0002792255637485381,0.0005847870281616986
episode_human_listener_assignment__episode_elasticnet_sparse,episode_human_listener_assignment,episode_elasticnet_sparse,elasticnet,threshold,0.12,0.636637145896182,2,0.0003599362548128981,0.13227657364374004,1.0,0.0,1.0,0.049706626032514335,0.09766666666666667,0.13,0.784891400031435,0.8405914144366446,-0.00012294694784245892,0.0006152229501253518,-0.00040909383376508743,0.0009148678839331012
episode_human_listener_assignment__episode_tree_depth3_leaf14,episode_human_listener_assignment,episode_tree_depth3_leaf14,tree,topfrac,0.005,0.6367036280791953,4,0.00029345407179948537,0.05392218569315543,0.75,0.0,0.75,-0.037718053731389464,0.242,0.245,0.6707172463996058,0.6832125823278273,-0.00014590530936023477,0.0006550590185628756,-0.00015295136513497092,0.0006533917092297586
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,topfrac,0.005,0.6368308169253762,4,0.0001662652256185934,0.03055123520741654,0.5,0.0,0.0,0.006099518295532501,0.3953333333333333,0.37766666666666665,0.2625551563285977,0.2955430357557403,-6.916753762133967e-06,0.000659602278631251,-2.041964272682714e-05,0.0006316672895642563
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,topfrac,0.005,0.6368308169253762,4,0.0001662652256185934,0.03055123520741654,0.5,0.0,0.0,0.006099518295532501,0.38266666666666665,0.3893333333333333,0.26109595458536755,0.26907503117376047,-4.670606028746704e-06,0.0006546858679553045,-1.1387980855975574e-05,0.000660236684539659
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,topfrac,0.005,0.6368308169253762,4,0.0001662652256185934,0.03055123520741654,0.5,0.0,0.0,0.006099518295532501,0.384,0.3893333333333333,0.27433141784563214,0.25256801314932076,-1.5062327278612267e-05,0.0006609798991351393,4.121268357842762e-07,0.0006566670763837188
route_law_no_episode__episode_huber_linear,route_law_no_episode,episode_huber_linear,huber,topfrac,0.005,0.6368911370146294,4,0.00010594513636545712,0.019467418807152748,0.5,0.75,0.75,-0.018510568102456167,0.36,0.29233333333333333,0.4072175990368993,0.5502228344920886,-0.000272171292260259,0.0009285365601093625,-0.00045572926725433725,0.0010208126024763705
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,threshold,0.12,0.6369036653312388,6,9.341681975620943e-05,0.011443560420135656,0.6666666666666666,0.0,0.6666666666666666,0.04892115173592249,0.23366666666666666,0.229,0.7205172377557916,0.7148655870828623,-0.0004393896974112468,0.0007394778212760025,-0.0004572860023932148,0.0007703585570493975
episode_route_gate__episode_gbdt_shallow,episode_route_gate,episode_gbdt_shallow,gbdt,threshold,0.12,0.6369457543590009,12,5.132779199386825e-05,0.00314382725962443,0.5833333333333334,0.0,0.4166666666666667,0.029423685864040955,0.24666666666666667,0.2723333333333333,0.6842661723602489,0.6198128095474711,-0.0006867085791303326,0.0010785808226913829,-0.0006619998787331364,0.001150875973744088
raw_knn_blend_baseline,none,raw_knn_blend,baseline,baseline,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.005,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.01,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.02,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.04,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_law_no_episode__episode_elasticnet_sparse,route_law_no_episode,episode_elasticnet_sparse,elasticnet,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.005,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.01,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.02,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.04,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.005,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.01,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.02,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.04,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
episode_route_gate__episode_elasticnet_sparse,episode_route_gate,episode_elasticnet_sparse,elasticnet,topfrac,0.15,0.6371316154069778,110,-0.0001345332559830774,-0.0008989267558869227,0.5,0.5181818181818182,0.7909090909090909,0.011516642353699204,0.29833333333333334,0.21633333333333332,0.5343096618623999,0.7783739075299045,-0.0013158796538192397,0.002210977046004445,-0.001742547784420832,0.0020658638642457017
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.005,0.6371406984264908,4,-0.00014361627549596377,-0.026389490622383337,0.5,0.0,0.75,0.04830647455532619,0.424,0.4206666666666667,0.28875189041538263,0.2776831609091134,-0.0003017613087880822,0.0005476848413515827,-0.0002886389055175586,0.0005222593604408775
route_law_no_episode__episode_tree_depth3_leaf14,route_law_no_episode,episode_tree_depth3_leaf14,tree,topfrac,0.01,0.6371892465717441,7,-0.00019216442074937703,-0.020177264178684578,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.011511637337594716,0.383,0.466,0.2826887985480224,0.06987696143722666,-0.0004936966601857329,0.0010666578972535143,-0.00026886553751037635,0.0010976595888460771
episode_route_gate__episode_tree_depth3_leaf14,episode_route_gate,episode_tree_depth3_leaf14,tree,topfrac,0.01,0.6371892465717441,7,-0.00019216442074937703,-0.020177264178684578,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.011511637337594716,0.38666666666666666,0.473,0.23140599549977792,0.0768459417957158,-0.0004388225975057698,0.0010659109165416139,-0.00027567224526883657,0.00108669140579282
episode_full_assignment__episode_tree_depth3_leaf14,episode_full_assignment,episode_tree_depth3_leaf14,tree,topfrac,0.01,0.6371892465717441,7,-0.00019216442074937703,-0.020177264178684578,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.011511637337594716,0.39266666666666666,0.4713333333333333,0.24517729522487913,0.0671024642657238,-0.00045601310091097756,0.001076154624838307,-0.00026637288297250177,0.0011058977197806249
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.01,0.6372887514536542,7,-0.0002916693026592204,-0.030625276779218138,0.5714285714285714,0.0,0.7142857142857143,0.04949681706671805,0.47533333333333333,0.486,0.20558379429022144,0.15834229568375932,-0.00045837385140483204,0.0008108837047256547,-0.00041583352594066775,0.0007841507080927242
episode_human_listener_assignment__episode_huber_linear,episode_human_listener_assignment,episode_huber_linear,huber,topfrac,0.03,0.6372913621199462,22,-0.0002942799689513653,-0.009831626235420636,0.6818181818181818,0.3181818181818182,0.5454545454545454,0.02799506432704447,0.4013333333333333,0.37633333333333335,0.23683411311390476,0.24883552421010502,-0.0006836133963314248,0.001643907721996155,-0.0007370305289566854,0.001779290000536586
episode_route_gate__episode_gbdt_shallow,episode_route_gate,episode_gbdt_shallow,gbdt,topfrac,0.02,0.6373016574591497,15,-0.00030457530815479803,-0.014924190099585103,0.6,0.0,0.4,0.02805275371087824,0.358,0.35,0.4287694492960521,0.4498469731676153,-0.0008456743946634708,0.0012619814387359967,-0.0008933851343960596,0.0013089113884553539
episode_route_gate__episode_gbdt_shallow,episode_route_gate,episode_gbdt_shallow,gbdt,threshold,0.08,0.6373431001799406,17,-0.00034601802894565774,-0.014960191251474016,0.5882352941176471,0.0,0.4117647058823529,0.026702048970850694,0.324,0.37633333333333335,0.5409342544622066,0.37961627658951275,-0.001041822432893558,0.001286301243095919,-0.000850414931225736,0.0013287019903666926
episode_route_gate__episode_elasticnet_sparse,episode_route_gate,episode_elasticnet_sparse,elasticnet,topfrac,0.1,0.6374475272089558,74,-0.00045044505796101246,-0.004474015102720875,0.5,0.43243243243243246,0.7432432432432432,0.011757132247587418,0.38266666666666665,0.3303333333333333,0.3006603133923312,0.4202708910024089,-0.0010547068791044868,0.0020097824495877953,-0.0012341520233625268,0.0018647662309713038
episode_human_listener_assignment__episode_elasticnet_sparse,episode_human_listener_assignment,episode_elasticnet_sparse,elasticnet,topfrac,0.005,0.6374964241636748,4,-0.0004993420126799628,-0.09175409482994316,0.5,0.0,0.5,0.04787610472127346,0.674,0.49033333333333334,-0.28418387118094557,0.1504747783014227,-0.0002598741002013935,0.0008426513140363807,-0.0006838415939728574,0.0012261163191303413
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.02,0.6376355724508138,15,-0.0006384902998189562,-0.031286024691128865,0.5333333333333333,0.06666666666666667,0.7333333333333333,0.04186899856069197,0.485,0.433,0.12405428523378437,0.21450581999295681,-0.0007835267478568963,0.0011691369448835565,-0.0009027986719517549,0.001232173430732448
episode_route_gate__episode_elasticnet_sparse,episode_route_gate,episode_elasticnet_sparse,elasticnet,threshold,0.04,0.6376922866467011,95,-0.0006952044957063371,-0.005378687414149032,0.4842105263157895,0.4842105263157895,0.7684210526315789,0.012092769064336598,0.3943333333333333,0.32066666666666666,0.24478032601096483,0.4495392946873,-0.0012099135762341263,0.002102738765470607,-0.0015865935716779893,0.001982894680189644
episode_route_gate__episode_gbdt_shallow,episode_route_gate,episode_gbdt_shallow,gbdt,topfrac,0.005,0.6377387514739128,4,-0.000741669322917987,-0.1362817380861801,0.5,0.0,0.75,0.03062413747997132,0.8163333333333334,0.7276666666666667,-0.6869524486375768,-0.6334380366249951,-0.000249475410229251,0.0007164890578160065,-0.00025053062877794887,0.000775353966359301
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,threshold,0.08,0.6377718079480661,11,-0.0007747257970712059,-0.051765769167939665,0.45454545454545453,0.0,0.7272727272727273,0.04792986690326328,0.6556666666666666,0.61,-0.2579402192249638,-0.18928969420574718,-0.0005248679223682912,0.0009686658228548686,-0.000575440160477108,0.001052807641907254
episode_human_listener_assignment__episode_tree_depth2_leaf18,episode_human_listener_assignment,episode_tree_depth2_leaf18,tree,threshold,0.12,0.6378156303455481,2,-0.0008185481945532528,-0.3008164614983204,0.0,0.5,0.5,-0.03228343881087294,0.9676666666666667,0.9673333333333334,-1.7599975964906525,-1.7513932034914537,1.589321881311571e-05,0.000474115086878643,-1.0419290270354309e-05,0.0004614206008518646
route_law_no_episode__episode_gbdt_shallow,route_law_no_episode,episode_gbdt_shallow,gbdt,topfrac,0.01,0.6378326457751189,7,-0.0008355636241239533,-0.08773418053301509,0.42857142857142855,0.0,0.2857142857142857,0.007509892771582244,0.833,0.8916666666666667,-0.8607887583548153,-1.2270110000790324,-0.00017179025528411918,0.0007711222554863201,0.00016224748257163702,0.0008132046955009537
route_law_no_episode__episode_gbdt_shallow,route_law_no_episode,episode_gbdt_shallow,gbdt,threshold,0.12,0.6378326457751189,7,-0.0008355636241239533,-0.08773418053301509,0.42857142857142855,0.0,0.2857142857142857,0.007509892771582244,0.8246666666666667,0.885,-0.8224799865523625,-1.2328917153945433,-0.00018522470886613937,0.0007907048510491757,0.0001538516610420586,0.000802515965361471
episode_route_gate__episode_gbdt_shallow,episode_route_gate,episode_gbdt_shallow,gbdt,topfrac,0.01,0.6380150054044543,7,-0.0010179232534594854,-0.10688194161324596,0.42857142857142855,0.0,0.7142857142857143,0.038465715018236105,0.786,0.776,-0.6565179686739634,-0.7536134947768033,-0.0004439244981675123,0.0008743077610675869,-0.0003558223272343611,0.0008785682990207305
episode_full_assignment__episode_gbdt_shallow,episode_full_assignment,episode_gbdt_shallow,gbdt,topfrac,0.04,0.6382923904631472,29,-0.001295308312152359,-0.03282936584248221,0.5862068965517241,0.5172413793103449,0.6896551724137931,0.019634624519698017,0.5373333333333333,0.4513333333333333,-0.045997481507339864,0.1242472656163025,-0.0012259056285753658,0.0015088365993672684,-0.0014987908605255931,0.0016377225475659469
episode_human_listener_assignment__episode_tree_depth3_leaf14,episode_human_listener_assignment,episode_tree_depth3_leaf14,tree,topfrac,0.03,0.6382935971781705,22,-0.0012965150271756266,-0.043315388407912984,0.7727272727272727,0.13636363636363635,0.5454545454545454,0.0024992368666297117,0.4716666666666667,0.4706666666666667,0.08754143465836853,0.07723213049206075,-0.0014731481398679192,0.002017708681398759,-0.001448403499865913,0.0019666487473875903
episode_human_listener_assignment__episode_huber_linear,episode_human_listener_assignment,episode_huber_linear,huber,threshold,0.12,0.6386425501099281,6,-0.0016454679589332178,-0.2015698249693192,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.03369685769582819,0.9316666666666666,0.95,-1.4771765762552254,-2.0970743008629915,-0.00020043725533872836,0.0009782383005678113,-7.900252887504823e-05,0.0007469765994526446
episode_human_listener_assignment__episode_tree_depth3_leaf14,episode_human_listener_assignment,episode_tree_depth3_leaf14,tree,topfrac,0.01,0.6386505086857989,7,-0.0016534265348039886,-0.1736097861544188,0.5714285714285714,0.0,0.5714285714285714,-0.020176201312808,0.8986666666666666,0.9013333333333333,-1.2334975886238608,-1.2544284153465042,-0.00037241850364498207,0.0010385168507610544,-0.00036655171324999076,0.0010258654904580834
route_law_no_episode__episode_gbdt_shallow,route_law_no_episode,episode_gbdt_shallow,gbdt,topfrac,0.02,0.6386998022269677,15,-0.0017027200759728966,-0.08343328372267189,0.6,0.06666666666666667,0.3333333333333333,0.0186279601672446,0.805,0.832,-0.8510037596152937,-0.971780575065315,-0.0006619563274185681,0.0012229837257414903,-0.00040653404568150503,0.0013338258281240822
route_law_no_episode__episode_gbdt_shallow,route_law_no_episode,episode_gbdt_shallow,gbdt,threshold,0.08,0.6386998022269677,15,-0.0017027200759728966,-0.08343328372267189,0.6,0.06666666666666667,0.3333333333333333,0.0186279601672446,0.798,0.835,-0.798222458802758,-0.9934281649467707,-0.0006970439701394172,0.0012598945253205192,-0.00040954088982371386,0.0013017339670639116
episode_human_listener_assignment__episode_huber_linear,episode_human_listener_assignment,episode_huber_linear,huber,threshold,0.08,0.6387239568740604,26,-0.0017268747230655423,-0.04881742005589129,0.6153846153846154,0.3076923076923077,0.5,0.028769637271301732,0.704,0.6686666666666666,-0.5316213094186425,-0.46505912375380787,-0.0008186346633611732,0.0017084342625346982,-0.0008735819946698449,0.0018348048340782836
episode_human_listener_assignment__episode_elasticnet_sparse,episode_human_listener_assignment,episode_elasticnet_sparse,elasticnet,threshold,0.08,0.6387246379894231,12,-0.0017275558384282044,-0.10581279510372754,0.5,0.0,0.3333333333333333,0.039234102098472834,0.758,0.38166666666666665,-0.6489509524867053,0.2341142859406079,-0.0008242436076371188,0.0013919576315123622,-0.0021156559215376562,0.0016577377221990977
