target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,subject_normalized_policy_score
Q1,subject_normalized_pessimistic_utility,top_all,0.04,18,-0.003518904183155813,-0.00019549467684198962,0.6111111111111112,7,3,4,14,4,-0.4379016166503994,0.9791293880377817,0.4343827124672436,0.443641788076411,-1.9932318871230905,-2.358593619979225
Q1,subject_normalized_pessimistic_utility,top_all,0.06,27,-0.12043841976549341,-0.004460682213536793,0.5185185185185185,7,3,4,21,6,-0.09170375087147528,0.9877190887545679,-0.02873466889401813,-0.02909194448216058,-2.351923266845134,-2.810103891365433
Q1,subject_normalized_pessimistic_utility,top_all,0.08,36,0.06312538267238355,0.001753482852010654,0.6111111111111112,7,3,4,24,12,-0.7004953108822357,1.0988938876226213,0.7636206935546193,0.6948993912475555,-1.786228546569855,-2.0807175311450914
Q1,subject_normalized_pessimistic_utility,top_all,0.1,45,0.2010753827084465,0.004468341837965477,0.6444444444444445,7,3,4,28,17,-0.6940173384195734,1.3994096930247393,0.8950927211280199,0.6396216387449276,-1.5961244454666983,-1.8687579129106398
Q1,subject_normalized_pessimistic_utility,top_all,0.14,63,0.4145524462918351,0.006580197560187858,0.6190476190476191,9,5,4,37,26,-0.7233997642747969,1.5725153960468983,1.137952210566632,0.7236509184121807,-0.8981325215019589,-1.1179738229251508
Q1,subject_normalized_pessimistic_utility,top_all,0.18,81,0.35549986530423805,0.004388887225978248,0.6049382716049383,9,5,4,45,36,-1.1759183920702412,2.0472608417876588,1.5314182573744792,0.7480327988089939,-0.8219720696720665,-0.9612215893814842
Q1,subject_normalized_pessimistic_utility,top_all,0.25,112,0.8040110448655774,0.0071786700434426556,0.6160714285714286,9,5,4,59,53,-0.7437285323092035,2.530935051189525,1.5477395771747808,0.6115287614541322,-0.3775022269778363,-0.5173308791709399
Q1,subject_normalized_pessimistic_utility,top_decisive,0.02,7,0.035055501751490525,0.005007928821641504,0.5714285714285714,4,2,2,1,6,-0.12817710930940232,0.37358023246964694,0.16323261106089285,0.4369412428002473,-0.7641189600971723,-0.9798764701718459
Q1,subject_normalized_pessimistic_utility,top_decisive,0.04,13,0.18006265052408377,0.013850973117237212,0.6153846153846154,6,3,3,3,10,-0.30746953830518575,0.7233171417463405,0.4875321888292695,0.6740227221107968,-1.0165141957899768,-1.2670657651203685
Q1,subject_normalized_pessimistic_utility,top_decisive,0.06,20,-0.21452196935769474,-0.010726098467884738,0.45,7,1,6,4,16,-0.17907667390157367,1.2105308201041443,-0.03544529545612107,-0.029280787293851508,-4.372355901496722,-5.025030576333823
Q1,subject_normalized_pessimistic_utility,top_decisive,0.08,27,-0.15230640128560968,-0.005640977825392951,0.48148148148148145,7,1,6,4,23,-1.038762855165228,1.092336560791167,0.8864564538796182,0.811523193215805,-3.892375804587644,-4.347002198095552
Q1,subject_normalized_pessimistic_utility,top_decisive,0.1,34,0.09295750929758628,0.002734044391105479,0.5294117647058824,7,2,5,4,30,-0.5482398143083418,1.1889618011926129,0.6411973236059281,0.5392917778878697,-2.793400132004493,-3.207316008196138
Q1,subject_normalized_pessimistic_utility,top_decisive,0.14,47,0.313405513000113,0.0066682024042577235,0.5531914893617021,7,2,5,4,43,-1.3555916298794375,1.1251964770107763,1.6689971428795505,1.4832939641914342,-2.110499069296305,-2.3023529103727367
Q1,subject_normalized_pessimistic_utility,top_decisive,0.18,61,0.09092834686011353,0.0014906286370510414,0.5245901639344263,7,2,5,4,57,-1.5959280376861307,1.899231637144004,1.6868563845462443,0.8881783304130707,-2.3962475281303446,-2.593571701006277
Q1,subject_normalized_pessimistic_utility,top_decisive,0.25,84,0.1709261653502997,0.002034835301789282,0.5238095238095238,10,5,5,9,75,-1.3486547201236652,1.845944167945182,1.5195808854739647,0.8231998084565529,-1.7815672105548241,-2.0135679896718526
Q1,subject_relative_health_score,top_all,0.02,9,-0.013602004195088835,-0.001511333799454315,0.4444444444444444,5,2,3,4,5,-0.07525694776036193,0.583006353642975,0.061654943565273096,0.10575346765951324,-1.6758918716257365,-2.0058902580039355
Q1,subject_relative_health_score,top_all,0.04,18,-0.3527039720383526,-0.01959466511324181,0.3888888888888889,8,4,4,7,11,-0.6385908454874624,0.8068087368024722,0.2858868734491098,0.35434280816309793,-2.281098174403743,-2.655722832439548
Q1,subject_relative_health_score,top_all,0.06,27,-0.19692244958442562,-0.00729342405868243,0.4444444444444444,10,4,6,12,15,-0.22091970673764905,0.7493324716078779,0.023997257153223428,0.03202484619641718,-3.7297653694056,-4.368769865495471
Q1,subject_relative_health_score,top_all,0.08,36,-0.3010257928122505,-0.00836182757811807,0.4444444444444444,10,4,6,14,22,-0.588371279877422,0.7991111482272923,0.2873454870651715,0.35958137701195153,-3.70894117908269,-4.288724898573861
Q1,subject_relative_health_score,top_all,0.1,45,-0.519108867365905,-0.011535752608131222,0.4,10,3,7,19,26,-0.593076887539961,0.9133254539612501,0.07396802017405602,0.08098758208614897,-4.99512130209637,-5.718707946419837
Q1,subject_relative_health_score,top_all,0.14,63,-0.48342762127044336,-0.007673454305880054,0.42857142857142855,10,3,7,23,40,-0.9257668072174654,1.599500152601023,0.44233918594702204,0.2765483862116007,-4.800954067567826,-5.449812405511333
Q1,subject_relative_health_score,top_all,0.18,81,-0.43436744231502844,-0.005362561016234919,0.4567901234567901,10,3,7,33,48,-1.2112553066370222,1.7457294111172368,0.7768878643219937,0.44502192572032045,-4.6080779540204215,-5.189478954987296
Q1,subject_relative_health_score,top_all,0.25,112,-0.5923242526652897,-0.005288609398797229,0.4732142857142857,10,3,7,51,61,-2.206212968227348,2.580639979595229,1.6138887155620583,0.6253831329913734,-4.449299888919432,-4.861335911718622
Q1,subject_relative_health_score,top_decisive,0.02,7,-0.28719209077226493,-0.04102744153889499,0.2857142857142857,4,2,2,2,5,-0.2382275888924104,0.6733179594382808,-0.048964501879854516,-0.07272121765577651,-1.3116017881957918,-1.5514205414963065
Q1,subject_relative_health_score,top_decisive,0.04,13,-0.3123826173001347,-0.024029432100010364,0.38461538461538464,5,2,3,2,11,-0.5112710654867147,0.9017511141781264,0.19888844818658002,0.220558028772552,-1.9361004729421918,-2.230373161190963
Q1,subject_relative_health_score,top_decisive,0.06,20,-0.5942698894595887,-0.029713494472979433,0.35,6,2,4,2,18,-0.3267174073696471,0.8975410890520814,-0.2675524820899416,-0.2980949678554676,-3.1952227549766152,-3.6896951507517124
Q1,subject_relative_health_score,top_decisive,0.08,27,-0.352082477659279,-0.013040091765158482,0.4444444444444444,6,4,2,5,22,-0.3714461174218531,1.4356914908798937,0.019363639762574048,0.013487326410708636,-0.8884009155457516,-1.128702885509467
Q1,subject_relative_health_score,top_decisive,0.1,34,-0.4603122627848092,-0.013538595964259093,0.4411764705882353,6,3,3,7,27,-0.6037346445424168,1.3631179119231205,0.14342238175760758,0.10521641635187944,-1.8951810228285761,-2.2085098652088404
Q1,subject_relative_health_score,top_decisive,0.14,47,-0.6705771910580689,-0.014267599809746147,0.425531914893617,8,2,6,10,37,-0.3808448103063164,1.7060350280007779,-0.2897323807517525,-0.16982792029263094,-4.74003014613768,-5.443926372183244
Q1,subject_relative_health_score,top_decisive,0.18,61,-0.5342473742171535,-0.00875815367569104,0.45901639344262296,9,4,5,13,48,-0.7868532023036543,2.245782322582571,0.2526058280865008,0.11248010350175565,-3.2239315863317843,-3.7170624579887117
Q1,subject_relative_health_score,top_decisive,0.25,84,-0.26242022087001304,-0.003124050248452536,0.4880952380952381,9,3,6,16,68,-1.78592423392347,2.1488428459469495,1.523504013053457,0.7089881030281119,-3.3874616726651587,-3.717390631803428
Q2,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q2,predicted_subject_normalized_gain,top_all,0.02,9,-1.0960275219340208,-0.12178083577044675,0.3333333333333333,2,0,2,0,9,-0.10778563563541856,0.6656125441594479,-0.9882418862986022,-1.484710429468511,-2.9737165584187157,-3.43439247760114
Q2,predicted_subject_normalized_gain,top_all,0.04,18,-1.7745195595979206,-0.09858441997766226,0.3888888888888889,3,1,2,1,17,-0.5684112197955495,0.931947050202362,-1.206108339802371,-1.2941811871613071,-3.48996448613377,-3.9959586667263594
Q2,predicted_subject_normalized_gain,top_all,0.06,27,-1.874186761680161,-0.06941432450667263,0.4444444444444444,6,2,4,8,19,-0.5512288566501286,1.5631346670177384,-1.3229579050300324,-0.8463492832348651,-4.866301401208604,-5.592264412323752
Q2,predicted_subject_normalized_gain,top_all,0.08,36,-2.2014320706702013,-0.06115089085195004,0.4722222222222222,7,3,4,14,22,-0.48976305195413616,1.527403545358052,-1.7116690187160652,-1.1206396789623911,-5.147302417339285,-5.959271236883969
Q2,predicted_subject_normalized_gain,top_all,0.1,45,-3.766969433074245,-0.08371043184609434,0.37777777777777777,7,3,4,22,23,-1.0078186571684988,1.3922172188428565,-2.759150775905746,-1.981839283814503,-7.198633910800483,-8.2278786294357
Q2,predicted_subject_normalized_gain,top_all,0.14,63,-3.237458854244979,-0.05138823578166633,0.42857142857142855,9,3,6,33,30,-2.384885877793352,1.8747940548688595,-0.852572976451627,-0.45475553660813367,-7.331334949663862,-8.153801798543492
Q2,predicted_subject_normalized_gain,top_all,0.18,81,-2.7739075097566817,-0.03424577172539113,0.4691358024691358,9,4,5,42,39,-1.2097257556898033,1.9961391804710262,-1.5641817540668783,-0.7836035529836053,-6.1855339481142515,-7.060955950234214
Q2,predicted_subject_normalized_gain,top_all,0.25,112,-2.804467822919225,-0.02503989127606451,0.4732142857142857,9,3,6,56,56,-1.5144895927644038,2.055475841921666,-1.2899782301548213,-0.627581314187969,-7.053093334892209,-7.970962035778362
Q2,predicted_subject_normalized_gain,top_decisive,0.02,7,-1.0727549839452966,-0.15325071199218523,0.42857142857142855,2,0,2,0,7,-0.142334674370662,0.8009727570440619,-0.9304203095746346,-1.1616129280205365,-2.8645633850984726,-3.3167368484309527
Q2,predicted_subject_normalized_gain,top_decisive,0.04,15,-1.7474460800601288,-0.11649640533734192,0.4666666666666667,3,1,2,1,14,-0.6849801208762094,0.9799478683592985,-1.0624659591839194,-1.084206612911745,-3.3643964937323414,-3.845240484494027
Q2,predicted_subject_normalized_gain,top_decisive,0.06,22,-1.8863762231365317,-0.08574437377893326,0.5,6,2,4,6,16,-0.5094797289121399,0.9697195769745249,-1.376896494224392,-1.4198914066685526,-4.935279136781924,-5.689056263760174
Q2,predicted_subject_normalized_gain,top_decisive,0.08,30,-3.5796297030298856,-0.11932099010099619,0.4,6,2,4,11,19,-0.1849338676862666,1.3605443118339031,-3.394695835343619,-2.495101266321745,-7.477283372032327,-8.646124564427486
Q2,predicted_subject_normalized_gain,top_decisive,0.1,37,-3.818788086399281,-0.10321048882160219,0.3783783783783784,7,2,5,16,21,-0.7642998927803808,1.654702746127341,-3.0544881936189006,-1.8459437507840073,-8.290020896811864,-9.475675248389164
Q2,predicted_subject_normalized_gain,top_decisive,0.14,52,-3.066362911488606,-0.05896851752862704,0.4423076923076923,9,3,6,24,28,-1.3048908156901036,1.291283199448947,-1.7614720957985026,-1.3641253108150155,-7.5644829837918905,-8.58829067839866
Q2,predicted_subject_normalized_gain,top_decisive,0.18,67,-2.9049584883977584,-0.04335758937907102,0.47761194029850745,9,3,6,31,36,-0.6428365669133986,1.8449832322762059,-2.2621219214843595,-1.2260934852472987,-7.552146330337536,-8.676853778369205
Q2,predicted_subject_normalized_gain,top_decisive,0.25,93,-2.8778664575432105,-0.0309448006187442,0.5161290322580645,10,4,6,40,53,-2.6000602140346305,2.4875664792243897,-0.27780624350857996,-0.1116779172853296,-6.505621273209424,-7.215028983482652
Q2,subject_normalized_utility,top_all,0.02,9,-0.18509998132884975,-0.020566664592094417,0.4444444444444444,1,0,1,0,9,-0.1077886368669864,1.110865082731275,-0.07731134446186334,-0.06959562026360444,-0.8135629583613069,-0.9748615841033959
Q2,subject_normalized_utility,top_all,0.04,18,-0.11874666154065106,-0.0065970367522583916,0.5,5,3,2,5,13,0.02631615549482689,1.3004533720157987,-0.14506281703547794,-0.1115478802678022,-0.9056734355298485,-1.1869169565423001
Q2,subject_normalized_utility,top_all,0.06,27,-0.22656407990481775,-0.008391262218696953,0.48148148148148145,7,4,3,12,15,-0.2068910562276428,1.3322504486184923,-0.01967302367717494,-0.014766760782535545,-1.516407795751564,-1.8687858838507976
Q2,subject_normalized_utility,top_all,0.08,36,-0.10718817360833222,-0.002977449266898117,0.5277777777777778,7,4,3,15,21,-1.5621424374040944,1.660462963444534,1.4549542637957622,0.8762340960484563,-0.7756085494527476,-0.8198707925504036
Q2,subject_normalized_utility,top_all,0.1,45,-0.08945253794046581,-0.001987834176454796,0.5111111111111111,7,4,3,17,28,-1.3220032051927448,1.4034780961998397,1.232550667252279,0.8782115450106587,-0.8413497610122134,-0.9283865077726552
Q2,subject_normalized_utility,top_all,0.14,63,-0.009869622450352722,-0.00015666067381512258,0.5238095238095238,9,5,4,23,40,-1.7588176022872606,1.551199312186022,1.7489479798369079,1.1274811470694952,-1.101656381467152,-1.1816981149393326
Q2,subject_normalized_utility,top_all,0.18,81,0.2845637174524219,0.0035131323142274314,0.5308641975308642,9,5,4,28,53,-0.594509081869194,1.9657242825447556,0.879072799321616,0.4472004579317706,-1.177238287856033,-1.4455661385861607
Q2,subject_normalized_utility,top_all,0.25,112,0.49413510953337353,0.004411920620833692,0.5625,10,7,3,33,79,-2.3670338836936553,2.522080037322191,2.861168993227029,1.1344481344314767,0.9558640706059811,1.1945368319400167
Q2,subject_normalized_utility,top_decisive,0.02,7,-0.26688941395846644,-0.038127059136923776,0.5714285714285714,1,0,1,0,7,-0.5339967976036722,0.7327972256379545,0.2671073836452058,0.36450381401576537,-0.6869514482810679,-0.7833827524145685
Q2,subject_normalized_utility,top_decisive,0.04,15,-0.09277334544094318,-0.006184889696062878,0.6,5,3,2,1,14,-0.2933554967419258,0.9885404568185084,0.20058215130098261,0.20290737715129104,-0.6922788547704701,-0.9081042769672475
Q2,subject_normalized_utility,top_decisive,0.06,22,0.102229598619623,0.004646799937255591,0.6363636363636364,7,4,3,1,21,-0.34767549650741536,0.9846671286942473,0.44990509512703836,0.4569108503943367,-0.9218852603192071,-1.186402387922276
Q2,subject_normalized_utility,top_decisive,0.08,30,0.06800329623334828,0.0022667765411116094,0.6,9,4,5,1,29,-0.597317348972594,1.4687036304644006,0.6653206452059424,0.4529985705799403,-2.3938346208865777,-2.8117105204337904
Q2,subject_normalized_utility,top_decisive,0.1,37,0.29673638436298294,0.00801990228008062,0.6216216216216216,10,6,4,1,36,-0.9463001478144633,1.5850882555341552,1.2430365321774461,0.7842065120585718,-0.7722126106014864,-0.9700833360869877
Q2,subject_normalized_utility,top_decisive,0.14,52,0.46379545910423936,0.008919143444312296,0.5961538461538461,10,6,4,1,51,-3.2700557473829686,1.7665563229628862,3.733851206487208,2.1136326976683963,0.3906604972954484,0.7200880079308732
Q2,subject_normalized_utility,top_decisive,0.18,67,0.11866247637095462,0.0017710817368799196,0.5223880597014925,10,5,5,1,66,-1.9911287072966168,2.0099055175001816,2.1097911836675713,1.0496966973311375,-1.605105118716759,-1.7143917540067712
Q2,subject_normalized_utility,top_decisive,0.25,93,0.21164532631625077,0.002275756196948933,0.5161290322580645,10,7,3,1,92,-3.4199338298582935,2.8483730052772662,3.6315791561745443,1.274966147146532,0.940839806982317,1.3410420579343505
Q2,subject_normalized_pessimistic_utility,top_all,0.02,9,0.1678715305627142,0.018652392284746022,0.4444444444444444,3,2,1,2,7,-0.4568945595615216,0.9072626689456132,0.6247660901242358,0.6886275733689292,0.26095797499864526,0.25523930004642653
Q2,subject_normalized_pessimistic_utility,top_all,0.04,18,0.2335345852623103,0.012974143625683906,0.5,7,5,2,6,12,-0.1068938833832252,0.8779196353631125,0.3404284686455355,0.3877672339618334,0.06646127268443092,-0.1076976889072252
Q2,subject_normalized_pessimistic_utility,top_all,0.06,27,0.2713109657881775,0.010048554288451018,0.5555555555555556,7,5,2,11,16,-0.4119157702307771,1.3127423968088008,0.6832267360189546,0.5204575838183015,0.25693052622108614,0.14842946954568764
Q2,subject_normalized_pessimistic_utility,top_all,0.08,36,0.26851678264112533,0.007458799517809037,0.5,7,5,2,14,22,-0.39294615570157887,1.3771368944702833,0.6614629383427042,0.4803174913102131,0.2230605601920932,0.11495949768683844
Q2,subject_normalized_pessimistic_utility,top_all,0.1,45,0.47687411500909527,0.010597202555757673,0.5333333333333333,7,5,2,17,28,-0.6532269955249441,1.0775988258554825,1.1301011105340395,1.0487215496331639,0.6639483253259924,0.65760964509213
Q2,subject_normalized_pessimistic_utility,top_all,0.14,63,0.5193669928480293,0.008243920521397292,0.5238095238095238,9,6,3,24,39,-1.232208310513136,2.111880494595694,1.7515753033611654,0.8293912973974852,0.3486908120975194,0.36321274633675005
Q2,subject_normalized_pessimistic_utility,top_all,0.18,81,0.5897867150133869,0.007281317469301073,0.5308641975308642,9,6,3,27,54,-2.1032114866405416,1.6120611165218588,2.6929982016539284,1.6705310822608708,0.8351916629541511,1.054115505177068
Q2,subject_normalized_pessimistic_utility,top_all,0.25,112,1.2225401407060257,0.010915536970589515,0.5803571428571429,10,8,2,33,79,-2.867206491093598,2.2529655990881388,4.089746631799624,1.8152725605108666,3.138603717886981,3.7348227811714096
Q2,subject_normalized_pessimistic_utility,top_decisive,0.02,7,0.14690131893048597,0.020985902704355137,0.5714285714285714,2,1,1,0,7,-0.31945136422210574,0.7776857988454784,0.4663526831525917,0.5996672227330375,0.020091480307196763,-0.031787495750481176
Q2,subject_normalized_pessimistic_utility,top_decisive,0.04,15,0.5155564024626853,0.034370426830845686,0.6666666666666666,5,4,1,1,14,-0.2783921374444557,1.0755546874502822,0.793948539907141,0.7381758911667069,1.1505893138801886,1.1574758730182844
Q2,subject_normalized_pessimistic_utility,top_decisive,0.06,22,0.5645319294013349,0.025660542245515224,0.6363636363636364,8,4,4,1,21,0.1948747227343054,1.3324772511495613,0.3696572066670295,0.27742102639884997,-1.255618672898047,-1.6397751746730276
Q2,subject_normalized_pessimistic_utility,top_decisive,0.08,30,0.6518077469050784,0.021726924896835944,0.6333333333333333,9,5,4,1,29,-0.7090486682048502,0.7229057611538331,1.3608564151099287,1.882481076008939,-0.4619777335388857,-0.6154901623300549
Q2,subject_normalized_pessimistic_utility,top_decisive,0.1,37,0.8971146480739383,0.02424634183983617,0.6486486486486487,10,7,3,1,36,-0.7270004376998942,1.662947591294452,1.6241150857738325,0.9766483888464627,0.9402467940064527,0.9197379140732841
Q2,subject_normalized_pessimistic_utility,top_decisive,0.14,52,0.8080955106279518,0.015540298281306765,0.5769230769230769,10,7,3,1,51,-1.5924950601812176,1.2633752865865915,2.4005905708091695,1.9001405174666075,1.1902393390808994,1.350667955899758
Q2,subject_normalized_pessimistic_utility,top_decisive,0.18,67,0.7190062479467539,0.010731436536518715,0.5373134328358209,10,7,3,1,66,-2.665705939483398,1.9291959129586755,3.3847121874301522,1.7544678405622636,1.4171619990960709,1.775462450109765
Q2,subject_normalized_pessimistic_utility,top_decisive,0.25,93,0.6136892972612172,0.0065988096479700775,0.5161290322580645,10,7,3,1,92,-2.4749738430010417,2.2346915356108754,3.088663140262259,1.382142945029745,1.1635808521463051,1.457343435873545
