candidate_id,family,max_cells,max_rows,q2_cap,max_per_subject,min_route_score,min_cell_score,novelty,alpha,transport,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,outside_h070_cells,outside_h069_cells,h071_route_overlap,h070_overlap_cells,h069_overlap_cells,h068_overlap_cells,h074_overlap_cells,public_action_pred_delta_vs_h057,posterior_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,mean_h075_route_score,mean_h075_transport_cell_score,mean_h075_transport_alignment,mean_h075_transport_gain_rank,mean_h075_inverse_align,mean_h075_mirror_gain,mean_h075_hybrid_gain,mean_h075_edge_gain,mean_h074_route_score,mean_h074_cell_score,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_h073_bridge_cell_score,mean_h068_health,mean_public_score,mean_invariant_score,mean_shortcut_energy,h050_null_selected,selected_subjects,route_templates,bad_cos_submission_h010_objective_,bad_cos_submission_e216_maskfam_je,bad_cos_submission_e323_5508f966_u,bad_cos_submission_jepa_latent_q2_,bad_cos_submission_jepa_latent_res,bad_cos_submission_lejepa_targetwi,bad_cos_submission_ordinal_q_const,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,hash,action_rank,posterior_rank,responsibility_rank,transport_route_rank,transport_cell_rank,transport_align_rank,transport_gain_rank,opp_rank,same_avoid_rank,shortcut_avoid_rank,bad_avoid_rank,outside_h069_ratio,q2_risk,route_diversity,bigbet_scale_score,h075_score,file,resolved_path
h075_transport_broad_conservative_outside_h069_c1120_r250_q295_f6863945,transport_broad,1120,250,95,32,0.46,0.3,outside_h069,1.05,conservative,152,524,524,152,220,458,44,304,66,176,0,-0.0007664920849145347,-0.0006151755680144354,-0.000911622890682727,0.0,0.684005694007437,0.6533094220283533,0.7118571428571429,0.5922388222464557,0.4620958795863848,0.0006656105391907399,0.0018672724950615943,0.000858404115081394,0.7305383533562166,0.7554316793893129,0.7076161395856052,0.29236586695747,0.6313775027262813,0.5615488587786259,0.6309509378407852,0.5397205398037078,0.20975242639040345,0,10,full_state:10;nonq2_full:15;q2_hardtail:27;q2_s3_tail:9;q3_s_stage:20;q_subjective:3;recovery_route:27;s_stage:41,-0.5152184961903505,-0.5185932434234181,-0.5161736070428626,-0.5134680385357909,-0.5133574383283412,-0.5058800836936707,-0.5110443604276276,52,46,44,84,105,96,97,f6863945,1.0,1.0,0.9777777777777777,0.06666666666666667,0.06666666666666667,0.28888888888888886,0.4,0.28888888888888886,0.06666666666666667,0.06666666666666667,0.5,0.8740458015267175,0.08778625954198473,8,0.0,0.536104865448377,submission_h075_transport_broad_conservative_outside_h069_c1120_r250_q295_f6863945.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_conservative_outside_h069_c1120_r250_q295_f6863945.csv
h075_stage_transport_mirror_transport_big_c860_r225_q20_b9f03d36,stage_transport,860,225,0,28,0.52,0.31,transport_big,0.95,mirror,96,270,270,96,55,237,14,215,33,88,0,-0.00032557852203642454,-0.00023472921760655247,-0.00020057979064974253,0.0,0.7291508623943237,0.7145899682539681,0.7084592592592592,0.7763280423280424,0.2676392403528017,0.0013684103308875208,0.0021679618376105186,0.001437428051153008,0.7892789477657005,0.8262421587301587,0.7035534391534392,0.292189417989418,0.7101563703703705,0.6742530842328043,0.7348621375661376,0.5694098095238095,0.17150068783068778,0,10,nonq2_full:14;q3_s_stage:16;recovery_route:16;s14_edge:17;s23_core:12;s_stage:21,-0.13316296571066286,-0.13165157216592302,-0.12993161977874904,-0.13075350880437298,-0.13591090478442822,-0.12993095991991985,-0.12359439403645535,29,0,27,45,54,51,64,b9f03d36,0.5333333333333333,0.35555555555555557,0.2222222222222222,0.7333333333333333,0.8444444444444444,0.17777777777777778,0.8444444444444444,0.17777777777777778,0.17777777777777778,0.5111111111111111,0.5,0.8777777777777778,0.0,6,0.0,0.5348080808080808,submission_h075_stage_transport_mirror_transport_big_c860_r225_q20_b9f03d36.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_mirror_transport_big_c860_r225_q20_b9f03d36.csv
h075_anti_bad_field_mirror_bad_opposition_c980_r235_q262_b694bd2b,anti_bad_field,980,235,62,28,0.5,0.31,bad_opposition,1.15,mirror,128,329,329,128,109,281,21,220,48,121,0,5.7486160896123036e-05,-4.88291364328623e-05,-0.00039189514379073514,0.0,0.720756641332654,0.7029191923577942,0.7857212331741206,0.6236126791141989,0.6265603735318426,0.0010818456242927851,0.0025158517089993167,0.0012583714570817764,0.7514006418421649,0.8059877377333912,0.7855527572731218,0.2383317412071211,0.6723762657403387,0.5941677934867564,0.6678113417281806,0.5594714893617022,0.16390937907077724,0,10,full_state:2;nonq2_full:7;q1q3_subjective:5;q2_hardtail:32;q2_s3_tail:2;q3_quality:1;q3_s_stage:10;recovery_route:12;s14_edge:18;s23_core:15;s_stage:24,-0.501530216010534,-0.5027759022132233,-0.5010512598165917,-0.5014591302103856,-0.5037855332611045,-0.4935115264645792,-0.4941337611134735,21,36,23,58,68,62,61,b694bd2b,0.08888888888888889,0.1111111111111111,0.4888888888888889,0.5111111111111111,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.5,0.8541033434650456,0.1094224924012158,11,0.0,0.5164586288416076,submission_h075_anti_bad_field_mirror_bad_opposition_c980_r235_q262_b694bd2b.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_anti_bad_field_mirror_bad_opposition_c980_r235_q262_b694bd2b.csv
h075_transport_broad_hybrid_outside_h069_c1120_r250_q295_7153da9a,transport_broad,1120,250,95,32,0.46,0.3,outside_h069,1.0,hybrid,152,524,524,152,220,458,44,304,66,176,0,-0.0006868697291610008,-0.0005591147356641574,-0.0008570109052808637,0.0,0.684005694007437,0.6533094220283533,0.7118571428571429,0.5922388222464557,0.4620958795863848,0.0006656105391907399,0.0018672724950615943,0.000858404115081394,0.7305383533562166,0.7554316793893129,0.7076161395856052,0.29236586695747,0.6313775027262813,0.5615488587786259,0.6309509378407852,0.5397205398037078,0.20975242639040345,0,10,full_state:10;nonq2_full:15;q2_hardtail:27;q2_s3_tail:9;q3_s_stage:20;q_subjective:3;recovery_route:27;s_stage:41,-0.5270383213842696,-0.5300887861727529,-0.5278783908184081,-0.525646156390943,-0.5262309218005717,-0.5179093976881813,-0.5218242612241375,52,46,44,84,105,96,97,7153da9a,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.06666666666666667,0.06666666666666667,0.28888888888888886,0.4,0.28888888888888886,0.06666666666666667,0.06666666666666667,0.5,0.8740458015267175,0.08778625954198473,8,0.0,0.5078826432261546,submission_h075_transport_broad_hybrid_outside_h069_c1120_r250_q295_7153da9a.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_hybrid_outside_h069_c1120_r250_q295_7153da9a.csv
h075_assignment_transport_mirror_anti_shortcut_c760_r220_q260_1ad470a0,assignment_transport,760,220,60,26,0.48,0.31,anti_shortcut,0.95,mirror,148,453,453,148,180,394,33,273,59,154,0,-0.000272533069873174,-0.0002751975595648706,-0.0005573782958938744,0.0,0.7056945566490403,0.6681918259224219,0.724338063702302,0.6160845159255756,0.48435083697737885,0.0008872744566258831,0.002090642597447478,0.0010802660795215886,0.7398762638317665,0.7713390602333648,0.7206799116997792,0.27992683695994947,0.645829101229896,0.5766349634815515,0.6508966761274046,0.5403180258593503,0.19665272784610527,0,10,full_state:7;nonq2_full:10;q1q3_subjective:5;q2_hardtail:29;q2_s3_tail:6;q3_quality:1;q3_s_stage:14;recovery_route:19;s14_edge:17;s23_core:13;s_stage:27,-0.5040624083390469,-0.5053896933199646,-0.5035677867877711,-0.5042815772765338,-0.5069790514122945,-0.4961681376805984,-0.49609819264345384,41,42,35,74,86,88,87,1ad470a0,0.37777777777777777,0.4888888888888889,0.6222222222222222,0.28888888888888886,0.28888888888888886,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.28888888888888886,0.5,0.869757174392936,0.09271523178807947,11,0.0,0.5039558498896247,submission_h075_assignment_transport_mirror_anti_shortcut_c760_r220_q260_1ad470a0.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_assignment_transport_mirror_anti_shortcut_c760_r220_q260_1ad470a0.csv
h075_row_state_transport_conservative_outside_h069_c920_r225_q252_ad85b047,row_state_transport,920,225,52,28,0.5,0.31,outside_h069,1.05,conservative,112,473,473,112,198,414,39,275,59,160,0,-0.0005767939307785461,-0.0004003579083033623,-0.0003509186942416998,0.0,0.7096271067870082,0.6602662277257626,0.7146626396858955,0.576955602536998,0.551028922664022,0.00021347736927644468,0.001315263501228212,0.0002473387119069746,0.7847902715773809,0.7649764300815463,0.7103110842645726,0.2903497432799758,0.6411064331017821,0.5755490823316219,0.6259483660525522,0.5552897432799758,0.20717583811537296,0,10,full_state:13;nonq2_full:15;q3_s_stage:19;q_subjective:5;recovery_route:25;s_stage:35,-0.5540568652092329,-0.5573896052132348,-0.5549986603200032,-0.5498825135260049,-0.5494292750626285,-0.5444098724532994,-0.5521736279036611,55,17,47,79,102,83,90,ad85b047,0.8444444444444444,0.6888888888888889,0.4444444444444444,0.4,0.17777777777777778,0.4,0.06666666666666667,0.4,0.4,0.17777777777777778,0.5,0.8752642706131079,0.035940803382663845,6,0.0,0.4929452666196853,submission_h075_row_state_transport_conservative_outside_h069_c920_r225_q252_ad85b047.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_conservative_outside_h069_c920_r225_q252_ad85b047.csv
h075_transport_broad_mirror_transport_big_c1120_r250_q295_e9cf01a0,transport_broad,1120,250,95,32,0.42,0.3,transport_big,1.15,mirror,139,355,355,139,83,314,37,272,41,116,0,-0.000395649018084644,-0.00029526773153649256,-0.0005710385079350799,0.0,0.6876863889323325,0.6883352756539236,0.7063468812877264,0.7796635814889336,0.2780750343198298,0.0019457783251641478,0.002876267923616948,0.00225857516943899,0.7229129522468981,0.7923743420523138,0.7015774647887324,0.29215855130784707,0.6653606438631791,0.620100072112676,0.7226992193158953,0.5518437907444668,0.1891750905432595,0,10,full_state:9;nonq2_full:11;q2_hardtail:32;q2_s3_tail:10;q3_s_stage:19;q_subjective:3;recovery_route:22;s_stage:33,-0.1878515450145421,-0.18800599628983816,-0.1872285476744875,-0.19237536589474466,-0.19727201158497693,-0.18929758181933806,-0.18195030546570337,38,48,36,48,60,62,63,e9cf01a0,0.6,0.5555555555555556,0.6444444444444445,0.17777777777777778,0.4,0.06666666666666667,0.9555555555555556,0.06666666666666667,0.28888888888888886,0.4,0.5,0.8845070422535212,0.1352112676056338,8,0.0,0.4863314838526106,submission_h075_transport_broad_mirror_transport_big_c1120_r250_q295_e9cf01a0.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_mirror_transport_big_c1120_r250_q295_e9cf01a0.csv
h075_stage_transport_mirror_transport_big_c860_r225_q20_ee78a53f,stage_transport,860,225,0,28,0.52,0.31,transport_big,1.15,mirror,96,270,270,96,55,237,14,215,33,88,0,-0.00020406900753241705,-0.00012011175146800908,-9.956623751571284e-05,0.0,0.7291508623943237,0.7145899682539681,0.7084592592592592,0.7763280423280424,0.2676392403528017,0.0013684103308875208,0.0021679618376105186,0.001437428051153008,0.7892789477657005,0.8262421587301587,0.7035534391534392,0.292189417989418,0.7101563703703705,0.6742530842328043,0.7348621375661376,0.5694098095238095,0.17150068783068778,0,10,nonq2_full:14;q3_s_stage:16;recovery_route:16;s14_edge:17;s23_core:12;s_stage:21,-0.13316296571066258,-0.13165157216592294,-0.12993161977874895,-0.13075350880437295,-0.13591090478442802,-0.12993095991991976,-0.12359439403645604,29,0,27,45,54,51,64,ee78a53f,0.3333333333333333,0.24444444444444444,0.13333333333333333,0.7333333333333333,0.8444444444444444,0.17777777777777778,0.8444444444444444,0.17777777777777778,0.17777777777777778,0.5111111111111111,0.5,0.8777777777777778,0.0,6,0.0,0.4828080808080808,submission_h075_stage_transport_mirror_transport_big_c860_r225_q20_ee78a53f.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_mirror_transport_big_c860_r225_q20_ee78a53f.csv
h075_row_state_transport_hybrid_outside_h069_c920_r225_q252_81ae50ea,row_state_transport,920,225,52,28,0.5,0.31,outside_h069,1.0,hybrid,112,473,473,112,198,414,39,275,59,160,0,-0.0005061865562068742,-0.0003554969349033968,-0.0003168423903493758,0.0,0.7096271067870082,0.6602662277257626,0.7146626396858955,0.576955602536998,0.551028922664022,0.00021347736927644468,0.001315263501228212,0.0002473387119069746,0.7847902715773809,0.7649764300815463,0.7103110842645726,0.2903497432799758,0.6411064331017821,0.5755490823316219,0.6259483660525522,0.5552897432799758,0.20717583811537296,0,10,full_state:13;nonq2_full:15;q3_s_stage:19;q_subjective:5;recovery_route:25;s_stage:35,-0.5682335874490955,-0.5713196116520325,-0.569090935853318,-0.5642688605640197,-0.5644283596875314,-0.5587950031125274,-0.5651958239101831,55,17,47,79,102,83,90,81ae50ea,0.7555555555555555,0.6222222222222222,0.4222222222222222,0.4,0.17777777777777778,0.4,0.06666666666666667,0.4,0.4,0.17777777777777778,0.5,0.8752642706131079,0.035940803382663845,6,0.0,0.4713897110641297,submission_h075_row_state_transport_hybrid_outside_h069_c920_r225_q252_81ae50ea.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_hybrid_outside_h069_c920_r225_q252_81ae50ea.csv
h075_transport_broad_edge_outside_h069_c1120_r250_q295_0b193efe,transport_broad,1120,250,95,32,0.46,0.3,outside_h069,0.85,edge,152,524,524,152,220,458,44,304,66,176,0,-0.0005021772010270622,-0.00041722721667270305,-0.0007660286735289477,0.0,0.684005694007437,0.6533094220283533,0.7118571428571429,0.5922388222464557,0.4620958795863848,0.0006656105391907399,0.0018672724950615943,0.000858404115081394,0.7305383533562166,0.7554316793893129,0.7076161395856052,0.29236586695747,0.6313775027262813,0.5615488587786259,0.6309509378407852,0.5397205398037078,0.20975242639040345,0,10,full_state:10;nonq2_full:15;q2_hardtail:27;q2_s3_tail:9;q3_s_stage:20;q_subjective:3;recovery_route:27;s_stage:41,-0.5068644909048546,-0.5085571727754158,-0.5068500719614291,-0.5068878753681579,-0.5112891130068309,-0.4999962345624073,-0.49741783331315387,52,46,44,84,105,96,97,0b193efe,0.7333333333333333,0.7111111111111111,0.7555555555555555,0.06666666666666667,0.06666666666666667,0.28888888888888886,0.4,0.28888888888888886,0.06666666666666667,0.06666666666666667,0.5,0.8740458015267175,0.08778625954198473,8,0.0,0.44766042100393233,submission_h075_transport_broad_edge_outside_h069_c1120_r250_q295_0b193efe.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_edge_outside_h069_c1120_r250_q295_0b193efe.csv
h075_assignment_transport_mirror_anti_shortcut_c760_r220_q260_0a681612,assignment_transport,760,220,60,26,0.48,0.31,anti_shortcut,1.15,mirror,148,453,453,148,180,394,33,273,59,154,0,8.054247702859127e-06,-5.8806273197819286e-05,-0.0004066443143265792,0.0,0.7056945566490403,0.6681918259224219,0.724338063702302,0.6160845159255756,0.48435083697737885,0.0008872744566258831,0.002090642597447478,0.0010802660795215886,0.7398762638317665,0.7713390602333648,0.7206799116997792,0.27992683695994947,0.645829101229896,0.5766349634815515,0.6508966761274046,0.5403180258593503,0.19665272784610527,0,10,full_state:7;nonq2_full:10;q1q3_subjective:5;q2_hardtail:29;q2_s3_tail:6;q3_quality:1;q3_s_stage:14;recovery_route:19;s14_edge:17;s23_core:13;s_stage:27,-0.5011148873537554,-0.5023798325774723,-0.5005470751175889,-0.5012773293853452,-0.5040342831867908,-0.49321220392171755,-0.49311957681308666,41,42,35,74,86,88,87,0a681612,0.15555555555555556,0.15555555555555556,0.5333333333333333,0.28888888888888886,0.28888888888888886,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.28888888888888886,0.5,0.869757174392936,0.09271523178807947,11,0.0,0.4390669610007359,submission_h075_assignment_transport_mirror_anti_shortcut_c760_r220_q260_0a681612.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_assignment_transport_mirror_anti_shortcut_c760_r220_q260_0a681612.csv
h075_row_state_transport_edge_outside_h069_c920_r225_q252_4d1af030,row_state_transport,920,225,52,28,0.5,0.31,outside_h069,0.85,edge,112,473,473,112,198,414,39,275,59,160,0,-0.0003279071352046625,-0.00021876115839116912,-0.00020927057920074317,0.0,0.7096271067870082,0.6602662277257626,0.7146626396858955,0.576955602536998,0.551028922664022,0.00021347736927644468,0.001315263501228212,0.0002473387119069746,0.7847902715773809,0.7649764300815463,0.7103110842645726,0.2903497432799758,0.6411064331017821,0.5755490823316219,0.6259483660525522,0.5552897432799758,0.20717583811537296,0,10,full_state:13;nonq2_full:15;q3_s_stage:19;q_subjective:5;recovery_route:25;s_stage:35,-0.569482111667901,-0.5715571468828429,-0.569685310343523,-0.5667650333590983,-0.5701934615804156,-0.5622950644640845,-0.5614374574460309,55,17,47,79,102,83,90,4d1af030,0.5555555555555556,0.3111111111111111,0.26666666666666666,0.4,0.17777777777777778,0.4,0.06666666666666667,0.4,0.4,0.17777777777777778,0.5,0.8752642706131079,0.035940803382663845,6,0.0,0.402723044397463,submission_h075_row_state_transport_edge_outside_h069_c920_r225_q252_4d1af030.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_edge_outside_h069_c920_r225_q252_4d1af030.csv
h075_transport_broad_mirror_outside_h069_c1120_r250_q295_ca398786,transport_broad,1120,250,95,32,0.46,0.3,outside_h069,0.95,mirror,152,524,524,152,220,458,44,304,66,176,0,-0.00026046367062098816,-0.00025139154323605646,-0.0005529521072783469,0.0,0.684005694007437,0.6533094220283533,0.7118571428571429,0.5922388222464557,0.4620958795863848,0.0006656105391907399,0.0018672724950615943,0.000858404115081394,0.7305383533562166,0.7554316793893129,0.7076161395856052,0.29236586695747,0.6313775027262813,0.5615488587786259,0.6309509378407852,0.5397205398037078,0.20975242639040345,0,10,full_state:10;nonq2_full:15;q2_hardtail:27;q2_s3_tail:9;q3_s_stage:20;q_subjective:3;recovery_route:27;s_stage:41,-0.5398879814700117,-0.5418193197348798,-0.5403256614708911,-0.5398001665002418,-0.5427850705309476,-0.5319810909183834,-0.5314249092942682,52,46,44,84,105,96,97,ca398786,0.35555555555555557,0.4444444444444444,0.6,0.06666666666666667,0.06666666666666667,0.28888888888888886,0.4,0.28888888888888886,0.06666666666666667,0.06666666666666667,0.5,0.8740458015267175,0.08778625954198473,8,0.0,0.3487715321150435,submission_h075_transport_broad_mirror_outside_h069_c1120_r250_q295_ca398786.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_mirror_outside_h069_c1120_r250_q295_ca398786.csv
h075_row_state_transport_mirror_outside_h069_c920_r225_q252_6307de8b,row_state_transport,920,225,52,28,0.5,0.31,outside_h069,0.95,mirror,112,473,473,112,198,414,39,275,59,160,0,-0.00012732869038607132,-0.0001090404023486394,-0.0001280180846637525,0.0,0.7096271067870082,0.6602662277257626,0.7146626396858955,0.576955602536998,0.551028922664022,0.00021347736927644468,0.001315263501228212,0.0002473387119069746,0.7847902715773809,0.7649764300815463,0.7103110842645726,0.2903497432799758,0.6411064331017821,0.5755490823316219,0.6259483660525522,0.5552897432799758,0.20717583811537296,0,10,full_state:13;nonq2_full:15;q3_s_stage:19;q_subjective:5;recovery_route:25;s_stage:35,-0.5866537731980874,-0.588836797625043,-0.5871658078854876,-0.5836185054394537,-0.5859915356391897,-0.5783795293671622,-0.5797803355307235,55,17,47,79,102,83,90,6307de8b,0.2222222222222222,0.2222222222222222,0.15555555555555556,0.4,0.17777777777777778,0.4,0.06666666666666667,0.4,0.4,0.17777777777777778,0.5,0.8752642706131079,0.035940803382663845,6,0.0,0.324723044397463,submission_h075_row_state_transport_mirror_outside_h069_c920_r225_q252_6307de8b.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_mirror_outside_h069_c920_r225_q252_6307de8b.csv
h075_row_state_transport_mirror_outside_h069_c920_r225_q252_2c04423d,row_state_transport,920,225,52,28,0.5,0.31,outside_h069,1.15,mirror,112,473,473,112,198,414,39,275,59,160,0,0.00017758551192915934,0.00012896883016737766,6.0103297539453596e-05,0.0,0.7096271067870082,0.6602662277257626,0.7146626396858955,0.576955602536998,0.551028922664022,0.00021347736927644468,0.001315263501228212,0.0002473387119069746,0.7847902715773809,0.7649764300815463,0.7103110842645726,0.2903497432799758,0.6411064331017821,0.5755490823316219,0.6259483660525522,0.5552897432799758,0.20717583811537296,0,10,full_state:13;nonq2_full:15;q3_s_stage:19;q_subjective:5;recovery_route:25;s_stage:35,-0.579908513576735,-0.5820523864529147,-0.5803140592553228,-0.5769022017011841,-0.5793805164051693,-0.5715108854099318,-0.5729320413236759,55,17,47,79,102,83,90,2c04423d,0.06666666666666667,0.044444444444444446,0.044444444444444446,0.4,0.17777777777777778,0.4,0.06666666666666667,0.4,0.4,0.17777777777777778,0.5,0.8752642706131079,0.035940803382663845,6,0.0,0.27516748884190745,submission_h075_row_state_transport_mirror_outside_h069_c920_r225_q252_2c04423d.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_mirror_outside_h069_c920_r225_q252_2c04423d.csv
h075_transport_broad_mirror_outside_h069_c1120_r250_q295_d4644066,transport_broad,1120,250,95,32,0.46,0.3,outside_h069,1.15,mirror,152,524,524,152,220,458,44,304,66,176,0,5.514684557492941e-05,-5.648229918107928e-06,-0.00038953769265433674,0.0,0.684005694007437,0.6533094220283533,0.7118571428571429,0.5922388222464557,0.4620958795863848,0.0006656105391907399,0.0018672724950615943,0.000858404115081394,0.7305383533562166,0.7554316793893129,0.7076161395856052,0.29236586695747,0.6313775027262813,0.5615488587786259,0.6309509378407852,0.5397205398037078,0.20975242639040345,0,10,full_state:10;nonq2_full:15;q2_hardtail:27;q2_s3_tail:9;q3_s_stage:20;q_subjective:3;recovery_route:27;s_stage:41,-0.5392637176748932,-0.5412254778988468,-0.5396846184011407,-0.5391632583202615,-0.5421782764571015,-0.5313693898609976,-0.5307632170603013,52,46,44,84,105,96,97,d4644066,0.1111111111111111,0.08888888888888889,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.28888888888888886,0.4,0.28888888888888886,0.06666666666666667,0.06666666666666667,0.5,0.8740458015267175,0.08778625954198473,8,0.0,0.273215976559488,submission_h075_transport_broad_mirror_outside_h069_c1120_r250_q295_d4644066.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_mirror_outside_h069_c1120_r250_q295_d4644066.csv
