candidate_id,family,policy,max_cells,max_rows,q2_cap,max_per_subject,min_route_score,min_cell_score,novelty,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,outside_h070_cells,outside_h069_cells,h071_route_overlap,h070_overlap_cells,h069_overlap_cells,h068_overlap_cells,public_action_pred_delta_vs_h057,posterior_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,mean_h076_route_score,mean_h076_cell_score,sum_h076_public_contrib,sum_h076_value_gain,mean_h076_public_action_gain,mean_h076_value_gain,mean_h074_cell_score,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_h075_transport_alignment,mean_h073_bridge_cell_score,mean_h068_health,mean_public_score,mean_invariant_score,mean_shortcut_energy,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,h050_null_selected,selected_subjects,route_templates,decoder_templates,bad_cos_submission_h010_objective_,bad_cos_submission_e216_maskfam_je,bad_cos_submission_e323_5508f966_u,bad_cos_submission_jepa_latent_q2_,bad_cos_submission_jepa_latent_res,bad_cos_submission_lejepa_targetwi,bad_cos_submission_ordinal_q_const,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,hash,action_rank,posterior_rank,responsibility_rank,route_rank,cell_rank,public_gain_rank,value_gain_rank,opp_rank,same_avoid_rank,shortcut_avoid_rank,bad_avoid_rank,outside_h069_ratio,q2_risk,route_diversity,bigbet_scale_score,h076_score,file,resolved_path
h076_fullstate_decoder_q2_tail_stage_soft_outside_h069_c920_r230_q264_04e2d872,fullstate_decoder,q2_tail_stage_soft,920,230,64,28,0.48,0.32,outside_h069,145,506,506,145,206,440,37,300,66,174,-0.0008668181898996503,-0.000619234841130965,-0.0008557246858124072,0.0,0.7049698032233883,0.6666943197791496,-0.0008668181898996501,1.0836609719791888,1.7130794266791505e-06,0.0021416224742671713,0.7652245962732919,0.6852501411631846,0.3119875776397515,0.6838848108413327,0.6429242800677584,0.5845138421230943,0.6600534839073969,0.5475630321852061,0.21582975719932238,0.005336870845326343,0.11828898647306285,0,10,full_state:11;nonq2_full:4;q3_s_stage:46;q_subjective:31;recovery_route:39;s_stage:14,q061:384;q061_damp:122,-0.4841323601793561,-0.48979616807566795,-0.4863613854921673,-0.48230777506639044,-0.4824590091023414,-0.47705710900586806,-0.4838503666928758,58,37,62,68,103,87,91,04e2d872,0.5853658536585366,0.5853658536585366,0.5365853658536586,0.12195121951219512,0.0975609756097561,0.4146341463414634,0.5365853658536586,0.24390243902439024,0.21951219512195122,0.21951219512195122,0.5,0.8695652173913043,0.07312252964426877,6,0.0,0.42604164658247384,submission_h076_fullstate_decoder_q2_tail_stage_soft_outside_h069_c920_r230_q264_04e2d872.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_q2_tail_stage_soft_outside_h069_c920_r230_q264_04e2d872.csv
h076_objective_decoder_anti_shortcut_q061_baseline_outside_h069_c760_r220_q20_fba9facc,objective_decoder,anti_shortcut_q061_baseline,760,220,0,28,0.5,0.32,outside_h069,114,382,382,114,134,329,20,248,53,132,-0.0006507337673906567,-0.0003948622298621095,-0.00031197315678199234,0.0,0.728169308574879,0.6954244679034829,-0.0006507337673906566,0.6910089022586915,1.7034915376718758e-06,0.0018089238279023338,0.8018868960359014,0.6976050860134628,0.30641211667913243,0.6958474195961106,0.6866577187733732,0.6327509252056843,0.6887703664921465,0.5540043679880329,0.1907770007479431,0.004548824445999932,0.06459844197331183,0,10,nonq2_full:17;q3_s_stage:14;recovery_route:18;s14_edge:22;s23_core:18;s_stage:25,q061:382,-0.35276080813459776,-0.3551021852838485,-0.35159399581212497,-0.347991253528541,-0.3474851432978258,-0.34152745912423593,-0.3514015411347062,34,0,30,72,84,77,85,fba9facc,0.2682926829268293,0.1951219512195122,0.14634146341463414,0.2682926829268293,0.8780487804878049,0.3902439024390244,0.21951219512195122,0.6341463414634146,0.4634146341463415,0.8780487804878049,0.5,0.8612565445026178,0.0,6,0.0,0.42586770527391143,submission_h076_objective_decoder_anti_shortcut_q061_baseline_outside_h069_c760_r220_q20_fba9facc.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_anti_shortcut_q061_baseline_outside_h069_c760_r220_q20_fba9facc.csv
h076_wide_assignment_decoder_objective_stage_edge_value_action_c1160_r250_q2105_ce852550,wide_assignment_decoder,objective_stage_edge,1160,250,105,32,0.48,0.31,value_action,159,515,515,159,214,446,32,301,69,184,-0.0008128629542619557,-0.0005553061281222428,-0.0006812404284609739,0.0,0.7498461956521739,0.6691031012219806,-0.0008128629542619556,0.971785724213925,1.5783746684698168e-06,0.0018869625712891747,0.7582296366158113,0.6796027739251039,0.3153109570041609,0.6782280166435506,0.6358212482662968,0.5786069855201109,0.6612427961165048,0.5429579583911234,0.21966646324549235,0.005594345825301,0.07352051543060556,0,10,full_state:4;nonq2_full:15;q1q3_subjective:6;q2_hardtail:34;q2_s3_tail:7;q3_quality:2;q3_s_stage:48;q_subjective:3;recovery_route:35;s14_edge:1;s23_core:3;s_stage:1,q061:81;q061_amp:333;q061_damp:89;soft_edge:12,-0.4238113852377701,-0.4286362249815178,-0.424362871515969,-0.42002489658536424,-0.41963293155537396,-0.4130236880167916,-0.42115799260208303,59,46,67,66,99,88,90,ce852550,0.4634146341463415,0.43902439024390244,0.4146341463414634,0.7560975609756098,0.21951219512195122,0.21951219512195122,0.36585365853658536,0.12195121951219512,0.12195121951219512,0.12195121951219512,0.5,0.8660194174757282,0.08932038834951456,12,0.0,0.4250544636514328,submission_h076_wide_assignment_decoder_objective_stage_edge_value_action_c1160_r250_q2105_ce852550.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_wide_assignment_decoder_objective_stage_edge_value_action_c1160_r250_q2105_ce852550.csv
h076_fullstate_decoder_objective_stage_edge_anti_shortcut_c920_r230_q264_65820886,fullstate_decoder,objective_stage_edge,920,230,64,28,0.52,0.34,anti_shortcut,111,447,447,111,181,384,23,266,63,161,-0.0006465465863638981,-0.00042486989410521264,-0.0003705499140338123,0.0,0.7579547174892283,0.6821164227514533,-0.000646546586363898,0.7435223146841221,1.4464129448856777e-06,0.001663360882962242,0.7757740364333653,0.6921955896452541,0.3053736017897092,0.692132949824225,0.6546561393416428,0.5986012754234579,0.6592632023010546,0.5587512368168744,0.2090045701502077,0.004955668502994275,0.06789147190501499,0,10,full_state:5;nonq2_full:16;q3_s_stage:44;q_subjective:11;recovery_route:34;s_stage:1,q061:84;q061_amp:313;q061_damp:46;soft_edge:4,-0.4438375322742362,-0.44952578874094334,-0.44561376857436147,-0.44000109621162287,-0.44019360362529186,-0.43389304058582623,-0.44116130901149153,55,14,60,63,92,78,85,65820886,0.24390243902439024,0.2926829268292683,0.2682926829268293,1.0,0.5121951219512195,0.04878048780487805,0.12195121951219512,0.4146341463414634,0.5121951219512195,0.36585365853658536,0.5,0.8590604026845637,0.03131991051454139,6,0.0,0.4195577563158183,submission_h076_fullstate_decoder_objective_stage_edge_anti_shortcut_c920_r230_q264_65820886.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_objective_stage_edge_anti_shortcut_c920_r230_q264_65820886.csv
h076_objective_decoder_bad_safe_recovery_outside_h069_c760_r220_q20_26c7ec47,objective_decoder,bad_safe_recovery,760,220,0,28,0.5,0.32,outside_h069,115,384,384,115,134,330,18,250,54,134,-0.0006284005062203011,-0.0003799491823011971,-0.00030175260633080687,0.0,0.7272997904851923,0.6967486293286651,-0.0006284005062203012,0.6649110690270948,1.6364596516153677e-06,0.0017315392422580596,0.8018928571428571,0.7000223214285715,0.29837946428571427,0.6988839285714286,0.6883208110119048,0.6297555160714287,0.6844013988095238,0.5531249553571428,0.18616101190476186,0.004028613500740026,0.06095799138538749,0,10,nonq2_full:8;q3_s_stage:20;recovery_route:27;s14_edge:13;s23_core:20;s_stage:27,h075_conservative:46;q061:221;q061_amp:93;q061_damp:24,-0.38477214427102807,-0.38980449539421763,-0.385349389831857,-0.38106704494730037,-0.3809120399137486,-0.3749261689013332,-0.3838483025848156,34,0,28,63,94,82,83,26c7ec47,0.17073170731707318,0.12195121951219512,0.0975609756097561,0.24390243902439024,0.9024390243902439,0.2926829268292683,0.17073170731707318,0.7317073170731707,0.7317073170731707,0.926829268292683,0.5,0.859375,0.0,6,0.0,0.4067492378048781,submission_h076_objective_decoder_bad_safe_recovery_outside_h069_c760_r220_q20_26c7ec47.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_bad_safe_recovery_outside_h069_c760_r220_q20_26c7ec47.csv
h076_route_value_big_objective_stage_edge_outside_h069_c1040_r250_q295_3fb072ca,route_value_big,objective_stage_edge,1040,250,95,32,0.46,0.32,outside_h069,162,535,535,162,226,465,35,309,70,189,-0.0008519481435344334,-0.0005681226736463235,-0.000701052459791355,0.0,0.7336002991366971,0.6667582661311329,-0.0008519481435344334,0.9942146788810661,1.5924264365129597e-06,0.001858345194170217,0.7557871722296394,0.6744267022696929,0.31925554072096124,0.6733906542056075,0.6342669959946596,0.578201724753004,0.6611812550066756,0.5390087316421897,0.2218945794392523,0.005793845896730206,0.07352051543060556,0,10,full_state:5;nonq2_full:16;q2_hardtail:32;q2_s3_tail:10;q3_s_stage:52;q_subjective:7;recovery_route:39;s_stage:1,q061:85;q061_amp:357;q061_damp:89;soft_edge:4,-0.44304347906940306,-0.44758379193522435,-0.4434766568994669,-0.4390120316147565,-0.4387794308670303,-0.43212245748062655,-0.4400242458763912,63,48,67,70,103,92,92,3fb072ca,0.5609756097560976,0.4878048780487805,0.4634146341463415,0.3902439024390244,0.12195121951219512,0.24390243902439024,0.3170731707317073,0.04878048780487805,0.04878048780487805,0.07317073170731707,0.5,0.8691588785046729,0.08971962616822429,8,0.0,0.37974432034039973,submission_h076_route_value_big_objective_stage_edge_outside_h069_c1040_r250_q295_3fb072ca.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_objective_stage_edge_outside_h069_c1040_r250_q295_3fb072ca.csv
h076_fullstate_decoder_recovery_full_vector_anti_shortcut_c920_r230_q264_efa95cfb,fullstate_decoder,recovery_full_vector,920,230,64,28,0.52,0.34,anti_shortcut,109,464,464,109,187,402,49,277,62,158,-0.000713317068533349,-0.0004471333211555627,-0.0003950118348528112,0.0,0.7365291666666667,0.6751320718847308,-0.0007133170685333489,0.7824833120222348,1.537321268390838e-06,0.0016863864483237817,0.7770769950738916,0.6883152709359606,0.30924999999999997,0.6880800492610838,0.6539652032019705,0.5984949716748769,0.6689983128078818,0.5671477032019705,0.2111026477832512,0.004832232481833476,0.10379775986481943,0,10,full_state:21;nonq2_full:26;q3_s_stage:26;q_subjective:12;s_stage:24,q061:275;q061_amp:109;q061_damp:80,-0.45746422980585716,-0.4623781133768816,-0.45907575726943933,-0.4544507855721373,-0.4547964976649763,-0.44966806637228307,-0.45610215490126743,45,28,62,86,89,71,83,efa95cfb,0.3902439024390244,0.36585365853658536,0.34146341463414637,0.4634146341463415,0.2926829268292683,0.17073170731707318,0.14634146341463414,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.5,0.8663793103448276,0.0603448275862069,5,0.0,0.36485456966638646,submission_h076_fullstate_decoder_recovery_full_vector_anti_shortcut_c920_r230_q264_efa95cfb.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_recovery_full_vector_anti_shortcut_c920_r230_q264_efa95cfb.csv
h076_objective_decoder_objective_stage_edge_value_action_c760_r220_q20_81a45ad8,objective_decoder,objective_stage_edge,760,220,0,28,0.54,0.34,value_action,113,455,455,113,186,387,22,269,68,168,-0.0006752035605951175,-0.0004107153584212883,-0.0003227284276151783,0.0,0.7513103974284981,0.6845748327759198,-0.0006752035605951175,0.7187518772372545,1.4839638694398187e-06,0.0015796744554664934,0.7755934191522763,0.6807635792778649,0.31869324960753537,0.6786436420722134,0.6599246781789638,0.6065798556985871,0.6596479372056515,0.5491567472527472,0.2114218210361067,0.005253338693642489,0.06789147190501499,0,10,nonq2_full:21;q3_s_stage:49;recovery_route:36;s14_edge:2;s23_core:4;s_stage:1,q061:104;q061_amp:335;soft_edge:16,-0.42311617179932687,-0.427999794463212,-0.4235556685409897,-0.4191795049463567,-0.4186998274853362,-0.41195261894711094,-0.4208949401476935,51,0,57,69,101,86,91,81a45ad8,0.2926829268292683,0.24390243902439024,0.17073170731707318,0.8292682926829268,0.5853658536585366,0.0975609756097561,0.0975609756097561,0.17073170731707318,0.0975609756097561,0.2926829268292683,0.5,0.8505494505494505,0.0,6,0.0,0.36118600911283844,submission_h076_objective_decoder_objective_stage_edge_value_action_c760_r220_q20_81a45ad8.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_objective_stage_edge_value_action_c760_r220_q20_81a45ad8.csv
h076_fullstate_decoder_objective_stage_edge_outside_h069_c920_r230_q264_98c0f6eb,fullstate_decoder,objective_stage_edge,920,230,64,28,0.48,0.32,outside_h069,146,540,540,146,234,471,32,306,69,188,-0.0008499116528737046,-0.0005905884628784633,-0.0007647243894320291,0.0,0.7118035617679175,0.662669344058384,-0.0008499116528737046,1.0335298100373107,1.5739104682846382e-06,0.0019139440926616866,0.7561280211640211,0.6784021164021165,0.31886031746031746,0.6768941798941799,0.6341159259259259,0.5775636124867725,0.6490887513227513,0.5418791058201059,0.2233197354497354,0.00587044762440295,0.10301907674372857,0,10,full_state:11;nonq2_full:17;q3_s_stage:52;q_subjective:27;recovery_route:38;s_stage:1,q061:88;q061_amp:357;q061_damp:91;soft_edge:4,-0.4895134633012525,-0.4943436094069391,-0.4903946962720029,-0.48595211653381015,-0.4861995119641001,-0.4796913620029768,-0.4871574260300868,66,34,71,75,107,91,96,98c0f6eb,0.5365853658536586,0.5121951219512195,0.5121951219512195,0.17073170731707318,0.07317073170731707,0.1951219512195122,0.43902439024390244,0.0975609756097561,0.07317073170731707,0.04878048780487805,0.5,0.8722222222222222,0.06296296296296296,6,0.0,0.3593654019873533,submission_h076_fullstate_decoder_objective_stage_edge_outside_h069_c920_r230_q264_98c0f6eb.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_objective_stage_edge_outside_h069_c920_r230_q264_98c0f6eb.csv
h076_q_route_decoder_recovery_full_vector_value_action_c520_r210_q2145_a40a19fe,q_route_decoder,recovery_full_vector,520,210,145,26,0.5,0.33,value_action,118,180,180,118,61,162,9,119,18,59,-0.0005125191789622374,-0.0003739139615231477,-0.000705170632769414,0.0,0.7067206529415375,0.6448947417316984,-0.0005125191789622374,0.6543494326655085,2.8473287720124302e-06,0.0036352746259194916,0.7117054603174602,0.6645142857142858,0.3094507936507937,0.6683365079365079,0.5563639523809525,0.5256357552380952,0.7200566031746032,0.5602111428571429,0.25190412698412695,0.0024185619128170963,0.12739622087580738,0,10,q1q3_subjective:16;q2_hardtail:41;q2_s3_tail:34;q3_quality:12;q_subjective:15,h075_conservative:97;q061:40;q061_damp:43,-0.12375024629149448,-0.12507984604114095,-0.1270714579075693,-0.13315997839593555,-0.1346605039678978,-0.13211276167272945,-0.1250225185712829,31,75,40,0,0,34,0,a40a19fe,0.024390243902439025,0.0975609756097561,0.4878048780487805,0.14634146341463414,0.024390243902439025,1.0,1.0,0.024390243902439025,0.2926829268292683,0.024390243902439025,0.5,0.9,0.4166666666666667,5,0.0,0.3496951219512196,submission_h076_q_route_decoder_recovery_full_vector_value_action_c520_r210_q2145_a40a19fe.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_q_route_decoder_recovery_full_vector_value_action_c520_r210_q2145_a40a19fe.csv
h076_objective_decoder_recovery_full_vector_value_action_c760_r220_q20_8e9c730d,objective_decoder,recovery_full_vector,760,220,0,28,0.54,0.34,value_action,106,397,397,106,145,345,26,252,52,133,-0.0005907564426559163,-0.00035140142238886563,-0.00028702238705310225,0.0,0.7417592844202898,0.6953346429744827,-0.0005907564426559163,0.6149524891805148,1.4880514928360611e-06,0.001548998713301045,0.797192774379273,0.6944008636200073,0.3090255487585462,0.6927887729399064,0.6774719395465996,0.6275922842749191,0.6824265419215545,0.5634259589780497,0.19907524289312697,0.003617358721838875,0.0615114820551681,0,10,nonq2_full:31;q3_s_stage:26;s14_edge:15;s23_core:16;s_stage:18,q061:276;q061_damp:121,-0.35034438709095944,-0.35487007982192387,-0.3509159392103637,-0.3473386019341675,-0.3469385706032777,-0.34103154157875887,-0.3507046640445005,31,0,49,80,82,77,78,8e9c730d,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.5853658536585366,0.8536585365853658,0.12195121951219512,0.07317073170731707,0.6097560975609756,0.34146341463414637,0.6097560975609756,0.5,0.8690176322418136,0.0,5,0.0,0.33654031250639965,submission_h076_objective_decoder_recovery_full_vector_value_action_c760_r220_q20_8e9c730d.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_recovery_full_vector_value_action_c760_r220_q20_8e9c730d.csv
h076_objective_decoder_objective_stage_edge_outside_h069_c760_r220_q20_fb7f348f,objective_decoder,objective_stage_edge,760,220,0,28,0.5,0.32,outside_h069,118,475,475,118,204,406,23,271,69,173,-0.0006860416590521931,-0.0004141613306646944,-0.0003245082543797498,0.0,0.7415605356484892,0.676601368597078,-0.0006860416590521931,0.7247823286632151,1.4442982295835645e-06,0.0015258575340278214,0.7686709413533834,0.6753082706766916,0.3223777443609023,0.672605112781955,0.6538667428571429,0.5994703473082708,0.6520007097744361,0.5444222796992482,0.2166385864661654,0.005370176356590382,0.06789147190501499,0,10,nonq2_full:21;q3_s_stage:51;recovery_route:39;s14_edge:2;s23_core:4;s_stage:1,q061:105;q061_amp:354;soft_edge:16,-0.42319786976948776,-0.4280735009315102,-0.42363621292306536,-0.41928727350884243,-0.41889147177229274,-0.4120442698258468,-0.42096386189583795,55,0,60,70,106,90,94,fb7f348f,0.3170731707317073,0.2682926829268293,0.1951219512195122,0.5609756097560976,0.43902439024390244,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.17073170731707318,0.5,0.8547368421052631,0.0,6,0.0,0.29700513478819,submission_h076_objective_decoder_objective_stage_edge_outside_h069_c760_r220_q20_fb7f348f.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_objective_stage_edge_outside_h069_c760_r220_q20_fb7f348f.csv
h076_objective_decoder_recovery_full_vector_outside_h069_c760_r220_q20_560f74bb,objective_decoder,recovery_full_vector,760,220,0,28,0.5,0.32,outside_h069,113,414,414,113,158,359,26,256,55,138,-0.0006000687293044685,-0.00035475098585261463,-0.00028824900291710923,0.0,0.7284296011286392,0.6877798966899866,-0.0006000687293044685,0.6208142252420756,1.4494413751315666e-06,0.0014995512687006657,0.7914550172532782,0.6907149758454106,0.311552104899931,0.6892201518288474,0.6730171014492755,0.621064949068323,0.675407508626639,0.5579019254658385,0.20231652864044167,0.0036720980910606147,0.0615114820551681,0,10,nonq2_full:31;q3_s_stage:26;s14_edge:20;s23_core:17;s_stage:19,q061:277;q061_damp:137,-0.3629704160847891,-0.3674143209807198,-0.36367529809096677,-0.360232589449986,-0.35979177352632624,-0.3537209618837878,-0.36344399898080015,31,0,50,84,86,80,83,560f74bb,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.2926829268292683,0.7317073170731707,0.07317073170731707,0.024390243902439025,0.36585365853658536,0.24390243902439024,0.5853658536585366,0.5,0.8671497584541062,0.0,5,0.0,0.2652274066218923,submission_h076_objective_decoder_recovery_full_vector_outside_h069_c760_r220_q20_560f74bb.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_recovery_full_vector_outside_h069_c760_r220_q20_560f74bb.csv
