fold,target,source,loss,n_features
1,Q2,selected_single__ridge_a5_b0.2,0.7322896582788162,772
1,Q2,selected_single__ridge_a5_b0.35,0.8695881140489896,772
1,Q2,selected_single__ridge_a20_b0.05,0.7259216165819079,772
1,Q2,selected_single__ridge_a20_b0.1,0.7182409693071221,772
1,Q2,selected_single__ridge_a20_b0.2,0.7088950827856693,772
1,Q2,selected_single__ridge_a20_b0.35,0.7159425327457112,772
1,Q2,selected_single__ridge_a80_b0.05,0.7248750658977222,772
1,Q2,selected_single__ridge_a80_b0.1,0.7153754815454741,772
1,Q2,selected_single__ridge_a80_b0.2,0.6998968935739249,772
1,Q2,selected_single__ridge_a80_b0.35,0.6856474145717092,772
1,Q2,selected_single__logreg_c0.03_b0.05,0.7240644531579575,772
1,Q2,selected_single__logreg_c0.03_b0.1,0.7136766019215741,772
1,Q2,selected_single__logreg_c0.03_b0.2,0.6959683807482019,772
1,Q2,selected_single__logreg_c0.03_b0.35,0.6760799826726676,772
1,Q2,selected_single__logreg_c0.1_b0.05,0.724159416580032,772
1,Q2,selected_single__logreg_c0.1_b0.1,0.7142181192752454,772
1,Q2,selected_single__logreg_c0.1_b0.2,0.6983978143055484,772
1,Q2,selected_single__logreg_c0.1_b0.35,0.6838276439125126,772
1,Q2,target_moe__ridge_a5_b0.05,0.7145320905424131,2768
1,Q2,target_moe__ridge_a5_b0.1,0.6970852009617219,2768
1,Q2,target_moe__ridge_a5_b0.2,0.6718480692858415,2768
1,Q2,target_moe__ridge_a5_b0.35,0.6593437846756688,2768
1,Q2,target_moe__ridge_a20_b0.05,0.7166736685176268,2768
1,Q2,target_moe__ridge_a20_b0.1,0.7005447880259024,2768
1,Q2,target_moe__ridge_a20_b0.2,0.6756780296304856,2768
1,Q2,target_moe__ridge_a20_b0.35,0.6570961116909668,2768
1,Q2,target_moe__ridge_a80_b0.05,0.7200444410278376,2768
1,Q2,target_moe__ridge_a80_b0.1,0.7063567281017166,2768
1,Q2,target_moe__ridge_a80_b0.2,0.6839391505897264,2768
1,Q2,target_moe__ridge_a80_b0.35,0.6617226369247514,2768
1,Q2,target_moe__logreg_c0.03_b0.05,0.7225342431474738,2768
1,Q2,target_moe__logreg_c0.03_b0.1,0.7110072560455185,2768
1,Q2,target_moe__logreg_c0.03_b0.2,0.6920457359153639,2768
1,Q2,target_moe__logreg_c0.03_b0.35,0.672600753516738,2768
1,Q2,target_moe__logreg_c0.1_b0.05,0.722579319860774,2768
1,Q2,target_moe__logreg_c0.1_b0.1,0.7114768097150311,2768
1,Q2,target_moe__logreg_c0.1_b0.2,0.6944319030314308,2768
1,Q2,target_moe__logreg_c0.1_b0.35,0.6805236284956669,2768
1,Q2,selected_plus_target_moe__ridge_a5_b0.05,0.7145320905424131,2768
1,Q2,selected_plus_target_moe__ridge_a5_b0.1,0.6970852009617219,2768
1,Q2,selected_plus_target_moe__ridge_a5_b0.2,0.6718480692858415,2768
1,Q2,selected_plus_target_moe__ridge_a5_b0.35,0.6593437846756688,2768
1,Q2,selected_plus_target_moe__ridge_a20_b0.05,0.7166736685176268,2768
1,Q2,selected_plus_target_moe__ridge_a20_b0.1,0.7005447880259024,2768
1,Q2,selected_plus_target_moe__ridge_a20_b0.2,0.6756780296304856,2768
1,Q2,selected_plus_target_moe__ridge_a20_b0.35,0.6570961116909668,2768
1,Q2,selected_plus_target_moe__ridge_a80_b0.05,0.7200444410278376,2768
1,Q2,selected_plus_target_moe__ridge_a80_b0.1,0.7063567281017166,2768
1,Q2,selected_plus_target_moe__ridge_a80_b0.2,0.6839391505897264,2768
1,Q2,selected_plus_target_moe__ridge_a80_b0.35,0.6617226369247514,2768
1,Q2,selected_plus_target_moe__logreg_c0.03_b0.05,0.7225342431474738,2768
1,Q2,selected_plus_target_moe__logreg_c0.03_b0.1,0.7110072560455185,2768
1,Q2,selected_plus_target_moe__logreg_c0.03_b0.2,0.6920457359153639,2768
1,Q2,selected_plus_target_moe__logreg_c0.03_b0.35,0.672600753516738,2768
1,Q2,selected_plus_target_moe__logreg_c0.1_b0.05,0.722579319860774,2768
1,Q2,selected_plus_target_moe__logreg_c0.1_b0.1,0.7114768097150311,2768
1,Q2,selected_plus_target_moe__logreg_c0.1_b0.2,0.6944319030314308,2768
1,Q2,selected_plus_target_moe__logreg_c0.1_b0.35,0.6805236284956669,2768
1,Q3,selected_single__ridge_a5_b0.05,0.6836522507699778,1220
1,Q3,selected_single__ridge_a5_b0.1,0.6805547432246574,1220
1,Q3,selected_single__ridge_a5_b0.2,0.6816867257824606,1220
1,Q3,selected_single__ridge_a5_b0.35,0.7075323130367319,1220
1,Q3,selected_single__ridge_a20_b0.05,0.683116154488747,1220
1,Q3,selected_single__ridge_a20_b0.1,0.6786585077507701,1220
1,Q3,selected_single__ridge_a20_b0.2,0.6744126009328179,1220
1,Q3,selected_single__ridge_a20_b0.35,0.6809333229510437,1220
1,Q3,selected_single__ridge_a80_b0.05,0.6843982568516273,1220
1,Q3,selected_single__ridge_a80_b0.1,0.680623230616367,1220
1,Q3,selected_single__ridge_a80_b0.2,0.6759527374884579,1220
1,Q3,selected_single__ridge_a80_b0.35,0.676695341172462,1220
1,Q3,selected_single__logreg_c0.03_b0.05,0.6850094257596591,1220
1,Q3,selected_single__logreg_c0.03_b0.1,0.6817657243919207,1220
1,Q3,selected_single__logreg_c0.03_b0.2,0.6777811078310202,1220
1,Q3,selected_single__logreg_c0.03_b0.35,0.6778367274914098,1220
1,Q3,selected_single__logreg_c0.1_b0.05,0.6838996605415185,1220
1,Q3,selected_single__logreg_c0.1_b0.1,0.6799511291509892,1220
1,Q3,selected_single__logreg_c0.1_b0.2,0.6756921633970052,1220
1,Q3,selected_single__logreg_c0.1_b0.35,0.6781817714745884,1220
1,Q3,target_moe__ridge_a5_b0.05,0.6844801267220141,2444
1,Q3,target_moe__ridge_a5_b0.1,0.6833389314176059,2444
1,Q3,target_moe__ridge_a5_b0.2,0.69286483910851,2444
1,Q3,target_moe__ridge_a5_b0.35,0.7632047902860691,2444
1,Q3,target_moe__ridge_a20_b0.05,0.6834475928804723,2444
1,Q3,target_moe__ridge_a20_b0.1,0.6803252956715046,2444
1,Q3,target_moe__ridge_a20_b0.2,0.6821406249490444,2444
1,Q3,target_moe__ridge_a20_b0.35,0.7135884308375857,2444
1,Q3,target_moe__ridge_a80_b0.05,0.6839390484805458,2444
1,Q3,target_moe__ridge_a80_b0.1,0.680284418186451,2444
1,Q3,target_moe__ridge_a80_b0.2,0.6776445328690798,2444
1,Q3,target_moe__ridge_a80_b0.35,0.6874108716728977,2444
1,Q3,target_moe__logreg_c0.03_b0.05,0.684833461037571,2444
1,Q3,target_moe__logreg_c0.03_b0.1,0.6816056845176567,2444
1,Q3,target_moe__logreg_c0.03_b0.2,0.6782228992551066,2444
1,Q3,target_moe__logreg_c0.03_b0.35,0.6806678114428527,2444
1,Q3,target_moe__logreg_c0.1_b0.05,0.6841423893352241,2444
1,Q3,target_moe__logreg_c0.1_b0.1,0.6806241471955109,2444
1,Q3,target_moe__logreg_c0.1_b0.2,0.6777971900297209,2444
1,Q3,target_moe__logreg_c0.1_b0.35,0.6839759156299324,2444
1,Q3,selected_plus_target_moe__ridge_a5_b0.05,0.6844801267220141,2444
1,Q3,selected_plus_target_moe__ridge_a5_b0.1,0.6833389314176059,2444
1,Q3,selected_plus_target_moe__ridge_a5_b0.2,0.69286483910851,2444
1,Q3,selected_plus_target_moe__ridge_a5_b0.35,0.7632047902860691,2444
1,Q3,selected_plus_target_moe__ridge_a20_b0.05,0.6834475928804723,2444
1,Q3,selected_plus_target_moe__ridge_a20_b0.1,0.6803252956715046,2444
1,Q3,selected_plus_target_moe__ridge_a20_b0.2,0.6821406249490444,2444
1,Q3,selected_plus_target_moe__ridge_a20_b0.35,0.7135884308375857,2444
1,Q3,selected_plus_target_moe__ridge_a80_b0.05,0.6839390484805458,2444
1,Q3,selected_plus_target_moe__ridge_a80_b0.1,0.680284418186451,2444
1,Q3,selected_plus_target_moe__ridge_a80_b0.2,0.6776445328690798,2444
1,Q3,selected_plus_target_moe__ridge_a80_b0.35,0.6874108716728977,2444
1,Q3,selected_plus_target_moe__logreg_c0.03_b0.05,0.684833461037571,2444
1,Q3,selected_plus_target_moe__logreg_c0.03_b0.1,0.6816056845176567,2444
1,Q3,selected_plus_target_moe__logreg_c0.03_b0.2,0.6782228992551066,2444
1,Q3,selected_plus_target_moe__logreg_c0.03_b0.35,0.6806678114428527,2444
1,Q3,selected_plus_target_moe__logreg_c0.1_b0.05,0.6841423893352241,2444
1,Q3,selected_plus_target_moe__logreg_c0.1_b0.1,0.6806241471955109,2444
1,Q3,selected_plus_target_moe__logreg_c0.1_b0.2,0.6777971900297209,2444
1,Q3,selected_plus_target_moe__logreg_c0.1_b0.35,0.6839759156299324,2444
1,S1,selected_single__ridge_a5_b0.05,0.5667005557594331,644
1,S1,selected_single__ridge_a5_b0.1,0.5669498301866829,644
1,S1,selected_single__ridge_a5_b0.2,0.5709761802242147,644
1,S1,selected_single__ridge_a5_b0.35,0.5894158604262009,644
1,S1,selected_single__ridge_a20_b0.05,0.5667961713958831,644
1,S1,selected_single__ridge_a20_b0.1,0.5668133905105547,644
1,S1,selected_single__ridge_a20_b0.2,0.5692876782958799,644
1,S1,selected_single__ridge_a20_b0.35,0.5803890070526799,644
1,S1,selected_single__ridge_a80_b0.05,0.5671061938114131,644
1,S1,selected_single__ridge_a80_b0.1,0.5671900094194666,644
1,S1,selected_single__ridge_a80_b0.2,0.5690214955636742,644
1,S1,selected_single__ridge_a80_b0.35,0.5765835908069221,644
1,S1,selected_single__logreg_c0.03_b0.05,0.5666777331361634,644
1,S1,selected_single__logreg_c0.03_b0.1,0.5661419547069438,644
1,S1,selected_single__logreg_c0.03_b0.2,0.5660789447840378,644
1,S1,selected_single__logreg_c0.03_b0.35,0.56854917685478,644
1,S1,selected_single__logreg_c0.1_b0.05,0.5661223764206954,644
1,S1,selected_single__logreg_c0.1_b0.1,0.5652395056170656,644
1,S1,selected_single__logreg_c0.1_b0.2,0.5651029886864978,644
1,S1,selected_single__logreg_c0.1_b0.35,0.5690917666911729,644
1,S1,target_moe__ridge_a5_b0.05,0.5727691120899474,2252
1,S1,target_moe__ridge_a5_b0.1,0.5805106377115599,2252
1,S1,target_moe__ridge_a5_b0.2,0.6069657007107837,2252
1,S1,target_moe__ridge_a5_b0.35,0.8343673494450555,2252
1,S1,target_moe__ridge_a20_b0.05,0.5719352474833561,2252
1,S1,target_moe__ridge_a20_b0.1,0.5779649320316156,2252
1,S1,target_moe__ridge_a20_b0.2,0.5961493607499458,2252
1,S1,target_moe__ridge_a20_b0.35,0.658268932861355,2252
1,S1,target_moe__ridge_a80_b0.05,0.5712046360394268,2252
1,S1,target_moe__ridge_a80_b0.1,0.5759217817010043,2252
1,S1,target_moe__ridge_a80_b0.2,0.5890386654156217,2252
1,S1,target_moe__ridge_a80_b0.35,0.6233645423673997,2252
1,S1,target_moe__logreg_c0.03_b0.05,0.5711077677309803,2252
1,S1,target_moe__logreg_c0.03_b0.1,0.5753566555256913,2252
1,S1,target_moe__logreg_c0.03_b0.2,0.5859270769264098,2252
1,S1,target_moe__logreg_c0.03_b0.35,0.6072280074741914,2252
1,S1,target_moe__logreg_c0.1_b0.05,0.5714933146489106,2252
1,S1,target_moe__logreg_c0.1_b0.1,0.5764316283568557,2252
1,S1,target_moe__logreg_c0.1_b0.2,0.5893310106597621,2252
1,S1,target_moe__logreg_c0.1_b0.35,0.6168302446299274,2252
1,S1,selected_plus_target_moe__ridge_a5_b0.05,0.5727691120899474,2252
1,S1,selected_plus_target_moe__ridge_a5_b0.1,0.5805106377115599,2252
1,S1,selected_plus_target_moe__ridge_a5_b0.2,0.6069657007107837,2252
1,S1,selected_plus_target_moe__ridge_a5_b0.35,0.8343673494450555,2252
1,S1,selected_plus_target_moe__ridge_a20_b0.05,0.5719352474833561,2252
1,S1,selected_plus_target_moe__ridge_a20_b0.1,0.5779649320316156,2252
1,S1,selected_plus_target_moe__ridge_a20_b0.2,0.5961493607499458,2252
1,S1,selected_plus_target_moe__ridge_a20_b0.35,0.658268932861355,2252
1,S1,selected_plus_target_moe__ridge_a80_b0.05,0.5712046360394268,2252
1,S1,selected_plus_target_moe__ridge_a80_b0.1,0.5759217817010043,2252
1,S1,selected_plus_target_moe__ridge_a80_b0.2,0.5890386654156217,2252
1,S1,selected_plus_target_moe__ridge_a80_b0.35,0.6233645423673997,2252
1,S1,selected_plus_target_moe__logreg_c0.03_b0.05,0.5711077677309803,2252
1,S1,selected_plus_target_moe__logreg_c0.03_b0.1,0.5753566555256913,2252
1,S1,selected_plus_target_moe__logreg_c0.03_b0.2,0.5859270769264098,2252
1,S1,selected_plus_target_moe__logreg_c0.03_b0.35,0.6072280074741914,2252
1,S1,selected_plus_target_moe__logreg_c0.1_b0.05,0.5714933146489106,2252
1,S1,selected_plus_target_moe__logreg_c0.1_b0.1,0.5764316283568557,2252
1,S1,selected_plus_target_moe__logreg_c0.1_b0.2,0.5893310106597621,2252
1,S1,selected_plus_target_moe__logreg_c0.1_b0.35,0.6168302446299274,2252
1,S2,selected_single__ridge_a5_b0.05,0.601298437834658,196
1,S2,selected_single__ridge_a5_b0.1,0.5996099908398547,196
1,S2,selected_single__ridge_a5_b0.2,0.5997814848741685,196
1,S2,selected_single__ridge_a5_b0.35,0.6204132915445361,196
1,S2,selected_single__ridge_a20_b0.05,0.6006422233141958,196
1,S2,selected_single__ridge_a20_b0.1,0.5978222259672896,196
1,S2,selected_single__ridge_a20_b0.2,0.5938921615397482,196
1,S2,selected_single__ridge_a20_b0.35,0.5927080056931888,196
1,S2,selected_single__ridge_a80_b0.05,0.6007857346769131,196
1,S2,selected_single__ridge_a80_b0.1,0.5978802613338308,196
1,S2,selected_single__ridge_a80_b0.2,0.5930393258205142,196
1,S2,selected_single__ridge_a80_b0.35,0.5881076269014537,196
1,S2,selected_single__logreg_c0.03_b0.05,0.5961132409225101,196
1,S2,selected_single__logreg_c0.03_b0.1,0.5901344476963996,196
1,S2,selected_single__logreg_c0.03_b0.2,0.5818480324951668,196
1,S2,selected_single__logreg_c0.03_b0.35,0.575431261339435,196
1,S2,selected_single__logreg_c0.1_b0.05,0.5952088762326252,196
1,S2,selected_single__logreg_c0.1_b0.1,0.5886051221268249,196
1,S2,selected_single__logreg_c0.1_b0.2,0.5796466633257306,196
1,S2,selected_single__logreg_c0.1_b0.35,0.5734119473559064,196
1,S2,target_moe__ridge_a5_b0.05,0.6093503618610911,1420
1,S2,target_moe__ridge_a5_b0.1,0.6310469213517186,1420
1,S2,target_moe__ridge_a5_b0.2,0.8053787068173658,1420
1,S2,target_moe__ridge_a5_b0.35,0.8551052318687694,1420
1,S2,target_moe__ridge_a20_b0.05,0.6089708047353372,1420
1,S2,target_moe__ridge_a20_b0.1,0.6179948341949525,1420
1,S2,target_moe__ridge_a20_b0.2,0.6725352381069573,1420
1,S2,target_moe__ridge_a20_b0.35,0.9183284268445142,1420
1,S2,target_moe__ridge_a80_b0.05,0.6079779059530415,1420
1,S2,target_moe__ridge_a80_b0.1,0.6140921288304477,1420
1,S2,target_moe__ridge_a80_b0.2,0.6416314280681654,1420
1,S2,target_moe__ridge_a80_b0.35,0.8129380869060534,1420
1,S2,target_moe__logreg_c0.03_b0.05,0.6037731146628217,1420
1,S2,target_moe__logreg_c0.03_b0.1,0.6039834990757263,1420
1,S2,target_moe__logreg_c0.03_b0.2,0.6058272594805735,1420
1,S2,target_moe__logreg_c0.03_b0.35,0.6122587731425526,1420
1,S2,target_moe__logreg_c0.1_b0.05,0.6062807165659214,1420
1,S2,target_moe__logreg_c0.1_b0.1,0.609367141106908,1420
1,S2,target_moe__logreg_c0.1_b0.2,0.6180948937316701,1420
1,S2,target_moe__logreg_c0.1_b0.35,0.6379669987766862,1420
1,S2,selected_plus_target_moe__ridge_a5_b0.05,0.6093503618610911,1420
1,S2,selected_plus_target_moe__ridge_a5_b0.1,0.6310469213517186,1420
1,S2,selected_plus_target_moe__ridge_a5_b0.2,0.8053787068173658,1420
1,S2,selected_plus_target_moe__ridge_a5_b0.35,0.8551052318687694,1420
1,S2,selected_plus_target_moe__ridge_a20_b0.05,0.6089708047353372,1420
1,S2,selected_plus_target_moe__ridge_a20_b0.1,0.6179948341949525,1420
1,S2,selected_plus_target_moe__ridge_a20_b0.2,0.6725352381069573,1420
1,S2,selected_plus_target_moe__ridge_a20_b0.35,0.9183284268445142,1420
1,S2,selected_plus_target_moe__ridge_a80_b0.05,0.6079779059530415,1420
1,S2,selected_plus_target_moe__ridge_a80_b0.1,0.6140921288304477,1420
1,S2,selected_plus_target_moe__ridge_a80_b0.2,0.6416314280681654,1420
1,S2,selected_plus_target_moe__ridge_a80_b0.35,0.8129380869060534,1420
1,S2,selected_plus_target_moe__logreg_c0.03_b0.05,0.6037731146628217,1420
1,S2,selected_plus_target_moe__logreg_c0.03_b0.1,0.6039834990757263,1420
1,S2,selected_plus_target_moe__logreg_c0.03_b0.2,0.6058272594805735,1420
1,S2,selected_plus_target_moe__logreg_c0.03_b0.35,0.6122587731425526,1420
1,S2,selected_plus_target_moe__logreg_c0.1_b0.05,0.6062807165659214,1420
1,S2,selected_plus_target_moe__logreg_c0.1_b0.1,0.609367141106908,1420
1,S2,selected_plus_target_moe__logreg_c0.1_b0.2,0.6180948937316701,1420
1,S2,selected_plus_target_moe__logreg_c0.1_b0.35,0.6379669987766862,1420
1,S3,selected_single__ridge_a5_b0.05,0.4825188508608234,2436
1,S3,selected_single__ridge_a5_b0.1,0.4735365285144386,2436
1,S3,selected_single__ridge_a5_b0.2,0.4650511172119805,2436
1,S3,selected_single__ridge_a5_b0.35,0.47448223834493325,2436
1,S3,selected_single__ridge_a20_b0.05,0.48493093244368535,2436
1,S3,selected_single__ridge_a20_b0.1,0.4773099964940215,2436
1,S3,selected_single__ridge_a20_b0.2,0.46749280231461743,2436
1,S3,selected_single__ridge_a20_b0.35,0.46651420354571227,2436
1,S3,selected_single__ridge_a80_b0.05,0.48875532424876433,2436
1,S3,selected_single__ridge_a80_b0.1,0.4840787561805351,2436
1,S3,selected_single__ridge_a80_b0.2,0.4775479813651372,2436
1,S3,selected_single__ridge_a80_b0.35,0.47405695997623376,2436
1,S3,selected_single__logreg_c0.03_b0.05,0.4919552200965244,2436
1,S3,selected_single__logreg_c0.03_b0.1,0.49002858799137633,2436
1,S3,selected_single__logreg_c0.03_b0.2,0.4875763648421049,2436
1,S3,selected_single__logreg_c0.03_b0.35,0.4875115869413059,2436
1,S3,selected_single__logreg_c0.1_b0.05,0.4908045373270994,2436
1,S3,selected_single__logreg_c0.1_b0.1,0.4880293854791104,2436
1,S3,selected_single__logreg_c0.1_b0.2,0.48476034764171333,2436
1,S3,selected_single__logreg_c0.1_b0.35,0.4857334458142902,2436
1,S3,target_moe__ridge_a5_b0.05,0.4825301306568098,3660
1,S3,target_moe__ridge_a5_b0.1,0.4732196139214771,3660
1,S3,target_moe__ridge_a5_b0.2,0.4635768111319066,3660
1,S3,target_moe__ridge_a5_b0.35,0.46824279650061557,3660
1,S3,target_moe__ridge_a20_b0.05,0.48441037074199733,3660
1,S3,target_moe__ridge_a20_b0.1,0.4761371180008054,3660
1,S3,target_moe__ridge_a20_b0.2,0.4657577501607308,3660
1,S3,target_moe__ridge_a20_b0.35,0.4644701867825037,3660
1,S3,target_moe__ridge_a80_b0.05,0.4879455813521265,3660
1,S3,target_moe__ridge_a80_b0.1,0.48240715123749395,3660
1,S3,target_moe__ridge_a80_b0.2,0.47438398768926676,3660
1,S3,target_moe__ridge_a80_b0.35,0.4696751287800832,3660
1,S3,target_moe__logreg_c0.03_b0.05,0.49263400151259706,3660
1,S3,target_moe__logreg_c0.03_b0.1,0.4914792772698016,3660
1,S3,target_moe__logreg_c0.03_b0.2,0.49086795761719937,3660
1,S3,target_moe__logreg_c0.03_b0.35,0.49441761256150785,3660
1,S3,target_moe__logreg_c0.1_b0.05,0.49181288627823805,3660
1,S3,target_moe__logreg_c0.1_b0.1,0.4901041915052406,3660
1,S3,target_moe__logreg_c0.1_b0.2,0.48918267015966505,3660
1,S3,target_moe__logreg_c0.1_b0.35,0.49440727118376465,3660
1,S3,selected_plus_target_moe__ridge_a5_b0.05,0.4825301306568098,3660
1,S3,selected_plus_target_moe__ridge_a5_b0.1,0.4732196139214771,3660
1,S3,selected_plus_target_moe__ridge_a5_b0.2,0.4635768111319066,3660
1,S3,selected_plus_target_moe__ridge_a5_b0.35,0.46824279650061557,3660
1,S3,selected_plus_target_moe__ridge_a20_b0.05,0.48441037074199733,3660
1,S3,selected_plus_target_moe__ridge_a20_b0.1,0.4761371180008054,3660
1,S3,selected_plus_target_moe__ridge_a20_b0.2,0.4657577501607308,3660
1,S3,selected_plus_target_moe__ridge_a20_b0.35,0.4644701867825037,3660
1,S3,selected_plus_target_moe__ridge_a80_b0.05,0.4879455813521265,3660
1,S3,selected_plus_target_moe__ridge_a80_b0.1,0.48240715123749395,3660
1,S3,selected_plus_target_moe__ridge_a80_b0.2,0.47438398768926676,3660
1,S3,selected_plus_target_moe__ridge_a80_b0.35,0.4696751287800832,3660
1,S3,selected_plus_target_moe__logreg_c0.03_b0.05,0.49263400151259706,3660
1,S3,selected_plus_target_moe__logreg_c0.03_b0.1,0.4914792772698016,3660
1,S3,selected_plus_target_moe__logreg_c0.03_b0.2,0.49086795761719937,3660
1,S3,selected_plus_target_moe__logreg_c0.03_b0.35,0.49441761256150785,3660
1,S3,selected_plus_target_moe__logreg_c0.1_b0.05,0.49181288627823805,3660
1,S3,selected_plus_target_moe__logreg_c0.1_b0.1,0.4901041915052406,3660
1,S3,selected_plus_target_moe__logreg_c0.1_b0.2,0.48918267015966505,3660
1,S3,selected_plus_target_moe__logreg_c0.1_b0.35,0.49440727118376465,3660
1,S4,selected_single__ridge_a5_b0.05,0.6780896977951404,132
1,S4,selected_single__ridge_a5_b0.1,0.6759201612467504,132
1,S4,selected_single__ridge_a5_b0.2,0.6733358368031999,132
1,S4,selected_single__ridge_a5_b0.35,0.6767424390687101,132
1,S4,selected_single__ridge_a20_b0.05,0.6785314277909135,132
1,S4,selected_single__ridge_a20_b0.1,0.6766872231651149,132
1,S4,selected_single__ridge_a20_b0.2,0.6742952450752693,132
1,S4,selected_single__ridge_a20_b0.35,0.675280108612033,132
1,S4,selected_single__ridge_a80_b0.05,0.6795922728696425,132
1,S4,selected_single__ridge_a80_b0.1,0.6786608475498093,132
1,S4,selected_single__ridge_a80_b0.2,0.677577036738488,132
1,S4,selected_single__ridge_a80_b0.35,0.678417814115854,132
1,S4,selected_single__logreg_c0.03_b0.05,0.6788790792489504,132
1,S4,selected_single__logreg_c0.03_b0.1,0.6772158121071736,132
1,S4,selected_single__logreg_c0.03_b0.2,0.6745202978170879,132
1,S4,selected_single__logreg_c0.03_b0.35,0.6719978747886791,132
1,S4,selected_single__logreg_c0.1_b0.05,0.6781047220220556,132
1,S4,selected_single__logreg_c0.1_b0.1,0.6757254771636715,132
1,S4,selected_single__logreg_c0.1_b0.2,0.6717839541152125,132
