source,avg_log_loss,drift_vs_reference,Q1,Q2,Q3,S1,S2,S3,S4
selected_single__logreg_c0.03_b0.1,0.6213983341529145,0.06627754057062536,0.6684902870699155,0.6879452958089157,0.6701058069653361,0.5722512625755124,0.5759763886144951,0.5273375016357749,0.6476817964004511
target_moe__logreg_c0.03_b0.2,0.622256032285535,0.07669267991763747,0.6677655966026221,0.6775342948991336,0.666211649389746,0.574879781656531,0.5876339941657872,0.5261072341038764,0.6556596751810486
selected_plus_target_moe__logreg_c0.03_b0.2,0.622256032285535,0.07669267991763747,0.6677655966026221,0.6775342948991336,0.666211649389746,0.574879781656531,0.5876339941657872,0.5261072341038764,0.6556596751810486
selected_single__ridge_a5_b0.05,0.6224131107424464,0.06691183378884794,0.6673313233414562,0.6990639389886102,0.6694806312733456,0.5695755318483415,0.5787634712410744,0.5272486904590712,0.645428188045226
selected_single__ridge_a20_b0.05,0.6230167528407894,0.06433547173379221,0.6691805330816626,0.6971541057966044,0.6709189272369928,0.5710879029204793,0.5785190049132117,0.5283449857494625,0.6459118101871126
selected_plus_target_moe__logreg_c0.03_b0.1,0.6231562953867578,0.06582104109614748,0.668701513766515,0.6883281340735534,0.6700389830062858,0.5736062749723312,0.582420285478586,0.5286919003992641,0.6503069760107684
target_moe__logreg_c0.03_b0.1,0.6231562953867578,0.06582104109614748,0.668701513766515,0.6883281340735534,0.6700389830062858,0.5736062749723312,0.582420285478586,0.5286919003992641,0.6503069760107684
target_moe__logreg_c0.1_b0.1,0.6233454987860717,0.06691159786764547,0.6679986224970558,0.6886694562440477,0.6691459406536086,0.5736573572966717,0.584590030811303,0.5280207578123765,0.651336326187439
selected_plus_target_moe__logreg_c0.1_b0.1,0.6233454987860717,0.06691159786764547,0.6679986224970558,0.6886694562440477,0.6691459406536086,0.5736573572966717,0.584590030811303,0.5280207578123765,0.651336326187439
selected_plus_target_moe__ridge_a80_b0.1,0.6236523612632986,0.07333055706542846,0.6678318689236001,0.6917726501597455,0.6680458791153228,0.5699477643633302,0.5871128658227718,0.5284978453834779,0.6523576550748429
target_moe__ridge_a80_b0.1,0.6236523612632986,0.07333055706542846,0.6678318689236001,0.6917726501597455,0.6680458791153228,0.5699477643633302,0.5871128658227718,0.5284978453834779,0.6523576550748429
selected_single__ridge_a80_b0.35,0.623697316702098,0.10801404863586848,0.6681043932513858,0.673315813579747,0.6653289174385071,0.5712282590848345,0.5756537115880295,0.5667717444661642,0.6454783775060179
selected_single__logreg_c0.1_b0.05,0.6237541801667754,0.06366078430400629,0.6700625257622213,0.6958304397200111,0.6730705056442176,0.5731991492306703,0.5774032922757217,0.5298028932442668,0.6469104552903188
selected_plus_target_moe__logreg_c0.1_b0.2,0.623951119412629,0.08011053858995186,0.6678674485568404,0.6795586121032102,0.6658736050341307,0.5762695051646567,0.5931994693939371,0.5257413048300795,0.6591478908055488
target_moe__logreg_c0.1_b0.2,0.623951119412629,0.08011053858995186,0.6678674485568404,0.6795586121032102,0.6658736050341307,0.5762695051646567,0.5931994693939371,0.5257413048300795,0.6591478908055488
selected_single__ridge_a80_b0.05,0.6239913817271628,0.06282418893840945,0.670604727322713,0.6969751859485342,0.6729253476008696,0.5726047511420845,0.5782827647889786,0.5300012277269405,0.6465456675600194
selected_plus_target_moe__ridge_a20_b0.1,0.6241623733806654,0.08133531266647391,0.6665975698825193,0.6925133531138724,0.6653390915613282,0.5690156931485525,0.5917141272767962,0.5269510664176867,0.6570057122639027
target_moe__ridge_a20_b0.1,0.6241623733806654,0.08133531266647391,0.6665975698825193,0.6925133531138724,0.6653390915613282,0.5690156931485525,0.5917141272767962,0.5269510664176867,0.6570057122639027
selected_single__logreg_c0.03_b0.05,0.62418825479252,0.06344354934129078,0.6706271147320798,0.6958934036529673,0.6734802418693138,0.5737532945011519,0.57756583210485,0.5306268430883969,0.6473710535988809
target_moe__ridge_a20_b0.05,0.6245511361796975,0.0672919483410078,0.6686699635849194,0.6972937469988675,0.6703477292231773,0.5710367883376768,0.5842111664236432,0.5295655946995551,0.6507329639900432
selected_plus_target_moe__ridge_a20_b0.05,0.6245511361796975,0.0672919483410078,0.6686699635849194,0.6972937469988675,0.6703477292231773,0.5710367883376768,0.5842111664236432,0.5295655946995551,0.6507329639900432
selected_plus_target_moe__ridge_a5_b0.05,0.6246847019406541,0.06995205543032781,0.6683709494960688,0.6972478004852625,0.6694501283878365,0.5706954865004289,0.5852468771965016,0.5288350863942816,0.6529465851241988
target_moe__ridge_a5_b0.05,0.6246847019406541,0.06995205543032781,0.6683709494960688,0.6972478004852625,0.6694501283878365,0.5706954865004289,0.5852468771965016,0.5288350863942816,0.6529465851241988
target_moe__logreg_c0.1_b0.05,0.624866752902718,0.0632598598863727,0.6699466119365489,0.6958769368439331,0.6727703163144083,0.5740723618837781,0.5817409968645758,0.5308165329436175,0.6488435135321644
selected_plus_target_moe__logreg_c0.1_b0.05,0.624866752902718,0.0632598598863727,0.6699466119365489,0.6958769368439331,0.6727703163144083,0.5740723618837781,0.5817409968645758,0.5308165329436175,0.6488435135321644
selected_plus_target_moe__ridge_a80_b0.05,0.6248831732388674,0.06430423034784903,0.6697754228007764,0.6974111095053398,0.6721806175954773,0.572078540024308,0.5827239418195068,0.5308206987759619,0.6491918821507014
target_moe__ridge_a80_b0.05,0.6248831732388674,0.06430423034784903,0.6697754228007764,0.6974111095053398,0.6721806175954773,0.572078540024308,0.5827239418195068,0.5308206987759619,0.6491918821507014
target_moe__logreg_c0.03_b0.05,0.6249396467212941,0.06294895283672057,0.670489803008667,0.695876945745383,0.6734030866435632,0.5742180516009325,0.5808072443520819,0.5312797824986722,0.6485026131997597
selected_plus_target_moe__logreg_c0.03_b0.05,0.6249396467212941,0.06294895283672057,0.670489803008667,0.695876945745383,0.6734030866435632,0.5742180516009325,0.5808072443520819,0.5312797824986722,0.6485026131997597
selected_plus_target_moe__ridge_a5_b0.1,0.6263251666911477,0.0874907177006717,0.667048981467728,0.6932573087632264,0.6644245556767228,0.5698667318330344,0.5983224618831774,0.5265508235099905,0.6648053037041549
target_moe__ridge_a5_b0.1,0.6263251666911477,0.0874907177006717,0.667048981467728,0.6932573087632264,0.6644245556767228,0.5698667318330344,0.5983224618831774,0.5265508235099905,0.6648053037041549
selected_single__ridge_a5_b0.2,0.6264050145750858,0.1140281916518898,0.6642315718563113,0.7005575616835071,0.6625978500066204,0.5617402233346357,0.5807350881353934,0.5729702090287997,0.6420025979803325
selected_plus_target_moe__ridge_a80_b0.2,0.6267912785762634,0.09806112740217873,0.6689818147243101,0.6862616352108049,0.6641130796122929,0.5706658555094297,0.6031260645625798,0.5310502090427812,0.6633402913716453
target_moe__ridge_a80_b0.2,0.6267912785762634,0.09806112740217873,0.6689818147243101,0.6862616352108049,0.6641130796122929,0.5706658555094297,0.6031260645625798,0.5310502090427812,0.6633402913716453
selected_plus_target_moe__logreg_c0.03_b0.35,0.6275416303492115,0.10093623458522044,0.6730561295333936,0.6713718087887034,0.6677124819110862,0.5830242599669153,0.6006586716373612,0.5286859229902625,0.6682821376167583
target_moe__logreg_c0.03_b0.35,0.6275416303492115,0.10093623458522044,0.6730561295333936,0.6713718087887034,0.6677124819110862,0.5830242599669153,0.6006586716373612,0.5286859229902625,0.6682821376167583
target_moe__logreg_c0.1_b0.35,0.6341100238432594,0.10887266005409194,0.6773243446216719,0.6785916227916136,0.6709960444764207,0.5888267701795936,0.613883119446471,0.5306566037749229,0.6784916616121224
selected_plus_target_moe__logreg_c0.1_b0.35,0.6341100238432594,0.10887266005409194,0.6773243446216719,0.6785916227916136,0.6709960444764207,0.5888267701795936,0.613883119446471,0.5306566037749229,0.6784916616121224
selected_single__ridge_a20_b0.35,0.6368728080273005,0.1347957838836968,0.6855415208665995,0.6932118701251596,0.6718760741547319,0.5651206963324227,0.5820630971476665,0.617167828919979,0.6431285686445446
selected_plus_target_moe__ridge_a20_b0.2,0.6371267474103938,0.11484941836012016,0.6716672643639775,0.6924000965036932,0.6627834616620123,0.5748922509959355,0.6254000568452764,0.5499353390926511,0.6828087624092112
target_moe__ridge_a20_b0.2,0.6371267474103938,0.11484941836012016,0.6716672643639775,0.6924000965036932,0.6627834616620123,0.5748922509959355,0.6254000568452764,0.5499353390926511,0.6828087624092112
selected_plus_target_moe__ridge_a80_b0.35,0.6675596166790215,0.13626478127389247,0.703803758853783,0.6957933026712452,0.6707137475274194,0.6037521879317511,0.6852472714021438,0.5829080284039574,0.730699019962851
target_moe__ridge_a80_b0.35,0.6675596166790215,0.13626478127389247,0.703803758853783,0.6957933026712452,0.6707137475274194,0.6037521879317511,0.6852472714021438,0.5829080284039574,0.730699019962851
target_moe__ridge_a5_b0.2,0.6713813599942584,0.12646644498368215,0.6924727338480254,0.6991802691098055,0.6650672163611815,0.6025215587153157,0.6929000684972065,0.5546151899708752,0.7929124834573996
selected_plus_target_moe__ridge_a5_b0.2,0.6713813599942584,0.12646644498368215,0.6924727338480254,0.6991802691098055,0.6650672163611815,0.6025215587153157,0.6929000684972065,0.5546151899708752,0.7929124834573996
selected_single__ridge_a5_b0.35,0.6716631549478432,0.16082114834484712,0.6878941837636416,0.7779369558058024,0.7228125528722228,0.5754328245203467,0.5941749224521976,0.7009020785157798,0.642488566704912
selected_plus_target_moe__ridge_a20_b0.35,0.74588289373353,0.16207196227573342,0.73284341009218,0.7921208755806931,0.6847696076200004,0.6393998418267289,0.8352749606126298,0.6646356669865394,0.872135893415939
target_moe__ridge_a20_b0.35,0.74588289373353,0.16207196227573342,0.73284341009218,0.7921208755806931,0.6847696076200004,0.6393998418267289,0.8352749606126298,0.6646356669865394,0.872135893415939
target_moe__ridge_a5_b0.35,0.8398016691236363,0.1774810100200115,0.7932733026256586,0.8282928274742584,0.7424980496943626,0.7680311823218777,0.9670521686891745,0.7065225023208536,1.072941650739268
selected_plus_target_moe__ridge_a5_b0.35,0.8398016691236363,0.1774810100200115,0.7932733026256586,0.8282928274742584,0.7424980496943626,0.7680311823218777,0.9670521686891745,0.7065225023208536,1.072941650739268
